Orthogroup	Microcebus_murinus	Mesocricetus_auratus
OG0000136	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1	XP_040597418.1, XP_040597423.1, XP_040597422.1, XP_040597412.1, XP_040597417.1, XP_040597415.1, XP_040597425.1, XP_040597421.1, XP_040597420.1, XP_040597419.1, XP_040597424.1, XP_040597416.1, XP_040597414.1, XP_040597413.1
OG0000137	XP_012623584.2	XP_005083118.2
OG0000137	XP_020145274.1, XP_012623586.2, XP_012623587.1, XP_020145276.1	XP_012978225.3, XP_005083117.2
OG0000137	XP_012623673.2, XP_020145272.1, XP_012623663.2	XP_005083116.2
OG0000138	XP_012641953.1	XP_012971726.1
OG0000138	XP_012641945.1, XP_020142471.1	XP_040589663.1, XP_005074200.1
OG0000139	XP_020145820.1	XP_012966997.1, XP_040604645.1, XP_021081513.1, XP_021081512.1, XP_012966996.1, XP_012966991.1, XP_012966995.1, XP_012966994.1, XP_012966990.1
OG0000142	XP_012611226.1	XP_005078668.1, XP_021087797.1, XP_012974904.1
OG0000143	XP_020136387.1, XP_020136388.1, XP_012615462.1	XP_012981119.1
OG0000143	XP_012610469.1	XP_040602219.1, XP_040600743.1
OG0000144	XP_020137476.1	XP_040602345.1
OG0000145	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1	XP_040601513.1, XP_040601471.1, XP_040601448.1, XP_040601475.1, XP_040601461.1, XP_040601506.1, XP_040601487.1, XP_040601429.1, XP_040601454.1, XP_040601443.1, XP_040601434.1, XP_040601477.1, XP_040601494.1, XP_040601500.1
OG0000146	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1	XP_012965929.1, XP_021080520.1, XP_005066248.1
OG0000147	XP_012590831.1, XP_012590838.1	XP_040592908.1, NP_001268492.1
OG0000147	XP_012590832.1, XP_012590833.1	NP_001268484.1, XP_040592907.1, XP_021087628.1, NP_001268508.1
OG0000149	XP_012613923.1	XP_040590635.1
OG0000149	XP_012604635.1	XP_040594233.1
OG0000149	XP_012617266.1	XP_005076578.1
OG0000149	XP_012604632.1	XP_040594544.1
OG0000150	XP_012597786.2	XP_005076240.1, XP_005078720.2, XP_012973285.2, XP_040592500.1, XP_040592499.1, XP_040592504.1, XP_040592552.1, XP_040592498.1, NP_001297488.1, XP_040596812.1, XP_040596798.1, XP_040592497.1, XP_005076235.1, XP_012981989.3, XP_040592495.1
OG0000151	XP_012642741.1	XP_005077129.1
OG0000151	XP_012643866.1	XP_005077002.1
OG0000151	XP_020136691.1, XP_012642867.1, XP_012642950.1, XP_012643169.1, XP_012643242.1	XP_040605238.1
OG0000152	XP_012646630.1	XP_021088667.2, XP_040607413.1, XP_021088687.2
OG0000153	XP_012609875.1	XP_040610221.1
OG0000153	XP_012609888.1	XP_040610211.1, XP_040610584.1
OG0000157	XP_012628416.1	XP_005074597.1, XP_012972156.1, XP_012972155.1, XP_012972153.1
OG0000157	XP_020142690.1, XP_012634492.2	XP_005073762.1
OG0000158	XP_012614201.1	XP_040596009.1
OG0000158	XP_012646732.1	XP_040608279.1, XP_040612148.1, XP_040588033.1
OG0000159	XP_012598618.1	XP_005076801.1, XP_005076802.1
OG0000159	XP_012622471.1	XP_005076805.1, XP_012973642.1, XP_005076803.1, XP_005076804.2, XP_040606230.1, XP_005076807.3, XP_005076806.2, XP_040606233.1, XP_040606232.1
OG0000161	XP_012644144.2, XP_012611772.1	XP_040593271.1, XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1, XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1, XP_040593268.1, XP_012969603.1, XP_005071276.1, XP_012969602.1
OG0000162	NP_001296870.1, XP_012596940.2	XP_040599624.1, XP_040599671.1, XP_021079285.1, XP_012970942.1, XP_040599672.1
OG0000163	XP_012604214.1	XP_040590656.1
OG0000163	XP_012604217.1	XP_040590680.1
OG0000164	XP_012590817.1	XP_040597344.1
OG0000165	XP_012644476.1	XP_012979986.1
OG0000166	XP_012628563.1	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1
OG0000167	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1
OG0000170	XP_012636064.1, XP_012636063.1	XP_021086104.1
OG0000170	XP_020142466.1	XP_021086107.1
OG0000171	XP_012592098.1	XP_005065871.1
OG0000172	XP_012607233.1	XP_021078569.1
OG0000172	XP_012603597.1	XP_040614120.1, XP_040614119.1
OG0000172	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1	XP_005074616.1
OG0000173	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1
OG0000174	XP_012623108.1	XP_040607444.1, XP_005080318.2, XP_005080319.2, XP_040607443.1
OG0000175	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1
OG0000176	XP_012605384.1	XP_012971132.1
OG0000176	XP_012605383.1, XP_012605382.1	XP_040602874.1
OG0000177	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1	XP_012972115.1, XP_005064346.1, XP_040608718.1
OG0000178	XP_020142269.1	XP_040606959.1
OG0000179	XP_012616212.1	XP_005086645.1
OG0000179	XP_012616210.1, XP_020138867.1	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1
OG0000180	XP_012646220.2, XP_012646219.2, XP_012645814.1	XP_040587400.1, XP_040587401.1, XP_005085336.1, XP_040587472.1, XP_012980083.1, XP_040587523.1, XP_021091754.1, XP_021091755.1, XP_040587402.1, XP_012980084.1
OG0000181	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1	XP_005069405.1, XP_005069403.2, XP_005069404.2, XP_005069406.2, XP_005069407.2, XP_012968331.1, XP_005069301.1, XP_040586179.1, XP_005069402.1, XP_012968336.1, XP_040586136.1
OG0000182	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1	XP_040594868.1, XP_040594863.1, XP_040594876.1
OG0000183	XP_012645131.1	XP_005064973.1
OG0000184	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1	XP_040596285.1
OG0000185	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1	XP_040600352.1, XP_040600353.1, XP_040600346.1, XP_040600350.1, XP_040600347.1, XP_040600351.1, XP_040600348.1, XP_040600349.1
OG0000186	NP_001296879.1, XP_012630958.1	XP_040589776.1, XP_040589775.1, XP_040589774.1
OG0000187	XP_020143632.1, XP_012611047.1	XP_040608707.1, XP_005082247.2, XP_005082246.2, XP_005082312.2
OG0000188	XP_012642085.1	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1
OG0000188	XP_012642084.1	XP_005087317.1, NP_001268632.1
OG0000189	XP_020142173.1	XP_040589293.1
OG0000189	XP_012623680.2	XP_005084581.1, XP_021091239.2, XP_005084582.1
OG0000190	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1
OG0000191	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1
OG0000192	XP_012602522.1, XP_012595429.1	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1
OG0000193	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1	XP_005072532.1
OG0000194	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1
OG0000196	XP_012602096.1	XP_005065122.1
OG0000196	XP_012602155.1	XP_005065121.1
OG0000196	XP_012602138.2	XP_005065119.1
OG0000197	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1
OG0000197	XP_012635092.1	XP_040584410.1
OG0000198	XP_020138855.1, XP_012642872.1	XP_040591376.1
OG0000199	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1	XP_040589745.1, XP_005084208.1, XP_012979099.1
OG0000200	XP_012604691.1	XP_005081978.1, XP_040607618.1, XP_040607622.1, XP_040607624.1, XP_040607620.1, XP_040607623.1, XP_040607619.1, XP_040607621.1
OG0000200	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1	XP_012977307.1
OG0000201	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2	XP_040605792.1, XP_040603999.1, XP_040605708.1
OG0000202	XP_012626029.1, XP_012626030.1	XP_005075271.1
OG0000202	XP_012593056.1, XP_012591028.1, XP_012591027.1	XP_005075272.3
OG0000203	XP_012600215.2	XP_040601237.1
OG0000204	XP_012600417.1	XP_005074094.1
OG0000205	XP_012592757.1, XP_020145980.1, XP_012592755.1	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1
OG0000206	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1
OG0000207	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1	XP_005070704.1
OG0000208	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1	XP_012977752.1, XP_021089992.1, XP_040600454.1
OG0000209	XP_012617021.1	XP_005086807.1, XP_040590168.1
OG0000210	XP_012636099.1	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1
OG0000210	XP_012636091.1, XP_020142143.1, XP_012636060.1	XP_040589304.1, XP_040589305.1, XP_005085211.2
OG0000211	XP_012601548.1	XP_040587833.1, XP_005082621.2
OG0000211	XP_012601550.1, XP_012601552.1	XP_040608770.1
OG0000211	XP_012610211.1	XP_021091337.1, XP_005084664.1
OG0000213	XP_012610372.1, XP_012618844.1	XP_005066388.1, XP_012968153.1, XP_040591240.1, XP_040587290.1, XP_005072033.2, XP_040584846.1, XP_040611827.1, XP_005086832.3, XP_040595840.1
OG0000214	XP_020139364.1	XP_040598014.1
OG0000214	XP_012605096.1	XP_012970417.1
OG0000214	XP_012639821.1	XP_005065724.1
OG0000215	XP_012644878.1	XP_040590600.1, XP_040606117.1
OG0000216	XP_012617508.1, XP_020144549.1	XP_012970771.1
OG0000216	XP_020144551.1	XP_005072700.1
OG0000216	XP_012617511.1	XP_040586534.1
OG0000217	XP_012643354.1, XP_012643356.1, XP_012643353.1	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2
OG0000218	XP_020140834.1	XP_040599908.1
OG0000219	XP_012641344.1, XP_012641345.1, XP_012641343.1	XP_040601564.1, XP_021088134.1, XP_040601565.1, XP_040601566.1
OG0000219	XP_012629604.1	XP_040594025.1
OG0000220	XP_012615281.1	XP_005063867.1
OG0000220	XP_012615268.1	XP_005063865.1
OG0000221	XP_012643314.1	XP_005065051.1
OG0000222	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1
OG0000224	XP_020139931.1	XP_012971325.1
OG0000225	XP_020140438.1, XP_012646815.1	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1
OG0000226	XP_012622879.1, XP_012622878.1, XP_012622880.1	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1
OG0000227	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1
OG0000228	XP_020143704.1	XP_005082288.1
OG0000228	XP_020143703.1	XP_005082286.1
OG0000229	XP_012599514.1	XP_005083820.1
OG0000229	XP_020145193.1	XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1
OG0000229	XP_012599516.1	XP_012978715.1, XP_012978723.1, XP_012978724.1, XP_012978711.2, XP_040600800.1
OG0000230	XP_012634431.1	XP_040586600.1, XP_005084993.1
OG0000230	XP_012620826.1	XP_012975719.1
OG0000231	XP_020140932.1, XP_020140933.1, XP_020140931.1	XP_012966964.2
OG0000232	XP_012607170.1	XP_040585290.1
OG0000232	XP_012594561.1	XP_012976797.1
OG0000233	XP_012618946.1	XP_040602155.1
OG0000234	XP_012641963.2, XP_012641964.2	XP_040612862.1, XP_040596815.1, XP_040597109.1, XP_040612816.1, XP_040612805.1, XP_040612793.1, XP_040612857.1, XP_040612778.1
OG0000235	XP_012633715.1	XP_005069181.1
OG0000236	XP_012600890.1	XP_040597569.1
OG0000237	XP_012595918.1	XP_012973051.1, XP_040607450.1
OG0000238	XP_012610428.1	XP_005079745.2
OG0000238	XP_012610438.1	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1
OG0000240	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1	XP_005069411.1, XP_005069415.1, XP_005069412.2, XP_005069418.1
OG0000241	XP_012643313.1, XP_012643316.1, XP_012643297.1	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1
OG0000242	XP_020140971.1, XP_020140963.1	XP_040590072.1
OG0000242	XP_020140970.1, XP_012613899.2	XP_040589760.1
OG0000243	XP_020144894.1	XP_012969716.1
OG0000244	XP_012624841.1	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1
OG0000244	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1
OG0000245	XP_012641009.1	XP_012981112.1, XP_040589848.1
OG0000245	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1	XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1
OG0000246	XP_012644463.1	NP_001268549.1
OG0000247	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1	XP_005074432.1, XP_040603050.1
OG0000248	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1	XP_005073918.1
OG0000249	XP_012623524.1	XP_021090361.2, XP_040596392.1, XP_005083144.1
OG0000249	XP_012623655.1	XP_005083145.1
OG0000250	XP_020138391.1	XP_040600140.1
OG0000251	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1
OG0000252	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1
OG0000253	XP_012611352.1	XP_040592982.1, XP_040591665.1, XP_040592742.1, XP_040592592.1, XP_040584029.1, XP_040594994.1, XP_040610490.1
OG0000254	XP_012628082.1, XP_020138151.1	XP_040591232.1
OG0000255	XP_012638692.1, XP_012606045.1	XP_040610922.1, XP_005079627.1, XP_040584217.1, XP_040590108.1, XP_040589857.1
OG0000256	XP_012609650.1	XP_012979581.1
OG0000257	XP_012599622.1	XP_040589307.1, XP_005075790.2, XP_005075832.2
OG0000257	XP_012599602.2, XP_012599619.1	XP_005075783.1
OG0000257	XP_012599621.1	XP_005075789.1
OG0000258	XP_012634397.1	XP_005066133.1
OG0000259	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1	XP_012975999.1
OG0000260	XP_012602136.1, XP_012602137.1	XP_005065070.1
OG0000260	XP_012602134.1	XP_005065066.1, XP_005065067.1, XP_005065068.3
OG0000261	XP_012643293.1, XP_012643291.1	XP_012975331.1, XP_005065053.2, XP_012976143.2, XP_005065052.1, XP_005065054.3, XP_012975232.1
OG0000262	XP_012641869.1, XP_012641928.1, XP_012641930.1, XP_012641864.1	XP_005074208.1, XP_005074157.1
OG0000263	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1
OG0000264	XP_020141699.1, XP_020141698.1	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1
OG0000265	XP_012628546.1	XP_005072399.1
OG0000266	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2
OG0000267	XP_020138750.1, XP_020138672.1	XP_040607062.1
OG0000267	XP_020138751.1	XP_005077630.1
OG0000268	XP_012636319.1	XP_040606291.1, XP_040607371.1, XP_040606214.1, XP_012971621.1
OG0000270	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1
OG0000272	XP_012646534.2	XP_005077023.1, XP_005077025.1
OG0000272	XP_012598546.1, XP_012646323.1, XP_012598451.1, XP_012646437.1	XP_005077022.1
OG0000274	XP_012638783.1	NP_001268267.1
OG0000274	XP_012639019.1	XP_005076991.1
OG0000275	XP_012629133.2, XP_012631180.1, XP_012643517.1, XP_012644734.1, XP_012597174.1, XP_012620171.1, XP_012644253.1, XP_012604247.1, XP_012594367.1	XP_040598976.1
OG0000275	XP_012605170.1, XP_012639801.1, XP_020137900.1, XP_012636393.1, XP_012637937.1, XP_012625287.1, XP_012592881.1, XP_012600833.1, XP_020141142.1, XP_012603384.1	XP_005081267.1
OG0000275	XP_020142937.1	XP_005073001.1
OG0000276	XP_012613559.1	XP_005077632.2, XP_040607378.1
OG0000277	XP_012594072.2	XP_005065022.1, XP_040600858.1, XP_005065021.2, XP_040600909.1
OG0000278	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1
OG0000279	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1	XP_012975872.1, XP_005080032.1
OG0000280	XP_012617558.1, XP_012617559.1	XP_040604600.1, XP_040604602.1, XP_040604601.1
OG0000281	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1	XP_005083992.1
OG0000282	XP_020138645.1, XP_012628234.1	XP_040598932.1
OG0000286	XP_012642041.1, XP_012641915.2	XP_040589341.1, XP_005087519.1
OG0000287	XP_012608042.2	XP_040596957.1
OG0000288	XP_012643275.1	XP_012974525.1
OG0000289	XP_012603474.1	XP_021082445.1, XP_040586144.1
OG0000289	XP_012603480.1, XP_012603482.1, XP_012603477.1, XP_012603479.1, XP_012603478.1, XP_012603481.1	XP_040586138.1
OG0000290	XP_012608173.1	XP_040596414.1
OG0000291	XP_012602864.1	XP_005070031.1
OG0000291	XP_012602861.1	XP_012968853.1
OG0000292	XP_020140949.1	XP_040603080.1
OG0000293	XP_012624965.1, XP_012624963.1, XP_012624964.1	XP_040607392.1, XP_040607393.1, XP_040607390.1, XP_040607394.1, XP_040607389.1
OG0000294	XP_012600777.1, XP_012600776.1	XP_040603583.1
OG0000295	XP_012636412.1	XP_040588842.1
OG0000295	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1	XP_005066828.1
OG0000296	XP_012611066.1	XP_005077255.1, XP_005077254.1
OG0000297	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1	XP_021079303.1
OG0000298	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1
OG0000299	XP_012641791.1	XP_040587335.1
OG0000300	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1	XP_012976328.1, XP_040600905.1, XP_005065069.1
OG0000301	XP_012641939.2	XP_005074143.1
OG0000301	XP_012641936.1	XP_021085137.1
OG0000301	XP_012641938.2	XP_005074201.1
OG0000303	XP_020142967.1, XP_012615168.1	XP_040584315.1, XP_040614218.1, XP_040614219.1
OG0000304	XP_020139677.1	XP_012965882.2
OG0000306	XP_012606999.1	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1
OG0000307	XP_012625355.1	XP_040600288.1, XP_040586040.1
OG0000307	XP_012635871.1	XP_005076508.1
OG0000308	XP_012598511.1, XP_012598508.1, XP_012598510.1	XP_021089063.1, XP_040603097.1
OG0000308	XP_020137097.1	XP_040600250.1
OG0000309	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1
OG0000310	XP_012635095.1	XP_040584508.1
