Orthogroup	Microcebus_murinus	Ictidomys_tridecemlineatus
OG0000129	XP_020142730.1, XP_012616311.1, XP_020142727.1, XP_012616307.1	XP_005318618.1, XP_005318621.1, XP_021577504.1, XP_005318620.1, XP_005318619.1, XP_040138713.1
OG0000130	XP_012641924.1	XP_005342576.1
OG0000130	XP_012642080.1	XP_005342584.1, XP_005342585.2
OG0000131	XP_012641906.1, XP_012599612.1, XP_012641907.1	XP_005342523.1, XP_005342525.1, XP_005342524.1
OG0000132	XP_012600827.1, XP_012600831.1, XP_012600808.1, XP_012600818.1, XP_012600835.1	XP_040139331.1, XP_040139338.1, XP_040139337.1, XP_040139335.1, XP_040139330.1, XP_040139329.1, XP_040139336.1, XP_021588609.1, XP_040139334.1, XP_021588610.1, XP_013218100.1, XP_040139332.1
OG0000133	XP_012646316.1, XP_012646313.1, XP_012646318.1, XP_012646311.1, XP_012646312.1, XP_012646317.1, XP_012646315.1, XP_012646314.1	XP_013215191.1, XP_013215190.1, XP_040144905.1, XP_021583713.1
OG0000134	XP_012615932.1	XP_013219711.1
OG0000135	XP_012645503.1	XP_021586730.1
OG0000136	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1	XP_021580553.1, XP_040149975.1, XP_005322988.1, XP_040149974.1, XP_040149976.1
OG0000137	XP_012623673.2, XP_020145272.1, XP_012623663.2	XP_005326680.1
OG0000138	XP_012641953.1	XP_005323362.1
OG0000138	XP_012641943.1	XP_005323163.1
OG0000138	XP_012641884.1, XP_012641886.2, XP_012641887.2	XP_005323360.1
OG0000138	XP_012641945.1, XP_020142471.1	XP_005323162.1
OG0000139	XP_020145820.1	XP_013217775.1
OG0000142	XP_012611226.1	XP_005318275.1
OG0000143	XP_020136389.1, XP_020136387.1, XP_020136388.1, XP_012615462.1	XP_021576075.1
OG0000143	XP_012610469.1	XP_040128839.1
OG0000144	XP_020137476.1	XP_040130281.1
OG0000145	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1	XP_040129752.1, XP_021591552.1, XP_040129751.1, XP_040129750.1, XP_005339253.1, XP_013220153.1
OG0000146	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1	XP_040149796.1, XP_040149799.1, XP_021584342.1, XP_021584343.1, XP_040149797.1, XP_040149798.1, XP_013215551.1, XP_040149800.1
OG0000147	XP_012590831.1, XP_012590838.1	XP_040127260.1, XP_005329464.1, XP_040127259.1
OG0000147	XP_012590832.1, XP_012590833.1	XP_040127126.1
OG0000148	XP_020141494.1, XP_020141495.1, XP_012608249.1, XP_012608030.1, XP_012608028.1, XP_012608047.1, XP_012608029.1, XP_012608027.2	XP_013221192.1
OG0000149	XP_012613923.1	XP_021590883.2
OG0000149	XP_012604635.1	XP_005339432.1
OG0000149	XP_012617266.1	XP_005334975.1
OG0000149	XP_012604632.1	XP_013220247.1
OG0000150	XP_012597786.2	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3
OG0000151	XP_020136691.1, XP_012642867.1, XP_012642950.1, XP_012643169.1, XP_012643242.1	XP_005342911.2
OG0000152	XP_012646630.1	XP_021586238.1
OG0000153	XP_012609875.1	XP_005342499.1, XP_005342300.1, XP_005342302.2, XP_005342292.1, XP_005342500.1, XP_013221872.3
OG0000153	XP_012609888.1	XP_005342301.1, XP_013221603.1
OG0000156	XP_012616772.1	XP_021590844.1
OG0000156	XP_012626310.1	XP_005342432.2, XP_021577096.1, XP_021577098.1, XP_040135846.1, XP_040135848.1, XP_021577099.1
OG0000157	XP_012628418.1, XP_012628419.1, XP_012628416.1, XP_012628415.1	XP_021582078.1, XP_005325458.1
OG0000157	XP_020142690.1, XP_012634492.2	XP_005341320.1
OG0000158	XP_012614201.1	XP_021582934.1
OG0000159	XP_012598618.1	XP_013218996.1, XP_005336827.1, XP_005336828.1
OG0000161	XP_012644144.2, XP_012611772.1	XP_040127058.1, XP_040127059.1, XP_013212610.2, XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2
OG0000162	NP_001296870.1, XP_012596940.2	XP_021577193.1
OG0000163	XP_012604217.1	XP_021584638.2
OG0000164	XP_012590817.1	XP_040146081.1
OG0000165	XP_012644476.1	XP_005334350.1
OG0000166	XP_012628563.1	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1
OG0000167	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1
OG0000168	XP_020142446.1	XP_005336035.1
OG0000170	XP_012636064.1, XP_012636063.1	XP_005326831.1
OG0000170	XP_020142466.1	XP_040140644.1
OG0000172	XP_012607233.1	XP_021580544.1
OG0000172	XP_012603597.1	XP_021579599.1
OG0000172	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1	XP_021582117.1
OG0000173	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1
OG0000174	XP_012623108.1	XP_040143514.1, XP_005331299.1, XP_005331298.1
OG0000175	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1
OG0000176	XP_012605384.1	XP_005331618.1
OG0000176	XP_012605383.1, XP_012605382.1	XP_005331614.2
OG0000177	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1	XP_005320807.1, XP_040128037.1
OG0000178	XP_020142269.1	XP_005331038.1
OG0000179	XP_012616212.1	XP_040135815.1
OG0000179	XP_012616210.1, XP_020138867.1	XP_013218874.2, XP_021589705.1, XP_005336557.1
OG0000180	XP_012646220.2, XP_012646219.2, XP_012645814.1	XP_005332179.1, XP_013216865.1, XP_040146475.1, XP_005332181.1, XP_040146477.1, XP_040146476.1
OG0000181	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1	XP_005339568.1, XP_021575222.1, XP_005339569.1, XP_005339619.1, XP_005339571.1
OG0000182	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1	XP_040131343.1, XP_040142003.1
OG0000183	XP_012645131.1	XP_005330057.1
OG0000184	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1	XP_021583955.1
OG0000185	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1	XP_013220832.1
OG0000187	XP_020143632.1, XP_012611047.1	XP_005339721.1, XP_040124079.1, XP_005339720.1, XP_021575331.1
OG0000188	XP_012642085.1	XP_005342915.1
OG0000188	XP_012642084.1	XP_005342579.1
OG0000189	XP_012623680.2	XP_021581958.1, XP_021581959.1
OG0000190	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000192	XP_012602522.1, XP_012595429.1	XP_040137795.1, XP_040136928.1, XP_005342362.1
OG0000193	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1	XP_021576154.1
OG0000194	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1	XP_013219821.1
OG0000195	XP_012602234.1	XP_005318853.1
OG0000196	XP_012602096.1	XP_005331659.1
OG0000196	XP_012602155.1	XP_005331660.1
OG0000196	XP_012602138.2	XP_005331744.1, XP_013216745.1
OG0000197	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1
OG0000197	XP_012635092.1	XP_005340595.1
OG0000198	XP_012643511.1	XP_021576775.1, XP_021576763.1
OG0000198	XP_012630547.1	XP_021585719.1
OG0000199	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1	XP_005342313.1, XP_005342312.1
OG0000200	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1	XP_040145130.1, XP_040144903.1
OG0000200	XP_012604690.1	XP_005339172.2
OG0000201	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2	XP_040124601.1
OG0000202	XP_012626029.1, XP_012626030.1	XP_005329390.1
OG0000202	XP_012593056.1, XP_012591028.1, XP_012591027.1	XP_005329392.1
OG0000202	XP_012626031.1	XP_005329388.1, XP_013217385.1
OG0000203	XP_012600215.2	XP_005315882.1
OG0000204	XP_012600417.1	XP_005323205.1
OG0000205	XP_012592757.1, XP_020145980.1, XP_012592755.1	XP_040137841.1
OG0000206	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1	XP_021587336.1, XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1
OG0000207	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000208	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1	XP_021580925.1
OG0000209	XP_012617021.1	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1
OG0000210	XP_012636099.1	XP_013214768.1
OG0000211	XP_012601548.1	XP_005337173.1
OG0000211	XP_012601550.1, XP_012601552.1	XP_005337172.1
OG0000211	XP_012610211.1	XP_040131103.1, XP_005329926.1
OG0000212	XP_012609978.1	XP_005334200.1
OG0000213	XP_012610372.1, XP_012618844.1	XP_040149859.1, XP_005319306.1
OG0000214	XP_020139364.1	XP_013217241.1
OG0000214	XP_012639821.1	XP_021580443.1
OG0000215	XP_012644878.1	XP_021586868.1
OG0000216	XP_012617508.1, XP_020144549.1	XP_040149736.1
OG0000216	XP_020144551.1	XP_021580664.1
OG0000217	XP_012643354.1, XP_012643356.1, XP_012643353.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
OG0000218	XP_020140834.1	XP_040136758.1, XP_040136747.1, XP_040136773.1, XP_040136762.1, XP_040136752.1, XP_040136766.1, XP_040136750.1
OG0000219	XP_012629604.1	XP_040124298.1
OG0000220	XP_012615268.1	XP_005331608.1
OG0000221	XP_012643314.1	XP_005341588.1, XP_005330005.1, XP_013216048.1
OG0000222	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1
OG0000223	XP_012633630.1	XP_005341508.1, XP_040142772.1, XP_005341505.1, XP_005341506.2
OG0000224	XP_020139931.1	XP_021585519.1
OG0000225	XP_020140438.1, XP_012646815.1	XP_005335582.1
OG0000226	XP_012622879.1, XP_012622878.1, XP_012622880.1	XP_013220831.1, XP_005340753.1
OG0000227	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1
OG0000228	XP_020143704.1	XP_040123974.1
OG0000228	XP_020143703.1	XP_005326463.1
OG0000230	XP_012634431.1	XP_040127207.1
OG0000230	XP_012620823.1	XP_005317825.1
OG0000230	XP_012620826.1	XP_040144261.1
OG0000231	XP_012597534.1	XP_013220575.1
OG0000231	XP_020140932.1, XP_020140933.1, XP_020140931.1	XP_013217348.2, XP_005339411.1, XP_040128658.1, XP_040128655.1, XP_040128656.1, XP_040128657.1, XP_040128654.1
OG0000232	XP_012607170.1	XP_021577325.2
OG0000232	XP_012594561.1	XP_013218277.1
OG0000233	XP_012618946.1	XP_005316614.1
OG0000234	XP_012641963.2, XP_012641964.2	XP_005341184.1, XP_005342880.2, XP_040139682.1, XP_013221762.1
OG0000235	XP_012633715.1	XP_005330929.1
OG0000236	XP_012600890.1	XP_013213031.1
OG0000238	XP_012610428.1	XP_005342569.1
OG0000238	XP_012610438.1	XP_005335647.1, XP_005342295.1, XP_013218498.2
OG0000240	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1	XP_005328466.1, XP_005339567.1, XP_005339614.1
OG0000241	XP_012643313.1, XP_012643316.1, XP_012643297.1	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_012635035.1	XP_021577069.2
OG0000242	XP_020140971.1, XP_020140963.1	XP_013221744.2, XP_040145012.1
OG0000242	XP_020140970.1, XP_012613899.2	XP_021587104.1, XP_040147647.1, XP_040147628.1
OG0000243	XP_020144894.1	XP_040139732.1
OG0000244	XP_012624841.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1	XP_021575817.1, XP_021575818.1
OG0000245	XP_012641009.1	XP_005342385.1
OG0000245	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1	XP_040135784.1, XP_005342378.1
OG0000246	XP_012644463.1	XP_005330864.1
OG0000247	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1	XP_005319984.1, XP_005319983.1
OG0000248	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1	XP_013218356.1
OG0000249	XP_012623524.1	XP_005326657.1
OG0000249	XP_012623655.1	XP_040147273.1, XP_005342214.1
OG0000251	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
OG0000252	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1
OG0000255	XP_012638692.1, XP_012606045.1	XP_040128252.1, XP_040126647.1, XP_005320953.1, XP_005328464.1
OG0000256	XP_012609650.1	XP_021576721.1
OG0000256	XP_012609644.1, XP_012609690.1	XP_040134937.1, XP_021577001.2
OG0000257	XP_012599622.1	XP_005342522.1
OG0000257	XP_012599621.1	XP_013221725.1
OG0000258	XP_012634397.1	XP_005334455.1
OG0000259	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1	XP_005331756.1, XP_005331754.1
OG0000260	XP_012602136.1, XP_012602137.1	XP_005342232.1
OG0000260	XP_012602134.1	XP_005342235.1, XP_005342253.1
OG0000261	XP_012643293.1, XP_012643291.1	XP_005330004.1, XP_005330116.2, XP_005330014.2, XP_005330013.2
OG0000262	XP_012641928.1, XP_012641930.1	XP_005342162.1, XP_005342163.1
OG0000263	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1	XP_005319809.1
OG0000264	XP_020141699.1, XP_020141698.1	XP_040131956.1
OG0000265	XP_012628546.1	XP_021577547.1
OG0000266	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1
OG0000267	XP_020138750.1	XP_040146852.1
OG0000267	XP_020138751.1	XP_040145212.1
OG0000268	XP_012636319.1	XP_005323602.1, XP_021581030.1, XP_021581029.1, XP_021580938.1
OG0000270	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1
OG0000272	XP_012646534.2	XP_013215224.1, XP_021583850.1
OG0000272	XP_012598546.1	XP_005327994.1
OG0000273	XP_020137160.1	XP_040133681.1
OG0000274	XP_012638783.1	XP_005321560.2
OG0000274	XP_020136793.1, XP_020136795.1, XP_012639779.1, XP_020136791.1, XP_020136790.1, XP_020136789.1, XP_020136794.1, XP_020136792.1	XP_013212440.1
OG0000274	XP_012639019.1	XP_005321561.1
OG0000275	XP_012605170.1, XP_012639801.1, XP_020137900.1, XP_012636393.1, XP_012637937.1, XP_012625287.1, XP_012592881.1, XP_012600833.1, XP_020141142.1, XP_012603384.1	XP_013220486.1
OG0000276	XP_012613559.1	XP_005342422.1
OG0000277	XP_012594072.2	XP_005330137.1, XP_005330018.1, XP_005330132.1, XP_005342856.1, XP_005330133.2, XP_013216076.1
OG0000278	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1	XP_005327334.1, XP_040127977.1
OG0000279	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1	XP_040133037.1, XP_005340890.1, XP_021576252.1, XP_013220923.1
OG0000280	XP_012617558.1, XP_012617559.1	XP_005335857.1
OG0000281	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1	XP_040144427.1, XP_005317960.1
OG0000282	XP_020138645.1, XP_012628234.1	XP_005336865.1
OG0000286	XP_012642041.1, XP_012641915.2	XP_005341144.1, XP_013221667.1
OG0000287	XP_012608042.2	XP_013221719.1, XP_005342506.1, XP_005342532.1
OG0000287	XP_012608300.1	XP_005341450.1
OG0000288	XP_012643275.1	XP_005341603.1
OG0000289	XP_012603474.1	XP_005342366.1, XP_040139706.1
OG0000289	XP_012603480.1, XP_012603482.1, XP_012603477.1, XP_012603479.1, XP_012603478.1, XP_012603481.1	XP_040141179.1, XP_005334255.2, XP_040139703.1, XP_005328335.2, XP_040139704.1, XP_005328468.1
OG0000290	XP_012608173.1	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1
OG0000291	XP_012602865.1	XP_021584110.1
OG0000291	XP_012602864.1	XP_005328307.1
OG0000291	XP_012602861.1	XP_040124460.1
OG0000291	XP_012602856.1	XP_005328334.2
OG0000292	XP_020140949.1	XP_040148432.1
OG0000293	XP_012624965.1, XP_012624963.1, XP_012624964.1	XP_005341685.1, XP_013221305.1, XP_040139842.1, XP_005341684.1
OG0000294	XP_012600777.1, XP_012600776.1	XP_005317319.1
OG0000295	XP_012636412.1	XP_005327261.1
OG0000295	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1	XP_040124031.1
OG0000296	XP_012611066.1	XP_005339687.1
OG0000297	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1	XP_005341859.1
OG0000298	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1
OG0000299	XP_012611259.1, XP_012611258.1, XP_012611260.1	XP_040140681.1, XP_005326854.1, XP_021583036.1, XP_040140680.1
OG0000300	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1
OG0000301	XP_012641939.2	XP_005323158.1
OG0000301	XP_012641936.1	XP_005342142.1
OG0000301	XP_012641938.2	XP_005323157.1, XP_005342853.1, XP_005323357.1
OG0000303	XP_020142967.1, XP_012615168.1	XP_040139649.1, XP_040139383.1, XP_040138003.1, XP_021579556.2, XP_040139382.1, XP_021579555.2
OG0000304	XP_020139677.1	XP_021588206.1
OG0000304	XP_020137479.1, XP_020137483.1, XP_012612227.1, XP_012612221.1, XP_020137482.1, XP_020137480.1, XP_012612226.1, XP_020137481.1, XP_012612228.1, XP_012612229.1	XP_040129220.1, XP_040129264.1, XP_040137823.1, XP_021577254.1, XP_040137291.1, XP_040128421.1, XP_040147225.1
OG0000305	XP_012596067.1	XP_040143129.1
OG0000306	XP_012606999.1	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1
OG0000307	XP_012625355.1	XP_040141537.1, XP_021580694.1, XP_013213065.1
OG0000308	XP_012598511.1, XP_012598508.1, XP_012598510.1	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1
OG0000308	XP_020137097.1	XP_040125403.1, XP_040139489.1, XP_005337554.1
OG0000309	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1	XP_021576505.1, XP_021576504.1
OG0000310	XP_012635095.1	XP_005340593.1, XP_040147440.1
OG0000311	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1	XP_040147089.1
OG0000312	XP_012633806.1	XP_013221210.1, XP_040142771.1
OG0000312	XP_020142004.1	XP_021587490.1
OG0000314	XP_012608488.1	XP_005330344.1
OG0000314	XP_020140641.1	XP_040142843.1
OG0000315	XP_012595136.1, XP_020140523.1, XP_012642647.1, XP_012642648.1	XP_040139715.1, XP_021578065.1, XP_040140667.1
OG0000316	XP_020140773.1	XP_040145043.1
OG0000316	XP_012603267.1	XP_040145038.1, XP_040145042.1
OG0000316	XP_012613613.1	XP_005340720.1
OG0000319	XP_012641090.1, XP_012641089.1, XP_012641091.1, XP_012641088.1, XP_012641092.1, XP_012608514.1, XP_012597729.1	XP_013212966.1, XP_040137025.1, XP_013212967.1
OG0000320	XP_012632927.1	XP_040139197.1, XP_005335427.1, XP_005335428.1
OG0000321	XP_012609781.1	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1
OG0000321	XP_012606327.1	XP_005323437.2
OG0000322	XP_012629406.2	XP_005336620.1
OG0000322	XP_012596666.1	XP_005320369.1
OG0000323	XP_012620891.1	XP_005317790.1
