Orthogroup	Microcebus_murinus	Rattus_norvegicus
OG0000116	XP_012626405.1	XP_006233397.1
OG0000116	XP_020137718.1, XP_012637946.1	NP_001380701.1
OG0000116	XP_012618286.1	XP_017457176.2
OG0000118	XP_012628812.1, XP_012628819.1, XP_012628817.1, XP_012628821.1, XP_012628814.1, XP_012628818.1, XP_012628820.1, XP_012628813.1, XP_012628815.1, XP_012628811.1, XP_012628822.1	NP_001300749.1, XP_006257769.1
OG0000119	XP_012634378.1, XP_012634381.1, XP_012634382.1, XP_012634380.1, XP_012634379.1	NP_001032362.1, NP_071792.1, NP_001032363.1, XP_017448364.1, NP_001032364.1
OG0000120	XP_012614299.1	NP_001386724.1
OG0000121	XP_012640511.1, XP_012640507.1, XP_012640512.1, XP_012640510.1, XP_012640508.1, XP_012640509.1	XP_006253089.1, NP_001100779.1
OG0000122	XP_012630490.1	XP_006228852.1, NP_076454.1
OG0000122	XP_012615924.1	XP_063126240.1, XP_063141587.1, NP_058704.1, XP_063144654.1, XP_017455915.3, XP_063126092.1, XP_063138853.1
OG0000123	XP_012634032.1, XP_012634752.1, XP_012634782.1	XP_003750902.1
OG0000124	XP_012637921.1	XP_006257023.1, NP_036793.2
OG0000124	XP_020138307.1, XP_020140586.1	XP_006232343.1, NP_001041350.1
OG0000125	XP_012621238.1	XP_063125646.1, NP_001382688.1
OG0000125	XP_012621506.1, XP_012621241.1, XP_012621239.2	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2
OG0000125	XP_020136415.1	NP_001008758.1
OG0000126	XP_020146130.1, XP_020142440.1, XP_020142286.1	XP_063121264.1, NP_001136416.1
OG0000127	XP_012621712.1, XP_012621715.1, XP_012621713.1, XP_012621714.1	XP_006233373.1, NP_001014065.1
OG0000128	XP_012596811.1	NP_705886.1, XP_006254003.1
OG0000128	XP_012596813.1	NP_598238.2
OG0000128	XP_012596845.1	NP_001100823.1, XP_038951630.1
OG0000128	XP_012596812.1	XP_008769880.1, NP_001258143.1
OG0000129	XP_020142730.1, XP_012616311.1, XP_020142727.1, XP_012616307.1	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2, XP_006244718.1, NP_001019532.1, NP_001009920.1, XP_063122698.1, NP_113697.1
OG0000130	XP_012641924.1	NP_001001027.1, NP_001001272.1
OG0000130	XP_012642080.1	NP_001000153.1, NP_001001273.1
OG0000131	XP_012641906.1, XP_012599612.1, XP_012641907.1	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1
OG0000132	XP_012600827.1, XP_012600831.1, XP_012600808.1, XP_012600818.1, XP_012600835.1	NP_077051.1, XP_038965791.1
OG0000133	XP_012646316.1, XP_012646313.1, XP_012646318.1, XP_012646311.1, XP_012646312.1, XP_012646317.1, XP_012646315.1, XP_012646314.1	NP_001008339.2, XP_038947738.1
OG0000134	XP_012615932.1	XP_006237389.1
OG0000135	XP_012645503.1	XP_008761712.1, NP_695222.2
OG0000136	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1	NP_001019512.1, XP_006237901.1
OG0000137	XP_012623584.2	NP_001000847.1
OG0000137	XP_020145274.1, XP_012623586.2, XP_012623587.1, XP_020145276.1	NP_001000845.1
OG0000137	XP_012623673.2, XP_020145272.1, XP_012623663.2	NP_001102817.1
OG0000138	XP_012641891.1	NP_001000133.1, XP_063125346.1, NP_001001279.1
OG0000138	XP_012641884.1, XP_012641886.2, XP_012641887.2	NP_001001284.1
OG0000139	XP_020145820.1	NP_001007670.1, XP_006246451.1
OG0000142	XP_012611226.1	NP_001014036.1, XP_006255172.1
OG0000143	XP_020136389.1, XP_020136387.1, XP_020136388.1, XP_012615462.1	NP_112379.1
OG0000143	XP_012610469.1	NP_599185.1
OG0000144	XP_020137476.1	NP_001019484.2, XP_063140456.1
OG0000145	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1	XP_038936909.1, NP_852051.2
OG0000146	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1
OG0000147	XP_012590831.1, XP_012590838.1	NP_036773.1
OG0000147	XP_012590832.1, XP_012590833.1	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1
OG0000149	XP_012613923.1	NP_036638.1, XP_017444264.1
OG0000149	XP_012604635.1	NP_036637.1
OG0000149	XP_012617266.1	NP_036636.1
OG0000149	XP_012604632.1	XP_017454251.1, NP_001257959.1, NP_074039.1
OG0000150	XP_012597786.2	NP_001037723.1, NP_001093947.1, XP_038954018.1, XP_038953911.1, NP_001177309.1, XP_008758816.2, NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1, XP_038954070.1
OG0000151	XP_012642741.1	XP_003750921.1
OG0000151	XP_012643866.1	XP_220775.3, XP_063126200.1
OG0000151	XP_020136691.1, XP_012642867.1, XP_012642950.1, XP_012643169.1, XP_012643242.1	NP_001013992.1, XP_006247060.1
OG0000152	XP_012646636.1, XP_012646638.1	XP_038959247.1, XP_038959252.1
OG0000152	XP_012646634.1, XP_012646633.1	NP_001395841.1
OG0000153	XP_012609875.1	NP_001000702.1
OG0000153	XP_012609888.1	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1
OG0000157	XP_012628415.1	XP_063139179.1, NP_036792.2
OG0000157	XP_020142690.1, XP_012634492.2	NP_787032.1, XP_038936676.1, XP_038956056.1
OG0000158	XP_012614201.1	NP_001263406.1
OG0000158	XP_012646732.1	NP_446049.1, XP_038940257.1
OG0000159	XP_012598618.1	NP_001001352.2, XP_038944666.1, XP_063126739.1, NP_001000530.1
OG0000159	XP_012622471.1	NP_001001100.1, NP_001001103.1, NP_001001102.1, NP_001001101.1, NP_001001099.1, NP_001001104.1, NP_001000496.1
OG0000160	XP_012594595.1	NP_037007.1
OG0000161	XP_012644144.2, XP_012611772.1	NP_543159.1, NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1
OG0000162	NP_001296870.1, XP_012596940.2	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1, NP_001009486.1, XP_038963942.1
OG0000163	XP_012604214.1	NP_569106.1
OG0000163	XP_012604217.1	NP_036894.3, XP_063121014.1
OG0000164	XP_012590817.1	XP_038945796.1, XP_063132027.1, XP_063131915.1, XP_063131895.1, XP_063131888.1, XP_063131909.1, XP_063131891.1, XP_063132024.1, XP_063131914.1, XP_063131922.1, XP_063131905.1, XP_063132028.1, XP_063131904.1, XP_063132008.1, XP_063131912.1, XP_063132023.1
OG0000165	XP_012644476.1	XP_017456046.1, NP_001100828.1
OG0000166	XP_012628563.1	XP_017452097.1, NP_001102556.1
OG0000167	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1	NP_001020057.1, XP_008757972.1
OG0000168	XP_020142446.1	XP_038962709.1
OG0000170	XP_012636064.1, XP_012636063.1	NP_612522.2, XP_063133615.1
OG0000170	XP_020142466.1	XP_008757898.1, NP_059034.1
OG0000171	XP_012592098.1	NP_001395785.1, XP_038956745.1
OG0000172	XP_012607233.1	NP_001388944.1
OG0000172	XP_012603597.1	XP_006227916.1, NP_001100929.1
OG0000172	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1	XP_006235863.3, NP_067693.1
OG0000173	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1	XP_038954280.1, NP_001128167.1
OG0000174	XP_012623108.1	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1
OG0000175	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1	NP_001101223.1, XP_017447211.1
OG0000176	XP_012605384.1	NP_599157.2
OG0000176	XP_012605383.1, XP_012605382.1	XP_038935811.1, NP_001119750.1
OG0000177	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1	NP_775432.3, XP_006230492.1
OG0000178	XP_020142269.1	NP_001013886.1, XP_038944025.1
OG0000179	XP_012616212.1	NP_036919.1, XP_038957457.1
OG0000179	XP_012616210.1, XP_020138867.1	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2
OG0000180	XP_012646220.2, XP_012646219.2, XP_012645814.1	XP_001068161.4, XP_038945816.1, NP_001099374.1, XP_006248854.1, NP_001102319.1, NP_001163868.1, XP_038945074.1, XP_038946013.1, XP_038945815.1, XP_006248864.2, XP_221808.5, XP_038945830.1, XP_038946012.2, XP_038945829.1, NP_001178934.1
OG0000181	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1	NP_001001083.1, XP_017451673.2, XP_038938797.1, NP_001000441.1, NP_001000814.1, NP_001000443.1, NP_001000442.1, NP_001000964.1, NP_001000446.1, NP_001000595.2, XP_017451023.1, NP_001000440.1, NP_001000444.1, NP_001001084.1, NP_001000965.1, XP_063122022.1
OG0000182	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4
OG0000183	XP_012645131.1	NP_001258141.1
OG0000184	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1	NP_001012489.2, XP_063121645.1
OG0000185	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1	NP_599213.2, XP_063135839.1
OG0000186	NP_001296879.1, XP_012630958.1	XP_063121918.1, NP_852144.1
OG0000187	XP_020143632.1, XP_012611047.1	NP_001000520.1, NP_001001121.1, NP_001000752.1, NP_001000750.1, XP_006245607.1, NP_001000751.1, NP_001000953.1, NP_001000484.1
OG0000188	XP_012642085.1	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2
OG0000188	XP_012642084.1	NP_001019976.1, NP_742090.1
OG0000189	XP_020142173.1	NP_001389495.1
OG0000189	XP_012623680.2	NP_001020834.1, XP_006257742.1
OG0000190	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2
OG0000191	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1	NP_001099862.1, XP_017457112.1
OG0000192	XP_012602522.1, XP_012595429.1	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1
OG0000193	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1	NP_997494.1
OG0000194	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1	XP_006243287.1, NP_001099682.1
OG0000195	XP_012602234.1	XP_228930.1, NP_001399088.1, NP_647543.2
OG0000196	XP_012602096.1	NP_001000290.1
OG0000196	XP_012602155.1	NP_001000291.1
OG0000196	XP_012602138.2	NP_001000293.1
OG0000197	XP_012635092.1	XP_063136504.1, NP_001019970.1, XP_063142302.1
OG0000199	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1	XP_006228097.1, NP_899161.1
OG0000200	XP_012604691.1	NP_598308.1
OG0000200	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1	NP_001102039.2
OG0000201	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2	XP_017453271.1, XP_038943704.1
OG0000202	XP_012626029.1, XP_012626030.1	XP_008769420.1
OG0000203	XP_012600215.2	XP_063140150.1
OG0000204	XP_012600417.1	NP_001163906.1, XP_006229922.1
OG0000205	XP_012592757.1, XP_020145980.1, XP_012592755.1	NP_001011917.1, XP_006252160.1
OG0000206	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1	NP_001386424.1, XP_006251781.1
OG0000207	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1	NP_037093.2, XP_038938964.1
OG0000208	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1
OG0000209	XP_012617021.1	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1
OG0000210	XP_012636099.1	XP_063130336.1, NP_001389030.1
OG0000210	XP_012636091.1, XP_020142143.1, XP_012636060.1	XP_038956899.1
OG0000211	XP_012601550.1, XP_012601552.1	XP_038940065.1, NP_059039.2
OG0000211	XP_012610211.1	NP_001094355.2, XP_006235464.1
OG0000212	XP_012609978.1	NP_001000782.1
OG0000213	XP_012610372.1, XP_012618844.1	XP_038964534.1, XP_006250863.1, NP_058797.1
OG0000214	XP_020139364.1	NP_001014258.2, XP_038950641.1
OG0000214	XP_012605096.1	XP_006238594.1
OG0000215	XP_012644878.1	NP_001381323.1
OG0000216	XP_020144551.1, XP_012617511.1	XP_008763678.1
OG0000217	XP_012643354.1, XP_012643356.1, XP_012643353.1	XP_006257357.1, NP_001007715.1
OG0000218	XP_020140834.1	NP_001395820.1
OG0000219	XP_012641344.1, XP_012641345.1, XP_012641343.1	NP_036972.1
OG0000219	XP_012628786.1	XP_038943755.1
OG0000220	XP_012615281.1	NP_001000244.1
OG0000220	XP_012615268.1	NP_001000246.1
OG0000221	XP_012643314.1	NP_001000635.1
OG0000222	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1	NP_001012167.1, XP_006228640.1
OG0000224	XP_020139931.1	XP_038946819.1, NP_001041367.1, XP_063138976.1
OG0000225	XP_020140438.1, XP_012646815.1	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1
OG0000226	XP_012622879.1, XP_012622878.1, XP_012622880.1	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1
OG0000227	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1
OG0000228	XP_020143704.1	NP_476446.2, NP_001034780.1
OG0000228	XP_020143703.1	NP_036815.1
OG0000229	XP_012599514.1	XP_063140884.1
OG0000229	XP_020145193.1	XP_038961745.1, NP_446026.1, NP_075234.1, XP_038961931.1
OG0000229	XP_012599516.1	XP_063140883.1, XP_063140893.1, XP_063140882.1, NP_775171.2, XP_063140892.1, XP_063139252.1, NP_001121611.1, XP_063140612.1, XP_038961981.2, XP_063140906.1, XP_006233969.2, XP_063140896.1
OG0000230	XP_012634431.1	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1
OG0000230	XP_012620826.1	NP_058818.1
OG0000231	XP_012597534.1	XP_038952349.1
OG0000232	XP_012607170.1	NP_001414571.1, XP_017452276.1
OG0000232	XP_012594561.1	XP_038955963.1
OG0000234	XP_012641963.2, XP_012641964.2	NP_001395664.1, XP_038957053.1, NP_001395702.1
OG0000235	XP_012633715.1	NP_001099606.1
OG0000236	XP_012600890.1	NP_445821.2, XP_038953085.1
OG0000237	XP_012595918.1	XP_038953248.1
OG0000238	XP_012610428.1	NP_001000497.1
OG0000238	XP_012610438.1	NP_001000707.1
OG0000240	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1	NP_001000448.1, NP_001000450.1, XP_063121147.1, NP_001000454.1, NP_001000449.1
OG0000241	XP_012643313.1, XP_012643316.1, XP_012643297.1	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1
OG0000242	XP_020140970.1, XP_012613899.2	XP_038962024.1
OG0000243	XP_020144894.1	NP_001178491.1
OG0000244	XP_012624841.1	NP_001102457.1
OG0000244	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1	NP_001163049.1, XP_006253733.1
OG0000245	XP_012641009.1	NP_001099686.1, XP_006228050.1
OG0000245	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1
OG0000246	XP_012644463.1	XP_038951330.1, NP_001295194.1
OG0000247	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1
OG0000248	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1	NP_446054.1, XP_017453575.2
OG0000249	XP_012623524.1	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1
OG0000249	XP_012623655.1	NP_775150.1
OG0000250	XP_020138391.1	XP_038956061.1
OG0000251	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1	NP_001020318.1, XP_008759157.1
OG0000252	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1	NP_476540.2, XP_038960063.1
OG0000253	XP_012611352.1	XP_063122430.1, XP_063136783.1, XP_006231809.4, XP_038953235.2, XP_038964488.1, XP_006252146.3, XP_038946022.1, XP_063120531.1
OG0000254	XP_012628082.1, XP_020138151.1	XP_038953905.1
OG0000255	XP_012638692.1, XP_012606045.1	XP_038936518.1, NP_001020795.1
OG0000256	XP_012609650.1	NP_001005382.2, XP_017444409.1, XP_038942515.1, NP_001382054.1, XP_038956841.1, NP_001128645.1, NP_036809.1, NP_786935.1, NP_001258244.1, NP_036725.2, NP_001013085.2, NP_113711.1
OG0000256	XP_012609644.1, XP_012609690.1	XP_063136770.1, XP_063136769.1
OG0000257	XP_012599622.1	NP_001000200.1, NP_001000552.2, NP_001001372.1
OG0000257	XP_012599602.2, XP_012599619.1	NP_001000204.1, NP_001000208.1
OG0000257	XP_012599621.1	NP_001000201.1
OG0000258	XP_012634397.1	NP_001103569.1, NP_036775.2, XP_063141631.1
OG0000259	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1	NP_001000306.1
OG0000260	XP_012602134.1	NP_001396394.1, XP_006234555.1, NP_001000656.1
OG0000261	XP_012643293.1, XP_012643291.1	NP_001000572.2, NP_001000345.1, NP_001000637.1, NP_001000342.1, XP_038962001.1
OG0000262	XP_012641869.1, XP_012641928.1, XP_012641930.1, XP_012641864.1	NP_001000151.1, NP_001000951.1, NP_001000154.1
OG0000263	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1	NP_001102542.1, XP_008767890.1
OG0000264	XP_020141699.1, XP_020141698.1	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2
OG0000265	XP_012628546.1	XP_006244591.1, NP_001101673.1
OG0000266	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1	NP_598261.2, XP_017446088.1
OG0000267	XP_020138751.1	XP_006248711.1, XP_006248718.1, NP_001177270.1
OG0000268	XP_012636319.1	XP_038944548.1
OG0000270	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1	NP_001101057.1, XP_006257688.1
OG0000272	XP_012646534.2	NP_062078.1, NP_001007613.1
OG0000272	XP_012598546.1, XP_012646323.1, XP_012598451.1, XP_012646437.1	NP_001099292.1
OG0000273	XP_020137160.1	XP_063127926.1
OG0000274	XP_012638783.1	NP_037157.2
OG0000274	XP_012639019.1	NP_446310.2
OG0000275	XP_012605170.1, XP_012639801.1	NP_001007601.1
OG0000275	XP_020142937.1	NP_001103082.1
OG0000276	XP_012613559.1	NP_001000041.1
OG0000277	XP_012594072.2	NP_001000576.1, NP_001000577.1, NP_001000575.1
OG0000278	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1	XP_017456389.1, NP_001007629.1
OG0000279	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1	NP_001032864.1, XP_006248997.1
OG0000280	XP_012617558.1, XP_012617559.1	NP_001119561.1
OG0000281	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1	NP_001102144.1, NP_001406419.1
OG0000282	XP_020138644.1, XP_020138645.1, XP_012628234.1	XP_063127676.1
OG0000286	XP_012642041.1, XP_012641915.2	NP_001000185.1
