Orthogroup	Microcebus_murinus	Loxodonta_africana
OG0000085	XP_020140093.1, XP_012617207.1, XP_012617209.1, XP_012617206.1, XP_012617208.1, XP_012617198.2, XP_012617205.1, XP_012617210.1	XP_003413452.2, XP_003413157.1, XP_023407704.1, XP_003413158.2, XP_023407703.1, XP_003423725.2, XP_023398363.1, XP_023398230.1, XP_023398493.1, XP_023398327.1, XP_003423521.1, XP_023408239.1, XP_003413454.2, XP_003413455.1, XP_023407700.1
OG0000086	XP_012619770.1	XP_003418974.1
OG0000086	XP_012632158.1	XP_003419385.1
OG0000086	XP_012625208.1	XP_023409299.1
OG0000086	XP_012624827.1	XP_023409298.1
OG0000087	XP_012636323.1, XP_012636321.1, XP_012636322.1, XP_012636320.1	XP_023403955.1, XP_010588626.1, XP_023403956.1, XP_023403982.1, XP_010588735.1, XP_010588627.2
OG0000088	XP_020140320.1, XP_020140321.1, XP_012637222.1, XP_020140322.1, XP_012637217.1, XP_020140323.1, XP_012637220.1, XP_012637219.1, XP_020140319.1, XP_012637218.1	XP_023414947.1
OG0000089	XP_012602172.1	XP_003423294.1, XP_003422403.1, XP_003423533.1, XP_003423709.1, XP_003423754.1, XP_003422671.1, XP_003422672.1, XP_003423690.1, XP_003423774.1, XP_023397300.1, XP_003423296.1, XP_010599937.1, XP_010600253.1, XP_003423691.2, XP_003423295.1, XP_003423756.3, XP_023397304.1, XP_003422391.1, XP_003423718.2, XP_003423599.2, XP_003412110.1, XP_003412111.1
OG0000090	XP_012599427.1	XP_010594360.1, XP_010594361.1
OG0000092	XP_012643279.1, XP_012643283.1, XP_012643284.1	XP_003423397.1, XP_003423699.1, XP_023397675.1
OG0000092	XP_012643282.1	XP_023397680.1, XP_010600624.1, XP_023398535.1, XP_023398073.1
OG0000092	XP_012602125.2, XP_012643286.1, XP_012602126.1	XP_023398349.1, XP_003423183.2, XP_003422775.1, XP_003423672.1
OG0000092	XP_012643285.2, XP_012602169.2	XP_003423700.1, XP_003423636.2, XP_003422773.1
OG0000093	XP_012614553.1	XP_010594545.1
OG0000095	XP_012611412.1, XP_012611409.1	XP_003416349.1, XP_003416348.1, XP_003416347.1
OG0000095	XP_012611251.1, XP_012611408.1, XP_012611248.2, XP_012611252.1, XP_012611249.1	XP_003416350.1
OG0000096	XP_012629913.1	XP_003406307.2
OG0000096	XP_012623893.1	XP_003417893.1
OG0000097	XP_012645960.2	XP_023396732.1, XP_010599164.1, XP_023408262.1, XP_023398536.1, XP_023408225.1, XP_023410812.1, XP_010593968.2, XP_023396292.1, XP_010591809.2, XP_010598514.1, XP_010598515.1, XP_023395482.1, XP_023402385.1, XP_023395158.1, XP_023395159.1, XP_010598958.2, XP_023396002.1, XP_023397094.1, XP_023395163.1, XP_023402988.1, XP_023396228.1, XP_023408139.1, XP_023408160.1, XP_010591605.1, XP_023398381.1, XP_023398406.1, XP_023398447.1, XP_010600963.1, XP_023408142.1, XP_010591607.2, XP_010587799.1, XP_023415632.1, XP_010591433.1, XP_010600210.1, XP_010600611.2, XP_023408083.1, XP_010599763.1, XP_010599759.1, XP_023408137.1, XP_010591604.2, XP_023408138.1, XP_023396289.1, XP_023396288.1, XP_023395436.1, XP_023408143.1, XP_023408145.1, XP_023408144.1, XP_023395434.1, XP_010601040.2, XP_023398058.1, XP_023398509.1, XP_023398068.1, XP_023395429.1, XP_023395430.1, XP_023398067.1, XP_023395431.1, XP_023395435.1, XP_023395441.1, XP_010600616.1, XP_023397046.1, XP_010600790.1
OG0000099	XP_012610085.1	XP_023405867.1, XP_023405864.1, XP_023405866.1, XP_023405863.1
OG0000099	XP_012610084.1	XP_023405875.1
OG0000099	XP_012610556.2	XP_010589883.1
OG0000100	XP_020136899.1, XP_020136894.1, XP_020136907.1, XP_012631915.1, XP_020136900.1, XP_020136905.1, XP_020136893.1	XP_003413557.1, XP_010591477.1
OG0000100	XP_012614771.1	XP_003422537.1
OG0000101	XP_012622873.1	XP_010599683.1
OG0000102	XP_012641425.1, XP_012616450.2, XP_012641432.1, XP_012641429.1, XP_020139855.1, XP_012641426.1, XP_012641419.1, XP_012641414.1, XP_020139850.1, XP_012641409.1, XP_012641413.2	XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1
OG0000103	XP_020139760.1, XP_020139759.1	XP_023404728.1, XP_023404730.1, XP_003410798.2, XP_003410652.1, XP_003410650.1
OG0000104	XP_012604689.1	XP_010589616.1, XP_010589617.2, XP_023405166.1, XP_003411151.1, XP_003411149.1
OG0000105	XP_012595109.1	XP_010593685.2
OG0000106	XP_012597004.1	XP_023414383.1
OG0000106	XP_012638882.1	XP_023405554.1
OG0000106	XP_012614334.1	XP_023411596.1
OG0000107	XP_012605312.1	XP_003421414.1, XP_003421421.1, XP_003421422.1
OG0000107	XP_012605310.1	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1
OG0000108	XP_020143676.1, XP_020143680.1, XP_020143678.1, XP_020143677.1, XP_020143679.1	XP_023396044.1
OG0000109	XP_012618633.1	XP_003407595.1
OG0000109	XP_012625632.2, XP_012625635.1	XP_003407918.2
OG0000109	XP_012625631.1	XP_003407916.1
OG0000109	XP_012625636.2, XP_012625637.2	XP_003407920.1, XP_003407921.1
OG0000110	XP_012632579.1, XP_012632570.1	XP_023411919.1
OG0000110	XP_020136742.1	XP_023411883.1
OG0000110	XP_012632592.1	XP_023412142.1, XP_023412134.1
OG0000111	XP_012616382.1, XP_012616380.2	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1
OG0000113	XP_012614236.1, XP_012614235.1, XP_012643365.1, XP_012643377.1, XP_012643378.1, XP_012643379.1, XP_012643376.1	XP_003422081.1, XP_003414877.1, XP_003414879.1
OG0000114	XP_012607527.1	XP_003406146.1, XP_003406145.1, XP_010600572.1
OG0000114	XP_012607528.1	XP_003406147.1
OG0000115	XP_012614846.1	XP_010594619.1
OG0000115	XP_012634045.1, XP_012634041.1, XP_012634042.1	XP_003421242.1
OG0000116	XP_012624660.1	XP_010588779.1
OG0000116	XP_020137718.1, XP_012637946.1	XP_003404581.1
OG0000118	XP_012628812.1, XP_012628819.1, XP_012628817.1, XP_012628821.1, XP_012628814.1, XP_012628818.1, XP_012628820.1, XP_012628813.1, XP_012628815.1, XP_012628811.1, XP_012628822.1	XP_003407108.1
OG0000119	XP_012634378.1, XP_012634381.1, XP_012634382.1, XP_012634380.1, XP_012634379.1	XP_010587572.1, XP_003408964.1, XP_010587571.1
OG0000120	XP_012614299.1	XP_023411608.1
OG0000121	XP_012640511.1, XP_012640507.1, XP_012640512.1, XP_012640510.1, XP_012640508.1, XP_012640509.1	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1
OG0000122	XP_012630490.1	XP_023395590.1
OG0000122	XP_012615924.1	XP_010588032.1, XP_010596574.1, XP_010589125.1
OG0000123	XP_012634032.1, XP_012634752.1, XP_012634782.1	XP_003423694.1, XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1
OG0000124	XP_012637921.1	XP_010598490.2
OG0000124	XP_020138307.1	XP_023397788.1
OG0000124	XP_020140586.1	XP_023397791.1
OG0000124	XP_020140585.1	XP_010600403.1
OG0000124	XP_012629347.2	XP_023397802.1
OG0000125	XP_012621238.1	XP_023409170.1
OG0000125	XP_012621506.1, XP_012621241.1, XP_012621239.2	XP_003414778.1, XP_003414508.1, XP_023409451.1
OG0000125	XP_020136415.1	XP_003414509.1
OG0000126	XP_020146130.1, XP_020142440.1, XP_020142286.1	XP_003423768.2, XP_023398553.1
OG0000127	XP_012621712.1, XP_012621715.1, XP_012621713.1, XP_012621714.1	XP_023404329.1, XP_010588794.1, XP_023404330.1
OG0000128	XP_012596811.1	XP_023411501.1
OG0000128	XP_012596813.1	XP_023411461.1
OG0000128	XP_012596845.1	XP_023411499.1
OG0000128	XP_012596812.1	XP_003416479.1, XP_003416519.3
OG0000129	XP_020142730.1, XP_012616311.1, XP_020142727.1, XP_012616307.1	XP_003404183.1, XP_003404480.1
OG0000130	XP_012642082.1	XP_003421545.1, XP_003421542.1
OG0000130	XP_012641924.1	XP_003421540.1
OG0000130	XP_012641922.1	XP_003421541.1
OG0000130	XP_012642080.1	XP_003421543.1, XP_010599267.1
OG0000131	XP_012641906.1, XP_012599612.1, XP_012641907.1	XP_010590563.1, XP_003412097.1, XP_003412096.1
OG0000132	XP_012600827.1, XP_012600831.1, XP_012600808.1, XP_012600818.1, XP_012600835.1	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1
OG0000133	XP_012646316.1, XP_012646313.1, XP_012646318.1, XP_012646311.1, XP_012646312.1, XP_012646317.1, XP_012646315.1, XP_012646314.1	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1
OG0000134	XP_012615932.1	XP_010589131.1
OG0000135	XP_012645503.1	XP_023394637.1
OG0000136	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1	XP_023394645.1
OG0000137	XP_012623584.2	XP_003420629.2
OG0000137	XP_012623585.1	XP_010598421.1
OG0000137	XP_020145274.1, XP_012623586.2, XP_012623587.1, XP_020145276.1	XP_003420614.1, XP_003420615.1, XP_003420616.1
OG0000137	XP_012623673.2, XP_020145272.1, XP_012623663.2	XP_003420626.1
OG0000138	XP_012641891.1	XP_003421480.2
OG0000138	XP_012641949.1	XP_023396340.1
OG0000138	XP_012641953.1	XP_003421476.1
OG0000138	XP_012641884.1, XP_012641886.2, XP_012641887.2	XP_003421587.1, XP_003421588.1
OG0000138	XP_012641945.1, XP_020142471.1	XP_003421586.1
OG0000139	XP_020145820.1	XP_023408283.1
OG0000142	XP_012611226.1	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1
OG0000143	XP_020136387.1	XP_010598478.1
OG0000144	XP_020137476.1	XP_023405669.1
OG0000145	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1	XP_023402721.1
OG0000146	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1	XP_003408437.1, XP_010586701.1, XP_023401633.1
OG0000147	XP_012590831.1, XP_012590838.1	XP_023408306.1, XP_023408301.1
OG0000147	XP_012590832.1, XP_012590833.1	XP_003413755.1
OG0000148	XP_020141494.1, XP_020141495.1, XP_012608249.1, XP_012608030.1, XP_012608028.1, XP_012608047.1, XP_012608029.1, XP_012608027.2	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1
OG0000149	XP_012613923.1	XP_023399780.1
OG0000149	XP_012604635.1	XP_003415228.1
OG0000149	XP_012617266.1	XP_010587900.1
OG0000149	XP_012604632.1	XP_010593170.2
OG0000150	XP_012597786.2	XP_010595014.2
OG0000151	XP_012642741.1	XP_023409145.1
OG0000151	XP_020136691.1, XP_012642867.1, XP_012642950.1, XP_012643169.1, XP_012643242.1	XP_010592885.2
OG0000152	XP_012646634.1, XP_012646633.1	XP_023409696.1, XP_023409748.1, XP_023409745.1, XP_023409747.1, XP_023409749.1, XP_023409733.1, XP_023409697.1, XP_003415119.1
OG0000153	XP_012609875.1	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1
OG0000153	XP_012609888.1	XP_003405557.1, XP_010595818.2
OG0000156	XP_012616772.1	XP_023398906.1, XP_010584719.1, XP_023398905.1, XP_010584721.1, XP_010584720.1
OG0000156	XP_012626310.1	XP_023399246.1, XP_010584904.1, XP_023399247.1
OG0000157	XP_012628418.1, XP_012628419.1, XP_012628416.1, XP_012628415.1	XP_023396631.1
OG0000157	XP_020142690.1	XP_010588753.1
OG0000157	XP_012634492.2	XP_010585007.1
OG0000159	XP_012598618.1	XP_003410393.1, XP_003410395.1, XP_003410392.1
OG0000159	XP_012622471.1	XP_010588696.1, XP_010588746.2, XP_003410396.1
OG0000161	XP_012644144.2, XP_012611772.1	XP_003413617.1, XP_003413619.1, XP_003413618.2
OG0000162	NP_001296870.1, XP_012596940.2	XP_023410096.1
OG0000163	XP_012604214.1	XP_023410511.1, XP_023410516.1
OG0000163	XP_012604217.1	XP_023410474.1
OG0000164	XP_012590817.1	XP_023401577.1
OG0000165	XP_012644476.1	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1
OG0000166	XP_012628563.1	XP_010587992.1
OG0000167	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1
OG0000168	XP_020142446.1	XP_003417326.1
OG0000170	XP_012636064.1, XP_012636063.1	XP_023406587.1, XP_003412042.1
OG0000170	XP_020142466.1	XP_010590513.1
OG0000171	XP_012592098.1	XP_010589537.1
OG0000172	XP_012607233.1	XP_003408365.1
OG0000172	XP_012603597.1	XP_003404078.2
OG0000172	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1	XP_023396624.1
OG0000173	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1	XP_003404331.1
OG0000175	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1	XP_023406470.1
OG0000176	XP_012605384.1, XP_012605383.1, XP_012605382.1	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1
OG0000177	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1
OG0000178	XP_020142269.1	XP_023407366.1
OG0000179	XP_012616212.1	XP_023395618.1
OG0000179	XP_012616210.1, XP_020138867.1	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1
OG0000180	XP_012646220.2, XP_012646219.2, XP_012645814.1	XP_023396262.1, XP_023396298.1
OG0000181	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1	XP_003422644.2, XP_003422113.1, XP_003422114.1, XP_023396971.1, XP_003422658.1, XP_003423717.1, XP_003422126.1, XP_003422125.1, XP_023396974.1
OG0000182	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1
OG0000183	XP_012645131.1	XP_023406429.1
OG0000184	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1	XP_010594281.1
OG0000186	NP_001296879.1, XP_012630958.1	XP_023399326.1, XP_023399324.1, XP_023399868.1
OG0000187	XP_020143632.1, XP_012611047.1	XP_003421199.1, XP_003421200.1, XP_023396089.1, XP_003421201.1, XP_003421202.1, XP_003421203.1, XP_003421204.1
OG0000188	XP_012642085.1	NP_001267811.1
OG0000188	XP_012642083.1	XP_003421604.1
OG0000188	XP_012642084.1	XP_003421603.1
OG0000189	XP_020142173.1	XP_003412091.1
OG0000189	XP_012623680.2	XP_023395230.1
OG0000190	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1	XP_023394432.1
OG0000191	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1	XP_003404326.1
OG0000192	XP_012595410.1	XP_023404872.1
OG0000192	XP_012602522.1, XP_012595429.1	XP_003410862.1
OG0000193	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1
OG0000194	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1
OG0000195	XP_012602234.1	XP_003421080.1
OG0000196	XP_012602096.1	XP_003421409.1, XP_003421405.1
OG0000196	XP_012602138.2	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1
OG0000197	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1	XP_010590992.1
OG0000197	XP_012635092.1	XP_010585568.1
OG0000198	XP_012643511.1, XP_012606855.2	XP_010584940.2
OG0000198	XP_020138855.1	XP_023399389.1
OG0000198	XP_012630547.1	XP_010594394.1
OG0000198	XP_012606840.1	XP_023399400.1
OG0000199	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1	XP_003406899.1, XP_010584905.1
OG0000200	XP_012604691.1	XP_003411152.1
OG0000200	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1	XP_023405160.1
OG0000200	XP_012604690.1	XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1
OG0000201	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2	XP_023411889.1, XP_023411940.1, XP_023411884.1, XP_023411888.1, XP_023395358.1, XP_023411938.1, XP_023395361.1, XP_023411885.1, XP_023395359.1, XP_023409142.1, XP_023398472.1, XP_023411941.1
OG0000202	XP_012626029.1, XP_012626030.1, XP_012593056.1, XP_012591028.1, XP_012591027.1, XP_012626031.1	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1
OG0000203	XP_012600215.2	XP_003405899.2
OG0000204	XP_012600417.1	XP_010597911.2
OG0000205	XP_012592757.1, XP_020145980.1, XP_012592755.1	XP_010590932.1
OG0000206	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1	XP_003415771.1, XP_023410667.1
OG0000207	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1	XP_023397844.1
OG0000208	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1	XP_003414904.1
OG0000209	XP_012617021.1	XP_003406683.1, XP_010585347.1
OG0000210	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1	XP_003412031.2, XP_023406571.1
OG0000211	XP_012601548.1	XP_003406420.1
OG0000211	XP_012601550.1, XP_012601552.1	XP_003406418.1
OG0000211	XP_012610211.1	XP_010589962.1, XP_003411740.1
OG0000212	XP_012638967.2	XP_003404992.1
OG0000213	XP_012610372.1, XP_012618844.1	XP_023410336.1, XP_003418659.1
OG0000214	XP_020139364.1	XP_010591756.1
OG0000214	XP_012639821.1	XP_023401426.1
OG0000215	XP_012644878.1	XP_023412475.1
OG0000216	XP_020144551.1	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1
OG0000217	XP_012643354.1, XP_012643356.1, XP_012643353.1, XP_012607634.1	XP_003414875.1, XP_010593009.1
OG0000218	XP_020140834.1	XP_023395102.1
OG0000219	XP_012641344.1, XP_012641345.1, XP_012641343.1	XP_003406247.1
OG0000219	XP_012628786.1, XP_012629604.1	XP_003407118.1
OG0000220	XP_012615281.1, XP_012615283.1, XP_012615268.1	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1
OG0000221	XP_012643314.1	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1
OG0000222	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1	XP_010598641.1
OG0000224	XP_020139931.1	XP_023404045.1
OG0000226	XP_012622879.1, XP_012622878.1, XP_012622880.1	XP_003422085.1
OG0000227	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1	XP_023406037.1
OG0000228	XP_020143704.1	XP_023413502.1
OG0000229	XP_020145193.1	XP_023398512.1
OG0000229	XP_012599516.1	XP_023409000.1, XP_023408989.1
OG0000230	XP_012634431.1	XP_003411932.1
OG0000231	XP_012597534.1	XP_003421181.1
OG0000231	XP_020140932.1, XP_020140933.1, XP_020140931.1	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1
OG0000232	XP_012607170.1	XP_023411868.1
OG0000232	XP_012594561.1	XP_023407228.1
OG0000233	XP_012618946.1	XP_003420206.1
OG0000234	XP_012641963.2, XP_012641964.2	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1
OG0000235	XP_012592115.1	XP_023397062.1, XP_003422220.1
OG0000235	XP_012644008.1	XP_003404527.1
OG0000236	XP_012600890.1	XP_010585019.1
OG0000238	XP_012610428.1	XP_010595997.1
OG0000238	XP_012610400.1	XP_003405591.1, XP_010599445.1, XP_003405147.1
OG0000238	XP_012610438.1	XP_010596075.1, XP_003405594.1, XP_023395287.1
OG0000240	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1	XP_003422115.1, XP_023396973.1, XP_003422124.1, XP_003422147.1, XP_003422645.1, XP_003422145.1
OG0000241	XP_012643313.1, XP_012643316.1, XP_012643297.1	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2
OG0000242	XP_020140970.1, XP_012613899.2	XP_023407692.1, XP_023395470.1
OG0000244	XP_012624841.1	XP_003422150.1
OG0000244	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1	XP_023395166.1
