Orthogroup	Microcebus_murinus	Myotis_lucifugus
OG0000175	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1	XP_023619605.1
OG0000176	XP_012605384.1	XP_023612325.1
OG0000176	XP_012605383.1, XP_012605382.1	XP_023612302.1
OG0000177	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1	XP_023605077.1
OG0000178	XP_020142269.1	XP_023606331.1, XP_014307712.1, XP_014307710.1
OG0000179	XP_012616212.1	XP_006102694.1
OG0000179	XP_012616210.1, XP_020138867.1	XP_014323474.1
OG0000180	XP_012646220.2, XP_012646219.2, XP_012645814.1	XP_014322759.1
OG0000182	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1	XP_023616097.1, XP_006096564.1, XP_023616096.1, XP_006096563.1, XP_014304507.1, XP_023607362.1
OG0000183	XP_012645131.1	XP_006092049.1
OG0000184	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1	XP_023605358.1
OG0000188	XP_012642085.1	XP_006094601.1, XP_006094602.1
OG0000188	XP_012642083.1	XP_023614550.1
OG0000188	XP_012642084.1	XP_006094603.1
OG0000189	XP_012623680.2	XP_006082100.1
OG0000191	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1
OG0000192	XP_012595410.1	XP_014307155.1
OG0000193	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1	XP_023606229.1
OG0000195	XP_012602234.1	XP_014303636.1
OG0000196	XP_012602096.1	XP_006092113.1
OG0000197	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1	XP_023606210.1
OG0000197	XP_012635092.1	XP_006085012.1
OG0000198	XP_012643511.1	XP_023604023.1, XP_006107573.2
OG0000200	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1	XP_006108946.1, XP_006093214.1
OG0000200	XP_012604690.1	XP_006093986.1, XP_023614014.1, XP_023614007.1, XP_023614008.1
OG0000201	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2	XP_023600980.1, XP_014317184.1, XP_014306768.2, XP_023604974.1, XP_023604079.1, XP_023599176.1
OG0000202	XP_012626031.1	XP_014311692.1
OG0000203	XP_012600215.2	XP_023608201.1
OG0000204	XP_012600417.1	XP_023614516.1
OG0000205	XP_012592757.1, XP_020145980.1, XP_012592755.1	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1
OG0000206	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1	XP_023608679.1
OG0000207	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1
OG0000208	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1	XP_006082277.1
OG0000209	XP_012617021.1	XP_014304126.1, XP_006108464.1, XP_006109090.3
OG0000210	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1
OG0000211	XP_012601548.1	XP_023609990.1
OG0000211	XP_012610211.1	XP_023610226.1
OG0000213	XP_012610372.1, XP_012618844.1	XP_014304133.1
OG0000214	XP_020139364.1	XP_023619763.1
OG0000214	XP_012639821.1	XP_006081311.1
OG0000215	XP_012644878.1	XP_014305463.1
OG0000216	XP_020144549.1	XP_006101920.1
OG0000216	XP_020144550.1, XP_020144551.1, XP_012617511.1	XP_006101919.1
OG0000217	XP_012643354.1, XP_012643356.1, XP_012643353.1	XP_006082351.1, XP_023614600.1, XP_014315334.1
OG0000219	XP_012628786.1, XP_012629604.1	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1
OG0000220	XP_012615281.1	XP_006091888.1, XP_014313954.1
OG0000222	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1	XP_006096788.1
OG0000224	XP_020139931.1	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1
OG0000225	XP_020140438.1, XP_012646815.1	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1
OG0000226	XP_012622879.1, XP_012622878.1, XP_012622880.1	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1
OG0000227	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1	XP_006091479.1, XP_023612020.1, XP_006091480.1
OG0000228	XP_020143703.1	XP_006082737.1
OG0000230	XP_012620823.1, XP_012620826.1	XP_023614298.1
OG0000232	XP_012607170.1	XP_023607072.1
OG0000232	XP_012594561.1	XP_023619478.1
OG0000234	XP_012641963.2, XP_012641964.2	XP_023604078.1, XP_023602097.1, XP_006105331.1
OG0000235	XP_012644008.1	XP_006109711.1
OG0000236	XP_012600890.1	XP_006087167.1
OG0000237	XP_012595918.1	XP_006107980.1, XP_014305431.1, XP_014305433.1
OG0000238	XP_012610400.1	XP_006093749.1
OG0000238	XP_012610438.1	XP_006093762.1
OG0000241	XP_012643313.1, XP_012643316.1, XP_012643297.1	XP_014313960.1
OG0000242	XP_012635035.1	XP_023605231.1
OG0000242	XP_020140971.1, XP_020140963.1	XP_023604760.1
OG0000244	XP_012624841.1	XP_023620417.1
OG0000244	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1	XP_023600059.1
OG0000245	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1
OG0000246	XP_012644463.1	XP_023607966.1
OG0000247	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1	XP_006088559.1
OG0000248	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1	XP_006096013.1, XP_006096014.1
OG0000249	XP_012623524.1	XP_006094796.1, XP_006094795.1
OG0000249	XP_012623655.1	XP_006094794.1
OG0000250	XP_020138391.1	XP_006085373.1, XP_014312864.1
OG0000251	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1	XP_014311454.1, XP_023609669.1
OG0000252	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1	XP_014323427.1
OG0000254	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1	XP_014302875.1, XP_006105262.1
OG0000255	XP_012638692.1, XP_012606045.1	XP_023619953.1, XP_006102017.1
OG0000257	XP_012599622.1	XP_006089738.1
OG0000257	XP_012599602.2, XP_012599619.1	XP_006089760.1, XP_006107835.1
OG0000258	XP_012634397.1	XP_023620470.1
OG0000259	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1	XP_006091986.1
OG0000260	XP_012602134.1	XP_006091992.1
OG0000262	XP_012641928.1, XP_012641930.1	XP_006094679.1
OG0000262	XP_012641864.1	XP_006094687.1
OG0000263	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1	XP_023609691.1
OG0000264	XP_020141699.1, XP_020141698.1	XP_014306126.2
OG0000265	XP_012628546.1	XP_014321480.1
OG0000266	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1	XP_006096378.2
OG0000267	XP_020138750.1	XP_014301638.2
OG0000268	XP_012636319.1	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1
OG0000269	XP_020140701.1, XP_012644252.1	XP_006084785.1, XP_006087857.1, XP_014310448.1, XP_006087856.1, XP_006087852.1, XP_014310451.2, XP_014310455.2, XP_014306662.1, XP_023608757.1, XP_006087854.1, XP_006087853.3, XP_023608741.1, XP_014310430.1, XP_023608742.1, XP_006087805.1
OG0000270	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1	XP_023608747.1, XP_023608746.1
OG0000272	XP_012646534.2	XP_006102116.1
OG0000272	XP_012598546.1	XP_006102115.1
OG0000272	XP_012598451.1	XP_006102124.1
OG0000272	XP_012646437.1	XP_006102118.1
OG0000273	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1	XP_023617704.1, XP_006081115.1, XP_006081114.1
OG0000274	XP_012638783.1	XP_006101970.1
OG0000274	XP_012639019.1	XP_006101969.1, XP_014301789.1
OG0000275	XP_012629133.2, XP_012631180.1, XP_012643517.1, XP_012644734.1, XP_012597174.1, XP_012620171.1, XP_012644253.1, XP_012604247.1, XP_012594367.1	XP_023613305.1
OG0000275	XP_012605170.1, XP_012639801.1	XP_006082927.1, XP_023619985.1
OG0000275	XP_020142937.1	XP_014323369.1, XP_023599658.1, XP_014323370.1
OG0000278	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1	XP_006086568.1, XP_006086567.1
OG0000280	XP_012617558.1, XP_012617559.1	XP_006100233.2
OG0000281	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1	XP_023608455.1, XP_006087273.1
OG0000286	XP_012641846.2, XP_012641849.1	XP_006094631.1
OG0000286	XP_012642041.1, XP_012641915.2	XP_006094630.1
OG0000287	XP_012608042.2	XP_006087529.1
OG0000287	XP_012608300.1	XP_006087525.1, XP_023608605.1
OG0000289	XP_012603480.1, XP_012603482.1, XP_012603477.1, XP_012603479.1, XP_012603478.1, XP_012603481.1	XP_014315333.1
OG0000290	XP_012608173.1	XP_023619424.1
OG0000291	XP_012602865.1	XP_023614847.1, XP_023604395.1, XP_023604127.1
OG0000291	XP_012602864.1	XP_023614804.1
OG0000291	XP_012602861.1	XP_014316518.1
OG0000292	XP_020140949.1	XP_023604237.1, XP_023609435.1
OG0000294	XP_012600777.1, XP_012600776.1	XP_006087684.1
OG0000294	XP_012641272.2, XP_012641274.2, XP_012641271.2	XP_023600181.1
OG0000295	XP_012636412.1	XP_014313620.1
OG0000295	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1	XP_006086407.1
OG0000296	XP_012611066.1	XP_006083068.1, XP_006083069.1
OG0000297	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1
OG0000298	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1
OG0000299	XP_012611259.1, XP_012611258.1, XP_012611260.1	XP_006089674.1
OG0000299	XP_012641791.1	XP_023609838.1, XP_006089116.1, XP_023609837.1
OG0000300	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1
OG0000301	XP_012641939.2	XP_014316180.1, XP_014316181.1
OG0000301	XP_012641936.1	XP_014316182.1
OG0000303	XP_020142967.1, XP_012615168.1	XP_023600647.1
OG0000304	XP_020139677.1	XP_023617733.1
OG0000304	XP_020137479.1, XP_020137483.1, XP_012612227.1, XP_012612221.1, XP_020137482.1, XP_020137480.1, XP_012612226.1, XP_020137481.1, XP_012612228.1, XP_012612229.1	XP_023609356.1
OG0000305	XP_012596067.1	XP_006095592.1
OG0000306	XP_012606999.1	XP_023619876.1
OG0000307	XP_012625355.1	XP_023606613.1
OG0000308	XP_012598511.1, XP_012598508.1, XP_012598510.1	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1
OG0000308	XP_020137097.1	XP_006082891.1
OG0000309	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1
OG0000310	XP_012635095.1	XP_023604902.1, XP_006108753.1
OG0000311	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1	XP_006085486.1
OG0000312	XP_012633806.1	XP_023604532.1, XP_023604253.1, XP_014305299.1
OG0000312	XP_020142004.1	XP_006108184.3
OG0000313	XP_020143028.1, XP_012618440.1	XP_006095880.1, XP_006095748.1
OG0000314	XP_012608488.1	XP_023615823.1
OG0000315	XP_012595136.1, XP_020140523.1	XP_023614229.1, XP_023612713.1
OG0000316	XP_012603267.1	XP_006087833.1
OG0000316	XP_012613613.1	XP_006087712.1
OG0000319	XP_012608514.1	XP_014320575.1
OG0000320	XP_012632927.1	XP_023614900.1, XP_023614899.1, XP_006095133.1
OG0000321	XP_012609781.1	XP_006107351.1, XP_023603784.1, XP_014313627.1
OG0000321	XP_012606327.1	XP_023612665.1
OG0000322	XP_012629406.2	XP_006101739.1, XP_006083439.1, XP_006108243.1
OG0000322	XP_012596666.1	XP_006088486.1
OG0000323	XP_012620891.1	XP_023614268.1
OG0000323	XP_012629319.1, XP_012629318.1, XP_020142720.1	XP_006096880.1, XP_006085581.1
OG0000324	XP_012606319.1	XP_023616790.1, XP_023616791.1
OG0000325	XP_012634801.1, XP_012634802.1, XP_012634800.1	XP_023605161.1, XP_006102795.1, XP_014323574.1
OG0000326	XP_012619564.1, XP_012619560.1, XP_012619562.1, XP_012619563.1, XP_012619561.1, XP_012619565.1	XP_006088264.1
OG0000327	XP_012621311.1, XP_012621309.1, XP_012621312.1, XP_012621308.1, XP_012621302.1, XP_012621304.1, XP_012621310.1, XP_012621306.1, XP_012621307.1, XP_012621305.1	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1
OG0000328	XP_012627619.1, XP_012627618.1, XP_012627620.1	XP_023600221.1, XP_014301052.1, XP_006103215.1
OG0000329	XP_012637879.1, XP_012637878.1	XP_006097949.1, XP_014319084.1
OG0000329	XP_012633968.1	XP_023612835.1, XP_006092598.1, XP_006092599.1
OG0000330	XP_012606419.1, XP_012606421.1, XP_012606418.1, XP_012606420.1	XP_023615111.1
OG0000331	XP_012591284.1	XP_006087314.1
OG0000331	XP_012640183.1	XP_014311192.1
OG0000332	XP_020145270.1, XP_020145268.1, XP_020145269.1, XP_012623598.1	XP_006088772.1
OG0000333	XP_020135910.1, XP_020135912.1, XP_020135911.1, XP_020135913.1	XP_023602710.1
OG0000334	XP_012646017.1, XP_012646016.1, XP_012646019.1, XP_012646015.1, XP_012646018.1	XP_006104614.1
OG0000334	XP_012646014.1	XP_006104615.1
OG0000335	XP_012632007.1	XP_023603981.1
OG0000336	XP_020142057.1, XP_020142058.1, XP_012592410.1, XP_012592411.1	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1
OG0000337	XP_012623906.1	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1
OG0000339	XP_012633954.1, XP_012633953.1	XP_023612828.1
OG0000339	XP_012626726.1, XP_012626727.1	XP_006107030.1
OG0000340	XP_012630040.1	XP_023616340.1
OG0000341	XP_012638108.1	XP_006083628.1
OG0000342	XP_020143636.1	XP_006107287.1
OG0000342	XP_012637061.1	XP_014319172.1
OG0000343	XP_012602903.1, XP_012602907.1, XP_012602904.1, XP_012602905.1, XP_012602906.1	XP_023614824.1
OG0000344	XP_012627719.1, XP_012627700.1, XP_020145189.1, XP_012627717.1, XP_012627721.1	XP_006105693.1
OG0000344	XP_012627253.1, XP_012627252.1, XP_020145055.1, XP_012627251.1, XP_012627255.1, XP_020145053.1, XP_012627254.1, XP_020145054.1, XP_012627256.1	XP_006091194.1
OG0000345	XP_012607550.1	XP_014305768.1
OG0000346	XP_020139246.1, XP_012607054.1	XP_014314516.1
OG0000347	XP_012639451.1	XP_006089702.1
OG0000347	XP_012599904.1	XP_006109363.3
OG0000348	XP_012601669.1, XP_012601670.1, XP_012601671.1	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1
OG0000349	XP_012606495.1	XP_006092244.1
OG0000349	XP_012626519.1, XP_012626518.1, XP_012626520.1	XP_006107755.1
OG0000351	XP_012641752.1	XP_023606682.1
OG0000352	XP_020142472.1, XP_020142433.1	XP_006092974.1
OG0000354	XP_012600037.1	XP_006097623.1
OG0000355	XP_012641474.1, XP_012641471.1, XP_012641470.1, XP_012641469.1, XP_012641475.1, XP_012641472.1	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1
OG0000356	XP_012622881.1, XP_012622883.1, XP_012622882.1, XP_012622884.1	XP_014307622.1, XP_014307624.1, XP_006084732.1
OG0000357	XP_012643398.1, XP_020140625.1, XP_020140626.1, XP_012643396.1	XP_006084725.1
OG0000359	XP_012596594.1, XP_012596593.1	XP_006104659.1
OG0000359	XP_012596592.2	XP_006104657.1, XP_006104658.1
OG0000360	XP_012619586.1	XP_014303560.2
OG0000360	XP_012619582.1	XP_023601824.1
OG0000362	XP_012619503.1, XP_012619509.1, XP_012619507.1, XP_012605679.1	XP_006107948.3, XP_006085256.1
OG0000362	XP_020142979.1	XP_006084552.1
OG0000363	XP_012640603.1, XP_012640601.2, XP_012640600.2	XP_006096177.1
OG0000364	XP_012598123.1, XP_020138300.1, XP_012598124.1, XP_012598125.1	XP_014320383.1, XP_014320382.1, XP_006099441.1
OG0000365	XP_012646444.2	XP_006107952.1, XP_014306059.2
OG0000366	XP_012607759.1	XP_023599432.1
OG0000367	XP_012632714.1, XP_012632712.1, XP_012632713.1	XP_006108461.3
OG0000368	XP_012624245.1, XP_012624244.1, XP_012624243.1, XP_012624246.1, XP_012624248.1, XP_012624242.1, XP_012624247.1, XP_012624241.1	XP_006091144.1
OG0000370	XP_020138759.1	XP_023605041.1
OG0000370	XP_012603894.2, XP_020142256.1	XP_014311907.1
OG0000371	XP_012600743.1	XP_023599400.1
OG0000372	XP_020140238.1	XP_006089092.1
OG0000373	XP_012625733.1, XP_012625732.1	XP_023599457.1, XP_014323137.1
OG0000374	XP_012610204.1, XP_012610200.1, XP_012610206.1, XP_012610205.1, XP_012610209.1, XP_012610201.1, XP_012610202.1, XP_012610210.1, XP_012610203.1, XP_012610208.1	XP_006089569.1, XP_006089567.1, XP_006089568.1
OG0000375	XP_012634103.1, XP_020146074.1, XP_012634102.1, XP_012634101.1	XP_006085555.1, XP_023606942.1
OG0000376	XP_012634532.1, XP_012634531.1, XP_012634530.1	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1
OG0000379	XP_020142182.1	XP_006094619.1
OG0000379	XP_012642046.1, NP_001296872.1	XP_023614537.1, XP_023614536.1, XP_023614535.1, XP_023614533.1, XP_006094622.1, XP_014305207.1, XP_014305203.1
OG0000381	XP_012636079.1	XP_023613911.1
OG0000382	XP_012621211.1, XP_012621214.1, XP_012621213.1, XP_012621210.1, XP_012621212.1	XP_006108130.1
OG0000384	XP_012641871.2, XP_012641870.1	XP_006094600.1, XP_006094680.1
OG0000385	XP_020139177.1	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1
OG0000386	XP_012629239.1	XP_014323271.1
OG0000387	XP_012645932.1, XP_012622981.1, XP_012626867.1, XP_020143518.1, XP_020143515.1, XP_020143517.1, XP_020143516.1	XP_006084089.1
OG0000388	XP_012629054.1, XP_012629052.1, XP_012629053.1	XP_006106965.1
OG0000389	XP_012614875.1	XP_023602467.1
OG0000390	XP_020144416.1, XP_020144415.1	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1
OG0000391	XP_012598253.1, XP_012598228.1, XP_012598259.1, XP_012598244.1, XP_012598266.1, XP_012598233.1, XP_012598221.1, XP_012598217.1	XP_006087007.1, XP_023608251.1
OG0000392	XP_020142591.1	XP_006098635.1
OG0000392	XP_012601764.1	XP_023619844.1
OG0000393	XP_012645166.1	XP_006099009.1, XP_014319997.1, XP_006099010.1
OG0000394	XP_012630759.1, XP_012630753.1, XP_012630760.1, XP_012630755.1, XP_012630758.1, XP_012630761.1, XP_012630756.1, XP_012630754.1, XP_012630757.1	XP_014307074.2
OG0000395	XP_012602242.1	XP_006085466.1
OG0000396	XP_012641473.1, XP_012641450.1, XP_012641412.1, XP_012641440.1, XP_012641463.1, XP_012641518.1, XP_012641437.1, XP_020142120.1, XP_012641404.1, XP_012641458.1, XP_012641499.1, XP_012641389.1, XP_012641431.1, XP_012641509.1, XP_012641395.1, XP_012641489.1, XP_012641482.1, XP_012641420.1, XP_012641483.1, XP_012641497.1, XP_012641496.1	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1
OG0000397	XP_012607369.1	XP_023608225.1
OG0000399	XP_012631282.1, XP_012631281.1	XP_006084357.1
OG0000400	XP_020143324.1	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1
OG0000401	XP_012600681.1	XP_006083286.1
OG0000402	XP_020144001.1	XP_006083250.1
OG0000402	XP_012616630.1	XP_023601131.1
OG0000402	XP_012612496.2	XP_023601100.1
OG0000404	XP_012615177.1, XP_020142737.1	XP_023615766.1, XP_014317573.1, XP_023615765.1, XP_023611200.1
OG0000405	XP_012591663.1, XP_012591662.1, XP_012591661.1, XP_012591660.1	XP_006082947.1, XP_023620135.1
OG0000407	XP_012645279.1	XP_014316176.2
OG0000407	XP_012635303.2	XP_023599972.1
OG0000409	XP_012642042.1	XP_006094633.1
OG0000409	XP_012642033.2	XP_006094632.1, XP_006094629.1, XP_006094715.1
OG0000410	XP_012634751.1	XP_014302820.1
OG0000410	XP_012634753.2	XP_006107915.3, XP_014302818.1
OG0000410	XP_012634781.2, XP_012634068.1	XP_006106674.1, XP_006106677.1, XP_006106676.1, XP_006106675.1, XP_006107914.1
