Orthogroup	Mesocricetus_auratus	Rattus_norvegicus
OG0000062	XP_012966050.1, XP_040611846.1, XP_040611849.1, XP_040611842.1, XP_021080614.1, XP_021080610.1, XP_040611843.1, XP_040611841.1, XP_040611847.1, XP_040611848.1, XP_040611845.1, XP_012966051.1, XP_040611844.1	NP_036858.1, XP_038951279.1
OG0000063	XP_012970873.1, XP_021084443.1, XP_040598782.1, XP_012970872.1, XP_040598780.1, XP_040598781.1, XP_040598784.1, XP_040598783.1	XP_017449802.1, NP_001102829.1
OG0000064	XP_012976553.1, XP_040591050.1, XP_021089109.1, XP_005080935.1, XP_012976548.1, XP_040591054.1, XP_012976552.1, XP_040591052.1, XP_040591053.1	XP_063142970.1, XP_063142969.1, XP_063142968.1, XP_063142974.1, XP_063142975.1, XP_063142972.1, XP_063142971.1, XP_063142977.1, XP_063142976.1, NP_001102688.2, XP_038963118.1, NP_113749.2
OG0000065	XP_005139289.2, XP_040602518.1, XP_040608744.1	XP_063140945.1, XP_038954170.1, XP_038959876.1, XP_038959875.1, XP_063121080.1, XP_038940443.1, NP_058846.1, XP_063134734.1, XP_038934116.1, XP_038938814.1, XP_063136523.1, XP_063117353.1, XP_017445942.1, XP_008770154.1, XP_063128735.1, XP_063132082.1, XP_006253964.4, XP_038943781.1, XP_063142891.1, XP_038936551.1, XP_063127919.1
OG0000066	XP_040610768.1	XP_063126203.1, XP_038959284.1, XP_063123871.1, XP_038969229.1, XP_038959993.1, XP_063122447.1, XP_038957233.1
OG0000066	XP_005083244.1	NP_001395927.1, NP_001395926.1
OG0000066	XP_040605362.1	XP_063122472.1, XP_063138762.1
OG0000067	XP_005076495.1	NP_001000088.1
OG0000067	XP_040607433.1, XP_040603925.1, XP_040603927.1, XP_040603924.1, XP_040603929.1, XP_021081286.2, XP_040603930.1, XP_012967003.2	XP_063125626.1, NP_001000779.1, NP_001000010.1, NP_001000011.1, NP_001001002.1, XP_063125633.1, NP_001000009.1, XP_063124669.1, NP_001000008.1, NP_001000007.1, XP_008765971.1, NP_001000006.1, NP_001000780.1
OG0000068	XP_040587014.1, XP_005088425.2, XP_005063862.2	NP_001000251.1, NP_001000761.1, NP_001000760.1, NP_001000109.1, NP_001001041.1
OG0000068	XP_005063310.1	NP_001000759.1
OG0000069	XP_040596557.1, XP_040596556.1, XP_040596558.1	XP_038949265.1, NP_001100742.1
OG0000069	XP_005139384.2	NP_001101049.1
OG0000069	XP_005086454.1	NP_570833.1
OG0000069	XP_005068441.1	NP_001013119.1
OG0000070	XP_021084043.1	XP_006238653.1
OG0000071	XP_040607689.1	NP_001395682.1
OG0000071	XP_012971826.1	NP_001099784.1, XP_006230592.1
OG0000071	XP_012971753.2	XP_221637.1, NP_001129596.1
OG0000071	XP_040607730.1	NP_110460.1
OG0000072	XP_021079588.1, XP_012972741.1, XP_021079638.1, XP_021079568.1, XP_005063667.1	NP_001025209.1, XP_006231459.1
OG0000073	XP_005065080.2	NP_001000667.1
OG0000074	XP_040613609.1	XP_006229920.1, NP_001099753.1
OG0000074	XP_005074087.1	NP_598211.2, XP_063129363.1
OG0000075	XP_005084587.1	XP_038955607.1, NP_001013984.1
OG0000075	XP_040600633.1	NP_001395765.1
OG0000075	XP_012981002.2, XP_005086675.1, XP_040599847.1	XP_038956344.1, XP_038956348.1, XP_038956345.1, XP_017457901.1, XP_063136426.1, XP_063136428.1, XP_063136427.1, XP_063136425.1, XP_038956343.1, XP_017457902.1, XP_038956347.1
OG0000076	XP_021082326.2	NP_001032236.1
OG0000076	XP_040597832.1	NP_001012215.1
OG0000077	XP_040601552.1, XP_040603391.1	NP_001104765.1
OG0000077	XP_040599072.1	XP_063128850.1
OG0000077	XP_012966788.1	NP_001386203.1
OG0000078	NP_001268256.1, XP_040610188.1	NP_058998.2, XP_006241494.1
OG0000079	XP_040604447.1, XP_040604444.1, XP_040604445.1, XP_040604446.1, XP_040604448.1, XP_040604443.1, XP_040592978.1	XP_006246244.1, NP_110488.1
OG0000080	XP_021081262.1, XP_012972664.1, XP_012972676.1, XP_012972670.1	XP_038943840.1, NP_001102633.1
OG0000080	XP_040586988.1, XP_040602920.1, XP_012980008.1, XP_021081267.1, XP_040602947.1, XP_012966189.1, XP_040602940.1, XP_021081277.1, XP_040602950.1	XP_006231188.3
OG0000081	XP_040590974.1	XP_006239408.1
OG0000082	XP_040588269.1, XP_040588270.1, XP_040588274.1	NP_001103063.1, NP_001103065.1, XP_063135601.1
OG0000084	XP_040584800.1, XP_005082842.2, XP_021090181.1	XP_006232040.1, NP_001414786.1
OG0000085	XP_005077363.1	NP_001000983.1, NP_001001016.1
OG0000086	XP_005065146.1	XP_038961655.1
OG0000086	XP_021087100.2	NP_001413918.1, XP_008767150.1
OG0000086	XP_012973815.1	NP_001101756.2
OG0000087	XP_040606219.1	NP_001102796.1
OG0000087	XP_021085058.1	XP_006248179.1
OG0000087	XP_005073964.1	XP_008766842.1
OG0000087	XP_040606293.1, XP_012971615.2, XP_005073894.2, XP_040606221.1, XP_005073967.1, XP_040606220.1, XP_040606222.1, XP_021085049.1	XP_003751068.2, XP_002727899.3, NP_001102795.1, NP_001395738.1
OG0000087	XP_005073895.2	NP_001395798.1
OG0000087	XP_005073896.1	XP_002727896.1
OG0000087	XP_005073963.1	NP_001099366.1
OG0000088	XP_005073849.1, XP_040606349.1, XP_040606352.1, XP_040606345.1, XP_040606347.1, XP_040606354.1, XP_040606351.1, XP_040606353.1, XP_040606346.1, XP_040606350.1, XP_040606348.1, XP_021085084.1	XP_006248190.1, NP_579855.1
OG0000089	XP_012975736.2	NP_001000331.1, NP_001000332.1, NP_001000661.1
OG0000089	XP_005065076.1	NP_001000659.1, NP_001000568.1
OG0000089	XP_005065079.1	NP_001000326.1, NP_001000328.1
OG0000089	XP_005065060.2, XP_040600832.1	NP_001000654.1, NP_001001056.1
OG0000089	XP_005065078.3	NP_001000327.1, NP_001000664.1
OG0000089	XP_005065074.1	NP_001000658.1
OG0000090	XP_012974926.1, XP_012974925.1, XP_021087806.1, XP_012974922.1, XP_012974924.1	NP_689448.2, XP_063133896.1
OG0000091	XP_040590027.1	NP_001008937.1, NP_001161023.1, NP_001161026.1, XP_038956416.1
OG0000092	XP_005065062.1	NP_001000335.1
OG0000092	XP_005065061.1	NP_001000336.1, NP_001000926.1
OG0000092	XP_005065059.1	NP_001000337.1
OG0000092	XP_005064643.1, XP_012974558.1	XP_006234556.1
OG0000092	XP_021088358.1	XP_063141273.1
OG0000093	XP_005080052.1	NP_001007148.1, XP_006249003.1
OG0000095	XP_005079189.1	NP_001119556.1
OG0000095	XP_005079186.1	NP_620181.1
OG0000096	XP_005081499.1, XP_012976978.1, XP_012976979.1	NP_001099418.1
OG0000096	XP_012966033.2	XP_006253937.2, XP_006253935.2, NP_001012214.1, XP_038951899.1
OG0000096	XP_040611717.1, XP_040611727.1, XP_040611719.1, XP_040611718.1	NP_001381956.1, NP_001381955.1, NP_954516.1, XP_006253933.1
OG0000098	XP_040594738.1, XP_040594846.1, XP_005081391.2, XP_040595091.1, XP_040592980.1, XP_040594426.1	XP_063127721.1, NP_001092983.2, NP_001092979.1, NP_001092969.1, XP_063127217.1, XP_063127670.1, NP_001092978.1, NP_001092974.1, XP_063122901.1
OG0000098	XP_040587551.1, XP_040587539.1, XP_040587274.1, XP_040587457.1, XP_040587560.1	XP_038945840.1, NP_001092949.1, NP_001092936.1, NP_001092950.1
OG0000099	XP_012967795.1	NP_037148.3, XP_006235014.1
OG0000100	XP_040590986.1	NP_112249.2, XP_006239579.1
OG0000100	XP_005080471.1	XP_038945727.1, NP_112299.1
OG0000101	XP_012970239.1	XP_038941022.1
OG0000101	XP_005088403.1, XP_005088404.1	NP_001014041.1, XP_006257281.1
OG0000102	XP_005068243.3	NP_775417.1
OG0000102	XP_005068245.2, XP_040603229.1, XP_040602523.1	XP_003751392.1, NP_001178605.1
OG0000103	XP_040611494.1	NP_001094046.1, XP_038951702.1
OG0000103	NP_001297498.1, XP_021083830.2, NP_001297485.1	NP_001129216.1, NP_001163813.1, XP_006254252.1, NP_001014262.3
OG0000103	XP_005071802.1	NP_612519.1
OG0000103	XP_040611493.1	NP_612556.1
OG0000103	NP_001268527.1	NP_001028869.1, XP_006254250.1
OG0000103	XP_005071810.1, XP_040611499.1	XP_006254245.1, NP_001013075.1
OG0000103	XP_005071800.3	NP_001103370.1, XP_063132700.1
OG0000104	XP_012977305.1	NP_001292190.1, XP_006233486.1, XP_038959792.1, NP_001396037.1
OG0000104	XP_040603486.1, XP_040589366.1, XP_040589367.1, XP_040589479.1	XP_006250671.3
OG0000105	XP_040591166.1	NP_001380791.1, XP_063121754.1
OG0000106	XP_040602671.1	XP_006251278.1
OG0000106	XP_005064427.1	NP_036737.1, XP_038953516.1
OG0000106	XP_005080701.2	NP_001030329.2
OG0000106	XP_040587404.1	XP_038945819.1
OG0000107	XP_005065130.1	NP_001000281.1
OG0000107	XP_005065131.1	XP_063140374.1, NP_001000688.1
OG0000107	XP_040600824.1, XP_005065129.1	NP_001000282.1, NP_001000284.1, NP_001000283.1
OG0000108	XP_040608920.1, XP_040608919.1, XP_040608921.1	XP_038938891.1, NP_476489.1
OG0000109	XP_005078947.2	NP_001000415.1
OG0000109	XP_005078834.2	NP_001000581.1
OG0000109	XP_040597911.1	NP_001000406.1
OG0000109	XP_005078833.2	NP_001000414.1
OG0000109	XP_040597897.1	NP_001000897.1
OG0000110	XP_040604934.1	XP_006246738.1, NP_058885.1
OG0000110	XP_040604931.1, XP_005067566.1	NP_036635.1, XP_006246641.1
OG0000110	XP_040604935.1, XP_040604937.1, XP_040604936.1	NP_071788.2, XP_008766090.1
OG0000111	XP_012982372.1, XP_005088276.2, XP_040587443.1	XP_038953764.1, XP_038953777.1, XP_038953753.1, XP_038952348.1, XP_038952346.2
OG0000113	XP_040600343.1, XP_040600344.1, XP_040600374.1, XP_040600373.1	XP_063136324.1, XP_017446718.1, NP_001395797.1, NP_001388119.1
OG0000113	XP_005076782.1	XP_038955979.1, NP_001316085.1
OG0000114	XP_040609380.1	NP_001103345.1
OG0000114	XP_005070620.1	NP_149086.1, XP_063122697.1
OG0000114	XP_005070610.2, XP_040608709.1	XP_038940147.1, NP_001103027.1, NP_775411.1
OG0000114	XP_040609379.1	NP_001074405.1
OG0000114	XP_021082995.1	NP_264077.1
OG0000115	XP_005067252.1	XP_017450124.1
OG0000115	XP_005070111.1	XP_038942837.1, NP_077064.1
OG0000115	XP_005067757.1	NP_001400966.1
OG0000116	XP_040589641.1	NP_112516.1
OG0000116	XP_040607688.1	XP_006233397.1
OG0000116	XP_005077451.1	NP_112263.1
OG0000116	XP_040614037.1	NP_001380701.1
OG0000116	XP_040600279.1	NP_001395835.1, XP_038956206.1, XP_038956205.1
OG0000116	XP_005070838.1	NP_001102000.1, XP_017457176.2
OG0000117	XP_005085440.1, XP_012980151.1	NP_001000119.1, NP_001000692.1, NP_001000118.1, NP_001000120.1, NP_001000689.1
OG0000118	XP_040592964.1	NP_001300749.1, XP_006257769.1
OG0000119	XP_005066138.1	NP_071792.1
OG0000119	XP_012965892.1	NP_001032363.1
OG0000120	XP_040607247.1	NP_001386724.1
OG0000121	XP_040598139.1, XP_005075252.1, XP_040598140.1, XP_021085845.1, XP_012972648.1, XP_012972650.1, XP_012972652.1, XP_012972649.1	XP_006253089.1, NP_001100779.1
OG0000122	XP_012977225.2	XP_006228852.1, NP_076454.1
OG0000122	XP_040604850.1, XP_040595192.1, XP_040586848.1, XP_040586853.1	XP_063126240.1, XP_063141587.1, NP_058704.1, XP_063144654.1
OG0000122	XP_040587071.1	XP_063138853.1
OG0000123	XP_005067472.1	NP_001000715.1, NP_001000032.1, XP_008766135.1
OG0000123	XP_005067471.1	XP_003750902.1
OG0000123	XP_040603940.1, XP_040603936.1	NP_997692.1, NP_001000026.1
OG0000123	XP_005067476.1	NP_001000724.1
OG0000123	XP_005067478.1, XP_012966918.1	NP_001000024.1, XP_063124743.1, NP_001000025.1
OG0000123	XP_040603943.1, XP_005067474.1, XP_012967023.1	NP_001000716.1, NP_001000031.1
OG0000124	XP_040592747.1	XP_006257023.1, NP_036793.2
OG0000124	XP_012974027.1	XP_006232343.1, NP_001041350.1
OG0000125	XP_005087419.3	XP_063125646.1, NP_001382688.1
OG0000125	XP_040603962.1	NP_001008757.1
OG0000125	XP_040603963.1	NP_001008819.1
OG0000125	XP_040605621.1	XP_063125644.1, NP_001008817.2
OG0000125	XP_021079408.2	NP_001008758.1
OG0000127	XP_012978066.1	XP_006233373.1, NP_001014065.1
OG0000128	XP_021080724.1	NP_705886.1, XP_006254003.1
OG0000128	XP_012966127.1	NP_598238.2
OG0000128	XP_012966093.1	NP_001100823.1, XP_038951630.1
OG0000128	XP_012966126.1	XP_008769880.1, NP_001258143.1
OG0000129	XP_040596085.1, XP_040595678.1, XP_040595676.1	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2
OG0000129	XP_040585144.1	XP_006244718.1, NP_001019532.1
OG0000129	XP_040585215.1, XP_040585216.1	NP_001009920.1
OG0000129	NP_001268566.1	XP_063122698.1, NP_113697.1
OG0000130	XP_012981582.1	NP_001001027.1, NP_001001272.1
OG0000130	XP_005087320.2	NP_001001285.1
OG0000130	XP_005074159.2	NP_001000153.1
OG0000130	XP_012981599.1, XP_040587531.1	NP_001001273.1
OG0000131	XP_005075791.1	NP_001000551.1
OG0000131	XP_005075797.1	NP_001000195.1
OG0000131	XP_005075792.1	NP_001000199.1
OG0000131	XP_005075796.2	NP_001000736.1
OG0000131	XP_005075795.1	NP_001000197.1, NP_001001018.1
OG0000131	XP_005075835.1	NP_001000192.1, NP_001000193.1
OG0000131	XP_005075794.1	NP_001000191.1, NP_001000198.1
OG0000132	XP_040584133.1, XP_012965653.1, XP_005065914.1, XP_040584136.1, XP_040584135.1, XP_012965654.1, XP_040584134.1	NP_077051.1, XP_038965791.1
OG0000133	XP_012974105.1, XP_040589323.1, XP_040589322.1, XP_040589324.1	NP_001008339.2, XP_038947738.1
OG0000134	XP_040594363.1	XP_006237389.1
OG0000135	XP_040597461.1	XP_008761712.1, NP_695222.2
OG0000136	XP_040597418.1, XP_040597423.1, XP_040597422.1, XP_040597412.1, XP_040597417.1, XP_040597415.1, XP_040597425.1, XP_040597421.1, XP_040597420.1, XP_040597419.1, XP_040597424.1, XP_040597416.1, XP_040597414.1, XP_040597413.1	NP_001019512.1, XP_006237901.1
OG0000137	XP_005083118.2	NP_001000847.1
OG0000137	XP_012978225.3, XP_005083117.2	NP_001000845.1
OG0000137	XP_005083116.2	NP_001102817.1
OG0000139	XP_012966997.1, XP_040604645.1, XP_021081513.1, XP_021081512.1, XP_012966996.1, XP_012966991.1, XP_012966995.1, XP_012966994.1, XP_012966990.1	NP_001007670.1, XP_006246451.1
OG0000140	XP_040589438.1	XP_063130435.1
OG0000141	XP_040603916.1, XP_005071934.2	NP_001000003.1, NP_001001096.1, NP_001001095.1
OG0000141	XP_040603914.1, XP_040596859.1, XP_040603913.1, XP_040603915.1	NP_001000002.1
OG0000141	XP_040603912.1	NP_001001091.1, NP_001001092.1, XP_038942457.1, NP_001001093.1
OG0000141	XP_005071936.2, XP_005071941.1	NP_001000788.1, NP_001000001.1
OG0000141	XP_005071937.2	NP_001001090.1
OG0000141	XP_005071938.1	NP_001000524.1, NP_001001089.1
OG0000141	XP_005071940.1	NP_001000000.1
OG0000142	XP_005078668.1, XP_021087797.1, XP_012974904.1	NP_001014036.1, XP_006255172.1
OG0000143	XP_012981119.1	NP_112379.1
OG0000143	XP_040602219.1, XP_040600743.1	NP_599185.1
OG0000144	XP_040602345.1	NP_001019484.2, XP_063140456.1
OG0000145	XP_040601513.1, XP_040601471.1, XP_040601448.1, XP_040601475.1, XP_040601461.1, XP_040601506.1, XP_040601487.1, XP_040601429.1, XP_040601454.1, XP_040601443.1, XP_040601434.1, XP_040601477.1, XP_040601494.1, XP_040601500.1	XP_038936909.1, NP_852051.2
OG0000146	XP_012965929.1, XP_021080520.1, XP_005066248.1	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1
OG0000147	XP_040592908.1, NP_001268492.1	NP_036773.1
OG0000147	XP_021087628.1	NP_445741.1
OG0000147	NP_001268508.1	NP_742074.2, NP_001139318.1, NP_775120.1
OG0000148	XP_040591721.1	XP_006251909.1, NP_001001003.1
OG0000148	XP_040597273.1, XP_040597140.1	NP_001000840.1, XP_017455257.1, XP_017455255.1, NP_001000839.1, NP_001000521.1, XP_063130469.1, XP_008768847.1
OG0000148	XP_005087543.2	NP_001000097.1
OG0000149	XP_040590635.1	NP_036638.1, XP_017444264.1
OG0000149	XP_040594233.1	NP_036637.1
OG0000149	XP_005076578.1	NP_036636.1
OG0000149	XP_040594544.1	XP_017454251.1, NP_001257959.1, NP_074039.1
OG0000150	XP_005076240.1	NP_001037723.1
OG0000150	XP_012973285.2	NP_001093947.1
OG0000150	XP_040592500.1, XP_040592499.1, XP_040592504.1	XP_038954018.1
OG0000150	XP_040592552.1, XP_040592498.1, NP_001297488.1, XP_040596812.1, XP_040596798.1	XP_038953911.1, NP_001177309.1, XP_008758816.2
OG0000150	XP_040592497.1, XP_005076235.1, XP_012981989.3, XP_040592495.1	NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1
OG0000151	XP_005077129.1	XP_003750921.1
OG0000151	XP_005077002.1	XP_220775.3, XP_063126200.1
OG0000151	XP_040605238.1	NP_001013992.1, XP_006247060.1
OG0000152	XP_021088655.1	NP_001395804.1
OG0000152	XP_021088775.2, XP_040607447.1	NP_001395840.1
OG0000152	XP_005080370.2	NP_001389014.1
OG0000152	XP_021088761.2	XP_038959246.1
OG0000153	XP_040610221.1	NP_001000702.1
OG0000153	XP_005079733.2	NP_001001369.1
OG0000153	XP_040610211.1, XP_040610584.1	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1
OG0000154	XP_005083103.2	XP_063136914.1, XP_063136911.1, XP_063136942.1, XP_063136958.1, XP_063136901.1, XP_063136822.1, XP_063136941.1, XP_063136944.1, XP_063136933.1, XP_063133035.1, XP_063136921.1, XP_063136918.1, XP_063136947.1, XP_063136960.1, XP_063136959.1, XP_063136906.1, XP_063133075.1, XP_063136956.1, XP_063136823.1, XP_063136949.1, XP_063136952.1, XP_063136940.1, XP_063136927.1, XP_063136926.1, XP_063136934.1, XP_063133077.1, XP_063136826.1, XP_063136827.1, XP_063136951.1, XP_063136945.1, XP_063136912.1, XP_001065293.4, XP_063136957.1, XP_063136829.1, XP_063136961.1, XP_063136828.1, XP_063136916.1, XP_063136929.1, XP_063136938.1, XP_063136830.1, XP_063136852.1, XP_063133072.1, XP_063136950.1, XP_063136948.1, XP_063136909.1, XP_063136922.1, XP_063136923.1, XP_063136908.1, XP_063136905.1, XP_063136907.1, XP_063136824.1, XP_063136932.1, XP_063136910.1, XP_063136946.1, XP_063136943.1, XP_063136931.1, XP_063136935.1, XP_063136930.1, XP_063136924.1, XP_063136939.1, XP_063136928.1, XP_063133034.1, XP_063133074.1, XP_063136825.1, XP_063136925.1, XP_063136917.1, XP_063136902.1, XP_063136913.1
OG0000157	XP_005073762.1	NP_787032.1, XP_038936676.1, XP_038956056.1
OG0000158	XP_040596009.1	NP_001263406.1
OG0000158	XP_040588033.1	NP_446049.1, XP_038940257.1
OG0000158	XP_040605485.1	XP_063136503.1
OG0000159	XP_005076801.1	XP_063126739.1, NP_001000530.1
OG0000159	XP_005076805.1, XP_012973642.1	NP_001001100.1
OG0000159	XP_005076803.1, XP_005076804.2	NP_001001103.1, NP_001001102.1, NP_001001101.1
OG0000159	XP_040606230.1, XP_005076807.3, XP_005076806.2	NP_001001099.1
OG0000159	XP_040606233.1, XP_040606232.1	NP_001001104.1, NP_001000496.1
OG0000160	XP_021091282.1	NP_001182400.1
OG0000161	XP_040593271.1	NP_543159.1
OG0000161	XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1	NP_067700.2
OG0000161	XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1	NP_072157.1
OG0000161	XP_040593268.1	XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1
OG0000162	XP_040599624.1, XP_040599671.1	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1
OG0000162	XP_021079285.1, XP_012970942.1, XP_040599672.1	NP_001009486.1, XP_038963942.1
OG0000163	XP_040590656.1	NP_569106.1
OG0000163	XP_040590680.1	NP_036894.3, XP_063121014.1
OG0000164	XP_040597344.1	XP_038945796.1
OG0000165	XP_012979986.1	XP_017456046.1, NP_001100828.1
OG0000166	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1	XP_017452097.1, NP_001102556.1
OG0000167	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1	NP_001020057.1, XP_008757972.1
OG0000168	XP_012968615.1	XP_038964549.1
OG0000168	XP_040585639.1	XP_038962709.1
OG0000168	XP_040610240.1	XP_038953298.1
OG0000168	XP_040593032.1	XP_038956429.1
OG0000170	XP_021086104.1	NP_612522.2, XP_063133615.1
OG0000170	XP_040612001.1	NP_001029128.1, NP_001029127.1
OG0000170	XP_021086107.1	XP_008757898.1, NP_059034.1
OG0000171	XP_040599906.1	XP_063136246.1, XP_038966898.1, NP_001395896.1, XP_038967446.1
OG0000171	XP_040611039.1	NP_001100247.1
OG0000171	XP_040596701.1	XP_038952596.1, XP_063141172.1
OG0000171	XP_005065871.1	NP_113897.2, NP_001395785.1, XP_038956745.1
OG0000171	XP_040608139.1	XP_038952166.1
OG0000172	XP_021078569.1	NP_001388944.1
OG0000172	XP_040614120.1, XP_040614119.1	XP_006227916.1, NP_001100929.1
OG0000172	XP_005074616.1	XP_006235863.3, NP_067693.1
OG0000173	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1	XP_038954280.1, NP_001128167.1
OG0000174	XP_040607444.1, XP_005080318.2, XP_005080319.2, XP_040607443.1	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1
OG0000175	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1	NP_001101223.1, XP_017447211.1
OG0000176	XP_012971132.1	NP_599157.2
OG0000176	XP_040602874.1	XP_038935811.1, NP_001119750.1
OG0000176	XP_005063858.1	NP_001009648.1, XP_063143048.1, NP_001399482.1
OG0000177	XP_012972115.1, XP_005064346.1, XP_040608718.1	NP_775432.3, XP_006230492.1
OG0000178	XP_040606959.1	XP_063130802.1, NP_001013886.1, XP_038944025.1
OG0000179	XP_005086645.1	NP_036919.1, XP_038957457.1
OG0000179	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2
OG0000180	XP_040587400.1, XP_040587401.1	XP_001068161.4, XP_038945816.1
OG0000180	XP_005085336.1	NP_001099374.1
OG0000180	XP_040587472.1	XP_006248854.1
