Orthogroup	Mesocricetus_auratus	Myotis_lucifugus
OG0000191	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1
OG0000193	XP_005072532.1	XP_023606229.1
OG0000196	XP_005065122.1	XP_006092113.1
OG0000197	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1	XP_023606210.1
OG0000197	XP_040584410.1	XP_006085012.1
OG0000199	XP_012972615.1	XP_006081640.1
OG0000200	XP_012977307.1	XP_006108946.1, XP_006093214.1
OG0000203	XP_040601237.1	XP_023608201.1
OG0000205	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1
OG0000206	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1	XP_023608679.1
OG0000207	XP_005070704.1	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1
OG0000208	XP_012977752.1, XP_021089992.1, XP_040600454.1	XP_006082277.1
OG0000209	XP_005086807.1, XP_040590168.1	XP_014304126.1, XP_006108464.1, XP_006109090.3
OG0000209	XP_040590169.1	XP_014305908.1
OG0000210	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1
OG0000211	XP_040587833.1, XP_005082621.2	XP_023609990.1
OG0000211	XP_021091337.1, XP_005084664.1	XP_023610226.1
OG0000213	XP_012968153.1	XP_014304133.1
OG0000214	XP_040598014.1	XP_023619763.1
OG0000214	XP_005065724.1	XP_006081311.1
OG0000215	XP_040596764.1, XP_040597051.1, XP_040597064.1, XP_040597065.1, XP_040597052.1, XP_040597018.1, XP_040597024.1, XP_040597063.1, XP_040596973.1, XP_040596972.1, XP_040596763.1, XP_040597028.1, XP_040589729.1, XP_040597267.1, XP_040591743.1, XP_040589728.1, XP_040592735.1, XP_040597151.1, XP_040592766.1, XP_040592762.1, XP_040592760.1, XP_040596976.1, XP_040592761.1, XP_040589730.1, XP_040592763.1, XP_040592764.1, XP_040592737.1, XP_040596842.1	XP_006108509.1, XP_006086815.1
OG0000215	XP_040590600.1, XP_040606117.1	XP_014305463.1
OG0000216	XP_012970771.1	XP_006101920.1
OG0000216	XP_040586537.1, XP_040586536.1, XP_005072700.1, XP_040586534.1	XP_006101919.1
OG0000217	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2	XP_006082351.1, XP_023614600.1, XP_014315334.1
OG0000219	XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1
OG0000220	XP_005063867.1	XP_006091888.1, XP_014313954.1
OG0000222	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1	XP_006096788.1
OG0000223	XP_005063942.1, XP_005063943.1	XP_006106940.1, XP_023604562.1
OG0000224	XP_012971325.1	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1
OG0000225	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1
OG0000226	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1
OG0000227	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1	XP_006091479.1, XP_023612020.1, XP_006091480.1
OG0000228	XP_005082286.1	XP_006082737.1
OG0000228	XP_005082289.1, XP_040608999.1	XP_023618420.1, XP_023618427.1
OG0000230	XP_012975718.1, XP_005079537.1, XP_012975719.1	XP_023614298.1
OG0000232	XP_040585290.1	XP_023607072.1
OG0000232	XP_012976797.1	XP_023619478.1
OG0000233	XP_040602155.1	XP_006092839.1, XP_023607433.1
OG0000234	XP_040612862.1, XP_040596815.1, XP_040597109.1, XP_040612816.1, XP_040612805.1, XP_040612793.1, XP_040612857.1, XP_040612778.1	XP_023604078.1, XP_023602097.1, XP_006105331.1
OG0000236	XP_040597569.1	XP_006087167.1
OG0000237	XP_040613113.1, XP_040609262.1, XP_040590498.1, XP_040585169.1, XP_040603919.1, XP_040608731.1, XP_012973051.1, XP_040607450.1, XP_040604694.1	XP_006107980.1, XP_014305431.1, XP_014305433.1
OG0000238	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1	XP_006093762.1
OG0000241	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1	XP_014313960.1
OG0000242	XP_040590072.1	XP_023604760.1
OG0000243	XP_012969716.1	XP_023608121.1
OG0000244	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1	XP_023620417.1
OG0000244	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1	XP_023600059.1
OG0000245	XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1
OG0000246	NP_001268549.1	XP_023607966.1
OG0000247	XP_005074432.1, XP_040603050.1	XP_006088559.1
OG0000248	XP_005073918.1	XP_006096013.1, XP_006096014.1
OG0000249	XP_021090361.2, XP_040596392.1, XP_005083144.1	XP_006094796.1, XP_006094795.1
OG0000249	XP_005083145.1	XP_006094794.1
OG0000250	XP_040600140.1	XP_006085373.1, XP_014312864.1
OG0000251	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1	XP_014311454.1, XP_023609669.1
OG0000252	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1	XP_014323427.1
OG0000254	XP_005079257.2, XP_040591232.1, XP_005079196.3, XP_040591285.1, XP_040591280.1, XP_040591237.1, XP_040591263.1, XP_040591239.1, XP_012975350.1, NP_001268598.1	XP_014302875.1, XP_006105262.1
OG0000257	XP_040589307.1, XP_005075790.2, XP_005075832.2	XP_006089738.1
OG0000257	XP_005075783.1	XP_006089760.1, XP_006107835.1
OG0000258	XP_005066133.1	XP_023620470.1
OG0000259	XP_012975999.1	XP_006091986.1
OG0000260	XP_005065066.1, XP_005065067.1, XP_005065068.3	XP_006091992.1
OG0000262	XP_005074208.1, XP_005074157.1	XP_006094674.1, XP_006094679.1, XP_006094687.1
OG0000263	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1	XP_023609691.1
OG0000264	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1	XP_014306126.2
OG0000265	XP_005072399.1	XP_014321480.1
OG0000266	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2	XP_006096378.2
OG0000267	XP_040607062.1	XP_023600784.1, XP_023600785.1, XP_023600781.1, XP_014301638.2
OG0000268	XP_040606291.1, XP_040607371.1, XP_040606214.1, XP_012971621.1	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1
OG0000270	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1	XP_023608747.1, XP_023608746.1
OG0000272	XP_005077023.1	XP_006102116.1
OG0000272	XP_005077022.1	XP_006102115.1, XP_006102124.1, XP_006102118.1
OG0000274	NP_001268267.1	XP_006101970.1
OG0000274	XP_005076991.1	XP_006101969.1, XP_014301789.1
OG0000275	XP_040598976.1	XP_023613305.1
OG0000275	XP_005081267.1	XP_006082927.1, XP_023619985.1
OG0000275	XP_005073001.1	XP_014323369.1, XP_023599658.1, XP_014323370.1
OG0000278	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1	XP_006086568.1, XP_006086567.1
OG0000280	XP_040604600.1, XP_040604602.1, XP_040604601.1	XP_006100233.2
OG0000281	XP_005083992.1	XP_023608455.1, XP_006087273.1
OG0000282	XP_040605382.1, XP_005076060.2	XP_006095671.1
OG0000282	XP_040594351.1	XP_014308597.1, XP_006082431.1
OG0000285	XP_040588296.1, XP_040588294.1, XP_040588292.1, XP_012969300.2, XP_040588266.1, XP_040588494.1, XP_040588493.1, XP_040588495.1, XP_040588267.1	XP_014320883.1, XP_023619316.1
OG0000286	XP_040589341.1, XP_005087519.1	XP_006094630.1
OG0000287	XP_040596957.1	XP_006087529.1
OG0000287	XP_040591719.1, XP_040591718.1, XP_040591695.1	XP_006087525.1, XP_023608605.1
OG0000288	XP_040601662.1	XP_014313944.2
OG0000289	XP_040586138.1	XP_014315333.1
OG0000290	XP_040596414.1	XP_023619424.1
OG0000291	XP_005070031.1	XP_023614804.1
OG0000291	XP_012968853.1	XP_014316518.1
OG0000292	XP_040603080.1	XP_023604237.1
OG0000294	XP_040603583.1	XP_006087684.1
OG0000294	XP_040601619.1, XP_040603157.1, XP_005065177.1	XP_023600181.1
OG0000295	XP_040588842.1	XP_014313620.1
OG0000295	XP_005066828.1	XP_006086407.1
OG0000296	XP_005077255.1, XP_005077254.1	XP_006083068.1, XP_006083069.1
OG0000297	XP_021079303.1	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1
OG0000298	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1
OG0000299	XP_040587335.1	XP_023609838.1, XP_006089116.1, XP_023609837.1, XP_023608950.1
OG0000300	XP_012976328.1, XP_040600905.1, XP_005065069.1	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1
OG0000301	XP_005074143.1	XP_014316180.1, XP_014316181.1
OG0000301	XP_021085137.1	XP_014316182.1
OG0000303	XP_040584315.1, XP_040614218.1, XP_040614219.1	XP_006103970.1, XP_023600907.1, XP_006109319.2, XP_023600647.1
OG0000304	XP_012965882.2	XP_023617733.1
OG0000305	XP_005077085.2	XP_006095592.1
OG0000305	XP_040588138.1	XP_014321861.1
OG0000306	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1	XP_023619876.1
OG0000308	XP_021089063.1, XP_040603097.1	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1
OG0000308	XP_040600250.1	XP_006082891.1
OG0000309	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1
OG0000310	XP_040584508.1	XP_023604902.1, XP_006108753.1
OG0000310	XP_040597026.1, XP_040597137.1, XP_040584489.1	XP_023606482.1
OG0000311	XP_021083875.1, XP_021083874.1, XP_021083880.1	XP_006085486.1
OG0000312	XP_040604259.1, XP_040604256.1, XP_012970606.1	XP_006108184.3
OG0000313	XP_005067326.2, XP_040608724.1	XP_006095746.1
OG0000314	XP_040610560.1, XP_005086015.1, XP_040610559.1, XP_021078599.1	XP_023615823.1
OG0000315	XP_040600477.1, XP_021090371.2, XP_040600479.1, XP_012978242.2, XP_040600476.1, XP_040600377.1, XP_040600378.1	XP_023614229.1, XP_023612713.1
OG0000316	XP_005086961.2	XP_006087712.1
OG0000318	XP_005067639.2	XP_006097717.1, XP_006097718.1
OG0000319	XP_040598899.1	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1
OG0000320	XP_040584032.1, XP_040584031.1, XP_040584033.1	XP_023614900.1, XP_023614899.1, XP_006095133.1
OG0000321	XP_012979642.1, XP_005084819.1	XP_006107351.1, XP_023603784.1, XP_014313627.1
OG0000321	XP_040600390.1	XP_023612665.1
OG0000322	XP_005086480.1	XP_006101739.1, XP_006083439.1, XP_006108243.1
OG0000322	XP_005071796.1	XP_006088486.1
OG0000323	XP_005079554.1	XP_023614268.1
OG0000323	XP_040585130.1, XP_040585127.1, XP_040585132.1, XP_040585129.1, XP_040585131.1, XP_040585133.1, XP_040589415.1	XP_006096880.1, XP_006085581.1
OG0000325	XP_005067507.1, XP_012967170.1	XP_023605161.1, XP_006102795.1, XP_014323574.1
OG0000326	XP_040587435.1, XP_040587434.1	XP_006088264.1
OG0000327	XP_040605588.1, XP_040605587.1, XP_012973145.1, XP_012973146.1	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1
OG0000328	XP_005085541.1	XP_023600221.1, XP_014301052.1, XP_006103215.1
OG0000329	XP_005081557.1	XP_006097949.1, XP_014319084.1
OG0000329	XP_021086614.1	XP_023612835.1, XP_006092598.1, XP_006092599.1
OG0000330	XP_012976524.1, XP_012976522.1, XP_040596347.1, XP_005080890.1, XP_012976525.1	XP_023615111.1
OG0000331	XP_012978889.1	XP_006087314.1
OG0000331	XP_040600017.1	XP_014311192.1
OG0000332	XP_012981734.1, XP_005087558.1	XP_006088772.1
OG0000333	XP_040596239.1, XP_040596238.1, XP_040596237.1, XP_040596236.1	XP_023602710.1
OG0000334	XP_040585657.1	XP_006104614.1
OG0000334	XP_040585659.1	XP_006104615.1
OG0000335	XP_005077575.1	XP_023603981.1
OG0000336	XP_005077635.2	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1
OG0000337	XP_005066467.1	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1
OG0000339	XP_005076620.1	XP_023612828.1
OG0000339	XP_040595445.1	XP_006107030.1
OG0000339	XP_021086321.1	XP_023613150.1
OG0000340	XP_005086612.1	XP_023616340.1
OG0000341	XP_012981857.2	XP_006083628.1
OG0000342	XP_005082309.1	XP_006107287.1
OG0000343	XP_040605945.1, XP_012968926.1, XP_012968927.1	XP_023614824.1
OG0000344	XP_005082205.1	XP_006091194.1
OG0000345	XP_012974402.1	XP_014305768.1
OG0000346	XP_005076681.1, XP_005076672.1, NP_001268559.1, XP_005076679.1, XP_021086634.2, XP_005076670.1	XP_014314516.1
OG0000347	XP_005075748.1	XP_006089702.1
OG0000347	XP_012971345.1	XP_006109363.3
OG0000348	XP_040608796.1, XP_040608793.1, XP_040608794.1, XP_005082615.1, XP_040608797.1	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1
OG0000349	XP_040605828.1, XP_040605827.1	XP_006092244.1
OG0000349	XP_040596107.1	XP_006107755.1
OG0000350	XP_040603956.1, XP_040603988.1, XP_040603987.1	XP_014316535.1, XP_006095017.1
OG0000351	XP_040586391.1	XP_023606682.1
OG0000352	XP_040591184.1, XP_005139346.3, XP_040591183.1	XP_014314774.1, XP_014305282.1, XP_006092976.2, XP_006092973.1, XP_006081605.1, XP_006093800.1, XP_006084991.1, XP_023613061.1
OG0000352	XP_012981977.3, XP_040591171.1, XP_040591177.1	XP_006092974.1
OG0000353	XP_040613463.1, XP_040585190.1, XP_040588024.1, XP_040606830.1, XP_040606829.1	XP_014314751.1
OG0000354	XP_021087227.1	XP_006097623.1
OG0000355	XP_012967487.1, XP_021081743.1, XP_040606505.1, XP_012967489.1, XP_040606504.1, XP_012967488.1	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1
OG0000356	XP_012970700.1, XP_021084297.1, XP_021084296.1, XP_012970697.1	XP_014307622.1, XP_014307624.1, XP_006084732.1
OG0000357	XP_040600357.1, XP_040600358.1, XP_040600355.1, XP_040600354.1, XP_040600356.1	XP_006084725.1
OG0000359	XP_040588022.1	XP_006104659.1
OG0000359	XP_040588023.1, XP_040588021.1	XP_006104657.1, XP_006104658.1
OG0000360	XP_005064379.1	XP_014303560.2
OG0000360	XP_040609452.1	XP_023601824.1
OG0000360	XP_040609472.1	XP_023601825.1
OG0000361	XP_005064660.1, XP_012976231.1, XP_005065086.1, XP_005064663.1, XP_005064662.1, XP_012974675.1, XP_012974685.1	XP_006092122.1, XP_014313941.1
OG0000362	XP_040590107.1	XP_006107948.3, XP_006085256.1
OG0000362	XP_040584293.1	XP_006084552.1
OG0000363	XP_005074368.2, XP_040613075.1, XP_005074367.1	XP_006096177.1
OG0000364	XP_012974960.1, XP_021087798.1	XP_014320383.1, XP_014320382.1, XP_006099441.1
OG0000365	XP_040607899.1, XP_040607897.1, XP_040607894.1, XP_040607896.1, XP_040607895.1, XP_040607898.1	XP_006107952.1, XP_014306059.2
OG0000366	XP_040596630.1, XP_040596628.1, XP_040596633.1	XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1
OG0000367	XP_005069842.1	XP_006108461.3
OG0000368	XP_040613267.1, XP_040613266.1, XP_005075163.1	XP_006091144.1
OG0000370	XP_040587269.1, XP_040611180.1, XP_040606260.1	XP_023605041.1, XP_014311907.1
OG0000371	XP_040601309.1	XP_023599400.1
OG0000372	XP_040593482.1	XP_006089092.1
OG0000373	XP_012977690.1, XP_005082365.3	XP_023599457.1, XP_014323137.1
OG0000374	XP_040589001.1, XP_005084660.1, XP_040589002.1	XP_006089569.1, XP_006089567.1, XP_006089568.1
OG0000375	XP_021085858.1, NP_001268509.1	XP_006085555.1, XP_023606942.1
OG0000376	XP_040588239.1, XP_040588238.1, XP_040588241.1, XP_040588240.1, XP_021083156.1	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1
OG0000379	XP_040613255.1	XP_006094619.1
OG0000381	XP_040589283.1, XP_040589282.1	XP_023613911.1
OG0000381	XP_012971224.2, XP_040586872.1, XP_040595087.1	XP_014323083.1, XP_006093870.1, XP_014302772.1
OG0000382	XP_040605626.1, XP_040605625.1	XP_006108130.1
OG0000385	XP_021091951.1	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1
OG0000386	XP_040584865.1	XP_014323271.1
OG0000387	XP_040584991.1, XP_040584988.1, XP_040584989.1, XP_040584990.1, XP_040584987.1, XP_040610932.1	XP_006084089.1
OG0000388	XP_040585662.1, XP_040585660.1, XP_040585661.1	XP_006106965.1
OG0000389	XP_040587572.1, XP_040587430.1, XP_040587432.1, XP_040586980.1, XP_040587390.1	XP_023602467.1
OG0000390	XP_040595033.1, XP_040595030.1, XP_040595032.1	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1
OG0000391	XP_005084060.2	XP_006087007.1, XP_023608251.1
OG0000392	XP_021084221.2, XP_040593028.1	XP_006098635.1
OG0000392	XP_040610564.1, XP_040598407.1	XP_023619844.1
OG0000393	XP_040605479.1	XP_006099009.1, XP_014319997.1, XP_006099010.1
OG0000394	XP_040610970.1, XP_040610971.1, XP_040610972.1	XP_014307074.2
OG0000395	XP_040591119.1	XP_006085466.1
OG0000396	XP_040601895.1	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1
OG0000398	XP_040602333.1, XP_040611636.1	XP_023619689.1
OG0000399	XP_040599392.1, XP_040599390.1	XP_006084357.1
OG0000400	XP_040609767.1, XP_040609768.1	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1
OG0000401	XP_040601357.1	XP_006083286.1
OG0000402	XP_021088572.2	XP_006083250.1
OG0000402	XP_005065243.1	XP_023601131.1
OG0000402	XP_021088536.1	XP_023601100.1
OG0000405	XP_012976808.1, XP_005081252.1, XP_012976809.1	XP_006082947.1, XP_023620135.1
OG0000407	XP_040605436.1, XP_040605435.1, XP_040605437.1	XP_014316176.2
OG0000407	XP_005075884.1, XP_021086169.1	XP_023599972.1
OG0000408	XP_040610214.1, XP_040610218.1	XP_006101374.1
OG0000409	XP_012981696.1, XP_005087523.1	XP_006094632.1, XP_006094629.1, XP_006094715.1
OG0000410	XP_040603946.1, XP_040603944.1	XP_006107915.3, XP_014302818.1
OG0000411	XP_005076539.1	XP_014310731.1
OG0000412	XP_005078467.1	XP_023619410.1
OG0000413	XP_040609606.1, XP_040609601.1, XP_040609612.1, XP_005064395.2	XP_006106089.1, XP_014303555.1, XP_006106087.1
OG0000414	XP_040607582.1	XP_006093991.1
OG0000415	XP_040602516.1	XP_023619647.1
OG0000416	XP_012978733.1	XP_023604903.1
OG0000417	XP_005085099.1	XP_006088102.1, XP_014310822.1
OG0000418	NP_001268619.1, XP_012979900.1	XP_023609056.1
OG0000419	XP_005078156.1, XP_040584655.1, XP_040584635.1, XP_040584639.1	XP_006090572.2
OG0000421	XP_012975280.1, XP_005079115.1, XP_012975279.1, XP_040586841.1	XP_014317484.1, XP_014317483.1, XP_023615671.1
OG0000422	XP_040593715.1, XP_040593716.1	XP_006098865.1
OG0000423	XP_040588818.1	XP_023610210.1
OG0000424	XP_040587996.1	XP_023620045.1
OG0000425	XP_040608149.1	XP_023618419.1
OG0000427	XP_040596866.1, XP_040599687.1, XP_040596867.1, XP_040599771.1, XP_005082825.1	XP_006083036.1
OG0000428	XP_012972609.2, NP_001268752.1	XP_006109511.1, XP_006108444.1, XP_006097131.1, XP_006097076.1, XP_023616605.1, XP_023616607.1, XP_023616608.1
OG0000431	XP_040610317.1, XP_040610311.1	XP_014301212.1
OG0000432	XP_040606111.1	XP_014305634.1, XP_023604523.1, XP_014305636.1
OG0000432	XP_005073039.1	XP_023605841.1, XP_023605840.1, XP_023605843.1, XP_014307213.1, XP_023605842.1
OG0000433	XP_040588203.1, XP_040588181.1, XP_040588135.1	XP_006108732.1, XP_006105636.1, XP_006107020.1, XP_014305234.1, XP_014305524.1, XP_006108279.1, XP_023602019.1, XP_006107571.1, XP_006106592.1, XP_006105637.1, XP_014303189.1, XP_006107018.1, XP_023603117.1, XP_014305270.2, XP_023603118.1, XP_014303989.1
OG0000435	XP_040612869.1, XP_005072145.1, XP_040612874.1, XP_040612880.1	XP_014310029.1
OG0000436	XP_005080616.1	XP_006087869.1, XP_006084738.2
OG0000437	XP_040590586.1, XP_005086370.1	XP_014303624.1, XP_014303626.1
OG0000438	XP_005071954.1	XP_023609911.1
OG0000438	XP_040589231.1	XP_006107437.1
OG0000439	XP_040611520.1, XP_021083842.1, XP_021083843.1, XP_040611519.1, XP_040611518.1	XP_023600324.1
OG0000440	XP_005072818.2	XP_006083093.1, XP_006096080.1
OG0000441	XP_040605721.1, XP_005070180.1, XP_040605720.1, XP_040605724.1, XP_012968644.1, XP_040605723.1, XP_040605725.1, XP_040605728.1, XP_040605722.1, XP_040605719.1, XP_040605726.1, XP_021082847.1, XP_040605727.1	XP_006105293.1, XP_023602070.1, XP_006105292.1, XP_006105294.1, XP_006105289.1
