Orthogroup	Mesocricetus_auratus	Echinops_telfairi
OG0000184	XP_040596285.1	XP_004712167.1, XP_045143405.1
OG0000188	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1	XP_004717519.1
OG0000188	XP_005087317.1, NP_001268632.1	XP_004717089.1
OG0000189	XP_040589293.1	XP_004716487.1
OG0000189	XP_005077794.1, XP_012974315.1, XP_005077795.1	XP_004713449.2, XP_012862326.2
OG0000190	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1	XP_004700763.1
OG0000191	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1	XP_004702068.1
OG0000192	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1	XP_045146436.1
OG0000193	XP_005072532.1	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1
OG0000196	XP_005065122.1	XP_004715008.1
OG0000196	XP_005065119.1	XP_004714956.2
OG0000197	XP_040584410.1	XP_004711661.1
OG0000198	XP_040591376.1	XP_045148276.1
OG0000199	XP_040589745.1, XP_005084208.1, XP_012979099.1	XP_004715690.1
OG0000200	XP_005081978.1, XP_040607618.1, XP_040607622.1, XP_040607624.1, XP_040607620.1, XP_040607623.1, XP_040607619.1, XP_040607621.1	XP_004699644.1
OG0000201	XP_040605792.1, XP_040603999.1, XP_040605708.1	XP_045155407.1
OG0000203	XP_040601237.1	XP_004703894.1
OG0000205	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1	XP_012863033.1
OG0000206	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1	XP_004704090.1
OG0000207	XP_005070704.1	XP_004701621.1
OG0000208	XP_012977752.1, XP_021089992.1, XP_040600454.1	XP_004710162.1
OG0000209	XP_005086807.1, XP_040590168.1	XP_012863468.1, XP_012863470.1
OG0000210	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2	XP_004711639.1, XP_004711637.2, XP_004711638.1
OG0000211	XP_040587833.1, XP_005082621.2, XP_040608770.1	XP_004702940.1
OG0000211	XP_021091337.1, XP_005084664.1	XP_004698023.1
OG0000212	XP_012967002.1	XP_012860591.1, XP_004697268.1
OG0000213	XP_012968153.1	XP_004715363.2
OG0000214	XP_040598014.1	XP_045155180.1
OG0000214	XP_005065724.1	XP_045141138.1
OG0000215	XP_040596764.1, XP_040597051.1, XP_040597064.1, XP_040597065.1, XP_040597052.1, XP_040597018.1, XP_040597024.1, XP_040597063.1, XP_040596973.1, XP_040596972.1, XP_040596763.1, XP_040597028.1, XP_040589729.1, XP_040597267.1, XP_040591743.1, XP_040589728.1, XP_040592735.1, XP_040597151.1, XP_040592766.1, XP_040592762.1, XP_040592760.1, XP_040596976.1, XP_040592761.1, XP_040589730.1, XP_040592763.1, XP_040592764.1, XP_040592737.1, XP_040596842.1, XP_040590600.1, XP_040606117.1	XP_045155743.1
OG0000217	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1
OG0000219	XP_040601564.1, XP_021088134.1, XP_040601565.1, XP_040601566.1	XP_004701509.1
OG0000221	XP_005065051.1	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1
OG0000222	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1	XP_045148545.1, XP_004710388.1
OG0000224	XP_012971325.1	XP_004699881.1
OG0000226	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1	XP_045146536.1, XP_004711258.1, XP_004711259.1
OG0000227	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1	XP_045151206.1, XP_045151207.1, XP_045151208.1
OG0000228	XP_005082288.1	XP_045150280.1
OG0000230	XP_040586600.1, XP_005084993.1	XP_004696084.1
OG0000230	XP_012975719.1	XP_004705056.1
OG0000231	XP_012966964.2	XP_004697263.2
OG0000232	XP_012976797.1	XP_045153763.1
OG0000233	XP_040602155.1	XP_004709482.1
OG0000234	XP_040612862.1, XP_040596815.1, XP_040597109.1, XP_040612816.1, XP_040612805.1, XP_040612793.1, XP_040612857.1, XP_040612778.1	XP_004717186.3, XP_004717187.3
OG0000235	XP_005063914.1	XP_045139695.1, XP_030743238.1, XP_045143465.1
OG0000236	XP_040597569.1	XP_004703056.1
OG0000237	XP_040585169.1	XP_012860584.1
OG0000237	XP_040603919.1	XP_045139982.1
OG0000238	XP_005079745.2	XP_004700648.1
OG0000238	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1	XP_004700900.1, XP_004700898.1, XP_004700901.1
OG0000239	XP_005065056.1	XP_004708542.1
OG0000241	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1	XP_004708533.1, XP_030741665.1
OG0000243	XP_012969716.1	XP_045144551.1
OG0000244	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1	XP_004714344.1
OG0000244	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1	XP_045141878.1, XP_045141871.1
OG0000245	XP_012981112.1, XP_040589848.1	XP_004718110.1
OG0000245	XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1	XP_004710517.1
OG0000246	NP_001268549.1	XP_004702333.2, XP_045145799.1
OG0000248	XP_005073918.1	XP_004713142.1, XP_004712142.1
OG0000249	XP_021090361.2, XP_040596392.1, XP_005083144.1	XP_004714011.1
OG0000249	XP_005083145.1	XP_004714013.1, XP_004714014.1
OG0000251	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1	XP_004704148.1
OG0000252	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1	XP_004701760.1
OG0000253	XP_040592982.1, XP_040591665.1, XP_040592742.1, XP_040592592.1, XP_040584029.1, XP_040594994.1, XP_040610490.1	XP_045142539.1, XP_045139880.1
OG0000254	XP_005079257.2, XP_040591232.1, XP_005079196.3, XP_040591285.1, XP_040591280.1, XP_040591237.1, XP_040591263.1, XP_040591239.1, XP_012975350.1, NP_001268598.1	XP_012860652.1
OG0000256	XP_012979581.1	XP_004710512.1
OG0000257	XP_040589307.1, XP_005075790.2, XP_005075832.2	XP_045146872.1, XP_004716465.1
OG0000257	XP_005075783.1	XP_004716491.1
OG0000257	XP_005075789.1	XP_030741696.1
OG0000258	XP_005066133.1	XP_012863806.1
OG0000259	XP_012975999.1, XP_005065099.1	XP_004717914.1
OG0000260	XP_005065066.1, XP_005065067.1, XP_005065068.3	XP_004708441.1
OG0000261	XP_012975232.1	XP_004708430.1, XP_004708432.1
OG0000262	XP_005074208.1, XP_005074157.1	XP_004717558.1, XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1	XP_004698837.1
OG0000265	XP_005072399.1	XP_004710841.1
OG0000266	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2	XP_012861602.1
OG0000267	XP_040607062.1	XP_045145499.1
OG0000268	XP_040606212.1, XP_005073890.1, XP_040606217.1, XP_040606291.1, XP_040607371.1, XP_040606214.1, XP_012971621.1	XP_004713175.1, XP_004711378.1, XP_004713162.1
OG0000270	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1	XP_004713418.1
OG0000272	XP_005077023.1, XP_005077025.1	XP_030743938.1, XP_030743939.1
OG0000272	XP_005077022.1	XP_004707017.1, XP_004707401.1
OG0000273	XP_005080498.2, XP_040587146.1	XP_045140312.1, XP_012860906.1
OG0000274	NP_001268267.1	XP_004707033.1
OG0000274	XP_005076991.1	XP_004707034.1
OG0000275	XP_005081267.1	XP_012863543.2
OG0000275	XP_005073001.1	XP_012861120.1
OG0000276	XP_005077632.2, XP_040607378.1	XP_004696921.2
OG0000277	XP_005065022.1, XP_040600858.1, XP_005065021.2, XP_040600909.1	XP_045147049.1
OG0000278	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1	XP_004696714.1
OG0000279	XP_012975872.1, XP_005080032.1	XP_004705599.1
OG0000280	XP_040604600.1, XP_040604602.1, XP_040604601.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000281	XP_005083992.1	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1
OG0000282	XP_040594351.1	XP_012860079.2
OG0000282	XP_040598932.1	XP_045152787.1, XP_004706475.1
OG0000283	XP_040611635.1, XP_012981141.3, XP_040611598.1, XP_005086746.1	XP_004712585.1
OG0000284	XP_021087018.2, XP_005077510.1, XP_012974046.2, XP_040589329.1	XP_004717454.1, XP_004717455.1, XP_004717456.1
OG0000286	XP_040589341.1, XP_005087519.1	XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	XP_040596957.1	XP_004698901.1
OG0000287	XP_040591719.1, XP_040591718.1, XP_040591695.1	XP_012859205.1
OG0000288	XP_005065058.1	XP_004708544.2
OG0000288	XP_005064640.1	XP_004708543.2
OG0000288	XP_012974525.1	XP_004708541.1
OG0000288	XP_040601662.1	XP_004708529.1
OG0000289	XP_021082445.1, XP_040586144.1	XP_045139512.1
OG0000289	XP_005069340.2, XP_040586138.1	XP_012862752.1
OG0000290	XP_040596414.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_012968853.1	XP_045155421.1
OG0000292	XP_040603080.1	XP_045139939.1
OG0000293	XP_040607392.1, XP_040607393.1, XP_040607390.1, XP_040607394.1, XP_040607389.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	XP_040603583.1	XP_030743531.2
OG0000295	XP_040588842.1	XP_045151430.1
OG0000295	XP_005066828.1	XP_045141048.1
OG0000296	XP_005077255.1, XP_005077254.1	XP_045153427.1
OG0000297	XP_021079303.1	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1
OG0000298	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1	XP_045144106.1, XP_004697962.1
OG0000300	XP_012976328.1, XP_040600905.1, XP_005065069.1	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	XP_005074143.1	XP_012864009.1, XP_012864010.1
OG0000301	XP_021085137.1	XP_004717526.1
OG0000301	XP_005074201.1	XP_004717546.2, XP_012864013.2
OG0000302	XP_040600830.1, XP_005064652.1, XP_005064651.1, XP_005065081.1, XP_005064655.2, XP_012975805.1, XP_012975876.1, XP_005065073.2	XP_004708560.2
OG0000304	XP_012965882.2	XP_045145760.1
OG0000306	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1	XP_004699612.1
OG0000307	XP_040600288.1	XP_045154607.1, XP_045149778.1, XP_030743176.2
OG0000308	XP_021089063.1, XP_040603097.1	XP_004706369.1
OG0000308	XP_040600250.1	XP_004717692.1
OG0000309	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1	XP_012859090.1
OG0000310	XP_040597026.1, XP_040597137.1, XP_040584489.1	XP_004702866.1
OG0000311	XP_021083875.1, XP_021083874.1	XP_030740322.2
OG0000311	XP_021083880.1	XP_004708212.1
OG0000312	XP_040604259.1, XP_040604256.1, XP_012970606.1	XP_045153123.1
OG0000313	XP_005067326.2, XP_040608724.1	XP_004711516.1
OG0000313	XP_040608726.1	XP_012862389.2
OG0000314	XP_040610560.1, XP_005086015.1, XP_040610559.1, XP_021078599.1	XP_045150916.1, XP_004708649.1
OG0000314	XP_012974503.1	XP_045146715.1, XP_004717828.1
OG0000315	XP_040600477.1, XP_021090371.2, XP_040600479.1, XP_012978242.2, XP_040600476.1, XP_040600377.1, XP_040600378.1	XP_012861971.2, XP_012864082.2
OG0000316	XP_005086961.2	XP_004717647.2
OG0000318	XP_005067639.2	XP_045151004.1
OG0000319	XP_040598899.1	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1
OG0000320	XP_040584032.1, XP_040584031.1, XP_040584033.1	XP_045150579.1, XP_004702113.2
OG0000321	XP_012979642.1, XP_005084819.1	XP_045148562.1
OG0000321	XP_040600390.1	XP_045154514.1
OG0000322	XP_005086480.1	XP_004699810.1, XP_045148732.1, XP_004698816.3
OG0000322	XP_005071796.1	XP_004712675.1
OG0000323	XP_005079554.1	XP_004705077.1
OG0000323	XP_040585130.1, XP_040585127.1, XP_040585132.1, XP_040585129.1, XP_040585131.1, XP_040585133.1, XP_040589415.1	XP_004696385.1
OG0000324	XP_021081837.1, XP_012967620.1, XP_021081834.1, XP_040599340.1, XP_012967621.1	XP_004700256.1, XP_045144074.1
OG0000325	XP_005067507.1, XP_012967170.1	XP_004716238.1, XP_045149401.1
OG0000326	XP_040587435.1, XP_040587434.1	XP_004705625.1, XP_045141816.1
OG0000327	XP_040605588.1, XP_040605587.1, XP_012973145.1, XP_012973146.1	XP_004707505.1
OG0000328	XP_005085541.1	XP_004713324.1, XP_045144518.1
OG0000329	XP_005081557.1	XP_045142641.1
OG0000329	XP_021086614.1	XP_004699239.1
OG0000330	XP_012976524.1, XP_012976522.1, XP_040596347.1, XP_005080890.1, XP_012976525.1	XP_045150572.1
OG0000331	XP_012978889.1	XP_045143332.1
OG0000331	XP_040600017.1	XP_012861945.2
OG0000332	XP_012981734.1, XP_005087558.1	XP_045144623.1
OG0000333	XP_040596239.1, XP_040596238.1, XP_040596237.1, XP_040596236.1	XP_045153367.1
OG0000334	XP_005078574.1, XP_040585657.1	XP_004716840.1
OG0000334	XP_040585659.1	XP_045146284.1
OG0000335	XP_005077575.1	XP_004701257.1
OG0000336	XP_005077635.2	XP_045150973.1, XP_004708679.1
OG0000337	XP_005066467.1	XP_004700030.1, XP_045153994.1
OG0000339	XP_005076620.1	XP_004699228.1
OG0000339	XP_040595445.1	XP_045153338.1, XP_045153339.1, XP_004715213.1
OG0000340	XP_012967645.1, XP_040598301.1	XP_004698883.1
OG0000340	XP_005086612.1	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1
OG0000341	XP_012981857.2	XP_045143010.1
OG0000342	XP_005075729.2	XP_004702257.1
OG0000343	XP_040605945.1, XP_012968926.1, XP_012968927.1	XP_045155630.1
OG0000344	XP_005082205.1	XP_004712655.3
OG0000345	XP_012974402.1	XP_045141257.1, XP_045141731.1
OG0000347	XP_005075748.1	XP_004716445.2
OG0000347	XP_012971345.1	XP_045154096.1, XP_045154095.1, XP_004699846.1
OG0000348	XP_040608796.1, XP_040608793.1, XP_040608794.1, XP_005082615.1, XP_040608797.1	XP_045152137.1
OG0000349	XP_040605828.1, XP_040605827.1	XP_004707315.1
OG0000349	XP_040596107.1	XP_004704213.2
OG0000350	XP_040603956.1, XP_040603988.1, XP_040603987.1	XP_030743956.1
OG0000351	XP_040586391.1	XP_004697732.1
OG0000353	XP_005073455.1	XP_045139944.1, XP_045148072.1
OG0000353	XP_040613463.1, XP_040585190.1, XP_040588024.1, XP_040606830.1, XP_040606829.1	XP_045143303.1
OG0000354	XP_021087227.1	XP_045139633.1, XP_004716313.1
OG0000355	XP_012967487.1, XP_021081743.1, XP_040606505.1, XP_012967489.1, XP_040606504.1, XP_012967488.1	XP_045140562.1
OG0000356	XP_012970700.1, XP_021084297.1, XP_021084296.1, XP_012970697.1	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1
OG0000357	XP_040600357.1, XP_040600358.1, XP_040600355.1, XP_040600354.1, XP_040600356.1	XP_045146532.1
OG0000359	XP_040588022.1	XP_045148754.1, XP_045148755.1, XP_004711769.1
OG0000359	XP_040588023.1, XP_040588021.1	XP_004711771.1
OG0000360	XP_005064379.1	XP_004706067.1
OG0000360	XP_040609452.1	XP_012860898.1
OG0000360	XP_040609472.1	XP_045140728.1
OG0000361	XP_005064660.1, XP_012976231.1, XP_005065086.1, XP_005064663.1, XP_005064662.1, XP_012974675.1, XP_012974685.1	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1
OG0000362	XP_040584293.1	XP_004698461.1, XP_045141295.1, XP_045141296.1
OG0000363	XP_005074368.2, XP_040613075.1, XP_005074367.1	XP_004699690.1, XP_004699691.1, XP_004699689.3
OG0000364	XP_012974960.1, XP_021087798.1	XP_045149720.1, XP_045149721.1, XP_004704908.1
OG0000365	XP_040607899.1, XP_040607897.1, XP_040607894.1, XP_040607896.1, XP_040607895.1, XP_040607898.1	XP_004699626.1
OG0000366	XP_040596630.1, XP_040596628.1, XP_040596633.1	XP_004698982.1, XP_004698983.1
OG0000367	XP_005069842.1	XP_045155928.1, XP_004709270.1
OG0000368	XP_040613267.1, XP_040613266.1, XP_005075163.1	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1
OG0000369	XP_040606264.1, XP_040606263.1, XP_012974134.2, XP_040606265.1	XP_004697283.1
OG0000370	XP_040587269.1, XP_040611180.1, XP_040606260.1	XP_045152628.1
OG0000371	XP_040601309.1	XP_004703983.2
OG0000371	XP_040602602.1, XP_021090275.1, XP_005083009.1, XP_040602604.1, XP_040602603.1	XP_045142300.1
OG0000372	XP_040593482.1	XP_045145855.1
OG0000373	XP_012977690.1, XP_005082365.3	XP_004708719.2
OG0000374	XP_040589001.1, XP_005084660.1, XP_040589002.1	XP_004698026.1
OG0000375	XP_021085858.1, NP_001268509.1	XP_004714888.1, XP_045149970.1, XP_045149971.1
OG0000376	XP_040588239.1, XP_040588238.1, XP_040588241.1, XP_040588240.1, XP_021083156.1	XP_004696957.1
OG0000379	XP_040613255.1	XP_012863887.1
OG0000381	XP_040589283.1, XP_040589282.1	XP_004711643.1
OG0000381	XP_012971224.2, XP_040586872.1, XP_040595087.1	XP_012863347.1, XP_012862278.1
OG0000382	XP_040605626.1, XP_040605625.1	XP_012861252.1
OG0000383	XP_005077667.1	XP_004697285.1, XP_004696923.1, XP_004697284.1
OG0000384	XP_005074161.2, XP_040589534.1	XP_004717561.1, XP_004717523.1
OG0000385	XP_021091951.1	XP_045148245.1
OG0000386	XP_040584865.1	XP_045141075.1
OG0000387	XP_040584991.1, XP_040584988.1, XP_040584989.1, XP_040584990.1, XP_040584987.1, XP_040610932.1	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1
OG0000388	XP_040585662.1, XP_040585660.1, XP_040585661.1	XP_004712835.1, XP_045139530.1
OG0000390	XP_040595033.1, XP_040595030.1, XP_040595032.1	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1
OG0000391	XP_005084060.2	XP_004699106.1, XP_045143691.1
OG0000392	XP_021084221.2, XP_040593028.1	XP_012861978.1, XP_004710853.1
OG0000392	XP_040610564.1, XP_040598407.1	XP_004698853.1
OG0000393	XP_040605479.1	XP_045155285.1
OG0000394	XP_040610970.1, XP_040610971.1, XP_040610972.1	XP_004700440.1
OG0000395	XP_040591119.1	XP_045144881.1
OG0000396	XP_040601895.1	XP_045146974.1
OG0000398	XP_040598840.1	XP_045140438.1
OG0000398	XP_040602333.1, XP_040611636.1	XP_045145417.1, XP_045142204.1, XP_045151680.1, XP_045155313.1, XP_030742015.2
OG0000398	XP_040606282.1, XP_040612147.1, XP_040596967.1, XP_040596968.1	XP_045146779.1, XP_045146992.1, XP_045154118.1, XP_045140475.1
OG0000399	XP_040599392.1, XP_040599390.1	XP_004713829.1
OG0000400	XP_040609767.1, XP_040609768.1	XP_004711455.1
OG0000401	XP_040601357.1	XP_012860439.1
OG0000402	XP_021088572.2	XP_045153955.1
OG0000402	XP_005065243.1	XP_045154872.1
OG0000402	XP_021088536.1	XP_004703823.1
OG0000405	XP_012976808.1, XP_005081252.1, XP_012976809.1	XP_004716727.1, XP_045152935.1
OG0000407	XP_040605436.1, XP_040605435.1, XP_040605437.1	XP_004707097.1
OG0000407	XP_005075884.1, XP_021086169.1	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1
OG0000408	XP_040610214.1, XP_040610218.1	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1
OG0000410	XP_040603946.1, XP_040603944.1	XP_004706920.2
OG0000411	XP_005076539.1	XP_004711109.1, XP_004711110.2, XP_004711111.2
OG0000412	XP_005078467.1	XP_004716026.1
OG0000413	XP_040609606.1, XP_040609601.1, XP_040609612.1, XP_005064395.2	XP_004705701.1
OG0000414	XP_040607582.1	XP_045148031.1
OG0000415	XP_040598945.1, XP_005077076.1	XP_004699017.2
OG0000416	XP_012978733.1	XP_012863146.1
OG0000417	XP_005085099.1	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1
OG0000418	NP_001268619.1, XP_012979900.1	XP_004711007.2, XP_045152532.1, XP_045152531.1
OG0000419	XP_005078156.1, XP_040584655.1, XP_040584635.1, XP_040584639.1	XP_012861393.1, XP_030741143.2, XP_045144867.1
OG0000420	XP_005067939.1	XP_004697289.1
OG0000421	XP_012975280.1, XP_005079115.1, XP_012975279.1, XP_040586841.1	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1
OG0000422	XP_040593715.1, XP_040593716.1	XP_004711934.1
OG0000423	XP_040588818.1	XP_045151155.1
OG0000425	XP_040608149.1	XP_045147494.1
OG0000426	XP_040609408.1	XP_004701599.1
OG0000427	XP_040596866.1, XP_040599687.1, XP_040596867.1, XP_040599771.1, XP_005082825.1	XP_045146160.1, XP_045152921.1
OG0000428	XP_012972609.2, NP_001268752.1	XP_004707626.1
OG0000431	XP_040610317.1, XP_040610311.1	XP_045141420.1
OG0000432	XP_040606111.1	XP_004709160.1
OG0000432	XP_005073039.1	XP_004713822.1
OG0000433	XP_040588203.1, XP_040588181.1, XP_040588135.1	XP_045150825.1
OG0000435	XP_040613355.1, XP_040612869.1, XP_005072145.1, XP_040612874.1, XP_040612880.1	XP_004699507.1, XP_045147700.1, XP_004699508.2
OG0000436	XP_005080616.1	XP_004711262.1, XP_012859201.1
OG0000437	XP_040590586.1, XP_005086370.1	XP_045148798.1
OG0000438	XP_005071954.1	XP_045140639.1
OG0000438	XP_040589231.1	XP_030744930.1
OG0000439	XP_040611520.1, XP_021083842.1, XP_021083843.1, XP_040611519.1, XP_040611518.1	XP_004709879.1, XP_045150196.1
OG0000440	XP_005072818.2	XP_045143961.1, XP_004699053.1
OG0000441	XP_040605721.1, XP_005070180.1, XP_040605720.1, XP_040605724.1, XP_012968644.1, XP_040605723.1, XP_040605725.1, XP_040605728.1, XP_040605722.1, XP_040605719.1, XP_040605726.1, XP_021082847.1, XP_040605727.1	XP_045155907.1
