Orthogroup	Mesocricetus_auratus	Canis_lupus_familiaris
OG0000139	XP_012966997.1, XP_040604645.1, XP_021081513.1, XP_021081512.1, XP_012966996.1, XP_012966991.1, XP_012966995.1, XP_012966994.1, XP_012966990.1	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1
OG0000142	XP_005078668.1, XP_021087797.1, XP_012974904.1	XP_038386907.1
OG0000143	XP_040602219.1, XP_040600743.1	XP_038427721.1
OG0000144	XP_040602345.1	XP_038427434.1
OG0000145	XP_040601513.1, XP_040601471.1, XP_040601448.1, XP_040601475.1, XP_040601461.1, XP_040601506.1, XP_040601487.1, XP_040601429.1, XP_040601454.1, XP_040601443.1, XP_040601434.1, XP_040601477.1, XP_040601494.1, XP_040601500.1	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1
OG0000146	XP_012965929.1, XP_021080520.1, XP_005066248.1	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1
OG0000147	NP_001268484.1, XP_040592907.1, XP_021087628.1, NP_001268508.1	NP_001243464.1, NP_001002945.2
OG0000148	XP_040591721.1, XP_040597273.1, XP_040597140.1, XP_005087543.2	NP_001375983.1
OG0000149	XP_040590635.1	XP_038384701.1
OG0000149	XP_040594233.1	XP_038442297.1
OG0000149	XP_005076578.1	NP_001376153.1
OG0000149	XP_040594544.1	XP_038442287.1
OG0000150	XP_005076240.1, XP_005078720.2, XP_012973285.2, XP_040592500.1, XP_040592499.1, XP_040592504.1, XP_040592552.1, XP_040592498.1, NP_001297488.1, XP_040596812.1, XP_040596798.1, XP_040592497.1, XP_005076235.1, XP_012981989.3, XP_040592495.1	XP_038394660.1
OG0000151	XP_005077129.1	XP_038404025.1, XP_038404026.1
OG0000151	XP_005077002.1	XP_038402080.1
OG0000153	XP_040610211.1, XP_040610584.1	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1
OG0000157	XP_005074597.1, XP_012972156.1, XP_012972155.1, XP_012972153.1	XP_038428800.1, XP_038428799.1
OG0000157	XP_005073762.1	XP_038413304.1, NP_001184045.1, XP_038394106.1
OG0000158	XP_040608279.1, XP_040612148.1	NP_001239215.1
OG0000158	XP_040588033.1	XP_038442421.1
OG0000158	XP_040605485.1	XP_038445525.1
OG0000159	XP_005076801.1, XP_005076802.1	NP_001375698.1
OG0000159	XP_005076805.1, XP_012973642.1, XP_005076803.1, XP_005076804.2, XP_040606230.1, XP_005076807.3, XP_005076806.2, XP_040606233.1, XP_040606232.1	XP_038438398.1, NP_001375903.1
OG0000160	XP_040586725.1	XP_038439966.1, XP_038437043.1
OG0000160	XP_012969172.1	XP_038394772.1
OG0000160	XP_021091282.1	XP_038414942.1
OG0000161	XP_040593271.1, XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1, XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1, XP_040593268.1, XP_012969603.1, XP_005071276.1, XP_012969602.1	XP_038417674.1
OG0000162	XP_040599624.1, XP_040599671.1, XP_021079285.1, XP_012970942.1, XP_040599672.1	NP_001002986.1
OG0000163	XP_040590656.1	NP_001070704.1
OG0000163	XP_040590680.1	NP_001003125.1
OG0000164	XP_040597344.1	XP_038383207.1
OG0000165	XP_012979986.1	XP_038385822.1
OG0000166	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1
OG0000167	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1
OG0000168	XP_040610240.1	XP_038437167.1
OG0000168	XP_040593032.1	XP_038427261.1
OG0000170	XP_021086104.1	NP_001300719.1
OG0000171	XP_005065871.1	XP_038381974.1
OG0000172	XP_021078569.1	XP_038435243.1
OG0000172	XP_040614120.1, XP_040614119.1	XP_038382293.1
OG0000172	XP_005074616.1	XP_038428877.1
OG0000173	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1
OG0000175	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1
OG0000176	XP_040602874.1	XP_038419102.1
OG0000176	XP_005063858.1	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1
OG0000177	XP_012972115.1, XP_005064346.1, XP_040608718.1	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1
OG0000178	XP_040606959.1	XP_038439600.1
OG0000179	XP_005086645.1	XP_038381597.1
OG0000179	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1	NP_001006653.1
OG0000180	XP_040587400.1, XP_040587401.1	NP_001124304.1
OG0000181	XP_005069405.1, XP_005069403.2, XP_005069404.2, XP_005069406.2, XP_005069407.2, XP_012968331.1, XP_005069301.1, XP_040586179.1, XP_005069402.1, XP_012968336.1, XP_040586136.1	XP_038391748.1
OG0000182	XP_040594868.1, XP_040594863.1, XP_040594876.1	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1
OG0000183	XP_005064973.1	XP_038419339.1
OG0000184	XP_040596285.1	XP_038427004.1
OG0000185	XP_040600352.1, XP_040600353.1, XP_040600346.1, XP_040600350.1, XP_040600347.1, XP_040600351.1, XP_040600348.1, XP_040600349.1	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1
OG0000187	XP_040608707.1, XP_005082247.2, XP_005082246.2, XP_005082312.2	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1
OG0000188	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1	XP_038424774.1, NP_001257813.1, NP_001257812.1
OG0000188	XP_005087317.1, NP_001268632.1	XP_038424775.1
OG0000189	XP_040589293.1	XP_038424858.1
OG0000189	XP_005084581.1, XP_021091239.2, XP_005084582.1	XP_038444357.1
OG0000189	XP_005077794.1, XP_012974315.1, XP_005077795.1	XP_038401086.1
OG0000190	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1
OG0000191	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1
OG0000192	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1	XP_038432680.1
OG0000193	XP_005072532.1	XP_038443868.1, XP_038443869.1
OG0000194	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1	XP_038444455.1
OG0000196	XP_005065122.1	NP_001375813.1
OG0000196	XP_005065121.1	NP_001375534.1
OG0000196	XP_005065119.1	NP_001375535.1, XP_038418391.1
OG0000197	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1	XP_038443760.1, XP_038443759.1
OG0000197	XP_040584410.1	XP_038382078.1, XP_038412748.1
OG0000198	XP_040591376.1	XP_038383513.1
OG0000199	XP_040589745.1, XP_005084208.1, XP_012979099.1	XP_038383776.1, XP_038383775.1
OG0000200	XP_012977307.1	XP_038397378.1
OG0000201	XP_040605792.1, XP_040603999.1, XP_040605708.1	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000202	XP_005075271.1	XP_038415073.1
OG0000202	XP_005075272.3	XP_038415072.1
OG0000203	XP_040601237.1	XP_038421044.1
OG0000204	XP_005074094.1	XP_038424728.1
OG0000205	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1	XP_038426109.1, XP_038426112.1, XP_038426110.1, XP_038426111.1
OG0000207	XP_005070704.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000208	XP_012977752.1, XP_021089992.1, XP_040600454.1	XP_038442518.1
OG0000210	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	XP_040587833.1, XP_005082621.2	XP_038399653.1
OG0000211	XP_040608770.1	XP_038399656.1, XP_038399655.1
OG0000211	XP_021091337.1, XP_005084664.1	NP_001239095.1
OG0000213	XP_005066388.1, XP_012968153.1, XP_040591240.1, XP_040587290.1, XP_005072033.2, XP_040584846.1, XP_040611827.1, XP_005086832.3, XP_040595840.1	XP_038387999.1
OG0000214	XP_040598014.1	XP_038422738.1
OG0000214	XP_012970417.1	XP_038393379.1
OG0000214	XP_005065724.1	XP_038388357.1
OG0000215	XP_040590600.1, XP_040606117.1	XP_038402225.1
OG0000216	XP_040586536.1, XP_005072700.1, XP_040586534.1	XP_038411153.1
OG0000217	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2	XP_038443897.1, XP_038443898.1
OG0000218	XP_040599908.1	XP_038445419.1, XP_038445414.1, XP_038445022.1
OG0000219	XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1	NP_001183974.1
OG0000220	XP_005063867.1	NP_001375506.1
OG0000220	XP_040588595.1, XP_040588604.1, XP_040588585.1, XP_005063312.1	NP_001375507.1
OG0000220	XP_005063314.1	NP_001375802.1
OG0000220	XP_005063865.1	XP_038419095.1
OG0000221	XP_005065051.1	XP_038418398.1, NP_001375959.1
OG0000222	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1
OG0000223	XP_005063942.1, XP_005063943.1	XP_038420126.1
OG0000224	XP_012971325.1	XP_038441884.1
OG0000225	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1
OG0000226	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1
OG0000228	XP_005082288.1	NP_001003078.1
OG0000229	XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1	NP_001003190.1
OG0000230	XP_040586600.1, XP_005084993.1	XP_038416695.1
OG0000230	XP_005079537.1, XP_012975719.1	XP_038387109.1
OG0000231	XP_012966964.2	XP_038415431.1
OG0000232	XP_040585290.1	XP_038420725.1
OG0000232	XP_012976797.1	XP_038443475.1
OG0000233	XP_040602155.1	XP_038436324.1
OG0000235	XP_005063914.1	XP_038426195.1, NP_001003080.1, NP_001180585.1
OG0000236	XP_040597569.1	NP_001003268.1
OG0000237	XP_040609262.1	XP_038420950.1
OG0000237	XP_040590498.1	NP_001239132.1
OG0000237	XP_040603919.1	XP_038391466.1
OG0000237	XP_040608731.1, XP_012973051.1, XP_040607450.1	XP_038397714.1
OG0000237	XP_040604694.1	XP_038392208.1, XP_038409046.1
OG0000238	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1	NP_001375748.1
OG0000239	XP_005065057.1	NP_001376065.1, NP_001376039.1
OG0000240	XP_005069411.1, XP_005069415.1, XP_005069412.2, XP_005069418.1	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1
OG0000241	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000242	XP_040589749.1	XP_038381480.1
OG0000242	XP_040589760.1	XP_038434079.1
OG0000243	XP_012969716.1	XP_038383021.1
OG0000244	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1	XP_038423813.1, XP_038423814.1
OG0000244	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000245	XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1	XP_038383908.1
OG0000246	NP_001268549.1	XP_038385817.1
OG0000247	XP_005074432.1, XP_040603050.1	XP_038389379.1
OG0000248	XP_005073918.1	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	XP_021090361.2, XP_040596392.1, XP_005083144.1	XP_038415282.1
OG0000249	XP_005083145.1	XP_038415283.1
OG0000250	XP_040600140.1	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1
OG0000251	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1	XP_038439794.1
OG0000252	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	XP_005079257.2, XP_040591232.1, XP_005079196.3, XP_040591285.1, XP_040591280.1, XP_040591237.1, XP_040591263.1, XP_040591239.1, XP_012975350.1, NP_001268598.1	NP_001003085.1
OG0000256	XP_012979581.1	NP_001003262.1, XP_038383983.1, XP_038383984.1
OG0000257	XP_040589307.1, XP_005075790.2, XP_005075832.2	NP_001375666.1
OG0000257	XP_005075783.1	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1
OG0000257	XP_005075789.1	NP_001376029.1
OG0000258	XP_005066133.1	NP_001184028.1
OG0000259	XP_012975999.1	NP_001375915.1
OG0000260	XP_005065066.1, XP_005065067.1, XP_005065068.3	NP_001375547.1
OG0000261	XP_012975232.1	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1
OG0000262	XP_005074208.1, XP_005074157.1	XP_038425286.1, XP_038425287.1, NP_001375625.1, NP_001375765.1, NP_001375762.1, NP_001376052.1
OG0000263	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1	XP_038401566.1
OG0000265	XP_005072399.1	XP_038410084.1
OG0000266	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_040607062.1	XP_038431699.1, XP_038431691.1, XP_038430435.1, XP_038430433.1, XP_038430436.1
OG0000267	XP_005077630.1	XP_038431764.1
OG0000268	XP_040606291.1, XP_040607371.1, XP_040606214.1, XP_012971621.1	XP_038437056.1
OG0000270	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1	XP_038444399.1
OG0000272	XP_005077022.1	NP_001003297.1, NP_001010960.1, NP_001003966.1, NP_001005255.1
OG0000274	NP_001268267.1	NP_001005251.2
OG0000274	XP_005076991.1	NP_001005250.1
OG0000275	XP_005081267.1	NP_001238971.1
OG0000276	XP_005077632.2, XP_040607378.1	XP_038412291.1, NP_001375471.1
OG0000277	XP_005065022.1, XP_040600858.1, XP_005065021.2, XP_040600909.1	NP_001375575.1
OG0000278	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1
OG0000279	XP_012975872.1, XP_005080032.1	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1
OG0000280	XP_040604600.1, XP_040604602.1, XP_040604601.1	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1
OG0000281	XP_005083992.1	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1
OG0000282	XP_021088003.1, XP_040598932.1	XP_038431256.1
OG0000283	XP_040611635.1, XP_012981141.3, XP_040611598.1, XP_005086746.1	XP_038440330.1
OG0000286	XP_040589341.1, XP_005087519.1	NP_001375652.1, NP_001375653.1
OG0000287	XP_040596957.1	NP_001375697.1
OG0000287	XP_040591719.1, XP_040591718.1, XP_040591695.1	NP_001375481.1
OG0000288	XP_005065058.1	NP_001376018.1
OG0000288	XP_005064640.1	NP_001376023.1
OG0000288	XP_012974525.1	XP_038418397.1
OG0000288	XP_040601662.1	XP_038420411.1
OG0000289	XP_021082445.1, XP_040586144.1	XP_038392012.1
OG0000290	XP_040596414.1	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1
OG0000291	XP_005070031.1	XP_038402679.1
OG0000291	XP_012968853.1	XP_038402681.1
OG0000292	XP_040603080.1	XP_038411866.1
OG0000293	XP_040607392.1, XP_040607393.1, XP_040607390.1, XP_040607394.1, XP_040607389.1	XP_038418902.1
OG0000294	XP_040603583.1	XP_038426642.1
OG0000295	XP_040588842.1	XP_038428298.1
OG0000295	XP_005066828.1	XP_038435485.1
OG0000296	XP_005077255.1, XP_005077254.1	XP_038430362.1
OG0000297	XP_021079303.1	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1
OG0000298	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1	NP_001003072.1
OG0000299	XP_040587335.1	XP_038390795.1, XP_038390794.1
OG0000300	XP_012976328.1, XP_040600905.1, XP_005065069.1	XP_038420408.1, NP_001375546.1, NP_001243388.1
OG0000301	XP_005074143.1	NP_001376050.1, NP_001375960.1
OG0000301	XP_005074201.1	NP_001375772.1
OG0000302	XP_040600830.1, XP_005064652.1, XP_005064651.1, XP_005065081.1, XP_005064655.2, XP_012975805.1, XP_012975876.1, XP_005065073.2	NP_001376056.1, XP_038419187.1, NP_001376055.1
OG0000303	XP_040584315.1, XP_040614218.1, XP_040614219.1	XP_038381518.1, XP_038381516.1, XP_038381412.1
OG0000304	XP_012965882.2	XP_038385854.1
OG0000305	XP_040588138.1	XP_038427525.1
OG0000306	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1	XP_038397108.1
OG0000307	XP_040600288.1	XP_038411021.1, XP_038399910.1, XP_038406429.1
OG0000308	XP_021089063.1, XP_040603097.1	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1
OG0000308	XP_040600250.1	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1
OG0000309	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1	XP_038412373.1, XP_038412371.1, XP_038412372.1
OG0000310	XP_040597026.1, XP_040597137.1, XP_040584489.1	XP_038412756.1
OG0000311	XP_021083880.1	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1
OG0000312	XP_040604259.1, XP_040604256.1, XP_012970606.1	XP_038418440.1, XP_038420114.1
OG0000313	XP_005067326.2, XP_040608724.1	XP_038433659.1
OG0000313	XP_040608726.1, XP_040608723.1	XP_038432096.1
OG0000314	XP_040610560.1, XP_005086015.1, XP_040610559.1, XP_021078599.1	XP_038439867.1
OG0000314	XP_012974503.1	XP_038442711.1, XP_038442713.1, XP_038442710.1
OG0000315	XP_040600477.1, XP_021090371.2, XP_040600479.1, XP_012978242.2, XP_040600476.1, XP_040600377.1, XP_040600378.1	XP_038442524.1
OG0000316	XP_005086676.1, XP_040599726.1, XP_040599859.1, XP_005088578.2	XP_038442595.1, XP_038445285.1
OG0000316	XP_005086961.2	XP_038445254.1, XP_038442592.1
OG0000318	XP_005067639.2	XP_038427291.1
OG0000319	XP_040598899.1	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1
OG0000320	XP_040584032.1, XP_040584031.1, XP_040584033.1	XP_038382664.1
OG0000321	XP_012979642.1, XP_005084819.1	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1
OG0000321	XP_040600390.1	XP_038443931.1
OG0000322	XP_005086480.1	XP_038401476.1
OG0000322	XP_005068467.1, XP_005071796.1	XP_038407157.1
OG0000323	XP_005079554.1	XP_038387193.1, XP_038387195.1
OG0000323	XP_040585130.1, XP_040585127.1, XP_040585132.1, XP_040585129.1, XP_040585131.1, XP_040585133.1, XP_040589415.1	XP_038432898.1
OG0000325	XP_005067507.1, XP_012967170.1	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1
OG0000326	XP_040587435.1, XP_040587434.1	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1
OG0000327	XP_040605588.1, XP_040605587.1, XP_012973145.1, XP_012973146.1	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1
