Orthogroup	Myotis_lucifugus	Ictidomys_tridecemlineatus
OG0000209	XP_014304126.1, XP_006108464.1, XP_006109090.3	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1
OG0000209	XP_014305908.1	XP_040135613.1
OG0000210	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1	XP_013214768.1
OG0000211	XP_023609990.1	XP_005337173.1
OG0000211	XP_023610226.1	XP_040131103.1, XP_005329926.1
OG0000213	XP_014304133.1	XP_040149859.1
OG0000214	XP_023619763.1	XP_013217241.1
OG0000214	XP_023608571.1	XP_013214412.1
OG0000214	XP_006081311.1	XP_021580443.1
OG0000215	XP_006108509.1, XP_006086815.1, XP_014305463.1	XP_021586868.1
OG0000216	XP_006101920.1	XP_040149736.1
OG0000216	XP_006101919.1	XP_021580664.1
OG0000217	XP_006082351.1, XP_023614600.1, XP_014315334.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
OG0000219	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1	XP_040131217.1, XP_040135739.1, XP_040124266.1, XP_013214477.1, XP_040126409.1, XP_040124298.1
OG0000222	XP_006096788.1	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1
OG0000223	XP_006106940.1, XP_023604562.1	XP_005341504.1, XP_013216719.1
OG0000224	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1	XP_021585519.1
OG0000225	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1	XP_005335582.1
OG0000226	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1	XP_013220831.1, XP_005340753.1
OG0000227	XP_006091479.1, XP_023612020.1, XP_006091480.1	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1
OG0000228	XP_006082737.1	XP_005326463.1
OG0000228	XP_023618420.1, XP_023618427.1	XP_040123976.1, XP_040123975.1
OG0000230	XP_023614298.1	XP_021590926.1, XP_005317825.1, XP_040144261.1
OG0000232	XP_023607072.1	XP_021577325.2
OG0000232	XP_023619478.1	XP_013218277.1
OG0000234	XP_023604078.1, XP_023602097.1, XP_006105331.1	XP_005341184.1, XP_005342880.2, XP_040139682.1, XP_013221762.1
OG0000235	XP_014305362.1	XP_021586311.1, XP_005342747.1
OG0000236	XP_006087167.1	XP_013213031.1
OG0000237	XP_006107980.1, XP_014305431.1, XP_014305433.1	XP_005336436.1, XP_040146151.1
OG0000238	XP_006093762.1	XP_005335647.1, XP_005342295.1, XP_013218498.2
OG0000241	XP_014313960.1	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_023605231.1	XP_021577069.2
OG0000242	XP_023604760.1	XP_013221744.2, XP_040145012.1, XP_040147635.1
OG0000244	XP_023620417.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	XP_023600059.1	XP_021575817.1, XP_021575818.1
OG0000245	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1	XP_040135784.1, XP_005342378.1
OG0000246	XP_023607966.1	XP_005330864.1
OG0000247	XP_006088559.1	XP_005319984.1, XP_005319983.1
OG0000248	XP_006096013.1, XP_006096014.1	XP_013218356.1
OG0000249	XP_006094796.1, XP_006094795.1	XP_005326657.1
OG0000249	XP_006094794.1	XP_040147273.1, XP_005342214.1
OG0000251	XP_014311454.1, XP_023609669.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
OG0000252	XP_014323427.1	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1
OG0000254	XP_014302875.1, XP_006105262.1	XP_005318249.1, XP_013220796.1, XP_040135265.1
OG0000255	XP_006102017.1	XP_005320953.1, XP_005328464.1
OG0000257	XP_006089738.1	XP_005342522.1
OG0000258	XP_023620470.1	XP_005334455.1
OG0000259	XP_006091986.1	XP_005331756.1, XP_005331754.1
OG0000260	XP_006091992.1	XP_005342235.1, XP_005342253.1
OG0000262	XP_006094679.1	XP_005342162.1, XP_005342163.1
OG0000263	XP_023609691.1	XP_005319809.1
OG0000264	XP_014306126.2	XP_040131956.1
OG0000265	XP_014321480.1	XP_021577547.1
OG0000266	XP_006096378.2	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1
OG0000267	XP_014301638.2	XP_040146852.1
OG0000268	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1	XP_005323602.1, XP_021581030.1, XP_021581029.1, XP_021580938.1
OG0000270	XP_023608747.1, XP_023608746.1	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1
OG0000272	XP_006102116.1	XP_013215224.1, XP_021583850.1
OG0000272	XP_006102115.1	XP_005327994.1
OG0000273	XP_023617704.1, XP_006081115.1, XP_006081114.1	XP_040133681.1, XP_005341260.1
OG0000274	XP_006101970.1	XP_005321560.2
OG0000274	XP_006101969.1, XP_014301789.1	XP_005321561.1
OG0000275	XP_006082927.1, XP_023619985.1	XP_013220486.1
OG0000278	XP_006086568.1, XP_006086567.1	XP_005327334.1, XP_040127977.1
OG0000280	XP_006100233.2	XP_005335857.1
OG0000281	XP_023608455.1, XP_006087273.1	XP_040144427.1, XP_005317960.1
OG0000282	XP_006095671.1	XP_005321649.1, XP_040124960.1
OG0000285	XP_014320883.1, XP_023619316.1	XP_040143063.1, XP_040143057.1, XP_040143061.1
OG0000286	XP_006094630.1	XP_005341144.1, XP_013221667.1
OG0000287	XP_006087529.1	XP_013221719.1, XP_005342506.1, XP_005342532.1
OG0000287	XP_006087525.1, XP_023608605.1	XP_005341450.1, XP_005341451.1
OG0000288	XP_014313944.2	XP_005341595.1
OG0000289	XP_014315333.1	XP_040141179.1, XP_005334255.2, XP_040139703.1, XP_005328335.2, XP_040139704.1, XP_005328468.1
OG0000290	XP_023619424.1	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1
OG0000291	XP_023614847.1, XP_023604395.1, XP_023604127.1	XP_021584110.1
OG0000291	XP_023614804.1	XP_005328307.1
OG0000291	XP_014316518.1	XP_040124460.1
OG0000292	XP_023604237.1, XP_023609435.1	XP_040148432.1
OG0000294	XP_006087684.1	XP_005317319.1
OG0000294	XP_023600181.1	XP_040150482.1
OG0000295	XP_014313620.1	XP_005327261.1
OG0000295	XP_006086407.1	XP_040124031.1
OG0000296	XP_006083068.1, XP_006083069.1	XP_005339687.1
OG0000297	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1	XP_005341859.1
OG0000298	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1
OG0000299	XP_006089674.1	XP_040140681.1, XP_005326854.1, XP_021583036.1, XP_040140680.1
OG0000300	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1
OG0000301	XP_014316180.1, XP_014316181.1	XP_005323158.1
OG0000301	XP_014316182.1	XP_005342142.1
OG0000303	XP_006103970.1, XP_023600907.1, XP_006109319.2, XP_023600647.1	XP_040139649.1, XP_040139383.1, XP_040138003.1, XP_021579556.2, XP_040139382.1, XP_021579555.2
OG0000304	XP_023617733.1	XP_021588206.1
OG0000304	XP_023609356.1	XP_040129264.1, XP_040137823.1
OG0000305	XP_006095592.1	XP_005327890.1, XP_040143129.1
OG0000306	XP_023619876.1	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1
OG0000307	XP_023606613.1	XP_021580694.1, XP_013213065.1
OG0000308	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1
OG0000308	XP_006082891.1	XP_040125403.1, XP_040139489.1, XP_005337554.1
OG0000309	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1	XP_021576505.1, XP_021576504.1
OG0000310	XP_023604902.1, XP_006108753.1	XP_005340593.1, XP_040147440.1
OG0000310	XP_023606482.1	XP_005340592.1, XP_040147441.1
OG0000311	XP_006085486.1	XP_005319342.2, XP_040147089.1
OG0000312	XP_023604532.1, XP_023604253.1, XP_014305299.1	XP_013221210.1, XP_040142771.1
OG0000312	XP_023602360.1, XP_023604251.1, XP_023604530.1, XP_006108184.3	XP_021587490.1
OG0000313	XP_006095746.1	XP_021581920.2, XP_040136547.1
OG0000314	XP_023615823.1	XP_005330344.1
OG0000315	XP_023614229.1, XP_023612713.1	XP_040139715.1, XP_021578065.1, XP_040140667.1
OG0000316	XP_006087833.1	XP_040145042.1
OG0000316	XP_006087712.1	XP_005340720.1
OG0000318	XP_014308511.1	XP_005332912.1
OG0000318	XP_006097717.1, XP_006097718.1	XP_005334175.1
OG0000319	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1	XP_013212966.1, XP_040137025.1, XP_013212967.1
OG0000320	XP_023614900.1, XP_023614899.1, XP_006095133.1	XP_040139197.1, XP_005335427.1, XP_005335428.1
OG0000321	XP_006107351.1, XP_023603784.1, XP_014313627.1	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1
OG0000321	XP_023612665.1	XP_005323437.2
OG0000322	XP_006101739.1, XP_006083439.1, XP_006108243.1	XP_005336620.1
OG0000322	XP_006088486.1	XP_005320369.1
OG0000323	XP_023614268.1	XP_005317790.1
OG0000323	XP_006096880.1, XP_006085581.1	XP_040141010.1, XP_040138819.1
OG0000325	XP_023605161.1, XP_006102795.1, XP_014323574.1	XP_005337391.1, XP_040125440.1, XP_040125442.1, XP_040125441.1
OG0000326	XP_006088264.1	XP_005328614.1
OG0000327	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1	XP_021579876.1, XP_005321871.1, XP_021579875.1
OG0000328	XP_023600221.1, XP_014301052.1, XP_006103215.1	XP_040142396.1, XP_013212185.1, XP_040142399.1, XP_040142392.1, XP_040142397.1, XP_040142394.1, XP_040142395.1, XP_013212187.1, XP_040142398.1, XP_040142393.1, XP_005321111.1, XP_021579284.1
OG0000329	XP_014319084.1	XP_005341346.1
OG0000329	XP_023612835.1, XP_006092598.1, XP_006092599.1	XP_013219405.1
OG0000330	XP_023615111.1	XP_021581691.1, XP_040139014.1, XP_005324777.1, XP_021581690.1
OG0000331	XP_006087314.1	XP_040145103.1
OG0000331	XP_014311192.1	XP_040147084.1
OG0000332	XP_006088772.1	XP_021582916.1, XP_040147243.1, XP_040147244.1, XP_040147245.1
OG0000333	XP_023602710.1	XP_013214887.1, XP_040125613.1, XP_005326957.1, XP_005326956.1
OG0000334	XP_006104614.1	XP_005336240.1
OG0000334	XP_006104615.1	XP_013218725.1, XP_005336239.1
OG0000335	XP_023603981.1	XP_005334605.1
OG0000336	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1	XP_021585472.1, XP_040126078.1
OG0000337	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1	XP_005335221.1, XP_013218254.1
OG0000339	XP_006107030.1	XP_005326975.1, XP_040125639.1
OG0000339	XP_023613150.1	XP_021586725.1
OG0000340	XP_023616340.1	XP_040135814.1
OG0000341	XP_006083628.1	XP_040137496.1
OG0000342	XP_006092971.1, XP_006107287.1, XP_014319172.1	XP_005326496.1
OG0000342	XP_014309773.1	XP_040144274.1
OG0000343	XP_023614824.1	XP_040124453.1, XP_005336047.1, XP_040124455.1
OG0000344	XP_006105693.1	XP_013212084.1
OG0000345	XP_014305768.1	XP_005316939.1, XP_040130303.1, XP_040130300.1, XP_021584561.1, XP_021584555.1, XP_040130302.1, XP_021584571.1, XP_005316938.1, XP_021584582.1, XP_021584556.1, XP_040130304.1, XP_021584569.1, XP_021584568.1, XP_021584566.1
OG0000346	XP_014314516.1	XP_005338152.1, XP_005342961.1, XP_005338157.1, XP_005338154.1
OG0000347	XP_006089702.1	XP_005326876.1
OG0000347	XP_006109363.3	XP_005330426.1, XP_013216273.1, XP_021585557.2
OG0000348	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1	XP_005340275.1
OG0000349	XP_006092244.1	XP_040124581.1, XP_005328227.1, XP_040124579.1, XP_013215354.1, XP_040124580.1
OG0000349	XP_006107755.1	XP_040146099.1, XP_005332980.1
OG0000350	XP_006095016.1, XP_014316533.1	XP_013212458.1
OG0000351	XP_023606682.1	XP_040149678.1
OG0000352	XP_006092974.1	XP_005338090.1, XP_005338089.1, XP_005338088.1
OG0000352	XP_014305285.1	XP_005337254.1
OG0000353	XP_014314751.1	XP_040137473.1, XP_013220636.1
OG0000354	XP_006097623.1	XP_005339125.1, XP_040129036.1
OG0000355	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1	XP_040142884.1, XP_040142888.1, XP_040142886.1, XP_040142882.1, XP_040142883.1, XP_040142887.1, XP_005324366.1
OG0000356	XP_014307622.1, XP_014307624.1, XP_006084732.1	XP_021576157.1, XP_040139372.1, XP_005340754.1
OG0000357	XP_006084725.1	XP_040139138.1, XP_040139127.1, XP_040139142.1, XP_040139134.1, XP_040139147.1
OG0000359	XP_006104659.1	XP_005339035.1
OG0000359	XP_006104657.1, XP_006104658.1	XP_005339034.1, XP_005339033.1
OG0000360	XP_014303560.2	XP_040134512.1
OG0000360	XP_023601824.1	XP_005328623.2
OG0000360	XP_023601825.1	XP_021584317.2
OG0000361	XP_006092122.1, XP_014313941.1	XP_005342441.1, XP_005342620.1
OG0000362	XP_006107948.3, XP_006085256.1	XP_040135751.1
OG0000362	XP_006084552.1	XP_005337484.1
OG0000363	XP_006096177.1	XP_040145116.1, XP_021582491.1
OG0000364	XP_014320383.1, XP_014320382.1, XP_006099441.1	XP_005318327.1, XP_013221773.1
OG0000365	XP_006107952.1, XP_014306059.2	XP_005327753.1, XP_021583673.1, XP_040144953.1, XP_021583674.1, XP_040144954.1, XP_021583675.1, XP_021583672.1
OG0000366	XP_023599432.1, XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1	XP_005322779.1, XP_005342865.1, XP_005342859.1, XP_021580342.1, XP_040131290.1, XP_005322776.1, XP_005322777.1
OG0000367	XP_006108461.3	XP_021586982.1
OG0000368	XP_006091144.1	XP_013212201.1, XP_021579145.1, XP_005320944.1, XP_005320943.1
OG0000370	XP_014311907.1	XP_040145360.1, XP_005336887.1, XP_040145361.1, XP_040145359.1, XP_040145362.1, XP_040145357.1, XP_040145356.1, XP_040145358.1
OG0000371	XP_023599400.1	XP_005315835.1
OG0000372	XP_006108887.3	XP_040146895.1
OG0000373	XP_023599457.1, XP_014323137.1	XP_013219550.1, XP_013219549.1, XP_005337978.1, XP_005337977.1, XP_005337979.1
OG0000374	XP_006089569.1, XP_006089567.1, XP_006089568.1	XP_005329925.1
OG0000375	XP_006085555.1, XP_023606942.1	XP_040137275.1, XP_040137274.1, XP_040137276.1, XP_005338676.1, XP_021591157.1, XP_040137273.1
OG0000376	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1	XP_005323500.1, XP_021580940.1
OG0000379	XP_006094619.1	XP_013211481.2
OG0000382	XP_006108130.1	XP_021579900.1, XP_005321910.1, XP_013212500.1, XP_040124719.1
OG0000386	XP_014323271.1	XP_005326201.1
OG0000387	XP_006084089.1	XP_040135939.1
OG0000388	XP_006106965.1	XP_005328396.1
OG0000389	XP_023602467.1	XP_013215505.1
OG0000390	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1	XP_040144766.1, XP_005332418.1, XP_040144764.1, XP_040144765.1
OG0000391	XP_006087007.1, XP_023608251.1	XP_021579483.1, XP_040130577.1, XP_040130578.1, XP_005321323.1
OG0000392	XP_006098635.1	XP_040138664.1, XP_005318678.1
OG0000392	XP_023619844.1	XP_005333421.1, XP_005341051.1, XP_040138466.1
OG0000393	XP_006099009.1, XP_014319997.1, XP_006099010.1	XP_005321748.1
OG0000394	XP_014307074.2	XP_040135780.1, XP_040135782.1, XP_040135778.1, XP_005324502.1, XP_040135786.1, XP_021581478.1
OG0000395	XP_006085466.1	XP_040146811.1
OG0000396	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1	XP_013215081.1
OG0000397	XP_023608225.1	XP_005317036.2
OG0000399	XP_006084357.1	XP_005331929.1
OG0000400	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1	XP_040136597.1, XP_040136600.1, XP_005324989.1, XP_040136596.1, XP_040136599.1, XP_040136598.1
OG0000401	XP_006083286.1	XP_005315825.1
OG0000402	XP_006083250.1	XP_005315767.1
OG0000402	XP_023601131.1	XP_005315773.1
OG0000402	XP_023601100.1	XP_005315758.1
OG0000404	XP_023615766.1, XP_014317573.1, XP_023615765.1, XP_023611200.1	XP_040143929.1, XP_040136804.1, XP_040144307.1
OG0000405	XP_006082947.1, XP_023620135.1	XP_005340015.1, XP_040137920.1, XP_005340016.1
OG0000407	XP_014316176.2	XP_021579788.1
OG0000407	XP_023599972.1	XP_005321669.1
OG0000408	XP_006101374.1	XP_021577143.2, XP_005342296.1, XP_021577251.1
OG0000409	XP_006094632.1, XP_006094629.1, XP_006094715.1	XP_005341143.1, XP_005341145.1
OG0000410	XP_006107915.3, XP_014302818.1	XP_013217174.1
OG0000410	XP_006106674.1, XP_006106677.1, XP_006106676.1, XP_006106675.1, XP_006107914.1	XP_005332801.1
OG0000411	XP_014310731.1	XP_005340447.1, XP_005329805.1
OG0000412	XP_023619410.1	XP_040141545.1
OG0000413	XP_006106089.1, XP_014303555.1, XP_006106087.1	XP_040134565.1, XP_021581198.1, XP_040134562.1, XP_013213290.1, XP_021581196.1, XP_040134563.1, XP_013213289.1, XP_040134561.1, XP_040134564.1
OG0000414	XP_006093991.1	XP_021576507.1
OG0000415	XP_006102946.1	XP_005331800.1
OG0000415	XP_023619647.1	XP_040141482.1
OG0000416	XP_023604903.1	XP_005336919.1
OG0000417	XP_014310822.1	XP_005329779.1
OG0000418	XP_023609056.1	XP_013215943.2
OG0000419	XP_006090572.2	XP_040147551.1, XP_040147549.1, XP_040147548.1, XP_040147550.1
OG0000421	XP_014317484.1, XP_014317483.1, XP_023615671.1	XP_005322676.1, XP_021580336.1, XP_040127270.1, XP_021580337.1
OG0000422	XP_006098865.1	XP_013211210.1, XP_040150066.1
OG0000423	XP_023610210.1	XP_021585209.1
OG0000424	XP_023620045.1	XP_040129235.1
OG0000425	XP_023618419.1	XP_040128130.1
OG0000427	XP_006083036.1	XP_040147826.1, XP_040137868.1, XP_040137877.1, XP_040148259.1
OG0000428	XP_006109511.1, XP_006108444.1, XP_006097131.1, XP_006097076.1, XP_023616605.1, XP_023616607.1, XP_023616608.1	XP_005329337.1, XP_005329338.1, XP_040149337.1
OG0000431	XP_014301212.1	XP_013213341.1, XP_005323871.1, XP_005323870.1, XP_013213340.1, XP_040134511.1, XP_040133356.1, XP_021581164.1, XP_005323867.1, XP_021581163.1, XP_040133357.1, XP_040134510.1
OG0000432	XP_014305634.1, XP_023604523.1, XP_014305636.1	XP_021586959.1, XP_021586958.1
OG0000432	XP_023605841.1, XP_023605840.1, XP_023605843.1, XP_014307213.1, XP_023605842.1	XP_005331938.1
OG0000433	XP_006108732.1, XP_006105636.1, XP_006107020.1, XP_014305234.1, XP_014305524.1, XP_006108279.1, XP_023602019.1, XP_006107571.1, XP_006106592.1, XP_006105637.1, XP_014303189.1, XP_006107018.1, XP_023603117.1, XP_014305270.2, XP_023603118.1, XP_014303989.1	XP_005338990.1
OG0000434	XP_023619721.1	XP_021589496.1
OG0000434	XP_023603003.1	XP_040147626.1, XP_021589497.1, XP_013221643.2
OG0000435	XP_014310029.1	XP_040144551.1, XP_040145108.1, XP_005318055.1, XP_005318057.1
OG0000437	XP_014303624.1, XP_014303626.1	XP_021590866.1, XP_005338268.1, XP_040136068.1
OG0000438	XP_023609911.1	XP_021582157.1
OG0000438	XP_006107437.1	XP_040132405.1
OG0000439	XP_023600324.1	XP_040133029.1, XP_005320402.1, XP_040133031.1, XP_040133034.1, XP_040133032.1, XP_040133030.1, XP_021578746.1, XP_040133033.1
OG0000440	XP_006083093.1, XP_006096080.1	XP_040130329.1, XP_021580456.1, XP_040130328.1, XP_040130327.1, XP_013212978.1, XP_040130330.1, XP_040130326.1
OG0000441	XP_006105293.1, XP_023602070.1, XP_006105292.1, XP_006105294.1, XP_006105289.1	XP_013215357.1, XP_005328197.1
OG0000443	XP_023605707.1	XP_005324498.1
OG0000445	XP_006099319.1, XP_006099320.1	XP_021577230.1
OG0000446	XP_023617474.1, XP_006097992.1	XP_005334660.1
OG0000446	XP_014314932.1	XP_005323421.1
OG0000447	XP_023611696.1	XP_005337279.1, XP_040148206.1
OG0000448	XP_006099353.1, XP_006099355.1	XP_021589442.1, XP_021589443.1, XP_013218674.1, XP_005336104.1
OG0000449	XP_014322200.1	XP_005340840.1, XP_040148934.1
OG0000450	XP_023613113.1, XP_006092902.1, XP_023613114.1, XP_014314757.1, XP_014314759.1	XP_005338929.1
OG0000451	XP_014300994.1, XP_014300999.1, XP_023600944.1, XP_023600928.1, XP_023600950.1, XP_014300983.1, XP_023600915.1	XP_013213765.1, XP_005324623.1, XP_013213764.1, XP_013213766.1
OG0000452	XP_006103322.1	XP_013221415.1, XP_005341894.1, XP_040143231.1, XP_005341892.1, XP_005341893.1
OG0000454	XP_023612791.1	XP_040143345.1, XP_040143347.1, XP_021590817.1, XP_021590818.1, XP_040143348.1, XP_040143349.1, XP_013219599.1, XP_005338180.1, XP_040143346.1
OG0000455	XP_014318734.1	XP_013218139.1, XP_005334994.1, XP_021588659.1
OG0000456	XP_023610945.1	XP_040138952.1
OG0000458	XP_006109377.3, XP_023605306.1	XP_005327083.1
OG0000458	XP_023616636.1	XP_005332973.1
OG0000459	XP_006106652.1, XP_014310202.1, XP_023608649.1, XP_006106656.1, XP_023608648.1, XP_023604552.1, XP_006108198.1, XP_023608601.1, XP_014310199.1, XP_006087501.1, XP_014310200.1, XP_006087502.1, XP_006108440.2, XP_023608645.1, XP_006087494.1, XP_023608646.1	XP_040131028.1, XP_021576563.1
OG0000460	XP_006094790.1	XP_005332498.1
OG0000460	XP_006094798.1	XP_005326663.1
