Orthogroup	Myotis_lucifugus	Ursus_americanus
OG0000158	XP_014315308.1	XP_045631101.1, XP_045642873.1
OG0000158	XP_006095193.1, XP_006102438.1, XP_006087316.1	XP_045640400.1
OG0000159	XP_014316274.1	XP_045641574.1
OG0000160	XP_006083152.1, XP_014314477.1	XP_045643407.1
OG0000161	XP_006096519.1, XP_006096831.1, XP_023616394.1, XP_014318152.1	XP_045644242.1
OG0000163	XP_014322276.1	XP_045653618.1
OG0000163	XP_023620683.1	XP_045653622.1, XP_045653620.1
OG0000164	XP_006086410.1	XP_045666097.1
OG0000165	XP_014309436.1, XP_023607965.1	XP_045642382.1
OG0000166	XP_023605334.1, XP_023605345.1, XP_023605352.1, XP_014321285.2, XP_023605338.1	XP_045664241.1, XP_045664242.1
OG0000167	XP_006103113.1, XP_023600145.1	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1
OG0000168	XP_006109407.1	XP_045670344.1
OG0000168	XP_006106539.1, XP_023603063.1	XP_045670343.1
OG0000170	XP_014312153.1	XP_045652442.1
OG0000171	XP_006100015.1	XP_045660192.1, XP_045661479.1, XP_045661480.1
OG0000172	XP_023606738.1	XP_045645045.1
OG0000172	XP_023613986.1	XP_045661341.1
OG0000173	XP_006084433.1, XP_014307292.1, XP_023605848.1, XP_023605849.1	XP_045654366.1, XP_045654367.1, XP_045654365.1
OG0000174	XP_006095354.1, XP_006095356.1, XP_023615091.1, XP_006095355.1, XP_023615090.1, XP_006095357.1	XP_045646628.1, XP_045646626.1, XP_045646627.1
OG0000175	XP_023619605.1	XP_045664641.1
OG0000176	XP_023612302.1	XP_045642699.1, XP_045642700.1
OG0000176	XP_023612290.1, XP_006091903.1, XP_014313981.1, XP_023612322.1, XP_023612323.1, XP_023612324.1, XP_006091904.1	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1
OG0000177	XP_023605077.1	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1
OG0000178	XP_023606331.1, XP_014307712.1, XP_014307710.1	XP_045667222.1
OG0000179	XP_006102694.1	XP_045642457.1
OG0000179	XP_014323474.1	XP_045638897.1
OG0000180	XP_014322759.1	XP_045630300.1
OG0000182	XP_023616097.1, XP_006096564.1, XP_023616096.1, XP_006096563.1, XP_014304507.1, XP_023607362.1	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1
OG0000183	XP_006092049.1	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1
OG0000184	XP_023605358.1	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1
OG0000188	XP_006094601.1, XP_006094602.1	XP_045671349.1, XP_045671359.1
OG0000188	XP_023614550.1	XP_045671350.1
OG0000188	XP_006094603.1	XP_045671351.1
OG0000189	XP_006082100.1	XP_045646367.1
OG0000191	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1	XP_045654464.1, XP_045654463.1
OG0000192	XP_014307155.1	XP_045637313.1
OG0000192	XP_006084392.1	XP_045637178.1
OG0000193	XP_023606229.1	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1
OG0000195	XP_014303636.1	XP_045651441.1
OG0000196	XP_006092113.1	XP_045642461.1
OG0000197	XP_023606210.1	XP_045628962.1
OG0000197	XP_006085012.1	XP_045649214.1
OG0000198	XP_023604023.1, XP_006107573.2	XP_045629517.1, XP_045629798.1
OG0000200	XP_006108946.1, XP_006093214.1	XP_045657789.1
OG0000200	XP_006093986.1, XP_023614014.1, XP_023614007.1, XP_023614008.1	XP_045657797.1
OG0000201	XP_023600980.1, XP_014317184.1, XP_014306768.2, XP_023604974.1, XP_023604079.1, XP_023599176.1	XP_045670378.1
OG0000202	XP_014311692.1	XP_045654574.1
OG0000202	XP_023605499.1, XP_006089747.1, XP_006082060.1, XP_006093533.1, XP_006100042.1, XP_006082059.1, XP_006082058.1	XP_045654562.1
OG0000203	XP_023608201.1	XP_045638396.1
OG0000204	XP_023614516.1	XP_045638739.1
OG0000205	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1
OG0000206	XP_023608679.1	XP_045630443.1
OG0000207	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1
OG0000208	XP_006082277.1	XP_045645179.1
OG0000210	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1	XP_045652571.1, XP_045664609.1
OG0000211	XP_023609990.1	XP_045637800.1
OG0000211	XP_023610226.1	XP_045660501.1, XP_045660500.1
OG0000214	XP_023619763.1	XP_045634603.1
OG0000214	XP_023608571.1	XP_045655434.1
OG0000214	XP_006081311.1	XP_045652310.1
OG0000215	XP_014305463.1	XP_045630954.1
OG0000216	XP_006101920.1	XP_045661805.1
OG0000216	XP_006101919.1	XP_045661802.1, XP_045661801.1, XP_045661799.1, XP_045661800.1
OG0000217	XP_006082351.1, XP_023614600.1, XP_014315334.1	XP_045635355.1, XP_045635356.1
OG0000219	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1	XP_045648961.1, XP_045648962.1
OG0000220	XP_006091888.1, XP_014313954.1	XP_045642481.1
OG0000222	XP_006096788.1	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1
OG0000223	XP_006106940.1, XP_023604562.1	XP_045649675.1
OG0000224	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1	XP_045643555.1, XP_045643554.1
OG0000225	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1	XP_045669632.1
OG0000226	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1
OG0000226	XP_006084776.1	XP_045656241.1
OG0000227	XP_006091479.1, XP_023612020.1, XP_006091480.1	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1
OG0000228	XP_006082737.1	XP_045650031.1
OG0000228	XP_023618420.1, XP_023618427.1	XP_045650032.1
OG0000230	XP_023614298.1	XP_045638485.1
OG0000232	XP_023607072.1	XP_045653119.1
OG0000232	XP_023619478.1	XP_045651926.1, XP_045651927.1, XP_045651928.1
OG0000235	XP_006109711.1	XP_045651041.1
OG0000236	XP_006087167.1	XP_045646101.1
OG0000237	XP_006107980.1, XP_014305431.1, XP_014305433.1	XP_045627811.1, XP_045631265.1
OG0000238	XP_006093749.1	XP_045645918.1, XP_045645920.1
OG0000238	XP_006093762.1	XP_045652573.1, XP_045645518.1
OG0000241	XP_014313960.1	XP_045642858.1, XP_045642864.1, XP_045642854.1
OG0000243	XP_023608121.1	XP_045628507.1
OG0000244	XP_023620417.1	XP_045656051.1, XP_045656052.1
OG0000244	XP_023600059.1	XP_045628435.1
OG0000245	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1
OG0000246	XP_023607966.1	XP_045642379.1
OG0000247	XP_006088559.1	XP_045672313.1
OG0000248	XP_006096013.1, XP_006096014.1	XP_045641425.1, XP_045641424.1
OG0000249	XP_006094796.1, XP_006094795.1	XP_045648419.1
OG0000249	XP_006094794.1	XP_045649585.1, XP_045649584.1
OG0000250	XP_006085373.1, XP_014312864.1	XP_045666825.1
OG0000251	XP_014311454.1, XP_023609669.1	XP_045644583.1, XP_045644582.1
OG0000252	XP_014323427.1	XP_045656277.1, XP_045656276.1, XP_045656278.1
OG0000254	XP_014302875.1, XP_006105262.1	XP_045662770.1
OG0000257	XP_006089738.1	XP_045639040.1
OG0000257	XP_006089760.1, XP_006107835.1	XP_045638989.1, XP_045639023.1
OG0000258	XP_023620470.1	XP_045665976.1
OG0000259	XP_006091986.1	XP_045642954.1
OG0000260	XP_006091992.1	XP_045642913.1
OG0000262	XP_006094674.1	XP_045638858.1, XP_045638857.1, XP_045638864.1
OG0000262	XP_006094679.1	XP_045638841.1
OG0000263	XP_023609691.1	XP_045667407.1
OG0000264	XP_014306126.2	XP_045671761.1
OG0000265	XP_014321480.1	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1
OG0000266	XP_006096378.2	XP_045668596.1, XP_045668587.1
OG0000268	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1	XP_045641676.1
OG0000269	XP_006084785.1, XP_006087857.1, XP_014310448.1, XP_006087856.1, XP_006087852.1, XP_014310451.2, XP_014310455.2, XP_014306662.1, XP_023608757.1, XP_006087854.1, XP_006087853.3, XP_023608741.1, XP_014310430.1, XP_023608742.1, XP_006087805.1	XP_045646446.1, XP_045659795.1, XP_045644760.1, XP_045668751.1
OG0000270	XP_023608747.1, XP_023608746.1	XP_045645146.1
OG0000272	XP_006102115.1	XP_045629547.1
OG0000272	XP_006102124.1	XP_045629293.1
OG0000272	XP_006102118.1	XP_045629292.1
OG0000273	XP_023617704.1, XP_006081115.1, XP_006081114.1	XP_045629774.1, XP_045629753.1, XP_045629862.1
OG0000274	XP_006101970.1	XP_045629318.1
OG0000274	XP_006101969.1, XP_014301789.1	XP_045629321.1
OG0000275	XP_023613305.1, XP_006082927.1, XP_023619985.1, XP_014323369.1, XP_023599658.1, XP_014323370.1	XP_045644795.1
OG0000278	XP_006086568.1, XP_006086567.1	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1
OG0000280	XP_006100233.2	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1
OG0000281	XP_023608455.1, XP_006087273.1	XP_045655744.1, XP_045655743.1, XP_045655742.1
OG0000282	XP_006095671.1	XP_045629380.1
OG0000285	XP_014320883.1, XP_023619316.1	XP_045632303.1
OG0000286	XP_006094631.1	XP_045638945.1
OG0000286	XP_006094630.1	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1
OG0000287	XP_006087529.1	XP_045636885.1, XP_045644533.1
OG0000287	XP_006087525.1, XP_023608605.1	XP_045645134.1, XP_045644517.1, XP_045644516.1
OG0000288	XP_014313944.2	XP_045642434.1
OG0000290	XP_023619424.1	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1
OG0000291	XP_023614847.1, XP_023604395.1, XP_023604127.1	XP_045669918.1
OG0000291	XP_023614804.1	XP_045670011.1
OG0000291	XP_014316518.1	XP_045670168.1, XP_045670167.1, XP_045670166.1
OG0000292	XP_023609435.1	XP_045671997.1
OG0000294	XP_006087684.1	XP_045647615.1
OG0000295	XP_014313620.1	XP_045660621.1
OG0000295	XP_006086407.1	XP_045666125.1
OG0000296	XP_006083068.1, XP_006083069.1	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1
OG0000297	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1
OG0000298	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1	XP_045663153.1
OG0000299	XP_006089674.1	XP_045652448.1, XP_045652449.1, XP_045652450.1
OG0000299	XP_023609838.1, XP_006089116.1, XP_023609837.1	XP_045647988.1
OG0000300	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1
OG0000301	XP_014316180.1, XP_014316181.1	XP_045638807.1
OG0000301	XP_014316182.1	XP_045638801.1
OG0000303	XP_006103970.1, XP_023600907.1, XP_006109319.2	XP_045661297.1, XP_045661296.1, XP_045661298.1
OG0000304	XP_023617733.1	XP_045668813.1
OG0000306	XP_023619876.1	XP_045657593.1, XP_045657596.1, XP_045657594.1
OG0000308	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1	XP_045671842.1
OG0000308	XP_006082891.1	XP_045657259.1, XP_045664330.1
OG0000309	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1	XP_045661129.1, XP_045661131.1
OG0000310	XP_023606482.1	XP_045649204.1, XP_045649203.1
OG0000311	XP_006085486.1	XP_045648810.1
OG0000312	XP_023604532.1, XP_023604253.1, XP_014305299.1	XP_045656660.1, XP_045656661.1
OG0000312	XP_006108184.3	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1
OG0000313	XP_006095749.1	XP_045656750.1
OG0000313	XP_006095746.1	XP_045656753.1
OG0000313	XP_006095880.1, XP_006095748.1	XP_045656752.1
OG0000314	XP_023615823.1	XP_045644629.1
OG0000315	XP_023614229.1, XP_023612713.1	XP_045646435.1
OG0000316	XP_006087712.1	XP_045649663.1, XP_045657254.1
OG0000318	XP_014308511.1, XP_006097717.1, XP_006097718.1	XP_045653245.1
OG0000319	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1	XP_045666425.1
OG0000320	XP_023614900.1, XP_023614899.1, XP_006095133.1	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1
OG0000321	XP_006107351.1, XP_023603784.1, XP_014313627.1	XP_045628053.1
OG0000321	XP_023612665.1	XP_045660954.1
OG0000322	XP_006101739.1, XP_006083439.1, XP_006108243.1	XP_045663596.1
OG0000322	XP_023614894.1, XP_006088486.1	XP_045632272.1
OG0000323	XP_023614268.1	XP_045638198.1
OG0000323	XP_006096880.1, XP_006085581.1	XP_045671598.1
OG0000324	XP_023616790.1, XP_023616791.1	XP_045638551.1
OG0000325	XP_023605161.1, XP_006102795.1, XP_014323574.1	XP_045660842.1, XP_045660837.1, XP_045660844.1, XP_045660839.1, XP_045660845.1, XP_045660838.1, XP_045660841.1, XP_045660843.1, XP_045660840.1, XP_045660836.1
OG0000326	XP_006088264.1	XP_045642054.1
OG0000327	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1	XP_045637692.1
OG0000328	XP_023600221.1, XP_014301052.1, XP_006103215.1	XP_045626965.1, XP_045626964.1, XP_045626962.1, XP_045626963.1
OG0000329	XP_006097949.1, XP_014319084.1	XP_045645588.1
OG0000329	XP_023612835.1, XP_006092598.1, XP_006092599.1	XP_045657462.1
OG0000330	XP_023615111.1	XP_045663037.1
OG0000331	XP_006087314.1	XP_045655812.1, XP_045655810.1
OG0000331	XP_014311192.1	XP_045633961.1, XP_045633964.1, XP_045633963.1, XP_045633962.1
OG0000332	XP_006088772.1	XP_045648355.1
OG0000333	XP_023602710.1	XP_045634726.1, XP_045634723.1, XP_045634721.1, XP_045634722.1, XP_045634725.1, XP_045634724.1
OG0000334	XP_006104614.1	XP_045630545.1, XP_045630544.1
OG0000334	XP_006104615.1	XP_045630546.1
OG0000335	XP_023603981.1	XP_045671065.1
OG0000336	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1	XP_045632628.1, XP_045632621.1, XP_045632624.1, XP_045632622.1, XP_045632627.1, XP_045632625.1, XP_045632626.1, XP_045632623.1
OG0000337	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1	XP_045667626.1
OG0000339	XP_023612828.1	XP_045657455.1
OG0000339	XP_006107030.1	XP_045634828.1
OG0000340	XP_023616340.1	XP_045641262.1
OG0000341	XP_006083628.1	XP_045652837.1
OG0000342	XP_014319172.1	XP_045650084.1
OG0000343	XP_023614824.1	XP_045669834.1, XP_045669837.1, XP_045669836.1, XP_045669839.1, XP_045669830.1, XP_045669835.1, XP_045669838.1, XP_045669840.1, XP_045669832.1, XP_045669831.1
OG0000344	XP_006105693.1	XP_045647105.1
OG0000344	XP_006091194.1	XP_045647119.1, XP_045647142.1, XP_045647118.1
OG0000345	XP_014305768.1	XP_045669134.1
OG0000346	XP_014314516.1	XP_045657517.1, XP_045657518.1, XP_045657519.1, XP_045657520.1
OG0000347	XP_006089702.1	XP_045659816.1
OG0000347	XP_006109363.3	XP_045643660.1, XP_045643658.1, XP_045643659.1
OG0000348	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1	XP_045637850.1, XP_045637852.1, XP_045637851.1, XP_045637849.1
OG0000349	XP_006092244.1	XP_045669847.1
OG0000349	XP_006107755.1	XP_045634706.1
OG0000350	XP_014316535.1, XP_006095017.1	XP_045637511.1, XP_045637633.1, XP_045637513.1
OG0000351	XP_023606682.1	XP_045661726.1
OG0000352	XP_014314774.1, XP_014305282.1, XP_006092976.2, XP_006092973.1, XP_006081605.1, XP_006093800.1, XP_006084991.1, XP_023613061.1	XP_045646807.1, XP_045646794.1
OG0000354	XP_006097623.1	XP_045665956.1, XP_045665957.1
OG0000355	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1	XP_045641402.1
OG0000356	XP_014307622.1, XP_014307624.1, XP_006084732.1	XP_045656253.1, XP_045656251.1, XP_045656250.1, XP_045656252.1
OG0000357	XP_006084725.1	XP_045645451.1, XP_045645452.1, XP_045645446.1, XP_045645445.1, XP_045645444.1, XP_045645449.1, XP_045645447.1, XP_045645448.1
OG0000359	XP_006104659.1	XP_045651588.1, XP_045651587.1
OG0000359	XP_006104657.1, XP_006104658.1	XP_045651585.1, XP_045651586.1
OG0000360	XP_014303560.2	XP_045642033.1
OG0000360	XP_023601824.1	XP_045642040.1
OG0000360	XP_023601825.1	XP_045642039.1
OG0000361	XP_006092122.1, XP_014313941.1	XP_045642447.1
OG0000362	XP_006107948.3, XP_006085256.1	XP_045645401.1
OG0000362	XP_006084552.1	XP_045654368.1
OG0000363	XP_006096177.1	XP_045658172.1
OG0000364	XP_014320383.1, XP_014320382.1, XP_006099441.1	XP_045670848.1, XP_045670844.1, XP_045670845.1, XP_045670843.1, XP_045670847.1, XP_045670846.1
OG0000365	XP_006107952.1, XP_014306059.2	XP_045657682.1, XP_045657685.1, XP_045657686.1, XP_045657687.1, XP_045657683.1, XP_045657681.1
OG0000366	XP_023599432.1	XP_045658516.1
OG0000366	XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1	XP_045658515.1
OG0000367	XP_006108461.3	XP_045630822.1, XP_045630821.1, XP_045630823.1, XP_045630824.1, XP_045630820.1
OG0000368	XP_006091144.1	XP_045647032.1
OG0000370	XP_014311907.1	XP_045632451.1
OG0000372	XP_006089092.1	XP_045630613.1
OG0000373	XP_023599457.1, XP_014323137.1	XP_045632081.1, XP_045632082.1
OG0000374	XP_006089569.1, XP_006089567.1, XP_006089568.1	XP_045660504.1, XP_045660503.1, XP_045660505.1
OG0000375	XP_006085555.1, XP_023606942.1	XP_045652696.1
OG0000376	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1	XP_045630149.1
OG0000379	XP_006094619.1	XP_045638876.1
OG0000379	XP_014316245.2, XP_014316239.1, XP_023614551.1	XP_045638872.1
OG0000379	XP_023614537.1, XP_023614536.1, XP_023614535.1, XP_023614533.1, XP_006094622.1, XP_014305207.1, XP_014305203.1	XP_045638888.1
OG0000381	XP_023613911.1	XP_045664636.1
OG0000381	XP_014323083.1, XP_006093870.1, XP_014302772.1	XP_045664600.1
OG0000382	XP_006108130.1	XP_045637558.1, XP_045637557.1, XP_045637559.1
OG0000384	XP_006094600.1, XP_006094680.1	XP_045638829.1
OG0000385	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1	XP_045630206.1
OG0000386	XP_014323271.1	XP_045664312.1
OG0000387	XP_006084089.1	XP_045635622.1, XP_045635623.1, XP_045635621.1
OG0000388	XP_006106965.1	XP_045653890.1
OG0000389	XP_023602467.1	XP_045629817.1, XP_045629730.1
OG0000390	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1	XP_045658013.1, XP_045658011.1, XP_045658012.1, XP_045658014.1, XP_045658009.1, XP_045658010.1, XP_045658015.1
OG0000391	XP_006087007.1, XP_023608251.1	XP_045663706.1
OG0000392	XP_006098635.1	XP_045657404.1
OG0000392	XP_023619844.1	XP_045631360.1
OG0000393	XP_006099009.1, XP_014319997.1, XP_006099010.1	XP_045669676.1
OG0000394	XP_014307074.2	XP_045635378.1
OG0000395	XP_006085466.1	XP_045649388.1
OG0000396	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1	XP_045664520.1
OG0000397	XP_023608225.1	XP_045628868.1
OG0000399	XP_006084357.1	XP_045637359.1, XP_045637358.1, XP_045637357.1
OG0000400	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1	XP_045657048.1, XP_045657049.1
OG0000401	XP_006083286.1	XP_045637186.1
OG0000402	XP_006083250.1	XP_045636554.1
OG0000402	XP_023601131.1	XP_045636562.1
OG0000402	XP_023601100.1	XP_045636464.1
OG0000404	XP_023615766.1, XP_014317573.1, XP_023615765.1, XP_023611200.1	XP_045649961.1, XP_045649986.1, XP_045649931.1
OG0000405	XP_006082947.1, XP_023620135.1	XP_045644728.1
OG0000407	XP_014316176.2	XP_045629028.1, XP_045629027.1
OG0000407	XP_023599972.1	XP_045629026.1, XP_045629025.1
OG0000408	XP_006101374.1	XP_045632502.1, XP_045632509.1, XP_045643382.1, XP_045632500.1, XP_045632511.1, XP_045652416.1, XP_045652412.1
OG0000409	XP_006094633.1	XP_045639043.1, XP_045639033.1
OG0000409	XP_006094629.1	XP_045639025.1
OG0000409	XP_006094715.1	XP_045639035.1
OG0000410	XP_006107915.3, XP_014302818.1	XP_045629473.1
OG0000410	XP_006106674.1, XP_006106677.1, XP_006106676.1, XP_006106675.1, XP_006107914.1	XP_045629476.1
