Orthogroup	Myotis_lucifugus	Saimiri_boliviensis_boliviensis
OG0000219	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1
OG0000220	XP_006091888.1, XP_014313954.1	XP_003920219.1
OG0000222	XP_006096788.1	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1
OG0000223	XP_006106940.1, XP_023604562.1	XP_003920311.3, XP_003920533.1
OG0000224	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1
OG0000225	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1	XP_003920342.1
OG0000226	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1
OG0000226	XP_006084776.1	XP_003940216.1
OG0000227	XP_006091479.1, XP_023612020.1, XP_006091480.1	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1
OG0000228	XP_006082737.1	XP_039325748.1
OG0000230	XP_023614298.1	XP_003937598.1
OG0000232	XP_023607072.1	XP_010329040.2
OG0000232	XP_023619478.1	XP_039331405.1
OG0000235	XP_006109711.1	XP_003920711.1
OG0000236	XP_006087167.1	XP_003926098.1
OG0000237	XP_006107980.1, XP_014305431.1, XP_014305433.1	XP_003938099.1, XP_003931017.2, XP_039323148.1, XP_039315751.1, XP_039336254.1, XP_039329805.1, XP_039327043.1
OG0000238	XP_006093749.1	XP_003939336.2
OG0000241	XP_014313960.1	XP_010335794.2, XP_003920131.2
OG0000243	XP_023608121.1	XP_010344437.1
OG0000244	XP_023620417.1	XP_039322131.1
OG0000244	XP_023600059.1	XP_039331048.1
OG0000245	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1	XP_010330417.1
OG0000246	XP_023607966.1	XP_039334581.1
OG0000247	XP_006088559.1	XP_003927577.1
OG0000248	XP_006096013.1, XP_006096014.1	XP_010343195.1, XP_010343196.1, XP_010343197.1
OG0000249	XP_006094796.1, XP_006094795.1	XP_003929836.1
OG0000249	XP_006094794.1	XP_003929837.1
OG0000250	XP_006085373.1, XP_014312864.1	XP_039317012.1, XP_039317011.1
OG0000251	XP_014311454.1, XP_023609669.1	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1
OG0000252	XP_014323427.1	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1
OG0000254	XP_014302875.1, XP_006105262.1	XP_039318676.1, XP_039336541.1
OG0000255	XP_023619953.1	XP_039328401.1
OG0000257	XP_006089738.1	XP_003919835.2
OG0000257	XP_006089760.1, XP_006107835.1	XP_003919841.1
OG0000258	XP_023620470.1	XP_039333850.1
OG0000259	XP_006091986.1	XP_003920139.1
OG0000260	XP_006091992.1	XP_003920134.2
OG0000262	XP_006094679.1	XP_003923877.1
OG0000262	XP_006094687.1	XP_003923420.2
OG0000263	XP_023609691.1	XP_010334377.1, XP_003925373.1
OG0000264	XP_014306126.2	XP_010337766.2, XP_010337765.2, XP_039324559.1
OG0000265	XP_014321480.1	XP_039321980.1
OG0000266	XP_006096378.2	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1
OG0000267	XP_023600784.1, XP_023600785.1, XP_023600781.1	XP_039318418.1, XP_039318421.1
OG0000268	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1	XP_039336479.1, XP_010336634.1
OG0000270	XP_023608747.1, XP_023608746.1	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1
OG0000272	XP_006102116.1	XP_003933080.1
OG0000272	XP_006102115.1	XP_003933076.2
OG0000272	XP_006102124.1	XP_039332171.1
OG0000272	XP_006102118.1	XP_003933081.1
OG0000273	XP_023617704.1, XP_006081115.1, XP_006081114.1	XP_039316246.1, XP_010343155.2, XP_003934265.1
OG0000274	XP_006101970.1	XP_003929108.1
OG0000274	XP_006101969.1, XP_014301789.1	XP_003929106.1
OG0000275	XP_023613305.1	XP_039331049.1, XP_039327276.1, XP_039331109.1, XP_003941964.1
OG0000275	XP_006082927.1, XP_023619985.1	XP_039331456.1
OG0000278	XP_006086568.1, XP_006086567.1	XP_039324245.1, XP_003933960.1
OG0000280	XP_006100233.2	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1
OG0000281	XP_023608455.1, XP_006087273.1	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2
OG0000282	XP_006095671.1	XP_039332499.1
OG0000282	XP_014308597.1, XP_006082431.1	XP_039334752.1
OG0000285	XP_014320883.1, XP_023619316.1	XP_003927603.2, XP_010336668.2, XP_039336382.1, XP_010336515.2, XP_003927607.2, XP_010336664.2, XP_003927604.3
OG0000286	XP_006094630.1	XP_003923395.2
OG0000287	XP_006087529.1	XP_003935865.2
OG0000287	XP_006087525.1, XP_023608605.1	XP_003935829.2, XP_003935830.2
OG0000289	XP_014315333.1	XP_010332826.1
OG0000290	XP_023619424.1	XP_010333367.1
OG0000291	XP_023614847.1, XP_023604395.1, XP_023604127.1	XP_010340790.1, XP_003931837.1
OG0000291	XP_014316518.1	XP_003931838.1
OG0000292	XP_023609435.1	XP_039324035.1
OG0000294	XP_006087684.1	XP_039336151.1
OG0000294	XP_023600181.1	XP_039325922.1, XP_010349843.1
OG0000295	XP_014313620.1	XP_039335727.1
OG0000295	XP_006086407.1	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1
OG0000296	XP_006083068.1, XP_006083069.1	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2
OG0000297	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1	XP_003934550.1, XP_010343392.1, XP_039317701.1
OG0000298	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1	XP_010340855.1, NP_001266929.1
OG0000299	XP_006089674.1	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1
OG0000299	XP_023609838.1, XP_006089116.1, XP_023609837.1	XP_003934799.1
OG0000300	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1	XP_003920135.2
OG0000301	XP_014316180.1, XP_014316181.1	XP_003923423.1
OG0000303	XP_023600647.1	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1
OG0000304	XP_023617733.1	XP_039334875.1
OG0000304	XP_023609356.1	XP_003919795.1
OG0000305	XP_006095592.1	XP_010345149.2, XP_039335863.1, XP_039323451.1, XP_003945210.3, XP_039330693.1, XP_039323543.1, XP_039323604.1
OG0000305	XP_014321861.1	XP_039323191.1
OG0000306	XP_023619876.1	XP_039316748.1
OG0000307	XP_023606613.1	XP_039329021.1
OG0000308	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1	XP_003933702.1
OG0000308	XP_006082891.1	XP_039329871.1, XP_003936897.1
OG0000309	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2
OG0000310	XP_023606482.1	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1
OG0000311	XP_006085486.1	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1
OG0000312	XP_023604532.1, XP_023604253.1, XP_014305299.1	XP_003920315.2
OG0000312	XP_006108184.3	XP_010334255.1, XP_039327118.1
OG0000313	XP_006095749.1	XP_003939234.2
OG0000313	XP_006095880.1, XP_006095748.1	XP_003939232.2
OG0000314	XP_023615823.1	XP_039336147.1
OG0000315	XP_023614229.1, XP_023612713.1	XP_010339995.1
OG0000316	XP_006087712.1	XP_003943964.1
OG0000318	XP_014308511.1	XP_003945195.2, XP_039323698.1, XP_010342139.2, XP_039332746.1, XP_039316379.1, XP_003922825.2
OG0000318	XP_006097717.1, XP_006097718.1	XP_010344951.1
OG0000319	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1	XP_010339352.1
OG0000320	XP_023614900.1, XP_023614899.1, XP_006095133.1	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1
OG0000321	XP_006107351.1, XP_023603784.1, XP_014313627.1	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1
OG0000321	XP_023612665.1	XP_039319977.1
OG0000322	XP_006101739.1, XP_006083439.1, XP_006108243.1	XP_003940320.1
OG0000322	XP_006088486.1	XP_010348000.1
OG0000323	XP_023614268.1	XP_039329992.1
OG0000323	XP_006096880.1, XP_006085581.1	XP_003926406.1, XP_039325476.1
OG0000324	XP_023616790.1, XP_023616791.1	XP_010344341.1
OG0000325	XP_023605161.1, XP_006102795.1, XP_014323574.1	XP_003931402.1, XP_039332552.1, XP_003931401.1
OG0000326	XP_006088264.1	XP_039316283.1
OG0000327	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1	XP_039332783.1, XP_039332782.1, XP_039332784.1
OG0000328	XP_023600221.1, XP_014301052.1, XP_006103215.1	XP_010349061.1, XP_003940074.1
OG0000329	XP_006097949.1, XP_014319084.1	XP_039328473.1
OG0000329	XP_023612835.1, XP_006092598.1, XP_006092599.1	XP_003933510.1
OG0000330	XP_023615111.1	XP_010332103.1
OG0000331	XP_006087314.1	XP_010345824.1
OG0000332	XP_006088772.1	XP_039328671.1, XP_039328672.1
OG0000333	XP_023602710.1	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1
OG0000334	XP_023601568.1, XP_006104614.1	XP_010327807.1
OG0000335	XP_023603981.1	XP_003942734.1
OG0000336	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1	XP_010335917.1, XP_010335916.1
OG0000337	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1	XP_003927448.1
OG0000339	XP_023612828.1	XP_039316760.1, XP_039316761.1
OG0000339	XP_006107030.1	XP_039333039.1
OG0000340	XP_023616340.1	XP_003943209.1
OG0000341	XP_006083628.1	XP_003927227.1
OG0000342	XP_006107287.1	XP_039331607.1
OG0000342	XP_014309773.1	XP_010339462.2
OG0000343	XP_023614824.1	XP_010340785.2, XP_010340786.2, XP_039332938.1
OG0000344	XP_006105693.1	XP_010349695.1
OG0000344	XP_006091194.1	XP_003945095.2
OG0000345	XP_014305768.1	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1
OG0000346	XP_014314516.1	XP_039316753.1, XP_039315863.1, XP_010342301.1, XP_003933465.1
OG0000347	XP_006089702.1	XP_003919869.1
OG0000347	XP_006109363.3	XP_010347152.2
OG0000348	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1	XP_039319820.1, XP_039319819.1, XP_010333844.1
OG0000349	XP_006092244.1	XP_039332121.1, XP_010328576.1
OG0000349	XP_006107755.1	XP_003926325.1
OG0000350	XP_014316535.1, XP_006095017.1	XP_010328950.2, XP_039332441.1, XP_003942852.1
OG0000350	XP_006095016.1, XP_014316533.1	XP_039332440.1
OG0000351	XP_023606682.1	XP_039320496.1
OG0000352	XP_006092974.1	XP_039326951.1
OG0000354	XP_006097623.1	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2
OG0000355	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1	XP_039336490.1, XP_039336491.1
OG0000356	XP_014307622.1, XP_014307624.1, XP_006084732.1	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1
OG0000357	XP_006084725.1	XP_039319899.1, XP_010330519.2
OG0000359	XP_006104659.1	XP_003944378.1
OG0000359	XP_006104657.1, XP_006104658.1	XP_039323523.1, XP_010330550.1
OG0000360	XP_014303560.2	XP_003930084.1
OG0000360	XP_023601824.1	XP_039334104.1
OG0000360	XP_023601825.1	XP_039334092.1
OG0000361	XP_006092122.1, XP_014313941.1	XP_003920138.2, XP_003920142.2
OG0000362	XP_006107948.3, XP_006085256.1	XP_039321710.1, XP_039321709.1
OG0000362	XP_006084552.1	XP_039323844.1
OG0000363	XP_006096177.1	XP_003921542.2
OG0000364	XP_014320383.1, XP_014320382.1, XP_006099441.1	XP_010345041.2
OG0000365	XP_006107952.1, XP_014306059.2	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1
OG0000366	XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1	XP_003924294.2
OG0000367	XP_006108461.3	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1
OG0000368	XP_006091144.1	XP_003925240.1, XP_010334201.1
OG0000370	XP_014311907.1	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1
OG0000371	XP_023599400.1	XP_003922004.1
OG0000372	XP_006089092.1	XP_039333193.1
OG0000373	XP_023599457.1, XP_014323137.1	XP_039317940.1, XP_039317941.1, XP_039316567.1
OG0000374	XP_006089569.1, XP_006089567.1, XP_006089568.1	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1
OG0000375	XP_006085555.1, XP_023606942.1	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1
OG0000376	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1
OG0000379	XP_006094619.1	XP_039326923.1
OG0000379	XP_014316245.2, XP_014316239.1, XP_023614551.1	XP_003923405.1, XP_010332526.1, XP_010332525.1
OG0000381	XP_023613911.1	XP_003919941.2
OG0000381	XP_014323083.1, XP_006093870.1, XP_014302772.1	XP_039327445.1, XP_039335065.1
OG0000382	XP_006108130.1	XP_010328928.1, XP_010328930.1, XP_010328929.1, XP_039332339.1, XP_010328932.1, XP_010328931.1, XP_039332340.1, XP_039332338.1
OG0000384	XP_006094600.1, XP_006094680.1	XP_003923876.1
OG0000385	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1	XP_003944094.2, XP_039321713.1, XP_003944083.2, XP_010330229.2, XP_003924191.1
OG0000386	XP_014323271.1	XP_010338540.1
OG0000387	XP_006084089.1	XP_039324584.1, XP_039328311.1, XP_039328312.1, XP_003943464.1
OG0000388	XP_006106965.1	XP_039327045.1, XP_010332765.1
OG0000389	XP_023602467.1	XP_039316319.1, XP_039316321.1
OG0000390	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1	XP_039329902.1, XP_003921483.1
OG0000391	XP_006087007.1, XP_023608251.1	XP_003924636.1, XP_010333619.1
OG0000392	XP_006098635.1	XP_039323108.1, XP_039323194.1, XP_010343280.2
OG0000392	XP_023619844.1	XP_010331234.2, XP_039318775.1
OG0000393	XP_006099009.1, XP_014319997.1, XP_006099010.1	XP_039331959.1, XP_003931303.1
OG0000394	XP_014307074.2	XP_003929632.2
OG0000395	XP_006085466.1	XP_039328988.1
OG0000396	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1	XP_010330896.1, XP_039327115.1, XP_010330946.1, XP_010330992.1, XP_010330861.1
OG0000397	XP_023608225.1	XP_039329126.1
OG0000398	XP_023619689.1	XP_039333392.1, XP_039330011.1
OG0000399	XP_006084357.1	XP_010343425.1, XP_010343424.1, XP_010343423.1
OG0000400	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1	XP_010348103.1
OG0000401	XP_006083286.1	XP_010328155.2
OG0000402	XP_006083250.1	XP_003921968.2
OG0000402	XP_023601131.1	XP_010327774.1
OG0000402	XP_023601100.1	XP_010350772.2
OG0000404	XP_023615766.1, XP_014317573.1, XP_023615765.1, XP_023611200.1	XP_003943741.1, XP_010329850.1, XP_039331294.1, XP_039331569.1, XP_003943740.1, XP_010329851.1, XP_010329852.1
OG0000405	XP_006082947.1, XP_023620135.1	XP_039331605.1, XP_003943139.1, XP_003943141.1
OG0000407	XP_014316176.2	XP_010340227.1
OG0000407	XP_023599972.1	XP_010340228.1
OG0000409	XP_006094633.1	XP_010332521.1
OG0000409	XP_006094632.1, XP_006094629.1, XP_006094715.1	XP_010332522.1
OG0000410	XP_006107915.3, XP_014302818.1	XP_003933126.2
OG0000411	XP_014310731.1	XP_010334461.2
OG0000412	XP_023619410.1	XP_003941177.1
OG0000413	XP_006106089.1, XP_014303555.1, XP_006106087.1	XP_003930100.1, XP_039334097.1, XP_003930098.1, XP_003930099.1
OG0000414	XP_006093991.1	XP_010345156.1
OG0000415	XP_006102946.1	XP_039333345.1, XP_039316096.1
OG0000415	XP_006087989.2	XP_039335126.1
OG0000415	XP_023619647.1	XP_039317743.1
OG0000416	XP_023604903.1	XP_039317378.1
OG0000418	XP_023609056.1	XP_010334267.1, XP_010334268.1, XP_039331020.1, XP_003925282.1, XP_039331021.1
OG0000419	XP_006090572.2	XP_003921078.2, XP_010341787.1, XP_010341784.1, XP_010341791.1
OG0000421	XP_014317484.1, XP_014317483.1, XP_023615671.1	XP_003935272.1
OG0000422	XP_006098865.1	XP_010340472.1, XP_010340471.1
OG0000423	XP_023610210.1	XP_039335300.1
OG0000424	XP_023620045.1	XP_039321104.1
OG0000425	XP_023618419.1	XP_010329942.1
OG0000426	XP_023616221.1	XP_039326148.1
OG0000427	XP_006083036.1	XP_039323220.1, XP_039323221.1, XP_039331292.1, XP_039331600.1, XP_003944512.2
OG0000428	XP_006109511.1, XP_006108444.1, XP_006097131.1, XP_006097076.1, XP_023616605.1, XP_023616607.1, XP_023616608.1	XP_039317008.1, XP_003935622.1, XP_003935618.1, XP_010344408.1, XP_010344407.1, XP_003935620.1, XP_003935619.1, XP_003935624.1
OG0000431	XP_014301212.1	XP_010339016.1, XP_039333934.1, XP_039333937.1
OG0000432	XP_014305634.1, XP_023604523.1, XP_014305636.1	XP_010340610.1
OG0000432	XP_023605841.1, XP_023605840.1, XP_023605843.1, XP_014307213.1, XP_023605842.1	XP_003934615.2
OG0000433	XP_006108732.1, XP_006105636.1, XP_006107020.1, XP_014305234.1, XP_014305524.1, XP_006108279.1, XP_023602019.1, XP_006107571.1, XP_006106592.1, XP_006105637.1, XP_014303189.1, XP_006107018.1, XP_023603117.1, XP_014305270.2, XP_023603118.1, XP_014303989.1	XP_003926447.2, XP_039323592.1, XP_039323593.1
OG0000434	XP_023619721.1	XP_010350769.1
OG0000435	XP_014310029.1	XP_003936922.1
OG0000436	XP_006087869.1, XP_006084738.2	XP_010349157.1
OG0000436	XP_023617317.1	XP_039327824.1, XP_039328285.1, XP_039332195.1
OG0000437	XP_014303624.1, XP_014303626.1	XP_010336153.2, XP_010349249.1, XP_039323057.1, XP_039323059.1, XP_039323058.1
OG0000438	XP_023609911.1	XP_010343642.1
OG0000438	XP_006107437.1	XP_039336042.1
OG0000439	XP_023600324.1	XP_010344180.1, XP_039320264.1
OG0000440	XP_006083093.1, XP_006096080.1	XP_010333447.1, XP_010333446.1
OG0000441	XP_006105293.1, XP_023602070.1, XP_006105292.1, XP_006105294.1, XP_006105289.1	XP_003943652.2
OG0000443	XP_023605707.1	XP_010338471.1
OG0000445	XP_006099319.1, XP_006099320.1	XP_003925073.2
OG0000445	XP_006099321.3	XP_003925074.2
OG0000446	XP_023617474.1, XP_006097992.1	XP_010329077.1
OG0000446	XP_014314932.1	XP_010344663.1
OG0000447	XP_023611696.1	XP_039317038.1, XP_039317036.1, XP_039317037.1
OG0000448	XP_006099353.1, XP_006099355.1	XP_039318354.1, XP_003938524.1, XP_039318356.1, XP_039318355.1, XP_010347478.1
OG0000449	XP_014322200.1	XP_039327192.1, XP_039324539.1
OG0000449	XP_006101441.1	XP_010338387.2
OG0000450	XP_023613113.1, XP_006092902.1, XP_023613114.1, XP_014314757.1, XP_014314759.1	XP_003941718.1, XP_010350741.1
OG0000451	XP_014300994.1, XP_014300999.1, XP_023600944.1, XP_023600928.1, XP_023600950.1, XP_014300983.1, XP_023600915.1	XP_010350610.1, XP_010350613.1
OG0000452	XP_006103322.1	XP_039336583.1, XP_003938020.1
OG0000454	XP_023612791.1	XP_010342316.1, XP_010342315.1, XP_003933487.1
OG0000455	XP_014318734.1	XP_039316805.1, XP_010331248.2, XP_003933587.2
OG0000456	XP_023610945.1	XP_010332130.1
OG0000457	XP_006093675.1	XP_003926496.2, XP_003926497.2, XP_039319920.1
OG0000458	XP_006109377.3, XP_023605306.1	XP_003925115.1
OG0000458	XP_023616636.1	XP_003926316.1
OG0000459	XP_006106652.1, XP_014310202.1, XP_023608649.1, XP_006106656.1, XP_023608648.1, XP_023604552.1, XP_006108198.1, XP_023608601.1, XP_014310199.1, XP_006087501.1, XP_014310200.1, XP_006087502.1, XP_006108440.2, XP_023608645.1, XP_006087494.1, XP_023608646.1	XP_003924434.1, XP_010333423.1
OG0000460	XP_006094790.1	XP_003929830.1
OG0000460	XP_006094798.1	XP_010338709.2
OG0000461	XP_014313932.1	XP_003920500.2
OG0000463	XP_023617585.1	XP_010347126.2, XP_039330613.1
OG0000463	XP_023620669.1	XP_003941194.2, XP_010350180.2, XP_039331075.1
OG0000464	XP_023600475.1	XP_010330675.1
OG0000465	XP_023615625.1	XP_003937376.1
OG0000467	XP_014322643.1	XP_039326983.1, XP_039326987.1, XP_010332701.1, XP_039326986.1, XP_039326985.1, XP_039326991.1, XP_003923600.1, XP_039326989.1, XP_003923599.1, XP_039326984.1, XP_039326993.1, XP_039326988.1, XP_003923595.1, XP_003923598.1, XP_039326990.1, XP_010332700.1, XP_039326994.1
OG0000469	XP_006095048.1, XP_006095015.1, XP_006095047.1	XP_039332442.1, XP_039332443.1, XP_003945125.1
OG0000470	XP_023600978.1, XP_023600977.1, XP_006104017.1, XP_014301795.1, XP_014301794.1, XP_014301793.1	XP_039332116.1
