Orthogroup	Myotis_lucifugus	Loxodonta_africana
OG0000123	XP_006105194.1, XP_014302819.2, XP_006105188.1, XP_006105189.1	XP_003423694.1, XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1
OG0000124	XP_023612765.1	XP_023397803.1
OG0000125	XP_006095004.1	XP_023409170.1
OG0000125	XP_006095005.1, XP_006095008.1, XP_006095006.1	XP_003414778.1, XP_003414508.1, XP_023409451.1
OG0000125	XP_006095007.1	XP_003414509.1
OG0000126	XP_023601914.1	XP_003423768.2, XP_023398553.1
OG0000127	XP_023616213.1, XP_014317970.1, XP_014317972.1, XP_014317969.1, XP_014317968.1, XP_014317973.1, XP_023616215.1, XP_023616214.1, XP_023616212.1, XP_023616216.1, XP_006096648.1	XP_023404329.1, XP_010588794.1, XP_023404330.1
OG0000128	XP_023602430.1	XP_023411461.1
OG0000128	XP_023602433.1	XP_023411499.1, XP_003416479.1, XP_003416519.3
OG0000129	XP_006109265.1, XP_023604978.1, XP_023613461.1, XP_023613462.1, XP_023613459.1, XP_023613460.1, XP_006093297.1	XP_003404183.1, XP_003404480.1
OG0000130	XP_006094606.1	XP_003421545.1, XP_003421542.1
OG0000130	XP_006094605.1	XP_003421540.1
OG0000130	XP_006094688.1	XP_003421541.1
OG0000130	XP_006094607.1	XP_003421543.1, XP_010599267.1
OG0000131	XP_006089739.1, XP_006108842.1	XP_010590563.1, XP_003412097.1, XP_003412096.1
OG0000132	XP_006084467.1	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1
OG0000133	XP_023613398.1, XP_023613397.1, XP_023613396.1, XP_023613395.1, XP_023613394.1, XP_023613399.1, XP_014315061.1	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1
OG0000134	XP_006084217.2	XP_010589131.1
OG0000135	XP_023607667.1	XP_023394637.1
OG0000136	XP_023606748.1	XP_023394645.1
OG0000137	XP_006094818.1	XP_003420629.2
OG0000137	XP_006094802.1	XP_010598421.1
OG0000137	XP_006094801.1	XP_023395285.1, XP_003420626.1
OG0000138	XP_006094594.1	XP_003421480.2
OG0000138	XP_006094593.1	XP_023396340.1
OG0000138	XP_006094665.1	XP_003421587.1, XP_003421588.1
OG0000142	XP_006106709.1, XP_006106710.1, XP_023603199.1, XP_006106708.1	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1
OG0000143	XP_023603862.1	XP_010589879.2
OG0000145	XP_006096700.1	XP_023402721.1
OG0000146	XP_006105955.1, XP_023602559.1	XP_003408437.1, XP_010586701.1, XP_023401633.1
OG0000147	XP_023617290.1, XP_023603880.1, XP_023603879.1	XP_003413755.1
OG0000148	XP_014310265.1, XP_023608613.1	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1
OG0000149	XP_023600635.1	XP_023399780.1
OG0000149	XP_023616468.1, XP_014306422.2	XP_003415228.1
OG0000149	XP_023617009.1	XP_010587900.1
OG0000149	XP_006096963.1	XP_010593170.2
OG0000151	XP_006101983.2	XP_023409145.1
OG0000151	XP_023599174.1	XP_010592885.2
OG0000153	XP_006101380.1, XP_006101379.1	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1
OG0000156	XP_023620743.1, XP_014322360.1, XP_006101540.1, XP_023620742.1, XP_006101539.1	XP_023399246.1, XP_010584904.1, XP_023399247.1
OG0000157	XP_006089394.1	XP_010588753.1, XP_010585007.1
OG0000158	XP_014315308.1	XP_003418390.1
OG0000158	XP_014323398.1, XP_006094724.1	XP_010593061.2, XP_003408537.2
OG0000159	XP_014316276.1, XP_014306719.1	XP_010588696.1, XP_010588746.2, XP_003410396.1
OG0000160	XP_006083152.1, XP_014314477.1	XP_003414826.1
OG0000161	XP_006096519.1, XP_006096831.1, XP_023616394.1, XP_014318152.1	XP_003413617.1, XP_003413619.1, XP_003413618.2
OG0000163	XP_014322276.1	XP_023410511.1, XP_023410516.1
OG0000163	XP_023620683.1	XP_023410474.1
OG0000164	XP_006086410.1	XP_023401577.1
OG0000165	XP_014309436.1, XP_023607965.1	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1
OG0000166	XP_023605334.1, XP_023605345.1, XP_023605352.1, XP_014321285.2, XP_023605338.1	XP_010587992.1
OG0000167	XP_006103113.1, XP_023600145.1	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1
OG0000168	XP_006109407.1	XP_010595285.1
OG0000168	XP_006106539.1, XP_023603063.1	XP_003417326.1
OG0000170	XP_014312153.1	XP_023406587.1, XP_003412042.1
OG0000170	XP_023610275.1, XP_006089639.1	XP_023406381.1
OG0000171	XP_006100015.1	XP_010589537.1
OG0000172	XP_023606738.1	XP_003408365.1
OG0000172	XP_023613986.1	XP_003404078.2
OG0000173	XP_006084433.1, XP_014307292.1, XP_023605848.1, XP_023605849.1	XP_003404331.1
OG0000174	XP_006095354.1, XP_006095356.1, XP_023615091.1, XP_006095355.1, XP_023615090.1, XP_006095357.1	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1, XP_003409493.1, XP_003409494.1, XP_023403302.1, XP_003409495.2
OG0000175	XP_023619605.1	XP_023406470.1
OG0000176	XP_023612325.1, XP_023612302.1, XP_023612290.1, XP_006091903.1, XP_014313981.1, XP_023612322.1, XP_023612323.1, XP_023612324.1, XP_006091904.1	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1
OG0000177	XP_023605077.1	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1
OG0000178	XP_023606331.1, XP_014307712.1, XP_014307710.1	XP_023407366.1
OG0000179	XP_006102694.1	XP_023395618.1
OG0000179	XP_014323474.1	XP_003420838.1, XP_023395617.1, XP_010598712.1
OG0000180	XP_014322759.1	XP_023396262.1
OG0000182	XP_023616097.1, XP_006096564.1, XP_023616096.1, XP_006096563.1, XP_014304507.1, XP_023607362.1	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1
OG0000183	XP_006092049.1	XP_023406429.1
OG0000184	XP_023605358.1	XP_010594281.1
OG0000188	XP_006094601.1, XP_006094602.1	NP_001267811.1
OG0000188	XP_023614550.1	XP_003421604.1
OG0000188	XP_006094603.1	XP_003421603.1
OG0000189	XP_006082100.1	XP_023395230.1, XP_010585159.2
OG0000191	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1	XP_003404326.1
OG0000192	XP_014307155.1	XP_023404872.1
OG0000193	XP_023606229.1	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1
OG0000195	XP_014303636.1	XP_003421080.1
OG0000196	XP_006092113.1	XP_003421409.1, XP_003421405.1
OG0000197	XP_023606210.1	XP_010590992.1
OG0000197	XP_006085012.1	XP_010585568.1
OG0000198	XP_023604023.1, XP_006107573.2	XP_010584940.2
OG0000200	XP_006108946.1, XP_006093214.1	XP_023405160.1
OG0000200	XP_006093986.1, XP_023614014.1, XP_023614007.1, XP_023614008.1	XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1
OG0000201	XP_023600980.1, XP_014317184.1, XP_014306768.2, XP_023604974.1, XP_023604079.1, XP_023599176.1	XP_023409142.1, XP_023398472.1
OG0000202	XP_014311692.1, XP_023605499.1, XP_006089747.1, XP_006082060.1, XP_006093533.1, XP_006100042.1, XP_006082059.1, XP_006082058.1	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1
OG0000203	XP_023608201.1	XP_003405899.2
OG0000204	XP_023614516.1	XP_010597911.2
OG0000205	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1	XP_010590932.1
OG0000206	XP_023608679.1	XP_003415771.1, XP_023410667.1
OG0000207	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1	XP_023397844.1
OG0000208	XP_006082277.1	XP_003414904.1
OG0000209	XP_014304126.1, XP_006108464.1, XP_006109090.3	XP_003406683.1, XP_010585347.1
OG0000209	XP_014305908.1	XP_023399393.1, XP_010585348.2
OG0000210	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1	XP_003412031.2, XP_023406571.1
OG0000211	XP_023609990.1	XP_003406420.1
OG0000211	XP_023610226.1	XP_010589962.1, XP_003411740.1
OG0000213	XP_014304133.1	XP_023410336.1
OG0000214	XP_023619763.1	XP_010591756.1
OG0000214	XP_023608571.1	XP_010589545.1
OG0000214	XP_006081311.1	XP_023401426.1
OG0000215	XP_006108509.1, XP_006086815.1, XP_014305463.1	XP_023412475.1
OG0000216	XP_006101919.1	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1
OG0000217	XP_006082351.1, XP_023614600.1, XP_014315334.1	XP_003414875.1, XP_010593009.1
OG0000219	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1	XP_003407118.1
OG0000220	XP_006091888.1, XP_014313954.1	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1
OG0000222	XP_006096788.1	XP_010598641.1
OG0000223	XP_006106940.1, XP_023604562.1	XP_003419683.1, XP_003419682.1, XP_023415437.1
OG0000224	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1	XP_023404045.1
OG0000226	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1	XP_003422085.1
OG0000226	XP_006084776.1	XP_003422105.1
OG0000227	XP_006091479.1, XP_023612020.1, XP_006091480.1	XP_023406037.1
OG0000232	XP_023607072.1	XP_023411868.1
OG0000232	XP_023619478.1	XP_023407228.1
OG0000234	XP_023604078.1, XP_023602097.1, XP_006105331.1	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1
OG0000235	XP_006109711.1	XP_003404527.1
OG0000236	XP_006087167.1	XP_010585019.1
OG0000237	XP_006107980.1, XP_014305431.1, XP_014305433.1	XP_010591857.1, XP_003413652.1
OG0000238	XP_006093749.1	XP_003405591.1, XP_010599445.1, XP_003405147.1
OG0000238	XP_006093762.1	XP_010596075.1, XP_003405594.1, XP_023395287.1
OG0000241	XP_014313960.1	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2
OG0000242	XP_023604760.1	XP_023398551.1, XP_023403899.1, XP_023407635.1
OG0000243	XP_023608121.1	XP_023400519.1
OG0000244	XP_023620417.1	XP_003422150.1
OG0000244	XP_023600059.1	XP_023395166.1
OG0000246	XP_023607966.1	XP_010588928.1, XP_023404533.1
OG0000247	XP_006088559.1	XP_003411354.1
OG0000248	XP_006096013.1, XP_006096014.1	XP_010588646.1, XP_010588647.1, XP_003410374.1
OG0000249	XP_006094796.1, XP_006094795.1	XP_023394926.1
OG0000249	XP_006094794.1	XP_003420296.2, XP_010598060.1, XP_003420253.1
OG0000250	XP_006085373.1, XP_014312864.1	XP_010600969.1, XP_010601032.1, XP_010600821.1, XP_010596166.1, XP_023413773.1, XP_010596165.1, XP_023398484.1, XP_023398292.1, XP_023413913.1, XP_023398471.1, XP_010600822.1, XP_010601052.1, XP_010600823.1, XP_010600819.1
OG0000251	XP_014311454.1, XP_023609669.1	XP_023411285.1, XP_023411286.1, XP_023411282.1, XP_003416293.1, XP_023411284.1, XP_023411283.1, XP_023411287.1, XP_023411281.1
OG0000252	XP_014323427.1	XP_003406262.1
OG0000254	XP_014302875.1, XP_006105262.1	XP_023411353.1, XP_010594382.1, XP_023411352.1, XP_023411354.1, XP_023411313.1
OG0000255	XP_023619953.1	XP_023411469.1, XP_010594467.1, XP_010594466.1, XP_023411472.1, XP_023411470.1, XP_023411471.1
OG0000255	XP_006102017.1	XP_023396691.1
OG0000257	XP_006089738.1	XP_023406395.1
OG0000257	XP_006089760.1, XP_006107835.1	XP_023406666.1
OG0000258	XP_023620470.1	XP_023414319.1
OG0000259	XP_006091986.1	XP_003422929.1, XP_023397813.1, XP_023397995.1, XP_003423163.1, XP_023397811.1
OG0000260	XP_006091992.1	XP_003423534.1, XP_003423554.1, XP_003422697.1, XP_003422387.1, XP_003423503.1, XP_023398423.1, XP_003422759.1, XP_003423303.1, XP_003422402.1, XP_003423177.1, XP_003423293.1, XP_023398348.1, XP_003423713.1, XP_003422385.1, XP_003423532.1, XP_003423394.1, XP_003422673.1, XP_003423553.1, XP_023398129.1, XP_003422386.2, XP_003422776.1, XP_003423391.1, XP_003423504.1, XP_010600975.1
OG0000262	XP_006094674.1	XP_023396353.1, XP_003412272.1
OG0000262	XP_006094679.1	XP_003421524.1
OG0000262	XP_006094687.1	XP_003421537.1
OG0000263	XP_023609691.1	XP_023404897.1
OG0000264	XP_014306126.2	XP_023402304.1
OG0000265	XP_014321480.1	XP_023401252.1
OG0000266	XP_006096378.2	XP_023411177.1
OG0000270	XP_023608747.1, XP_023608746.1	XP_023394876.1, XP_010598008.1
OG0000272	XP_006102116.1	XP_003414588.1
OG0000272	XP_006102115.1	XP_010592529.1
OG0000272	XP_006102118.1	XP_003414589.2, XP_003414395.1
OG0000273	XP_023617704.1, XP_006081115.1, XP_006081114.1	XP_023411700.1, XP_003416552.1, XP_023411703.1
OG0000274	XP_006101970.1	XP_003414406.1
OG0000274	XP_006101969.1, XP_014301789.1	XP_003414608.1, XP_003414607.1, XP_003414606.1
OG0000275	XP_023613305.1	XP_010596939.2
OG0000278	XP_006086568.1, XP_006086567.1	XP_003404582.1
OG0000280	XP_006100233.2	XP_003404509.1, XP_023404272.1, XP_010588476.1, XP_010588485.1, XP_023404273.1, XP_010588480.1
OG0000282	XP_006095671.1	XP_003414646.1
OG0000286	XP_006094631.1	XP_003422943.1
OG0000286	XP_006094630.1	XP_010600431.1, XP_003422941.1, XP_003422940.1
OG0000287	XP_006087529.1	XP_023414549.1
OG0000287	XP_006087525.1, XP_023608605.1	XP_003423380.1, XP_003423790.1, XP_023398220.1, XP_010599308.1, XP_023396391.1
OG0000288	XP_014313944.2	XP_003422762.1
OG0000289	XP_014315333.1	XP_023413926.1
OG0000290	XP_023619424.1	XP_023395836.1, XP_023395834.1, XP_023395830.1, XP_023395831.1, XP_023395833.1, XP_023395835.1, XP_003420980.1, XP_023395832.1
OG0000291	XP_023614847.1, XP_023604395.1, XP_023604127.1	XP_010595298.1
OG0000291	XP_023614804.1	XP_003417336.1
OG0000291	XP_014316518.1	XP_023412717.1
OG0000292	XP_023609435.1	XP_010589732.2
OG0000294	XP_006087684.1	XP_010593858.1
OG0000294	XP_023600181.1	XP_010601095.1
OG0000295	XP_014313620.1	XP_023406033.1
OG0000295	XP_006086407.1	XP_023401816.1
OG0000296	XP_006083068.1, XP_006083069.1	XP_010599007.1, XP_003421213.1, XP_010599006.1, XP_023396047.1, XP_023396048.1
OG0000297	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1	XP_023398542.1, XP_010600737.2, XP_023398196.1, XP_023398545.1, XP_023397928.1, XP_023397930.1, XP_023410040.1, XP_023409825.1, XP_023410062.1
OG0000298	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1	XP_003411683.1
OG0000299	XP_006089674.1	XP_003412050.1, XP_010590537.1, XP_023406613.1
OG0000299	XP_023609838.1, XP_006089116.1, XP_023609837.1	XP_003404681.1
OG0000300	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1	XP_003422693.1, XP_003423668.1, XP_023398225.1, XP_003422388.1, XP_003423298.1, XP_003422695.2, XP_010600681.1, XP_010600889.1, XP_003422696.1
OG0000301	XP_014316180.1, XP_014316181.1	XP_003421591.2
OG0000301	XP_014316182.1	XP_003421592.1
OG0000301	XP_014316179.1	XP_003421590.1
OG0000303	XP_006103970.1, XP_023600907.1, XP_006109319.2, XP_023600647.1	XP_010601129.1
OG0000304	XP_023617733.1	XP_023404599.1
OG0000305	XP_006095592.1, XP_014321861.1	XP_003417000.2
OG0000306	XP_023619876.1	XP_003409577.1, XP_003409576.2
OG0000308	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1	XP_003415967.2
OG0000308	XP_006082891.1	XP_003412760.1
OG0000309	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1	XP_003421243.2
OG0000310	XP_023606482.1	XP_023400184.1
OG0000311	XP_006085486.1	XP_023400032.1, XP_023400053.1, XP_023400047.1, XP_023400049.1, XP_023400043.1, XP_023400044.1, XP_023400052.1, XP_023400034.1, XP_023400037.1, XP_023400048.1, XP_023400042.1, XP_023400036.1, XP_023400038.1, XP_023400039.1, XP_023400046.1, XP_023400035.1, XP_023400045.1, XP_023400041.1, XP_023400050.1
OG0000312	XP_023604532.1, XP_023604253.1, XP_014305299.1	XP_010597482.2
OG0000312	XP_006108184.3	XP_003419505.2
OG0000313	XP_006095749.1	XP_003405077.1
OG0000313	XP_006095746.1	XP_003405503.1
OG0000314	XP_023615823.1	XP_010594320.1, XP_023411261.1
OG0000315	XP_023614229.1, XP_023612713.1	XP_010593041.2
OG0000316	XP_006087833.1, XP_006087712.1	XP_003421759.2
OG0000319	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1	XP_010586962.1, XP_010586963.1, XP_010586965.1, XP_003408725.1
OG0000320	XP_023614900.1, XP_023614899.1, XP_006095133.1	XP_010592477.1, XP_010592509.1, XP_003404280.1
OG0000321	XP_006107351.1, XP_023603784.1, XP_014313627.1	XP_003406825.1
OG0000321	XP_023612665.1	XP_010593037.1
OG0000322	XP_006101739.1, XP_006083439.1, XP_006108243.1	XP_010595577.1
OG0000322	XP_006088486.1	XP_023404726.1
OG0000323	XP_023614268.1	XP_003415503.1, XP_023410240.1
OG0000323	XP_006096880.1, XP_006085581.1	XP_023400398.1, XP_010585150.1, XP_003404456.1
OG0000324	XP_023616790.1, XP_023616791.1	XP_003415313.1, XP_010593424.2, XP_003415314.2
OG0000325	XP_023605161.1, XP_006102795.1, XP_014323574.1	XP_010594826.1
OG0000326	XP_006088264.1	XP_023411745.1
OG0000327	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1	XP_023409438.1, XP_010592724.1, XP_010592725.1, XP_023409439.1
OG0000328	XP_023600221.1, XP_014301052.1, XP_006103215.1	XP_023400621.1, XP_003407710.1, XP_023400622.1
OG0000329	XP_014319084.1	XP_003405241.1
OG0000329	XP_023612835.1, XP_006092598.1, XP_006092599.1	XP_023403240.1, XP_010587874.1, XP_023403239.1
OG0000330	XP_023615111.1	XP_010584612.1
OG0000331	XP_006087314.1	XP_023410355.1
OG0000331	XP_014311192.1	XP_010594066.1, XP_023410957.1
OG0000332	XP_006088772.1	XP_023395331.1, XP_003420624.1, XP_023395330.1, XP_023395328.1
OG0000333	XP_023602710.1	XP_003409717.1, XP_010588121.1
OG0000334	XP_006104614.1	XP_010591624.1
OG0000334	XP_006104615.1	XP_023408162.1, XP_003413127.1
OG0000335	XP_023603981.1	XP_023415076.1
OG0000336	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1	XP_023407280.1, XP_023407278.1, XP_010591108.1, XP_023407276.1, XP_023407279.1, XP_010591107.1
OG0000337	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1	XP_010595839.1, XP_010595840.1, XP_003417886.1
OG0000339	XP_006107030.1	XP_003409708.1
OG0000340	XP_023616340.1	XP_003420826.1
OG0000341	XP_006083628.1	XP_023406999.1
OG0000342	XP_006107287.1	XP_023413475.1
OG0000343	XP_023614824.1	XP_003417333.1
OG0000344	XP_006105693.1	XP_003407805.1, XP_003407804.1
OG0000344	XP_006091194.1	XP_003407536.2, XP_023401086.1, XP_003407537.1, XP_003407810.1
OG0000345	XP_014305768.1	XP_023408745.1
OG0000346	XP_014314516.1	XP_010587853.1, XP_003409598.1, XP_003409602.1, XP_003409601.2
OG0000347	XP_006089702.1	XP_003412061.1
OG0000347	XP_006109363.3	XP_010588503.1
OG0000348	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1	XP_023399726.1, XP_023399728.1, XP_023399727.1, XP_023399725.1, XP_010585134.1, XP_023399723.1, XP_010585135.1
OG0000349	XP_006092244.1	XP_023409548.1, XP_003414361.2
OG0000349	XP_006107755.1	XP_023403889.1
OG0000350	XP_014316535.1, XP_006095017.1	XP_003414769.2, XP_010592734.2, XP_010592918.2
OG0000351	XP_023606682.1	XP_003408488.1
OG0000352	XP_014314774.1, XP_014305282.1, XP_006092976.2, XP_006092973.1, XP_006081605.1, XP_006093800.1, XP_006084991.1, XP_023613061.1, XP_006092974.1	XP_010593779.2, XP_003415701.1, XP_003415699.3, XP_010593778.1, XP_003415698.1
OG0000354	XP_006097623.1	XP_003408977.1
OG0000355	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1	XP_023403914.1, XP_023403915.1, XP_023403916.1, XP_023403912.1, XP_010588659.1, XP_023403917.1
OG0000356	XP_014307622.1, XP_014307624.1, XP_006084732.1	XP_023396954.1, XP_023396953.1, XP_023396952.1, XP_010599680.1, XP_003422084.1, XP_023396956.1, XP_023396951.1
OG0000357	XP_006084725.1	XP_010599677.1
OG0000359	XP_006104659.1	XP_003422315.2
OG0000359	XP_006104657.1, XP_006104658.1	XP_023397166.1, XP_003422314.1
OG0000360	XP_014303560.2	XP_023414788.1, XP_023414750.1
OG0000360	XP_023601825.1	XP_023414755.1
OG0000361	XP_006092122.1, XP_014313941.1	XP_003423003.1, XP_003423784.1, XP_003423055.2, XP_003422710.2, XP_003423650.2, XP_003423021.1, XP_010600492.1, XP_003423188.1
