Orthogroup	Myotis_lucifugus	Sarcophilus_harrisii
OG0000230	XP_023614298.1	XP_031818166.1, XP_003765484.1, XP_031818165.1
OG0000232	XP_023607072.1	XP_031815699.1
OG0000232	XP_023619478.1	XP_031800528.1
OG0000233	XP_006092839.1, XP_023607433.1	XP_031811050.1
OG0000235	XP_014305362.1, XP_006109711.1	XP_031797437.1
OG0000236	XP_006087167.1	XP_012396942.1
OG0000237	XP_006107980.1, XP_014305431.1, XP_014305433.1	XP_003765707.1
OG0000238	XP_006093749.1, XP_006093762.1	XP_003772216.1, XP_003772238.1
OG0000241	XP_014313960.1	XP_003773837.1, XP_003773829.1
OG0000242	XP_023605231.1, XP_023604760.1	XP_023354544.2, XP_031805026.1
OG0000243	XP_023608121.1	XP_031799527.1
OG0000244	XP_023620417.1	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1
OG0000244	XP_023600059.1	XP_031824763.1, XP_003759540.1
OG0000245	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2
OG0000246	XP_023607966.1	XP_031795615.1
OG0000248	XP_006096013.1, XP_006096014.1	XP_012399824.1, XP_012399823.1
OG0000249	XP_006094796.1, XP_006094795.1	XP_031795097.1
OG0000249	XP_006094794.1	XP_003771728.1, XP_003771729.1, XP_003772482.1
OG0000251	XP_014311454.1, XP_023609669.1	XP_031813504.1
OG0000252	XP_014323427.1	XP_012400297.1
OG0000254	XP_014302875.1, XP_006105262.1	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1
OG0000255	XP_023619953.1, XP_006102017.1	XP_031818382.1
OG0000258	XP_023620470.1	XP_031812239.1
OG0000259	XP_006091986.1	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2
OG0000260	XP_006091992.1	XP_012408102.1, XP_003773866.1, XP_003773865.1
OG0000262	XP_006094674.1	XP_012400905.2, XP_023355540.2
OG0000262	XP_006094679.1, XP_006094687.1	XP_003764882.2, XP_003764833.2
OG0000263	XP_023609691.1	XP_003767520.1
OG0000264	XP_014306126.2	XP_031809170.1
OG0000265	XP_014321480.1	XP_031820648.1
OG0000266	XP_006096378.2	XP_031813628.1, XP_031813629.1, XP_023356514.1
OG0000267	XP_023600784.1, XP_023600785.1, XP_023600781.1, XP_014301638.2	XP_031805016.1, XP_031805023.1
OG0000270	XP_023608747.1, XP_023608746.1	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1
OG0000273	XP_023617704.1, XP_006081115.1, XP_006081114.1	XP_031796917.1
OG0000274	XP_006101970.1, XP_006101969.1, XP_014301789.1	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1
OG0000275	XP_023613305.1	XP_003761435.1
OG0000275	XP_014323369.1, XP_023599658.1, XP_014323370.1	XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1
OG0000278	XP_006086568.1, XP_006086567.1	XP_012406328.2
OG0000280	XP_006100233.2	XP_003763023.1, XP_012399541.1
OG0000281	XP_023608455.1, XP_006087273.1	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1
OG0000282	XP_006095671.1	XP_031822329.1
OG0000286	XP_006094631.1	XP_003766926.1
OG0000286	XP_006094630.1	XP_003764918.2, XP_003764919.2, XP_012402752.1
OG0000287	XP_006087529.1, XP_006087525.1, XP_023608605.1	XP_003759293.1, XP_012396393.1
OG0000288	XP_014313944.2	XP_003773853.1, XP_003773857.1
OG0000289	XP_014315333.1	XP_023355223.1
OG0000290	XP_023619424.1	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1
OG0000291	XP_023614847.1, XP_023604395.1, XP_023604127.1, XP_023614804.1, XP_014316518.1	XP_031821563.1, XP_031821564.1, XP_012404003.2
OG0000292	XP_023604237.1, XP_023609435.1	XP_031799730.1
OG0000294	XP_006087684.1	XP_031796205.1
OG0000294	XP_023600181.1	XP_031816234.1, XP_031816238.1, XP_031816235.1, XP_031816237.1, XP_031816236.1
OG0000295	XP_014313620.1	XP_012395237.1
OG0000295	XP_006086407.1	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1
OG0000296	XP_006083068.1, XP_006083069.1	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1
OG0000298	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1	XP_012409072.1
OG0000300	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1	XP_003773867.1, XP_012408103.1
OG0000301	XP_014316180.1, XP_014316181.1, XP_014316182.1, XP_014316179.1	XP_003766573.1, XP_012402369.1
OG0000304	XP_023617733.1	XP_031794741.1, XP_031794738.1, XP_031794744.1
OG0000304	XP_023609356.1	XP_031794172.1
OG0000305	XP_006095592.1, XP_014321861.1	XP_003770077.1
OG0000306	XP_023619876.1	XP_031823035.1, XP_023359180.1, XP_012404995.1
OG0000307	XP_023606613.1	XP_012396612.1
OG0000308	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1, XP_006082891.1	XP_003774938.1
OG0000309	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1	XP_003762271.1
OG0000310	XP_023604902.1, XP_006108753.1	XP_003771994.1, XP_031795879.1
OG0000310	XP_023606482.1	XP_003771993.1
OG0000311	XP_006085486.1	XP_031807590.1
OG0000312	XP_023604532.1, XP_023604253.1, XP_014305299.1	XP_003774527.1
OG0000312	XP_023602360.1, XP_023604251.1, XP_023604530.1, XP_006108184.3	XP_031797207.1
OG0000313	XP_006095746.1	XP_023361074.2, XP_003772269.2
OG0000314	XP_023615823.1	XP_031813545.1
OG0000316	XP_006087833.1, XP_006087712.1	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1
OG0000319	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1	XP_031808515.1
OG0000320	XP_023614900.1, XP_023614899.1, XP_006095133.1	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1
OG0000321	XP_006107351.1, XP_023603784.1, XP_014313627.1, XP_023612665.1	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2
OG0000322	XP_006101739.1, XP_006083439.1, XP_006108243.1	XP_031792939.1
OG0000322	XP_023614894.1	XP_031819760.1
OG0000322	XP_006088486.1	XP_012406294.1
OG0000323	XP_023614268.1	XP_031818127.1, XP_031818128.1
OG0000323	XP_006096880.1, XP_006085581.1	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1
OG0000324	XP_023616790.1, XP_023616791.1	XP_003765400.1
OG0000325	XP_023605161.1, XP_006102795.1, XP_014323574.1	XP_031813199.1
OG0000326	XP_006088264.1	XP_023359440.1, XP_012405279.1
OG0000327	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1
OG0000328	XP_023600221.1, XP_014301052.1, XP_006103215.1	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1
OG0000329	XP_006097949.1, XP_014319084.1	XP_031796604.1
OG0000329	XP_023612835.1, XP_006092598.1, XP_006092599.1	XP_023359234.2
OG0000330	XP_023615111.1	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1
OG0000331	XP_006087314.1	XP_023356018.1, XP_031818176.1, XP_031818175.1
OG0000331	XP_014311192.1	XP_031814811.1
OG0000332	XP_006088772.1	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1
OG0000333	XP_023602710.1	XP_031815319.1, XP_031815325.1
OG0000334	XP_006104614.1	XP_031803462.1
OG0000334	XP_006104615.1	XP_031803461.1
OG0000335	XP_023603981.1	XP_031804858.1
OG0000336	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1	XP_031813605.1, XP_031813604.1, XP_031813606.1
OG0000337	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1	XP_003762759.1
OG0000339	XP_023612828.1	XP_003769836.1, XP_031823172.1
OG0000339	XP_006107030.1	XP_031815087.1
OG0000340	XP_023616340.1	XP_031808997.1, XP_031808998.1
OG0000342	XP_006092971.1, XP_006107287.1, XP_014319172.1, XP_014309773.1	XP_031824624.1
OG0000343	XP_023614824.1	XP_031821578.1, XP_031821576.1, XP_031821577.1
OG0000345	XP_014305768.1	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1
OG0000346	XP_014314516.1	XP_003769788.1
OG0000347	XP_006089702.1	XP_003773619.2
OG0000347	XP_006109363.3	XP_031792977.1
OG0000348	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1	XP_031802478.1, XP_031802477.1
OG0000349	XP_006092244.1	XP_012403901.1
OG0000349	XP_006107755.1	XP_031816401.1
OG0000350	XP_014316535.1, XP_006095017.1, XP_006095016.1, XP_014316533.1	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1
OG0000351	XP_023606682.1	XP_012397227.2
OG0000354	XP_006097623.1	XP_003755230.2, XP_031812138.1, XP_031812137.1
OG0000355	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1	XP_023356870.1, XP_023356871.1, XP_031815027.1
OG0000356	XP_014307622.1, XP_014307624.1, XP_006084732.1	XP_023361320.1
OG0000359	XP_006104659.1	XP_003768959.2, XP_031821016.1
OG0000359	XP_006104657.1, XP_006104658.1	XP_031792644.1
OG0000360	XP_014303560.2	XP_031793208.1
OG0000360	XP_023601824.1, XP_023601825.1	XP_003761386.1, XP_012399429.1
OG0000362	XP_006107948.3, XP_006085256.1, XP_006084552.1	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1
OG0000363	XP_006096177.1	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1
OG0000364	XP_014320383.1, XP_014320382.1, XP_006099441.1	XP_031806180.1
OG0000365	XP_006107952.1, XP_014306059.2	XP_003769723.1
OG0000366	XP_023599432.1, XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1	XP_031805369.1, XP_031808141.1, XP_031808142.1
OG0000368	XP_006091144.1	XP_012409113.1, XP_031805285.1, XP_023363146.1
OG0000370	XP_023605041.1, XP_014311907.1	XP_031804477.1, XP_031815015.1
OG0000371	XP_023599400.1	XP_012400179.1
OG0000372	XP_006108887.3, XP_006089092.1	XP_031818941.1
OG0000373	XP_023599457.1, XP_014323137.1	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1
OG0000374	XP_006089569.1, XP_006089567.1, XP_006089568.1	XP_031809825.1
OG0000375	XP_006085555.1, XP_023606942.1	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1
OG0000376	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1
OG0000381	XP_023613911.1	XP_031797228.1
OG0000381	XP_014323083.1, XP_006093870.1, XP_014302772.1	XP_003773575.4
OG0000382	XP_006108130.1	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1
OG0000384	XP_006094600.1, XP_006094680.1	XP_031813132.1, XP_003764906.2
OG0000386	XP_014323271.1	XP_031823802.1
OG0000387	XP_006084089.1, XP_014321661.1	XP_031796005.1
OG0000388	XP_006106965.1	XP_031815957.1
OG0000390	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1	XP_031824764.1
OG0000391	XP_006087007.1, XP_023608251.1	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1
OG0000392	XP_006098635.1	XP_012404527.1
OG0000392	XP_023619844.1	XP_031809086.1
OG0000393	XP_006099009.1, XP_014319997.1, XP_006099010.1	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1
OG0000394	XP_014307074.2	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1
OG0000395	XP_006085466.1	XP_031794581.1
OG0000396	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1	XP_003773711.1
OG0000397	XP_023608225.1	XP_031814582.1
OG0000399	XP_006084357.1	XP_031794222.1
OG0000400	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1	XP_023360045.1, XP_031793785.1, XP_031793784.1
OG0000401	XP_006083286.1	XP_012400210.1
OG0000402	XP_006083250.1	XP_003763960.2
OG0000402	XP_023601131.1	XP_031816414.1
OG0000402	XP_023601100.1	XP_031816398.1
OG0000405	XP_006082947.1, XP_023620135.1	XP_012408830.2, XP_031800387.1, XP_031800386.1, XP_012408831.2, XP_012408832.2
OG0000407	XP_014316176.2	XP_031822276.1
OG0000407	XP_023599972.1	XP_031822275.1, XP_031822274.1
OG0000408	XP_006101374.1	XP_003772522.1, XP_031796039.1
OG0000409	XP_006094633.1	XP_031813148.1
OG0000409	XP_006094632.1, XP_006094629.1, XP_006094715.1	XP_031813147.1, XP_003764850.2, XP_003766831.2
OG0000410	XP_014302820.1, XP_006107915.3, XP_014302818.1, XP_006106674.1, XP_006106677.1, XP_006106676.1, XP_006106675.1, XP_006107914.1	XP_031800380.1
OG0000411	XP_014310731.1	XP_031805385.1, XP_012399713.1, XP_003761877.1, XP_031805389.1, XP_023353473.2, XP_031801422.1, XP_003762820.1, XP_031801563.1, XP_003763190.1, XP_031805434.1, XP_003763155.2, XP_003762819.2, XP_012399375.2, XP_003761907.1, XP_003761909.1, XP_031801423.1, XP_012398571.1, XP_031805520.1, XP_031805513.1, XP_003762843.2
OG0000412	XP_023619410.1	XP_031801316.1
OG0000413	XP_006106089.1, XP_014303555.1, XP_006106087.1	XP_023353308.2
OG0000414	XP_006093991.1	XP_031825251.1
OG0000415	XP_006102946.1, XP_006087989.2, XP_023619647.1	XP_003756431.1
OG0000416	XP_023604903.1	XP_003757627.2
OG0000417	XP_006088102.1, XP_014310822.1	XP_003761713.3
OG0000418	XP_023609056.1	XP_003761717.1
OG0000419	XP_006090572.2	XP_012406466.1
OG0000421	XP_014317484.1, XP_014317483.1, XP_023615671.1	XP_012396403.2
OG0000422	XP_006098865.1	XP_031815803.1, XP_023354933.1, XP_012400129.1, XP_012400132.1, XP_023354932.1, XP_012400130.1, XP_012400128.1, XP_012400127.1, XP_003763840.1
OG0000423	XP_023610210.1	XP_031809794.1
OG0000424	XP_023620045.1	XP_031812826.1
OG0000425	XP_023618419.1	XP_031812909.1
OG0000426	XP_023616221.1	XP_031814113.1
OG0000427	XP_006083036.1	XP_031800385.1
OG0000428	XP_006109511.1, XP_006108444.1, XP_006097131.1, XP_006097076.1, XP_023616605.1, XP_023616607.1, XP_023616608.1	XP_003757899.1
OG0000429	XP_014306561.2	XP_031796013.1
OG0000431	XP_014301212.1	XP_003762142.2
OG0000432	XP_014305634.1, XP_023604523.1, XP_014305636.1	XP_003768661.1
OG0000432	XP_023605841.1, XP_023605840.1, XP_023605843.1, XP_014307213.1, XP_023605842.1	XP_031794199.1
OG0000433	XP_006108732.1, XP_006105636.1, XP_006107020.1, XP_014305234.1, XP_014305524.1, XP_006108279.1, XP_023602019.1, XP_006107571.1, XP_006106592.1, XP_006105637.1, XP_014303189.1, XP_006107018.1, XP_023603117.1, XP_014305270.2, XP_023603118.1, XP_014303989.1	XP_031820710.1, XP_031820714.1
OG0000434	XP_023619721.1, XP_023619736.1, XP_023604922.1, XP_023603257.1, XP_023603002.1, XP_023602985.1, XP_023603001.1, XP_023602986.1, XP_023619735.1, XP_023603003.1	XP_031803649.1
OG0000435	XP_014310029.1	XP_031824415.1, XP_031825031.1, XP_003770498.1
OG0000436	XP_006087869.1, XP_006084738.2, XP_006089341.1, XP_023617317.1	XP_031815695.1, XP_012400083.1, XP_031815694.1
OG0000437	XP_014303624.1, XP_014303626.1	XP_031819090.1, XP_031819089.1
OG0000438	XP_023609911.1	XP_031809459.1
OG0000438	XP_006107437.1	XP_003765670.1, XP_031814945.1
OG0000439	XP_023600324.1	XP_031822809.1, XP_003767841.1
OG0000440	XP_006083093.1, XP_006096080.1	XP_003759022.1, XP_023351287.1, XP_031808559.1
OG0000441	XP_006105293.1, XP_023602070.1, XP_006105292.1, XP_006105294.1, XP_006105289.1	XP_031821850.1
OG0000443	XP_023605707.1	XP_012406025.1
OG0000445	XP_006099319.1, XP_006099320.1	XP_031813393.1
OG0000445	XP_006099321.3	XP_003766126.1, XP_012401931.1, XP_003766127.1
OG0000446	XP_023617474.1, XP_006097992.1, XP_014314932.1	XP_012398652.1, XP_031801541.1, XP_031800283.1, XP_031800360.1
OG0000447	XP_023611696.1	XP_003758124.1, XP_023350568.1, XP_031806788.1, XP_023350569.1
OG0000448	XP_006099353.1, XP_006099355.1	XP_031804713.1
OG0000449	XP_014322200.1, XP_006101441.1	XP_003774355.1, XP_003772960.1
OG0000451	XP_014300994.1, XP_014300999.1, XP_023600944.1, XP_023600928.1, XP_023600950.1, XP_014300983.1, XP_023600915.1	XP_003763978.1, XP_023355044.1, XP_012400254.1
OG0000452	XP_006103322.1	XP_031793282.1, XP_031793280.1, XP_031793286.1, XP_031793285.1, XP_031793281.1, XP_031793283.1
OG0000454	XP_023612791.1	XP_031823119.1
OG0000455	XP_014318734.1	XP_031823243.1
OG0000456	XP_023610945.1	XP_031820425.1
OG0000457	XP_006093675.1	XP_031797006.1
OG0000458	XP_006109377.3, XP_023605306.1	XP_031815618.1
OG0000458	XP_023616636.1	XP_031815616.1
OG0000459	XP_006106652.1, XP_014310202.1, XP_023608649.1, XP_006106656.1, XP_023608648.1, XP_023604552.1, XP_006108198.1, XP_023608601.1, XP_014310199.1, XP_006087501.1, XP_014310200.1, XP_006087502.1, XP_006108440.2, XP_023608645.1, XP_006087494.1, XP_023608646.1	XP_031807864.1, XP_023351122.1, XP_031807863.1, XP_023351120.1, XP_023351121.1
OG0000460	XP_006094790.1, XP_006094798.1	XP_031796090.1, XP_023361379.1
OG0000461	XP_014313932.1	XP_003774543.1, XP_012408177.1, XP_012408532.1
OG0000462	XP_006087530.1, XP_006108852.1	XP_031805359.1, XP_031805358.1, XP_003759081.1, XP_003758983.1
OG0000464	XP_023600475.1	XP_023357046.2, XP_031819421.1
OG0000465	XP_023615625.1	XP_031810228.1
OG0000467	XP_014322643.1	XP_003764399.1
OG0000470	XP_023600978.1, XP_023600977.1, XP_006104017.1, XP_014301795.1, XP_014301794.1, XP_014301793.1	XP_031822421.1, XP_031822422.1
OG0000471	XP_023609090.1, XP_006088136.1, XP_023609091.1	XP_031817151.1, XP_031817148.1, XP_023353739.1, XP_003762223.1
OG0000472	XP_014322751.2	XP_031802921.1
OG0000472	XP_023612007.1	XP_031807416.1
OG0000473	XP_023604153.1	XP_003760442.1, XP_031803089.1, XP_012397293.1, XP_012397294.1, XP_012397295.1
OG0000475	XP_006098200.1	XP_031818100.1, XP_003765456.1
OG0000476	XP_006092032.2	XP_023362145.1
OG0000477	XP_006101681.1	XP_031797530.1
OG0000477	XP_006101676.1	XP_031797547.1, XP_031797548.1
OG0000478	XP_023613306.1	XP_003756123.1
OG0000481	XP_014301980.1	XP_023356108.1
OG0000482	XP_023612784.1, XP_014306143.2	XP_003769805.1
OG0000483	XP_014303600.1	XP_031821861.1, XP_031821858.1, XP_031821860.1, XP_031821857.1, XP_031821859.1
OG0000484	XP_006090212.1	XP_003759965.1
OG0000485	XP_023609311.1, XP_014310932.1	XP_031794949.1
OG0000487	XP_006095673.1, XP_023615359.1, XP_014317150.1, XP_006095672.1	XP_012403520.1, XP_003768004.2, XP_003768002.2
OG0000488	XP_023608415.1, XP_014309913.1, XP_006087219.1	XP_023351706.1, XP_031802021.1, XP_031802023.1, XP_031802022.1, XP_031802020.1, XP_031802019.1
OG0000489	XP_006100041.1	XP_012407168.1
OG0000489	XP_023619648.1, XP_023603870.1, XP_023604048.1, XP_023603822.1	XP_031796000.1
OG0000490	XP_006097378.2	XP_012402712.1, XP_012402713.1, XP_031818340.1, XP_031818342.1, XP_023357136.1
OG0000491	XP_023618066.1	XP_031820616.1
OG0000491	XP_023601194.1	XP_031818431.1
OG0000492	XP_023602312.1	XP_031808097.1
OG0000492	XP_006104787.1	XP_031811549.1, XP_023352266.1, XP_023352263.1
OG0000493	XP_006105546.1	XP_031821272.1, XP_031821275.1, XP_031821271.1, XP_031821276.1, XP_031821278.1, XP_031821274.1
OG0000493	XP_006105545.1	XP_031821277.1
OG0000494	XP_023608307.1	XP_003757905.1, XP_023350400.1, XP_031807145.1, XP_031807147.1, XP_031807146.1, XP_023350399.1
OG0000495	XP_014308991.1, XP_006109176.1	XP_031821123.1, XP_031821122.1, XP_012404259.1, XP_031821124.1, XP_023358597.1
OG0000496	XP_023615660.1	XP_003758957.1
OG0000497	XP_006089945.1	XP_031793212.1
OG0000498	XP_014316690.2, XP_014316694.2	XP_003768085.1, XP_031822456.1, XP_012403575.1, XP_023357993.1
OG0000499	XP_023619192.1	XP_031808483.1
OG0000500	XP_006104768.1	XP_012402791.1, XP_031808208.1
OG0000501	XP_023602071.1, XP_006105283.1, XP_023602072.1	XP_023358251.1, XP_012403897.1, XP_023358250.1, XP_031821852.1, XP_003768458.1
OG0000502	XP_006093719.1	XP_003772201.1
OG0000502	XP_006093716.1	XP_012406915.1
OG0000503	XP_023613562.1	XP_031802936.1
OG0000504	XP_006085088.1, XP_006085087.1, XP_006085086.1, XP_006085085.1	XP_031796584.1
OG0000505	XP_006096284.1, XP_006096285.1	XP_003771566.1, XP_031794698.1, XP_031794697.1, XP_031794699.1
OG0000506	XP_023603721.1, XP_023603732.1	XP_003774060.1
OG0000507	XP_023613633.1	XP_023354946.1, XP_023354950.1, XP_023354947.1, XP_012400144.1, XP_023354949.1
OG0000508	XP_006089419.1, XP_014311887.1	XP_003757397.1
OG0000510	XP_023620810.1	XP_031815057.1, XP_031815056.1, XP_031815059.1
OG0000511	XP_023600967.1, XP_023604762.1	XP_031815055.1
OG0000512	XP_006091305.1	XP_003763925.1
OG0000514	XP_014303233.2, XP_006105700.2, XP_006108775.3, XP_006108335.3, XP_006091199.2, XP_006091200.2, XP_006091203.2, XP_023604909.1, XP_006105698.3, XP_006105696.1, XP_014313363.2, XP_023611738.1, XP_014303237.1, XP_014303238.2, XP_006088149.1, XP_006105707.1, XP_006088150.2, XP_006105202.2, XP_006105186.2	XP_012409139.2
