Orthogroup	Myotis_lucifugus	Canis_lupus_familiaris
OG0000166	XP_023605334.1, XP_023605345.1, XP_023605352.1, XP_014321285.2, XP_023605338.1	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1
OG0000167	XP_006103113.1, XP_023600145.1	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1
OG0000168	XP_006106539.1, XP_023603063.1	XP_038402638.1
OG0000170	XP_014312153.1	NP_001300719.1
OG0000171	XP_006100015.1	XP_038381974.1
OG0000172	XP_023606738.1	XP_038435243.1
OG0000172	XP_023613986.1	XP_038382293.1
OG0000173	XP_006084433.1, XP_014307292.1, XP_023605848.1, XP_023605849.1	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1
OG0000174	XP_006095354.1, XP_006095356.1, XP_023615091.1, XP_006095355.1, XP_023615090.1, XP_006095357.1	XP_038416549.1, XP_038416551.1
OG0000175	XP_023619605.1	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1
OG0000176	XP_023612302.1	XP_038419102.1
OG0000176	XP_023612290.1, XP_006091903.1, XP_014313981.1, XP_023612322.1, XP_023612323.1, XP_023612324.1, XP_006091904.1	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1
OG0000177	XP_023605077.1	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1
OG0000179	XP_006102694.1	XP_038381597.1
OG0000179	XP_014323474.1	NP_001006653.1
OG0000180	XP_014322759.1	NP_001124304.1
OG0000182	XP_023616097.1, XP_006096564.1, XP_023616096.1, XP_006096563.1, XP_014304507.1, XP_023607362.1	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1
OG0000183	XP_006092049.1	XP_038419339.1
OG0000184	XP_023605358.1	XP_038427004.1
OG0000188	XP_006094601.1, XP_006094602.1	XP_038424774.1, NP_001257813.1, NP_001257812.1
OG0000188	XP_023614550.1	XP_038424777.1, XP_038424776.1
OG0000188	XP_006094603.1	XP_038424775.1
OG0000189	XP_006082100.1	XP_038444357.1, XP_038401086.1
OG0000191	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1
OG0000192	XP_014307155.1	XP_038432684.1
OG0000193	XP_023606229.1	XP_038443868.1, XP_038443869.1
OG0000195	XP_014303636.1	NP_001003387.1
OG0000196	XP_006092113.1	NP_001375813.1
OG0000197	XP_023606210.1	XP_038443760.1, XP_038443759.1
OG0000197	XP_006085012.1	XP_038382078.1, XP_038412748.1
OG0000200	XP_006108946.1, XP_006093214.1	XP_038397378.1
OG0000200	XP_006093986.1, XP_023614014.1, XP_023614007.1, XP_023614008.1	XP_038397377.1
OG0000201	XP_023600980.1, XP_014317184.1, XP_014306768.2, XP_023604974.1, XP_023604079.1, XP_023599176.1	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000203	XP_023608201.1	XP_038421044.1
OG0000204	XP_023614516.1	XP_038424728.1
OG0000205	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	XP_023608679.1	XP_038426109.1, XP_038426112.1, XP_038426110.1, XP_038426111.1
OG0000207	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000208	XP_006082277.1	XP_038442518.1
OG0000210	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	XP_023609990.1	XP_038399653.1
OG0000211	XP_023610226.1	NP_001239095.1
OG0000213	XP_014304133.1	XP_038387999.1
OG0000214	XP_023619763.1	XP_038422738.1
OG0000214	XP_023608571.1	XP_038393379.1
OG0000214	XP_006081311.1	XP_038388357.1
OG0000215	XP_014305463.1	XP_038402225.1
OG0000216	XP_006101919.1	XP_038411153.1
OG0000217	XP_006082351.1, XP_023614600.1, XP_014315334.1	XP_038443897.1, XP_038443898.1
OG0000219	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1	NP_001183974.1
OG0000220	XP_006091888.1, XP_014313954.1	NP_001375506.1
OG0000222	XP_006096788.1	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1
OG0000223	XP_006106940.1, XP_023604562.1	XP_038420126.1
OG0000224	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1	XP_038441884.1
OG0000225	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1
OG0000226	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1
OG0000226	XP_006084776.1	XP_038444745.1
OG0000230	XP_023614298.1	XP_038387109.1
OG0000232	XP_023607072.1	XP_038420725.1
OG0000232	XP_023619478.1	XP_038443475.1
OG0000235	XP_006109711.1	XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1
OG0000236	XP_006087167.1	NP_001003268.1
OG0000237	XP_006107980.1, XP_014305431.1, XP_014305433.1	XP_038420950.1, NP_001239132.1, XP_038442463.1, XP_038391466.1, XP_038397714.1, XP_038392208.1, XP_038409046.1, XP_038386505.1
OG0000238	XP_006093749.1	NP_001300815.1, NP_001375450.1
OG0000238	XP_006093762.1	NP_001375748.1
OG0000241	XP_014313960.1	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000243	XP_023608121.1	XP_038383021.1
OG0000244	XP_023620417.1	XP_038423813.1, XP_038423814.1
OG0000244	XP_023600059.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000245	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1	XP_038383908.1
OG0000246	XP_023607966.1	XP_038385817.1
OG0000247	XP_006088559.1	XP_038389379.1
OG0000248	XP_006096013.1, XP_006096014.1	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	XP_006094796.1, XP_006094795.1	XP_038415282.1
OG0000249	XP_006094794.1	XP_038415283.1
OG0000250	XP_006085373.1, XP_014312864.1	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1
OG0000251	XP_014311454.1, XP_023609669.1	XP_038439794.1
OG0000252	XP_014323427.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	XP_014302875.1, XP_006105262.1	NP_001003085.1
OG0000255	XP_023619953.1	XP_038397690.1
OG0000255	XP_006102017.1	XP_038402104.1
OG0000257	XP_006089738.1	NP_001375666.1
OG0000257	XP_006089760.1, XP_006107835.1	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1
OG0000258	XP_023620470.1	NP_001184028.1
OG0000259	XP_006091986.1	NP_001375915.1
OG0000260	XP_006091992.1	NP_001375547.1
OG0000262	XP_006094674.1	NP_001375765.1
OG0000262	XP_006094679.1	NP_001375762.1
OG0000262	XP_006094687.1	NP_001376052.1
OG0000263	XP_023609691.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	XP_014306126.2	XP_038401566.1
OG0000265	XP_014321480.1	XP_038410084.1
OG0000266	XP_006096378.2	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_014301638.2	XP_038430436.1
OG0000268	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1	XP_038437056.1
OG0000269	XP_006084785.1, XP_006087857.1, XP_014310448.1, XP_006087856.1, XP_006087852.1, XP_014310451.2, XP_014310455.2, XP_014306662.1, XP_023608757.1, XP_006087854.1, XP_006087853.3, XP_023608741.1, XP_014310430.1, XP_023608742.1, XP_006087805.1	XP_038444515.1, XP_038444513.1, XP_038444514.1, XP_038444512.1, XP_038445517.1, XP_038442573.1, XP_038444778.1, XP_038444434.1, XP_038444433.1, XP_038442574.1, XP_038445542.1, XP_038444425.1, XP_038444427.1, XP_038444426.1, XP_038444430.1, XP_038444428.1, XP_038444424.1, XP_038444429.1, XP_038444431.1, XP_038444445.1, XP_038444432.1, XP_038444446.1, XP_038444449.1, XP_038444448.1, XP_038444447.1, XP_038444452.1, XP_038444450.1, XP_038444451.1, XP_038444453.1
OG0000270	XP_023608747.1, XP_023608746.1	XP_038444399.1
OG0000272	XP_006102115.1	NP_001003297.1
OG0000272	XP_006102124.1	NP_001003966.1
OG0000272	XP_006102118.1	NP_001005255.1
OG0000273	XP_023617704.1, XP_006081115.1, XP_006081114.1	XP_038445670.1, XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1
OG0000274	XP_006101970.1	NP_001005251.2
OG0000274	XP_006101969.1, XP_014301789.1	NP_001005250.1
OG0000275	XP_006082927.1, XP_023619985.1	NP_001238971.1
OG0000278	XP_006086568.1, XP_006086567.1	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1
OG0000280	XP_006100233.2	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1
OG0000281	XP_023608455.1, XP_006087273.1	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1
OG0000286	XP_006094631.1	XP_038424104.1, NP_001375651.1
OG0000286	XP_006094630.1	NP_001375652.1, NP_001375653.1
OG0000287	XP_006087529.1	NP_001375697.1
OG0000287	XP_006087525.1, XP_023608605.1	NP_001375480.1, XP_038445523.1, NP_001375481.1
OG0000288	XP_014313944.2	XP_038420411.1
OG0000290	XP_023619424.1	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1
OG0000291	XP_023614847.1, XP_023604395.1, XP_023604127.1	XP_038402692.1
OG0000291	XP_023614804.1	XP_038402679.1
OG0000291	XP_014316518.1	XP_038402681.1
OG0000292	XP_023604237.1	XP_038411866.1
OG0000294	XP_006087684.1	XP_038426642.1
OG0000294	XP_023600181.1	XP_038440945.1
OG0000295	XP_014313620.1	XP_038428298.1
OG0000295	XP_006086407.1	XP_038435485.1
OG0000296	XP_006083068.1, XP_006083069.1	XP_038430362.1
OG0000297	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1
OG0000298	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1	NP_001003072.1
OG0000299	XP_006089674.1	NP_001091451.1
OG0000299	XP_023609838.1, XP_006089116.1, XP_023609837.1	XP_038390795.1, XP_038390794.1
OG0000300	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1	XP_038420408.1, NP_001375546.1, NP_001243388.1
OG0000301	XP_014316180.1, XP_014316181.1	NP_001376050.1, NP_001375960.1
OG0000301	XP_014316179.1	XP_038424085.1
OG0000303	XP_006103970.1, XP_023600907.1, XP_006109319.2	XP_038381518.1, XP_038381516.1, XP_038381412.1
OG0000304	XP_023617733.1	XP_038385854.1
OG0000304	XP_023609356.1	XP_038445081.1
OG0000305	XP_014321861.1	XP_038427525.1, XP_038391194.1
OG0000306	XP_023619876.1	XP_038397108.1
OG0000307	XP_023606613.1	XP_038426948.1
OG0000308	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1
OG0000308	XP_006082891.1	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1
OG0000309	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1	XP_038412373.1, XP_038412371.1, XP_038412372.1
OG0000310	XP_023606482.1	XP_038412756.1
OG0000311	XP_006085486.1	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1
OG0000312	XP_023604532.1, XP_023604253.1, XP_014305299.1	XP_038420123.1
OG0000312	XP_023602360.1, XP_023604251.1, XP_023604530.1, XP_006108184.3	XP_038418440.1, XP_038420114.1
OG0000313	XP_006095749.1	XP_038433664.1
OG0000313	XP_006095746.1	XP_038433659.1
OG0000313	XP_006095880.1, XP_006095748.1	XP_038432096.1
OG0000314	XP_023615823.1	XP_038439867.1
OG0000315	XP_023614229.1, XP_023612713.1	XP_038442524.1
OG0000316	XP_006087833.1	XP_038442594.1
OG0000316	XP_006087712.1	XP_038445254.1, XP_038442592.1
OG0000318	XP_006097717.1, XP_006097718.1	XP_038427291.1
OG0000319	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1
OG0000320	XP_023614900.1, XP_023614899.1, XP_006095133.1	XP_038382664.1
OG0000321	XP_006107351.1, XP_023603784.1, XP_014313627.1	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1
OG0000321	XP_023612665.1	XP_038443931.1
OG0000322	XP_006108243.1	XP_038401476.1
OG0000322	XP_023614894.1, XP_006088486.1	XP_038407157.1
OG0000323	XP_023614268.1	XP_038387193.1, XP_038387195.1
OG0000323	XP_006096880.1, XP_006085581.1	XP_038432898.1
OG0000324	XP_023616790.1, XP_023616791.1	XP_038387325.1
OG0000325	XP_023605161.1, XP_006102795.1, XP_014323574.1	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1
OG0000326	XP_006088264.1	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1
OG0000327	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1
OG0000328	XP_023600221.1, XP_014301052.1, XP_006103215.1	XP_038405037.1, XP_038405036.1, XP_038405039.1, XP_038405038.1
OG0000329	XP_006097949.1, XP_014319084.1	XP_038405893.1, XP_038405894.1
OG0000329	XP_023612835.1, XP_006092598.1, XP_006092599.1	XP_038418304.1
OG0000330	XP_023615111.1	XP_038410630.1
OG0000331	XP_006087314.1	XP_038413651.1
OG0000331	XP_014311192.1	XP_038444696.1
OG0000332	XP_006088772.1	XP_038415199.1
OG0000333	XP_023602710.1	XP_038422426.1, XP_038422425.1, XP_038422424.1
OG0000334	XP_006104615.1	XP_038423119.1
OG0000335	XP_023603981.1	XP_038431804.1, XP_038431806.1, XP_038431805.1
OG0000336	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1	XP_038439428.1, XP_038439424.1, XP_038439422.1, XP_038439425.1, XP_038439423.1, XP_038439419.1, XP_038439429.1, XP_038439426.1, XP_038439427.1, XP_038439420.1, XP_038439421.1
OG0000337	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1	XP_038439948.1, XP_038439947.1, XP_038439949.1
OG0000339	XP_023612828.1	XP_038418292.1
OG0000339	XP_006107030.1	NP_001003273.2
OG0000340	XP_023616340.1	NP_001012340.1
OG0000341	XP_006083628.1	NP_001020438.1
OG0000342	XP_006092971.1, XP_006107287.1, XP_014319172.1	NP_001239127.1
OG0000342	XP_014309773.1	XP_038397697.1
OG0000343	XP_023614824.1	NP_001300799.1
OG0000344	XP_006091194.1	XP_038402107.1, NP_001376011.1, XP_038401995.1
OG0000345	XP_014305768.1	XP_038388935.1
OG0000346	XP_014314516.1	XP_038396989.1, XP_038421197.1
OG0000347	XP_006089702.1	XP_038424930.1
OG0000347	XP_006109363.3	XP_038397846.1, XP_038397847.1, XP_038397845.1
OG0000348	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1	XP_038399725.1, XP_038399716.1, XP_038399724.1, XP_038399722.1, XP_038399719.1, XP_038399717.1, XP_038399723.1, XP_038399721.1, XP_038399720.1, XP_038399718.1
OG0000349	XP_006092244.1	XP_038402949.1
OG0000349	XP_006107755.1	XP_038422569.1
OG0000350	XP_014316535.1, XP_006095017.1	XP_038403291.1, XP_038403292.1, XP_038403293.1
OG0000351	XP_023606682.1	XP_038411279.1
OG0000352	XP_014314774.1, XP_014305282.1, XP_006092976.2, XP_006092973.1, XP_006081605.1, XP_006093800.1, XP_006084991.1, XP_023613061.1	XP_038424202.1, XP_038424199.1, XP_038424200.1, XP_038424201.1, XP_038424196.1
OG0000354	XP_006097623.1	XP_038433976.1, XP_038433974.1, XP_038433977.1, XP_038433975.1
OG0000355	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1	XP_038437168.1
OG0000356	XP_014307622.1, XP_014307624.1, XP_006084732.1	XP_038443813.1, XP_038443812.1, XP_038443811.1, XP_038443814.1
OG0000357	XP_006084725.1	XP_038443867.1
OG0000359	XP_006104659.1	XP_038409498.1
OG0000359	XP_006104657.1, XP_006104658.1	NP_001003067.2
OG0000360	XP_014303560.2	XP_038395662.1
OG0000360	XP_023601824.1	XP_038395658.1, NP_001104272.1
OG0000360	XP_023601825.1	XP_038395661.1
OG0000361	XP_006092122.1, XP_014313941.1	NP_001375928.1
OG0000362	XP_006107948.3, XP_006085256.1	XP_038381557.1, XP_038381558.1
OG0000362	XP_006084552.1	XP_038409292.1
OG0000363	XP_006096177.1	XP_038393297.1
OG0000364	XP_014320383.1, XP_014320382.1, XP_006099441.1	XP_038394672.1, XP_038394675.1, XP_038394674.1, XP_038394673.1
OG0000365	XP_006107952.1, XP_014306059.2	XP_038397194.1, XP_038397186.1, XP_038397189.1, XP_038397187.1, XP_038397190.1, XP_038397185.1, XP_038397188.1, XP_038397191.1, XP_038397193.1, XP_038397192.1
OG0000366	XP_023599432.1	XP_038400283.1
OG0000366	XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1	XP_038400285.1
OG0000367	XP_006108461.3	XP_038402171.1, XP_038402166.1, XP_038402167.1, XP_038402165.1, XP_038402169.1, XP_038402170.1, XP_038402168.1
OG0000368	XP_006091144.1	XP_038409162.1, XP_038409161.1, XP_038409158.1, XP_038409160.1, XP_038409159.1
OG0000370	XP_023605041.1	XP_038413467.1
OG0000370	XP_014311907.1	XP_038424430.1, XP_038431071.1, XP_038437090.1
OG0000372	XP_006089092.1	XP_038421843.1
OG0000373	XP_023599457.1, XP_014323137.1	XP_038426526.1, XP_038444836.1, XP_038426527.1, XP_038444833.1, XP_038426530.1, XP_038426529.1, XP_038444835.1, XP_038444832.1, XP_038426528.1, XP_038444834.1, XP_038424061.1
OG0000374	XP_006089569.1, XP_006089567.1, XP_006089568.1	XP_038428131.1, XP_038428137.1, XP_038428136.1, XP_038428135.1, XP_038428134.1, XP_038428130.1, XP_038428133.1, XP_038428132.1
OG0000375	XP_006085555.1, XP_023606942.1	XP_038429444.1, XP_038429447.1, XP_038429445.1, XP_038429446.1
OG0000376	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1	XP_038437533.1
OG0000379	XP_006094619.1	NP_001192120.1
OG0000379	XP_014316245.2, XP_014316239.1, XP_023614551.1	XP_038424783.1
OG0000381	XP_023613911.1	NP_001258721.1
OG0000381	XP_014323083.1, XP_006093870.1, XP_014302772.1	XP_038399962.1, XP_038425293.1, XP_038435783.1
OG0000382	XP_006108130.1	NP_001273872.1
OG0000384	XP_006094600.1, XP_006094680.1	NP_001375760.1, NP_001375759.1, XP_038424088.1, NP_001375622.1, XP_038424090.1, NP_001375761.1
OG0000385	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1	XP_038383612.1
OG0000386	XP_014323271.1	XP_038388200.1
OG0000387	XP_006084089.1	XP_038414574.1
OG0000387	XP_014321661.1	XP_038388444.1
OG0000388	XP_006106965.1	XP_038391900.1
OG0000389	XP_023602467.1	XP_038395256.1, XP_038395223.1
OG0000390	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1	XP_038397629.1, XP_038397627.1, XP_038397630.1, XP_038397628.1, XP_038397625.1
OG0000391	XP_006087007.1, XP_023608251.1	XP_038401314.1, XP_038401311.1, XP_038401310.1, XP_038401312.1, XP_038401313.1
OG0000392	XP_006098635.1	XP_038410122.1, XP_038410124.1, XP_038410121.1, XP_038410120.1, XP_038410123.1, XP_038407577.1
OG0000392	XP_023619844.1	XP_038401687.1
OG0000393	XP_006099009.1, XP_014319997.1, XP_006099010.1	XP_038403548.1
OG0000394	XP_014307074.2	XP_038414607.1, XP_038414610.1, XP_038414608.1, XP_038414612.1, XP_038414611.1, XP_038414609.1, XP_038414604.1, XP_038414606.1, XP_038414605.1
OG0000395	XP_006085466.1	XP_038418675.1
OG0000396	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1	XP_038419051.1
OG0000397	XP_023608225.1	XP_038425989.1
OG0000399	XP_006084357.1	XP_038432845.1, XP_038432846.1
OG0000400	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1	XP_038433541.1
OG0000401	XP_006083286.1	XP_038440546.1
OG0000402	XP_006083250.1	XP_038440626.1
