Orthogroup	Rattus_norvegicus	Ursus_americanus
OG0000117	NP_001000119.1, NP_001000692.1, NP_001000118.1, NP_001000120.1, NP_001000689.1	XP_045628270.1, XP_045651792.1
OG0000118	NP_001300749.1, XP_006257769.1	XP_045648932.1, XP_045648931.1, XP_045648929.1
OG0000119	NP_001032362.1, NP_071792.1, NP_001032363.1, XP_017448364.1, NP_001032364.1	XP_045665992.1, XP_045665990.1, XP_045665989.1, XP_045665988.1, XP_045665991.1, XP_045665994.1, XP_045665993.1
OG0000120	NP_001386724.1	XP_045669188.1
OG0000121	XP_006253089.1, NP_001100779.1	XP_045635128.1, XP_045635127.1
OG0000122	XP_006228852.1, NP_076454.1	XP_045655871.1
OG0000122	XP_063126240.1, XP_063141587.1, NP_058704.1, XP_063144654.1	XP_045637057.1
OG0000123	XP_003750902.1	XP_045629592.1
OG0000124	XP_006257023.1, NP_036793.2	XP_045669594.1
OG0000124	XP_006232343.1, NP_001041350.1	XP_045669620.1
OG0000125	XP_063125646.1, NP_001382688.1	XP_045637612.1
OG0000125	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2	XP_045637560.1, XP_045637568.1, XP_045637562.1
OG0000125	NP_001008758.1	XP_045637561.1
OG0000127	XP_006233373.1, NP_001014065.1	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1
OG0000128	NP_705886.1, XP_006254003.1	XP_045656423.1
OG0000128	NP_598238.2	XP_045656428.1, XP_045656425.1, XP_045656429.1, XP_045656426.1, XP_045656430.1, XP_045656427.1
OG0000128	NP_001100823.1, XP_038951630.1	XP_045656303.1
OG0000128	XP_008769880.1, NP_001258143.1	XP_045656434.1
OG0000129	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2	XP_045658332.1, XP_045658324.1
OG0000130	NP_001001285.1	XP_045671357.1
OG0000130	NP_001000153.1, NP_001001273.1	XP_045671344.1
OG0000131	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1	XP_045639044.1
OG0000132	NP_077051.1, XP_038965791.1	XP_045666061.1
OG0000133	NP_001008339.2, XP_038947738.1	XP_045657777.1, XP_045657776.1, XP_045657778.1
OG0000134	XP_006237389.1	XP_045637133.1
OG0000135	XP_008761712.1, NP_695222.2	XP_045645050.1
OG0000136	NP_001019512.1, XP_006237901.1	XP_045645011.1, XP_045645014.1, XP_045645012.1
OG0000137	NP_001000847.1	XP_045649571.1
OG0000137	NP_001000845.1	XP_045649568.1
OG0000137	NP_001102817.1	XP_045649566.1
OG0000138	NP_001000133.1, XP_063125346.1, NP_001001279.1	XP_045638825.1
OG0000138	NP_001001284.1	XP_045638850.1, XP_045638804.1
OG0000139	NP_001007670.1, XP_006246451.1	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1
OG0000142	NP_001014036.1, XP_006255172.1	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1
OG0000143	NP_599185.1	XP_045663823.1
OG0000144	NP_001019484.2, XP_063140456.1	XP_045665508.1
OG0000145	XP_038936909.1, NP_852051.2	XP_045658338.1
OG0000146	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1
OG0000147	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1	XP_045664759.1, XP_045664808.1
OG0000148	XP_006251909.1, NP_001001003.1, NP_001000840.1, XP_017455257.1, XP_017455255.1, NP_001000839.1, NP_001000521.1, XP_063130469.1, XP_008768847.1, NP_001000097.1	XP_045644505.1, XP_045645126.1
OG0000149	XP_017444264.1	XP_045662151.1
OG0000149	NP_036637.1	XP_045640012.1
OG0000149	NP_036636.1	XP_045657386.1
OG0000149	XP_017454251.1, NP_001257959.1, NP_074039.1	XP_045640417.1
OG0000150	NP_001037723.1, NP_001093947.1, XP_038954018.1, XP_038953911.1, NP_001177309.1, XP_008758816.2, NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1, XP_038954070.1	XP_045670918.1
OG0000151	XP_003750921.1	XP_045629115.1
OG0000151	XP_220775.3, XP_063126200.1	XP_045629461.1
OG0000153	NP_001000702.1	XP_045652422.1, XP_045651788.1
OG0000153	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1	XP_045651787.1, XP_045652423.1, XP_045632506.1
OG0000157	XP_063139179.1, NP_036792.2	XP_045650784.1
OG0000157	NP_787032.1, XP_038936676.1, XP_038956056.1	XP_045659837.1, XP_045659662.1
OG0000158	NP_001263406.1	XP_045642873.1
OG0000158	NP_446049.1, XP_038940257.1	XP_045640400.1
OG0000159	NP_001001352.2, XP_038944666.1, XP_063126739.1, NP_001000530.1	XP_045641613.1
OG0000159	NP_001001100.1, NP_001001103.1, NP_001001102.1, NP_001001101.1, NP_001001099.1, NP_001001104.1, NP_001000496.1	XP_045641574.1, XP_045641615.1, XP_045641614.1
OG0000160	NP_001182400.1	XP_045638978.1
OG0000161	NP_543159.1, NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1	XP_045644242.1
OG0000162	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1, NP_001009486.1, XP_038963942.1	XP_045637184.1, XP_045637087.1
OG0000163	NP_569106.1	XP_045653618.1
OG0000163	XP_063143077.1, NP_036894.3, XP_063121014.1	XP_045653622.1, XP_045653620.1
OG0000164	XP_006237786.1, XP_063132019.1, XP_063132020.1	XP_045666098.1
OG0000164	XP_038945796.1, XP_063132027.1, XP_063131915.1, XP_063131895.1, XP_063131888.1, XP_063131909.1, XP_063131891.1, XP_063132024.1, XP_063131914.1, XP_063131922.1, XP_063131905.1, XP_063132028.1, XP_063131904.1, XP_063132008.1, XP_063131912.1, XP_063132023.1	XP_045666097.1
OG0000165	XP_017456046.1, NP_001100828.1	XP_045642382.1
OG0000166	XP_017452097.1, NP_001102556.1	XP_045664241.1, XP_045664242.1
OG0000167	NP_001020057.1, XP_008757972.1	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1
OG0000168	XP_038964549.1	XP_045670344.1
OG0000168	XP_038962002.1, XP_038962626.1	XP_045632294.1, XP_045631204.1
OG0000168	XP_038962709.1	XP_045636096.1, XP_045668174.1
OG0000170	NP_612522.2, XP_063133615.1	XP_045652442.1
OG0000171	NP_001395896.1, XP_038967446.1	XP_045660192.1
OG0000171	NP_001100247.1, XP_038964874.2, XP_038952596.1, XP_063141172.1	XP_045661479.1
OG0000171	NP_113897.2, NP_001395785.1, XP_038956745.1	XP_045661480.1
OG0000172	NP_001388944.1	XP_045645045.1
OG0000172	XP_006227916.1, NP_001100929.1	XP_045661341.1
OG0000172	XP_006235863.3, NP_067693.1	XP_045650115.1
OG0000173	XP_038954280.1, NP_001128167.1	XP_045654366.1, XP_045654367.1, XP_045654365.1
OG0000174	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1	XP_045646628.1, XP_045646626.1, XP_045646627.1
OG0000175	NP_001101223.1, XP_017447211.1	XP_045664641.1
OG0000176	XP_038935811.1, NP_001119750.1	XP_045642699.1, XP_045642700.1
OG0000176	NP_001009648.1, XP_063143048.1, NP_001399482.1	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1
OG0000177	NP_775432.3, XP_006230492.1	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_045667222.1
OG0000179	NP_036919.1, XP_038957457.1	XP_045642457.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	XP_045639015.1, XP_045638897.1
OG0000180	XP_001068161.4, XP_038945816.1	XP_045630300.1
OG0000181	NP_001001083.1, XP_017451673.2, XP_038938797.1, NP_001000441.1, NP_001000814.1, NP_001000443.1, NP_001000442.1, NP_001000964.1, NP_001000446.1, NP_001000595.2, XP_017451023.1, NP_001000440.1, NP_001000444.1, NP_001001084.1, NP_001000965.1, XP_063122022.1	XP_045653534.1, XP_045653532.1, XP_045653531.1
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1
OG0000184	NP_001012489.2, XP_063121645.1	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1
OG0000185	NP_599213.2, XP_063135839.1	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1
OG0000186	XP_063121918.1, NP_852144.1	XP_045645343.1
OG0000187	NP_001000520.1, NP_001001121.1, NP_001000752.1, NP_001000750.1, XP_006245607.1, NP_001000751.1, NP_001000953.1, NP_001000484.1	XP_045650158.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	XP_045671349.1, XP_045671359.1
OG0000188	NP_001019976.1, NP_742090.1	XP_045671351.1
OG0000189	NP_001389495.1	XP_045639072.1
OG0000189	NP_001020834.1, XP_006257742.1	XP_045646367.1
OG0000190	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1
OG0000191	NP_001099862.1, XP_017457112.1	XP_045654464.1, XP_045654463.1
OG0000192	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1	XP_045637240.1
OG0000193	NP_997494.1	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1
OG0000194	XP_006243287.1, NP_001099682.1	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1
OG0000195	XP_228930.1, NP_001399088.1, NP_647543.2	XP_045651441.1
OG0000196	NP_001000290.1	XP_045642461.1
OG0000196	NP_001000291.1	XP_045642983.1
OG0000196	NP_001000293.1	XP_045642982.1, XP_045642980.1, XP_045642981.1
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	XP_045649214.1
OG0000199	XP_006228097.1, NP_899161.1	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1
OG0000200	NP_001102039.2	XP_045657789.1
OG0000201	XP_017453271.1, XP_038943704.1	XP_045670378.1
OG0000202	XP_008769420.1	XP_045654575.1
OG0000203	XP_063140150.1	XP_045638396.1
OG0000204	NP_001163906.1, XP_006229922.1	XP_045638739.1
OG0000205	NP_001011917.1, XP_006252160.1	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1
OG0000206	NP_001386424.1, XP_006251781.1	XP_045630443.1
OG0000207	NP_037093.2, XP_038938964.1	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	XP_045645179.1
OG0000210	XP_063130336.1, NP_001389030.1, XP_038956899.1	XP_045652571.1, XP_045664609.1
OG0000211	XP_038940065.1, NP_059039.2	XP_045637802.1
OG0000211	NP_001094355.2, XP_006235464.1	XP_045660501.1, XP_045660500.1
OG0000212	NP_001000781.1	XP_045635025.1
OG0000214	NP_001014258.2, XP_038950641.1	XP_045634603.1
OG0000214	NP_445810.2	XP_045655434.1
OG0000215	NP_001381323.1	XP_045630954.1
OG0000216	XP_008763678.1	XP_045661799.1
OG0000217	XP_006257357.1, NP_001007715.1	XP_045635355.1, XP_045635356.1
OG0000218	NP_001395820.1	XP_045633915.1
OG0000219	NP_036972.1	XP_045662138.1
OG0000219	XP_038957062.1, XP_038949983.1, XP_063136879.1, XP_038943755.1, NP_036971.1	XP_045648961.1, XP_045648962.1
OG0000220	NP_001000244.1	XP_045642481.1
OG0000220	NP_001000762.1, NP_001000245.1	XP_045642480.1
OG0000220	NP_001000246.1	XP_045642479.1
OG0000221	NP_001000635.1	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1
OG0000222	NP_001012167.1, XP_006228640.1	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1
OG0000223	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1	XP_045649675.1
OG0000224	XP_038946819.1, NP_001041367.1, XP_063138976.1	XP_045643555.1, XP_045643554.1
OG0000225	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1	XP_045669632.1
OG0000226	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1
OG0000227	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1
OG0000228	NP_476446.2, NP_001034780.1	XP_045650033.1
OG0000228	NP_036815.1	XP_045650031.1
OG0000228	NP_787040.2, NP_958828.1, NP_569091.2	XP_045650032.1
OG0000229	XP_038961745.1, NP_446026.1, NP_075234.1, XP_038961931.1	XP_045669639.1
OG0000230	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1	XP_045631978.1
OG0000230	NP_058818.1	XP_045638485.1
OG0000231	XP_038952349.1	XP_045656570.1
OG0000232	NP_001414571.1, XP_017452276.1	XP_045653119.1
OG0000232	XP_038955963.1	XP_045651926.1, XP_045651927.1, XP_045651928.1
OG0000235	NP_036980.1	XP_045641626.1
OG0000236	NP_445821.2, XP_038953085.1	XP_045646101.1
OG0000238	NP_001000497.1	XP_045645519.1
OG0000238	NP_001000707.1	XP_045652573.1, XP_045645518.1
OG0000239	NP_001000340.1, NP_001000645.1, NP_001000647.1, NP_001000339.1, NP_001000651.1, NP_001000649.1	XP_045642906.1
OG0000240	NP_001000448.1, NP_001000450.1, XP_063121147.1, NP_001000454.1, NP_001000449.1	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1
OG0000241	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1	XP_045642858.1, XP_045642864.1, XP_045642854.1
OG0000244	NP_001102457.1	XP_045656051.1, XP_045656052.1
OG0000244	NP_001163049.1, XP_006253733.1	XP_045628435.1
OG0000245	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1
OG0000246	XP_038951330.1, NP_001295194.1	XP_045642379.1
OG0000247	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1	XP_045672313.1
OG0000248	NP_446054.1, XP_017453575.2	XP_045641425.1, XP_045641424.1
OG0000249	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1	XP_045648419.1
OG0000249	NP_775150.1	XP_045649585.1, XP_045649584.1
OG0000250	XP_038956061.1	XP_045666825.1, XP_045645181.1
OG0000251	NP_001020318.1, XP_008759157.1	XP_045644583.1, XP_045644582.1
OG0000252	NP_476540.2, XP_038960063.1	XP_045656277.1, XP_045656276.1, XP_045656278.1
OG0000254	NP_001177304.1, XP_038953905.1, NP_113753.2, XP_006255234.2, NP_058700.1, XP_063134931.1, NP_579829.3, XP_038953488.1, NP_001013911.1	XP_045662770.1
OG0000256	NP_001005382.2, XP_017444409.1, XP_038942515.1, NP_001382054.1, XP_038956841.1, NP_001128645.1, NP_036809.1, NP_786935.1, NP_001258244.1, NP_036725.2, NP_001013085.2, NP_113711.1	XP_045631161.1, XP_045631127.1
OG0000257	NP_001000200.1, NP_001000552.2, NP_001001372.1	XP_045639040.1
OG0000257	NP_001000204.1, NP_001000208.1	XP_045638989.1, XP_045639023.1
OG0000257	NP_001000201.1	XP_045639058.1
OG0000258	NP_001103569.1, NP_036775.2, XP_063141631.1	XP_045665976.1
OG0000259	NP_001000306.1	XP_045642954.1
OG0000260	NP_001396394.1, XP_006234555.1, NP_001000656.1	XP_045642913.1
OG0000261	XP_038962001.1	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1
OG0000262	NP_001000151.1, NP_001000951.1, NP_001000154.1	XP_045638865.1, XP_045638838.1, XP_045638858.1, XP_045638857.1, XP_045638864.1, XP_045638841.1
OG0000263	NP_001102542.1, XP_008767890.1	XP_045667407.1
OG0000264	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2	XP_045671761.1
OG0000265	XP_006244591.1, NP_001101673.1	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1
OG0000266	NP_598261.2, XP_017446088.1	XP_045668596.1, XP_045668587.1
OG0000267	XP_002729496.3, XP_056841458.1, XP_056841459.1	XP_045664801.1
OG0000267	XP_006248711.1, XP_006248718.1, NP_001177270.1	XP_045658391.1
OG0000268	XP_038944548.1	XP_045641676.1
OG0000270	NP_001101057.1, XP_006257688.1	XP_045645146.1
OG0000272	NP_001099292.1	XP_045629547.1, XP_045629530.1, XP_045629293.1, XP_045629292.1
OG0000273	XP_063127926.1	XP_045629774.1, XP_045629753.1, XP_045629862.1
OG0000274	NP_037157.2	XP_045629318.1
OG0000274	NP_446310.2	XP_045629321.1
OG0000275	NP_001007601.1, NP_001103082.1	XP_045644795.1
OG0000276	NP_001000041.1	XP_045634929.1, XP_045651793.1, XP_045628269.1, XP_045651794.1, XP_045634919.1, XP_045634925.1
OG0000277	NP_001000576.1, NP_001000577.1, NP_001000575.1	XP_045642802.1
OG0000278	XP_017456389.1, NP_001007629.1	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1
OG0000279	NP_001032864.1, XP_006248997.1	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1
OG0000280	NP_001119561.1	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1
OG0000281	NP_001102144.1, NP_001406419.1	XP_045655744.1, XP_045655743.1, XP_045655742.1
OG0000282	NP_542428.1, XP_006247139.1	XP_045629380.1
OG0000282	XP_063127676.1	XP_045647521.1, XP_045647522.1
OG0000284	NP_001094482.1, XP_063135588.1, NP_001000267.1, NP_001389029.1, NP_001000892.1, NP_001000891.1, NP_001000894.1, NP_001000890.1, XP_017457194.1, NP_001000893.1, NP_001001006.1, NP_001000268.1, NP_001000269.1, NP_001000895.1	XP_045659890.1
OG0000285	XP_063135689.1, XP_038955106.1, NP_001102399.1, XP_063135600.1, XP_063135676.1, XP_038955113.1, XP_038955110.1, XP_038955107.1, NP_001103060.1, XP_038955121.1, NP_001103056.1, NP_001103025.1, NP_001389069.1	XP_045632303.1
OG0000286	NP_001000185.1	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1
OG0000287	NP_001000089.1	XP_045636885.1, XP_045644533.1
OG0000287	NP_001395666.1, NP_001000094.1	XP_045644516.1
OG0000288	NP_001000338.1	XP_045642907.1
OG0000288	NP_001000630.1, NP_001001058.1	XP_045642435.1
OG0000288	NP_001001059.1	XP_045642434.1
OG0000289	NP_001020226.1, XP_038937875.1	XP_045653483.1, XP_045653484.1
OG0000290	NP_112631.1, XP_006252082.1	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1
OG0000291	XP_038943365.1	XP_045669918.1
OG0000291	XP_038943368.1	XP_045670011.1
OG0000291	XP_006247716.1	XP_045670168.1, XP_045670167.1, XP_045670166.1
OG0000293	XP_063120038.1	XP_045626706.1
OG0000294	NP_001386588.1	XP_045647615.1
OG0000295	NP_001033063.1, XP_006235588.1	XP_045660621.1
OG0000295	NP_001100100.1, XP_006237781.1	XP_045666125.1
OG0000296	XP_006245610.1, NP_742036.2	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1
OG0000297	NP_001025079.1, NP_062134.1, NP_001032518.1	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1
OG0000298	NP_001028844.1	XP_045663153.1
