Orthogroup	Rattus_norvegicus	Homo_sapiens
OG0000102	NP_775417.1, XP_003751392.1, NP_001178605.1	NP_001067.2, XP_054184520.1, NP_001068.1, NP_001065.2, NP_001066.1, XP_016864074.1, XP_016863792.1, NP_444267.1, XP_011529852.1, NP_001064.1, NP_066962.2
OG0000103	NP_001094046.1, XP_038951702.1, NP_001129216.1, NP_001163813.1, XP_006254252.1, NP_001014262.3, XP_063132767.1, NP_001157868.1, NP_612519.1, NP_612556.1, NP_001028869.1, XP_006254250.1, XP_006254245.1, NP_001013075.1	NP_001240837.1, NP_001345.1, NP_001344.2, NP_001809.4
OG0000103	NP_001103370.1, XP_063132700.1	NP_001382901.1, XP_047281112.1
OG0000104	NP_001292190.1, XP_006233486.1, XP_038959792.1, NP_001396037.1	NP_443173.2, NP_997281.2
OG0000104	XP_006250671.3	NP_940862.2
OG0000105	NP_001380791.1, XP_063121754.1	NP_077021.1
OG0000106	XP_006251278.1	XP_011513765.1, NP_067046.1
OG0000106	NP_036737.1, XP_038953516.1	NP_001311387.1, NP_001311388.1, NP_037424.2
OG0000106	NP_001030329.2	NP_000423.2
OG0000106	XP_038945819.1	NP_612412.2
OG0000107	NP_001000282.1, NP_001000284.1, NP_001000283.1	NP_001005323.1
OG0000108	XP_038938891.1, NP_476489.1	NP_001336235.1, NP_001336233.1, NP_001336234.1, NP_001336237.1, NP_001336243.1, NP_001336242.1, NP_001336240.1, NP_001336244.1, NP_001336239.1, NP_001336241.1, NP_001336238.1, NP_001336236.1
OG0000110	XP_006246738.1, NP_058885.1	XP_011522164.2, NP_001172.1, NP_550434.1, NP_001188281.1, NP_550435.1, NP_550436.1
OG0000110	NP_036635.1, XP_006246641.1	XP_011522163.1, NP_001662.1, NP_001184145.1
OG0000110	NP_071788.2, XP_008766090.1	XP_011521915.1
OG0000111	XP_038953764.1, XP_038953777.1, XP_038953753.1, XP_038952348.1, XP_038952346.2	NP_001243791.1, NP_001243782.1, NP_001229255.1, NP_001229261.1, NP_001243796.1, NP_001229256.1, NP_001229260.1, NP_001229257.1, NP_001229259.1, NP_001229258.1, NP_001243790.1, NP_001243789.1, NP_001243792.1, NP_001243783.1, NP_001243788.1, NP_001243823.2, NP_001243786.1, NP_001243784.1, NP_001243781.1, NP_001243798.1, NP_001243801.1, NP_001243803.1, NP_001243800.1, NP_001243802.1, NP_958804.2
OG0000113	XP_063136324.1, XP_017446718.1, NP_001395797.1, NP_001388119.1, XP_038955979.1, NP_001316085.1	NP_001012997.1, NP_001006934.1, NP_116315.1, NP_001354719.1
OG0000114	NP_001103345.1	NP_005201.2, XP_016858891.1
OG0000114	NP_149086.1, XP_063122697.1	NP_008822.2
OG0000114	NP_001074405.1	NP_055432.2
OG0000114	NP_264077.1	NP_066269.1, XP_054188132.1
OG0000115	XP_017450124.1	NP_001399855.1, NP_001399857.1, NP_001399860.1, NP_001650.1, NP_001399859.1, NP_001399843.1, NP_001399845.1, XP_024304740.1, NP_001399849.1, NP_001399844.1, NP_001399847.1
OG0000115	NP_001400966.1	NP_001019399.1, NP_001649.1
OG0000116	NP_001102000.1, XP_017457176.2	NP_003329.1
OG0000117	NP_001000119.1, NP_001000692.1, NP_001000118.1, NP_001000120.1, NP_001000689.1	NP_001001918.1
OG0000118	NP_001300749.1, XP_006257769.1	NP_001371270.1, NP_001371264.1, NP_705895.1, NP_001371266.1, NP_001371272.1, NP_001371269.1, NP_001371274.1, NP_001371267.1, NP_001371268.1, NP_001371265.1, NP_001371271.1, NP_109377.1, NP_001371273.1, NP_001371275.1
OG0000119	NP_001032362.1, NP_071792.1, NP_001032363.1, XP_017448364.1, NP_001032364.1	NP_001091678.1, NP_001091674.1, NP_001091676.1, NP_001091677.1, NP_001091675.1, NP_004957.1
OG0000120	NP_001386724.1	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1
OG0000121	XP_006253089.1, NP_001100779.1	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1
OG0000122	XP_006228852.1, NP_076454.1	NP_055179.1
OG0000122	XP_017455915.3, XP_063126092.1, XP_063138853.1	NP_001276674.1
OG0000123	XP_003750902.1	NP_003545.1, NP_003544.2
OG0000124	XP_006257023.1, NP_036793.2	NP_001307679.1, XP_047298063.1
OG0000124	XP_006232343.1, NP_001041350.1	NP_001269557.1, NP_001356008.1
OG0000125	XP_063125646.1, NP_001382688.1	NP_002269.3
OG0000125	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2	NP_002268.2, NP_002270.1, NP_004129.2
OG0000125	NP_001008758.1	NP_001372943.1, XP_003403930.1
OG0000126	XP_063121264.1, NP_001136416.1	NP_077019.2
OG0000127	XP_006233373.1, NP_001014065.1	NP_001129729.1
OG0000128	NP_705886.1, XP_006254003.1	NP_001091956.1, NP_006623.2
OG0000128	NP_598238.2	XP_016866688.2, NP_005065.2
OG0000128	NP_001100823.1, XP_038951630.1	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1
OG0000128	XP_008769880.1, NP_001258143.1	NP_005486.1, XP_024302062.1, NP_001273050.1
OG0000129	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2	XP_054184397.1, NP_714543.1, XP_047274640.1, NP_000837.3, NP_000838.3
OG0000130	NP_001001027.1, NP_001001272.1	NP_149419.2
OG0000130	NP_001000153.1, NP_001001273.1	NP_001004750.1
OG0000131	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1	NP_001004489.1, NP_001004490.1, NP_001372982.1
OG0000132	NP_077051.1, XP_038965791.1	XP_024302185.1, NP_006725.3
OG0000133	NP_001008339.2, XP_038947738.1	NP_001127951.1, XP_011539991.1, NP_060573.2
OG0000134	XP_006237389.1	NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1
OG0000135	XP_008761712.1, NP_695222.2	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1
OG0000136	NP_001019512.1, XP_006237901.1	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1
OG0000137	NP_001000847.1	NP_036497.1
OG0000137	NP_001000845.1	NP_001001659.1
OG0000137	NP_001102817.1	NP_001005480.2
OG0000138	NP_001000133.1, XP_063125346.1, NP_001001279.1	NP_001004749.1
OG0000139	NP_001007670.1, XP_006246451.1	XP_005270393.1, NP_079112.1
OG0000140	XP_063130435.1	NP_001336438.1, NP_001336437.1, NP_001276027.1, NP_001336417.1, NP_001336419.1, NP_001336451.1, NP_001336453.1, NP_001276029.1, NP_001336446.1, NP_001336447.1, NP_001336444.1, NP_001336443.1, NP_001336439.1, NP_001336441.1, NP_001336445.1, NP_001336440.1, NP_001336433.1, NP_001336435.1, NP_001336436.1, NP_001336432.1, NP_001336456.1, NP_001336449.1, NP_001336448.1, NP_001336454.1, NP_001336442.1, NP_001276024.1, NP_001336422.1, NP_001336421.1
OG0000141	NP_001000003.1, NP_001001096.1, NP_001001095.1, NP_001000002.1, NP_001001091.1, NP_001001092.1, XP_038942457.1, NP_001001093.1, NP_001000788.1, NP_001000001.1, NP_001001090.1, NP_001000524.1, NP_001001089.1, NP_001000000.1	NP_001001657.1
OG0000142	NP_001014036.1, XP_006255172.1	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1
OG0000143	NP_112379.1	NP_001387567.1, NP_001387565.1, NP_001336384.1, NP_001365178.1, NP_001336392.1, NP_001387564.1, NP_001387569.1, NP_001336393.1, NP_001336391.1, NP_001336386.1, NP_001336388.1, NP_001387563.1, NP_001387570.1, NP_001387566.1, NP_001387575.1, NP_001387576.1, NP_001387573.1, NP_001336383.1, NP_001336389.1, NP_001336387.1, NP_001336385.1, NP_001387568.1, NP_001336390.1, NP_001336394.1, NP_001387572.1
OG0000143	NP_599185.1	NP_003082.1, NP_937859.1
OG0000144	NP_001019484.2, XP_063140456.1	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2, NP_001374224.1, NP_001374225.1, NP_001269925.2
OG0000145	XP_038936909.1, NP_852051.2	NP_671512.1, XP_005269732.1
OG0000146	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1
OG0000147	NP_036773.1	NP_002900.2, NP_006498.1
OG0000147	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1
OG0000149	XP_017444264.1	NP_001243143.1
OG0000149	NP_036637.1	NP_000693.1
OG0000149	NP_036636.1	NP_001153705.1, NP_000692.2
OG0000149	XP_017454251.1, NP_001257959.1, NP_074039.1	NP_653300.2
OG0000150	NP_001037723.1, NP_001093947.1, XP_038954018.1, XP_038953911.1, NP_001177309.1, XP_008758816.2, NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1, XP_038954070.1	NP_001352334.1, NP_001352335.1
OG0000151	XP_003750921.1	XP_016880066.1, NP_001123292.1
OG0000151	XP_220775.3, XP_063126200.1	NP_659412.3
OG0000151	NP_001013992.1, XP_006247060.1	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1
OG0000152	NP_001395843.1	XP_016857666.1, NP_001014313.1, NP_008876.3, NP_001369177.1
OG0000153	NP_001001369.1	NP_001005518.1
OG0000153	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1	NP_001005183.1
OG0000157	XP_063139179.1, NP_036792.2	NP_001949.1
OG0000157	NP_787032.1, XP_038936676.1, XP_038956056.1	NP_001393.1
OG0000158	NP_001263406.1	NP_057004.1
OG0000159	NP_001001100.1, NP_001001103.1, NP_001001102.1, NP_001001101.1, NP_001001099.1, NP_001001104.1, NP_001000496.1	NP_473447.1
OG0000160	XP_038955201.1, NP_001182400.1, NP_037007.1	NP_000991.1
OG0000161	NP_543159.1, NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1	NP_003951.3
OG0000163	NP_569106.1	NP_001177945.2
OG0000163	NP_446188.2, XP_063120843.1	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1
OG0000163	XP_063143077.1	NP_150637.1
OG0000163	NP_036894.3, XP_063121014.1	NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1
OG0000164	XP_006237786.1, XP_063132019.1, XP_063132020.1	NP_001191787.1
OG0000164	NP_072115.1	NP_001191789.1
OG0000164	XP_038945796.1	NP_001191793.1, NP_001191792.1
OG0000165	XP_017456046.1, NP_001100828.1	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1
OG0000166	XP_017452097.1, NP_001102556.1	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1
OG0000167	NP_001020057.1, XP_008757972.1	NP_775746.1
OG0000168	XP_038962002.1, XP_038962626.1, XP_038962709.1, XP_038953298.1, XP_038956429.1	NP_001030335.1
OG0000170	NP_612522.2, XP_063133615.1, NP_001029128.1, NP_001029127.1	NP_000719.1, NP_001029125.1, NP_001365879.1
OG0000170	XP_008757898.1, NP_059034.1	NP_001029124.1
OG0000171	NP_001395785.1	NP_001007.2
OG0000172	NP_001388944.1	NP_001273602.1, NP_003693.2, NP_733466.1
OG0000172	XP_006227916.1, NP_001100929.1	XP_047274590.1, NP_036551.3
OG0000172	XP_006235863.3, NP_067693.1	XP_011526786.1, NP_001034556.1, NP_005864.1
OG0000173	XP_038954280.1, NP_001128167.1	XP_016866663.1, NP_001028736.1
OG0000174	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1	NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1
OG0000175	NP_001101223.1, XP_017447211.1	XP_011518540.1, NP_065980.1, NP_001245348.1
OG0000176	NP_001009648.1, XP_063143048.1, NP_001399482.1	XP_016872576.1, NP_964011.2
OG0000177	NP_775432.3, XP_006230492.1	NP_001257693.1
OG0000178	XP_063130802.1	NP_001374604.1, NP_001374605.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_047304053.1, NP_001362392.1, NP_001374596.1, NP_001362386.1, NP_001362391.1, NP_001362389.1, NP_001374593.1, NP_001362385.1, NP_001374594.1, NP_001362384.1, NP_001374600.1, NP_001374601.1, NP_001374598.1, NP_001374602.1, NP_005569.1, NP_001374603.1, NP_001374599.1, NP_001362387.1, NP_001161143.1, NP_001362394.1, NP_001362388.1, NP_001362393.1, NP_001374592.1, NP_001362390.1, NP_001374595.1, NP_001374597.1, NP_001374608.1, NP_001374611.1, NP_001374609.1, NP_001374612.1, NP_001374607.1, NP_001374606.1, NP_001374610.1, NP_001161144.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	NP_000758.1
OG0000180	XP_001068161.4, XP_038945816.1, NP_001099374.1, XP_006248854.1, NP_001102319.1, NP_001163868.1, XP_038945074.1, XP_038946013.1, XP_038945815.1, XP_006248864.2, XP_221808.5, XP_038945830.1, XP_038946012.2, XP_038945829.1, NP_001178934.1	NP_066978.1, NP_055072.3
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	NP_001029344.4, NP_219480.1
OG0000183	NP_001258141.1	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1
OG0000184	NP_001012489.2, XP_063121645.1	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1
OG0000185	NP_599213.2, XP_063135839.1	NP_001092880.1, NP_001092881.1, NP_001171656.1, NP_055525.3
OG0000186	XP_063121918.1, NP_852144.1	XP_054189423.1, XP_054189474.1, XP_054189432.1, XP_054189464.1, XP_054189407.1, XP_054188032.1, XP_016885763.1, XP_054188031.1, XP_054189484.1, XP_054189416.1, XP_054186145.1, NP_001077008.1, NP_001355183.1, NP_001309097.1, NP_703144.3, NP_001355180.1, NP_055033.2, XP_059933532.1, NP_055034.2, NP_056952.2, XP_054186141.1, NP_001278624.1, XP_054189458.1, XP_047299063.1, NP_001278630.1, XP_047299062.1, NP_036444.1, NP_036446.3, XP_054187211.1, NP_055327.1, XP_047299059.1, XP_011546300.1, NP_055328.2, XP_054188029.1, NP_036445.1, NP_001347100.1, NP_001278629.1, NP_001278625.1, XP_054189411.1, XP_054189399.1, NP_006728.2, XP_047299064.1, XP_047294751.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	NP_000509.1, NP_000510.1
OG0000188	NP_001019976.1, NP_742090.1	NP_000550.2, NP_000175.1
OG0000189	NP_001389495.1	NP_055284.3
OG0000189	NP_001020834.1, XP_006257742.1	NP_002130.2
OG0000190	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2	NP_443138.2
OG0000191	NP_001099862.1, XP_017457112.1	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1
OG0000193	NP_997494.1	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1
OG0000194	XP_006243287.1, NP_001099682.1	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1
OG0000195	XP_228930.1, NP_001399088.1, NP_647543.2	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1
OG0000196	NP_001000293.1	NP_001013376.2, NP_001005213.1
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	NP_690002.2
OG0000199	XP_006228097.1, NP_899161.1	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1
OG0000200	NP_598308.1	NP_004111.2
OG0000200	NP_001102039.2	NP_001127958.1
OG0000201	XP_017453271.1, XP_038943704.1	NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1
OG0000202	XP_008769420.1	XP_011529985.1, NP_689833.1, NP_001244954.1
OG0000203	XP_063140150.1	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1
OG0000204	NP_001163906.1, XP_006229922.1	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1
OG0000205	NP_001011917.1, XP_006252160.1	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1
OG0000206	NP_001386424.1, XP_006251781.1	NP_001382576.1, NP_001382575.1, NP_443185.1, NP_001304738.1, XP_011531634.1, NP_001304740.1, NP_001304739.1, NP_001304737.1, NP_001382574.1
OG0000207	NP_037093.2, XP_038938964.1	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	NP_001004308.2, NP_001382291.1
OG0000209	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1	NP_003158.2
