Orthogroup	Rattus_norvegicus	Echinops_telfairi
OG0000168	XP_038962709.1	XP_045140898.1, XP_045143942.1
OG0000168	XP_038953298.1	XP_045149167.1
OG0000168	XP_038956429.1	XP_045145032.1, XP_045141604.1, XP_045147501.1
OG0000170	NP_612522.2, XP_063133615.1, NP_001029128.1, NP_001029127.1	XP_045146994.1, XP_045146995.1, XP_004711621.2, XP_004711675.1
OG0000171	NP_001395896.1, XP_038967446.1	XP_045142062.1, XP_045143960.1
OG0000171	XP_038952596.1, XP_063141172.1	XP_045144663.1, XP_045150621.1
OG0000171	NP_113897.2, NP_001395785.1, XP_038956745.1	XP_030742688.1
OG0000172	NP_001388944.1	XP_045142243.1
OG0000172	XP_006227916.1, NP_001100929.1	XP_004701997.1
OG0000172	XP_006235863.3, NP_067693.1	XP_004716083.1
OG0000173	XP_038954280.1, NP_001128167.1	XP_004702250.1
OG0000174	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1	XP_030743023.1
OG0000175	NP_001101223.1, XP_017447211.1	XP_045147084.1, XP_045147082.1, XP_045147085.1, XP_004708362.1, XP_045147083.1
OG0000176	XP_038935811.1, NP_001119750.1	XP_004715052.3, XP_045152993.1, XP_045152994.1, XP_045141949.1
OG0000176	NP_001009648.1, XP_063143048.1, NP_001399482.1	XP_045152988.1
OG0000177	NP_775432.3, XP_006230492.1	XP_004701304.1
OG0000178	XP_063130802.1	XP_045152344.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_045152345.1
OG0000179	NP_036919.1, XP_038957457.1	XP_004710567.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	XP_004710399.1, XP_004710401.1, XP_004710400.1
OG0000180	XP_001068161.4, XP_038945816.1	XP_045146325.1, XP_045146327.1
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	XP_045152535.1, XP_045152534.1
OG0000184	NP_001012489.2, XP_063121645.1	XP_004712167.1, XP_045143405.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	XP_004717519.1
OG0000188	NP_001019976.1, NP_742090.1	XP_004717089.1
OG0000189	NP_001389495.1	XP_004716487.1
OG0000189	NP_001100890.1, XP_038953657.1, XP_063142750.1, NP_001395775.1	XP_004713449.2, XP_012862326.2
OG0000190	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2	XP_004700763.1
OG0000191	NP_001099862.1, XP_017457112.1	XP_004702068.1
OG0000192	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1	XP_045146436.1
OG0000193	NP_997494.1	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1
OG0000195	NP_001399088.1, NP_647543.2	XP_012863924.2
OG0000196	NP_001000290.1	XP_004715008.1
OG0000196	NP_001000293.1	XP_004714956.2
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	XP_004711661.1
OG0000199	XP_006228097.1, NP_899161.1	XP_004715690.1
OG0000200	NP_598308.1	XP_004699644.1
OG0000201	XP_017453271.1, XP_038943704.1	XP_045155407.1
OG0000203	XP_063140150.1	XP_004703894.1
OG0000205	NP_001011917.1, XP_006252160.1	XP_012863033.1
OG0000206	NP_001386424.1, XP_006251781.1	XP_004704090.1
OG0000207	NP_037093.2, XP_038938964.1	XP_004701621.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	XP_004710162.1
OG0000209	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1	XP_012863468.1, XP_012863470.1
OG0000210	XP_063130336.1, NP_001389030.1, XP_038956899.1	XP_004711639.1, XP_004711637.2, XP_004711638.1
OG0000211	XP_038940065.1, NP_059039.2	XP_004702940.1
OG0000211	NP_001128489.1, XP_006245729.1	XP_004706483.1, XP_004699325.1
OG0000211	NP_001094355.2, XP_006235464.1	XP_004698023.1
OG0000212	NP_001000781.1	XP_012860591.1, XP_004697268.1
OG0000212	NP_001000782.1	XP_004697251.1, XP_004697250.2, XP_012860526.1
OG0000213	XP_038964534.1, XP_006250863.1, NP_058797.1	XP_004715363.2
OG0000214	NP_001014258.2, XP_038950641.1	XP_045155180.1
OG0000214	NP_445810.2	XP_045147834.1
OG0000215	NP_001381323.1	XP_045155743.1
OG0000217	XP_006257357.1, NP_001007715.1	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1
OG0000219	NP_036972.1	XP_004701509.1
OG0000221	NP_001000635.1	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1
OG0000222	NP_001012167.1, XP_006228640.1	XP_045148545.1, XP_004710388.1
OG0000224	XP_038946819.1, NP_001041367.1, XP_063138976.1	XP_004699881.1
OG0000226	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1	XP_045146536.1, XP_004711258.1, XP_004711259.1
OG0000227	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1	XP_045151206.1, XP_045151207.1, XP_045151208.1
OG0000228	NP_476446.2, NP_001034780.1	XP_045150280.1
OG0000230	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1	XP_004696084.1
OG0000230	NP_058818.1	XP_004705056.1
OG0000231	XP_038952349.1	XP_004717469.3
OG0000232	XP_038955963.1	XP_045153763.1
OG0000233	NP_001128487.1, NP_001385852.1	XP_004709482.1
OG0000234	NP_001395664.1, XP_038957053.1, NP_001395702.1	XP_004717186.3, XP_004717187.3
OG0000235	NP_036980.1	XP_045139695.1, XP_030743238.1, XP_045143465.1
OG0000236	NP_445821.2, XP_038953085.1	XP_004703056.1
OG0000237	XP_063122507.1	XP_045139982.1
OG0000237	XP_038964531.1, XP_038964530.1, XP_063142892.1, XP_038967475.1, XP_038966993.1	XP_045149448.1
OG0000238	NP_001000497.1	XP_004700648.1
OG0000238	NP_001000707.1	XP_004700900.1, XP_004700898.1, XP_004700901.1
OG0000239	NP_001000340.1, NP_001000645.1, NP_001000647.1, NP_001000339.1, NP_001000651.1, NP_001000649.1	XP_004708542.1
OG0000241	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1	XP_004708533.1, XP_030741665.1
OG0000244	NP_001102457.1	XP_004714344.1
OG0000244	NP_001163049.1, XP_006253733.1	XP_045141878.1, XP_045141871.1
OG0000245	NP_001099686.1, XP_006228050.1	XP_004718110.1
OG0000245	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1	XP_004710517.1
OG0000246	XP_038951330.1, NP_001295194.1	XP_004702333.2, XP_045145799.1
OG0000248	NP_446054.1, XP_017453575.2	XP_004713142.1, XP_004712142.1
OG0000249	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1	XP_004714011.1
OG0000249	NP_775150.1	XP_004714013.1, XP_004714014.1
OG0000251	NP_001020318.1, XP_008759157.1	XP_004704148.1
OG0000252	NP_476540.2, XP_038960063.1	XP_004701760.1
OG0000253	XP_063122430.1, XP_063136783.1, XP_006231809.4, XP_038953235.2, XP_038964488.1, XP_006252146.3, XP_038946022.1, XP_063120531.1	XP_045142539.1, XP_045139880.1
OG0000254	NP_001177304.1, XP_038953905.1, NP_113753.2, XP_006255234.2, NP_058700.1, XP_063134931.1, NP_579829.3, XP_038953488.1, NP_001013911.1	XP_012860652.1
OG0000256	NP_001005382.2, XP_017444409.1, XP_038942515.1, NP_001382054.1, XP_038956841.1, NP_001128645.1, NP_036809.1, NP_786935.1, NP_001258244.1, NP_036725.2, NP_001013085.2, NP_113711.1, XP_063136770.1, XP_063136769.1	XP_004710512.1
OG0000257	NP_001000200.1, NP_001000552.2, NP_001001372.1	XP_045146872.1, XP_004716465.1
OG0000257	NP_001000204.1, NP_001000208.1	XP_004716491.1
OG0000257	NP_001000201.1	XP_030741696.1
OG0000258	NP_001103569.1, NP_036775.2, XP_063141631.1	XP_012863806.1
OG0000259	NP_001000306.1, NP_001000310.1	XP_004717914.1
OG0000260	NP_001396394.1, XP_006234555.1, NP_001000656.1	XP_004708441.1
OG0000261	XP_038962001.1	XP_004708430.1, XP_004708432.1
OG0000262	NP_001000151.1, NP_001000951.1, NP_001000154.1	XP_004717558.1, XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	NP_001102542.1, XP_008767890.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2	XP_004698837.1
OG0000265	XP_006244591.1, NP_001101673.1	XP_004710841.1
OG0000266	NP_598261.2, XP_017446088.1	XP_012861602.1
OG0000267	XP_002729496.3, XP_056841458.1, XP_056841459.1	XP_045145499.1
OG0000268	XP_006248152.1, XP_038944659.1, NP_001102894.1, XP_038944548.1	XP_004713175.1, XP_004711378.1, XP_004713162.1
OG0000270	NP_001101057.1, XP_006257688.1	XP_004713418.1
OG0000272	NP_062078.1, NP_001007613.1	XP_030743938.1, XP_030743939.1
OG0000272	NP_001099292.1	XP_004707017.1, XP_004707401.1
OG0000273	XP_063127926.1, NP_671739.2, NP_001019403.1	XP_045140312.1, XP_012860906.1
OG0000274	NP_037157.2	XP_004707033.1
OG0000274	NP_446310.2	XP_004707034.1
OG0000275	NP_001103082.1	XP_012861120.1
OG0000276	NP_001000041.1	XP_004696921.2
OG0000277	NP_001000576.1, NP_001000577.1, NP_001000575.1	XP_045147049.1
OG0000278	XP_017456389.1, NP_001007629.1	XP_004696714.1
OG0000279	NP_001032864.1, XP_006248997.1	XP_004705599.1
OG0000280	NP_001119561.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000281	NP_001102144.1, NP_001406419.1	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1
OG0000282	XP_063127676.1	XP_012860079.2, XP_045152787.1, XP_004706475.1
OG0000284	NP_001094482.1, XP_063135588.1, NP_001000267.1, NP_001389029.1, NP_001000892.1, NP_001000891.1, NP_001000894.1, NP_001000890.1, XP_017457194.1, NP_001000893.1, NP_001001006.1, NP_001000268.1, NP_001000269.1, NP_001000895.1	XP_004717454.1, XP_004717455.1, XP_004717456.1
OG0000286	NP_001000185.1	XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	NP_001000089.1	XP_004698901.1
OG0000287	NP_001395666.1, NP_001000094.1	XP_012859205.1
OG0000288	NP_001000338.1	XP_004708544.2
OG0000288	NP_001000630.1, NP_001001058.1	XP_004708543.2
OG0000288	NP_001000641.1	XP_004708541.1
OG0000288	NP_001001059.1	XP_004708529.1
OG0000289	NP_001020226.1, XP_038937875.1	XP_045139512.1
OG0000289	XP_002729947.2, XP_006243080.1, NP_001128107.1	XP_012862752.1
OG0000290	NP_112631.1, XP_006252082.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_038943365.1	XP_045155422.1
OG0000291	XP_006247716.1	XP_045155421.1
OG0000292	NP_001388493.1, NP_001388494.1, NP_001388495.1, NP_001388490.1, NP_001388508.1, NP_001388509.1, NP_001388496.1, NP_001388497.1, NP_001388489.1, NP_001388491.1, NP_001388492.1, XP_063129155.1	XP_045139939.1
OG0000293	XP_063120038.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	NP_001386588.1	XP_030743531.2
OG0000295	NP_001033063.1, XP_006235588.1	XP_045151430.1
OG0000295	NP_001100100.1, XP_006237781.1	XP_045141048.1
OG0000296	XP_006245610.1, NP_742036.2	XP_045153427.1
OG0000297	NP_001025079.1, NP_062134.1, NP_001032518.1	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1
OG0000298	NP_001028844.1	XP_045144106.1, XP_004697962.1
OG0000300	XP_006234554.1, NP_001000333.1, XP_063139725.1, NP_001000512.1	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	NP_001001270.1	XP_012864009.1, XP_012864010.1
OG0000301	NP_001000138.1	XP_004717526.1
OG0000301	NP_001000747.1	XP_004717546.2, XP_012864013.2
OG0000302	NP_001000666.1, NP_001001051.1, NP_001000665.1, NP_001000324.1, NP_001000668.1, NP_001006596.1, XP_017447456.1, NP_001000330.1	XP_004708560.2
OG0000304	XP_232319.5	XP_045145760.1
OG0000305	XP_038934120.1	XP_045142484.1
OG0000306	NP_001010970.1, XP_038959278.1, XP_038959277.1, NP_113690.2, NP_001389002.1	XP_004699612.1
OG0000307	XP_038959220.1	XP_045154607.1, XP_045149778.1, XP_030743176.2
OG0000308	NP_001386501.1, XP_063128864.1	XP_004706369.1
OG0000308	NP_877971.2	XP_004717692.1
OG0000309	NP_001099252.1, XP_006246508.1	XP_012859090.1
OG0000310	XP_038964514.1, NP_001406829.1, XP_063142886.1, XP_063142887.1, XP_038964512.2, XP_063142889.1, XP_063142888.1, XP_063142890.1	XP_004702866.1
OG0000311	NP_001397233.1	XP_004708212.1
OG0000312	XP_006230749.1, NP_058756.2	XP_045153123.1
OG0000313	NP_001376207.1, NP_001008814.2	XP_004711516.1
OG0000313	XP_063120156.1, XP_038935640.2, XP_063120320.1, NP_001095145.1	XP_012862389.2
OG0000314	NP_001102411.1, XP_006232252.1	XP_045150916.1, XP_004708649.1
OG0000314	XP_038955593.1, NP_001100434.1	XP_045146715.1, XP_004717828.1
OG0000315	XP_006257510.1, NP_001014087.1, NP_001389164.1, NP_001389163.1, NP_001389165.1, XP_038956571.1	XP_012861971.2, XP_012864082.2
OG0000316	XP_063139978.1, NP_001099815.1	XP_004717647.2
OG0000318	NP_001291463.1	XP_004706583.1, XP_004712992.1
OG0000319	NP_598288.1, XP_038967671.1, NP_001263359.1, NP_001263358.1	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1
OG0000320	XP_006227806.1, NP_001012060.2	XP_045150579.1, XP_004702113.2
OG0000321	XP_006229212.1, NP_075586.1	XP_045148562.1
OG0000321	NP_001414534.1, XP_006234316.1	XP_045154514.1
OG0000322	NP_036650.1	XP_045148732.1, XP_004698816.3
OG0000322	XP_006254270.1, NP_001012054.1	XP_004712675.1
OG0000323	XP_017449153.1, NP_445927.2	XP_004705077.1
OG0000323	NP_113767.1	XP_004696385.1
OG0000324	NP_996728.1	XP_004700256.1, XP_045144074.1
OG0000325	NP_001381978.1, NP_001381979.1, NP_001381976.1, NP_001381977.1	XP_004716238.1, XP_045149401.1
OG0000326	NP_001009679.1	XP_004705625.1, XP_045141816.1
OG0000327	XP_006247415.1, NP_001178754.1	XP_004707505.1
OG0000328	XP_017447329.1, NP_001019953.1	XP_004713324.1, XP_045144518.1
OG0000329	XP_038934285.1, NP_001399529.1, NP_599173.2	XP_045142641.1
OG0000329	NP_001005765.1, XP_063137718.1	XP_004699239.1
OG0000330	XP_006238046.1, NP_036916.1	XP_045150572.1
OG0000331	XP_063143816.1, NP_001128345.1	XP_045143332.1
OG0000331	NP_001030170.1, XP_006256958.1	XP_012861945.2
OG0000332	XP_006236473.1, NP_001102097.1	XP_045144623.1
OG0000333	XP_006243806.1	XP_045153367.1
OG0000334	NP_001119570.1	XP_004716840.1
OG0000335	NP_001101793.1, XP_038944430.1	XP_004701257.1
OG0000336	NP_446384.1	XP_045150973.1, XP_004708679.1
OG0000337	XP_038952280.1, NP_001026812.1	XP_004700030.1, XP_045153994.1
OG0000339	NP_001099931.1	XP_004699228.1
OG0000339	XP_006243761.1, NP_476473.1	XP_045153338.1, XP_045153339.1, XP_004715213.1
OG0000340	NP_150233.1, XP_038967701.1	XP_004698883.1
OG0000340	NP_058789.1, XP_008757330.1	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1
OG0000341	XP_017455480.1, NP_036643.2	XP_045143010.1
OG0000342	XP_001078537.1	XP_004702257.1
OG0000343	NP_445766.2, XP_006247632.1	XP_045155630.1
OG0000344	NP_001000825.1	XP_004712655.3
OG0000345	NP_001007631.1, XP_006229561.1	XP_045141257.1, XP_045141731.1
OG0000347	NP_001099759.1, NP_001385672.1	XP_004716445.2
OG0000347	NP_001099423.2, NP_001264192.1, XP_063128160.1	XP_045154096.1, XP_045154095.1, XP_004699846.1
OG0000348	NP_758828.2	XP_045152137.1
OG0000349	NP_001102965.1, XP_038942769.1	XP_004707315.1
OG0000349	XP_006243979.3, NP_036738.1	XP_004704213.2
OG0000350	NP_001020306.1, XP_003750973.1	XP_030743956.1
OG0000351	NP_001414594.1, XP_063120185.1	XP_004697732.1
OG0000353	XP_038956983.1	XP_045154269.1
OG0000353	XP_063141016.1, XP_038936216.1, XP_038957338.2, XP_063136972.1, XP_063144689.1, XP_038969182.1, XP_017453972.1, XP_038969305.1, XP_063133064.1, NP_067087.1, XP_063126199.1, XP_038938272.1, XP_038956336.1	XP_045143303.1
OG0000354	NP_001406585.1, XP_006252819.1	XP_045139633.1, XP_004716313.1
OG0000355	NP_001094030.1, XP_038944374.1	XP_045140562.1
OG0000356	NP_001014295.1	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1
OG0000357	NP_001388086.1, NP_001388087.1, NP_001388088.1	XP_045146532.1
OG0000359	NP_997711.1	XP_045148754.1, XP_045148755.1, XP_004711769.1
OG0000359	NP_001316825.1, NP_114177.2	XP_004711771.1
OG0000360	XP_006230276.1, NP_036843.2	XP_004706067.1
OG0000360	NP_113879.2, XP_038945477.1	XP_012860898.1
OG0000360	XP_038957158.1, NP_001406686.1	XP_045140728.1
OG0000361	NP_001000672.1, NP_001000562.1, NP_001000319.1, XP_063140343.1, NP_001000563.1, NP_001001376.1, NP_001001375.1, NP_001000675.1, NP_001000674.1	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1
OG0000362	XP_063135758.1	XP_004698461.1, XP_045141295.1, XP_045141296.1
OG0000363	XP_008762180.2, XP_038965829.1, NP_786942.1, NP_075414.2, XP_038966661.1, XP_063117380.1, NP_001128452.2, XP_038965827.1	XP_004699690.1, XP_004699691.1, XP_004699689.3
OG0000364	XP_006255110.1, NP_659559.2	XP_045149720.1, XP_045149721.1, XP_004704908.1
OG0000365	XP_006233306.1, NP_001129351.1	XP_004699626.1
OG0000366	XP_063130741.1, NP_612526.2, NP_001316809.2, XP_038949997.1, XP_063130998.1	XP_004698982.1, XP_004698983.1
OG0000367	NP_110461.1, XP_063126004.1	XP_045155928.1, XP_004709270.1
OG0000368	NP_001012103.1, XP_006238332.1	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1
OG0000369	NP_001000042.1, NP_001000043.1	XP_004697283.1
OG0000370	XP_038944961.1, NP_446423.2, XP_038959830.2	XP_045152628.1
OG0000371	XP_038960406.1, NP_001099951.1	XP_004703983.2
OG0000371	XP_006251545.1, NP_001025196.1	XP_045142300.1
OG0000372	XP_038964101.1	XP_045145855.1
OG0000373	NP_543178.2, XP_038956286.1	XP_004708719.2
OG0000374	XP_006235486.1, NP_001128455.1	XP_004698026.1
OG0000375	NP_001380735.1, XP_006252142.1, NP_445840.2	XP_004714888.1, XP_045149970.1, XP_045149971.1
OG0000376	NP_001099848.1, XP_006256305.1	XP_004696957.1
OG0000379	XP_038959663.1, NP_001263420.1	XP_012863887.1
OG0000381	XP_038965574.2, NP_058962.2	XP_004711643.1
OG0000381	XP_038938221.1, NP_058721.1	XP_012863347.1, XP_012862278.1
OG0000382	XP_006247491.1, NP_112309.2	XP_012861252.1
OG0000383	NP_001000532.1	XP_004697285.1, XP_004696923.1, XP_004697284.1
OG0000384	NP_001000156.1, XP_006229987.1	XP_012864001.1
OG0000384	NP_001000158.1, NP_001001026.1	XP_004717561.1, XP_004717523.1
OG0000385	XP_218239.6	XP_045148245.1
OG0000386	NP_001028887.1, NP_001028888.1, NP_445747.2, XP_038957719.1	XP_045141075.1
OG0000387	NP_001395979.1, XP_008763537.1, NP_001100252.1	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1
OG0000388	XP_006243012.1, NP_001102762.1	XP_004712835.1, XP_045139530.1
OG0000390	NP_446113.1, XP_038962832.1	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1
OG0000391	NP_001101514.2, XP_006240439.1	XP_004699106.1, XP_045143691.1
OG0000392	XP_063122920.1, NP_001004082.3	XP_012861978.1, XP_004710853.1
OG0000392	XP_063117854.1, NP_786937.1	XP_004698853.1
OG0000393	XP_008766190.1	XP_045155285.1
OG0000394	NP_001381000.1, XP_038934982.1	XP_004700440.1
OG0000395	XP_038963154.1, NP_001100045.1	XP_045144881.1
OG0000396	NP_001386572.1, NP_001386571.1, XP_006234731.1	XP_045146974.1
OG0000398	XP_038964998.1	XP_030741390.2, XP_045140650.1, XP_045143896.1
OG0000398	NP_001119520.1	XP_045146779.1, XP_045146992.1, XP_045154118.1, XP_045140475.1
OG0000399	NP_599176.1	XP_004713829.1
OG0000400	NP_001101582.1, XP_006257462.1	XP_004711455.1
OG0000401	NP_001012087.1, XP_038960759.1	XP_012860439.1
OG0000402	XP_063139175.1, NP_036779.2	XP_045153955.1
OG0000402	NP_037251.2, XP_008760137.1	XP_045154872.1
OG0000402	NP_110502.2, XP_063140688.1	XP_004703823.1
OG0000405	NP_058947.1, XP_008771477.1	XP_004716727.1, XP_045152935.1
OG0000407	XP_017452467.1, NP_612557.1	XP_004707097.1
OG0000407	NP_114021.2	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1
OG0000408	NP_001000059.1, NP_001001073.1	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1
OG0000410	NP_001001350.1, NP_001000034.1, NP_001001351.1	XP_004706920.2
OG0000411	NP_001000398.1	XP_004711109.1, XP_004711110.2, XP_004711111.2
OG0000412	NP_036863.1, XP_008769647.1	XP_004716026.1
OG0000413	XP_017444703.1, NP_001101023.1	XP_004705701.1
OG0000414	XP_006233501.1, NP_001128180.1	XP_045148031.1
OG0000415	XP_038949953.1	XP_045154662.1
OG0000415	XP_063117631.1	XP_004699017.2
OG0000415	XP_038954074.1	XP_045149320.1, XP_045143060.1, XP_030740192.1, XP_045149901.1
OG0000416	NP_001381269.1	XP_012863146.1
OG0000417	XP_038952307.1, NP_446252.1	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1
OG0000418	XP_006238257.1, NP_446388.1	XP_004711007.2, XP_045152532.1, XP_045152531.1
