Orthogroup	Rattus_norvegicus	Sus_scrofa
OG0000095	NP_446420.1	NP_999221.1
OG0000095	NP_620181.1	XP_003355856.1
OG0000096	NP_001099418.1	XP_003353495.1
OG0000099	NP_037148.3, XP_006235014.1	XP_020932980.1, NP_001011508.1
OG0000100	NP_112249.2, XP_006239579.1	XP_020953149.1
OG0000100	XP_038945727.1, NP_112299.1	XP_003481037.1
OG0000101	XP_038941022.1	XP_013842975.1
OG0000101	NP_001014041.1, XP_006257281.1	XP_020935324.1, XP_020935323.1
OG0000102	NP_775417.1, XP_003751392.1, NP_001178605.1	XP_003129119.1, NP_001231053.1, XP_013853463.2, XP_020957063.1, XP_003357000.2
OG0000103	NP_001094046.1, XP_038951702.1, NP_001129216.1, NP_001163813.1, XP_006254252.1, NP_001014262.3, XP_063132767.1, NP_001157868.1, NP_612519.1, NP_612556.1, NP_001028869.1, XP_006254250.1, XP_006254245.1, NP_001013075.1	NP_001038035.1, NP_001038034.1
OG0000103	NP_001103370.1, XP_063132700.1	NP_001033715.2, XP_020919727.1
OG0000104	NP_001292190.1, XP_006233486.1, XP_038959792.1, NP_001396037.1	XP_020945969.1
OG0000104	XP_006250671.3	XP_005663763.3, XP_005663765.3
OG0000105	NP_001380791.1, XP_063121754.1	XP_020918329.1, XP_020918323.1, XP_020918326.1, XP_020918310.1, XP_020918316.1, XP_020918321.1, XP_020918318.1, XP_020918325.1, XP_020918332.1, XP_020918335.1, XP_020918299.1, XP_020918313.1, XP_020918319.1, XP_020918336.1, XP_020918322.1, XP_020918308.1, XP_020918320.1, XP_020918324.1, XP_020918330.1, XP_020918301.1, XP_020918309.1, XP_020918333.1, XP_020918302.1, XP_020918312.1, XP_020918300.1, XP_020918327.1, XP_020918314.1, XP_020918304.1, XP_020918305.1, XP_020918331.1, XP_020918303.1, XP_020918311.1, XP_020918334.1, XP_020918307.1, XP_020918315.1
OG0000106	XP_006251278.1	XP_003134933.1
OG0000106	XP_038953516.1	NP_001006592.1
OG0000106	NP_001030329.2	XP_005670706.1, NP_998956.1
OG0000106	XP_038945819.1	XP_005661989.2
OG0000107	NP_001000281.1, XP_063140374.1, NP_001000688.1	XP_020938708.1, XP_020941127.1, XP_020938707.1, XP_003480749.2, XP_020937672.1, XP_020937673.1, XP_020937111.1, XP_020937110.1, XP_020940700.1, XP_020937676.1
OG0000107	NP_001000282.1, NP_001000284.1, NP_001000283.1	XP_020940701.1, XP_020940702.1
OG0000108	XP_038938891.1, NP_476489.1	XP_020930254.1, NP_001230722.1
OG0000109	NP_001000897.1	XP_003122039.1, XP_003122044.1
OG0000110	XP_006246738.1, NP_058885.1	XP_005669254.1
OG0000110	NP_036635.1, XP_006246641.1	XP_013843394.1, NP_001231387.1
OG0000110	NP_071788.2, XP_008766090.1	XP_020921972.1
OG0000111	XP_038953764.1, XP_038953777.1, XP_038953753.1, XP_038952348.1, XP_038952346.2	XP_020937408.1, XP_020937407.1, XP_003359505.2
OG0000113	XP_063136324.1, XP_017446718.1, NP_001395797.1, NP_001388119.1, XP_038955979.1, NP_001316085.1	XP_020935603.1, XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1
OG0000114	NP_001103345.1	XP_001928677.1
OG0000114	NP_149086.1, XP_063122697.1	XP_020931001.1
OG0000114	XP_038940147.1, NP_001103027.1, NP_775411.1	XP_001928787.2, XP_003133674.2
OG0000114	NP_264077.1	XP_020931295.1
OG0000115	XP_017450124.1	XP_020946634.1, NP_001153898.1
OG0000115	XP_038942837.1, NP_077064.1	NP_001138692.1
OG0000115	XP_063125885.1	XP_020932893.1
OG0000115	NP_001400967.1, NP_001400966.1	NP_001153899.1
OG0000116	NP_112263.1, NP_001380701.1	NP_001072141.1
OG0000116	NP_001102000.1, XP_017457176.2	NP_001072142.1
OG0000117	NP_001000119.1, NP_001000692.1, NP_001000118.1, NP_001000120.1, NP_001000689.1	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2
OG0000118	NP_001300749.1, XP_006257769.1	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1
OG0000119	NP_001032362.1, NP_071792.1, NP_001032363.1, XP_017448364.1, NP_001032364.1	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1
OG0000120	NP_001386724.1	XP_003124331.1
OG0000121	XP_006253089.1, NP_001100779.1	XP_020933838.1, XP_020933335.1
OG0000122	XP_006228852.1, NP_076454.1	XP_020952890.1
OG0000122	XP_063126240.1, XP_063141587.1, NP_058704.1, XP_063144654.1	XP_020946773.1, NP_001193288.1
OG0000123	XP_003750902.1	XP_020923328.1, XP_020923329.1, XP_020923330.1
OG0000124	XP_006257023.1, NP_036793.2	XP_020936177.1, XP_020936616.1
OG0000124	XP_006232343.1, NP_001041350.1	XP_020936608.1, XP_020935144.1, NP_001231049.1
OG0000125	XP_063125646.1, NP_001382688.1	XP_003131481.2
OG0000125	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2
OG0000126	XP_063121264.1, NP_001136416.1	XP_020919596.1
OG0000127	XP_006233373.1, NP_001014065.1	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1
OG0000128	NP_705886.1, XP_006254003.1	XP_020954076.1
OG0000128	NP_598238.2	XP_020953970.1, NP_999509.1
OG0000128	NP_001100823.1, XP_038951630.1	XP_020954079.1
OG0000128	XP_008769880.1, NP_001258143.1	XP_020954067.1
OG0000129	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2	XP_003128840.1, NP_999554.2
OG0000130	NP_001001027.1, NP_001001272.1, NP_001001285.1	XP_003129579.1, XP_020918036.1
OG0000130	NP_001000153.1, NP_001001273.1	XP_020918025.1
OG0000131	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1	XP_020917979.1, XP_020958303.1, XP_020917980.1
OG0000132	NP_077051.1, XP_038965791.1	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1
OG0000133	NP_001008339.2, XP_038947738.1	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1
OG0000134	XP_006237389.1	XP_020948074.1
OG0000135	XP_008761712.1, NP_695222.2	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1
OG0000136	NP_001019512.1, XP_006237901.1	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1
OG0000138	NP_001000133.1, XP_063125346.1, NP_001001279.1	XP_003129604.2
OG0000139	NP_001007670.1, XP_006246451.1	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1
OG0000141	NP_001000003.1, NP_001001096.1, NP_001001095.1, NP_001000002.1, NP_001001091.1, NP_001001092.1, XP_038942457.1, NP_001001093.1, NP_001000788.1, NP_001000001.1, NP_001001090.1, NP_001000524.1, NP_001001089.1, NP_001000000.1	XP_020939077.1
OG0000142	NP_001014036.1, XP_006255172.1	XP_020949561.1, XP_020949564.1, XP_020949562.1
OG0000144	NP_001019484.2, XP_063140456.1	XP_005672777.1
OG0000145	XP_038936909.1, NP_852051.2	NP_001090907.1, XP_013838963.2
OG0000146	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1	XP_013852064.1
OG0000147	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1
OG0000149	XP_017444264.1	XP_020948935.1
OG0000149	NP_036637.1	NP_001165012.1
OG0000149	NP_036636.1	NP_999414.1, XP_020944376.1
OG0000151	XP_003750921.1	XP_020923069.1
OG0000151	NP_001013992.1, XP_006247060.1	XP_020923070.1
OG0000152	NP_001395804.1	XP_020946455.1
OG0000152	NP_001395841.1	XP_005663482.1
OG0000153	NP_001000702.1	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1
OG0000153	NP_001001369.1	XP_020947414.1, XP_020937460.1
OG0000153	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1	XP_003355491.2, XP_020937459.1, XP_013843743.1
OG0000157	XP_063139179.1, NP_036792.2	XP_020933437.1
OG0000157	NP_787032.1, XP_038936676.1, XP_038956056.1	NP_001090887.1, XP_005654459.1
OG0000158	NP_001263406.1	XP_003480386.1
OG0000158	XP_038938816.2, XP_063136503.1	XP_013848343.2
OG0000159	NP_001001352.2, XP_038944666.1, XP_063126739.1, NP_001000530.1	XP_020924542.1, XP_003132771.2
OG0000160	NP_001182400.1	XP_003122846.1
OG0000160	NP_037007.1	XP_005662165.1
OG0000161	NP_543159.1, NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1	XP_003125054.1
OG0000162	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1, NP_001009486.1, XP_038963942.1	NP_999503.1, XP_020946832.1
OG0000163	NP_446188.2, XP_063120843.1	XP_003129860.4
OG0000163	NP_036894.3, XP_063121014.1	NP_999327.1
OG0000164	NP_001257492.1	XP_020944849.1
OG0000164	XP_006237786.1, XP_063132019.1, XP_063132020.1	XP_001927356.3
OG0000165	XP_017456046.1, NP_001100828.1	XP_020919856.1
OG0000166	XP_017452097.1, NP_001102556.1	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1
OG0000167	NP_001020057.1, XP_008757972.1	XP_020942175.1, XP_005662147.1, XP_020942174.1
OG0000168	XP_038964549.1	XP_003358038.1
OG0000168	NP_001071060.1	XP_020922347.1
OG0000168	XP_038962002.1, XP_038962626.1, XP_038962709.1, XP_038953298.1, XP_038956429.1	XP_005668697.1
OG0000170	NP_612522.2, XP_063133615.1	NP_001095943.1
OG0000170	XP_008757898.1, NP_059034.1	XP_005661167.1
OG0000171	NP_113897.2, NP_001395785.1, XP_038956745.1	NP_999528.1
OG0000172	NP_001388944.1	XP_001927312.2
OG0000172	XP_006227916.1, NP_001100929.1	XP_020942296.1
OG0000172	XP_006235863.3, NP_067693.1	XP_020933305.1
OG0000173	XP_038954280.1, NP_001128167.1	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1
OG0000174	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1
OG0000175	NP_001101223.1, XP_017447211.1	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1
OG0000176	NP_599157.2	XP_020938662.1
OG0000176	NP_001009648.1, XP_063143048.1, NP_001399482.1	XP_013849756.2
OG0000177	NP_775432.3, XP_006230492.1	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1
OG0000179	NP_036919.1, XP_038957457.1	XP_020950070.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	NP_999578.1, XP_020950071.1
OG0000180	XP_001068161.4, XP_038945816.1	NP_001123444.1
OG0000181	NP_001001083.1, XP_017451673.2, XP_038938797.1, NP_001000441.1, NP_001000814.1, NP_001000443.1, NP_001000442.1, NP_001000964.1, NP_001000446.1, NP_001000595.2, XP_017451023.1, NP_001000440.1, NP_001000444.1, NP_001001084.1, NP_001000965.1, XP_063122022.1	XP_005667531.1, XP_013834976.2, XP_020958355.1
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	NP_001245337.1, XP_020956363.1
OG0000183	NP_001258141.1	XP_003122874.3
OG0000184	NP_001012489.2, XP_063121645.1	NP_001182302.1, XP_005669952.1
OG0000185	NP_599213.2, XP_063135839.1	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1
OG0000187	NP_001000520.1, NP_001001121.1, NP_001000752.1, NP_001000750.1, XP_006245607.1, NP_001000751.1, NP_001000953.1, NP_001000484.1	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	XP_020918037.1, NP_001138313.1
OG0000188	NP_001019976.1, NP_742090.1	NP_999612.1
OG0000189	NP_001100890.1, XP_038953657.1, XP_063142750.1, NP_001395775.1	NP_001231025.1, XP_013841909.1
OG0000190	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1
OG0000191	NP_001099862.1, XP_017457112.1	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1
OG0000192	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1	XP_003126541.1
OG0000193	NP_997494.1	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1
OG0000194	XP_006243287.1, NP_001099682.1	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1
OG0000195	XP_228930.1, NP_001399088.1, NP_647543.2	NP_001172084.1
OG0000196	NP_001000290.1	XP_020940703.1
OG0000196	NP_001000291.1	XP_003122828.1, XP_020937798.1, XP_020940706.1
OG0000196	NP_001000293.1	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	XP_005667658.1
OG0000199	XP_008769458.1	XP_020954615.1, XP_020954613.1, XP_003128519.1, XP_020954612.1, XP_020955707.1, XP_003356709.1, XP_020955706.1, XP_020954614.1, XP_013852515.2
OG0000199	XP_006228097.1, NP_899161.1	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1
OG0000200	NP_598308.1	NP_001121946.1, XP_020945972.1
OG0000201	XP_017453271.1, XP_038943704.1	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1
OG0000202	XP_056840884.2, XP_008769420.1	XP_013844751.1
OG0000203	XP_063140150.1	XP_020930495.1
OG0000204	NP_001163906.1, XP_006229922.1	XP_013854732.1
OG0000205	NP_001011917.1, XP_006252160.1	XP_003131019.2
OG0000206	NP_001386424.1, XP_006251781.1	XP_020927112.1, XP_013836879.1, XP_005669368.1, XP_005669367.1, XP_005669369.1, XP_003132124.1, XP_020927111.1
OG0000207	NP_037093.2, XP_038938964.1	XP_020930244.1, NP_001177173.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1
OG0000209	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1	XP_005664701.1, NP_001032227.1
OG0000210	XP_063130336.1, NP_001389030.1, XP_038956899.1	XP_005661152.2, XP_013849956.1, NP_001038017.1
OG0000211	NP_059039.2	XP_013854702.1
OG0000211	NP_001094355.2, XP_006235464.1	NP_001231401.1
OG0000212	NP_001000781.1	XP_020940723.1
OG0000213	XP_038964534.1, XP_006250863.1, NP_058797.1	XP_020934178.1, XP_020951645.1, XP_020951644.1
OG0000214	NP_001014258.2, XP_038950641.1	XP_020939168.1
OG0000214	NP_445810.2	XP_020952252.1
OG0000215	NP_001381323.1	XP_020922089.1
OG0000216	XP_008763678.1	NP_001231395.1
OG0000217	XP_006257357.1, NP_001007715.1	XP_003360450.1, XP_005657955.1, XP_003135315.1
OG0000218	NP_001395820.1	XP_005673683.1
OG0000219	XP_038957062.1, XP_038949983.1, XP_063136879.1, XP_038943755.1, NP_036971.1	NP_001123442.1
OG0000220	NP_001000244.1	XP_003122737.2
OG0000220	NP_001000246.1	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2
OG0000221	NP_001000635.1	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2
OG0000222	NP_001012167.1, XP_006228640.1	NP_001231429.1, XP_020949042.1
OG0000223	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1	XP_020938564.1, XP_020938566.1
OG0000224	XP_038946819.1, NP_001041367.1, XP_063138976.1	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1
OG0000225	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1
OG0000226	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1
OG0000227	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1	NP_999536.1, XP_005673006.1
OG0000228	NP_476446.2, NP_001034780.1, NP_958827.1, NP_001034638.1, NP_958826.1, NP_036815.1, NP_787040.2, NP_958828.1, NP_569091.2	XP_013840056.1, NP_001265679.1
OG0000229	XP_038961745.1, NP_446026.1, NP_075234.1, XP_038961931.1	NP_999021.2, XP_020937780.1
OG0000230	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1	NP_001116598.1, XP_020941208.1
OG0000230	XP_006238982.1, NP_058818.1	NP_001116597.1
OG0000231	XP_038952349.1	XP_003482189.1, XP_020955452.1
OG0000232	NP_001414571.1, XP_017452276.1	XP_020931403.1
OG0000232	XP_038955963.1	XP_020936292.1
OG0000234	NP_001395664.1, XP_038957053.1, NP_001395702.1	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4
OG0000236	NP_445821.2, XP_038953085.1	XP_020949090.1
OG0000238	NP_001000497.1	XP_020948781.1
OG0000238	NP_001000707.1	XP_020946891.1
OG0000240	NP_001000448.1, NP_001000450.1, XP_063121147.1, NP_001000454.1, NP_001000449.1	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1
OG0000241	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1
OG0000242	XP_038962024.1	XP_020951136.1
OG0000243	NP_001178491.1	XP_020930076.1
OG0000244	NP_001102457.1	XP_020939836.1
OG0000244	NP_001163049.1, XP_006253733.1	NP_001072150.1, XP_020927869.1
OG0000246	XP_038951330.1, NP_001295194.1	XP_020919855.1
OG0000247	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1	XP_020956774.1
OG0000248	NP_446054.1, XP_017453575.2	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1
OG0000249	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1	NP_001193367.1
