Orthogroup	Rattus_norvegicus	Canis_lupus_familiaris
OG0000125	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2	XP_038402032.1, NP_001333023.1, NP_001333024.1
OG0000125	NP_001008758.1	XP_038402033.1
OG0000127	XP_006233373.1, NP_001014065.1	XP_038437879.1, XP_038437881.1, XP_038437890.1, XP_038437877.1, XP_038437884.1, XP_038437888.1, XP_038437883.1, XP_038437891.1, XP_038437892.1, XP_038437887.1, XP_038437882.1, XP_038437893.1, XP_038437880.1, XP_038437885.1, XP_038437878.1, XP_038437889.1, XP_038437886.1
OG0000128	NP_705886.1, XP_006254003.1	XP_038440255.1
OG0000128	NP_598238.2	XP_038440239.1
OG0000128	NP_001100823.1, XP_038951630.1	XP_038440246.1
OG0000128	XP_008769880.1, NP_001258143.1	XP_038440245.1
OG0000129	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2	NP_001301024.1
OG0000130	NP_001001027.1, NP_001001272.1	XP_038424091.1
OG0000130	NP_001001285.1	NP_001375626.1
OG0000130	NP_001000153.1, NP_001001273.1	XP_038424092.1
OG0000131	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1
OG0000132	NP_077051.1, XP_038965791.1	XP_038382133.1, XP_038382135.1, XP_038382134.1
OG0000133	NP_001008339.2, XP_038947738.1	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1
OG0000134	XP_006237389.1	XP_038432511.1
OG0000135	XP_008761712.1, NP_695222.2	XP_038435217.1
OG0000136	NP_001019512.1, XP_006237901.1	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1
OG0000137	NP_001000847.1	NP_001375442.1
OG0000137	NP_001000845.1	NP_001375785.1
OG0000137	NP_001102817.1	NP_001375491.1
OG0000138	NP_001001284.1	NP_001375932.1
OG0000139	NP_001007670.1, XP_006246451.1	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1
OG0000142	NP_001014036.1, XP_006255172.1	XP_038386907.1
OG0000143	NP_599185.1	XP_038427721.1
OG0000144	NP_001019484.2, XP_063140456.1	XP_038427434.1
OG0000145	XP_038936909.1, NP_852051.2	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1
OG0000146	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1
OG0000147	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1	NP_001243464.1, NP_001002945.2
OG0000148	XP_006251909.1, NP_001001003.1, NP_001000840.1, XP_017455257.1, XP_017455255.1, NP_001000839.1, NP_001000521.1, XP_063130469.1, XP_008768847.1, NP_001000097.1	NP_001375983.1
OG0000149	XP_017444264.1	XP_038384701.1
OG0000149	NP_036637.1	XP_038442297.1
OG0000149	NP_036636.1	NP_001376153.1
OG0000149	XP_017454251.1, NP_001257959.1, NP_074039.1	XP_038442287.1
OG0000150	NP_001037723.1, NP_001093947.1, XP_038954018.1, XP_038953911.1, NP_001177309.1, XP_008758816.2, NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1, XP_038954070.1	XP_038394660.1
OG0000151	XP_003750921.1	XP_038404025.1, XP_038404026.1
OG0000151	XP_220775.3, XP_063126200.1	XP_038402080.1
OG0000152	NP_001395841.1	XP_038418349.1
OG0000153	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1
OG0000157	XP_063139179.1, NP_036792.2	XP_038428800.1, XP_038428799.1
OG0000157	NP_787032.1, XP_038936676.1, XP_038956056.1	XP_038413304.1, NP_001184045.1, XP_038394106.1
OG0000158	NP_446049.1, XP_038940257.1	XP_038442421.1
OG0000158	XP_063136503.1	XP_038445525.1
OG0000159	NP_001001352.2, XP_038944666.1, XP_063126739.1, NP_001000530.1	NP_001375698.1
OG0000159	NP_001001100.1, NP_001001103.1, NP_001001102.1, NP_001001101.1, NP_001001099.1, NP_001001104.1, NP_001000496.1	XP_038438398.1, NP_001375903.1
OG0000160	XP_038955201.1	XP_038391444.1, XP_038444118.1, XP_038432037.1
OG0000160	NP_001182400.1	XP_038414942.1
OG0000161	NP_543159.1, NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1	XP_038417674.1
OG0000162	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1, NP_001009486.1, XP_038963942.1	NP_001002986.1
OG0000163	NP_569106.1	NP_001070704.1
OG0000163	XP_063143077.1, NP_036894.3, XP_063121014.1	NP_001003125.1
OG0000164	NP_001257492.1, XP_006237786.1, XP_063132019.1, XP_063132020.1, NP_072115.1	XP_038435479.1
OG0000164	XP_038945796.1	XP_038383207.1
OG0000164	NP_001257490.1	XP_038435481.1
OG0000165	XP_017456046.1, NP_001100828.1	XP_038385822.1
OG0000166	XP_017452097.1, NP_001102556.1	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1
OG0000167	NP_001020057.1, XP_008757972.1	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1
OG0000168	XP_038962709.1	XP_038414635.1
OG0000168	XP_038953298.1	XP_038437167.1
OG0000168	XP_038956429.1	XP_038427261.1
OG0000170	NP_612522.2, XP_063133615.1	NP_001300719.1
OG0000171	NP_113897.2, NP_001395785.1, XP_038956745.1	XP_038381974.1
OG0000172	NP_001388944.1	XP_038435243.1
OG0000172	XP_006227916.1, NP_001100929.1	XP_038382293.1
OG0000172	XP_006235863.3, NP_067693.1	XP_038428877.1
OG0000173	XP_038954280.1, NP_001128167.1	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1
OG0000175	NP_001101223.1, XP_017447211.1	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1
OG0000176	XP_038935811.1, NP_001119750.1	XP_038419102.1
OG0000176	NP_001009648.1, XP_063143048.1, NP_001399482.1	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1
OG0000177	NP_775432.3, XP_006230492.1	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_038439600.1
OG0000179	NP_036919.1, XP_038957457.1	XP_038381597.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	NP_001006653.1
OG0000180	XP_001068161.4, XP_038945816.1	NP_001124304.1
OG0000181	NP_001001083.1, XP_017451673.2, XP_038938797.1, NP_001000441.1, NP_001000814.1, NP_001000443.1, NP_001000442.1, NP_001000964.1, NP_001000446.1, NP_001000595.2, XP_017451023.1, NP_001000440.1, NP_001000444.1, NP_001001084.1, NP_001000965.1, XP_063122022.1	XP_038391748.1
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1
OG0000183	NP_001258141.1	XP_038419339.1
OG0000184	NP_001012489.2, XP_063121645.1	XP_038427004.1
OG0000185	NP_599213.2, XP_063135839.1	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1
OG0000187	NP_001000520.1, NP_001001121.1, NP_001000752.1, NP_001000750.1, XP_006245607.1, NP_001000751.1, NP_001000953.1, NP_001000484.1	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	XP_038424774.1, NP_001257813.1, NP_001257812.1
OG0000188	NP_001019976.1, NP_742090.1	XP_038424775.1
OG0000189	NP_001389495.1	XP_038424858.1
OG0000189	NP_001020834.1, XP_006257742.1	XP_038444357.1
OG0000189	NP_001100890.1, XP_038953657.1, XP_063142750.1, NP_001395775.1	XP_038401086.1
OG0000190	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1
OG0000191	NP_001099862.1, XP_017457112.1	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1
OG0000192	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1	XP_038432680.1
OG0000193	NP_997494.1	XP_038443868.1, XP_038443869.1
OG0000194	XP_006243287.1, NP_001099682.1	XP_038444455.1
OG0000195	XP_228930.1, NP_001399088.1, NP_647543.2	NP_001003387.1
OG0000196	NP_001000290.1	NP_001375813.1
OG0000196	NP_001000291.1	NP_001375534.1
OG0000196	NP_001000293.1	NP_001375535.1, XP_038418391.1
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	XP_038382078.1, XP_038412748.1
OG0000199	XP_006228097.1, NP_899161.1	XP_038383776.1, XP_038383775.1
OG0000200	NP_001102039.2	XP_038397378.1
OG0000201	XP_017453271.1, XP_038943704.1	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000202	XP_008769420.1	XP_038415073.1
OG0000203	XP_063140150.1	XP_038421044.1
OG0000204	NP_001163906.1, XP_006229922.1	XP_038424728.1
OG0000205	NP_001011917.1, XP_006252160.1	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	NP_001386424.1, XP_006251781.1	XP_038426109.1, XP_038426112.1, XP_038426110.1, XP_038426111.1
OG0000207	NP_037093.2, XP_038938964.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	XP_038442518.1
OG0000210	XP_063130336.1, NP_001389030.1, XP_038956899.1	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	XP_038940065.1, NP_059039.2	XP_038399656.1, XP_038399655.1
OG0000211	NP_001094355.2, XP_006235464.1	NP_001239095.1
OG0000213	XP_038964534.1, XP_006250863.1, NP_058797.1	XP_038387999.1
OG0000214	NP_001014258.2, XP_038950641.1	XP_038422738.1
OG0000214	NP_445810.2, XP_006238594.1	XP_038393379.1
OG0000215	NP_001381323.1	XP_038402225.1
OG0000216	NP_001019542.1, XP_008763678.1	XP_038411153.1
OG0000217	XP_006257357.1, NP_001007715.1	XP_038443897.1, XP_038443898.1
OG0000218	NP_001395820.1	XP_038445419.1, XP_038445414.1, XP_038445022.1
OG0000219	XP_038957062.1, XP_038949983.1, XP_063136879.1, XP_038943755.1, NP_036971.1	NP_001183974.1
OG0000220	NP_001000244.1	NP_001375506.1
OG0000220	NP_001000762.1, NP_001000245.1	NP_001375507.1
OG0000220	NP_001000246.1	XP_038419095.1
OG0000221	NP_001000635.1	XP_038418398.1, NP_001375959.1
OG0000222	NP_001012167.1, XP_006228640.1	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1
OG0000223	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1	XP_038420126.1
OG0000224	XP_038946819.1, NP_001041367.1, XP_063138976.1	XP_038441884.1
OG0000225	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1
OG0000226	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1
OG0000228	NP_476446.2, NP_001034780.1	NP_001003078.1
OG0000229	XP_038961745.1, NP_446026.1, NP_075234.1, XP_038961931.1	NP_001003190.1
OG0000230	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1	XP_038416695.1
OG0000230	XP_006238982.1, NP_058818.1	XP_038387109.1
OG0000231	XP_038952349.1	XP_038439910.1
OG0000232	NP_001414571.1, XP_017452276.1	XP_038420725.1
OG0000232	XP_038955963.1	XP_038443475.1
OG0000235	NP_036980.1	XP_038426195.1, NP_001003080.1, NP_001180585.1
OG0000236	NP_445821.2, XP_038953085.1	NP_001003268.1
OG0000237	NP_071951.1	XP_038420950.1
OG0000237	XP_063122507.1	XP_038391466.1
OG0000237	XP_038953248.1	XP_038397714.1
OG0000237	NP_001395626.1	XP_038392208.1, XP_038409046.1
OG0000237	XP_038947130.1	XP_038386505.1
OG0000238	NP_001000707.1	NP_001375748.1
OG0000240	NP_001000448.1, NP_001000450.1, XP_063121147.1, NP_001000454.1, NP_001000449.1	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1
OG0000241	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000243	NP_001341109.1, NP_001178491.1	XP_038383021.1
OG0000244	NP_001102457.1	XP_038423813.1, XP_038423814.1
OG0000244	NP_001163049.1, XP_006253733.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000245	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1	XP_038383908.1
OG0000246	XP_038951330.1, NP_001295194.1	XP_038385817.1
OG0000247	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1	XP_038389379.1
OG0000248	NP_446054.1, XP_017453575.2	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1	XP_038415282.1
OG0000249	NP_775150.1	XP_038415283.1
OG0000250	XP_038956061.1	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1
OG0000251	NP_001020318.1, XP_008759157.1	XP_038439794.1
OG0000252	NP_476540.2, XP_038960063.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	NP_001177304.1, XP_038953905.1, NP_113753.2, XP_006255234.2, NP_058700.1, XP_063134931.1, NP_579829.3, XP_038953488.1, NP_001013911.1	NP_001003085.1
OG0000255	XP_038936518.1	XP_038441028.1
OG0000256	NP_001005382.2, XP_017444409.1, XP_038942515.1, NP_001382054.1, XP_038956841.1, NP_001128645.1, NP_036809.1, NP_786935.1, NP_001258244.1, NP_036725.2, NP_001013085.2, NP_113711.1	NP_001003262.1, XP_038383983.1, XP_038383984.1
OG0000256	XP_063136770.1, XP_063136769.1	NP_001003284.1
OG0000257	NP_001000200.1, NP_001000552.2, NP_001001372.1	NP_001375666.1
OG0000257	NP_001000204.1, NP_001000208.1	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1
OG0000257	NP_001000201.1	NP_001376029.1
OG0000258	NP_001103569.1, NP_036775.2, XP_063141631.1	NP_001184028.1
OG0000259	NP_001000306.1	NP_001375915.1
OG0000260	NP_001396394.1, XP_006234555.1, NP_001000656.1	NP_001375547.1
OG0000261	XP_038962001.1	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1
OG0000262	NP_001000151.1, NP_001000951.1, NP_001000154.1	XP_038425286.1, XP_038425287.1, NP_001375625.1, NP_001375765.1, NP_001375762.1, NP_001376052.1
OG0000263	NP_001102542.1, XP_008767890.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2	XP_038401566.1
OG0000265	XP_006244591.1, NP_001101673.1	XP_038410084.1
OG0000266	NP_598261.2, XP_017446088.1	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_006248718.1, NP_001177270.1	XP_038431764.1
OG0000268	XP_038944548.1	XP_038437056.1
OG0000270	NP_001101057.1, XP_006257688.1	XP_038444399.1
OG0000272	NP_001099292.1	NP_001003297.1, NP_001010960.1, NP_001003966.1, NP_001005255.1
OG0000273	XP_063127926.1	XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1
OG0000274	NP_037157.2	NP_001005251.2
OG0000274	NP_446310.2	NP_001005250.1
OG0000275	NP_001007601.1	NP_001238971.1
OG0000276	NP_001000041.1	XP_038412291.1, NP_001375471.1
OG0000277	NP_001000576.1, NP_001000577.1, NP_001000575.1	NP_001375575.1
OG0000278	XP_017456389.1, NP_001007629.1	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1
OG0000279	NP_001032864.1, XP_006248997.1	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1
OG0000280	NP_001119561.1	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1
OG0000281	NP_001102144.1, NP_001406419.1	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1
OG0000282	XP_063127676.1	XP_038431256.1, XP_038431255.1
OG0000286	NP_001000185.1	NP_001375652.1, NP_001375653.1
OG0000287	NP_001000089.1	NP_001375697.1
OG0000287	NP_001395666.1, NP_001000094.1	NP_001375481.1
OG0000288	NP_001000338.1	NP_001376018.1
OG0000288	NP_001000630.1, NP_001001058.1	NP_001376023.1
OG0000288	NP_001000641.1	XP_038418397.1
OG0000288	NP_001001059.1	XP_038420411.1
OG0000289	NP_001020226.1, XP_038937875.1	XP_038392012.1
OG0000290	NP_112631.1, XP_006252082.1	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1
OG0000291	XP_038943365.1	XP_038402692.1
OG0000291	XP_038943368.1	XP_038402679.1
OG0000291	XP_006247716.1	XP_038402681.1
OG0000292	NP_001388493.1, NP_001388494.1, NP_001388495.1, NP_001388490.1, NP_001388508.1, NP_001388509.1, NP_001388496.1, NP_001388497.1, NP_001388489.1, NP_001388491.1, NP_001388492.1, XP_063129155.1	XP_038411866.1
OG0000293	XP_063120038.1	XP_038418902.1
OG0000294	NP_001386588.1	XP_038426642.1
OG0000295	NP_001033063.1, XP_006235588.1	XP_038428298.1
OG0000295	NP_001100100.1, XP_006237781.1	XP_038435485.1
OG0000296	XP_006245610.1, NP_742036.2	XP_038430362.1
OG0000297	NP_001025079.1, NP_062134.1, NP_001032518.1	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1
OG0000298	NP_001028844.1	NP_001003072.1
OG0000299	XP_063127236.1, NP_001099394.1	XP_038390795.1, XP_038390794.1
OG0000300	XP_006234554.1, NP_001000333.1, XP_063139725.1, NP_001000512.1	XP_038420408.1, NP_001375546.1, NP_001243388.1
OG0000301	NP_001001270.1	NP_001376050.1, NP_001375960.1
OG0000301	NP_001000747.1	NP_001375772.1
OG0000302	NP_001000666.1, NP_001001051.1, NP_001000665.1, NP_001000324.1, NP_001000668.1, NP_001006596.1, XP_017447456.1, NP_001000330.1	NP_001376056.1, XP_038419187.1, NP_001376055.1
OG0000304	XP_232319.5	XP_038385854.1
OG0000305	XP_063142922.1	XP_038427525.1
OG0000306	NP_001010970.1, XP_038959278.1, XP_038959277.1, NP_113690.2, NP_001389002.1	XP_038397108.1
OG0000307	XP_038959220.1	XP_038411021.1, XP_038399910.1, XP_038406429.1
