Orthogroup	Rattus_norvegicus	Myotis_lucifugus
OG0000177	NP_775432.3, XP_006230492.1	XP_023605077.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_023606331.1, XP_014307712.1, XP_014307710.1
OG0000179	NP_036919.1, XP_038957457.1	XP_006102694.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	XP_014323474.1
OG0000180	XP_001068161.4, XP_038945816.1	XP_014322759.1
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	XP_023616097.1, XP_006096564.1, XP_023616096.1, XP_006096563.1, XP_014304507.1, XP_023607362.1
OG0000183	NP_001258141.1	XP_006092049.1
OG0000184	NP_001012489.2, XP_063121645.1	XP_023605358.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	XP_006094601.1, XP_006094602.1
OG0000188	NP_001019976.1, NP_742090.1	XP_006094603.1
OG0000189	NP_001020834.1, XP_006257742.1, NP_001100890.1, XP_038953657.1, XP_063142750.1, NP_001395775.1	XP_006082100.1
OG0000191	NP_001099862.1, XP_017457112.1	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1
OG0000193	NP_997494.1	XP_023606229.1
OG0000195	XP_228930.1, NP_001399088.1, NP_647543.2	XP_014303636.1
OG0000196	NP_001000290.1	XP_006092113.1
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	XP_006085012.1
OG0000199	XP_008769458.1	XP_006081640.1
OG0000200	NP_001102039.2	XP_006108946.1, XP_006093214.1
OG0000203	XP_063140150.1	XP_023608201.1
OG0000204	XP_006229922.1	XP_023614516.1
OG0000205	NP_001011917.1, XP_006252160.1	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1
OG0000206	NP_001386424.1, XP_006251781.1	XP_023608679.1
OG0000207	NP_037093.2, XP_038938964.1	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	XP_006082277.1
OG0000209	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1	XP_014304126.1, XP_006108464.1, XP_006109090.3
OG0000210	XP_063130336.1, NP_001389030.1, XP_038956899.1	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1
OG0000211	NP_001094355.2, XP_006235464.1	XP_023610226.1
OG0000213	XP_038964534.1, XP_006250863.1, NP_058797.1	XP_014304133.1
OG0000214	NP_001014258.2, XP_038950641.1	XP_023619763.1
OG0000214	NP_445810.2	XP_023608571.1
OG0000215	NP_001381323.1	XP_014305463.1
OG0000216	NP_001019542.1, XP_008763678.1	XP_006101919.1
OG0000217	XP_006257357.1, NP_001007715.1	XP_006082351.1, XP_023614600.1, XP_014315334.1
OG0000219	XP_038957062.1, XP_038949983.1, XP_063136879.1, XP_038943755.1, NP_036971.1	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1
OG0000220	NP_001000244.1	XP_006091888.1, XP_014313954.1
OG0000222	NP_001012167.1, XP_006228640.1	XP_006096788.1
OG0000223	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1	XP_006106940.1, XP_023604562.1
OG0000224	XP_038946819.1, NP_001041367.1, XP_063138976.1	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1
OG0000225	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1
OG0000226	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1
OG0000227	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1	XP_006091479.1, XP_023612020.1, XP_006091480.1
OG0000228	NP_036815.1	XP_006082737.1
OG0000228	NP_787040.2, NP_958828.1, NP_569091.2	XP_023618420.1, XP_023618427.1
OG0000230	XP_006238982.1, NP_058818.1	XP_023614298.1
OG0000232	NP_001414571.1, XP_017452276.1	XP_023607072.1
OG0000232	XP_038955963.1	XP_023619478.1
OG0000233	NP_001128487.1, NP_001385852.1	XP_006092839.1
OG0000234	NP_001395664.1, XP_038957053.1, NP_001395702.1	XP_023604078.1, XP_023602097.1, XP_006105331.1
OG0000236	NP_445821.2, XP_038953085.1	XP_006087167.1
OG0000237	NP_071951.1, XP_063122507.1, XP_038953248.1, XP_038940502.1, NP_001395626.1, XP_038945794.1, XP_038949984.1, XP_038947130.1, XP_038964531.1, XP_038964530.1, XP_063142892.1, XP_038967475.1, XP_038966993.1, XP_038953342.2	XP_006107980.1, XP_014305431.1, XP_014305433.1
OG0000238	NP_001000707.1	XP_006093762.1
OG0000241	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1	XP_014313960.1
OG0000242	XP_063117357.1	XP_023604760.1
OG0000244	NP_001102457.1	XP_023620417.1
OG0000244	NP_001163049.1, XP_006253733.1	XP_023600059.1
OG0000245	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1
OG0000246	XP_038951330.1, NP_001295194.1	XP_023607966.1
OG0000247	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1	XP_006088559.1
OG0000248	NP_446054.1, XP_017453575.2	XP_006096013.1, XP_006096014.1
OG0000249	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1	XP_006094796.1, XP_006094795.1
OG0000249	NP_775150.1	XP_006094794.1
OG0000250	XP_038956061.1	XP_006085373.1, XP_014312864.1
OG0000251	NP_001020318.1, XP_008759157.1	XP_014311454.1, XP_023609669.1
OG0000252	NP_476540.2, XP_038960063.1	XP_014323427.1
OG0000254	NP_001177304.1, XP_038953905.1, NP_113753.2, XP_006255234.2, NP_058700.1, XP_063134931.1, NP_579829.3, XP_038953488.1, NP_001013911.1	XP_014302875.1, XP_006105262.1
OG0000257	NP_001000200.1, NP_001000552.2, NP_001001372.1	XP_006089738.1
OG0000257	NP_001000204.1, NP_001000208.1	XP_006089760.1, XP_006107835.1
OG0000258	NP_001103569.1, NP_036775.2, XP_063141631.1	XP_023620470.1
OG0000259	NP_001000306.1	XP_006091986.1
OG0000260	NP_001396394.1, XP_006234555.1, NP_001000656.1	XP_006091992.1
OG0000262	NP_001000151.1, NP_001000951.1, NP_001000154.1	XP_006094674.1, XP_006094679.1, XP_006094687.1
OG0000263	NP_001102542.1, XP_008767890.1	XP_023609691.1
OG0000264	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2	XP_014306126.2
OG0000265	XP_006244591.1, NP_001101673.1	XP_014321480.1
OG0000266	NP_598261.2, XP_017446088.1	XP_006096378.2
OG0000268	XP_038944548.1	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1
OG0000270	NP_001101057.1, XP_006257688.1	XP_023608747.1, XP_023608746.1
OG0000272	NP_062078.1	XP_006102116.1
OG0000272	NP_001099292.1	XP_006102115.1, XP_006102124.1, XP_006102118.1
OG0000273	XP_063127926.1	XP_023617704.1, XP_006081115.1, XP_006081114.1
OG0000274	NP_037157.2	XP_006101970.1
OG0000274	NP_446310.2	XP_006101969.1, XP_014301789.1
OG0000275	NP_001007601.1	XP_006082927.1, XP_023619985.1
OG0000275	NP_001103082.1	XP_014323369.1, XP_023599658.1, XP_014323370.1
OG0000278	XP_017456389.1, NP_001007629.1	XP_006086568.1, XP_006086567.1
OG0000280	NP_001119561.1	XP_006100233.2
OG0000281	NP_001102144.1, NP_001406419.1	XP_023608455.1, XP_006087273.1
OG0000282	NP_542428.1	XP_006095671.1
OG0000282	XP_063127676.1	XP_006096603.1, XP_014308597.1, XP_006082431.1
OG0000285	XP_063135689.1, XP_038955106.1, NP_001102399.1, XP_063135600.1, XP_063135676.1, XP_038955113.1, XP_038955110.1, XP_038955107.1, NP_001103060.1, XP_038955121.1, NP_001103056.1, NP_001103025.1, NP_001389069.1	XP_014320883.1, XP_023619316.1
OG0000286	NP_001000185.1	XP_006094630.1
OG0000287	NP_001000089.1	XP_006087529.1
OG0000287	NP_001395666.1, NP_001000094.1	XP_006087525.1, XP_023608605.1
OG0000288	NP_001001059.1	XP_014313944.2
OG0000289	XP_006243080.1, NP_001128107.1	XP_014315333.1
OG0000290	NP_112631.1, XP_006252082.1	XP_023619424.1
OG0000291	XP_038943365.1	XP_023614847.1, XP_023604395.1, XP_023604127.1
OG0000291	XP_038943368.1	XP_023614804.1
OG0000291	XP_006247716.1	XP_014316518.1
OG0000292	NP_001388493.1, NP_001388494.1, NP_001388495.1, NP_001388490.1, NP_001388508.1, NP_001388509.1, NP_001388496.1, NP_001388497.1, NP_001388489.1, NP_001388491.1, NP_001388492.1, XP_063129155.1	XP_023604237.1
OG0000294	NP_001386588.1	XP_006087684.1
OG0000294	NP_001041322.2	XP_023600181.1
OG0000295	NP_001033063.1, XP_006235588.1	XP_014313620.1
OG0000295	NP_001100100.1, XP_006237781.1	XP_006086407.1
OG0000296	XP_006245610.1, NP_742036.2	XP_006083068.1, XP_006083069.1
OG0000297	NP_001025079.1, NP_062134.1, NP_001032518.1	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1
OG0000298	NP_001028844.1	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1
OG0000299	XP_063127236.1, NP_001099394.1	XP_023609838.1, XP_006089116.1, XP_023609837.1, XP_023608950.1
OG0000300	XP_006234554.1, NP_001000333.1, XP_063139725.1, NP_001000512.1	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1
OG0000301	NP_001001270.1	XP_014316180.1, XP_014316181.1
OG0000301	NP_001000138.1	XP_014316182.1
OG0000304	XP_232319.5	XP_023617733.1
OG0000305	XP_063130937.1, NP_001101753.1, XP_038934120.1, XP_063125448.1	XP_006095592.1
OG0000305	XP_063142922.1	XP_014321861.1
OG0000306	NP_001010970.1, XP_038959278.1, XP_038959277.1, NP_113690.2, NP_001389002.1	XP_023619876.1
OG0000308	NP_001386501.1, XP_063128864.1	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1
OG0000308	NP_877971.2	XP_006082891.1
OG0000309	NP_001099252.1, XP_006246508.1	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1
OG0000310	NP_001386282.1, XP_063142537.1	XP_023604902.1, XP_006108753.1
OG0000310	XP_038964514.1, NP_001406829.1, XP_063142886.1, XP_063142887.1, XP_038964512.2, XP_063142889.1, XP_063142888.1, XP_063142890.1	XP_023606482.1
OG0000311	NP_001397233.1	XP_006085486.1
OG0000312	XP_006230749.1, NP_058756.2	XP_006108184.3
OG0000313	NP_001376207.1, NP_001008814.2	XP_006095746.1
OG0000314	NP_001102411.1, XP_006232252.1	XP_023615823.1
OG0000315	XP_006257510.1, NP_001014087.1, NP_001389164.1, NP_001389163.1, NP_001389165.1, XP_038956571.1	XP_023614229.1, XP_023612713.1
OG0000316	XP_063139978.1, NP_001099815.1	XP_006087712.1
OG0000319	NP_598288.1, XP_038967671.1, NP_001263359.1, NP_001263358.1	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1
OG0000320	XP_006227806.1, NP_001012060.2	XP_023614900.1, XP_023614899.1, XP_006095133.1
OG0000321	XP_006229212.1, NP_075586.1	XP_006107351.1, XP_023603784.1, XP_014313627.1
OG0000321	NP_001414534.1, XP_006234316.1	XP_023612665.1
OG0000322	NP_036650.1	XP_006108243.1
OG0000322	XP_006254270.1, NP_001012054.1	XP_006088486.1
OG0000323	NP_445927.2	XP_023614268.1
OG0000323	NP_113767.1	XP_006096880.1, XP_006085581.1
OG0000325	NP_001381978.1, NP_001381979.1, NP_001381976.1, NP_001381977.1	XP_023605161.1, XP_006102795.1, XP_014323574.1
OG0000326	NP_001009679.1	XP_006088264.1
OG0000327	XP_006247415.1, NP_001178754.1	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1
OG0000328	XP_017447329.1, NP_001019953.1	XP_023600221.1, XP_014301052.1, XP_006103215.1
OG0000329	XP_038934285.1, NP_001399529.1, NP_599173.2	XP_006097949.1, XP_014319084.1
OG0000329	NP_001005765.1, XP_063137718.1	XP_023612835.1, XP_006092598.1, XP_006092599.1
OG0000330	XP_006238046.1, NP_036916.1	XP_023615111.1
OG0000331	XP_063143816.1, NP_001128345.1	XP_006087314.1
OG0000331	NP_001030170.1, XP_006256958.1	XP_014311192.1
OG0000332	XP_006236473.1, NP_001102097.1	XP_006088772.1
OG0000333	XP_006243806.1	XP_023602710.1
OG0000334	NP_001119570.1	XP_023601568.1, XP_006104614.1
OG0000335	NP_001101793.1, XP_038944430.1	XP_023603981.1
OG0000336	NP_446384.1	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1
OG0000337	XP_038952280.1, NP_001026812.1	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1
OG0000339	NP_001099931.1	XP_023612828.1
OG0000339	XP_006243761.1, NP_476473.1	XP_006107030.1
OG0000339	NP_872611.2	XP_023613150.1
OG0000340	NP_058789.1, XP_008757330.1	XP_023616340.1
OG0000341	XP_017455480.1, NP_036643.2	XP_006083628.1
OG0000342	NP_068508.1, XP_063131971.1, XP_038967157.1, XP_038953225.1, XP_063122879.1	XP_006107287.1
OG0000343	NP_445766.2, XP_006247632.1	XP_023614824.1
OG0000344	NP_001000825.1	XP_006091194.1
OG0000345	NP_001007631.1, XP_006229561.1	XP_014305768.1
OG0000346	NP_001019475.1, XP_038958863.1, NP_112416.1, XP_063138704.1, NP_001099934.1, XP_038958007.1, XP_017446116.1, NP_803175.1, NP_058710.2, NP_065415.2	XP_014314516.1
OG0000347	NP_001099759.1, NP_001385672.1	XP_006089702.1
OG0000347	NP_001099423.2, NP_001264192.1, XP_063128160.1	XP_006109363.3
OG0000348	NP_758828.2	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1
OG0000349	NP_001102965.1, XP_038942769.1	XP_006092244.1
OG0000349	XP_006243979.3, NP_036738.1	XP_006107755.1
OG0000350	NP_001020306.1, XP_003750973.1	XP_014316535.1, XP_006095017.1
OG0000351	NP_001414594.1, XP_063120185.1	XP_023606682.1
OG0000352	NP_001073180.1	XP_014314774.1, XP_014305282.1, XP_006092976.2, XP_006092973.1, XP_006081605.1, XP_006093800.1, XP_006084991.1, XP_023613061.1
OG0000352	NP_001395732.1, XP_063122028.1	XP_006092974.1
OG0000353	XP_063141016.1, XP_038936216.1, XP_038957338.2, XP_063136972.1, XP_063144689.1, XP_038969182.1, XP_017453972.1, XP_038969305.1, XP_063133064.1, NP_067087.1, XP_063126199.1, XP_038938272.1, XP_038956336.1	XP_014314751.1
OG0000354	NP_001406585.1, XP_006252819.1	XP_006097623.1
OG0000355	NP_001094030.1, XP_038944374.1	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1
OG0000356	NP_001014295.1	XP_014307622.1, XP_014307624.1, XP_006084732.1
OG0000357	NP_001388086.1, NP_001388087.1, NP_001388088.1	XP_006084725.1
OG0000359	NP_997711.1	XP_006104659.1
OG0000359	NP_001316825.1, NP_114177.2	XP_006104657.1, XP_006104658.1
OG0000360	XP_006230276.1, NP_036843.2	XP_014303560.2
OG0000360	NP_113879.2, XP_038945477.1	XP_023601824.1
OG0000360	XP_038957158.1, NP_001406686.1	XP_023601825.1
OG0000361	NP_001000672.1, NP_001000562.1, NP_001000319.1, XP_063140343.1, NP_001000563.1, NP_001001376.1, NP_001001375.1, NP_001000675.1, NP_001000674.1	XP_006092122.1, XP_014313941.1
OG0000362	NP_001099692.1	XP_006107948.3, XP_006085256.1
OG0000362	XP_063135758.1	XP_006084552.1
OG0000363	XP_008762180.2, XP_038965829.1, NP_786942.1, NP_075414.2, XP_038966661.1, XP_063117380.1, NP_001128452.2, XP_038965827.1	XP_006096177.1
OG0000364	XP_006255110.1, NP_659559.2	XP_014320383.1, XP_014320382.1, XP_006099441.1
OG0000365	XP_006233306.1, NP_001129351.1	XP_006107952.1, XP_014306059.2
OG0000366	XP_063130741.1	XP_023599432.1
OG0000366	NP_612526.2, NP_001316809.2, XP_038949997.1, XP_063130998.1	XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1
OG0000367	NP_110461.1, XP_063126004.1	XP_006108461.3
OG0000368	NP_001012103.1, XP_006238332.1	XP_006091144.1
OG0000370	XP_038944961.1, NP_446423.2, XP_038959830.2	XP_023605041.1, XP_014311907.1
OG0000371	XP_038960406.1, NP_001099951.1	XP_023599400.1
OG0000372	XP_038964101.1	XP_006089092.1
OG0000373	NP_543178.2, XP_038956286.1	XP_023599457.1, XP_014323137.1
OG0000374	XP_006235486.1, NP_001128455.1	XP_006089569.1, XP_006089567.1, XP_006089568.1
OG0000375	NP_001380735.1, XP_006252142.1, NP_445840.2	XP_006085555.1, XP_023606942.1
OG0000376	NP_001099848.1, XP_006256305.1	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1
OG0000379	XP_038959663.1, NP_001263420.1	XP_006094619.1
OG0000381	XP_038965574.2, NP_058962.2	XP_023613911.1
OG0000381	XP_038938221.1, NP_058721.1	XP_014323083.1, XP_006093870.1, XP_014302772.1
OG0000382	XP_006247491.1, NP_112309.2	XP_006108130.1
OG0000384	NP_001000156.1, XP_006229987.1	XP_006094600.1, XP_006094680.1
OG0000385	XP_218239.6	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1
OG0000386	NP_001028887.1, NP_001028888.1, NP_445747.2, XP_038957719.1	XP_014323271.1
OG0000387	NP_001395979.1, XP_008763537.1, NP_001100252.1	XP_006084089.1
OG0000388	XP_006243012.1, NP_001102762.1	XP_006106965.1
OG0000389	XP_038945937.2, XP_038945936.2, XP_038945938.1, XP_063127984.1, XP_063127982.1, XP_038945923.1, XP_038945924.1, XP_017454115.2, XP_063127996.1, XP_063127997.1, XP_063127995.1, XP_063127820.1, XP_063127841.1, XP_063127844.1, XP_038945673.1, XP_063127823.1, NP_001381321.1, NP_001389246.1, XP_038945934.1, XP_017454096.2, NP_001392318.1, XP_038945978.1	XP_023602467.1
OG0000390	NP_446113.1, XP_038962832.1	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1
OG0000391	NP_001101514.2, XP_006240439.1	XP_006087007.1, XP_023608251.1
OG0000392	XP_063122920.1, NP_001004082.3	XP_006098635.1
OG0000392	XP_063117854.1, NP_786937.1	XP_023619844.1
OG0000393	XP_008766190.1	XP_006099009.1, XP_014319997.1, XP_006099010.1
OG0000394	NP_001381000.1, XP_038934982.1	XP_014307074.2
OG0000395	XP_038963154.1, NP_001100045.1	XP_006085466.1
OG0000396	NP_001386572.1, NP_001386571.1, XP_006234731.1	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1
OG0000397	NP_001106994.2	XP_023608225.1
OG0000399	NP_599176.1	XP_006084357.1
OG0000400	NP_001101582.1, XP_006257462.1	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1
OG0000401	NP_001012087.1, XP_038960759.1	XP_006083286.1
OG0000402	XP_063139175.1, NP_036779.2	XP_006083250.1
OG0000402	NP_037251.2, XP_008760137.1	XP_023601131.1
OG0000402	NP_110502.2, XP_063140688.1	XP_023601100.1
OG0000405	NP_058947.1, XP_008771477.1	XP_006082947.1, XP_023620135.1
OG0000407	XP_017452467.1, NP_612557.1	XP_014316176.2
OG0000407	NP_114021.2	XP_023599972.1
OG0000408	NP_001000059.1, NP_001001073.1	XP_006101374.1
OG0000409	NP_001000186.1, NP_001000549.1	XP_006094632.1, XP_006094629.1, XP_006094715.1
OG0000410	NP_001001350.1, NP_001000034.1, NP_001001351.1	XP_006107915.3, XP_014302818.1
OG0000411	NP_001000398.1	XP_014310731.1
OG0000412	NP_036863.1, XP_008769647.1	XP_023619410.1
OG0000413	XP_017444703.1, NP_001101023.1	XP_006106089.1, XP_014303555.1, XP_006106087.1
OG0000414	XP_006233501.1, NP_001128180.1	XP_006093991.1
OG0000415	XP_038949953.1	XP_006102946.1
OG0000415	XP_038954074.1	XP_006087989.2
OG0000415	XP_038962164.1, XP_038951458.1, XP_063130965.1	XP_023619647.1
OG0000416	NP_001381269.1	XP_023604903.1
OG0000417	NP_446252.1	XP_014310822.1
OG0000418	XP_006238257.1, NP_446388.1	XP_023609056.1
OG0000419	XP_006236228.1, NP_001019492.1, NP_446419.1	XP_006090572.2
OG0000421	XP_038968925.1, NP_113966.2, NP_001376159.1	XP_014317484.1, XP_014317483.1, XP_023615671.1
OG0000422	NP_446273.1, XP_038946195.1	XP_006098865.1
OG0000423	NP_067713.2	XP_023610210.1
OG0000425	NP_001156749.1, XP_063125622.1	XP_023618419.1
OG0000427	XP_038956350.1, XP_038956355.1, XP_038956263.1, NP_001138613.1	XP_006083036.1
OG0000428	XP_006253069.1, NP_446306.1	XP_006109511.1, XP_006108444.1, XP_006097131.1, XP_006097076.1, XP_023616605.1, XP_023616607.1, XP_023616608.1
OG0000429	XP_063133761.1	XP_014306561.2
