Orthogroup	Rattus_norvegicus	Urocitellus_parryii
OG0000117	NP_001000119.1, NP_001000692.1, NP_001000118.1, NP_001000120.1, NP_001000689.1	XP_026238628.1, XP_026238035.1, XP_026238034.1, XP_026238036.1, XP_026238209.1, XP_026236575.1
OG0000118	NP_001300749.1, XP_006257769.1	XP_026256027.1, XP_026256028.1, XP_026256029.1
OG0000119	NP_001032362.1, NP_071792.1, NP_001032363.1, XP_017448364.1, NP_001032364.1	XP_026255323.1, XP_026255327.1, XP_026255324.1, XP_026255326.1, XP_026255325.1
OG0000120	NP_001386724.1	XP_026259957.1
OG0000121	XP_006253089.1, NP_001100779.1	XP_026251634.1
OG0000122	XP_006228852.1, NP_076454.1	XP_026247074.1
OG0000122	XP_063126240.1, XP_063141587.1, NP_058704.1, XP_063144654.1	XP_026259024.1
OG0000123	XP_003750902.1	XP_026249709.1, XP_026249706.1
OG0000124	XP_006257023.1, NP_036793.2	XP_026266929.1
OG0000124	XP_006232343.1, NP_001041350.1	XP_026237609.1
OG0000125	XP_063125646.1, NP_001382688.1	XP_026242669.1
OG0000125	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2	XP_026242724.1, XP_026242670.1, XP_026242718.1
OG0000125	NP_001008758.1	XP_026242611.1
OG0000127	XP_006233373.1, NP_001014065.1	XP_026258986.1
OG0000128	NP_001100823.1, XP_038951630.1	XP_026263488.1
OG0000128	XP_008769880.1, NP_001258143.1	XP_026263508.1
OG0000129	XP_006244718.1, NP_001019532.1, NP_001009920.1, XP_063122698.1, NP_113697.1	XP_026256666.1, XP_026256662.1, XP_026256684.1
OG0000130	NP_001001027.1, NP_001001272.1	XP_026256846.1
OG0000130	NP_001001285.1	XP_026256845.1
OG0000130	NP_001000153.1, NP_001001273.1	XP_026256705.1
OG0000131	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1	XP_026236795.1, XP_026236791.1, XP_026236793.1
OG0000132	NP_077051.1, XP_038965791.1	XP_026253416.1, XP_026253412.1, XP_026253414.1, XP_026253415.1, XP_026253413.1, XP_026253410.1, XP_026253411.1
OG0000133	NP_001008339.2, XP_038947738.1	XP_026265758.1, XP_026265757.1
OG0000134	XP_006237389.1	XP_026259066.1
OG0000135	XP_008761712.1, NP_695222.2	XP_026250197.1
OG0000136	NP_001019512.1, XP_006237901.1	XP_026264277.1, XP_026264276.1, XP_026264275.1
OG0000137	NP_001000847.1	XP_026265173.1
OG0000137	NP_001000845.1	XP_026265174.1
OG0000137	NP_001102817.1	XP_026265175.1
OG0000138	NP_001001284.1	XP_026256881.1
OG0000139	NP_001007670.1, XP_006246451.1	XP_026236254.1, XP_026236259.1, XP_026236250.1, XP_026236256.1, XP_026236258.1, XP_026236255.1, XP_026236249.1, XP_026236251.1, XP_026236257.1, XP_026236253.1
OG0000140	XP_063130435.1	XP_026257802.1
OG0000141	NP_001000003.1, NP_001001096.1, NP_001001095.1, NP_001000002.1	XP_026268094.1
OG0000141	NP_001001091.1, NP_001001092.1, XP_038942457.1, NP_001001093.1, NP_001000788.1, NP_001000001.1, NP_001001090.1, NP_001000524.1, NP_001001089.1, NP_001000000.1	XP_026237419.1, XP_026238596.1, XP_026237467.1, XP_026237468.1, XP_026237463.1, XP_026237466.1, XP_026237469.1, XP_026238377.1
OG0000142	NP_001014036.1, XP_006255172.1	XP_026251487.1
OG0000143	NP_599185.1	XP_026267021.1
OG0000144	NP_001019484.2, XP_063140456.1	XP_026256477.1
OG0000145	XP_038936909.1, NP_852051.2	XP_026264744.1, XP_026264745.1, XP_026264742.1, XP_026264743.1
OG0000146	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1	XP_026238756.1, XP_026238746.1, XP_026238765.1, XP_026238772.1
OG0000147	NP_036773.1	XP_026251870.1
OG0000147	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1	XP_026251867.1
OG0000148	XP_006251909.1, NP_001001003.1, NP_001000840.1, XP_017455257.1, XP_017455255.1, NP_001000839.1, NP_001000521.1, XP_063130469.1, XP_008768847.1, NP_001000097.1	XP_026267821.1, XP_026267807.1
OG0000149	XP_017444264.1	XP_026259522.1
OG0000149	NP_036637.1	XP_026263723.1
OG0000149	NP_036636.1	XP_026249891.1
OG0000149	XP_017454251.1, NP_001257959.1, NP_074039.1	XP_026263726.1
OG0000150	NP_001037723.1, NP_001093947.1, XP_038954018.1, XP_038953911.1, NP_001177309.1, XP_008758816.2, NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1, XP_038954070.1	XP_026238430.1, XP_026237897.1, XP_026237898.1, XP_026237900.1, XP_026237899.1, XP_026237901.1, XP_026237903.1, XP_026238356.1, XP_026248438.1, XP_026269077.1, XP_026237896.1
OG0000151	XP_220775.3, XP_063126200.1	XP_026249932.1
OG0000153	NP_001000702.1	XP_026236692.1, XP_026236697.1, XP_026236693.1, XP_026238092.1, XP_026238091.1
OG0000153	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1	XP_026238093.1, XP_026237755.1
OG0000157	XP_063139179.1, NP_036792.2	XP_026269250.1
OG0000157	NP_787032.1, XP_038936676.1, XP_038956056.1	XP_026249807.1
OG0000158	NP_001263406.1	XP_026240664.1
OG0000158	NP_446049.1, XP_038940257.1	XP_026268724.1
OG0000158	XP_038938816.2, XP_063136503.1	XP_026264336.1
OG0000159	XP_063126739.1, NP_001000530.1	XP_026266848.1
OG0000159	NP_001001100.1, NP_001001103.1, NP_001001102.1, NP_001001101.1, NP_001001099.1, NP_001001104.1, NP_001000496.1	XP_026266842.1
OG0000161	NP_543159.1	XP_026267513.1
OG0000161	NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1	XP_026238663.1, XP_026267512.1
OG0000162	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1, NP_001009486.1, XP_038963942.1	XP_026266683.1
OG0000163	NP_446188.2, XP_063120843.1	XP_026248253.1
OG0000163	NP_036894.3, XP_063121014.1	XP_026248265.1
OG0000164	XP_006237786.1, XP_063132019.1, XP_063132020.1	XP_026253089.1
OG0000164	XP_038945796.1, XP_063132027.1, XP_063131915.1, XP_063131895.1, XP_063131888.1, XP_063131909.1, XP_063131891.1, XP_063132024.1, XP_063131914.1, XP_063131922.1, XP_063131905.1, XP_063132028.1, XP_063131904.1, XP_063132008.1, XP_063131912.1, XP_063132023.1, NP_001257490.1, NP_001257491.1	XP_026253092.1
OG0000165	XP_017456046.1, NP_001100828.1	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1
OG0000166	XP_017452097.1, NP_001102556.1	XP_026250823.1, XP_026250824.1
OG0000167	NP_001020057.1, XP_008757972.1	XP_026258272.1, XP_026258273.1
OG0000168	NP_001071060.1	XP_026267489.1
OG0000170	NP_612522.2, XP_063133615.1	XP_026254811.1
OG0000170	NP_001029128.1, NP_001029127.1	XP_026254785.1
OG0000170	XP_008757898.1, NP_059034.1	XP_026254784.1
OG0000171	XP_038952596.1, XP_063141172.1	XP_026249924.1
OG0000172	NP_001388944.1	XP_026250205.1
OG0000172	XP_006227916.1, NP_001100929.1	XP_026255734.1
OG0000172	XP_006235863.3, NP_067693.1	XP_026269299.1
OG0000173	XP_038954280.1, NP_001128167.1	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1
OG0000174	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1	XP_026235980.1, XP_026235982.1, XP_026235981.1
OG0000175	NP_001101223.1, XP_017447211.1	XP_026260198.1
OG0000176	NP_599157.2	XP_026262373.1
OG0000176	NP_001009648.1, XP_063143048.1, NP_001399482.1	XP_026262355.1
OG0000177	NP_775432.3, XP_006230492.1	XP_026240024.1, XP_026240023.1
OG0000178	NP_001013886.1, XP_038944025.1	XP_026245161.1
OG0000179	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2	XP_026236812.1
OG0000180	XP_001068161.4, XP_038945816.1	XP_026267620.1
OG0000180	NP_001099374.1, XP_006248854.1	XP_026270742.1
OG0000180	NP_001102319.1, NP_001163868.1, XP_038945074.1, XP_038946013.1, XP_038945815.1, XP_006248864.2, XP_221808.5, XP_038945830.1, XP_038946012.2, XP_038945829.1, NP_001178934.1	XP_026270714.1
OG0000181	NP_001001083.1, XP_017451673.2, XP_038938797.1, NP_001000441.1, NP_001000814.1, NP_001000443.1, NP_001000442.1, NP_001000964.1, NP_001000446.1, NP_001000595.2, XP_017451023.1, NP_001000440.1, NP_001000444.1, NP_001001084.1, NP_001000965.1, XP_063122022.1	XP_026260337.1, XP_026260348.1, XP_026260332.1
OG0000182	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4	XP_026270826.1, XP_026270821.1
OG0000183	NP_001258141.1	XP_026254865.1
OG0000184	NP_001012489.2, XP_063121645.1	XP_026240862.1
OG0000185	NP_599213.2, XP_063135839.1	XP_026235921.1, XP_026235918.1, XP_026235917.1, XP_026235922.1, XP_026235920.1, XP_026235923.1, XP_026235919.1
OG0000187	NP_001000520.1, NP_001001121.1, NP_001000752.1, NP_001000750.1, XP_006245607.1, NP_001000751.1, NP_001000953.1, NP_001000484.1	XP_026237629.1, XP_026237630.1
OG0000188	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2	XP_026256750.1, XP_026256706.1
OG0000188	NP_001019976.1, NP_742090.1	XP_026256763.1
OG0000189	NP_001389495.1	XP_026270818.1
OG0000190	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2	XP_026265954.1
OG0000191	NP_001099862.1, XP_017457112.1	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1
OG0000192	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1	XP_026266668.1
OG0000193	NP_997494.1	XP_026235764.1
OG0000194	XP_006243287.1, NP_001099682.1	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1
OG0000195	XP_228930.1, NP_001399088.1, NP_647543.2	XP_026239254.1
OG0000196	NP_001000290.1	XP_026262375.1
OG0000196	NP_001000291.1	XP_026262376.1
OG0000196	NP_001000293.1	XP_026236211.1, XP_026236238.1
OG0000197	XP_063136504.1, NP_001019970.1, XP_063142302.1	XP_026247348.1
OG0000199	XP_008769458.1, XP_006228097.1, NP_899161.1	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1
OG0000200	NP_001102039.2	XP_026237293.1
OG0000202	XP_008769420.1	XP_026251635.1
OG0000203	XP_063140150.1	XP_026244830.1
OG0000204	NP_001163906.1, XP_006229922.1	XP_026256807.1
OG0000205	NP_001011917.1, XP_006252160.1	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1
OG0000206	NP_001386424.1, XP_006251781.1	XP_026262288.1, XP_026262268.1, XP_026262279.1
OG0000207	NP_037093.2, XP_038938964.1	XP_026250373.1, XP_026250374.1, XP_026250372.1
OG0000208	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1	XP_026252554.1
OG0000209	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1
OG0000210	XP_063130336.1, NP_001389030.1	XP_026254782.1
OG0000211	XP_038940065.1, NP_059039.2	XP_026250307.1
OG0000211	NP_001128489.1, XP_006245729.1, NP_001094355.2, XP_006235464.1	XP_026239111.1, XP_026239110.1
OG0000214	NP_001014258.2, XP_038950641.1	XP_026245568.1
OG0000215	NP_001381323.1	XP_026266594.1
OG0000216	XP_008763678.1	XP_026240715.1
OG0000217	XP_006257357.1, NP_001007715.1	XP_026258660.1, XP_026258659.1
OG0000218	NP_001395820.1	XP_026263177.1
OG0000219	NP_036972.1	XP_026247803.1
OG0000219	XP_038957062.1, XP_038949983.1, XP_063136879.1, XP_038943755.1, NP_036971.1	XP_026256016.1
OG0000220	NP_001000246.1	XP_026267411.1
OG0000221	NP_001000635.1	XP_026235035.1, XP_026235400.1, XP_026235034.1
OG0000222	NP_001012167.1, XP_006228640.1	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1
OG0000223	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1	XP_026238212.1, XP_026238374.1
OG0000224	XP_038946819.1, NP_001041367.1, XP_063138976.1	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1
OG0000225	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1	XP_026270364.1
OG0000226	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1	XP_026235766.1, XP_026235767.1
OG0000227	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1
OG0000228	NP_476446.2, NP_001034780.1	XP_026251805.1
OG0000228	NP_958827.1, NP_001034638.1, NP_958826.1	XP_026251807.1
OG0000228	NP_036815.1	XP_026251806.1
OG0000229	XP_063140883.1, XP_063140893.1, XP_063140882.1, NP_775171.2, XP_063140892.1, XP_063139252.1, NP_001121611.1, XP_063140612.1, XP_038961981.2, XP_063140906.1, XP_006233969.2, XP_063140896.1	XP_026251381.1
OG0000230	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1
OG0000230	NP_058818.1	XP_026262630.1
OG0000231	XP_038952349.1	XP_026270331.1
OG0000232	NP_001414571.1, XP_017452276.1	XP_026244843.1
OG0000232	XP_038955963.1	XP_026268124.1
OG0000234	NP_001395664.1, XP_038957053.1, NP_001395702.1	XP_026270179.1, XP_026270138.1, XP_026238168.1, XP_026236792.1
OG0000235	NP_001099606.1	XP_026251992.1
OG0000236	NP_445821.2, XP_038953085.1	XP_026265741.1
OG0000238	NP_001000497.1	XP_026254256.1
OG0000238	NP_001000707.1	XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1
OG0000239	NP_001000340.1, NP_001000645.1, NP_001000647.1, NP_001000339.1, NP_001000651.1, NP_001000649.1	XP_026235401.1
OG0000240	NP_001000448.1, NP_001000450.1, XP_063121147.1, NP_001000454.1, NP_001000449.1	XP_026258466.1, XP_026236672.1, XP_026236670.1
OG0000241	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1
OG0000243	NP_001341109.1, NP_001178491.1	XP_026245000.1
OG0000244	NP_001102457.1	XP_026270469.1
OG0000244	NP_001163049.1, XP_006253733.1	XP_026238521.1
OG0000245	NP_001099686.1, XP_006228050.1	XP_026237822.1
OG0000245	XP_001073753.1	XP_026238690.1
OG0000246	XP_038951330.1, NP_001295194.1	XP_026258095.1
OG0000247	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1	XP_026243042.1
OG0000248	NP_446054.1, XP_017453575.2	XP_026267515.1
OG0000249	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1	XP_026268498.1
OG0000249	NP_775150.1	XP_026268502.1, XP_026268501.1, XP_026268499.1
OG0000251	NP_001020318.1, XP_008759157.1	XP_026250757.1
OG0000252	NP_476540.2, XP_038960063.1	XP_026261410.1
OG0000254	XP_038953905.1	XP_026248072.1
OG0000254	NP_113753.2, XP_006255234.2, NP_058700.1, XP_063134931.1, NP_579829.3, XP_038953488.1, NP_001013911.1	XP_026248078.1
OG0000255	NP_001020795.1	XP_026263850.1
OG0000256	NP_001005382.2, XP_017444409.1, XP_038942515.1, NP_001382054.1, XP_038956841.1, NP_001128645.1, NP_036809.1, NP_786935.1, NP_001258244.1, NP_036725.2, NP_001013085.2, NP_113711.1	XP_026262141.1
OG0000257	NP_001000200.1, NP_001000552.2, NP_001001372.1	XP_026236798.1, XP_026236799.1
OG0000257	NP_001000201.1	XP_026236797.1
OG0000258	NP_001103569.1, NP_036775.2, XP_063141631.1	XP_026255332.1
OG0000259	NP_001000306.1	XP_026236218.1, XP_026236232.1, XP_026236217.1
OG0000259	NP_001000310.1	XP_026237387.1
OG0000260	NP_001396394.1, XP_006234555.1, NP_001000656.1	XP_026235374.1, XP_026235371.1
OG0000261	NP_001000572.2, NP_001000345.1, NP_001000637.1, NP_001000342.1	XP_026235036.1, XP_026235017.1
OG0000261	XP_038962001.1	XP_026235013.1
OG0000262	NP_001000151.1, NP_001000951.1, NP_001000154.1	XP_026256878.1, XP_026256879.1, XP_026256877.1
OG0000263	NP_001102542.1, XP_008767890.1	XP_026244311.1
OG0000264	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2	XP_026267563.1
OG0000265	XP_006244591.1, NP_001101673.1	XP_026239453.1
OG0000266	NP_598261.2, XP_017446088.1	XP_026263966.1
OG0000267	XP_006248718.1, NP_001177270.1	XP_026257464.1
OG0000268	XP_006248152.1, XP_038944659.1, NP_001102894.1	XP_026236566.1
OG0000270	NP_001101057.1, XP_006257688.1	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1
OG0000272	NP_062078.1, NP_001007613.1	XP_026267678.1, XP_026267677.1
OG0000272	NP_001099292.1	XP_026267676.1
OG0000273	XP_063127926.1	XP_026238202.1
OG0000273	NP_671739.2, NP_001019403.1	XP_026259915.1
OG0000274	NP_037157.2	XP_026236048.1
OG0000274	NP_446310.2	XP_026236050.1
OG0000275	NP_001007601.1	XP_026269811.1
OG0000275	NP_001103082.1	XP_026267118.1
OG0000276	NP_001000041.1	XP_026236929.1
OG0000277	NP_001000616.1	XP_026235020.1, XP_026235028.1
OG0000277	NP_001000576.1, NP_001000577.1, NP_001000575.1	XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1
OG0000278	XP_017456389.1, NP_001007629.1	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1
OG0000279	NP_001032864.1, XP_006248997.1	XP_026261464.1, XP_026261463.1
OG0000280	NP_001119561.1	XP_026255947.1, XP_026255945.1
OG0000281	NP_001102144.1, NP_001406419.1	XP_026253602.1
OG0000282	NP_542428.1	XP_026263126.1
OG0000282	XP_006247139.1	XP_026263127.1
OG0000282	XP_063127676.1	XP_026259186.1
OG0000284	NP_001389029.1, NP_001000892.1, NP_001000891.1, NP_001000894.1, NP_001000890.1, XP_017457194.1, NP_001000893.1, NP_001001006.1, NP_001000268.1, NP_001000269.1, NP_001000895.1	XP_026269168.1
OG0000286	NP_001000185.1	XP_026238043.1, XP_026238039.1
OG0000287	NP_001000089.1	XP_026236414.1
OG0000287	NP_001395666.1, NP_001000094.1	XP_026267817.1
OG0000288	NP_001000338.1	XP_026235367.1
OG0000288	NP_001000630.1, NP_001001058.1	XP_026238558.1
OG0000288	NP_001001059.1	XP_026237106.1
OG0000289	NP_001020226.1, XP_038937875.1	XP_026238044.1, XP_026248356.1
OG0000289	XP_006243080.1, NP_001128107.1	XP_026248355.1, XP_026248346.1, XP_026248354.1, XP_026248379.1, XP_026252121.1, XP_026252179.1
OG0000290	NP_112631.1, XP_006252082.1	XP_026261807.1, XP_026261809.1, XP_026261808.1
OG0000291	XP_038943365.1	XP_026237268.1
OG0000291	XP_038943368.1	XP_026237266.1
OG0000291	XP_006247716.1	XP_026237265.1, XP_026237264.1
OG0000292	NP_001388507.1, NP_001388499.1, NP_001388498.1, NP_001178607.1, NP_001388501.1, NP_001388502.1, NP_001388506.1, NP_001388504.1, NP_001388503.1, NP_001388493.1, NP_001388494.1, NP_001388495.1, NP_001388490.1, NP_001388508.1, NP_001388509.1, NP_001388496.1, NP_001388497.1, NP_001388489.1, NP_001388491.1, NP_001388492.1, XP_063129155.1	XP_026242936.1
OG0000293	XP_063120038.1	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1
OG0000294	NP_001386588.1	XP_026261937.1
OG0000294	NP_001041322.2	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1
OG0000295	NP_001033063.1, XP_006235588.1	XP_026239036.1
OG0000295	NP_001100100.1, XP_006237781.1	XP_026238639.1
OG0000296	XP_006245610.1, NP_742036.2	XP_026270551.1, XP_026270549.1, XP_026270550.1
OG0000297	NP_001025079.1, NP_062134.1, NP_001032518.1	XP_026266666.1
OG0000298	NP_001028844.1	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1
OG0000299	XP_063127236.1, NP_001099394.1	XP_026251140.1
OG0000300	XP_006234554.1, NP_001000333.1, XP_063139725.1, NP_001000512.1	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1
OG0000301	NP_001001270.1	XP_026256795.1
OG0000301	NP_001000138.1	XP_026256789.1
OG0000301	NP_001000747.1	XP_026256798.1
OG0000302	NP_001000666.1, NP_001001051.1, NP_001000665.1, NP_001000324.1, NP_001000668.1, NP_001006596.1, XP_017447456.1, NP_001000330.1	XP_026235395.1, XP_026235394.1, XP_026235396.1, XP_026235398.1, XP_026238627.1, XP_026235399.1, XP_026235397.1
