Orthogroup	Ictidomys_tridecemlineatus	Rattus_norvegicus
OG0000089	XP_005342230.1, XP_005342231.1, XP_005342228.1, XP_005342229.1, XP_005342224.1	NP_001000331.1, NP_001000332.1, NP_001000661.1
OG0000089	XP_005342226.1, XP_005342227.1, XP_005342243.1, XP_021577011.1, XP_005342241.1	NP_001000327.1, NP_001000664.1, NP_001000658.1
OG0000090	XP_013221796.1	NP_689448.2, XP_063133896.1
OG0000092	XP_005342974.1, XP_013221256.1, XP_005341611.1, XP_013221255.1, XP_005341610.1, XP_005341613.1	NP_001000335.1, NP_001000336.1, NP_001000926.1, NP_001000337.1
OG0000092	XP_040139657.1, XP_005341609.1	XP_006234556.1
OG0000093	XP_005339885.1	NP_001007148.1, XP_006249003.1
OG0000095	XP_040134807.1, XP_005318255.1, XP_040134808.1	NP_001119556.1
OG0000095	XP_021577054.1	NP_446420.1
OG0000095	XP_005318257.1, XP_005318258.1	NP_620181.1
OG0000096	XP_005323057.1, XP_013213016.1	NP_001099418.1
OG0000096	XP_021577205.1, XP_005335225.1, XP_005342091.1	XP_006253937.2, XP_006253935.2, NP_001012214.1, XP_038951899.1, NP_001381956.1, NP_001381955.1, NP_954516.1, XP_006253933.1
OG0000098	XP_013216888.1, XP_021586686.2	XP_063127721.1, NP_001092983.2, NP_001092979.1, NP_001092969.1, XP_063127217.1, XP_063127670.1, NP_001092978.1, NP_001092974.1, XP_063122901.1
OG0000099	XP_005342780.2	XP_063138868.1, XP_063138928.1, XP_017446862.1
OG0000099	XP_005320610.2	NP_037148.3, XP_006235014.1
OG0000100	XP_040143706.1	NP_112249.2, XP_006239579.1
OG0000101	XP_013220236.1	XP_038941022.1
OG0000101	XP_005340748.1, XP_040139417.1, XP_005340749.1	NP_001014041.1, XP_006257281.1
OG0000102	XP_040148272.1	NP_775417.1, XP_003751392.1, NP_001178605.1
OG0000103	XP_005320375.1	NP_612519.1, NP_612556.1
OG0000103	XP_005320377.1, XP_005320379.1, XP_005320378.1	NP_001028869.1, XP_006254250.1, XP_006254245.1, NP_001013075.1
OG0000104	XP_021577038.1	XP_063138894.1
OG0000104	XP_040145143.1	XP_006250671.3
OG0000105	XP_021590157.1, XP_021590155.1, XP_021590159.1, XP_040141046.1, XP_040141047.1, XP_021590154.1, XP_021590160.1	NP_001380791.1, XP_063121754.1
OG0000106	XP_021577903.2	XP_006251278.1
OG0000106	XP_040133154.1, XP_040133157.1, XP_040133158.1, XP_040133159.1, XP_005323910.1, XP_040133156.1	NP_036737.1, XP_038953516.1
OG0000106	XP_013215938.3	NP_001030329.2
OG0000106	XP_005328552.2	XP_038945819.1
OG0000107	XP_005331737.1	NP_001000281.1, XP_063140374.1, NP_001000688.1
OG0000107	XP_013216748.1, XP_013216747.1, XP_013216746.1	NP_001000282.1, NP_001000284.1, NP_001000283.1
OG0000108	XP_013220342.1, XP_005339688.1	XP_038938891.1, NP_476489.1
OG0000109	XP_005326324.1	NP_001000415.1
OG0000109	XP_021582691.1	NP_001000581.1
OG0000109	XP_005326325.1	NP_001000414.1
OG0000110	XP_040125245.1, XP_021586993.1	XP_006246738.1, NP_058885.1
OG0000110	XP_040125246.1, XP_021587004.1	NP_036635.1, XP_006246641.1
OG0000110	XP_040126469.1, XP_040125244.1	NP_071788.2, XP_008766090.1
OG0000111	XP_005340441.1, XP_005340443.1, XP_013221755.1	XP_038953764.1, XP_038953777.1, XP_038953753.1, XP_038952348.1, XP_038952346.2
OG0000113	XP_005328910.1, XP_040139681.1, XP_040139680.1, XP_021580913.1, XP_021580912.1, XP_021580914.1, XP_005323467.1, XP_021577138.1	XP_063136324.1, XP_017446718.1, NP_001395797.1, NP_001388119.1, XP_038955979.1, NP_001316085.1
OG0000114	XP_013221764.1, XP_005342106.1	NP_001103345.1
OG0000114	XP_013221763.1	NP_149086.1, XP_063122697.1
OG0000114	XP_021577318.1, XP_021577316.1	NP_264077.1
OG0000115	XP_005324954.1	XP_017450124.1
OG0000115	XP_040124598.1	XP_038942837.1, NP_077064.1
OG0000115	XP_005341336.2	NP_001400967.1, NP_001400966.1
OG0000116	XP_005325798.1, XP_005325799.1, XP_040148971.1	NP_112516.1
OG0000116	XP_040139652.1, XP_040138649.1	NP_001395835.1, XP_038956206.1, XP_038956205.1
OG0000116	XP_005334386.1	XP_017457176.2
OG0000117	XP_005342766.1, XP_005334194.1, XP_005334197.1, XP_005334196.1, XP_013217766.1, XP_013217765.1, XP_005342893.3, XP_040129251.1, XP_013221201.2	NP_001000119.1, NP_001000692.1, NP_001000118.1, NP_001000120.1, NP_001000689.1
OG0000118	XP_040147723.1, XP_040147721.1, XP_040147720.1, XP_040147726.1, XP_040147724.1, XP_040147722.1, XP_040147727.1, XP_013211422.1, XP_040147725.1, XP_005319199.1	NP_001300749.1, XP_006257769.1
OG0000119	XP_005334458.1, XP_005334459.1, XP_040127708.1, XP_040127710.1, XP_040127707.1, XP_040127706.1	NP_001032362.1, NP_071792.1, NP_001032363.1, XP_017448364.1, NP_001032364.1
OG0000120	XP_040134537.1	NP_001386724.1
OG0000121	XP_013215795.1	XP_006253089.1, NP_001100779.1
OG0000122	XP_005330655.1	XP_006228852.1, NP_076454.1
OG0000122	XP_005338407.1	XP_063126240.1, XP_063141587.1, NP_058704.1, XP_063144654.1
OG0000123	XP_005337464.2, XP_005337344.1, XP_005337442.1, XP_005337346.1	XP_003750902.1
OG0000123	XP_005337345.2, XP_040126472.1, XP_005337440.3, XP_005342518.1	NP_997692.1, NP_001000026.1, NP_001000724.1, NP_001000024.1, XP_063124743.1, NP_001000025.1, NP_001000716.1, NP_001000031.1
OG0000124	XP_040142828.1	XP_006257023.1, NP_036793.2
OG0000124	XP_013218452.2	XP_006232343.1, NP_001041350.1
OG0000125	XP_005321900.1	XP_063125646.1, NP_001382688.1
OG0000125	XP_005321898.1	NP_001008757.1, NP_001008819.1, XP_063125644.1, NP_001008817.2
OG0000126	XP_005342962.3	XP_063121264.1, NP_001136416.1
OG0000127	XP_040148941.1, XP_005340848.1	XP_006233373.1, NP_001014065.1
OG0000128	XP_005337092.1	NP_001100823.1, XP_038951630.1
OG0000128	XP_005337090.1	XP_008769880.1, NP_001258143.1
OG0000129	XP_005318618.1	NP_001010921.1, XP_017451300.1, XP_038936725.1, NP_058709.2
OG0000129	XP_005318621.1, XP_021577504.1, XP_005318620.1, XP_005318619.1, XP_040138713.1	XP_006244718.1, NP_001019532.1, NP_001009920.1, XP_063122698.1, NP_113697.1
OG0000130	XP_005342576.1	NP_001001027.1, NP_001001272.1
OG0000130	XP_005342577.1	NP_001001285.1
OG0000130	XP_005342584.1, XP_005342585.2	NP_001000153.1, NP_001001273.1
OG0000131	XP_005342523.1, XP_005342525.1, XP_005342524.1	NP_001000551.1, NP_001000195.1, NP_001000199.1, NP_001000736.1, NP_001000194.1, NP_001000197.1, NP_001001018.1, NP_001000192.1, NP_001000193.1, NP_001000191.1, NP_001000198.1
OG0000132	XP_040139331.1, XP_040139338.1, XP_040139337.1, XP_040139335.1, XP_040139330.1, XP_040139329.1, XP_040139336.1, XP_021588609.1, XP_040139334.1, XP_021588610.1, XP_013218100.1, XP_040139332.1	NP_077051.1, XP_038965791.1
OG0000133	XP_013215191.1, XP_013215190.1, XP_040144905.1, XP_021583713.1	NP_001008339.2, XP_038947738.1
OG0000134	XP_013219711.1	XP_006237389.1
OG0000135	XP_021586730.1	XP_008761712.1, NP_695222.2
OG0000136	XP_021580553.1, XP_040149975.1, XP_005322988.1, XP_040149974.1, XP_040149976.1	NP_001019512.1, XP_006237901.1
OG0000137	XP_005326680.1	NP_001102817.1
OG0000138	XP_005323360.1	NP_001001284.1
OG0000139	XP_013217775.1	NP_001007670.1, XP_006246451.1
OG0000141	XP_013220938.1	NP_001000003.1, NP_001001096.1, NP_001001095.1, NP_001000002.1
OG0000141	XP_005340930.1, XP_005340929.1, XP_005340928.1, XP_005340948.1, XP_005342644.1, XP_005340926.1, XP_005339387.1	NP_001001091.1, NP_001001092.1, XP_038942457.1, NP_001001093.1, NP_001000788.1, NP_001000001.1, NP_001001090.1, NP_001000524.1, NP_001001089.1, NP_001000000.1
OG0000142	XP_005318275.1	NP_001014036.1, XP_006255172.1
OG0000143	XP_021576075.1	NP_112379.1
OG0000143	XP_040128839.1	NP_599185.1
OG0000144	XP_040130281.1	NP_001019484.2, XP_063140456.1
OG0000145	XP_040129752.1, XP_021591552.1, XP_040129751.1, XP_040129750.1, XP_005339253.1, XP_013220153.1	XP_038936909.1, NP_852051.2
OG0000146	XP_040149796.1, XP_040149799.1, XP_021584342.1, XP_021584343.1, XP_040149797.1, XP_040149798.1, XP_013215551.1, XP_040149800.1	NP_001395740.1, XP_038966867.1, XP_038966864.1, XP_063117331.1, XP_038966866.1, XP_038966865.1
OG0000147	XP_040127260.1, XP_005329464.1, XP_040127259.1	NP_036773.1
OG0000147	XP_040127126.1	NP_445741.1, NP_742074.2, NP_001139318.1, NP_775120.1
OG0000148	XP_005341481.1, XP_005341482.1	XP_006251909.1, NP_001001003.1, NP_001000840.1, XP_017455257.1, XP_017455255.1, NP_001000839.1, NP_001000521.1, XP_063130469.1, XP_008768847.1, NP_001000097.1
OG0000149	XP_021590883.2	NP_036638.1, XP_017444264.1
OG0000149	XP_005339432.1	NP_036637.1
OG0000149	XP_005334975.1	NP_036636.1
OG0000149	XP_013220247.1	XP_017454251.1, NP_001257959.1, NP_074039.1
OG0000150	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3	NP_001037723.1, NP_001093947.1, XP_038954018.1, XP_038953911.1, NP_001177309.1, XP_008758816.2, NP_001094469.1, NP_001177298.1, NP_598270.2, XP_006255510.1, NP_001099645.1, XP_038954070.1
OG0000151	XP_005342911.2	NP_001013992.1, XP_006247060.1
OG0000153	XP_005342499.1, XP_005342300.1, XP_005342302.2, XP_005342292.1, XP_005342500.1, XP_013221872.3	NP_001000702.1
OG0000153	XP_005342301.1, XP_013221603.1	XP_063120092.1, NP_001001386.1, NP_001001363.2, NP_001001367.1
OG0000157	XP_021582078.1, XP_005325458.1	XP_063139179.1, NP_036792.2
OG0000157	XP_005341320.1	NP_787032.1, XP_038936676.1, XP_038956056.1
OG0000158	XP_021582934.1	NP_001263406.1
OG0000158	XP_040134692.1	XP_063136503.1
OG0000159	XP_013218996.1	XP_063126739.1, NP_001000530.1
OG0000159	XP_013218998.1	NP_001001100.1, NP_001001103.1, NP_001001102.1, NP_001001101.1, NP_001001099.1, NP_001001104.1, NP_001000496.1
OG0000160	XP_040148147.1, XP_040133880.1	NP_001182400.1
OG0000161	XP_040127058.1, XP_040127059.1, XP_013212610.2	NP_543159.1
OG0000161	XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2	NP_067700.2, NP_598242.1, XP_008761327.1, NP_072157.1, XP_063141453.1, NP_543160.1, NP_001166920.1, XP_006236861.1, XP_006236880.1
OG0000162	XP_021577193.1	XP_063143056.1, NP_775413.2, NP_001009718.1, NP_001376158.1, XP_017448234.1, NP_001012767.1, NP_001009501.1, NP_690061.2, XP_063141705.1, NP_001009499.1, NP_001009495.1, XP_008761657.1, NP_001009498.1, XP_008761628.1, NP_001009919.1, XP_038964788.1, XP_017448245.1, XP_063141503.1, NP_001388948.1, NP_001165559.1, XP_038964313.1, XP_038963958.1, NP_001009497.1, NP_001104780.1, XP_063142527.1, XP_038964793.1, NP_001009494.2, XP_038963383.1, NP_942041.3, XP_038963968.1, NP_001009500.1, NP_001009486.1, XP_038963942.1
OG0000163	XP_013215684.1	NP_446188.2, XP_063120843.1
OG0000163	XP_021584638.2	NP_036894.3, XP_063121014.1
OG0000164	XP_005335890.1	NP_001257492.1, XP_006237786.1, XP_063132019.1, XP_063132020.1, NP_072115.1
OG0000164	XP_040146081.1	XP_038945796.1
OG0000164	XP_005335889.1	NP_001257491.1
OG0000165	XP_005334350.1	XP_017456046.1, NP_001100828.1
OG0000166	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1	XP_017452097.1, NP_001102556.1
OG0000167	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1	NP_001020057.1, XP_008757972.1
OG0000168	XP_005336034.1	XP_038964549.1
OG0000168	XP_005336035.1	XP_008766615.1, XP_038962002.1, XP_038962626.1, XP_038962709.1, XP_038953298.1, XP_038956429.1
OG0000170	XP_005326831.1	NP_612522.2, XP_063133615.1
OG0000170	XP_040140643.1	NP_001029128.1, NP_001029127.1
OG0000170	XP_040140644.1	XP_008757898.1, NP_059034.1
OG0000171	XP_040137995.1	XP_038948801.1, NP_001388998.1, NP_001389000.1
OG0000172	XP_021580544.1	NP_001388944.1
OG0000172	XP_021579599.1	XP_006227916.1, NP_001100929.1
OG0000172	XP_021582117.1	XP_006235863.3, NP_067693.1
OG0000173	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1	XP_038954280.1, NP_001128167.1
OG0000174	XP_040143514.1, XP_005331299.1, XP_005331298.1	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1
OG0000175	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1	NP_001101223.1, XP_017447211.1
OG0000176	XP_005331618.1	NP_599157.2
OG0000176	XP_005331614.2	XP_038935811.1, NP_001119750.1
OG0000176	XP_021586296.1	NP_001009648.1, XP_063143048.1, NP_001399482.1
OG0000177	XP_005320807.1, XP_040128037.1	NP_775432.3, XP_006230492.1
OG0000178	XP_005331038.1	NP_001013886.1, XP_038944025.1
OG0000179	XP_040135815.1	NP_036919.1, XP_038957457.1
OG0000179	XP_013218874.2, XP_021589705.1, XP_005336557.1	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2
OG0000180	XP_005332179.1	XP_001068161.4, XP_038945816.1
OG0000180	XP_013216865.1	NP_001099374.1, XP_006248854.1
OG0000180	XP_040146475.1, XP_005332181.1, XP_040146477.1, XP_040146476.1	NP_001102319.1, NP_001163868.1, XP_038945074.1, XP_038946013.1, XP_038945815.1, XP_006248864.2, XP_221808.5, XP_038945830.1, XP_038946012.2, XP_038945829.1, NP_001178934.1
OG0000181	XP_005339568.1, XP_021575222.1, XP_005339569.1, XP_005339619.1, XP_005339571.1	NP_001001083.1, XP_017451673.2, XP_038938797.1, NP_001000441.1, NP_001000814.1, NP_001000443.1, NP_001000442.1, NP_001000964.1, NP_001000446.1, NP_001000595.2, XP_017451023.1, NP_001000440.1, NP_001000444.1, NP_001001084.1, NP_001000965.1, XP_063122022.1
OG0000182	XP_040131343.1, XP_040142003.1	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4
OG0000183	XP_005330057.1	NP_001258141.1
OG0000184	XP_021583955.1	NP_001012489.2, XP_063121645.1
OG0000185	XP_013220832.1	NP_599213.2, XP_063135839.1
OG0000187	XP_005339721.1, XP_040124079.1, XP_005339720.1, XP_021575331.1	NP_001000520.1, NP_001001121.1, NP_001000752.1, NP_001000750.1, XP_006245607.1, NP_001000751.1, NP_001000953.1, NP_001000484.1
OG0000188	XP_005342915.1	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2
OG0000188	XP_005342579.1	NP_001019976.1, NP_742090.1
OG0000189	XP_021581958.1, XP_021581959.1	NP_001020834.1, XP_006257742.1
OG0000190	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2
OG0000191	XP_021590313.1, XP_021590312.1, XP_005337482.1	NP_001099862.1, XP_017457112.1
OG0000192	XP_040137795.1, XP_040136928.1, XP_005342362.1	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1
OG0000193	XP_021576154.1	NP_997494.1
OG0000194	XP_013219821.1	XP_006243287.1, NP_001099682.1
OG0000195	XP_005318853.1	XP_228930.1, NP_001399088.1, NP_647543.2
OG0000196	XP_005331659.1	NP_001000290.1
OG0000196	XP_005331660.1	NP_001000291.1
OG0000196	XP_005331744.1, XP_013216745.1	NP_001000293.1
OG0000197	XP_005340595.1	XP_063136504.1, NP_001019970.1, XP_063142302.1
OG0000199	XP_005342313.1, XP_005342312.1	XP_008769458.1, XP_006228097.1, NP_899161.1
OG0000200	XP_040145130.1, XP_040144903.1	NP_001102039.2
OG0000201	XP_040124601.1	XP_017453271.1, XP_038943704.1
OG0000202	XP_005329390.1	XP_008769420.1
OG0000203	XP_005315882.1	XP_063140150.1
OG0000204	XP_005323205.1	NP_001163906.1, XP_006229922.1
OG0000205	XP_040137841.1	NP_001011917.1, XP_006252160.1
OG0000206	XP_021587352.1, XP_040145804.1, XP_021587365.2, XP_021587336.1, XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1, XP_005317336.1, XP_040145808.1, XP_021587354.1, XP_040145803.1	NP_001386424.1, XP_006251781.1
OG0000207	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1	NP_037093.2, XP_038938964.1
OG0000208	XP_021580925.1	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1
OG0000209	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1
OG0000210	XP_013214768.1	XP_063130336.1, NP_001389030.1
OG0000211	XP_005337172.1	XP_038940065.1, NP_059039.2
OG0000211	XP_040131103.1, XP_005329926.1	NP_001128489.1, XP_006245729.1, NP_001094355.2, XP_006235464.1
OG0000212	XP_005334199.1	NP_001000781.1
OG0000212	XP_005334200.1	NP_001000782.1
OG0000213	XP_040149859.1	XP_038964534.1, XP_006250863.1, NP_058797.1
OG0000214	XP_013217241.1	NP_001014258.2, XP_038950641.1
OG0000214	XP_013214412.1	NP_445810.2
OG0000215	XP_021586868.1	NP_001381323.1
OG0000216	XP_021580664.1	XP_008763678.1
OG0000217	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1	XP_006257357.1, NP_001007715.1
OG0000218	XP_040136758.1, XP_040136747.1, XP_040136773.1, XP_040136762.1, XP_040136752.1, XP_040136766.1, XP_040136750.1	NP_001395820.1
OG0000219	XP_040131217.1	XP_038957062.1
OG0000219	XP_040135739.1, XP_040124266.1	XP_063136879.1
OG0000219	XP_013214477.1, XP_040126409.1	NP_036971.1
OG0000220	XP_005331607.1	NP_001000762.1, NP_001000245.1
OG0000220	XP_005331608.1	NP_001000246.1
OG0000221	XP_005341588.1, XP_005330005.1, XP_013216048.1	NP_001000635.1
OG0000222	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1	NP_001012167.1, XP_006228640.1
OG0000223	XP_005341504.1, XP_013216719.1	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1
OG0000224	XP_021585519.1	XP_038946819.1, NP_001041367.1, XP_063138976.1
OG0000225	XP_005335582.1	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1
OG0000226	XP_013220831.1, XP_005340753.1	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1
OG0000227	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1
OG0000228	XP_040123974.1	NP_476446.2, NP_001034780.1
OG0000228	XP_005326463.1	NP_036815.1
OG0000228	XP_040123976.1, XP_040123975.1	NP_787040.2, NP_958828.1, NP_569091.2
OG0000230	XP_005327412.1, XP_021583451.1, XP_040127207.1	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1
OG0000230	XP_040144261.1	NP_058818.1
OG0000231	XP_013220575.1	XP_038952349.1
OG0000232	XP_021577325.2	NP_001414571.1, XP_017452276.1
OG0000232	XP_013218277.1	XP_038955963.1
OG0000234	XP_005341184.1, XP_005342880.2, XP_040139682.1, XP_013221762.1	NP_001395664.1, XP_038957053.1, NP_001395702.1
OG0000235	XP_005330929.1	NP_001099606.1
OG0000236	XP_013213031.1	NP_445821.2, XP_038953085.1
OG0000237	XP_005336436.1	NP_071951.1
OG0000237	XP_040146151.1	NP_001395626.1
OG0000238	XP_005342569.1	NP_001000497.1
OG0000238	XP_005335647.1, XP_005342295.1, XP_013218498.2	NP_001000707.1
OG0000239	XP_005341602.1, XP_005341587.1	NP_001000340.1, NP_001000645.1, NP_001000647.1, NP_001000339.1, NP_001000651.1, NP_001000649.1
OG0000240	XP_005328466.1, XP_005339567.1, XP_005339614.1	NP_001000448.1, NP_001000450.1, XP_063121147.1, NP_001000454.1, NP_001000449.1
OG0000241	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1
OG0000242	XP_040147635.1	XP_063117357.1
OG0000242	XP_040147647.1	XP_038962024.1
OG0000243	XP_040139732.1	NP_001178491.1
OG0000244	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1	NP_001102457.1
OG0000244	XP_021575817.1, XP_021575818.1	NP_001163049.1, XP_006253733.1
OG0000245	XP_005342385.1	NP_001099686.1, XP_006228050.1
OG0000245	XP_040135784.1, XP_005342378.1	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1
OG0000246	XP_005330864.1	XP_038951330.1, NP_001295194.1
OG0000247	XP_005319984.1, XP_005319983.1	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1
