Orthogroup	Ictidomys_tridecemlineatus	Saimiri_boliviensis_boliviensis
OG0000170	XP_040140643.1	XP_003919916.1
OG0000170	XP_040140644.1	XP_039326958.1
OG0000171	XP_040137995.1	XP_039319831.1
OG0000172	XP_021580544.1	XP_039320443.1
OG0000172	XP_021579599.1	XP_039323441.1
OG0000172	XP_021582117.1	XP_003932734.1, XP_039335289.1
OG0000173	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1	XP_010344788.1, XP_003936029.1, XP_010344789.1
OG0000174	XP_040143514.1, XP_005331299.1, XP_005331298.1	XP_039316009.1, XP_003941959.1, XP_010327976.1, XP_003941960.1, XP_010327980.1, XP_003941962.1, XP_003941961.1
OG0000175	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1	XP_010331846.1, XP_010331841.1
OG0000176	XP_021586296.1	XP_010333235.2, XP_003920207.2, XP_039327375.1
OG0000177	XP_005320807.1, XP_040128037.1	XP_039321184.1, XP_003922168.1
OG0000178	XP_005331038.1	XP_010336016.1
OG0000179	XP_040135815.1	XP_003943230.1
OG0000179	XP_013218874.2, XP_021589705.1, XP_005336557.1	XP_039323094.1
OG0000180	XP_005332179.1, XP_013216865.1, XP_040146475.1, XP_005332181.1, XP_040146477.1, XP_040146476.1	XP_010347870.2, XP_039323049.1
OG0000182	XP_040131343.1, XP_040142003.1	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1
OG0000183	XP_005330057.1	XP_003920090.1
OG0000184	XP_021583955.1	XP_010328719.2
OG0000185	XP_013220832.1	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1
OG0000188	XP_005342915.1	XP_003923418.1, XP_003923419.2
OG0000188	XP_005342579.1	XP_039326451.1, XP_039326452.1
OG0000189	XP_021581958.1, XP_021581959.1	XP_039319953.1
OG0000190	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1	XP_010341794.1
OG0000191	XP_021590313.1, XP_021590312.1, XP_005337482.1	XP_003938697.1, XP_039320884.1
OG0000192	XP_040137795.1, XP_040136928.1, XP_005342362.1	XP_039328200.1, XP_010335696.2
OG0000193	XP_021576154.1	XP_010330508.1
OG0000194	XP_013219821.1	XP_039319950.1, XP_039319949.1, XP_039319948.1
OG0000195	XP_005318853.1	XP_010332345.1
OG0000196	XP_005331660.1	XP_010332904.1
OG0000196	XP_005331744.1, XP_013216745.1	XP_003920149.2
OG0000197	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1
OG0000197	XP_005340595.1	XP_039328941.1
OG0000198	XP_021576775.1, XP_021576763.1	XP_003944090.3
OG0000198	XP_021585719.1	XP_010346188.1
OG0000199	XP_005342313.1, XP_005342312.1	XP_003926867.1, XP_039322282.1, XP_039322281.1
OG0000200	XP_040145130.1, XP_040144903.1	XP_003943305.2
OG0000200	XP_005339172.2	XP_003943303.1, XP_039329878.1
OG0000201	XP_040124601.1	XP_039332191.1, XP_039332900.1
OG0000202	XP_005329390.1	XP_003944247.2
OG0000202	XP_005329392.1	XP_039323270.1, XP_039323300.1, XP_039323187.1
OG0000202	XP_005329388.1, XP_013217385.1	XP_003944253.2
OG0000203	XP_005315882.1	XP_039325610.1
OG0000204	XP_005323205.1	XP_039324880.1
OG0000205	XP_040137841.1	XP_010328386.1, XP_003942279.1
OG0000206	XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1	XP_003936093.1
OG0000207	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1	XP_003925667.1
OG0000208	XP_021580925.1	XP_003945281.1
OG0000209	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1	XP_003940350.1, XP_039322135.1
OG0000211	XP_005337173.1	XP_003924861.1
OG0000211	XP_005337172.1	XP_039319579.1
OG0000211	XP_040131103.1, XP_005329926.1	XP_003932060.1
OG0000213	XP_040149859.1	XP_010349071.2
OG0000213	XP_005319306.1	XP_039319336.1, XP_003923963.1, XP_039325386.1, XP_010348847.2, XP_039317982.1, XP_003929975.2, XP_010330388.2, XP_010329075.1, XP_039327069.1, XP_010335864.2, XP_010329570.2, XP_039328810.1, XP_010336147.1, XP_039323291.1, XP_039323293.1
OG0000214	XP_013217241.1	XP_039321525.1
OG0000214	XP_013214412.1	XP_039330539.1
OG0000214	XP_021580443.1	XP_010339063.1
OG0000215	XP_021586868.1	XP_039332972.1
OG0000216	XP_040149736.1	XP_010349722.1, XP_003940728.1
OG0000216	XP_021580664.1	XP_039320422.1
OG0000217	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1
OG0000218	XP_040136758.1, XP_040136747.1, XP_040136773.1, XP_040136762.1, XP_040136752.1, XP_040136766.1, XP_040136750.1	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1
OG0000219	XP_040131217.1, XP_040135739.1, XP_040124266.1, XP_013214477.1, XP_040126409.1, XP_040124298.1	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1
OG0000220	XP_005331607.1	XP_010333342.1
OG0000221	XP_005341588.1, XP_005330005.1, XP_013216048.1	XP_003920132.1
OG0000222	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1
OG0000223	XP_005341504.1, XP_013216719.1	XP_003920311.3, XP_003920533.1
OG0000224	XP_021585519.1	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1
OG0000225	XP_005335582.1	XP_003920342.1
OG0000226	XP_013220831.1, XP_005340753.1	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1
OG0000227	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1
OG0000228	XP_040123974.1	XP_010345515.1
OG0000228	XP_005326463.1	XP_039325748.1
OG0000230	XP_040127207.1	XP_039319635.1, XP_039319644.1
OG0000230	XP_021590926.1, XP_005317825.1, XP_040144261.1	XP_003937598.1
OG0000231	XP_013220575.1	XP_010330999.1, XP_010331000.1
OG0000231	XP_013217348.2, XP_005339411.1, XP_040128658.1, XP_040128655.1, XP_040128656.1, XP_040128657.1, XP_040128654.1	XP_039320205.1, XP_039320204.1
OG0000232	XP_021577325.2	XP_010329040.2
OG0000232	XP_013218277.1	XP_039331405.1
OG0000233	XP_005316614.1	XP_003928910.1
OG0000236	XP_013213031.1	XP_003926098.1
OG0000237	XP_005336436.1	XP_003931017.2
OG0000241	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1	XP_010335794.2, XP_003920131.2
OG0000243	XP_040139732.1	XP_010344437.1
OG0000244	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1	XP_039322131.1
OG0000244	XP_021575817.1, XP_021575818.1	XP_039331048.1
OG0000245	XP_005342385.1	XP_003944277.1
OG0000245	XP_040135784.1, XP_005342378.1	XP_010330417.1
OG0000246	XP_005330864.1	XP_039334581.1
OG0000247	XP_005319984.1, XP_005319983.1	XP_003927577.1
OG0000248	XP_013218356.1	XP_010343195.1, XP_010343196.1, XP_010343197.1
OG0000249	XP_005326657.1	XP_003929836.1
OG0000249	XP_040147273.1, XP_005342214.1	XP_003929837.1
OG0000251	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1
OG0000252	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1
OG0000255	XP_040128252.1	XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1
OG0000255	XP_040126647.1	XP_039320682.1, XP_039324624.1
OG0000256	XP_021576721.1	XP_003940456.1
OG0000256	XP_040134937.1, XP_021577001.2	XP_003940458.1
OG0000257	XP_005342522.1	XP_003919835.2
OG0000257	XP_013221725.1	XP_003919836.1
OG0000258	XP_005334455.1	XP_039333850.1
OG0000259	XP_005331756.1, XP_005331754.1	XP_003920139.1
OG0000260	XP_005342232.1	XP_010335805.2
OG0000260	XP_005342235.1, XP_005342253.1	XP_003920134.2
OG0000261	XP_005330004.1, XP_005330116.2, XP_005330014.2, XP_005330013.2	XP_003920129.2
OG0000262	XP_005342162.1, XP_005342163.1	XP_003923877.1
OG0000263	XP_005319809.1	XP_010334377.1, XP_003925373.1
OG0000264	XP_040131956.1	XP_010337766.2, XP_010337765.2, XP_039324559.1
OG0000265	XP_021577547.1	XP_039321980.1
OG0000266	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1
OG0000267	XP_040126851.1	XP_039332897.1
OG0000267	XP_040145212.1	XP_039318282.1
OG0000268	XP_040143122.1, XP_040143120.1, XP_005323603.1, XP_005323602.1, XP_021581030.1, XP_021581029.1, XP_021580938.1	XP_039336479.1, XP_010336634.1
OG0000270	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1
OG0000272	XP_013215224.1, XP_021583850.1	XP_003933080.1
OG0000272	XP_005327994.1	XP_003933076.2
OG0000273	XP_040133681.1, XP_005341260.1	XP_039316246.1, XP_010343155.2, XP_003934265.1
OG0000274	XP_005321560.2	XP_003929108.1
OG0000274	XP_005321561.1	XP_003929106.1
OG0000275	XP_013220486.1	XP_039331456.1
OG0000278	XP_005327334.1, XP_040127977.1	XP_039324245.1, XP_003933960.1
OG0000279	XP_040133037.1, XP_005340890.1, XP_021576252.1, XP_013220923.1	XP_039326310.1, XP_039326284.1
OG0000280	XP_005335857.1	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1
OG0000281	XP_040144427.1, XP_005317960.1	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2
OG0000282	XP_005321649.1, XP_040124960.1, XP_040124962.1	XP_039332499.1
OG0000282	XP_005336865.1	XP_039327539.1
OG0000285	XP_040143063.1, XP_040143057.1, XP_040143061.1	XP_003927603.2, XP_010336668.2, XP_039336382.1, XP_010336515.2, XP_003927607.2, XP_010336664.2, XP_003927604.3
OG0000286	XP_005341144.1, XP_013221667.1	XP_003923395.2
OG0000287	XP_013221719.1, XP_005342506.1, XP_005342532.1	XP_003935865.2
OG0000287	XP_005341450.1	XP_003935829.2
OG0000287	XP_005341451.1	XP_003935830.2
OG0000289	XP_005342366.1, XP_040139706.1	XP_003923731.2
OG0000289	XP_040141179.1, XP_005334255.2, XP_040139703.1, XP_005328335.2, XP_040139704.1, XP_005328468.1	XP_010332826.1
OG0000290	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1	XP_010333367.1
OG0000291	XP_021584110.1	XP_010340790.1, XP_003931837.1
OG0000291	XP_040124460.1	XP_003931838.1
OG0000291	XP_005328334.2	XP_039332193.1
OG0000292	XP_040148432.1	XP_039324035.1
OG0000293	XP_005341685.1, XP_013221305.1, XP_040139842.1, XP_005341684.1	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1
OG0000294	XP_005317319.1	XP_039336151.1
OG0000294	XP_040150482.1	XP_039325922.1
OG0000295	XP_005327261.1	XP_039335727.1
OG0000295	XP_040124031.1	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1
OG0000296	XP_005339687.1	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2
OG0000297	XP_005341859.1	XP_003934550.1, XP_010343392.1, XP_039317701.1
OG0000298	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1	XP_010340855.1, NP_001266929.1
OG0000299	XP_040140681.1, XP_005326854.1, XP_021583036.1, XP_040140680.1	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1
OG0000300	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1	XP_003920135.2
OG0000301	XP_005323158.1	XP_003923423.1
OG0000303	XP_040139381.1, XP_040138002.1	XP_039323784.1
OG0000303	XP_040139649.1, XP_040139383.1, XP_040138003.1, XP_021579556.2, XP_040139382.1, XP_021579555.2	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1
OG0000304	XP_021588206.1	XP_039334875.1
OG0000304	XP_040129220.1, XP_040129264.1, XP_040137823.1, XP_021577254.1, XP_040137291.1, XP_040128421.1, XP_040147225.1	XP_003919795.1
OG0000305	XP_005327890.1	XP_039335863.1, XP_039323451.1
OG0000305	XP_040143129.1	XP_003945210.3
OG0000306	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1	XP_039316748.1
OG0000307	XP_040141537.1	XP_039336296.1
OG0000307	XP_021580694.1, XP_013213065.1	XP_039329021.1, XP_039319784.1, XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1
OG0000308	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1	XP_003933702.1
OG0000308	XP_040125403.1	XP_039329871.1
OG0000308	XP_040139489.1, XP_005337554.1	XP_003936897.1
OG0000309	XP_021576505.1, XP_021576504.1	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2
OG0000310	XP_005340592.1, XP_040147441.1	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1
OG0000311	XP_040147089.1	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1
OG0000312	XP_013221210.1, XP_040142771.1	XP_003920315.2
OG0000312	XP_021587490.1	XP_010334255.1, XP_039327118.1
OG0000313	XP_005343009.2	XP_039327756.1
OG0000314	XP_005330344.1	XP_039336147.1
OG0000314	XP_040142843.1	XP_010334539.1
OG0000315	XP_040139715.1, XP_021578065.1, XP_040140667.1	XP_010339995.1, XP_003945283.2
OG0000316	XP_005340720.1	XP_003943964.1
OG0000318	XP_005332912.1	XP_003945195.2, XP_039323698.1, XP_010342139.2, XP_039332746.1, XP_039316379.1, XP_003922825.2
OG0000318	XP_005334175.1	XP_010344951.1
OG0000319	XP_013212966.1, XP_040137025.1, XP_013212967.1	XP_010339352.1
OG0000320	XP_040139197.1, XP_005335427.1, XP_005335428.1	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1
OG0000321	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1
OG0000321	XP_005323437.2	XP_039319977.1
OG0000322	XP_005336620.1	XP_003940320.1
OG0000322	XP_005320369.1	XP_010348000.1
OG0000323	XP_005317790.1	XP_039329992.1
OG0000323	XP_040141010.1	XP_003926406.1, XP_039325476.1
OG0000324	XP_005339222.1, XP_005339221.1	XP_039325213.1
OG0000325	XP_005337391.1, XP_040125440.1, XP_040125442.1, XP_040125441.1	XP_003931402.1, XP_039332552.1, XP_003931401.1
OG0000326	XP_005328614.1	XP_039316283.1
OG0000327	XP_021579876.1, XP_005321871.1, XP_021579875.1	XP_039332783.1, XP_039332782.1, XP_039332784.1
OG0000328	XP_040142396.1, XP_013212185.1, XP_040142399.1, XP_040142392.1, XP_040142397.1, XP_040142394.1, XP_040142395.1, XP_013212187.1, XP_040142398.1, XP_040142393.1, XP_005321111.1, XP_021579284.1	XP_010349061.1, XP_003940074.1
OG0000329	XP_005341346.1	XP_039328473.1
OG0000329	XP_013219405.1	XP_003933510.1
OG0000330	XP_021581691.1, XP_040139014.1, XP_005324777.1, XP_021581690.1	XP_010332103.1
OG0000331	XP_040145103.1	XP_010345824.1
OG0000332	XP_021582916.1, XP_040147243.1, XP_040147244.1, XP_040147245.1	XP_039328671.1, XP_039328672.1
OG0000333	XP_013214887.1, XP_040125613.1, XP_005326957.1, XP_005326956.1	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1
OG0000334	XP_005336240.1	XP_010327807.1
OG0000335	XP_005334605.1	XP_003942734.1
OG0000336	XP_021585472.1, XP_040126078.1	XP_010335917.1, XP_010335916.1
OG0000337	XP_005335221.1, XP_013218254.1	XP_003927448.1
OG0000339	XP_005337691.1	XP_039316760.1, XP_039316761.1
OG0000339	XP_005326975.1	XP_039333039.1
OG0000340	XP_013218034.3	XP_039318835.1, XP_039318836.1
OG0000340	XP_040135814.1	XP_003943209.1
OG0000341	XP_040137496.1	XP_003927227.1
OG0000342	XP_005326496.1	XP_039331607.1
OG0000342	XP_021590529.1	XP_003923715.2
OG0000342	XP_040144274.1	XP_010339462.2
OG0000342	XP_040139375.1	XP_039324935.1, XP_003922085.2
OG0000343	XP_040124453.1, XP_005336047.1, XP_040124455.1	XP_010340785.2, XP_010340786.2, XP_039332938.1
OG0000344	XP_013212084.1	XP_010349695.1
OG0000345	XP_005316939.1, XP_040130303.1, XP_040130300.1, XP_021584561.1, XP_021584555.1, XP_040130302.1, XP_021584571.1, XP_005316938.1, XP_021584582.1, XP_021584556.1, XP_040130304.1, XP_021584569.1, XP_021584568.1, XP_021584566.1	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1
OG0000346	XP_005338152.1	XP_039316753.1
OG0000346	XP_005342961.1, XP_005338157.1, XP_005338154.1	XP_003933465.1
OG0000347	XP_005326876.1	XP_003919869.1
OG0000347	XP_005330426.1, XP_013216273.1, XP_021585557.2	XP_010347152.2
OG0000348	XP_005340275.1	XP_039319820.1, XP_039319819.1, XP_010333844.1
OG0000349	XP_040124581.1, XP_005328227.1, XP_040124579.1, XP_013215354.1, XP_040124580.1	XP_039332121.1, XP_010328576.1
OG0000349	XP_040146099.1, XP_005332980.1	XP_003926325.1
OG0000350	XP_013212458.1	XP_039332440.1
OG0000351	XP_040149678.1	XP_039320496.1
OG0000352	XP_005338090.1, XP_005338089.1	XP_039326951.1
OG0000354	XP_005339125.1, XP_040129036.1	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2
OG0000355	XP_040142884.1, XP_040142888.1, XP_040142886.1, XP_040142882.1, XP_040142883.1, XP_040142887.1, XP_005324366.1	XP_039336490.1, XP_039336491.1
OG0000356	XP_021576157.1, XP_040139372.1, XP_005340754.1	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1
OG0000357	XP_040139138.1, XP_040139127.1, XP_040139142.1, XP_040139134.1, XP_040139147.1	XP_039319899.1, XP_010330519.2
OG0000359	XP_005339035.1	XP_003944378.1
OG0000359	XP_005339034.1, XP_005339033.1	XP_039323523.1, XP_010330550.1
OG0000359	XP_005342597.1	XP_003943447.2
OG0000360	XP_040134512.1	XP_003930084.1
OG0000360	XP_005328623.2	XP_039334104.1
OG0000360	XP_021584317.2	XP_039334092.1
OG0000361	XP_005342441.1, XP_005342620.1	XP_003920138.2, XP_003920142.2
OG0000362	XP_040135751.1	XP_039321710.1, XP_039321709.1
OG0000362	XP_005337484.1	XP_039323844.1
OG0000363	XP_040145116.1, XP_021582491.1	XP_003921542.2
OG0000364	XP_005318327.1, XP_013221773.1	XP_010345041.2
OG0000365	XP_005327753.1, XP_021583673.1, XP_040144953.1, XP_021583674.1, XP_040144954.1, XP_021583675.1, XP_021583672.1	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1
OG0000366	XP_005322779.1, XP_005342865.1, XP_005342859.1, XP_021580342.1, XP_040131290.1, XP_005322776.1, XP_005322777.1	XP_010333283.1, XP_003924294.2
OG0000367	XP_021586982.1	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1
OG0000368	XP_013212201.1, XP_021579145.1, XP_005320944.1, XP_005320943.1	XP_003925240.1, XP_010334201.1
OG0000369	XP_005342420.1, XP_013221935.1, XP_013221680.1, XP_021577244.1, XP_005342417.1, XP_005342415.1, XP_005342418.1, XP_005342424.2, XP_005342419.1	XP_003935345.2
OG0000370	XP_040145360.1, XP_005336887.1, XP_040145361.1, XP_040145359.1, XP_040145362.1, XP_040145357.1, XP_040145356.1, XP_040145358.1	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1
OG0000371	XP_005315835.1	XP_003922004.1
OG0000371	XP_005319321.1	XP_003930850.1, XP_010339689.1
OG0000373	XP_013219550.1, XP_013219549.1, XP_005337978.1, XP_005337977.1, XP_005337979.1	XP_039317940.1, XP_039317941.1, XP_039316567.1
OG0000374	XP_005329925.1	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1
OG0000375	XP_040137275.1, XP_040137274.1, XP_040137276.1, XP_005338676.1, XP_021591157.1, XP_040137273.1	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1
OG0000376	XP_005323500.1, XP_021580940.1	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1
OG0000379	XP_013211481.2	XP_039326923.1
OG0000382	XP_021579900.1, XP_005321910.1, XP_013212500.1, XP_040124719.1	XP_010328928.1, XP_010328930.1, XP_010328929.1, XP_039332339.1, XP_010328932.1, XP_010328931.1, XP_039332340.1, XP_039332338.1
OG0000384	XP_005342167.1, XP_005342153.1, XP_005342154.1	XP_039327253.1
OG0000386	XP_005326201.1	XP_010338540.1
OG0000387	XP_040135939.1	XP_039324584.1, XP_039328311.1, XP_039328312.1, XP_003943464.1
