Orthogroup	Canis_lupus_familiaris	Microcebus_murinus
OG0000130	NP_001376119.1	XP_012642082.1
OG0000130	XP_038424091.1	XP_012641924.1
OG0000130	XP_038424092.1	XP_012642080.1
OG0000131	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1	XP_012641906.1, XP_012599612.1, XP_012641907.1
OG0000132	XP_038382133.1, XP_038382135.1, XP_038382134.1	XP_012600827.1, XP_012600831.1, XP_012600808.1, XP_012600818.1, XP_012600835.1
OG0000133	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1	XP_012646316.1, XP_012646313.1, XP_012646318.1, XP_012646311.1, XP_012646312.1, XP_012646317.1, XP_012646315.1, XP_012646314.1
OG0000134	XP_038432511.1	XP_012615932.1
OG0000135	XP_038435217.1	XP_012645503.1
OG0000136	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1
OG0000137	NP_001375442.1	XP_012623584.2
OG0000137	NP_001375897.1	XP_012623585.1
OG0000137	NP_001375785.1	XP_020145274.1, XP_012623586.2, XP_012623587.1, XP_020145276.1
OG0000137	NP_001375491.1	XP_012623673.2, XP_020145272.1, XP_012623663.2
OG0000138	NP_001376043.1	XP_012641949.1
OG0000138	XP_038424772.1	XP_012641953.1
OG0000138	NP_001375774.1	XP_012641943.1
OG0000138	NP_001375932.1	XP_012641884.1, XP_012641886.2, XP_012641887.2
OG0000139	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1	XP_020145820.1
OG0000140	XP_038421936.1	XP_012644809.1
OG0000142	XP_038386907.1	XP_012611226.1
OG0000143	XP_038427721.1	XP_012610469.1
OG0000144	XP_038427434.1	XP_020137476.1
OG0000145	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1
OG0000146	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1
OG0000147	NP_001243464.1, NP_001002945.2	XP_012590832.1, XP_012590833.1
OG0000148	NP_001300743.1, NP_001375485.1	XP_020141494.1, XP_020141495.1, XP_012608249.1, XP_012608030.1, XP_012608028.1, XP_012608047.1, XP_012608029.1, XP_012608027.2
OG0000149	XP_038384701.1	XP_012613923.1
OG0000149	XP_038442297.1	XP_012604635.1
OG0000149	NP_001376153.1	XP_012617266.1
OG0000149	XP_038442287.1	XP_012604632.1
OG0000150	XP_038394660.1	XP_012597786.2
OG0000151	XP_038404025.1, XP_038404026.1	XP_012642741.1
OG0000151	XP_038402080.1	XP_012643866.1
OG0000153	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1	XP_012609888.1
OG0000156	XP_038384591.1	XP_012616772.1
OG0000156	NP_001003331.1	XP_012626310.1
OG0000157	XP_038428800.1, XP_038428799.1	XP_012628418.1, XP_012628419.1, XP_012628416.1, XP_012628415.1
OG0000157	XP_038413304.1	XP_020142690.1
OG0000158	NP_001239215.1, XP_038442421.1	XP_012646732.1
OG0000159	NP_001375698.1	XP_012598618.1
OG0000160	XP_038445322.1	XP_012594595.1
OG0000161	XP_038417674.1	XP_012644144.2, XP_012611772.1
OG0000162	NP_001002986.1	NP_001296870.1, XP_012596940.2
OG0000163	NP_001070704.1	XP_012604214.1
OG0000163	NP_001003125.1	XP_012604217.1
OG0000164	XP_038383207.1	XP_012590817.1
OG0000165	XP_038385822.1	XP_012644476.1
OG0000166	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1	XP_012628563.1
OG0000167	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1
OG0000168	XP_038414635.1	XP_020142446.1
OG0000170	NP_001300719.1	XP_012636064.1, XP_012636063.1
OG0000171	XP_038381974.1	XP_012592098.1
OG0000172	XP_038435243.1	XP_012607233.1
OG0000172	XP_038382293.1	XP_012603597.1
OG0000172	XP_038428877.1	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1
OG0000173	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1
OG0000175	XP_038418922.1	XP_020142093.1, XP_012646284.1
OG0000175	XP_038418919.1	XP_012646294.1
OG0000175	XP_038418920.1	XP_012646275.1
OG0000175	XP_038418923.1	XP_012646239.1
OG0000175	XP_038418918.1	XP_020142094.1
OG0000176	XP_038419102.1	XP_012605383.1, XP_012605382.1
OG0000177	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1
OG0000179	XP_038381597.1	XP_012616212.1
OG0000179	NP_001006653.1	XP_012616210.1, XP_020138867.1
OG0000180	NP_001124304.1	XP_012646220.2, XP_012646219.2, XP_012645814.1
OG0000181	XP_038391748.1	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1
OG0000182	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1
OG0000183	XP_038419339.1	XP_012645131.1
OG0000185	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1
OG0000187	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1	XP_020143632.1, XP_012611047.1
OG0000188	XP_038424774.1, NP_001257813.1, NP_001257812.1	XP_012642085.1
OG0000188	XP_038424777.1, XP_038424776.1	XP_012642083.1
OG0000188	XP_038424775.1	XP_012642084.1
OG0000189	XP_038424858.1	XP_020142173.1
OG0000189	XP_038444357.1	XP_012623680.2
OG0000190	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1
OG0000191	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1
OG0000192	XP_038432684.1	XP_012595410.1
OG0000192	XP_038432680.1	XP_012602522.1, XP_012595429.1
OG0000193	XP_038443868.1, XP_038443869.1	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1
OG0000194	XP_038444455.1	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1
OG0000195	NP_001003387.1	XP_012602234.1
OG0000196	NP_001375813.1	XP_012602096.1
OG0000196	NP_001375534.1	XP_012602155.1
OG0000196	NP_001375535.1, XP_038418391.1	XP_012602138.2
OG0000197	XP_038443760.1, XP_038443759.1	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1
OG0000197	XP_038382078.1, XP_038412748.1	XP_012635092.1
OG0000198	XP_038385313.1	XP_012630547.1
OG0000198	XP_038383512.1	XP_012606840.1
OG0000199	XP_038383776.1, XP_038383775.1	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1
OG0000200	XP_038397378.1	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1
OG0000200	XP_038397377.1	XP_012604690.1
OG0000201	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2
OG0000202	XP_038415073.1	XP_012626029.1, XP_012626030.1
OG0000202	XP_038415072.1	XP_012593056.1, XP_012591028.1, XP_012591027.1
OG0000203	XP_038421044.1	XP_012600215.2
OG0000204	XP_038424728.1	XP_012600417.1
OG0000205	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1	XP_012592757.1, XP_020145980.1, XP_012592755.1
OG0000206	XP_038426112.1	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1
OG0000207	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1
OG0000208	XP_038442518.1	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1
OG0000210	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1
OG0000211	XP_038399653.1	XP_012601548.1
OG0000211	XP_038399656.1, XP_038399655.1	XP_012601550.1, XP_012601552.1
OG0000211	NP_001239095.1	XP_012610211.1
OG0000212	NP_001375929.1	XP_012638967.2
OG0000213	XP_038387999.1, XP_038415468.1	XP_012610372.1, XP_012618844.1
OG0000214	XP_038422738.1	XP_020139364.1
OG0000214	XP_038393379.1	XP_012605096.1
OG0000214	XP_038388357.1	XP_012639821.1
OG0000215	XP_038402225.1	XP_012644878.1
OG0000216	XP_038411153.1	XP_020144550.1, XP_020144551.1, XP_012617511.1
OG0000217	XP_038443897.1, XP_038443898.1	XP_012643354.1, XP_012643356.1, XP_012643353.1
OG0000218	XP_038445419.1, XP_038445414.1, XP_038445022.1	XP_020140834.1
OG0000219	NP_001183974.1	XP_012628786.1, XP_012629604.1
OG0000220	NP_001375506.1	XP_012615281.1
OG0000220	NP_001375505.1	XP_012615283.1
OG0000220	XP_038419095.1	XP_012615268.1
OG0000221	XP_038418398.1, NP_001375959.1	XP_012643314.1
OG0000222	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1
OG0000224	XP_038441884.1	XP_020139931.1
OG0000225	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1	XP_020140438.1, XP_012646815.1
OG0000226	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1	XP_012622879.1, XP_012622878.1, XP_012622880.1
OG0000228	NP_001003078.1	XP_020143704.1
OG0000229	NP_001003190.1	XP_020145193.1
OG0000230	XP_038416695.1	XP_012634431.1
OG0000230	XP_038387109.1	XP_012620823.1, XP_012620826.1
OG0000231	XP_038439910.1	XP_012597534.1
OG0000231	XP_038415431.1	XP_020140932.1, XP_020140933.1, XP_020140931.1
OG0000232	XP_038420725.1	XP_012607170.1
OG0000232	XP_038443475.1	XP_012594561.1
OG0000233	XP_038436324.1	XP_012618946.1
OG0000235	XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1	XP_012644008.1
OG0000236	NP_001003268.1	XP_012600890.1
OG0000237	XP_038397714.1	XP_012595918.1
OG0000238	NP_001300815.1, NP_001375450.1	XP_012610400.1
OG0000238	NP_001375748.1	XP_012610438.1
OG0000240	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1
OG0000241	NP_001376053.1, NP_001375984.1, NP_001375978.1	XP_012643313.1, XP_012643316.1, XP_012643297.1
OG0000242	XP_038434079.1	XP_020140970.1, XP_012613899.2
OG0000243	XP_038383021.1	XP_020144894.1
OG0000244	XP_038423813.1, XP_038423814.1	XP_012624841.1
OG0000244	XP_038383237.1, XP_038383238.1, XP_038383236.1	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1
OG0000245	XP_038383908.1	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1
OG0000246	XP_038385817.1	XP_012644463.1
OG0000247	XP_038389379.1	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1
OG0000248	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1
OG0000249	XP_038415282.1	XP_012623524.1
OG0000249	XP_038415283.1	XP_012623655.1
OG0000250	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1	XP_020138391.1
OG0000251	XP_038439794.1	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1
OG0000252	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1
OG0000254	NP_001003085.1	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1
OG0000255	NP_001003101.1, XP_038397690.1, XP_038441028.1, XP_038395584.1, XP_038402104.1	XP_012638692.1, XP_012606045.1
OG0000256	NP_001003262.1, XP_038383983.1, XP_038383984.1	XP_012609650.1
OG0000256	NP_001003284.1	XP_012609644.1, XP_012609690.1
OG0000257	NP_001375666.1	XP_012599622.1
OG0000257	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1	XP_012599602.2, XP_012599619.1
OG0000257	NP_001376029.1	XP_012599621.1
OG0000258	NP_001184028.1	XP_012634397.1
OG0000259	NP_001375915.1	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1
OG0000259	NP_001375818.1, NP_001375444.1, NP_001375447.1	XP_012602166.1
OG0000260	NP_001375547.1	XP_012602134.1
OG0000261	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1	XP_012643293.1, XP_012643291.1
OG0000262	XP_038425286.1, XP_038425287.1	XP_012641869.1
OG0000262	NP_001375762.1	XP_012641928.1, XP_012641930.1
OG0000262	NP_001376052.1	XP_012641864.1
OG0000263	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1
OG0000264	XP_038401566.1	XP_020141699.1, XP_020141698.1
OG0000265	XP_038410084.1	XP_012628546.1
OG0000266	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1
OG0000267	XP_038430436.1	XP_020138750.1
OG0000267	XP_038431764.1	XP_020138751.1
OG0000268	XP_038437056.1	XP_012636319.1
OG0000269	XP_038444515.1, XP_038444513.1, XP_038444514.1, XP_038444512.1, XP_038445517.1, XP_038442573.1, XP_038444778.1, XP_038444434.1, XP_038444433.1, XP_038442574.1, XP_038445542.1, XP_038444425.1, XP_038444427.1, XP_038444426.1, XP_038444430.1, XP_038444428.1, XP_038444424.1, XP_038444429.1, XP_038444431.1, XP_038444445.1, XP_038444432.1, XP_038444446.1, XP_038444449.1, XP_038444448.1, XP_038444447.1, XP_038444452.1, XP_038444450.1, XP_038444451.1, XP_038444453.1	XP_020140701.1, XP_012644252.1
OG0000270	XP_038444399.1	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1
OG0000272	NP_001003297.1	XP_012598546.1
OG0000272	NP_001010960.1	XP_012646323.1
OG0000272	NP_001003966.1	XP_012598451.1
OG0000272	NP_001005255.1	XP_012646437.1
OG0000273	XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1
OG0000274	NP_001005251.2	XP_012638783.1
OG0000274	NP_001240664.1	XP_020136793.1, XP_020136795.1, XP_012639779.1, XP_020136791.1, XP_020136790.1, XP_020136789.1, XP_020136794.1, XP_020136792.1
OG0000274	NP_001005250.1	XP_012639019.1
OG0000275	NP_001238971.1	XP_012605170.1, XP_012639801.1
OG0000276	XP_038412291.1, NP_001375471.1	XP_012613559.1
OG0000277	NP_001375575.1	XP_012594072.2
OG0000278	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1
OG0000279	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1
OG0000280	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1	XP_012617558.1, XP_012617559.1
OG0000281	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1
OG0000282	XP_038431256.1	XP_020138645.1, XP_012628234.1
OG0000286	XP_038424104.1, NP_001375651.1	XP_012641846.2, XP_012641849.1
OG0000286	NP_001375652.1, NP_001375653.1	XP_012642041.1, XP_012641915.2
OG0000287	NP_001375697.1	XP_012608042.2
OG0000287	NP_001375480.1, XP_038445523.1	XP_012608300.1
OG0000288	XP_038418397.1	XP_012643275.1
OG0000289	XP_038392012.1	XP_012603474.1
OG0000290	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1	XP_012608173.1
OG0000291	XP_038402692.1	XP_012602865.1
OG0000291	XP_038402679.1	XP_012602864.1
OG0000291	XP_038402681.1	XP_012602861.1
OG0000292	XP_038411866.1	XP_020140949.1
OG0000293	XP_038418902.1	XP_012624965.1, XP_012624963.1, XP_012624964.1
OG0000294	XP_038426642.1	XP_012600777.1, XP_012600776.1
OG0000294	XP_038440945.1	XP_012641271.2
OG0000295	XP_038428298.1	XP_012636412.1
OG0000295	XP_038435485.1	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1
OG0000297	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1
OG0000298	NP_001003072.1	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1
OG0000299	NP_001091451.1	XP_012611259.1, XP_012611258.1, XP_012611260.1
OG0000299	XP_038390795.1, XP_038390794.1	XP_012641791.1
OG0000300	XP_038420408.1, NP_001375546.1, NP_001243388.1	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1
OG0000301	NP_001376050.1, NP_001375960.1	XP_012641939.2
OG0000301	NP_001375772.1	XP_012641938.2
OG0000304	XP_038385854.1	XP_020139677.1
OG0000304	XP_038445081.1	XP_020135693.1, XP_020137632.1, XP_020137479.1, XP_020137483.1, XP_012612227.1, XP_012612221.1, XP_020137482.1, XP_020137480.1, XP_012612226.1, XP_020137481.1, XP_012612228.1, XP_012612229.1
OG0000306	XP_038397108.1	XP_012606999.1
OG0000307	XP_038426948.1, XP_038414993.1, XP_038411021.1, XP_038399910.1, XP_038406429.1	XP_012625355.1
OG0000308	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1	XP_012598511.1, XP_012598508.1, XP_012598510.1
OG0000308	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1	XP_020137097.1
OG0000309	XP_038412373.1, XP_038412371.1, XP_038412372.1	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1
OG0000311	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1
OG0000312	XP_038420123.1	XP_012633806.1
OG0000312	XP_038418440.1, XP_038420114.1	XP_020142004.1
OG0000313	XP_038432096.1	XP_020143028.1, XP_012618440.1
OG0000314	XP_038439867.1	XP_012608488.1
OG0000314	XP_038442711.1, XP_038442713.1, XP_038442710.1	XP_020140641.1
OG0000315	XP_038442524.1	XP_012595136.1, XP_020140523.1
OG0000315	XP_038444752.1	XP_012642647.1, XP_012642648.1
OG0000316	XP_038442595.1, XP_038445285.1, XP_038442594.1	XP_012603267.1
OG0000316	XP_038445254.1, XP_038442592.1	XP_012613613.1
OG0000318	XP_038427291.1	XP_012620955.1, XP_012620954.1
OG0000318	NP_001376157.1	XP_012636124.2, XP_012630788.2
OG0000319	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1	XP_012641090.1, XP_012641089.1, XP_012641091.1, XP_012641088.1, XP_012641092.1, XP_012608514.1, XP_012597729.1
