Orthogroup	Canis_lupus_familiaris	Ictidomys_tridecemlineatus
OG0000131	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1	XP_005342523.1, XP_005342525.1, XP_005342524.1
OG0000132	XP_038382133.1, XP_038382135.1, XP_038382134.1	XP_040139331.1, XP_040139338.1, XP_040139337.1, XP_040139335.1, XP_040139330.1, XP_040139329.1, XP_040139336.1, XP_021588609.1, XP_040139334.1, XP_021588610.1, XP_013218100.1, XP_040139332.1
OG0000133	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1	XP_013215191.1, XP_013215190.1, XP_040144905.1, XP_021583713.1
OG0000134	XP_038432511.1	XP_013219711.1
OG0000135	XP_038435217.1	XP_021586730.1
OG0000136	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1	XP_021580553.1, XP_040149975.1, XP_005322988.1, XP_040149974.1, XP_040149976.1
OG0000137	NP_001375491.1	XP_005326680.1
OG0000138	XP_038424772.1	XP_005323362.1
OG0000138	NP_001375774.1	XP_005323163.1
OG0000138	NP_001375932.1	XP_005323360.1
OG0000139	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1	XP_013217775.1
OG0000142	XP_038386907.1	XP_005318275.1
OG0000143	XP_038427721.1	XP_040128839.1
OG0000144	XP_038427434.1	XP_040130281.1
OG0000145	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1	XP_040129752.1, XP_021591552.1, XP_040129751.1, XP_040129750.1, XP_005339253.1, XP_013220153.1
OG0000146	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1	XP_040149796.1, XP_040149799.1, XP_021584342.1, XP_021584343.1, XP_040149797.1, XP_040149798.1, XP_013215551.1, XP_040149800.1
OG0000147	NP_001243464.1, NP_001002945.2	XP_040127126.1
OG0000148	NP_001375983.1	XP_005341481.1, XP_005341482.1
OG0000148	NP_001300743.1, NP_001375485.1	XP_013221192.1
OG0000149	XP_038384701.1	XP_021590883.2
OG0000149	XP_038442297.1	XP_005339432.1
OG0000149	NP_001376153.1	XP_005334975.1
OG0000149	XP_038442287.1	XP_013220247.1
OG0000150	XP_038394660.1	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3
OG0000153	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1	XP_005342301.1, XP_013221603.1
OG0000156	XP_038384591.1	XP_021590844.1
OG0000156	NP_001003331.1	XP_005342432.2, XP_021577096.1, XP_021577098.1, XP_040135846.1, XP_040135848.1, XP_021577099.1
OG0000157	XP_038428800.1, XP_038428799.1	XP_021582078.1, XP_005325458.1
OG0000157	XP_038413304.1, NP_001184045.1, XP_038394106.1	XP_005341320.1
OG0000158	XP_038445525.1	XP_040134692.1
OG0000159	NP_001375698.1	XP_013218996.1, XP_005336827.1, XP_005336828.1
OG0000159	NP_001375903.1	XP_013218998.1
OG0000160	XP_038439966.1, XP_038437043.1	XP_005316364.1
OG0000160	XP_038414942.1	XP_040148147.1, XP_040133880.1
OG0000161	XP_038417674.1	XP_040127058.1, XP_040127059.1, XP_013212610.2, XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2
OG0000162	NP_001002986.1	XP_021577193.1
OG0000163	NP_001003125.1	XP_021584638.2, XP_005329174.2
OG0000164	XP_038435479.1	XP_005335890.1
OG0000164	XP_038383207.1	XP_040146081.1
OG0000165	XP_038385822.1	XP_005334350.1
OG0000166	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1
OG0000167	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1
OG0000168	XP_038414635.1, XP_038437167.1, XP_038427261.1, XP_038402638.1	XP_005336035.1
OG0000170	NP_001300719.1	XP_005326831.1
OG0000172	XP_038435243.1	XP_021580544.1
OG0000172	XP_038382293.1	XP_021579599.1
OG0000172	XP_038428877.1	XP_021582117.1
OG0000173	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1
OG0000174	XP_038416551.1	XP_040143514.1, XP_005331299.1, XP_005331298.1
OG0000175	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1
OG0000176	XP_038419102.1	XP_005331614.2
OG0000176	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1	XP_021586296.1
OG0000177	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1	XP_005320807.1, XP_040128037.1
OG0000178	XP_038439600.1	XP_005331038.1
OG0000179	XP_038381597.1	XP_040135815.1
OG0000179	NP_001006653.1	XP_013218874.2, XP_021589705.1, XP_005336557.1
OG0000180	NP_001124304.1	XP_005332179.1
OG0000181	XP_038391748.1	XP_005339568.1, XP_021575222.1, XP_005339569.1, XP_005339619.1, XP_005339571.1
OG0000182	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1	XP_040131343.1, XP_040142003.1
OG0000183	XP_038419339.1	XP_005330057.1
OG0000184	XP_038427004.1	XP_021583955.1
OG0000185	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1	XP_013220832.1
OG0000187	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1	XP_005339721.1, XP_040124079.1, XP_005339720.1, XP_021575331.1
OG0000188	XP_038424774.1, NP_001257813.1, NP_001257812.1	XP_005342915.1
OG0000188	XP_038424775.1	XP_005342579.1
OG0000189	XP_038444357.1	XP_021581958.1, XP_021581959.1
OG0000190	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000192	XP_038432680.1	XP_040137795.1, XP_040136928.1, XP_005342362.1
OG0000193	XP_038443868.1, XP_038443869.1	XP_021576154.1
OG0000194	XP_038444455.1	XP_013219821.1
OG0000195	NP_001003387.1	XP_005318853.1
OG0000196	NP_001375813.1	XP_005331659.1
OG0000196	NP_001375534.1	XP_005331660.1
OG0000196	NP_001375535.1, XP_038418391.1	XP_005331744.1, XP_013216745.1
OG0000197	XP_038443760.1, XP_038443759.1	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1
OG0000197	XP_038382078.1, XP_038412748.1	XP_005340595.1
OG0000198	XP_038385313.1	XP_021585719.1
OG0000199	XP_038383776.1, XP_038383775.1	XP_005342313.1, XP_005342312.1
OG0000200	XP_038397378.1	XP_040145130.1, XP_040144903.1
OG0000200	XP_038397377.1	XP_005339172.2
OG0000201	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1	XP_040124601.1
OG0000202	XP_038415073.1	XP_005329390.1
OG0000202	XP_038415072.1	XP_005329392.1
OG0000203	XP_038421044.1	XP_005315882.1
OG0000204	XP_038424728.1	XP_005323205.1
OG0000205	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1	XP_040137841.1
OG0000206	XP_038426112.1	XP_021587336.1, XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1
OG0000206	XP_038426110.1	XP_005317336.1
OG0000207	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000208	XP_038442518.1	XP_021580925.1
OG0000210	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1	XP_013214768.1
OG0000211	XP_038399653.1	XP_005337173.1
OG0000211	XP_038399656.1, XP_038399655.1	XP_005337172.1
OG0000211	NP_001239095.1	XP_040131103.1, XP_005329926.1
OG0000212	NP_001376077.1	XP_005339417.2
OG0000213	XP_038387999.1	XP_040149859.1
OG0000213	XP_038415468.1	XP_005319306.1
OG0000214	XP_038422738.1	XP_013217241.1
OG0000214	XP_038393379.1	XP_013214412.1
OG0000214	XP_038388357.1	XP_021580443.1
OG0000215	XP_038402225.1	XP_021586868.1
OG0000216	XP_038411153.1	XP_021580664.1
OG0000217	XP_038443897.1, XP_038443898.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
OG0000218	XP_038445419.1, XP_038445414.1, XP_038445022.1	XP_040136758.1, XP_040136747.1, XP_040136773.1, XP_040136762.1, XP_040136752.1, XP_040136766.1, XP_040136750.1
OG0000219	NP_001183974.1	XP_040131217.1, XP_040135739.1, XP_040124266.1, XP_013214477.1, XP_040126409.1, XP_040124298.1
OG0000220	NP_001375507.1	XP_005331607.1
OG0000220	XP_038419095.1	XP_005331608.1
OG0000221	XP_038418398.1, NP_001375959.1	XP_005341588.1, XP_005330005.1, XP_013216048.1
OG0000222	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1
OG0000223	XP_038420126.1	XP_005341504.1, XP_013216719.1
OG0000224	XP_038441884.1	XP_021585519.1
OG0000225	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1	XP_005335582.1
OG0000226	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1	XP_013220831.1, XP_005340753.1
OG0000228	NP_001003078.1	XP_040123974.1
OG0000230	XP_038416695.1	XP_005327412.1, XP_021583451.1, XP_040127207.1
OG0000230	XP_038387109.1	XP_021590926.1, XP_005317825.1, XP_040144261.1
OG0000231	XP_038439910.1	XP_013220575.1
OG0000231	XP_038415431.1	XP_013217348.2, XP_005339411.1, XP_040128658.1, XP_040128655.1, XP_040128656.1, XP_040128657.1, XP_040128654.1
OG0000232	XP_038420725.1	XP_021577325.2
OG0000232	XP_038443475.1	XP_013218277.1
OG0000233	XP_038436324.1	XP_005316614.1
OG0000236	NP_001003268.1	XP_013213031.1
OG0000237	XP_038420950.1	XP_005336436.1
OG0000237	XP_038392208.1, XP_038409046.1	XP_040146151.1
OG0000238	NP_001375748.1	XP_005335647.1, XP_005342295.1, XP_013218498.2
OG0000239	NP_001376065.1, NP_001376039.1	XP_013221251.1, XP_013221258.1, XP_005341594.1
OG0000239	NP_001375552.1	XP_005341593.1
OG0000240	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1	XP_005328466.1, XP_005339567.1, XP_005339614.1
OG0000241	NP_001376053.1, NP_001375984.1, NP_001375978.1	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_038434079.1	XP_040147628.1
OG0000243	XP_038383021.1	XP_040139732.1
OG0000244	XP_038423813.1, XP_038423814.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	XP_038383237.1, XP_038383238.1, XP_038383236.1	XP_021575817.1, XP_021575818.1
OG0000245	XP_038383908.1	XP_040135784.1, XP_005342378.1
OG0000246	XP_038385817.1	XP_005330864.1
OG0000247	XP_038389379.1	XP_005319984.1, XP_005319983.1
OG0000248	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1	XP_013218356.1
OG0000249	XP_038415282.1	XP_005326657.1
OG0000249	XP_038415283.1	XP_040147273.1, XP_005342214.1
OG0000251	XP_038439794.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
OG0000252	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1
OG0000254	NP_001003085.1	XP_005318249.1, XP_013220796.1, XP_040135265.1
OG0000255	XP_038441028.1	XP_040128252.1
OG0000255	XP_038395584.1	XP_040126647.1
OG0000255	XP_038402104.1	XP_005320953.1, XP_005328464.1
OG0000256	NP_001003262.1, XP_038383983.1, XP_038383984.1	XP_021576721.1
OG0000256	NP_001003284.1	XP_040134937.1, XP_021577001.2
OG0000257	NP_001375666.1	XP_005342522.1
OG0000257	NP_001376029.1	XP_013221725.1
OG0000258	NP_001184028.1	XP_005334455.1
OG0000259	NP_001375915.1	XP_005331756.1, XP_005331754.1
OG0000260	NP_001375547.1	XP_005342235.1, XP_005342253.1
OG0000261	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1	XP_005330013.2
OG0000262	NP_001375762.1	XP_005342162.1, XP_005342163.1
OG0000263	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1	XP_005319809.1
OG0000264	XP_038401566.1	XP_040131956.1
OG0000265	XP_038410084.1	XP_021577547.1
OG0000266	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1
OG0000267	XP_038430435.1	XP_005342052.1, XP_040146849.1
OG0000267	XP_038430436.1	XP_040146852.1
OG0000267	XP_038431764.1	XP_040145212.1
OG0000268	XP_038437056.1	XP_005323602.1, XP_021581030.1, XP_021581029.1, XP_021580938.1
OG0000270	XP_038444399.1	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1
OG0000272	NP_001003297.1	XP_005327994.1
OG0000273	XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1	XP_040133681.1, XP_005341260.1
OG0000274	NP_001005251.2	XP_005321560.2
OG0000274	NP_001240664.1	XP_013212440.1
OG0000274	NP_001005250.1	XP_005321561.1
OG0000275	NP_001238971.1	XP_013220486.1
OG0000276	XP_038412291.1, NP_001375471.1	XP_005342422.1
OG0000277	NP_001375575.1	XP_005330137.1, XP_005330018.1, XP_005330132.1, XP_005342856.1, XP_005330133.2, XP_013216076.1
OG0000278	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1	XP_005327334.1, XP_040127977.1
OG0000279	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1	XP_040133037.1, XP_005340890.1, XP_021576252.1, XP_013220923.1
OG0000280	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1	XP_005335857.1
OG0000281	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1	XP_040144427.1, XP_005317960.1
OG0000282	XP_038431256.1, XP_038431255.1	XP_005336865.1
OG0000283	XP_038440330.1	XP_005341422.1, XP_021590106.1, XP_005337137.1, XP_013219105.1, XP_040139581.1, XP_005341423.1, XP_005337135.2, XP_005337127.2, XP_013219086.2, XP_013219108.2, XP_013219123.1, XP_013219087.1, XP_021590103.1, XP_021590105.1
OG0000286	NP_001375652.1, NP_001375653.1	XP_005341144.1, XP_013221667.1
OG0000287	NP_001375697.1	XP_013221719.1, XP_005342506.1, XP_005342532.1
OG0000287	NP_001375480.1, XP_038445523.1	XP_005341450.1
OG0000287	NP_001375481.1	XP_005341451.1
OG0000288	NP_001376018.1	XP_005341607.1, XP_005341608.1
OG0000288	NP_001376023.1	XP_005330111.1, XP_013216049.1
OG0000288	XP_038418397.1	XP_005341603.1
OG0000288	XP_038420411.1	XP_005341595.1
OG0000289	XP_038392012.1	XP_005342366.1, XP_040139706.1
OG0000290	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1
OG0000291	XP_038402692.1	XP_021584110.1
OG0000291	XP_038402679.1	XP_005328307.1
OG0000291	XP_038402681.1	XP_040124460.1
OG0000292	XP_038411866.1	XP_040148432.1
OG0000293	XP_038418902.1	XP_005341685.1, XP_013221305.1, XP_040139842.1, XP_005341684.1
OG0000294	XP_038426642.1	XP_005317319.1
OG0000295	XP_038428298.1	XP_005327261.1
OG0000295	XP_038435485.1	XP_040124031.1
OG0000296	XP_038430362.1	XP_005339687.1
OG0000297	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1	XP_005341859.1
OG0000298	NP_001003072.1	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1
OG0000299	NP_001091451.1	XP_040140681.1, XP_005326854.1, XP_021583036.1, XP_040140680.1
OG0000300	XP_038420408.1, NP_001375546.1, NP_001243388.1	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1
OG0000301	NP_001376050.1, NP_001375960.1	XP_005323158.1
OG0000301	NP_001375772.1	XP_005323157.1, XP_005342853.1, XP_005323357.1
OG0000302	NP_001376056.1, XP_038419187.1, NP_001376055.1	XP_005342238.1, XP_005342236.1, XP_005342245.2, XP_013221575.1, XP_005342246.2, XP_005342248.1, XP_005342247.1
OG0000303	XP_038381411.1	XP_040139381.1, XP_040138002.1
OG0000303	XP_038381518.1, XP_038381516.1, XP_038381412.1	XP_040139649.1, XP_040139383.1, XP_040138003.1, XP_021579556.2, XP_040139382.1, XP_021579555.2
OG0000304	XP_038385854.1	XP_021588206.1
OG0000304	XP_038445081.1	XP_040129220.1, XP_040129264.1, XP_040137823.1, XP_021577254.1, XP_040137291.1, XP_040128421.1, XP_040147225.1
OG0000306	XP_038397108.1	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1
OG0000307	XP_038426948.1, XP_038414993.1, XP_038411021.1, XP_038399910.1, XP_038406429.1	XP_021580694.1, XP_013213065.1
OG0000308	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1
OG0000308	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1	XP_040125403.1, XP_040139489.1, XP_005337554.1
OG0000309	XP_038412373.1, XP_038412371.1, XP_038412372.1	XP_021576505.1, XP_021576504.1
OG0000310	XP_038412756.1	XP_005340592.1, XP_040147441.1
OG0000311	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1	XP_040147089.1
OG0000312	XP_038420123.1	XP_013221210.1, XP_040142771.1
OG0000312	XP_038418440.1, XP_038420114.1	XP_021587490.1
OG0000313	XP_038433659.1	XP_021581920.2, XP_040136547.1
OG0000313	XP_038432096.1	XP_005343009.2
OG0000314	XP_038439867.1	XP_005330344.1
OG0000314	XP_038442711.1, XP_038442713.1, XP_038442710.1	XP_040142843.1
OG0000315	XP_038442524.1, XP_038444752.1	XP_040139715.1, XP_021578065.1, XP_040140667.1
OG0000316	XP_038442595.1, XP_038445285.1	XP_040145038.1
OG0000316	XP_038442594.1	XP_040145042.1
OG0000316	XP_038445254.1, XP_038442592.1	XP_005340720.1
OG0000318	XP_038427291.1	XP_005334175.1
OG0000319	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1	XP_013212966.1, XP_040137025.1, XP_013212967.1
OG0000320	XP_038382664.1	XP_040139197.1, XP_005335427.1, XP_005335428.1
OG0000321	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1
OG0000321	XP_038443931.1	XP_005323437.2
OG0000322	XP_038401476.1	XP_005336620.1
OG0000322	XP_038407157.1	XP_005320369.1
OG0000323	XP_038387193.1, XP_038387195.1	XP_005317790.1
OG0000323	XP_038432898.1	XP_040141010.1, XP_040138819.1
OG0000324	XP_038401548.1	XP_005339222.1
OG0000325	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1	XP_005337391.1, XP_040125440.1, XP_040125442.1, XP_040125441.1
OG0000326	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1	XP_005328614.1
OG0000327	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1	XP_021579876.1, XP_005321871.1, XP_021579875.1
OG0000328	XP_038405037.1, XP_038405036.1, XP_038405039.1, XP_038405038.1	XP_040142396.1, XP_013212185.1, XP_040142399.1, XP_040142392.1, XP_040142397.1, XP_040142394.1, XP_040142395.1, XP_013212187.1, XP_040142398.1, XP_040142393.1, XP_005321111.1, XP_021579284.1
OG0000329	XP_038405893.1, XP_038405894.1	XP_005341346.1
OG0000329	XP_038418304.1	XP_013219405.1
OG0000330	XP_038410630.1	XP_021581691.1, XP_040139014.1, XP_005324777.1, XP_021581690.1
OG0000331	XP_038413651.1	XP_040145103.1
