Orthogroup	Canis_lupus_familiaris	Mus_musculus
OG0000125	XP_038402032.1, NP_001333023.1, NP_001333024.1	NP_082259.2, NP_038598.1, NP_034789.2
OG0000125	XP_038402033.1	NP_081839.1
OG0000127	XP_038437879.1, XP_038437881.1, XP_038437890.1, XP_038437877.1, XP_038437884.1, XP_038437888.1, XP_038437883.1, XP_038437891.1, XP_038437892.1, XP_038437887.1, XP_038437882.1, XP_038437893.1, XP_038437880.1, XP_038437885.1, XP_038437878.1, XP_038437889.1, XP_038437886.1	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1
OG0000128	XP_038440255.1	NP_598830.2
OG0000128	XP_038440239.1	XP_006516679.1, NP_001164109.1, NP_033224.3
OG0000128	XP_038440246.1	XP_006516709.1
OG0000128	XP_038440245.1	NP_795990.2, XP_006516756.1
OG0000129	NP_001301024.1	NP_032207.3, NP_001230021.1, NP_032208.2, XP_006510877.1, NP_001116132.1
OG0000130	XP_038424091.1	NP_038646.2
OG0000130	NP_001375626.1	NP_038645.2
OG0000130	XP_038424092.1	NP_667333.2, NP_038644.2
OG0000131	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2
OG0000132	XP_038382133.1, XP_038382135.1, XP_038382134.1	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2
OG0000133	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1	NP_001116240.1, NP_848816.3, XP_006534956.1
OG0000134	XP_038432511.1	NP_001359349.1
OG0000135	XP_038435217.1	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1
OG0000136	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1	XP_006537959.1, NP_001342645.1, NP_775602.1
OG0000137	NP_001375442.1	NP_666385.1
OG0000137	NP_001375897.1	NP_666407.1
OG0000137	NP_001375785.1	NP_666865.1, NP_666866.1, NP_666867.1
OG0000137	NP_001375491.1	NP_666408.1
OG0000138	NP_001376043.1	NP_667325.1
OG0000138	XP_038424772.1	NP_667321.1
OG0000139	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1
OG0000140	XP_038421936.1	NP_663433.2
OG0000142	XP_038386907.1	NP_082497.2, XP_006530603.1, NP_001350385.1
OG0000145	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3
OG0000146	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1
OG0000147	NP_001243464.1, NP_001002945.2	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1
OG0000148	NP_001375983.1	NP_666532.2, NP_666879.2, NP_997016.2, NP_666641.2, NP_001170979.1, NP_666878.2, XP_017171513.1, NP_001011738.1
OG0000149	XP_038384701.1	NP_001407721.1
OG0000149	XP_038442297.1	NP_848492.1
OG0000149	NP_001376153.1	NP_659149.1
OG0000149	XP_038442287.1	NP_038762.1
OG0000150	XP_038394660.1	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2
OG0000151	XP_038404025.1, XP_038404026.1	NP_001159500.1, XP_006533299.1
OG0000151	XP_038402080.1	NP_899024.3, XP_006533637.1
OG0000152	XP_038418349.1	NP_035607.2
OG0000153	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1	NP_666436.1, NP_997030.1
OG0000157	XP_038428800.1, XP_038428799.1	NP_031932.1
OG0000157	XP_038413304.1, NP_001184045.1, XP_038394106.1	NP_034236.2
OG0000158	NP_001239215.1	NP_001177187.1, NP_081291.1
OG0000159	NP_001375698.1	NP_001011808.1, NP_667205.2, NP_997433.2, NP_667206.1
OG0000159	XP_038438398.1, NP_001375903.1	NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2
OG0000160	XP_038394772.1	XP_036018061.1
OG0000160	XP_038414942.1	XP_006522569.1, NP_080870.1
OG0000160	XP_038387301.1	NP_080331.1
OG0000161	XP_038417674.1	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3
OG0000162	NP_001002986.1	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1
OG0000163	NP_001070704.1	XP_036010474.1, NP_033938.3
OG0000163	NP_001003125.1	NP_033937.2
OG0000164	XP_038383207.1	XP_036011335.1
OG0000165	XP_038385822.1	XP_011245218.1, NP_001347376.1, NP_848837.3
OG0000166	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1
OG0000167	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1	NP_775584.1, NP_001157175.1, XP_006507744.1
OG0000170	NP_001300719.1	XP_006507275.1, NP_473425.2
OG0000171	XP_038381974.1	NP_035425.2, NP_001394371.1
OG0000172	XP_038435243.1	NP_001171266.1
OG0000172	XP_038382293.1	NP_001155294.1
OG0000172	XP_038428877.1	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1
OG0000173	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1	NP_001346369.1
OG0000175	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1
OG0000176	XP_038419102.1	NP_001013784.2, NP_001161379.1
OG0000176	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1	NP_666047.1
OG0000177	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1	NP_084211.2, XP_006508395.1, NP_001347697.1
OG0000178	XP_038439600.1	NP_001139424.1
OG0000179	XP_038381597.1	NP_038837.1
OG0000179	NP_001006653.1	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1
OG0000180	NP_001124304.1	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1
OG0000181	XP_038391748.1	NP_667086.2, XP_006510429.1, NP_667017.2, NP_667079.1, NP_667081.2, NP_667082.2, NP_997436.2, NP_666448.2, NP_997435.2, NP_666689.2
OG0000182	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1	XP_006537898.1, NP_001009949.3
OG0000183	XP_038419339.1	NP_001342345.1
OG0000184	XP_038427004.1	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1
OG0000185	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1	NP_080357.4, NP_001005385.1, NP_001004359.1
OG0000187	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1	NP_667248.1, NP_666701.1, NP_996779.1, NP_666702.1, NP_666389.1
OG0000188	XP_038424774.1, NP_001257813.1, NP_001257812.1	NP_032246.2, NP_001188320.1
OG0000188	XP_038424775.1	NP_032245.1
OG0000189	XP_038424858.1	NP_083936.1
OG0000189	XP_038444357.1	NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1
OG0000189	XP_038401086.1	NP_001345904.1, NP_033059.2, NP_001345903.1, NP_001239018.1
OG0000190	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1
OG0000191	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1
OG0000192	XP_038432680.1	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1
OG0000193	XP_038443868.1, XP_038443869.1	NP_937804.1, NP_001091692.1, XP_006528671.1
OG0000194	XP_038444455.1	NP_081063.1
OG0000195	NP_001003387.1	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1
OG0000196	NP_001375534.1	NP_666779.1
OG0000196	NP_001375535.1, XP_038418391.1	NP_001011758.2
OG0000197	XP_038443760.1, XP_038443759.1, XP_038382078.1, XP_038412748.1	NP_001035966.1
OG0000199	XP_038383776.1, XP_038383775.1	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1
OG0000200	XP_038397378.1	NP_705792.2
OG0000201	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1	NP_001028606.2, XP_011247678.1
OG0000202	XP_038415073.1	NP_694737.1
OG0000202	XP_038415072.1	NP_694750.3, NP_001171022.1
OG0000203	XP_038421044.1	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1
OG0000204	XP_038424728.1	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1
OG0000205	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3
OG0000206	XP_038426109.1, XP_038426112.1, XP_038426110.1, XP_038426111.1	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1
OG0000207	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1	XP_006496044.1, NP_001343974.1, NP_666362.1
OG0000208	XP_038442518.1	NP_001028967.2, XP_011246164.1
OG0000210	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1	NP_035445.1, NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1
OG0000211	XP_038399656.1, XP_038399655.1	NP_075891.1
OG0000211	NP_001239095.1	NP_742116.1, NP_001405859.1
OG0000213	XP_038387999.1	NP_032933.1, XP_036009546.1
OG0000214	XP_038422738.1	XP_006509847.1
OG0000214	XP_038393379.1	NP_001342461.1, NP_940840.1, XP_006503474.1, NP_076161.2
OG0000214	XP_038388357.1	XP_006517391.1
OG0000215	XP_038402225.1	NP_035698.1
OG0000216	XP_038411153.1	NP_001346773.1, NP_001164338.1, NP_001346774.1, NP_001346771.1, XP_006520174.1, NP_001346772.1, NP_001346768.1, NP_001164339.1, NP_001346770.1
OG0000217	XP_038443897.1, XP_038443898.1	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1
OG0000218	XP_038445419.1, XP_038445414.1, XP_038445022.1	NP_001345968.1, NP_001158156.1, NP_001158155.1
OG0000219	NP_001183974.1	NP_031834.1
OG0000220	NP_001375506.1	NP_666891.1
OG0000220	NP_001375507.1	NP_001011853.1, NP_667020.1
OG0000220	XP_038419095.1	NP_666890.1
OG0000221	XP_038418398.1, NP_001375959.1	NP_667106.1, NP_667107.2, NP_001001810.2
OG0000222	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1
OG0000223	XP_038420126.1	XP_017173677.1, NP_666344.1, NP_795976.1, NP_001013842.2, XP_006527242.1, XP_017173565.1, NP_766364.1, XP_006526877.1, NP_659034.1
OG0000224	XP_038441884.1	NP_001263696.1, NP_001344157.1, NP_653113.4
OG0000225	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1
OG0000226	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1	XP_011246047.1, NP_001007579.1
OG0000228	NP_001003078.1	NP_659545.2, NP_958812.3
OG0000230	XP_038416695.1	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1
OG0000232	XP_038420725.1	NP_001355702.1
OG0000232	XP_038443475.1	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1
OG0000235	XP_038426195.1, NP_001003080.1, NP_001180585.1	NP_034369.1
OG0000236	NP_001003268.1	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1
OG0000237	XP_038420950.1, NP_001239132.1	NP_001239148.1
OG0000237	XP_038442463.1	NP_444487.1
OG0000237	XP_038391466.1	NP_001245387.1
OG0000240	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1	XP_017168881.1, NP_667012.2, NP_667014.2, NP_667015.2
OG0000241	NP_001376053.1, NP_001375984.1, NP_001375978.1	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2
OG0000242	XP_038434079.1	XP_036018662.1
OG0000243	XP_038383021.1	NP_001349416.1, NP_001349428.1, NP_001349417.1, NP_001349418.1, NP_001349430.1, NP_001349432.1, NP_001349429.1, NP_001349420.1, NP_001349436.1, NP_001349427.1, NP_001349435.1, NP_001349433.1, NP_001349419.1, NP_001349431.1, NP_001349437.1, NP_001349434.1, NP_001349426.1, NP_001349425.1, XP_006527017.1, NP_001030320.1, NP_001030318.1, NP_001030317.1, NP_001030319.1, NP_001030316.1
OG0000244	XP_038423813.1, XP_038423814.1	NP_660252.1, XP_006513501.1
OG0000244	XP_038383237.1, XP_038383238.1, XP_038383236.1	NP_001019645.1, XP_006517013.1
OG0000245	XP_038383908.1	NP_032068.2, NP_032065.1, NP_032067.2, NP_032066.2, XP_030106054.1, NP_796290.2
OG0000246	XP_038385817.1	NP_035676.1
OG0000247	XP_038389379.1	NP_001363905.1, NP_001363904.1, NP_001363901.1, XP_036021351.1, NP_598458.1, NP_001363903.1, NP_001363906.1, NP_001363908.1, NP_001363902.1, NP_001363900.1, NP_001363907.1
OG0000248	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1
OG0000249	XP_038415282.1	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1
OG0000249	XP_038415283.1	NP_075822.3
OG0000250	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1	XP_030107324.1
OG0000251	XP_038439794.1	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1
OG0000252	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1	NP_001276652.1, NP_001276651.1, XP_006499187.1, NP_694778.1
OG0000254	NP_001003085.1	NP_001013786.2, XP_017168309.1, NP_067431.2, NP_598421.1, NP_001074841.1, NP_031980.2, NP_444430.2
OG0000255	NP_001003101.1, XP_038397690.1, XP_038441028.1, XP_038395584.1, XP_038402104.1	NP_058653.1, XP_036013671.1
OG0000256	NP_001003262.1, XP_038383983.1, XP_038383984.1	NP_032482.1, NP_001307260.1, NP_034769.4, NP_001307261.1, NP_035045.2, NP_032483.1, XP_017177488.1, NP_032480.1, NP_034774.1, XP_006540738.1, NP_034244.1, XP_011249110.1, NP_034772.1, NP_064664.1, NP_034773.1, XP_006540737.1, NP_034770.1, NP_034775.1, NP_034246.1, NP_032719.1
OG0000257	NP_001375666.1	NP_001011542.1, NP_001005570.2
OG0000257	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1	NP_666815.1
OG0000257	NP_001376029.1	NP_666812.1
OG0000258	NP_001184028.1	NP_033076.2, NP_001074249.1
OG0000259	NP_001375915.1	NP_667228.2
OG0000260	NP_001375547.1	NP_473431.1, NP_667059.2, NP_473432.2
OG0000261	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1	NP_667189.1, XP_017174104.1
OG0000262	XP_038425286.1, XP_038425287.1, NP_001375625.1, NP_001375765.1, NP_001375762.1, NP_001376052.1	NP_667023.2, NP_001011865.2
OG0000263	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1	XP_017176771.1, NP_808506.1
OG0000264	XP_038401566.1	XP_011242304.1, NP_032484.1, NP_033279.2, NP_001396863.1, NP_035588.2, NP_001161177.1, NP_001094942.1, XP_006515920.1, NP_766612.1, XP_006515994.1, NP_033278.2, NP_001028507.2, NP_001161766.1, NP_001161767.1, NP_001340541.1, NP_001186869.1, XP_017170641.1
OG0000265	XP_038410084.1	XP_011244964.1, NP_083027.1, NP_001239402.1, NP_001239404.1, NP_001239403.1
OG0000266	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1	NP_001008497.1, NP_001274049.1, NP_001274050.1, NP_001274051.1, NP_573463.1, NP_001274048.1, NP_001274053.1, NP_001274052.1
OG0000267	XP_038431764.1	NP_001177254.1
OG0000268	XP_038437056.1	NP_579937.1, NP_034806.2, NP_899119.1, XP_036015699.1, NP_570943.1
OG0000270	XP_038444399.1	NP_001154903.1, NP_942563.2, XP_006528077.1
OG0000272	NP_001003297.1, NP_001010960.1, NP_001003966.1, NP_001005255.1	NP_035461.2
OG0000274	NP_001005251.2	NP_035467.1
OG0000274	NP_001005250.1	NP_038680.1
OG0000275	NP_001238971.1	NP_001412922.1
OG0000276	XP_038412291.1, NP_001375471.1	XP_017172473.1, NP_666677.1, NP_666662.1
OG0000277	NP_001375575.1	NP_667195.1, NP_667004.1, NP_667191.1, NP_667196.1
OG0000278	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1	NP_001344387.1, NP_598448.1, NP_001344388.1, XP_006526239.1
OG0000279	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1	NP_067503.3, NP_001412644.1
OG0000280	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1	NP_848741.1, XP_006534383.1
OG0000281	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1	NP_079848.1, NP_001406007.1
OG0000282	XP_038431256.1, XP_038431255.1	NP_062656.3
OG0000283	XP_038440330.1	NP_598984.2, NP_665848.1, XP_017170892.1, NP_599002.1, NP_598977.1, NP_001013809.1, NP_001160181.1, NP_665843.1, NP_001161014.1, NP_598973.1, NP_598979.1, NP_598978.1, NP_598996.1, NP_598997.1, NP_598974.1, NP_598975.1, NP_598976.1, NP_598972.2, NP_599000.1, NP_598998.1, NP_598999.1, NP_599001.1, NP_665849.1, NP_001161013.1, NP_599004.1, NP_599005.1
OG0000286	NP_001375652.1, NP_001375653.1	NP_997440.2, NP_667255.1
OG0000287	NP_001375697.1	NP_666705.1
OG0000287	NP_001375481.1	NP_666874.2, NP_666876.1
OG0000288	NP_001376018.1	NP_001011868.1
OG0000288	NP_001376023.1	NP_667128.2
OG0000288	XP_038420411.1	NP_667129.2
OG0000289	XP_038392012.1	XP_036010876.1, NP_766509.2
OG0000290	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1	XP_030103562.1, NP_001366426.1, NP_001240608.1, NP_001366427.1, NP_001240609.1, NP_035535.2, NP_001411520.1, NP_001366428.1
OG0000291	XP_038402692.1	NP_001412409.1
OG0000291	XP_038402679.1	NP_671753.2, XP_017169975.1
OG0000291	XP_038402681.1	NP_671751.2
OG0000292	XP_038411866.1	NP_001388345.1
OG0000293	XP_038418902.1	NP_001347653.1, XP_030098808.1, NP_080922.1, NP_001171047.1, NP_001347652.1
OG0000294	XP_038426642.1	XP_017171445.1
OG0000294	XP_038440945.1	NP_001408111.1
OG0000295	XP_038428298.1	NP_001192005.1, NP_067541.1, XP_006500035.1
OG0000295	XP_038435485.1	XP_011236698.1, NP_065629.1
OG0000296	XP_038430362.1	NP_598569.1, NP_001288293.1, NP_001344485.1, XP_006529138.1
OG0000297	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1	NP_067353.1, XP_006506493.1, XP_017176908.1, NP_001129540.1
OG0000298	NP_001003072.1	NP_001403827.1, NP_001341982.1, NP_001403828.1, NP_001403826.1, NP_001276646.1, NP_001276645.1, NP_001403825.1, NP_033873.3, NP_001276668.1
