Orthogroup	Canis_lupus_familiaris	Urocitellus_parryii
OG0000165	XP_038385822.1	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1
OG0000166	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1	XP_026250823.1, XP_026250824.1
OG0000167	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1	XP_026258272.1, XP_026258273.1
OG0000168	XP_038402638.1	XP_026267488.1
OG0000170	NP_001300719.1	XP_026254811.1
OG0000172	XP_038435243.1	XP_026250205.1
OG0000172	XP_038382293.1	XP_026255734.1
OG0000172	XP_038428877.1	XP_026269299.1
OG0000173	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1
OG0000174	XP_038416551.1	XP_026235980.1, XP_026235982.1, XP_026235981.1
OG0000175	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1	XP_026260198.1
OG0000176	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1	XP_026262355.1
OG0000177	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1	XP_026240024.1, XP_026240023.1
OG0000178	XP_038439600.1	XP_026245161.1
OG0000179	NP_001006653.1	XP_026236812.1
OG0000180	NP_001124304.1	XP_026267620.1
OG0000181	XP_038391748.1	XP_026260337.1, XP_026260348.1, XP_026260332.1
OG0000182	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1	XP_026270826.1, XP_026270821.1
OG0000183	XP_038419339.1	XP_026254865.1
OG0000184	XP_038427004.1	XP_026240862.1
OG0000185	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1	XP_026235921.1, XP_026235918.1, XP_026235917.1, XP_026235922.1, XP_026235920.1, XP_026235923.1, XP_026235919.1
OG0000187	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1	XP_026237629.1, XP_026237630.1
OG0000188	XP_038424774.1, NP_001257813.1, NP_001257812.1	XP_026256750.1, XP_026256706.1
OG0000188	XP_038424775.1	XP_026256763.1
OG0000189	XP_038424858.1	XP_026270818.1
OG0000190	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1	XP_026265954.1
OG0000191	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1
OG0000192	XP_038432680.1	XP_026266668.1
OG0000193	XP_038443868.1, XP_038443869.1	XP_026235764.1
OG0000194	XP_038444455.1	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1
OG0000195	NP_001003387.1	XP_026239254.1
OG0000196	NP_001375813.1	XP_026262375.1
OG0000196	NP_001375534.1	XP_026262376.1
OG0000196	NP_001375535.1, XP_038418391.1	XP_026236211.1, XP_026236238.1
OG0000197	XP_038443760.1, XP_038443759.1	XP_026268139.1
OG0000197	XP_038382078.1, XP_038412748.1	XP_026247348.1
OG0000198	XP_038383513.1	XP_026237461.1
OG0000198	XP_038385313.1	XP_026247067.1
OG0000199	XP_038383776.1, XP_038383775.1	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1
OG0000200	XP_038397378.1	XP_026237293.1
OG0000200	XP_038397377.1	XP_026259116.1
OG0000201	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1	XP_026264052.1
OG0000202	XP_038415073.1	XP_026251635.1
OG0000202	XP_038415072.1	XP_026251591.1
OG0000203	XP_038421044.1	XP_026244830.1
OG0000204	XP_038424728.1	XP_026256807.1
OG0000205	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1
OG0000206	XP_038426109.1, XP_038426112.1, XP_038426110.1	XP_026262288.1
OG0000207	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1	XP_026250373.1, XP_026250374.1, XP_026250372.1
OG0000208	XP_038442518.1	XP_026252554.1
OG0000210	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1	XP_026254782.1
OG0000211	XP_038399653.1	XP_026250304.1
OG0000211	XP_038399656.1, XP_038399655.1	XP_026250307.1
OG0000211	NP_001239095.1	XP_026239111.1, XP_026239110.1
OG0000212	NP_001376077.1	XP_026253926.1
OG0000213	XP_038415468.1	XP_026255250.1
OG0000214	XP_038422738.1	XP_026245568.1
OG0000214	XP_038393379.1	XP_026237800.1
OG0000214	XP_038388357.1	XP_026250337.1
OG0000215	XP_038402225.1	XP_026266594.1
OG0000216	XP_038411153.1	XP_026240715.1
OG0000217	XP_038443897.1, XP_038443898.1	XP_026258660.1, XP_026258659.1
OG0000218	XP_038445419.1, XP_038445414.1, XP_038445022.1	XP_026263177.1
OG0000219	NP_001183974.1	XP_026256016.1
OG0000220	NP_001375505.1	XP_026267412.1
OG0000220	NP_001375802.1	XP_026267413.1
OG0000220	XP_038419095.1	XP_026267411.1
OG0000221	XP_038418398.1, NP_001375959.1	XP_026235035.1, XP_026235400.1, XP_026235034.1
OG0000222	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1
OG0000223	XP_038420126.1	XP_026238212.1, XP_026238374.1, XP_026238017.1
OG0000224	XP_038441884.1	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1
OG0000225	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1	XP_026270364.1
OG0000226	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1	XP_026235766.1, XP_026235767.1
OG0000226	XP_038444745.1	XP_026235761.1
OG0000228	NP_001003078.1	XP_026251805.1
OG0000230	XP_038416695.1	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1
OG0000230	XP_038387109.1	XP_026262630.1
OG0000231	XP_038439910.1	XP_026270331.1
OG0000231	XP_038415431.1	XP_026254007.1, XP_026254006.1
OG0000232	XP_038420725.1	XP_026244843.1
OG0000232	XP_038443475.1	XP_026268124.1
OG0000236	NP_001003268.1	XP_026265741.1
OG0000238	NP_001300815.1, NP_001375450.1	XP_026254268.1, XP_026254239.1
OG0000238	NP_001375748.1	XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1
OG0000239	NP_001376065.1, NP_001376039.1	XP_026237105.1
OG0000239	NP_001375552.1	XP_026237114.1
OG0000240	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1	XP_026258466.1, XP_026236672.1, XP_026236670.1
OG0000241	NP_001376053.1, NP_001375984.1, NP_001375978.1	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1
OG0000242	XP_038381480.1	XP_026238579.1, XP_026235614.1, XP_026237959.1, XP_026238235.1
OG0000242	XP_038434079.1	XP_026238643.1
OG0000243	XP_038383021.1	XP_026245000.1
OG0000244	XP_038423813.1, XP_038423814.1	XP_026270469.1
OG0000244	XP_038383237.1, XP_038383238.1, XP_038383236.1	XP_026238521.1
OG0000245	XP_038383908.1	XP_026238690.1
OG0000246	XP_038385817.1	XP_026258095.1
OG0000247	XP_038389379.1	XP_026243042.1
OG0000248	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1	XP_026267515.1
OG0000249	XP_038415282.1	XP_026268498.1
OG0000249	XP_038415283.1	XP_026268502.1, XP_026268501.1, XP_026268499.1
OG0000251	XP_038439794.1	XP_026250757.1
OG0000252	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1	XP_026261410.1
OG0000254	NP_001003085.1	XP_026248072.1, XP_026248078.1
OG0000255	XP_038402104.1	XP_026247812.1, XP_026247535.1
OG0000256	NP_001003262.1, XP_038383983.1, XP_038383984.1	XP_026262141.1
OG0000256	NP_001003284.1	XP_026262107.1
OG0000257	NP_001375666.1	XP_026236798.1, XP_026236799.1
OG0000257	NP_001376029.1	XP_026236797.1
OG0000258	NP_001184028.1	XP_026255332.1
OG0000259	NP_001375915.1	XP_026236218.1, XP_026236232.1, XP_026236217.1
OG0000260	NP_001375547.1	XP_026235374.1, XP_026235371.1
OG0000261	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1	XP_026235013.1
OG0000262	NP_001375762.1	XP_026256878.1, XP_026256879.1, XP_026256877.1
OG0000263	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1	XP_026244311.1
OG0000264	XP_038401566.1	XP_026267563.1
OG0000265	XP_038410084.1	XP_026239453.1
OG0000266	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1	XP_026263966.1
OG0000267	XP_038430436.1	XP_026237595.1
OG0000267	XP_038431764.1	XP_026257464.1
OG0000268	XP_038437056.1	XP_026236542.1, XP_026236545.1, XP_026236543.1
OG0000270	XP_038444399.1	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1
OG0000272	NP_001003297.1	XP_026267676.1
OG0000273	XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1	XP_026238202.1
OG0000274	NP_001005251.2	XP_026236048.1
OG0000274	NP_001240664.1	XP_026236047.1
OG0000274	NP_001005250.1	XP_026236050.1
OG0000275	NP_001238971.1	XP_026269811.1
OG0000276	XP_038412291.1, NP_001375471.1	XP_026236929.1
OG0000277	NP_001375575.1	XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1
OG0000278	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1
OG0000279	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1	XP_026261464.1, XP_026261463.1
OG0000280	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1	XP_026255947.1, XP_026255945.1
OG0000281	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1	XP_026253602.1
OG0000282	XP_038431256.1, XP_038431255.1	XP_026259186.1
OG0000283	XP_038440330.1	XP_026270369.1, XP_026270401.1, XP_026270398.1, XP_026270372.1, XP_026270405.1, XP_026270371.1, XP_026270397.1, XP_026270396.1
OG0000286	NP_001375652.1, NP_001375653.1	XP_026238043.1, XP_026238039.1
OG0000287	NP_001375697.1	XP_026236414.1
OG0000287	NP_001375480.1, XP_038445523.1	XP_026267816.1
OG0000287	NP_001375481.1	XP_026267817.1
OG0000288	NP_001376018.1	XP_026235367.1
OG0000288	NP_001376023.1	XP_026238558.1
OG0000288	XP_038420411.1	XP_026237106.1
OG0000289	XP_038392012.1	XP_026238044.1, XP_026248356.1
OG0000290	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1	XP_026261807.1, XP_026261809.1, XP_026261808.1
OG0000291	XP_038402692.1	XP_026237268.1
OG0000291	XP_038402679.1	XP_026237266.1
OG0000291	XP_038402681.1	XP_026237265.1, XP_026237264.1
OG0000292	XP_038411866.1	XP_026242936.1
OG0000293	XP_038418902.1	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1
OG0000294	XP_038426642.1	XP_026261937.1
OG0000294	XP_038440945.1	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1
OG0000295	XP_038428298.1	XP_026239036.1
OG0000295	XP_038435485.1, XP_038435175.1	XP_026238639.1
OG0000296	XP_038430362.1	XP_026270551.1, XP_026270549.1, XP_026270550.1
OG0000297	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1	XP_026266666.1
OG0000298	NP_001003072.1	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1
OG0000299	NP_001091451.1	XP_026251698.1, XP_026251695.1, XP_026251697.1
OG0000299	XP_038390795.1, XP_038390794.1	XP_026251140.1
OG0000300	XP_038420408.1, NP_001375546.1, NP_001243388.1	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1
OG0000301	NP_001376050.1, NP_001375960.1	XP_026256795.1
OG0000301	NP_001375772.1	XP_026256798.1
OG0000302	NP_001376056.1, XP_038419187.1, NP_001376055.1	XP_026235395.1, XP_026235394.1, XP_026235396.1, XP_026235398.1, XP_026238627.1, XP_026235399.1, XP_026235397.1
OG0000303	XP_038381518.1, XP_038381516.1, XP_038381412.1	XP_026248154.1
OG0000304	XP_038385854.1	XP_026255330.1
OG0000304	XP_038445081.1	XP_026266731.1
OG0000305	XP_038427525.1	XP_026255180.1
OG0000307	XP_038426948.1, XP_038414993.1, XP_038411021.1, XP_038399910.1, XP_038406429.1	XP_026235476.1, XP_026249575.1
OG0000308	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1	XP_026240944.1, XP_026245638.1
OG0000308	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1	XP_026261379.1
OG0000309	XP_038412373.1, XP_038412371.1, XP_038412372.1	XP_026235736.1, XP_026235737.1
OG0000310	XP_038412756.1	XP_026247361.1, XP_026247362.1
OG0000311	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1	XP_026243383.1
OG0000312	XP_038420123.1	XP_026270255.1, XP_026237851.1, XP_026238563.1
OG0000312	XP_038418440.1, XP_038420114.1	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1
OG0000313	XP_038433659.1	XP_026254547.1
OG0000313	XP_038432096.1	XP_026254552.1
OG0000314	XP_038439867.1	XP_026238541.1
OG0000314	XP_038442711.1, XP_038442713.1, XP_038442710.1	XP_026270361.1, XP_026270359.1, XP_026270360.1
OG0000315	XP_038442524.1, XP_038444752.1	XP_026258652.1, XP_026264866.1
OG0000316	XP_038445254.1, XP_038442592.1	XP_026236867.1
OG0000318	XP_038427291.1	XP_026257110.1
OG0000319	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1	XP_026239885.1, XP_026239887.1, XP_026239886.1
OG0000320	XP_038382664.1	XP_026236330.1, XP_026236337.1, XP_026236344.1
OG0000321	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1	XP_026262034.1, XP_026262033.1
OG0000321	XP_038443931.1	XP_026258443.1
OG0000322	XP_038401476.1	XP_026241507.1
OG0000322	XP_038407157.1	XP_026247594.1
OG0000323	XP_038387193.1, XP_038387195.1	XP_026247500.1
OG0000323	XP_038432898.1	XP_026257312.1, XP_026252603.1, XP_026252605.1, XP_026252604.1
OG0000324	XP_038401548.1	XP_026250022.1
OG0000325	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1	XP_026249739.1, XP_026249735.1, XP_026249737.1, XP_026249738.1, XP_026249736.1
OG0000326	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1	XP_026256176.1
OG0000327	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1	XP_026242837.1, XP_026242835.1, XP_026242836.1
OG0000328	XP_038405037.1, XP_038405036.1, XP_038405039.1, XP_038405038.1	XP_026242020.1, XP_026242022.1, XP_026242021.1, XP_026242018.1, XP_026242019.1
OG0000329	XP_038405893.1, XP_038405894.1	XP_026242453.1, XP_026242450.1, XP_026242451.1
OG0000329	XP_038418304.1	XP_026249914.1, XP_026249913.1
OG0000330	XP_038410630.1	XP_026266999.1
OG0000331	XP_038413651.1	XP_026268680.1
OG0000331	XP_038444696.1	XP_026252503.1
OG0000332	XP_038415197.1, XP_038415200.1, XP_038415199.1, XP_038415198.1	XP_026266952.1, XP_026266949.1, XP_026266951.1, XP_026266950.1
OG0000333	XP_038422426.1, XP_038422425.1, XP_038422424.1	XP_026239640.1, XP_026239641.1, XP_026239642.1
OG0000334	XP_038423119.1	XP_026255511.1
OG0000335	XP_038431804.1, XP_038431806.1, XP_038431805.1	XP_026257521.1, XP_026257522.1, XP_026257523.1
OG0000336	XP_038439428.1, XP_038439424.1, XP_038439422.1, XP_038439425.1, XP_038439423.1, XP_038439419.1, XP_038439429.1, XP_038439426.1, XP_038439427.1, XP_038439420.1, XP_038439421.1	XP_026238734.1
OG0000337	XP_038439948.1, XP_038439947.1, XP_038439949.1	XP_026254711.1, XP_026254710.1
OG0000339	XP_038418292.1	XP_026249919.1, XP_026249918.1
OG0000339	NP_001003273.2	XP_026239576.1, XP_026239577.1
OG0000340	XP_038401838.1, XP_038401839.1	XP_026261305.1
OG0000340	NP_001012340.1	XP_026267316.1, XP_026267312.1, XP_026267315.1, XP_026267313.1, XP_026267314.1
OG0000341	NP_001020438.1	XP_026237635.1
OG0000342	NP_001239127.1	XP_026252032.1
OG0000343	NP_001300799.1	XP_026257140.1
OG0000345	XP_038388935.1	XP_026256311.1
OG0000346	XP_038396989.1, XP_038421197.1	XP_026258536.1, XP_026258541.1, XP_026258543.1
OG0000347	XP_038424930.1	XP_026265346.1
OG0000347	XP_038397846.1, XP_038397847.1, XP_038397845.1	XP_026252963.1
OG0000348	XP_038399725.1, XP_038399716.1, XP_038399724.1, XP_038399722.1, XP_038399719.1, XP_038399717.1, XP_038399723.1, XP_038399721.1, XP_038399720.1, XP_038399718.1	XP_026250326.1
OG0000349	XP_038402949.1	XP_026264042.1, XP_026264041.1, XP_026264038.1, XP_026264039.1, XP_026264037.1, XP_026264040.1
OG0000349	XP_038422569.1	XP_026245726.1
OG0000350	XP_038403291.1, XP_038403292.1, XP_038403293.1	XP_026242856.1, XP_026242857.1, XP_026242855.1, XP_026242854.1
OG0000351	XP_038411279.1	XP_026240312.1
OG0000354	XP_038433976.1, XP_038433974.1, XP_038433977.1, XP_038433975.1	XP_026266623.1, XP_026266619.1, XP_026266608.1, XP_026266614.1, XP_026266609.1, XP_026266616.1, XP_026266612.1, XP_026266624.1, XP_026266621.1, XP_026266611.1, XP_026266622.1, XP_026266618.1, XP_026266617.1, XP_026266615.1, XP_026266620.1, XP_026266610.1
OG0000355	XP_038437168.1	XP_026267543.1, XP_026267555.1, XP_026267551.1, XP_026267535.1
OG0000356	XP_038443813.1, XP_038443812.1, XP_038443811.1, XP_038443814.1	XP_026235765.1
OG0000357	XP_038443867.1	XP_026238567.1
OG0000359	XP_038409498.1	XP_026271117.1, XP_026271116.1
OG0000360	XP_038395662.1	XP_026256168.1
OG0000360	XP_038395658.1, NP_001104272.1	XP_026256161.1
OG0000360	XP_038395661.1	XP_026256167.1
OG0000361	NP_001375928.1	XP_026238481.1
OG0000362	XP_038381557.1, XP_038381558.1	XP_026236975.1
OG0000362	XP_038409292.1	XP_026250833.1
OG0000363	XP_038393297.1	XP_026238491.1, XP_026263010.1
OG0000364	XP_038394672.1, XP_038394675.1, XP_038394674.1, XP_038394673.1	XP_026248427.1, XP_026248428.1
OG0000365	XP_038397194.1, XP_038397186.1, XP_038397189.1, XP_038397187.1, XP_038397190.1, XP_038397185.1, XP_038397188.1, XP_038397191.1, XP_038397193.1, XP_038397192.1	XP_026265410.1, XP_026265409.1
OG0000366	XP_038400283.1, XP_038400285.1	XP_026269902.1, XP_026269892.1
OG0000367	XP_038402171.1, XP_038402166.1, XP_038402167.1, XP_038402165.1, XP_038402169.1, XP_038402170.1, XP_038402168.1	XP_026266520.1, XP_026266519.1, XP_026266521.1
OG0000368	XP_038409162.1, XP_038409161.1, XP_038409158.1, XP_038409160.1, XP_038409159.1	XP_026249119.1, XP_026249115.1, XP_026249116.1, XP_026249118.1
OG0000369	XP_038413460.1	XP_026236933.1, XP_026236924.1, XP_026236927.1, XP_026236934.1, XP_026236931.1, XP_026236935.1, XP_026236926.1, XP_026236936.1, XP_026236937.1
OG0000370	XP_038424430.1, XP_038431071.1, XP_038437090.1	XP_026267855.1, XP_026267854.1, XP_026267853.1, XP_026267852.1
OG0000371	XP_038418476.1	XP_026267399.1, XP_026267398.1, XP_026267400.1
OG0000372	XP_038421843.1	XP_026253620.1
OG0000373	XP_038426526.1, XP_038444836.1, XP_038426527.1, XP_038444833.1, XP_038426530.1, XP_038426529.1, XP_038444835.1, XP_038444832.1, XP_038426528.1, XP_038444834.1, XP_038424061.1	XP_026263874.1, XP_026263873.1, XP_026263871.1, XP_026263872.1
OG0000374	XP_038428131.1, XP_038428137.1, XP_038428136.1, XP_038428135.1, XP_038428134.1, XP_038428130.1, XP_038428133.1, XP_038428132.1	XP_026239122.1
OG0000375	XP_038429444.1, XP_038429447.1, XP_038429445.1, XP_038429446.1	XP_026250732.1
OG0000376	XP_038437533.1	XP_026265897.1, XP_026265895.1, XP_026265898.1
OG0000377	XP_038439914.1	XP_026269164.1
OG0000379	NP_001192120.1	XP_026238618.1
OG0000380	XP_038435153.1	XP_026255335.1, XP_026255334.1
OG0000381	NP_001258721.1	XP_026270272.1
OG0000381	XP_038425131.1, XP_038399962.1, XP_038425293.1, XP_038435783.1	XP_026270271.1
OG0000382	NP_001273872.1	XP_026242552.1, XP_026242551.1, XP_026242550.1, XP_026242554.1, XP_026242553.1
OG0000386	XP_038388200.1	XP_026241651.1
