Orthogroup	Canis_lupus_familiaris	Ursus_americanus
OG0000105	XP_038431694.1, XP_038424242.1, XP_038431695.1, XP_038424245.1, XP_038424247.1, XP_038424248.1, XP_038424246.1, XP_038424241.1, XP_038424251.1, XP_038424244.1, XP_038424249.1, XP_038424243.1, XP_038431696.1, XP_038431697.1, XP_038424250.1, XP_038410565.1, XP_038437674.1, XP_038407573.1	XP_045646725.1, XP_045646724.1
OG0000106	XP_038415502.1	XP_045649626.1
OG0000106	XP_038389598.1	XP_045630757.1
OG0000106	XP_038395750.1	XP_045642224.1
OG0000106	NP_001003069.1	XP_045632846.1
OG0000106	XP_038394776.1	XP_045629838.1
OG0000107	NP_001375528.1, NP_001375527.1	XP_045642464.1, XP_045642995.1, XP_045642993.1, XP_045642996.1
OG0000107	NP_001375529.1	XP_045642992.1
OG0000108	XP_038430375.1, XP_038437667.1, XP_038430373.1, XP_038429412.1	XP_045651824.1, XP_045651822.1, XP_045651823.1
OG0000109	NP_001243373.1	XP_045636309.1
OG0000109	NP_001375457.1	XP_045636487.1
OG0000109	NP_001375801.1, XP_038407562.1, NP_001375846.1	XP_045636546.1, XP_045636544.1, XP_045636542.1, XP_045636541.1, XP_045636540.1, XP_045636543.1
OG0000109	XP_038407563.1	XP_045636484.1
OG0000109	NP_001375456.1	XP_045636486.1
OG0000110	XP_038392542.1, XP_038392543.1	XP_045653389.1
OG0000110	XP_038392566.1	XP_045653379.1, XP_045653380.1
OG0000110	XP_038392540.1	XP_045653378.1
OG0000111	XP_038425279.1, XP_038445063.1, XP_038415133.1, XP_038444938.1, XP_038415136.1, XP_038445381.1, XP_038445171.1, XP_038445180.1, XP_038445612.1, XP_038415131.1, XP_038445221.1, XP_038415132.1, XP_038444899.1, XP_038445058.1, XP_038445056.1, XP_038445216.1, XP_038444900.1, XP_038444929.1, XP_038415134.1	XP_045666826.1
OG0000113	XP_038443886.1, XP_038443837.1, XP_038443882.1, XP_038443881.1, XP_038399803.1, XP_038443879.1, XP_038443880.1	XP_045660196.1, XP_045645435.1, XP_045635373.1
OG0000114	NP_001104269.1	XP_045662089.1
OG0000114	NP_001106640.1	XP_045662083.1
OG0000114	XP_038441037.1, XP_038441509.1	XP_045662092.1, XP_045662086.1
OG0000114	NP_001106641.1	XP_045662091.1
OG0000115	XP_038402927.1, XP_038402930.1, XP_038402928.1, XP_038402929.1	XP_045670231.1
OG0000116	XP_038437940.1	XP_045648587.1
OG0000117	XP_038412295.1	XP_045628270.1, XP_045651792.1
OG0000118	XP_038413094.1, XP_038413092.1, XP_038413091.1, XP_038413093.1, XP_038413090.1, XP_038413095.1	XP_045648932.1, XP_045648931.1, XP_045648929.1
OG0000119	XP_038434048.1	XP_045665989.1, XP_045665988.1
OG0000119	XP_038434049.1	XP_045665991.1
OG0000119	XP_038434046.1	XP_045665994.1
OG0000119	XP_038434050.1	XP_045665993.1
OG0000120	XP_038395395.1	XP_045669188.1
OG0000121	XP_038415793.1	XP_045635128.1, XP_045635127.1
OG0000122	XP_038385259.1	XP_045655871.1
OG0000122	XP_038421810.1, XP_038428305.1, NP_001003142.2, XP_038399787.1, XP_038388026.1	XP_045637057.1
OG0000123	NP_001014309.1	XP_045629589.1, XP_045629412.1, XP_045629323.1
OG0000124	XP_038442694.1	XP_045669594.1
OG0000124	NP_001041587.1	XP_045669620.1
OG0000124	XP_038442663.1	XP_045669599.1
OG0000124	XP_038442662.1	XP_045669583.1
OG0000124	NP_001041588.1	XP_045669619.1
OG0000125	XP_038401950.1	XP_045637612.1
OG0000125	XP_038402032.1	XP_045637560.1
OG0000125	NP_001333023.1	XP_045637568.1
OG0000125	NP_001333024.1	XP_045637562.1
OG0000125	XP_038402033.1	XP_045637561.1
OG0000126	XP_038424069.1	XP_045646636.1, XP_045671486.1
OG0000126	XP_038425265.1	XP_045665510.1
OG0000126	XP_038424274.1, XP_038424068.1	XP_045665509.1
OG0000127	XP_038437879.1, XP_038437881.1, XP_038437890.1, XP_038437877.1, XP_038437884.1, XP_038437888.1, XP_038437883.1, XP_038437891.1, XP_038437892.1, XP_038437887.1, XP_038437882.1, XP_038437893.1, XP_038437880.1, XP_038437885.1, XP_038437878.1, XP_038437889.1, XP_038437886.1	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1
OG0000128	XP_038440255.1	XP_045656423.1
OG0000128	XP_038440239.1	XP_045656428.1, XP_045656425.1, XP_045656429.1, XP_045656426.1, XP_045656430.1, XP_045656427.1
OG0000128	XP_038440246.1	XP_045656303.1
OG0000128	XP_038440245.1	XP_045656434.1
OG0000129	NP_001301024.1	XP_045658332.1, XP_045658324.1
OG0000130	NP_001376119.1	XP_045671355.1
OG0000130	NP_001375860.1	XP_045671343.1
OG0000130	NP_001375892.1	XP_045671356.1
OG0000130	NP_001375626.1	XP_045671357.1
OG0000130	XP_038424092.1	XP_045671344.1
OG0000131	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1	XP_045639044.1
OG0000132	XP_038382133.1, XP_038382135.1, XP_038382134.1	XP_045666061.1
OG0000133	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1	XP_045657777.1, XP_045657776.1, XP_045657778.1
OG0000134	XP_038432511.1	XP_045637133.1
OG0000135	XP_038435217.1	XP_045645050.1
OG0000136	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1	XP_045645011.1, XP_045645014.1, XP_045645012.1
OG0000137	NP_001375442.1	XP_045649571.1
OG0000137	NP_001375897.1	XP_045649569.1
OG0000137	NP_001375785.1	XP_045649568.1
OG0000137	NP_001375750.1	XP_045649567.1
OG0000137	NP_001375491.1	XP_045649566.1
OG0000138	NP_001376043.1	XP_045638824.1
OG0000138	XP_038424772.1	XP_045627915.1
OG0000138	NP_001375774.1	XP_045638839.1, XP_045638823.1
OG0000138	NP_001375932.1	XP_045638850.1, XP_045638804.1
OG0000139	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1
OG0000140	XP_038421936.1	XP_045663420.1
OG0000142	XP_038386907.1	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1
OG0000143	XP_038388519.1	XP_045651297.1
OG0000143	XP_038427721.1	XP_045663823.1
OG0000144	XP_038427434.1	XP_045665508.1
OG0000145	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1	XP_045658338.1
OG0000146	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1
OG0000147	NP_001243464.1, NP_001002945.2	XP_045664759.1, XP_045664808.1
OG0000148	NP_001375983.1	XP_045644505.1, XP_045645126.1
OG0000148	NP_001300743.1, NP_001375485.1	XP_045645125.1, XP_045644504.1
OG0000149	XP_038384701.1	XP_045662151.1
OG0000149	XP_038442297.1	XP_045640012.1
OG0000149	NP_001376153.1	XP_045657386.1
OG0000149	XP_038442287.1	XP_045640417.1
OG0000150	XP_038394660.1	XP_045670918.1
OG0000151	XP_038404025.1, XP_038404026.1	XP_045629115.1
OG0000151	XP_038402080.1	XP_045629461.1
OG0000153	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1	XP_045651787.1, XP_045652423.1, XP_045632506.1
OG0000156	XP_038384591.1	XP_045627116.1
OG0000156	NP_001003331.1	XP_045645380.1, XP_045645370.1, XP_045645371.1, XP_045645382.1, XP_045645377.1, XP_045645384.1, XP_045645375.1, XP_045645373.1, XP_045645385.1, XP_045645387.1, XP_045645386.1, XP_045645381.1, XP_045645379.1, XP_045645378.1, XP_045645376.1, XP_045645374.1
OG0000157	XP_038428800.1, XP_038428799.1	XP_045650784.1
OG0000157	XP_038387557.1	XP_045638256.1
OG0000157	XP_038413304.1	XP_045659837.1
OG0000157	NP_001184045.1, XP_038394106.1	XP_045659662.1
OG0000158	NP_001239215.1, XP_038442421.1	XP_045640400.1
OG0000159	NP_001375698.1	XP_045641613.1
OG0000159	XP_038438398.1	XP_045641574.1
OG0000159	NP_001375903.1	XP_045641615.1, XP_045641614.1
OG0000160	XP_038445636.1, XP_038405468.1, XP_038439966.1, XP_038437043.1	XP_045643407.1
OG0000160	XP_038431354.1	XP_045656780.1
OG0000160	XP_038414942.1	XP_045638978.1
OG0000161	XP_038417674.1	XP_045644242.1
OG0000162	NP_001002986.1	XP_045637184.1, XP_045637087.1
OG0000163	NP_001070704.1	XP_045653618.1
OG0000163	NP_001003125.1	XP_045653622.1, XP_045653620.1
OG0000164	XP_038435479.1	XP_045666098.1
OG0000164	XP_038383207.1	XP_045666097.1
OG0000165	XP_038385822.1	XP_045642382.1
OG0000166	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1	XP_045664241.1, XP_045664242.1
OG0000167	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1
OG0000168	XP_038414635.1	XP_045636096.1
OG0000168	XP_038402638.1	XP_045670343.1
OG0000170	NP_001128448.1, NP_001002947.1, NP_001128449.1	XP_045652436.1, XP_045652439.1, XP_045652440.1, XP_045652437.1, XP_045652441.1
OG0000170	NP_001002948.1	XP_045652435.1
OG0000170	NP_001300719.1	XP_045652442.1
OG0000171	XP_038381974.1	XP_045661480.1
OG0000172	XP_038435243.1	XP_045645045.1
OG0000172	XP_038382293.1	XP_045661341.1
OG0000172	XP_038428877.1	XP_045650115.1
OG0000173	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1	XP_045654366.1, XP_045654367.1, XP_045654365.1
OG0000174	XP_038416549.1, XP_038416551.1	XP_045646628.1, XP_045646626.1, XP_045646627.1
OG0000175	XP_038418922.1	XP_045664641.1
OG0000176	XP_038419102.1	XP_045642699.1, XP_045642700.1
OG0000176	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1
OG0000177	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1
OG0000179	XP_038381597.1	XP_045642457.1
OG0000179	NP_001006653.1	XP_045638897.1
OG0000180	NP_001124304.1	XP_045630300.1
OG0000181	XP_038391748.1	XP_045653534.1
OG0000182	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1
OG0000183	XP_038419339.1	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1
OG0000184	XP_038427004.1	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1
OG0000185	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1
OG0000187	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1	XP_045650158.1
OG0000188	XP_038424774.1, NP_001257813.1, NP_001257812.1	XP_045671349.1, XP_045671359.1
OG0000188	XP_038424777.1, XP_038424776.1	XP_045671350.1
OG0000188	XP_038424775.1	XP_045671351.1
OG0000189	XP_038424858.1	XP_045639072.1
OG0000189	XP_038444357.1	XP_045646367.1
OG0000190	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1
OG0000191	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1	XP_045654464.1, XP_045654463.1
OG0000192	XP_038432684.1	XP_045637313.1
OG0000192	XP_038432680.1	XP_045637240.1
OG0000193	XP_038443868.1, XP_038443869.1	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1
OG0000194	XP_038444455.1	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1
OG0000195	NP_001003387.1	XP_045651441.1
OG0000196	NP_001375813.1	XP_045642461.1
OG0000196	NP_001375534.1	XP_045642983.1
OG0000196	NP_001375535.1, XP_038418391.1	XP_045642982.1, XP_045642980.1, XP_045642981.1
OG0000197	XP_038443760.1, XP_038443759.1	XP_045628962.1
OG0000197	XP_038382078.1, XP_038412748.1	XP_045649214.1
OG0000198	XP_038383513.1	XP_045629926.1
OG0000198	XP_038385313.1	XP_045652613.1
OG0000198	XP_038383512.1	XP_045629695.1
OG0000199	XP_038383776.1, XP_038383775.1	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1
OG0000200	XP_038397378.1	XP_045657789.1
OG0000200	XP_038397377.1	XP_045657797.1
OG0000201	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1	XP_045670378.1
OG0000202	XP_038415073.1	XP_045654575.1
OG0000202	XP_038415072.1	XP_045654576.1
OG0000203	XP_038421044.1	XP_045638396.1
OG0000204	XP_038424728.1	XP_045638739.1
OG0000205	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1
OG0000206	XP_038426112.1	XP_045630443.1
OG0000207	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1
OG0000208	XP_038442518.1	XP_045645179.1
OG0000210	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1	XP_045652571.1, XP_045664609.1
OG0000211	XP_038399653.1	XP_045637800.1
OG0000211	XP_038399656.1, XP_038399655.1	XP_045637802.1
OG0000211	NP_001239095.1	XP_045660501.1, XP_045660500.1
OG0000212	NP_001376077.1	XP_045651735.1, XP_045634907.1
OG0000212	XP_038413458.1	XP_045634887.1
OG0000212	XP_038413457.1	XP_045634889.1, XP_045634910.1, XP_045634888.1, XP_045656674.1, XP_045651771.1
OG0000212	XP_038413459.1	XP_045634885.1
OG0000212	NP_001375929.1	XP_045634878.1
OG0000213	XP_038415468.1	XP_045649519.1
OG0000214	XP_038422738.1	XP_045634603.1
OG0000214	XP_038393379.1	XP_045655434.1
OG0000214	XP_038388357.1	XP_045652310.1
OG0000215	XP_038402225.1	XP_045630954.1
OG0000216	XP_038411153.1	XP_045661799.1, XP_045661800.1
OG0000217	XP_038443897.1, XP_038443898.1	XP_045635355.1, XP_045635356.1
OG0000218	XP_038445419.1, XP_038445414.1, XP_038445022.1	XP_045633915.1
OG0000219	NP_001183974.1	XP_045648961.1, XP_045648962.1
OG0000220	NP_001375506.1	XP_045642481.1
OG0000220	NP_001375505.1	XP_045643032.1
OG0000220	NP_001375507.1	XP_045642480.1
OG0000220	NP_001375802.1	XP_045643033.1
OG0000220	XP_038419095.1	XP_045642479.1
OG0000221	NP_001375970.1	XP_045642860.1, XP_045642856.1, XP_045642866.1, XP_045642881.1, XP_045642882.1
OG0000221	XP_038418398.1, NP_001375959.1	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1
OG0000222	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1
OG0000223	XP_038420130.1	XP_045649674.1
OG0000223	XP_038420126.1	XP_045649675.1
OG0000224	XP_038441884.1	XP_045643555.1, XP_045643554.1
OG0000225	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1	XP_045669632.1
OG0000226	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1
OG0000226	XP_038444745.1	XP_045656241.1
OG0000228	NP_001003078.1	XP_045650033.1
OG0000229	NP_001003190.1	XP_045669639.1
OG0000230	XP_038416695.1	XP_045631978.1
OG0000230	XP_038387109.1	XP_045638485.1
OG0000231	XP_038439910.1	XP_045656570.1
OG0000231	XP_038415431.1	XP_045635018.1
OG0000232	XP_038420725.1	XP_045653119.1
OG0000232	XP_038443475.1	XP_045651926.1, XP_045651927.1, XP_045651928.1
OG0000235	NP_001003080.1, NP_001180585.1	XP_045641626.1
OG0000235	XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1	XP_045651041.1
OG0000236	NP_001003268.1	XP_045646101.1
OG0000237	XP_038442463.1	XP_045631265.1
OG0000238	NP_001300815.1, NP_001375450.1	XP_045645918.1, XP_045645920.1
OG0000238	NP_001375748.1	XP_045652573.1, XP_045645518.1
OG0000239	NP_001375555.1	XP_045642427.1, XP_045642428.1, XP_045642426.1, XP_045642894.1, XP_045642900.1, XP_045642902.1, XP_045642890.1, XP_045642896.1
OG0000239	NP_001376065.1, NP_001376039.1	XP_045642425.1
OG0000239	NP_001375552.1	XP_045642905.1, XP_045642898.1, XP_045642891.1, XP_045642893.1, XP_045642889.1, XP_045642432.1
OG0000240	NP_001376008.1, NP_001375979.1, NP_001375716.1	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1
OG0000240	NP_001375717.1, NP_001375968.1, NP_001376013.1	XP_045653518.1, XP_045653530.1
OG0000241	NP_001376053.1, NP_001375984.1, NP_001375978.1	XP_045642858.1, XP_045642864.1, XP_045642854.1
OG0000243	XP_038383021.1	XP_045628507.1
OG0000244	XP_038423813.1, XP_038423814.1	XP_045656051.1, XP_045656052.1
OG0000244	XP_038383237.1, XP_038383238.1, XP_038383236.1	XP_045628435.1
OG0000245	XP_038383908.1	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1
OG0000246	XP_038385817.1	XP_045642379.1
OG0000247	XP_038389379.1	XP_045672313.1
OG0000248	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1	XP_045641425.1, XP_045641424.1
OG0000249	XP_038415282.1	XP_045648419.1
OG0000249	XP_038415283.1	XP_045649585.1, XP_045649584.1
OG0000250	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1	XP_045666825.1
OG0000251	XP_038439794.1	XP_045644583.1, XP_045644582.1
OG0000252	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1	XP_045656277.1, XP_045656276.1, XP_045656278.1
OG0000254	NP_001003085.1	XP_045662770.1
OG0000255	NP_001003101.1	XP_045638103.1
OG0000256	NP_001003262.1, XP_038383983.1, XP_038383984.1	XP_045631161.1, XP_045631127.1
OG0000257	NP_001375666.1	XP_045639040.1
OG0000257	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1	XP_045638989.1, XP_045639023.1
OG0000257	NP_001376029.1	XP_045639058.1
OG0000258	NP_001184028.1	XP_045665976.1
OG0000259	NP_001375915.1	XP_045642954.1
OG0000259	NP_001375818.1, NP_001375444.1, NP_001375447.1	XP_045642939.1, XP_045642942.1, XP_045642947.1, XP_045642944.1
OG0000260	NP_001375547.1	XP_045642913.1
OG0000261	NP_001375566.1, NP_001375568.1	XP_045642826.1
OG0000261	NP_001375554.1, NP_001375553.1	XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1
OG0000262	XP_038425286.1, XP_038425287.1	XP_045638865.1
OG0000262	NP_001375625.1	XP_045638838.1
OG0000262	NP_001375765.1	XP_045638858.1, XP_045638857.1, XP_045638864.1
OG0000262	NP_001375762.1	XP_045638841.1
OG0000263	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1	XP_045667407.1
OG0000264	XP_038401566.1	XP_045671761.1
OG0000265	XP_038410084.1	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1
OG0000266	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1	XP_045668596.1, XP_045668587.1
OG0000267	XP_038431699.1, XP_038431691.1	XP_045658399.1
OG0000267	XP_038430435.1	XP_045645172.1
OG0000267	XP_038431764.1	XP_045658391.1
OG0000268	XP_038437056.1	XP_045641676.1
OG0000269	XP_038444515.1, XP_038444513.1, XP_038444514.1, XP_038444512.1	XP_045646446.1, XP_045659795.1, XP_045644760.1
OG0000269	XP_038445517.1, XP_038442573.1, XP_038444778.1, XP_038444434.1, XP_038444433.1, XP_038442574.1, XP_038445542.1, XP_038444425.1, XP_038444427.1, XP_038444426.1, XP_038444430.1, XP_038444428.1, XP_038444424.1, XP_038444429.1, XP_038444431.1, XP_038444445.1, XP_038444432.1, XP_038444446.1, XP_038444449.1, XP_038444448.1, XP_038444447.1, XP_038444452.1, XP_038444450.1, XP_038444451.1, XP_038444453.1	XP_045668751.1
OG0000270	XP_038444399.1	XP_045645146.1
