Orthogroup	Canis_lupus_familiaris	Loxodonta_africana
OG0000084	XP_038391095.1, XP_038391098.1, XP_038391096.1, XP_038391097.1	XP_010586430.1, XP_010586431.1, XP_023401214.1, XP_023401216.1, XP_010586432.1, XP_023401215.1, XP_003408064.1, XP_023401213.1
OG0000085	XP_038421311.1	XP_003413458.2, XP_003422953.2
OG0000085	NP_001375917.1, XP_038423318.1	XP_003413452.2, XP_003413157.1, XP_023407704.1, XP_003413158.2, XP_023407703.1, XP_003423725.2, XP_023398363.1, XP_023398230.1, XP_023398493.1, XP_023398327.1, XP_003423521.1, XP_023408239.1, XP_003413454.2, XP_003413455.1, XP_023407700.1
OG0000086	XP_038395835.1	XP_003418974.1
OG0000086	XP_038431923.1	XP_003419385.1
OG0000086	XP_038403878.1	XP_023409299.1
OG0000086	XP_038403881.1	XP_023409300.1
OG0000087	XP_038437657.1, XP_038437656.1, XP_038437054.1, XP_038437051.1, XP_038437052.1	XP_023403955.1, XP_010588626.1, XP_023403956.1, XP_023403982.1, XP_010588735.1, XP_010588627.2
OG0000087	XP_038437053.1	XP_023403957.1
OG0000088	XP_038437409.1, XP_038437417.1, XP_038437407.1, XP_038437420.1, XP_038437414.1, XP_038437424.1, XP_038437410.1, XP_038437418.1, XP_038437419.1, XP_038437423.1, XP_038437416.1, XP_038437421.1, XP_038437422.1, XP_038437411.1, XP_038437425.1, XP_038437408.1, XP_038437412.1, XP_038437415.1, XP_038437413.1	XP_023414947.1
OG0000089	NP_001376137.1, XP_038418396.1, NP_001375994.1, NP_001375937.1	XP_003423294.1, XP_003422403.1, XP_003423533.1, XP_003423709.1, XP_003423754.1, XP_003422671.1, XP_003422672.1, XP_003423690.1, XP_003423774.1, XP_023397300.1, XP_003423296.1, XP_010599937.1, XP_010600253.1, XP_003423691.2, XP_003423295.1, XP_003423756.3, XP_023397304.1, XP_003422391.1, XP_003423718.2, XP_003423599.2, XP_003412110.1, XP_003412111.1
OG0000090	XP_038386879.1, XP_038386881.1, XP_038386878.1, XP_038386880.1	XP_010594360.1, XP_010594361.1
OG0000092	NP_001375549.1	XP_003423397.1, XP_003423699.1, XP_023397675.1
OG0000092	NP_001375550.1	XP_003423398.1, XP_023397677.1, XP_023397680.1, XP_010600624.1, XP_023398535.1, XP_023398073.1
OG0000092	NP_001375834.1	XP_023398349.1, XP_003423183.2, XP_003422775.1, XP_003423672.1
OG0000093	XP_038395629.1	XP_010594545.1
OG0000095	NP_001003149.1	XP_003416349.1, XP_003416348.1, XP_003416347.1
OG0000095	XP_038386933.1, NP_001003173.1, XP_038399958.1	XP_003416350.1
OG0000096	XP_038381766.1	XP_003406307.2
OG0000096	XP_038439954.1, XP_038439955.1, XP_038439957.1	XP_003417893.1
OG0000099	XP_038428913.1, XP_038427754.1	XP_023405867.1, XP_023405864.1, XP_023405866.1, XP_023405863.1
OG0000099	XP_038427755.1	XP_023405875.1
OG0000099	XP_038427735.1	XP_010589883.1
OG0000100	NP_001003236.1	XP_010591477.1
OG0000100	XP_038395171.1	XP_003422537.1
OG0000101	XP_038441038.1	XP_010591456.1
OG0000101	XP_038443802.1, XP_038443801.1, XP_038443800.1	XP_010599683.1
OG0000102	XP_038412155.1, XP_038412152.1, XP_038412153.1, NP_001003381.1, XP_038412156.1, XP_038412154.1	XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1
OG0000104	XP_038397375.1	XP_023414212.1
OG0000105	XP_038431694.1, XP_038424242.1, XP_038431695.1, XP_038424245.1, XP_038424247.1, XP_038424248.1, XP_038424246.1, XP_038424241.1, XP_038424251.1, XP_038424244.1, XP_038424249.1, XP_038424243.1, XP_038431696.1, XP_038431697.1, XP_038424250.1, XP_038410565.1, XP_038437674.1, XP_038407573.1	XP_010593685.2
OG0000106	XP_038415502.1	XP_023414383.1
OG0000106	XP_038389598.1	XP_023405554.1
OG0000106	XP_038394776.1	XP_023411596.1
OG0000107	NP_001375528.1, NP_001375527.1	XP_003421414.1, XP_003421421.1, XP_003421422.1
OG0000107	NP_001375529.1	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1
OG0000108	XP_038430375.1, XP_038437667.1, XP_038430373.1, XP_038429412.1	XP_023396044.1
OG0000109	NP_001243373.1	XP_003407595.1
OG0000109	NP_001375863.1, NP_001375457.1	XP_003407918.2
OG0000109	NP_001375847.1	XP_003407916.1
OG0000109	XP_038407563.1	XP_003407920.1
OG0000109	NP_001375456.1	XP_003407921.1
OG0000110	XP_038392542.1, XP_038392543.1	XP_023411919.1
OG0000110	XP_038392566.1	XP_023411883.1
OG0000110	XP_038392540.1	XP_023412142.1, XP_023412134.1
OG0000111	XP_038425279.1, XP_038445063.1, XP_038415133.1, XP_038444938.1, XP_038415136.1, XP_038445381.1, XP_038445171.1, XP_038445180.1, XP_038445612.1, XP_038415131.1, XP_038445221.1, XP_038415132.1, XP_038444899.1, XP_038445058.1, XP_038445056.1, XP_038445216.1, XP_038444900.1, XP_038444929.1, XP_038415134.1	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1
OG0000113	XP_038443886.1, XP_038443837.1, XP_038443882.1, XP_038443881.1, XP_038399803.1, XP_038443879.1, XP_038443880.1	XP_003422081.1, XP_003414877.1, XP_003414879.1
OG0000114	NP_001104269.1	XP_003406146.1, XP_003406145.1, XP_010600572.1
OG0000115	XP_038402927.1, XP_038402930.1, XP_038402928.1, XP_038402929.1	XP_003414351.1
OG0000116	XP_038386227.1	XP_003404581.1
OG0000117	XP_038412295.1	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1
OG0000118	XP_038413094.1, XP_038413092.1, XP_038413091.1, XP_038413093.1, XP_038413090.1, XP_038413095.1	XP_003407108.1
OG0000119	XP_038434047.1, XP_038434048.1, XP_038434049.1, XP_038434046.1, XP_038434050.1	XP_010587572.1, XP_003408964.1, XP_010587571.1
OG0000120	XP_038395395.1	XP_023411608.1
OG0000121	XP_038415793.1	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1
OG0000122	XP_038385259.1	XP_023395590.1
OG0000122	XP_038421810.1, XP_038428305.1, NP_001003142.2, XP_038399787.1, XP_038388026.1	XP_010588032.1, XP_010596574.1
OG0000122	XP_038406914.1, XP_038408058.1	XP_010589125.1
OG0000123	NP_001014309.1	XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1
OG0000124	XP_038442694.1	XP_010598490.2
OG0000124	NP_001041587.1	XP_023397791.1
OG0000124	XP_038442663.1	XP_023397803.1
OG0000124	XP_038442662.1	XP_010600403.1
OG0000124	NP_001041588.1	XP_023397802.1
OG0000125	XP_038401950.1	XP_023409170.1
OG0000125	XP_038402032.1, NP_001333023.1, NP_001333024.1	XP_003414778.1, XP_003414508.1, XP_023409451.1
OG0000125	XP_038402033.1	XP_003414509.1
OG0000126	XP_038425265.1	XP_010596533.1
OG0000126	XP_038424274.1, XP_038424068.1	XP_023398546.1, XP_023398495.1
OG0000127	XP_038437879.1, XP_038437881.1, XP_038437890.1, XP_038437877.1, XP_038437884.1, XP_038437888.1, XP_038437883.1, XP_038437891.1, XP_038437892.1, XP_038437887.1, XP_038437882.1, XP_038437893.1, XP_038437880.1, XP_038437885.1, XP_038437878.1, XP_038437889.1, XP_038437886.1	XP_023404329.1, XP_010588794.1, XP_023404330.1
OG0000128	XP_038440255.1	XP_023411501.1
OG0000128	XP_038440239.1	XP_023411461.1
OG0000128	XP_038440246.1	XP_023411499.1
OG0000128	XP_038440245.1	XP_003416479.1, XP_003416519.3
OG0000129	NP_001301024.1	XP_003404183.1, XP_003404480.1
OG0000130	NP_001376119.1	XP_003421545.1, XP_003421542.1
OG0000130	XP_038424091.1	XP_003421540.1
OG0000130	NP_001375626.1	XP_003421607.1, XP_010599266.1, XP_003421605.1
OG0000130	XP_038424092.1	XP_003421543.1, XP_010599267.1
OG0000131	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1	XP_010590563.1, XP_003412097.1, XP_003412096.1
OG0000132	XP_038382133.1, XP_038382135.1, XP_038382134.1	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1
OG0000133	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1
OG0000134	XP_038432511.1	XP_010589131.1
OG0000135	XP_038435217.1	XP_023394637.1
OG0000136	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1	XP_023394645.1
OG0000137	NP_001375442.1	XP_003420629.2
OG0000137	NP_001375897.1	XP_010598421.1
OG0000137	NP_001375785.1	XP_003420614.1, XP_003420615.1, XP_003420616.1
OG0000137	NP_001375490.1	XP_023395285.1
OG0000137	NP_001375491.1	XP_003420626.1
OG0000138	NP_001376043.1	XP_023396340.1
OG0000138	XP_038424772.1	XP_003421476.1
OG0000138	NP_001375932.1	XP_003421587.1, XP_003421588.1
OG0000139	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1	XP_023408283.1
OG0000142	XP_038386907.1	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1
OG0000143	XP_038388519.1	XP_010589879.2
OG0000144	XP_038427434.1	XP_023405669.1
OG0000145	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1	XP_023402721.1
OG0000146	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1	XP_003408437.1, XP_010586701.1, XP_023401633.1
OG0000147	NP_001243464.1, NP_001002945.2	XP_003413755.1
OG0000148	NP_001375983.1	XP_010599317.1
OG0000148	NP_001300743.1, NP_001375485.1	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1
OG0000149	XP_038384701.1	XP_023399780.1
OG0000149	XP_038442297.1	XP_003415228.1
OG0000149	NP_001376153.1	XP_010587900.1
OG0000149	XP_038442287.1	XP_010593170.2
OG0000150	XP_038394660.1	XP_010595014.2
OG0000151	XP_038404025.1, XP_038404026.1	XP_023409145.1
OG0000153	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1	XP_003405557.1, XP_010595818.2
OG0000156	XP_038384591.1	XP_023398906.1, XP_010584719.1, XP_023398905.1, XP_010584721.1, XP_010584720.1
OG0000156	NP_001003331.1	XP_023399246.1, XP_010584904.1, XP_023399247.1
OG0000157	XP_038428800.1, XP_038428799.1	XP_023396631.1
OG0000157	XP_038387557.1	XP_003415285.1, XP_003415685.1
OG0000157	XP_038413304.1	XP_010588753.1
OG0000157	NP_001184045.1, XP_038394106.1	XP_010585007.1
OG0000158	XP_038445525.1	XP_010593061.2, XP_003408537.2
OG0000159	NP_001375698.1	XP_003410393.1, XP_003410395.1, XP_003410392.1
OG0000159	NP_001375903.1	XP_003410391.1, XP_003410394.1
OG0000160	XP_038405468.1	XP_003414826.1
OG0000160	XP_038439966.1, XP_038437043.1	XP_003409567.1
OG0000161	XP_038417674.1	XP_003413617.1, XP_003413619.1, XP_003413618.2
OG0000162	NP_001002986.1	XP_023410096.1
OG0000163	NP_001070704.1	XP_023410511.1, XP_023410516.1
OG0000163	NP_001003125.1	XP_023410474.1
OG0000164	XP_038435479.1	XP_003408273.1
OG0000164	XP_038383207.1	XP_023401577.1
OG0000164	XP_038435481.1	XP_010586657.1
OG0000165	XP_038385822.1	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1
OG0000166	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1	XP_010587992.1
OG0000167	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1
OG0000168	XP_038414635.1, XP_038437167.1, XP_038427261.1, XP_038402638.1	XP_003417326.1
OG0000170	NP_001128448.1, NP_001002947.1, NP_001128449.1, NP_001002948.1, NP_001300719.1	XP_023406587.1, XP_003412042.1
OG0000171	XP_038381974.1	XP_010589537.1
OG0000172	XP_038435243.1	XP_003408365.1
OG0000172	XP_038382293.1	XP_003404078.2
OG0000172	XP_038428877.1	XP_023396624.1
OG0000173	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1	XP_003404331.1
OG0000175	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1	XP_023406470.1
OG0000176	XP_038419102.1, XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1
OG0000177	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1
OG0000179	XP_038381597.1	XP_023395618.1
OG0000179	NP_001006653.1	XP_003420838.1, XP_023395617.1, XP_010598712.1
OG0000180	NP_001124304.1	XP_023396262.1
OG0000181	XP_038391748.1	XP_003422644.2
OG0000182	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1
OG0000183	XP_038419339.1	XP_023406429.1
OG0000184	XP_038427004.1	XP_010594281.1
OG0000187	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1	XP_003421199.1, XP_003421200.1, XP_023396089.1, XP_003421201.1, XP_003421202.1, XP_003421203.1, XP_003421204.1
OG0000188	XP_038424774.1, NP_001257813.1, NP_001257812.1	NP_001267811.1
OG0000188	XP_038424777.1, XP_038424776.1	XP_003421604.1
OG0000188	XP_038424775.1	XP_003421603.1
OG0000189	XP_038424858.1	XP_003412091.1
OG0000189	XP_038444357.1	XP_023395230.1
OG0000189	XP_038401086.1	XP_010585159.2
OG0000190	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1	XP_023394432.1
OG0000191	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1	XP_003404326.1
OG0000192	XP_038432684.1	XP_023404872.1
OG0000192	XP_038432680.1	XP_003410862.1
OG0000193	XP_038443868.1, XP_038443869.1	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1
OG0000194	XP_038444455.1	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1
OG0000195	NP_001003387.1	XP_003421080.1
OG0000196	NP_001375813.1	XP_003421409.1, XP_003421405.1
OG0000196	NP_001375535.1, XP_038418391.1	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1
OG0000197	XP_038443760.1, XP_038443759.1	XP_010590992.1
OG0000197	XP_038382078.1, XP_038412748.1	XP_010585568.1
OG0000198	XP_038385313.1	XP_010594394.1
OG0000198	XP_038383512.1	XP_023399400.1
OG0000199	XP_038383776.1, XP_038383775.1	XP_003406899.1, XP_010584905.1
OG0000200	XP_038397378.1	XP_023405160.1
OG0000200	XP_038397377.1	XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1
OG0000201	XP_038445301.1, XP_038445306.1	XP_023409539.1
OG0000201	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1	XP_023411889.1, XP_023411940.1, XP_023411884.1, XP_023411888.1, XP_023395358.1, XP_023411938.1, XP_023395361.1, XP_023411885.1, XP_023395359.1, XP_023409142.1, XP_023398472.1, XP_023411941.1
OG0000202	XP_038415073.1, XP_038415072.1	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1
OG0000203	XP_038421044.1	XP_003405899.2
OG0000204	XP_038424728.1	XP_010597911.2
OG0000205	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1	XP_010590932.1
OG0000206	XP_038426112.1	XP_003415771.1, XP_023410667.1
OG0000207	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1	XP_023397844.1
OG0000208	XP_038442518.1	XP_003414904.1
OG0000210	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1	XP_003412031.2, XP_023406571.1
OG0000211	XP_038399653.1	XP_003406420.1
OG0000211	XP_038399656.1, XP_038399655.1	XP_003406418.1
OG0000211	NP_001239095.1	XP_010589962.1, XP_003411740.1
OG0000212	NP_001376077.1	XP_003404989.1, XP_010592836.2
OG0000212	XP_038413458.1	XP_010592856.1
OG0000212	NP_001375929.1	XP_003404992.1
OG0000213	XP_038387999.1	XP_023410336.1
OG0000213	XP_038415468.1	XP_003418659.1
OG0000214	XP_038422738.1	XP_010591756.1
OG0000214	XP_038393379.1	XP_010589545.1
OG0000214	XP_038388357.1	XP_023401426.1
OG0000215	XP_038402225.1	XP_023412475.1
OG0000216	XP_038411153.1	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1
OG0000217	XP_038443897.1, XP_038443898.1	XP_003414875.1, XP_010593009.1
OG0000218	XP_038445419.1, XP_038445414.1, XP_038445022.1	XP_023395102.1
OG0000219	NP_001183974.1	XP_003407118.1
OG0000220	NP_001375506.1, NP_001375505.1, NP_001375507.1, NP_001375802.1, XP_038419095.1	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1
OG0000221	XP_038418398.1, NP_001375959.1	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1
OG0000222	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1	XP_010598641.1
OG0000223	XP_038420130.1	XP_023415438.1
OG0000223	XP_038420126.1	XP_003419683.1, XP_003419682.1, XP_023415437.1
OG0000224	XP_038441884.1	XP_023404045.1
OG0000226	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1	XP_003422085.1
OG0000226	XP_038444745.1	XP_003422105.1
OG0000228	NP_001003078.1	XP_023413502.1
OG0000229	NP_001003190.1	XP_023398512.1
OG0000230	XP_038416695.1	XP_023406192.1, XP_003411932.1
OG0000231	XP_038439910.1	XP_003421181.1
OG0000231	XP_038415431.1	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1
OG0000232	XP_038420725.1	XP_023411868.1
OG0000232	XP_038443475.1	XP_023407228.1
OG0000233	XP_038436324.1	XP_003420206.1
OG0000235	XP_038426195.1	XP_023414857.1
OG0000235	XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1	XP_003404527.1
OG0000236	NP_001003268.1	XP_010585019.1
OG0000237	XP_038442463.1	XP_003413652.1
OG0000238	NP_001300815.1, NP_001375450.1	XP_003405591.1, XP_010599445.1, XP_003405147.1
OG0000238	NP_001375748.1	XP_010596075.1, XP_003405594.1, XP_023395287.1
OG0000239	NP_001375552.1	XP_023398071.1, XP_003422764.1, XP_003423395.1, XP_003422763.1, XP_023398070.1, XP_003422765.1, XP_003423475.2
OG0000240	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1	XP_003422115.1, XP_023396973.1, XP_003422124.1, XP_003422147.1, XP_003422645.1, XP_003422145.1
OG0000241	NP_001376053.1, NP_001375984.1, NP_001375978.1	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2
OG0000242	XP_038381480.1	XP_023395164.1
OG0000242	XP_038434079.1	XP_023395470.1
OG0000243	XP_038383021.1	XP_023400519.1
OG0000244	XP_038423813.1, XP_038423814.1	XP_003422150.1
OG0000244	XP_038383237.1, XP_038383238.1, XP_038383236.1	XP_023395166.1
OG0000246	XP_038385817.1	XP_010588928.1, XP_023404533.1
OG0000247	XP_038389379.1	XP_003411354.1
OG0000248	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1	XP_010588646.1, XP_010588647.1, XP_003410374.1
OG0000249	XP_038415282.1	XP_023394926.1
OG0000249	XP_038415283.1	XP_003420296.2, XP_010598060.1, XP_003420253.1
OG0000250	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1	XP_010600969.1, XP_010601032.1, XP_010600821.1, XP_010596166.1, XP_023413773.1, XP_010596165.1, XP_023398484.1, XP_023398292.1, XP_023413913.1, XP_023398471.1, XP_010600822.1, XP_010601052.1, XP_010600823.1, XP_010600819.1
