Orthogroup	Sus_scrofa	Microcebus_murinus
OG0000108	XP_020930254.1, NP_001230722.1	XP_020143676.1, XP_020143680.1, XP_020143678.1, XP_020143677.1, XP_020143679.1
OG0000109	XP_020921609.1	XP_012625639.1
OG0000109	XP_003122039.1, XP_003122044.1	XP_012625636.2, XP_012625637.2
OG0000110	XP_005669254.1	XP_012632579.1, XP_012632570.1
OG0000110	XP_013843394.1, NP_001231387.1	XP_020136742.1
OG0000110	XP_020921972.1	XP_012632592.1
OG0000111	XP_020937408.1, XP_020937407.1, XP_003359505.2	XP_012616382.1, XP_012616380.2
OG0000113	XP_020935603.1, XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1	XP_012614236.1, XP_012614235.1, XP_012643365.1, XP_012643377.1, XP_012643378.1, XP_012643379.1, XP_012643376.1
OG0000114	XP_001928677.1	XP_012607527.1
OG0000114	XP_020931001.1	XP_012607530.1
OG0000114	XP_001928787.2, XP_003133674.2	XP_012606894.1, XP_012607531.1
OG0000114	XP_020931295.1	XP_012607528.1
OG0000115	XP_020946634.1, NP_001153898.1	XP_012614846.1
OG0000115	NP_001153899.1	XP_012634045.1, XP_012634041.1, XP_012634042.1
OG0000116	NP_001072141.1	XP_020137718.1, XP_012637946.1
OG0000116	XP_003134909.1	XP_012596990.1
OG0000116	NP_001072142.1	XP_012618286.1
OG0000118	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1	XP_012628812.1, XP_012628819.1, XP_012628817.1, XP_012628821.1, XP_012628814.1, XP_012628818.1, XP_012628820.1, XP_012628813.1, XP_012628815.1, XP_012628811.1, XP_012628822.1
OG0000119	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1	XP_012634378.1, XP_012634381.1, XP_012634382.1, XP_012634380.1, XP_012634379.1
OG0000120	XP_003124331.1	XP_012614299.1
OG0000121	XP_020933838.1, XP_020933335.1	XP_012640511.1, XP_012640507.1, XP_012640512.1, XP_012640510.1, XP_012640508.1, XP_012640509.1
OG0000122	XP_020952890.1	XP_012630490.1
OG0000122	XP_020946773.1, NP_001193288.1	XP_012615924.1
OG0000123	XP_020923328.1, XP_020923329.1, XP_020923330.1	XP_012634032.1, XP_012634752.1, XP_012634782.1
OG0000124	XP_020936177.1, XP_020936616.1	XP_012637921.1
OG0000124	XP_020936608.1	XP_020138307.1
OG0000124	XP_020935144.1, NP_001231049.1	XP_020140586.1
OG0000124	XP_020935449.1	XP_020140585.1
OG0000125	XP_003131481.2	XP_012621238.1
OG0000125	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2	XP_012621506.1, XP_012621241.1, XP_012621239.2
OG0000126	XP_020919596.1	XP_020146130.1, XP_020142440.1, XP_020142286.1
OG0000126	XP_005667275.2, XP_020919598.1	XP_012593148.1, XP_020142439.1
OG0000127	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1	XP_012621712.1, XP_012621715.1, XP_012621713.1, XP_012621714.1
OG0000128	XP_020954076.1	XP_012596811.1
OG0000128	XP_020953970.1, NP_999509.1	XP_012596813.1
OG0000128	XP_020954079.1	XP_012596845.1
OG0000128	XP_020954067.1	XP_012596812.1
OG0000129	XP_003128840.1, NP_999554.2	XP_020142730.1, XP_012616311.1, XP_020142727.1, XP_012616307.1
OG0000130	XP_003360678.2	XP_012642082.1
OG0000130	XP_003129579.1, XP_020918036.1	XP_012641924.1, XP_012641922.1
OG0000130	XP_020918025.1	XP_012642080.1
OG0000131	XP_020917979.1, XP_020958303.1, XP_020917980.1	XP_012641906.1, XP_012599612.1, XP_012641907.1
OG0000132	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1	XP_012600827.1, XP_012600831.1, XP_012600808.1, XP_012600818.1, XP_012600835.1
OG0000133	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1	XP_012646316.1, XP_012646313.1, XP_012646318.1, XP_012646311.1, XP_012646312.1, XP_012646317.1, XP_012646315.1, XP_012646314.1
OG0000134	XP_020948074.1	XP_012615932.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_012645503.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1
OG0000138	XP_003129604.2	XP_012641891.1
OG0000138	XP_020918056.1	XP_012641949.1
OG0000138	XP_020918054.1, XP_003482591.1	XP_012641943.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_020145820.1
OG0000140	XP_003132324.1	XP_012644809.1
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_012611226.1
OG0000144	XP_005672777.1	XP_020137476.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1
OG0000146	XP_013852064.1	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	XP_012590832.1, XP_012590833.1
OG0000148	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3	XP_020141494.1, XP_020141495.1, XP_012608249.1, XP_012608030.1, XP_012608028.1, XP_012608047.1, XP_012608029.1, XP_012608027.2
OG0000149	XP_020948935.1, NP_001165224.1	XP_012613923.1
OG0000149	NP_001165012.1	XP_012604635.1
OG0000149	NP_999414.1, XP_020944376.1	XP_012617266.1
OG0000151	XP_020923069.1	XP_012642741.1
OG0000151	XP_020923070.1	XP_020136691.1, XP_012642867.1, XP_012642950.1, XP_012643169.1, XP_012643242.1
OG0000152	XP_005663482.1	XP_012646634.1, XP_012646633.1
OG0000153	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1	XP_012609875.1
OG0000153	XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_012609888.1
OG0000156	XP_020950146.1	XP_012616772.1
OG0000156	XP_020952928.1	XP_012626310.1
OG0000157	XP_020933437.1	XP_012628415.1
OG0000158	XP_003480386.1	XP_012614201.1
OG0000158	XP_003125783.1	XP_012646732.1
OG0000159	XP_020924542.1, XP_003132771.2	XP_012598618.1
OG0000160	XP_005673920.1, XP_005662165.1	XP_012594595.1
OG0000161	XP_003125054.1	XP_012644144.2, XP_012611772.1
OG0000162	NP_999503.1, XP_020946832.1	NP_001296870.1, XP_012596940.2
OG0000163	NP_999327.1	XP_012604217.1
OG0000165	XP_020919856.1	XP_012644476.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_012628563.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1
OG0000168	XP_005668697.1	XP_020142446.1
OG0000170	NP_001095943.1	XP_012636064.1, XP_012636063.1
OG0000170	XP_005661167.1	XP_020142466.1
OG0000171	NP_999528.1	XP_012592098.1
OG0000172	XP_001927312.2	XP_012607233.1
OG0000172	XP_020942296.1	XP_012603597.1
OG0000172	XP_020933305.1	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1
OG0000173	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_012623108.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1
OG0000176	XP_020938662.1	XP_012605384.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1
OG0000178	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1	XP_020142269.1
OG0000179	XP_020950070.1	XP_012616212.1
OG0000179	NP_999578.1, XP_020950071.1	XP_012616210.1, XP_020138867.1
OG0000180	NP_001123444.1	XP_012646220.2, XP_012646219.2, XP_012645814.1
OG0000181	XP_005667531.1, XP_013834976.2, XP_020958355.1	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1
OG0000183	XP_003122874.3	XP_012645131.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1
OG0000185	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1
OG0000187	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1	XP_020143632.1, XP_012611047.1
OG0000188	XP_020918037.1, NP_001138313.1	XP_012642085.1
OG0000188	NP_999612.1	XP_012642083.1, XP_012642084.1
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1
OG0000192	NP_001243293.1	XP_012595410.1
OG0000192	XP_003126541.1	XP_012602522.1, XP_012595429.1
OG0000193	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1
OG0000195	NP_001172084.1	XP_012602234.1
OG0000196	XP_020940703.1	XP_012602096.1
OG0000196	XP_003122828.1, XP_020937798.1, XP_020940706.1	XP_012602155.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	XP_012602138.2
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1
OG0000197	XP_005667658.1	XP_012635092.1
OG0000198	XP_020952953.1	XP_012643511.1
OG0000198	XP_020952811.1	XP_012630547.1
OG0000198	XP_020952997.1	XP_012606840.1
OG0000199	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1
OG0000200	NP_001121946.1, XP_020945972.1	XP_012604691.1
OG0000200	XP_020944162.1, NP_001121945.1	XP_012604690.1
OG0000201	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2
OG0000202	XP_013844751.1	XP_012626029.1, XP_012626030.1, XP_012593056.1, XP_012591028.1, XP_012591027.1
OG0000202	XP_003129043.2, XP_020956184.1, XP_020956457.1, XP_020956187.1	XP_012626031.1
OG0000203	XP_020930495.1	XP_012600215.2
OG0000204	XP_013854732.1	XP_012600417.1
OG0000205	XP_003131019.2	XP_012592757.1, XP_020145980.1, XP_012592755.1
OG0000206	XP_013836879.1, XP_005669368.1, XP_005669367.1	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1
OG0000207	XP_020930244.1, NP_001177173.1	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1
OG0000208	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1
OG0000209	XP_005664701.1, NP_001032227.1	XP_012617021.1
OG0000210	XP_005661152.2, XP_013849956.1, NP_001038017.1	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1
OG0000211	NP_001038037.3	XP_012601548.1
OG0000211	XP_013854702.1, XP_020951792.1	XP_012601550.1, XP_012601552.1
OG0000211	NP_001231401.1	XP_012610211.1
OG0000213	XP_020934178.1, XP_020951645.1, XP_020951644.1, NP_999518.1	XP_012610372.1, XP_012618844.1
OG0000214	XP_020939168.1	XP_020139364.1
OG0000214	XP_020940166.1	XP_012639821.1
OG0000215	XP_020922089.1	XP_012644878.1
OG0000216	XP_005662979.1, NP_001231394.1	XP_020144549.1
OG0000216	NP_001231395.1	XP_020144551.1
OG0000217	XP_003360450.1, XP_005657955.1, XP_003135315.1	XP_012643354.1, XP_012643356.1, XP_012643353.1
OG0000218	XP_005673683.1	XP_020140834.1
OG0000219	NP_001123442.1	XP_012628786.1, XP_012629604.1
OG0000220	XP_003122737.2	XP_012615281.1
OG0000220	XP_003122736.2	XP_012615283.1
OG0000220	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2	XP_012615268.1
OG0000221	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2	XP_012643314.1
OG0000222	NP_001231429.1, XP_020949042.1	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1
OG0000224	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1	XP_020139931.1
OG0000225	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1	XP_020140438.1, XP_012646815.1
OG0000226	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1	XP_012622879.1, XP_012622878.1, XP_012622880.1
OG0000227	NP_999536.1, XP_005673006.1	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1
OG0000228	XP_013840056.1, NP_001265679.1	XP_020143704.1, XP_020143703.1
OG0000229	NP_999021.2, XP_020937780.1	XP_020145193.1
OG0000230	NP_001116598.1	XP_012634431.1
OG0000230	NP_001116597.1	XP_012620823.1, XP_012620826.1
OG0000231	XP_003482189.1, XP_020955452.1	XP_012597534.1
OG0000231	XP_020939046.1	XP_020140932.1, XP_020140933.1, XP_020140931.1
OG0000232	XP_020931403.1	XP_012607170.1
OG0000232	XP_020936292.1	XP_012594561.1
OG0000233	XP_013848461.2	XP_012618946.1
OG0000234	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4	XP_012641963.2, XP_012641964.2
OG0000235	XP_020940339.1	XP_012644008.1
OG0000236	XP_020949090.1	XP_012600890.1
OG0000238	XP_020948781.1	XP_012610428.1
OG0000238	XP_020937338.1, XP_013853069.1	XP_012610400.1
OG0000238	XP_020946891.1	XP_012610438.1
OG0000240	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1
OG0000241	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1	XP_012643313.1, XP_012643316.1, XP_012643297.1
OG0000242	XP_020951136.1	XP_020140970.1, XP_012613899.2
OG0000243	XP_020930076.1	XP_020144894.1
OG0000244	XP_020939836.1	XP_012624841.1
OG0000244	NP_001072150.1, XP_020927869.1	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1
OG0000246	XP_020919855.1	XP_012644463.1
OG0000247	XP_020956774.1	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1
OG0000248	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1
OG0000249	NP_001193367.1	XP_012623524.1
OG0000249	NP_001156363.1, XP_020934119.1	XP_012623655.1
OG0000250	XP_020936679.1	XP_020138391.1
OG0000251	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1
OG0000252	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1
OG0000254	NP_001302695.1, XP_020949216.1, NP_999411.2	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1
OG0000255	NP_001231041.1, NP_001231043.1	XP_012638692.1, XP_012606045.1
OG0000256	NP_001001911.1	XP_012609650.1
OG0000257	XP_013834554.2, XP_003482562.1	XP_012599602.2, XP_012599619.1
OG0000257	XP_020917972.1	XP_012599621.1
OG0000258	XP_020928491.1	XP_012634397.1
OG0000259	XP_001926303.3	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1
OG0000260	XP_020937348.1	XP_012602134.1
OG0000261	XP_020938029.1, XP_020940708.1, XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2	XP_012643293.1, XP_012643291.1
OG0000262	XP_020918028.1, XP_003129572.2, XP_020918029.1	XP_012641869.1
OG0000262	XP_003129569.2, XP_020918034.1	XP_012641928.1, XP_012641930.1
OG0000262	XP_005653697.1	XP_012641864.1
OG0000263	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1
OG0000264	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1	XP_020141699.1, XP_020141698.1
OG0000265	XP_020954418.1	XP_012628546.1
OG0000266	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1
OG0000267	XP_005670968.2	XP_020138751.1
OG0000269	XP_020935283.1, XP_020935284.1, XP_020935650.1, XP_020935942.1, XP_020935880.1, XP_020935536.1, XP_020935539.1, XP_020935943.1	XP_020140701.1, XP_012644252.1
OG0000270	XP_013841932.1, XP_020935398.1, XP_013841931.1, XP_020935399.1	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1
OG0000272	NP_001243703.1	XP_012646534.2
OG0000272	NP_999379.1	XP_012598546.1
OG0000272	NP_001157987.1	XP_012646437.1
OG0000273	XP_020941822.1, XP_020941821.1, XP_020941206.1, NP_001182438.1, NP_001128296.1, NP_999588.1	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1
OG0000274	NP_001009579.1	XP_012638783.1
OG0000274	NP_998944.1	XP_012639019.1
OG0000275	NP_001191212.1	XP_012629133.2, XP_012631180.1, XP_012643517.1, XP_012644734.1, XP_012597174.1, XP_012620171.1, XP_012644253.1, XP_012604247.1, XP_012594367.1, XP_012605170.1, XP_012639801.1, XP_020137900.1, XP_012636393.1, XP_012637937.1, XP_012625287.1, XP_012592881.1, XP_012600833.1, XP_020141142.1, XP_012603384.1
OG0000276	XP_003124264.1, XP_013846920.1	XP_012613559.1
OG0000277	XP_020938718.1, XP_003122835.2, XP_003122840.2, XP_020936962.1, XP_020938717.1, XP_005654735.1	XP_012594072.2
OG0000278	XP_020940531.1	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1
OG0000279	XP_020941651.1	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1
