Orthogroup	Sus_scrofa	Canis_lupus_familiaris
OG0000105	XP_020918329.1, XP_020918323.1, XP_020918326.1, XP_020918310.1, XP_020918316.1, XP_020918321.1, XP_020918318.1, XP_020918325.1, XP_020918332.1, XP_020918335.1, XP_020918299.1, XP_020918313.1, XP_020918319.1, XP_020918336.1, XP_020918322.1, XP_020918308.1, XP_020918320.1, XP_020918324.1, XP_020918330.1, XP_020918301.1, XP_020918309.1, XP_020918333.1, XP_020918302.1, XP_020918312.1, XP_020918300.1, XP_020918327.1, XP_020918314.1, XP_020918304.1, XP_020918305.1, XP_020918331.1, XP_020918303.1, XP_020918311.1, XP_020918334.1, XP_020918307.1, XP_020918315.1	XP_038431694.1, XP_038424242.1, XP_038431695.1, XP_038424245.1, XP_038424247.1, XP_038424248.1, XP_038424246.1, XP_038424241.1, XP_038424251.1, XP_038424244.1, XP_038424249.1, XP_038424243.1, XP_038431696.1, XP_038431697.1, XP_038424250.1, XP_038410565.1, XP_038437674.1, XP_038407573.1
OG0000106	XP_003134933.1	XP_038415502.1
OG0000106	NP_001006592.1	XP_038395750.1
OG0000106	XP_005670706.1, NP_998956.1	NP_001003069.1
OG0000106	XP_005661989.2	XP_038394776.1
OG0000107	XP_020938708.1, XP_020941127.1, XP_020938707.1, XP_003480749.2, XP_020937672.1, XP_020937673.1, XP_020937111.1, XP_020937110.1, XP_020940700.1, XP_020937676.1	NP_001375528.1, NP_001375527.1
OG0000107	XP_020940701.1, XP_020940702.1	NP_001375529.1
OG0000108	XP_020930254.1, NP_001230722.1	XP_038430375.1, XP_038437667.1, XP_038430373.1, XP_038429412.1
OG0000109	XP_020921609.1	NP_001375801.1, XP_038407562.1, NP_001375846.1
OG0000109	XP_003122039.1	XP_038407563.1
OG0000109	XP_003122044.1	NP_001375456.1
OG0000110	XP_005669254.1	XP_038392542.1, XP_038392543.1
OG0000110	XP_013843394.1, NP_001231387.1	XP_038392566.1
OG0000110	XP_020921972.1	XP_038392540.1
OG0000111	XP_020937408.1, XP_020937407.1, XP_003359505.2	XP_038425279.1, XP_038445063.1, XP_038415133.1, XP_038444938.1, XP_038415136.1, XP_038445381.1, XP_038445171.1, XP_038445180.1, XP_038445612.1, XP_038415131.1, XP_038445221.1, XP_038415132.1, XP_038444899.1, XP_038445058.1, XP_038445056.1, XP_038445216.1, XP_038444900.1, XP_038444929.1, XP_038415134.1
OG0000113	XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1	XP_038443886.1, XP_038443837.1, XP_038443882.1, XP_038443881.1, XP_038399803.1, XP_038443879.1, XP_038443880.1
OG0000114	XP_001928677.1	NP_001104269.1
OG0000114	XP_020931001.1	NP_001106640.1
OG0000114	XP_001928787.2, XP_003133674.2	XP_038441037.1, XP_038441509.1
OG0000115	NP_001138692.1	XP_038402927.1, XP_038402930.1, XP_038402928.1, XP_038402929.1
OG0000115	XP_020932893.1	NP_001238856.2
OG0000116	NP_001072141.1	XP_038386227.1
OG0000116	NP_001072142.1	XP_038407551.1, XP_038389893.1
OG0000117	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2	XP_038412295.1
OG0000118	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1	XP_038413094.1, XP_038413092.1, XP_038413091.1, XP_038413093.1, XP_038413090.1, XP_038413095.1
OG0000119	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1	XP_038434047.1, XP_038434048.1, XP_038434049.1, XP_038434046.1, XP_038434050.1
OG0000120	XP_003124331.1	XP_038395395.1
OG0000121	XP_020933838.1, XP_020933335.1	XP_038415793.1
OG0000122	XP_020952890.1	XP_038385259.1
OG0000122	XP_020946773.1, NP_001193288.1	XP_038421810.1, XP_038428305.1, NP_001003142.2, XP_038399787.1, XP_038388026.1
OG0000123	XP_020923328.1, XP_020923329.1, XP_020923330.1	NP_001014309.1
OG0000124	XP_020936177.1, XP_020936616.1	XP_038442694.1
OG0000124	XP_020935144.1, NP_001231049.1	NP_001041587.1
OG0000124	XP_020936605.1, XP_020935838.1	XP_038442663.1
OG0000124	XP_020935449.1	XP_038442662.1
OG0000125	XP_003131481.2	XP_038401950.1
OG0000125	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2	XP_038402032.1, NP_001333023.1, NP_001333024.1
OG0000126	XP_005667275.2, XP_020919598.1	XP_038424069.1
OG0000126	XP_020918285.1	XP_038425265.1
OG0000126	XP_020919599.1	XP_038424274.1, XP_038424068.1
OG0000127	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1	XP_038437879.1, XP_038437881.1, XP_038437890.1, XP_038437877.1, XP_038437884.1, XP_038437888.1, XP_038437883.1, XP_038437891.1, XP_038437892.1, XP_038437887.1, XP_038437882.1, XP_038437893.1, XP_038437880.1, XP_038437885.1, XP_038437878.1, XP_038437889.1, XP_038437886.1
OG0000128	XP_020954076.1	XP_038440255.1
OG0000128	XP_020953970.1, NP_999509.1	XP_038440239.1
OG0000128	XP_020954079.1	XP_038440246.1
OG0000128	XP_020954067.1	XP_038440245.1
OG0000129	XP_003128840.1, NP_999554.2	NP_001301024.1
OG0000130	XP_003360678.2	NP_001376119.1
OG0000130	XP_013854501.1	NP_001375892.1
OG0000130	XP_003129579.1, XP_020918036.1	XP_038424091.1, NP_001375626.1
OG0000130	XP_020918025.1	XP_038424092.1
OG0000131	XP_020917979.1, XP_020958303.1, XP_020917980.1	NP_001375841.1, NP_001375840.1, NP_001375664.1, NP_001375665.1
OG0000132	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1	XP_038382133.1, XP_038382135.1, XP_038382134.1
OG0000133	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1	XP_038397365.1, XP_038397362.1, XP_038397364.1, XP_038397366.1, XP_038397360.1, XP_038397361.1, XP_038397363.1
OG0000134	XP_020948074.1	XP_038432511.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_038435217.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_038435284.1, XP_038435281.1, XP_038435283.1, XP_038435288.1, XP_038435286.1, XP_038435280.1, XP_038435287.1, XP_038435282.1, XP_038435285.1
OG0000137	XP_020919261.1, XP_020958363.1, XP_020919260.1, XP_013833321.1	NP_001375490.1
OG0000138	XP_020918056.1	NP_001376043.1
OG0000138	XP_020918054.1, XP_003482591.1	NP_001375774.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_038415419.1, XP_038415429.1, XP_038415424.1, XP_038415422.1, XP_038415427.1, XP_038415423.1, XP_038415426.1, XP_038415428.1, XP_038415420.1, XP_038415416.1, XP_038415421.1, XP_038415415.1, XP_038415417.1, XP_038415418.1, XP_038415425.1
OG0000140	XP_003132324.1	XP_038421936.1
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_038386907.1
OG0000143	NP_001230628.1, XP_020937831.1	XP_038388519.1
OG0000144	XP_005672777.1	XP_038427434.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_038431963.1, XP_038431964.1, XP_038431969.1, XP_038431970.1, XP_038431968.1, XP_038431966.1, XP_038431967.1, XP_038431965.1
OG0000146	XP_013852064.1	XP_038435683.1, XP_038435682.1, XP_038435680.1, XP_038435681.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	NP_001243464.1, NP_001002945.2
OG0000148	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3	NP_001300743.1, NP_001375485.1
OG0000149	XP_020948935.1	XP_038384701.1
OG0000149	NP_001165012.1	XP_038442297.1
OG0000149	NP_999414.1, XP_020944376.1	NP_001376153.1
OG0000151	XP_020923069.1	XP_038404025.1, XP_038404026.1
OG0000153	XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_038444820.1, XP_038444990.1, XP_038445011.1, XP_038444901.1
OG0000156	XP_020950146.1	XP_038384591.1
OG0000156	XP_020952928.1	NP_001003331.1
OG0000157	XP_020933437.1	XP_038428800.1, XP_038428799.1
OG0000157	XP_003129826.2	XP_038387557.1
OG0000157	NP_001090887.1	NP_001184045.1, XP_038394106.1
OG0000158	XP_003125783.1	NP_001239215.1
OG0000158	XP_013848343.2	XP_038445525.1
OG0000159	XP_020924542.1, XP_003132771.2	NP_001375698.1
OG0000160	XP_003122846.1	XP_038445636.1, XP_038405468.1, XP_038439966.1, XP_038437043.1, XP_038406797.1, XP_038428267.1, XP_038394772.1, XP_038431354.1, XP_038414942.1, XP_038407945.1, XP_038387301.1
OG0000160	XP_005673920.1	XP_038445322.1
OG0000161	XP_003125054.1	XP_038417674.1
OG0000162	NP_999503.1, XP_020946832.1	NP_001002986.1
OG0000163	NP_999327.1	NP_001003125.1
OG0000164	XP_020944849.1, XP_001927356.3, XP_003355080.1	XP_038435479.1
OG0000165	XP_020919856.1	XP_038385822.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_038388120.1, XP_038388119.1, XP_038388116.1, XP_038388115.1, XP_038388117.1, XP_038388118.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_038396079.1, XP_038396071.1, XP_038396081.1, XP_038396080.1, XP_038396074.1, XP_038396077.1, XP_038396072.1, XP_038396076.1, XP_038396078.1, XP_038396075.1, XP_038396073.1
OG0000168	XP_005668697.1	XP_038414635.1, XP_038437167.1, XP_038427261.1
OG0000170	NP_998907.1, XP_020940714.1, NP_998911.1, XP_005661168.1, NP_998912.1, XP_020935842.1, XP_020935894.1	NP_001128448.1, NP_001002947.1, NP_001128449.1, NP_001002948.1
OG0000170	NP_001095943.1	NP_001300719.1
OG0000171	NP_999528.1	XP_038381974.1
OG0000172	XP_001927312.2	XP_038435243.1
OG0000172	XP_020942296.1	XP_038382293.1
OG0000172	XP_020933305.1	XP_038428877.1
OG0000173	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_038416549.1, XP_038416551.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1
OG0000176	XP_013849756.2	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1
OG0000179	XP_020950070.1	XP_038381597.1
OG0000179	NP_999578.1, XP_020950071.1	NP_001006653.1
OG0000180	NP_001123444.1	NP_001124304.1
OG0000181	XP_005667531.1	XP_038391748.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1
OG0000183	XP_003122874.3	XP_038419339.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_038427004.1
OG0000185	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1
OG0000187	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1	NP_001376017.1, NP_001375795.1, NP_001243380.1, NP_001376014.1, XP_038429026.1, XP_038429027.1, NP_001376101.1, NP_001376009.1, NP_001375794.1, XP_038430321.1, XP_038430322.1, NP_001375443.1, NP_001375680.1, NP_001376098.1, XP_038430318.1, XP_038430316.1, XP_038430320.1, XP_038430317.1, XP_038430319.1, NP_001376100.1
OG0000188	XP_020918037.1, NP_001138313.1	XP_038424774.1, NP_001257813.1, NP_001257812.1
OG0000188	NP_999612.1	XP_038424777.1, XP_038424776.1, XP_038424775.1
OG0000189	NP_001231025.1, XP_013841909.1	XP_038401086.1
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1
OG0000192	NP_001243293.1	XP_038432684.1
OG0000192	XP_003126541.1	XP_038432680.1
OG0000193	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1	XP_038443868.1, XP_038443869.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_038444455.1
OG0000195	NP_001172084.1	NP_001003387.1
OG0000196	XP_020940703.1	NP_001375813.1
OG0000196	XP_003122828.1, XP_020937798.1, XP_020940706.1	NP_001375534.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	NP_001375535.1, XP_038418391.1
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1	XP_038443760.1, XP_038443759.1
OG0000197	XP_005667658.1	XP_038382078.1, XP_038412748.1
OG0000198	XP_020952998.1	XP_038383513.1
OG0000198	XP_020952811.1	XP_038385313.1
OG0000198	XP_020952997.1	XP_038383512.1
OG0000199	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_038383776.1, XP_038383775.1
OG0000200	XP_020944162.1, NP_001121945.1	XP_038397377.1
OG0000201	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1	XP_038445301.1, XP_038445306.1, XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000202	XP_013844751.1	XP_038415073.1, XP_038415072.1
OG0000203	XP_020930495.1	XP_038421044.1
OG0000204	XP_013854732.1	XP_038424728.1
OG0000205	XP_003131019.2	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	XP_013836879.1, XP_005669368.1, XP_005669367.1	XP_038426112.1
OG0000206	XP_020927111.1	XP_038426111.1
OG0000207	XP_020930244.1, NP_001177173.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000208	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1	XP_038442518.1
OG0000210	XP_005661152.2	NP_001003050.1, NP_001300801.1
OG0000210	XP_013849956.1, NP_001038017.1	XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	NP_001038037.3	XP_038399653.1
OG0000211	XP_003127889.1, XP_013854702.1, XP_020951792.1	XP_038399656.1, XP_038399655.1
OG0000211	NP_001231401.1	NP_001239095.1
OG0000212	XP_003123652.1	NP_001376077.1
OG0000212	XP_020940720.1	XP_038413458.1, XP_038413457.1
OG0000213	XP_020934178.1, XP_020951645.1, XP_020951644.1	XP_038387999.1
OG0000213	NP_999518.1	XP_038415468.1
OG0000214	XP_020939168.1	XP_038422738.1
OG0000214	XP_020952252.1	XP_038393379.1
OG0000214	XP_020940166.1	XP_038388357.1
OG0000215	XP_020922089.1	XP_038402225.1
OG0000216	NP_001231395.1	XP_038411153.1
OG0000217	XP_003360450.1, XP_005657955.1, XP_003135315.1	XP_038443897.1, XP_038443898.1
OG0000218	XP_005673683.1	XP_038445419.1, XP_038445414.1, XP_038445022.1
OG0000219	NP_001123442.1	NP_001183974.1
OG0000220	XP_003122737.2	NP_001375506.1
OG0000220	XP_003122736.2	NP_001375505.1
OG0000220	XP_003122735.2	NP_001375802.1
OG0000220	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2	XP_038419095.1
OG0000221	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2	XP_038418398.1, NP_001375959.1
OG0000222	NP_001231429.1, XP_020949042.1	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1
OG0000223	XP_003480734.2, XP_003122663.4, XP_003480736.2	XP_038420130.1
OG0000223	XP_020938564.1, XP_020938566.1	XP_038420126.1
OG0000224	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1	XP_038441884.1
OG0000225	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1
OG0000226	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1
OG0000228	XP_013840056.1, NP_001265679.1	NP_001003078.1
OG0000229	NP_999021.2, XP_020937780.1	NP_001003190.1
OG0000230	NP_001116598.1, XP_020941208.1	XP_038416695.1
OG0000230	NP_001116597.1	XP_038387109.1
OG0000231	XP_003482189.1, XP_020955452.1	XP_038439910.1
OG0000231	XP_020939046.1	XP_038415431.1
OG0000232	XP_020931403.1	XP_038420725.1
OG0000232	XP_020936292.1	XP_038443475.1
OG0000233	XP_013848461.2	XP_038436324.1
OG0000235	XP_020940339.1	XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1
OG0000236	XP_020949090.1	NP_001003268.1
OG0000238	XP_020937338.1, XP_013853069.1	NP_001300815.1, NP_001375450.1
OG0000238	XP_020946891.1	NP_001375748.1
OG0000239	XP_003124235.2	NP_001376065.1, NP_001376039.1
OG0000239	XP_020937350.1, XP_003124234.2	NP_001375552.1
OG0000240	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1
OG0000241	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000243	XP_020930076.1	XP_038383021.1
OG0000244	XP_020939836.1	XP_038423813.1, XP_038423814.1
OG0000244	NP_001072150.1, XP_020927869.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000246	XP_020919855.1	XP_038385817.1
OG0000247	XP_020956774.1	XP_038389379.1
OG0000248	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	NP_001193367.1	XP_038415282.1
OG0000249	NP_001156363.1, XP_020934119.1	XP_038415283.1
OG0000250	XP_020936679.1	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1
OG0000251	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1	XP_038439794.1
OG0000252	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	NP_001302695.1, XP_020949216.1, NP_999411.2	NP_001003085.1
OG0000255	NP_001231041.1	NP_001003101.1
OG0000255	NP_001231043.1	XP_038397690.1, XP_038441028.1, XP_038395584.1
OG0000256	NP_001001911.1	NP_001003262.1, XP_038383983.1, XP_038383984.1
OG0000257	XP_013834554.2, XP_003482562.1	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1
OG0000257	XP_020917972.1	NP_001376029.1
OG0000258	XP_020928491.1	NP_001184028.1
OG0000259	XP_001926303.3	NP_001375915.1
OG0000260	XP_020937348.1	NP_001375547.1
OG0000261	XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1
OG0000262	XP_020918028.1, XP_003129572.2, XP_020918029.1	XP_038425286.1, XP_038425287.1
OG0000262	XP_003129558.4, XP_003129560.2	NP_001375765.1
OG0000262	XP_003129569.2, XP_020918034.1	NP_001375762.1
OG0000262	XP_005653697.1	NP_001376052.1
OG0000263	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1	XP_038401566.1
OG0000265	XP_020954418.1	XP_038410084.1
OG0000266	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_005670968.2	XP_038431764.1
OG0000269	XP_020935283.1, XP_020935284.1, XP_020935650.1, XP_020935942.1, XP_020935880.1, XP_020935536.1, XP_020935539.1, XP_020935943.1	XP_038444515.1, XP_038444513.1, XP_038444514.1, XP_038444512.1, XP_038445517.1, XP_038442573.1, XP_038444778.1, XP_038444434.1, XP_038444433.1, XP_038442574.1, XP_038445542.1, XP_038444425.1, XP_038444427.1, XP_038444426.1, XP_038444430.1, XP_038444428.1, XP_038444424.1, XP_038444429.1, XP_038444431.1, XP_038444445.1, XP_038444432.1, XP_038444446.1, XP_038444449.1, XP_038444448.1, XP_038444447.1, XP_038444452.1, XP_038444450.1, XP_038444451.1, XP_038444453.1
