Orthogroup	Sus_scrofa	Urocitellus_parryii
OG0000127	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1	XP_026258986.1
OG0000128	XP_020954079.1	XP_026263488.1
OG0000128	XP_020954067.1	XP_026263508.1
OG0000130	XP_003129579.1, XP_020918036.1	XP_026256846.1, XP_026256845.1
OG0000130	XP_020918025.1	XP_026256705.1
OG0000131	XP_020917979.1, XP_020958303.1, XP_020917980.1	XP_026236795.1, XP_026236791.1, XP_026236793.1
OG0000132	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1	XP_026253416.1, XP_026253412.1, XP_026253414.1, XP_026253415.1, XP_026253413.1, XP_026253410.1, XP_026253411.1
OG0000133	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1	XP_026265758.1, XP_026265757.1
OG0000134	XP_020948074.1	XP_026259066.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_026250197.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_026264277.1, XP_026264276.1, XP_026264275.1
OG0000138	XP_020918054.1, XP_003482591.1	XP_026256847.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_026236254.1, XP_026236259.1, XP_026236250.1, XP_026236256.1, XP_026236258.1, XP_026236255.1, XP_026236249.1, XP_026236251.1, XP_026236257.1, XP_026236253.1
OG0000141	XP_020939077.1	XP_026268094.1, XP_026237419.1, XP_026238596.1, XP_026237467.1, XP_026237468.1, XP_026237463.1, XP_026237466.1, XP_026237469.1, XP_026238377.1, XP_026237464.1
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_026251487.1
OG0000144	XP_005672777.1	XP_026256477.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_026264744.1, XP_026264745.1, XP_026264742.1, XP_026264743.1
OG0000146	XP_013852064.1	XP_026238756.1, XP_026238746.1, XP_026238765.1, XP_026238772.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	XP_026251867.1
OG0000148	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3	XP_026267806.1
OG0000149	XP_020948935.1	XP_026259522.1
OG0000149	NP_001165012.1	XP_026263723.1
OG0000149	NP_999414.1, XP_020944376.1	XP_026249891.1
OG0000152	XP_005663484.2	XP_026235985.1
OG0000153	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1	XP_026236692.1, XP_026236697.1, XP_026236693.1, XP_026238092.1, XP_026238091.1
OG0000153	XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_026238093.1, XP_026237755.1
OG0000156	XP_020950146.1	XP_026259518.1
OG0000156	XP_020952928.1	XP_026238050.1
OG0000157	XP_020933437.1	XP_026269250.1
OG0000158	XP_003480386.1	XP_026240664.1
OG0000158	XP_003125783.1	XP_026268724.1
OG0000158	XP_013848343.2	XP_026264336.1
OG0000159	XP_020924542.1, XP_003132771.2	XP_026266848.1, XP_026266849.1, XP_026266846.1
OG0000160	XP_005673920.1	XP_026268037.1
OG0000161	XP_003125054.1	XP_026267513.1, XP_026238663.1, XP_026267512.1
OG0000162	NP_999503.1, XP_020946832.1	XP_026266683.1
OG0000163	XP_003129860.4	XP_026248253.1
OG0000163	NP_999327.1	XP_026248265.1
OG0000164	XP_001927356.3	XP_026253089.1
OG0000164	XP_003355080.1	XP_026253091.1
OG0000165	XP_020919856.1	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_026250823.1, XP_026250824.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_026258272.1, XP_026258273.1
OG0000168	XP_020922347.1	XP_026267489.1
OG0000170	NP_001095943.1	XP_026254811.1
OG0000170	XP_005661167.1	XP_026254784.1
OG0000172	XP_001927312.2	XP_026250205.1
OG0000172	XP_020942296.1	XP_026255734.1
OG0000172	XP_020933305.1	XP_026269299.1
OG0000173	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_026235980.1, XP_026235982.1, XP_026235981.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_026260198.1
OG0000176	XP_020938662.1	XP_026262373.1
OG0000176	XP_013849756.2	XP_026262355.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_026240024.1, XP_026240023.1
OG0000178	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1	XP_026245161.1
OG0000179	NP_999578.1, XP_020950071.1	XP_026236812.1
OG0000180	NP_001123444.1	XP_026267620.1
OG0000181	XP_005667531.1, XP_013834976.2, XP_020958355.1	XP_026260337.1, XP_026260348.1, XP_026260332.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_026270826.1, XP_026270821.1
OG0000183	XP_003122874.3	XP_026254865.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_026240862.1
OG0000185	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1	XP_026235921.1, XP_026235918.1, XP_026235917.1, XP_026235922.1, XP_026235920.1, XP_026235923.1, XP_026235919.1
OG0000187	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1	XP_026237629.1, XP_026237630.1
OG0000188	XP_020918037.1, NP_001138313.1	XP_026256750.1, XP_026256706.1
OG0000188	NP_999612.1	XP_026256771.1, XP_026256763.1
OG0000189	XP_020936585.1	XP_026236650.1
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_026265954.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1
OG0000192	XP_003126541.1	XP_026266668.1
OG0000193	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1	XP_026235764.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1
OG0000195	NP_001172084.1	XP_026239254.1
OG0000196	XP_020940703.1	XP_026262375.1
OG0000196	XP_003122828.1, XP_020937798.1, XP_020940706.1	XP_026262376.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	XP_026236211.1, XP_026236238.1
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1	XP_026268139.1
OG0000197	XP_005667658.1	XP_026247348.1
OG0000198	XP_020952953.1	XP_026237449.1, XP_026237448.1
OG0000198	XP_020952998.1, XP_020952971.1	XP_026237461.1
OG0000198	XP_020952811.1	XP_026247067.1
OG0000199	XP_020954615.1, XP_020954613.1, XP_003128519.1, XP_020954612.1, XP_020955707.1, XP_003356709.1, XP_020955706.1, XP_020954614.1, XP_013852515.2, XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1
OG0000200	XP_020944162.1, NP_001121945.1	XP_026259116.1
OG0000201	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1	XP_026264052.1
OG0000202	XP_013844751.1	XP_026251635.1, XP_026251591.1
OG0000202	XP_003129043.2, XP_020956184.1, XP_020956457.1, XP_020956187.1	XP_026251589.1, XP_026258353.1
OG0000203	XP_020930495.1	XP_026244830.1
OG0000204	XP_013854732.1	XP_026256807.1
OG0000205	XP_003131019.2	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1
OG0000206	XP_020927112.1, XP_013836879.1, XP_005669368.1, XP_005669367.1	XP_026262288.1
OG0000206	XP_003132124.1	XP_026262279.1
OG0000207	XP_020930244.1, NP_001177173.1	XP_026250373.1, XP_026250374.1, XP_026250372.1
OG0000208	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1	XP_026252554.1
OG0000209	XP_005664701.1, NP_001032227.1	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1
OG0000210	XP_005661152.2, XP_013849956.1, NP_001038017.1	XP_026254782.1
OG0000211	NP_001038037.3	XP_026250304.1
OG0000211	XP_013854702.1	XP_026250307.1
OG0000211	NP_001231401.1	XP_026239111.1, XP_026239110.1
OG0000212	XP_003123652.1	XP_026253926.1
OG0000213	NP_999518.1	XP_026255250.1
OG0000214	XP_020939168.1	XP_026245568.1
OG0000214	XP_020940166.1	XP_026250337.1
OG0000215	XP_020922089.1	XP_026266594.1
OG0000216	NP_001231395.1	XP_026240715.1
OG0000217	XP_003360450.1, XP_005657955.1, XP_003135315.1	XP_026258660.1, XP_026258659.1
OG0000218	XP_005673683.1	XP_026263177.1
OG0000219	NP_001123442.1	XP_026256016.1
OG0000220	XP_003122736.2	XP_026267412.1
OG0000220	XP_003122735.2	XP_026267413.1
OG0000220	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2	XP_026267411.1
OG0000221	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2	XP_026235035.1, XP_026235400.1, XP_026235034.1
OG0000222	NP_001231429.1, XP_020949042.1	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1
OG0000223	XP_020938564.1, XP_020938566.1	XP_026238212.1, XP_026238374.1, XP_026238017.1
OG0000224	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1
OG0000225	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1	XP_026270364.1
OG0000226	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1	XP_026235766.1, XP_026235767.1
OG0000227	NP_999536.1, XP_005673006.1	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1
OG0000228	XP_013840056.1, NP_001265679.1	XP_026251805.1, XP_026251807.1, XP_026251806.1
OG0000230	NP_001116598.1	XP_026250847.1
OG0000230	NP_001116597.1	XP_026262630.1
OG0000231	XP_003482189.1, XP_020955452.1	XP_026270331.1
OG0000231	XP_020939046.1	XP_026254007.1, XP_026254006.1
OG0000232	XP_020931403.1	XP_026244843.1
OG0000232	XP_020936292.1	XP_026268124.1
OG0000234	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4	XP_026270137.1, XP_026270179.1, XP_026270138.1, XP_026238168.1, XP_026236792.1
OG0000236	XP_020949090.1	XP_026265741.1
OG0000237	XP_005662419.1	XP_026235321.1
OG0000238	XP_020948781.1	XP_026254256.1
OG0000238	XP_020937338.1, XP_013853069.1	XP_026254268.1, XP_026254239.1
OG0000238	XP_020946891.1	XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1
OG0000239	XP_003124235.2	XP_026237105.1
OG0000239	XP_020937350.1, XP_003124234.2	XP_026237114.1
OG0000240	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1	XP_026258466.1, XP_026236672.1, XP_026236670.1
OG0000241	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1
OG0000243	XP_020930076.1	XP_026245000.1
OG0000244	XP_020939836.1	XP_026270469.1
OG0000244	NP_001072150.1, XP_020927869.1	XP_026238521.1
OG0000246	XP_020919855.1	XP_026258095.1
OG0000247	XP_020956774.1	XP_026243042.1
OG0000248	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1	XP_026267515.1
OG0000249	NP_001193367.1	XP_026268498.1
OG0000249	NP_001156363.1, XP_020934119.1	XP_026268502.1, XP_026268501.1, XP_026268499.1
OG0000251	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1	XP_026250757.1
OG0000252	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1	XP_026261410.1
OG0000254	NP_001302695.1, XP_020949216.1, NP_999411.2	XP_026248072.1, XP_026248078.1
OG0000256	NP_001001911.1	XP_026262141.1
OG0000257	XP_020917972.1	XP_026236797.1
OG0000258	XP_020928491.1	XP_026255332.1
OG0000259	XP_001926303.3	XP_026236218.1
OG0000260	XP_020937348.1	XP_026235374.1, XP_026235371.1
OG0000261	XP_020938029.1, XP_020940708.1	XP_026235036.1, XP_026235017.1
OG0000261	XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2	XP_026235013.1
OG0000262	XP_003129571.2, XP_003129569.2, XP_020918034.1	XP_026256878.1, XP_026256879.1, XP_026256877.1
OG0000263	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1	XP_026244311.1
OG0000264	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1	XP_026267563.1
OG0000265	XP_020954418.1	XP_026239453.1
OG0000266	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1	XP_026263966.1
OG0000267	XP_005670968.2	XP_026257464.1
OG0000270	XP_013841932.1, XP_020935398.1, XP_013841931.1, XP_020935399.1	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1
OG0000272	NP_001243703.1	XP_026267678.1, XP_026267677.1
OG0000272	NP_999379.1	XP_026267676.1
OG0000273	XP_020941822.1, XP_020941821.1, XP_020941206.1, NP_001182438.1, NP_001128296.1, NP_999588.1	XP_026238202.1
OG0000274	NP_001009579.1	XP_026236048.1
OG0000274	NP_998944.1	XP_026236050.1
OG0000275	NP_001191212.1	XP_026269811.1
OG0000276	XP_003354206.1	XP_026236930.1
OG0000276	XP_003124266.2, XP_003124426.2, XP_013847767.1, XP_003124264.1, XP_013846920.1, XP_020955486.1, XP_001928439.1, XP_001928254.3, XP_001928234.2, XP_020937569.1, XP_001928379.1, XP_001928368.1, XP_001928468.1, XP_001928324.2, XP_001928347.1, XP_001928243.3	XP_026236929.1
OG0000277	XP_020938718.1, XP_003122835.2, XP_003122840.2, XP_020936962.1, XP_020938717.1, XP_005654735.1	XP_026235020.1, XP_026235028.1, XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1
OG0000278	XP_020940531.1	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1
OG0000279	XP_020941651.1	XP_026261464.1, XP_026261463.1
OG0000280	XP_005661684.1, XP_005661683.1, XP_013850546.1, XP_005661681.1, XP_005661682.1	XP_026255947.1, XP_026255945.1
OG0000281	XP_020952549.1	XP_026253602.1
OG0000282	XP_003131683.1	XP_026263126.1, XP_026263127.1
OG0000282	NP_001182043.1	XP_026259186.1
OG0000284	XP_020937966.1, XP_020937663.1, XP_020937117.1, XP_020937577.1, XP_020938176.1, XP_020937967.1, XP_020937964.1, XP_020937432.1	XP_026236877.1, XP_026236882.1, XP_026236881.1, XP_026269171.1, XP_026236880.1, XP_026269168.1
OG0000286	XP_003129483.2, XP_020958316.1, XP_003129484.1, XP_020958315.1, XP_003129485.1, XP_020958314.1	XP_026238043.1, XP_026238039.1
OG0000287	XP_020955720.1	XP_026236414.1
OG0000287	XP_001928091.2, XP_003128813.2, XP_001928657.2	XP_026267816.1
OG0000287	XP_013853110.2	XP_026267817.1
OG0000288	XP_003124154.2	XP_026237106.1
OG0000289	XP_020919609.1	XP_026248355.1, XP_026248346.1, XP_026248354.1, XP_026248379.1, XP_026252121.1, XP_026252179.1
OG0000290	NP_001103891.1, XP_005666321.1	XP_026261807.1, XP_026261809.1, XP_026261808.1
OG0000291	XP_020923748.1	XP_026237268.1
OG0000291	XP_013836273.2	XP_026237266.1
OG0000291	XP_020923739.1	XP_026237265.1, XP_026237264.1
OG0000292	XP_020956816.1	XP_026242936.1
OG0000293	XP_005652838.1, XP_005652835.1, XP_005652837.1, XP_003122446.2, XP_005652836.1	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1
OG0000294	NP_001072140.1, XP_020924293.1	XP_026261937.1
OG0000294	XP_020931693.1, XP_020931690.1, XP_020931692.1, XP_020931691.1	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1
OG0000295	XP_020933179.1	XP_026239036.1
OG0000295	XP_020944847.1, XP_020944848.1	XP_026238639.1
OG0000296	XP_020930924.1, XP_020930925.1, XP_020930918.1, XP_020930917.1, XP_020930921.1, XP_020930919.1, XP_020930915.1, XP_020930916.1, XP_020930920.1, XP_020930922.1, XP_020930923.1	XP_026270551.1, XP_026270549.1, XP_026270550.1
OG0000297	XP_020948016.1	XP_026266666.1
OG0000298	NP_999450.1, XP_020932951.1	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1
OG0000299	XP_005661185.1, XP_020938981.1, XP_003353996.1, XP_020938980.1, XP_020938982.1, XP_003123052.2, XP_020938979.1	XP_026251698.1, XP_026251695.1, XP_026251697.1
OG0000300	XP_020937103.1, XP_020940392.1	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1
OG0000301	XP_020918049.1, XP_020918047.1	XP_026256795.1
OG0000303	XP_005659205.2, NP_001004035.1	XP_026248154.1
OG0000304	XP_020920528.1	XP_026255330.1
OG0000304	XP_020933861.1, XP_020933334.1, XP_020933908.1, XP_020933855.1, XP_020937744.1, XP_020933206.1	XP_026266731.1
OG0000305	XP_003131820.1	XP_026244728.1, XP_026261393.1
OG0000307	XP_020933514.1, NP_001231487.1	XP_026235476.1, XP_026249575.1
OG0000308	XP_020956827.1, XP_020956826.1	XP_026240944.1, XP_026245638.1
OG0000308	XP_003135249.1	XP_026261379.1
OG0000309	XP_005661205.1, NP_001231893.1, NP_001231894.1	XP_026235736.1, XP_026235737.1
OG0000310	XP_020958041.1	XP_026247365.1
OG0000311	XP_013835311.1	XP_026243427.1
OG0000311	XP_005673299.1	XP_026243383.1
OG0000312	NP_001231443.1, XP_005660822.2	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1
OG0000314	XP_003132590.3	XP_026238541.1
OG0000314	XP_020935926.1	XP_026270361.1, XP_026270359.1, XP_026270360.1
OG0000315	XP_003135397.2, XP_005673841.2, XP_013841769.1	XP_026258652.1, XP_026264866.1
OG0000316	XP_003360562.2	XP_026236867.1
OG0000318	XP_020921824.1	XP_026246456.1
OG0000318	NP_001135462.1	XP_026257110.1
OG0000319	XP_020958330.1, XP_020958325.1	XP_026239885.1, XP_026239887.1, XP_026239886.1
OG0000320	XP_020944157.1	XP_026236330.1, XP_026236337.1, XP_026236344.1
OG0000321	XP_020950428.1	XP_026262034.1, XP_026262033.1
OG0000321	XP_013839187.1	XP_026258443.1
OG0000322	XP_003125211.1	XP_026241507.1
OG0000322	NP_001231138.1	XP_026249989.1, XP_026247594.1
OG0000323	NP_001231270.1, XP_020949048.1	XP_026247500.1
OG0000323	XP_005659297.1, XP_003121294.1	XP_026257312.1
OG0000324	XP_020955313.1	XP_026250022.1
OG0000324	NP_001185850.1	XP_026250057.1
OG0000325	XP_020923386.1, XP_020923385.1, XP_020923384.1	XP_026249739.1, XP_026249735.1, XP_026249737.1, XP_026249738.1, XP_026249736.1
OG0000326	XP_005662058.1, NP_001230150.1	XP_026256176.1
OG0000327	NP_001231241.1, XP_005653963.1	XP_026242837.1, XP_026242835.1, XP_026242836.1
OG0000328	XP_005660556.1, XP_013849367.1, XP_001928885.1, XP_005660555.1	XP_026242020.1, XP_026242022.1, XP_026242021.1, XP_026242018.1, XP_026242019.1
OG0000329	XP_013853164.1, XP_005664026.1	XP_026242451.1
OG0000329	XP_001928684.1	XP_026249914.1, XP_026249913.1
OG0000330	XP_013848130.1, XP_013848126.1, XP_013848127.1, XP_020945573.1, XP_005659345.1, XP_013848129.1	XP_026266999.1
OG0000331	XP_005656256.1, XP_020952627.1, XP_013844381.1, XP_003128153.1	XP_026268680.1
OG0000331	XP_020936365.1	XP_026252503.1
OG0000332	XP_020919242.1, XP_020919245.1, XP_020919243.1, XP_020919241.1, XP_020919244.1, XP_020919247.1, XP_020919246.1	XP_026266952.1, XP_026266949.1, XP_026266951.1, XP_026266950.1
OG0000333	XP_020926308.1, XP_020926305.1, XP_020926309.1, XP_020926306.1, XP_020926307.1, XP_005669589.1	XP_026239640.1, XP_026239641.1, XP_026239642.1
