Orthogroup	Sus_scrofa	Mesocricetus_auratus
OG0000117	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2	XP_005085440.1, XP_012980151.1
OG0000118	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1	XP_040592964.1
OG0000119	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1	XP_005066137.1, XP_005066138.1, XP_012965891.1, XP_012965892.1
OG0000120	XP_003124331.1	XP_040607247.1
OG0000121	XP_020933838.1, XP_020933335.1	XP_040598139.1, XP_005075252.1, XP_040598140.1, XP_021085845.1, XP_012972648.1, XP_012972650.1, XP_012972652.1, XP_012972649.1
OG0000122	XP_020952890.1	XP_012977225.2
OG0000122	XP_020946773.1, NP_001193288.1	XP_040604850.1, XP_040595192.1, XP_040586848.1, XP_040586853.1
OG0000123	XP_020923328.1, XP_020923329.1, XP_020923330.1	XP_005067471.1
OG0000124	XP_020936177.1, XP_020936616.1	XP_040592747.1
OG0000124	XP_020936608.1, XP_020935144.1, NP_001231049.1	XP_012974027.1
OG0000124	XP_020936605.1, XP_020935838.1, XP_020935449.1	XP_040589326.1
OG0000125	XP_003131481.2	XP_005087419.3
OG0000125	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2	XP_040603962.1, XP_040603963.1, XP_040605621.1
OG0000127	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1	XP_012978066.1
OG0000128	XP_020954076.1	XP_021080724.1
OG0000128	XP_020953970.1, NP_999509.1	XP_012966127.1
OG0000128	XP_020954079.1	XP_012966093.1
OG0000128	XP_020954067.1	XP_012966126.1
OG0000129	XP_003128840.1, NP_999554.2	XP_040596085.1, XP_040595678.1, XP_040595676.1
OG0000130	XP_003129579.1, XP_020918036.1	XP_012981582.1, XP_005087320.2
OG0000130	XP_020918025.1	XP_005074159.2, XP_012981599.1, XP_040587531.1
OG0000131	XP_020917979.1, XP_020958303.1, XP_020917980.1	XP_005075791.1, XP_005075797.1, XP_005075792.1, XP_005075796.2, XP_005075793.1, XP_005075795.1, XP_005075835.1, XP_005075794.1
OG0000132	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1	XP_040584133.1, XP_012965653.1, XP_005065914.1, XP_040584136.1, XP_040584135.1, XP_012965654.1, XP_040584134.1
OG0000133	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1	XP_012974105.1, XP_040589323.1, XP_040589322.1, XP_040589324.1
OG0000134	XP_020948074.1	XP_040594363.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_040597461.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_040597418.1, XP_040597423.1, XP_040597422.1, XP_040597412.1, XP_040597417.1, XP_040597415.1, XP_040597425.1, XP_040597421.1, XP_040597420.1, XP_040597419.1, XP_040597424.1, XP_040597416.1, XP_040597414.1, XP_040597413.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_012966997.1, XP_040604645.1, XP_021081513.1, XP_021081512.1, XP_012966996.1, XP_012966991.1, XP_012966995.1, XP_012966994.1, XP_012966990.1
OG0000141	XP_020939077.1	XP_040603916.1, XP_005071934.2, XP_040603914.1, XP_040596859.1, XP_040603913.1, XP_040603915.1, XP_040603912.1, XP_005071936.2, XP_005071941.1, XP_005071937.2, XP_005071938.1, XP_005071940.1, XP_005071939.1
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_005078668.1, XP_021087797.1, XP_012974904.1
OG0000144	XP_005672777.1	XP_040602345.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_040601513.1, XP_040601471.1, XP_040601448.1, XP_040601475.1, XP_040601461.1, XP_040601506.1, XP_040601487.1, XP_040601429.1, XP_040601454.1, XP_040601443.1, XP_040601434.1, XP_040601477.1, XP_040601494.1, XP_040601500.1
OG0000146	XP_013852064.1	XP_012965929.1, XP_021080520.1, XP_005066248.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	NP_001268484.1, XP_040592907.1, XP_021087628.1, NP_001268508.1
OG0000149	XP_020948935.1, NP_001165224.1	XP_040590635.1
OG0000149	NP_001165012.1	XP_040594233.1
OG0000149	NP_999414.1, XP_020944376.1	XP_005076578.1
OG0000151	XP_020923069.1	XP_005077129.1
OG0000151	XP_020923070.1	XP_040605238.1
OG0000152	XP_020946455.1	XP_021088655.1
OG0000152	XP_005663484.2	XP_040607446.1
OG0000153	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1	XP_040610221.1
OG0000153	XP_020947414.1, XP_020937460.1	XP_005079733.2
OG0000153	XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_040610211.1, XP_040610584.1
OG0000157	NP_001090887.1, XP_005654459.1	XP_005073762.1
OG0000158	XP_003480386.1	XP_040596009.1
OG0000158	XP_003125783.1	XP_040608279.1
OG0000158	XP_013848343.2	XP_040587749.1, XP_040605485.1
OG0000159	XP_020924542.1, XP_003132771.2	XP_005076801.1, XP_005076802.1
OG0000160	XP_003122846.1	XP_040586725.1, XP_040600489.1, XP_012969172.1, XP_021091282.1
OG0000161	XP_003125054.1	XP_040593271.1, XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1, XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1, XP_040593268.1, XP_012969603.1, XP_005071276.1, XP_012969602.1
OG0000162	NP_999503.1, XP_020946832.1	XP_040599624.1, XP_040599671.1, XP_021079285.1, XP_012970942.1, XP_040599672.1
OG0000163	NP_999327.1	XP_040590680.1
OG0000165	XP_020919856.1	XP_012979986.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1
OG0000168	XP_003358038.1	XP_012968615.1
OG0000168	XP_005668697.1	XP_005070019.1, XP_005068761.1, XP_040585639.1, XP_040610240.1, XP_040593032.1, XP_040599309.1
OG0000170	NP_001095943.1	XP_021086104.1
OG0000170	XP_005661167.1	XP_021086107.1
OG0000171	NP_999528.1	XP_005065871.1
OG0000172	XP_001927312.2	XP_021078569.1
OG0000172	XP_020942296.1	XP_040614120.1, XP_040614119.1
OG0000172	XP_020933305.1	XP_005074616.1
OG0000173	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_040607444.1, XP_005080318.2, XP_005080319.2, XP_040607443.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1
OG0000176	XP_020938662.1	XP_012971132.1
OG0000176	XP_013849756.2	XP_005063858.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_012972115.1, XP_005064346.1, XP_040608718.1
OG0000178	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1	XP_040606959.1
OG0000179	XP_020950070.1	XP_005086645.1
OG0000179	NP_999578.1, XP_020950071.1	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1
OG0000180	NP_001123444.1	XP_040587400.1, XP_040587401.1
OG0000181	XP_005667531.1, XP_013834976.2, XP_020958355.1	XP_005069405.1, XP_005069403.2, XP_005069404.2, XP_005069406.2, XP_005069407.2, XP_012968331.1, XP_005069301.1, XP_040586179.1, XP_005069402.1, XP_012968336.1, XP_040586136.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_040594868.1, XP_040594863.1, XP_040594876.1
OG0000183	XP_003122874.3	XP_005064973.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_040596285.1
OG0000185	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1	XP_040600352.1, XP_040600353.1, XP_040600346.1, XP_040600350.1, XP_040600347.1, XP_040600351.1, XP_040600348.1, XP_040600349.1
OG0000187	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1	XP_040608707.1, XP_005082247.2, XP_005082246.2, XP_005082312.2
OG0000188	XP_020918037.1, NP_001138313.1	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1
OG0000188	NP_999612.1	XP_005087317.1, NP_001268632.1
OG0000189	NP_001231025.1, XP_013841909.1	XP_005077794.1, XP_012974315.1, XP_005077795.1
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1
OG0000192	XP_003126541.1	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1
OG0000193	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1	XP_005072532.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1
OG0000196	XP_020940703.1	XP_005065122.1
OG0000196	XP_003122828.1, XP_020937798.1, XP_020940706.1	XP_005065121.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	XP_005065119.1
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1
OG0000197	XP_005667658.1	XP_040584410.1
OG0000198	XP_020952998.1, XP_020952971.1	XP_040591376.1
OG0000199	XP_020954615.1, XP_020954613.1, XP_003128519.1, XP_020954612.1, XP_020955707.1, XP_003356709.1, XP_020955706.1, XP_020954614.1, XP_013852515.2	XP_012972615.1
OG0000199	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_040589745.1, XP_005084208.1, XP_012979099.1
OG0000200	NP_001121946.1, XP_020945972.1	XP_005081978.1, XP_040607618.1, XP_040607622.1, XP_040607624.1, XP_040607620.1, XP_040607623.1, XP_040607619.1, XP_040607621.1
OG0000201	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1	XP_040605792.1, XP_040603999.1, XP_040605708.1
OG0000202	XP_013844751.1	XP_005075270.1, XP_005075271.1, XP_005075272.3
OG0000203	XP_020930495.1	XP_040601237.1
OG0000204	XP_013854732.1	XP_005074094.1
OG0000205	XP_003131019.2	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1
OG0000206	XP_020927112.1, XP_013836879.1, XP_005669368.1, XP_005669367.1, XP_005669369.1, XP_003132124.1, XP_020927111.1	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1
OG0000207	XP_020930244.1, NP_001177173.1	XP_005070704.1
OG0000208	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1	XP_012977752.1, XP_021089992.1, XP_040600454.1
OG0000209	XP_005664701.1, NP_001032227.1	XP_005086807.1, XP_040590168.1
OG0000210	XP_005661152.2, XP_013849956.1, NP_001038017.1	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2
OG0000211	NP_001038037.3	XP_040587833.1, XP_005082621.2
OG0000211	XP_013854702.1	XP_040608770.1
OG0000211	NP_001231401.1	XP_021091337.1, XP_005084664.1
OG0000212	XP_020940723.1	XP_012967002.1
OG0000213	XP_020951645.1, XP_020951644.1	XP_012968153.1
OG0000214	XP_020939168.1	XP_040598014.1
OG0000214	XP_020940166.1	XP_005065724.1
OG0000215	XP_020922089.1	XP_040590600.1, XP_040606117.1
OG0000216	XP_005662979.1, NP_001231394.1	XP_012970771.1
OG0000216	NP_001231395.1	XP_005072700.1
OG0000217	XP_003360450.1, XP_005657955.1, XP_003135315.1	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2
OG0000218	XP_005673683.1	XP_040599908.1
OG0000219	NP_001123442.1	XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1
OG0000220	XP_003122737.2	XP_005063867.1
OG0000220	XP_003122735.2	XP_005063314.1
OG0000220	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2	XP_005063865.1
OG0000221	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2	XP_005065051.1
OG0000222	NP_001231429.1, XP_020949042.1	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1
OG0000223	XP_020938564.1, XP_020938566.1	XP_005063942.1, XP_005063943.1
OG0000224	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1	XP_012971325.1
OG0000225	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1
OG0000226	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1
OG0000227	NP_999536.1, XP_005673006.1	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1
OG0000228	XP_013840056.1, NP_001265679.1	XP_005082288.1, XP_012977578.1, XP_005082286.1, XP_005082289.1, XP_040608999.1
OG0000229	NP_999021.2, XP_020937780.1	XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1
OG0000230	NP_001116598.1, XP_020941208.1	XP_040586600.1, XP_005084993.1
OG0000230	NP_001116597.1	XP_012975718.1, XP_005079537.1, XP_012975719.1
OG0000231	XP_020939046.1	XP_012966964.2
OG0000232	XP_020931403.1	XP_040585290.1
OG0000232	XP_020936292.1	XP_012976797.1
OG0000233	XP_013848461.2	XP_040602155.1
OG0000234	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4	XP_040612862.1, XP_040596815.1, XP_040597109.1, XP_040612816.1, XP_040612805.1, XP_040612793.1, XP_040612857.1, XP_040612778.1
OG0000236	XP_020949090.1	XP_040597569.1
OG0000237	XP_005662419.1	XP_040585169.1
OG0000238	XP_020948781.1	XP_005079745.2
OG0000238	XP_020946891.1	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1
OG0000239	XP_003124235.2	XP_005065057.1
OG0000240	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1	XP_005069411.1, XP_005069415.1, XP_005069412.2, XP_005069418.1
OG0000241	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1
OG0000243	XP_020930076.1	XP_012969716.1
OG0000244	XP_020939836.1	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1
OG0000244	NP_001072150.1, XP_020927869.1	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1
OG0000246	XP_020919855.1	NP_001268549.1
OG0000247	XP_020956774.1	XP_005074432.1, XP_040603050.1
OG0000248	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1	XP_005073918.1
OG0000249	NP_001193367.1	XP_021090361.2, XP_040596392.1, XP_005083144.1
OG0000249	NP_001156363.1, XP_020934119.1	XP_005083145.1
OG0000250	XP_020936679.1, XP_020952940.1	XP_040600140.1
OG0000251	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1
OG0000252	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1
OG0000254	NP_001302695.1, XP_020949216.1, NP_999411.2	XP_005079257.2, XP_040591232.1, XP_005079196.3, XP_040591285.1, XP_040591280.1, XP_040591237.1, XP_040591263.1, XP_040591239.1, XP_012975350.1, NP_001268598.1
OG0000256	NP_001001911.1	XP_012979581.1
OG0000257	XP_013834554.2, XP_003482562.1	XP_005075783.1
OG0000257	XP_020917972.1	XP_005075789.1
OG0000258	XP_020928491.1	XP_005066133.1
OG0000259	XP_001926303.3	XP_012975999.1
OG0000260	XP_020937348.1	XP_005065066.1, XP_005065067.1, XP_005065068.3
OG0000261	XP_020938029.1, XP_020940708.1	XP_012975331.1, XP_005065053.2, XP_012976143.2, XP_005065052.1, XP_005065054.3
OG0000261	XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2	XP_012975232.1
OG0000262	XP_020918028.1, XP_003129572.2, XP_020918029.1, XP_003129558.4, XP_003129560.2, XP_003129571.2, XP_003129569.2, XP_020918034.1, XP_005653697.1	XP_005074208.1, XP_005074157.1
OG0000263	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1
OG0000264	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1
OG0000265	XP_020954418.1	XP_005072399.1
OG0000266	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2
OG0000267	XP_020928772.1	XP_040607062.1
OG0000267	NP_001230248.1	XP_040607045.1, XP_005077660.2, XP_040607050.1, XP_040607052.1
OG0000267	XP_005670968.2	XP_005077630.1
OG0000270	XP_013841932.1, XP_020935398.1, XP_013841931.1, XP_020935399.1	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1
OG0000272	NP_001243703.1	XP_005077023.1, XP_005077025.1
OG0000272	NP_999379.1, NP_001157987.1	XP_005077022.1
OG0000274	NP_001009579.1	NP_001268267.1
OG0000274	NP_998944.1	XP_005076991.1
OG0000275	NP_001191212.1	XP_040598976.1, XP_005081267.1
OG0000276	XP_003124266.2, XP_003124426.2, XP_013847767.1, XP_003124264.1, XP_013846920.1, XP_020955486.1, XP_001928439.1, XP_001928254.3, XP_001928234.2, XP_020937569.1, XP_001928379.1, XP_001928368.1, XP_001928468.1, XP_001928324.2, XP_001928347.1, XP_001928243.3	XP_005077632.2, XP_040607378.1
OG0000277	XP_020938718.1, XP_003122835.2, XP_003122840.2, XP_020936962.1, XP_020938717.1, XP_005654735.1	XP_005065023.1, XP_005065022.1, XP_040600858.1, XP_005065021.2, XP_040600909.1
OG0000278	XP_020940531.1	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1
OG0000279	XP_020941651.1	XP_012975872.1, XP_005080032.1
OG0000280	XP_005661684.1, XP_005661683.1, XP_013850546.1, XP_005661681.1, XP_005661682.1	XP_040604600.1, XP_040604602.1, XP_040604601.1
OG0000281	XP_020952549.1	XP_005083992.1
OG0000282	XP_003131683.1	XP_040605382.1, XP_005076060.2
OG0000282	NP_001182043.1	XP_021088003.1, XP_040598932.1
OG0000284	XP_020937966.1, XP_020937663.1, XP_020937117.1, XP_020937577.1, XP_020938176.1, XP_020937967.1, XP_020937964.1, XP_020937432.1	XP_021087018.2, XP_005077510.1, XP_012974046.2, XP_040589329.1
