Orthogroup	Sus_scrofa	Sarcophilus_harrisii
OG0000134	XP_020948074.1	XP_012406199.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_031802264.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_031802238.1, XP_023351771.1, XP_023351772.1, XP_023351769.1, XP_023351770.1
OG0000137	XP_020919261.1, XP_020958363.1, XP_020919260.1, XP_013833321.1	XP_003772721.1, XP_031795158.1, XP_003771745.1
OG0000138	XP_003129604.2	XP_003764817.2
OG0000138	XP_020918056.1	XP_003764805.1
OG0000138	XP_020918054.1, XP_003482591.1	XP_012400865.1, XP_003764819.1, XP_003764815.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_031824297.1, XP_031824298.1, XP_031824296.1
OG0000140	XP_003132324.1	XP_031809161.1
OG0000141	XP_020939077.1	XP_003768910.2
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_012409297.1, XP_012409299.1, XP_031810413.1, XP_012409296.1, XP_031810414.1, XP_031810416.1, XP_031810415.1, XP_023349993.1
OG0000143	NP_001230628.1, XP_020937831.1	XP_031810460.1, XP_031810461.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_031812834.1, XP_031812833.1, XP_031812832.1, XP_031812831.1, XP_031812829.1, XP_031812830.1
OG0000146	XP_013852064.1	XP_023352157.1, XP_031802841.1, XP_031802843.1, XP_003760295.1, XP_031802842.1, XP_031802845.1, XP_031802844.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	XP_031805537.1, XP_031805539.1, XP_031805536.1, XP_012396338.3, XP_031805534.1, XP_031805059.1, XP_012396336.1
OG0000148	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3	XP_012399621.1, XP_003755833.1
OG0000149	NP_001165224.1	XP_031817538.1
OG0000149	NP_001165012.1	XP_003767906.1
OG0000149	NP_999414.1, XP_020944376.1	XP_031823223.1
OG0000151	XP_020923069.1	XP_012405227.2
OG0000151	XP_020923070.1	XP_031823447.1, XP_031823446.1, XP_003770041.1
OG0000152	XP_005663482.1	XP_031822441.1
OG0000153	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1, XP_020947414.1, XP_020937460.1, XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1
OG0000157	XP_020933437.1	XP_031807643.1, XP_031807644.1
OG0000157	NP_001090887.1, XP_005654459.1	XP_031820484.1, XP_003769255.1
OG0000159	XP_020924542.1, XP_003132771.2	XP_003766412.1, XP_003766858.1
OG0000160	XP_003122846.1, XP_005673920.1, XP_005662165.1	XP_023358024.1
OG0000161	XP_003125054.1	XP_003759113.1
OG0000163	XP_003129860.4	XP_012402414.1
OG0000163	NP_999327.1	XP_003766617.1
OG0000164	XP_020944849.1, XP_001927356.3, XP_003355080.1	XP_031802108.1
OG0000165	XP_020919856.1	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1
OG0000168	XP_003358038.1	XP_012403993.1
OG0000168	XP_020922347.1	XP_003768586.1
OG0000168	XP_005668697.1	XP_031821604.1
OG0000170	NP_998907.1, XP_020940714.1, NP_998911.1, XP_005661168.1, NP_998912.1, XP_020935842.1, XP_020935894.1, NP_001095943.1, XP_005661167.1	XP_003773616.1
OG0000171	NP_999528.1	XP_003769499.1
OG0000172	XP_001927312.2	XP_031802261.1
OG0000172	XP_020942296.1	XP_031793454.1
OG0000172	XP_020933305.1	XP_012409550.1, XP_023350190.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_012405557.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_003773749.1
OG0000176	XP_020938662.1, XP_013849756.2	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1
OG0000178	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1
OG0000179	XP_020950070.1	XP_031817500.1
OG0000179	NP_999578.1, XP_020950071.1	XP_023355787.2, XP_012401166.1
OG0000180	NP_001123444.1	XP_012397749.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_031792735.1
OG0000183	XP_003122874.3	XP_031798882.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_031813724.1, XP_031800734.1
OG0000188	XP_020918037.1, NP_001138313.1	XP_003764834.1
OG0000188	NP_999612.1	XP_003766999.1
OG0000189	XP_020936585.1, NP_001231025.1, XP_013841909.1	XP_003774897.1, XP_031797813.1
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_031796825.1, XP_031796827.1, XP_031796826.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_003769420.1, XP_023358945.1
OG0000192	NP_001243293.1, XP_003126541.1	XP_031794046.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_031801027.1, XP_031801026.1, XP_031801025.1
OG0000195	NP_001172084.1	XP_031820905.1, XP_031820904.1
OG0000196	XP_020940703.1	XP_003773915.1
OG0000196	XP_003122828.1, XP_020937798.1, XP_020940706.1	XP_003773960.1, XP_003773966.2, XP_031798606.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1, XP_005667658.1	XP_012406752.1
OG0000199	XP_020954615.1, XP_020954613.1, XP_003128519.1, XP_020954612.1, XP_020955707.1, XP_003356709.1, XP_020955706.1, XP_020954614.1, XP_013852515.2, XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_031817627.1
OG0000200	NP_001121946.1, XP_020945972.1, XP_020944162.1, NP_001121945.1	XP_003767289.1, XP_023357403.1
OG0000201	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1	XP_031821831.1, XP_031821832.1
OG0000203	XP_020930495.1	XP_031815893.1
OG0000204	XP_013854732.1	XP_003764754.2
OG0000205	XP_003131019.2	XP_031817807.1, XP_003764619.2
OG0000206	XP_020927112.1, XP_013836879.1, XP_005669368.1, XP_005669367.1, XP_005669369.1, XP_003132124.1, XP_020927111.1	XP_031796238.1
OG0000207	XP_020930244.1, NP_001177173.1	XP_023356432.1
OG0000209	XP_005664701.1, NP_001032227.1	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1
OG0000210	XP_005661152.2, XP_013849956.1, NP_001038017.1	XP_031797477.1, XP_003773620.1
OG0000211	NP_001038037.3	XP_031802452.1
OG0000211	XP_003127889.1, XP_013854702.1, XP_020951792.1	XP_031802454.1
OG0000211	NP_001231401.1	XP_003757016.1, XP_031809824.1
OG0000213	XP_020934178.1, XP_020951645.1, XP_020951644.1, NP_999518.1	XP_031807358.1
OG0000214	XP_020939168.1	XP_031804062.1
OG0000214	XP_020940166.1	XP_031822954.1
OG0000215	XP_020922089.1	XP_031821510.1
OG0000216	XP_005662979.1, NP_001231394.1	XP_023352194.1
OG0000216	NP_001231395.1	XP_023352195.1
OG0000219	XP_013841086.1, NP_001123442.1	XP_031796426.1
OG0000220	XP_003122737.2, XP_003122736.2, XP_003122775.2, XP_003122735.2, XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2	XP_003774257.2, XP_003774496.2, XP_003774038.2
OG0000221	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2	XP_003774682.2
OG0000224	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1	XP_031793038.1
OG0000225	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1	XP_031814870.1
OG0000227	NP_999536.1, XP_005673006.1	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1
OG0000228	XP_013840056.1, NP_001265679.1	XP_031824146.1, XP_031824138.1, XP_031824140.1, XP_031824141.1
OG0000229	NP_999021.2, XP_020937780.1	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2
OG0000230	NP_001116598.1, XP_020941208.1	XP_003757917.1, XP_031807160.1
OG0000230	NP_001116597.1	XP_031818166.1, XP_003765484.1, XP_031818165.1
OG0000231	XP_003482189.1, XP_020955452.1	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1
OG0000231	XP_020939046.1	XP_031824290.1, XP_003768735.1
OG0000232	XP_020931403.1	XP_031815699.1
OG0000232	XP_020936292.1	XP_031800528.1
OG0000233	XP_013848461.2	XP_031811050.1
OG0000234	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4	XP_031817357.1, XP_003765382.2
OG0000235	XP_005660860.1, NP_999140.1, XP_020940339.1	XP_031797437.1
OG0000236	XP_020949090.1	XP_012396942.1
OG0000237	XP_005662419.1	XP_003765707.1
OG0000238	XP_020948781.1, XP_020937338.1, XP_013853069.1, XP_020946891.1	XP_003772216.1, XP_003772238.1
OG0000239	XP_003124235.2, XP_020937350.1, XP_003124234.2	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2
OG0000240	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3
OG0000241	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1	XP_003773837.1, XP_003773829.1
OG0000243	XP_020930076.1	XP_031799527.1
OG0000244	XP_020939836.1	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1
OG0000244	NP_001072150.1, XP_020927869.1	XP_031824763.1, XP_003759540.1
OG0000246	XP_020919855.1	XP_031795615.1
OG0000248	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1	XP_012399824.1, XP_012399823.1
OG0000249	NP_001193367.1	XP_031795097.1
OG0000249	NP_001156363.1, XP_020934119.1	XP_003771728.1, XP_003771729.1, XP_003772482.1
OG0000251	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1	XP_031813504.1
OG0000252	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1	XP_012400297.1
OG0000254	NP_001302695.1, XP_020949216.1, NP_999411.2	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1
OG0000255	NP_001231041.1, NP_001231043.1	XP_031818382.1
OG0000258	XP_020928491.1	XP_031812239.1
OG0000259	XP_001926303.3	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2
OG0000260	XP_020937348.1	XP_012408102.1, XP_003773866.1, XP_003773865.1
OG0000261	XP_020938029.1, XP_020940708.1, XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2	XP_023362160.2, XP_003773824.2, XP_003773822.1
OG0000262	XP_020918028.1, XP_003129572.2, XP_020918029.1, XP_003129558.4, XP_003129560.2	XP_012400905.2, XP_023355540.2
OG0000262	XP_003129571.2, XP_003129569.2, XP_020918034.1, XP_005653697.1	XP_003764882.2, XP_003764833.2
OG0000263	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1	XP_003767520.1
OG0000264	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1	XP_031809170.1
OG0000265	XP_020954418.1	XP_031820648.1
OG0000266	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1	XP_031813628.1, XP_031813629.1, XP_023356514.1
OG0000267	XP_020928772.1, NP_001230248.1, XP_005670968.2	XP_031805016.1, XP_031805023.1
OG0000270	XP_013841932.1, XP_020935398.1, XP_013841931.1, XP_020935399.1	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1
OG0000273	XP_020941822.1, XP_020941821.1, XP_020941206.1, NP_001182438.1, NP_001128296.1, NP_999588.1	XP_031796917.1
OG0000274	NP_001009579.1, NP_998944.1	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1
OG0000275	NP_001191212.1	XP_003761435.1
OG0000277	XP_020938718.1, XP_003122835.2, XP_003122840.2, XP_020936962.1, XP_020938717.1, XP_005654735.1	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1
OG0000278	XP_020940531.1	XP_012406328.2
OG0000279	XP_020941651.1	XP_012398280.1, XP_003761585.1, XP_031797074.1
OG0000280	XP_005661684.1, XP_005661683.1, XP_013850546.1, XP_005661681.1, XP_005661682.1	XP_003763023.1, XP_012399541.1
OG0000281	XP_020952549.1	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1
OG0000282	XP_003131683.1	XP_031822329.1, XP_031822328.1
OG0000282	NP_001182043.1	XP_031804587.1, XP_031804586.1
OG0000286	XP_020958381.1, XP_003129519.1	XP_003766926.1
OG0000286	XP_003129483.2, XP_020958316.1, XP_003129484.1, XP_020958315.1, XP_003129485.1, XP_020958314.1	XP_003764918.2, XP_003764919.2, XP_012402752.1
OG0000287	XP_020955720.1, XP_001928091.2, XP_003128813.2, XP_001928657.2, XP_013853110.2	XP_003759293.1, XP_012396393.1
OG0000288	XP_003124154.2	XP_003773853.1, XP_003773857.1
OG0000289	XP_020919609.1	XP_023355223.1
OG0000290	NP_001103891.1, XP_005666321.1	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1
OG0000291	XP_020923748.1, XP_013836273.2, XP_020923739.1	XP_031821563.1, XP_031821564.1, XP_012404003.2
OG0000292	XP_020956816.1	XP_031799730.1
OG0000293	XP_005652838.1, XP_005652835.1, XP_005652837.1, XP_003122446.2, XP_005652836.1	XP_031798424.1
OG0000294	NP_001072140.1, XP_020924293.1	XP_031796205.1
OG0000294	XP_020931692.1	XP_031816235.1, XP_031816237.1
OG0000295	XP_020933179.1	XP_012395237.1
OG0000295	XP_020944847.1, XP_020944848.1	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1
OG0000296	XP_020930924.1, XP_020930925.1, XP_020930918.1, XP_020930917.1, XP_020930921.1, XP_020930919.1, XP_020930915.1, XP_020930916.1, XP_020930920.1, XP_020930922.1, XP_020930923.1	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1
OG0000298	NP_999450.1, XP_020932951.1	XP_012409072.1
OG0000300	XP_020937103.1, XP_020940392.1	XP_003773867.1, XP_012408103.1
OG0000301	XP_020918049.1, XP_020918047.1	XP_003766573.1, XP_012402369.1
OG0000304	XP_020920528.1	XP_031794741.1, XP_031794738.1, XP_031794744.1
OG0000304	XP_020933861.1, XP_020933334.1, XP_020933908.1, XP_020933855.1, XP_020937744.1, XP_020933206.1	XP_031794172.1
OG0000305	XP_003131820.1	XP_003770077.1
OG0000306	XP_020936678.1, XP_005663685.2, XP_020945782.1, XP_003125929.2, XP_005663682.2, XP_020945783.1, NP_999360.1, XP_005663678.2, XP_020945781.1	XP_031823035.1, XP_023359180.1, XP_012404995.1
OG0000307	XP_020933514.1, NP_001231487.1	XP_012396612.1
OG0000308	XP_020956827.1, XP_020956826.1, XP_003135249.1	XP_003774938.1
OG0000309	XP_005661205.1, NP_001231893.1, NP_001231894.1	XP_003762271.1
OG0000310	XP_020958041.1	XP_003771994.1, XP_031795879.1
OG0000311	XP_013835311.1, XP_005673299.1	XP_031807590.1
OG0000312	NP_001231443.1, XP_005660822.2	XP_031797207.1
OG0000314	XP_003132590.3	XP_031813545.1
OG0000314	XP_020935926.1	XP_023356114.2
OG0000316	XP_020935709.1, XP_020935707.1, XP_003484216.2, XP_003360562.2	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1
OG0000318	XP_020921824.1	XP_003756877.1
OG0000318	NP_001230387.1	XP_012404194.1
OG0000319	XP_020958330.1, XP_020958325.1	XP_031808515.1
OG0000320	XP_020944157.1	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1
OG0000321	XP_020950428.1, XP_013839187.1	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2
OG0000322	XP_003125211.1	XP_031792939.1
OG0000322	NP_001231138.1	XP_031806303.1, XP_031819760.1, XP_012406294.1
OG0000323	NP_001231270.1, XP_020949048.1	XP_031818127.1, XP_031818128.1
OG0000323	XP_005659297.1, XP_003121294.1	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1
OG0000324	XP_020951318.1, XP_020951317.1, XP_020951319.1, XP_020955313.1, NP_001185850.1	XP_003765400.1
OG0000325	XP_020923386.1, XP_020923385.1, XP_020923384.1	XP_031813199.1
OG0000326	XP_005662058.1, NP_001230150.1	XP_023359440.1, XP_012405279.1
OG0000327	NP_001231241.1, XP_005653963.1	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1
OG0000328	XP_005660556.1, XP_013849367.1, XP_001928885.1, XP_005660555.1	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1
OG0000329	XP_013853164.1, XP_005664026.1	XP_031796604.1
OG0000329	XP_001928684.1	XP_023359234.2
OG0000330	XP_013848130.1, XP_013848126.1, XP_013848127.1, XP_020945573.1, XP_005659345.1, XP_013848129.1	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1
OG0000331	XP_005656256.1, XP_020952627.1, XP_013844381.1, XP_003128153.1	XP_023356018.1, XP_031818176.1, XP_031818175.1
OG0000331	XP_020936365.1	XP_031814811.1
OG0000332	XP_020919242.1, XP_020919245.1, XP_020919243.1, XP_020919241.1, XP_020919244.1, XP_020919247.1, XP_020919246.1	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1
OG0000333	XP_020926308.1, XP_020926305.1, XP_020926309.1, XP_020926306.1, XP_020926307.1, XP_005669589.1	XP_031815319.1, XP_031815325.1
OG0000334	XP_013842831.1, XP_013842829.1	XP_031803463.1, XP_031803462.1
OG0000334	XP_013842833.1, XP_003123238.2, XP_005654841.1	XP_031803464.1, XP_031803461.1
OG0000335	XP_020928444.1	XP_031804858.1
OG0000336	XP_005670075.1, NP_999492.1	XP_031813605.1, XP_031813604.1, XP_031813606.1
OG0000337	XP_003482167.1	XP_003762759.1
OG0000339	XP_020946420.1	XP_003769836.1, XP_031823172.1
OG0000339	XP_020924180.1	XP_031815087.1
OG0000339	NP_001231366.1	XP_031815089.1
OG0000340	NP_001153248.1, XP_020937158.1, XP_020948864.1, NP_001243708.1	XP_031808997.1, XP_031808998.1
OG0000342	NP_001153558.1, XP_020930232.1	XP_031824624.1
OG0000343	XP_020922370.1, XP_005674131.2, XP_020922372.1, XP_005674132.2, XP_020922371.1	XP_031821578.1, XP_031821576.1, XP_031821577.1
OG0000345	XP_013844450.1	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1
OG0000346	XP_020945720.1, NP_001072152.1, XP_020944414.1	XP_003769788.1
OG0000347	XP_020920165.1	XP_031792977.1
OG0000348	XP_020951787.1, XP_020951788.1	XP_031802478.1, XP_031802477.1
OG0000349	XP_003131354.1	XP_012403901.1
OG0000349	NP_001265702.1	XP_031816401.1
OG0000350	XP_005668901.1, XP_003131526.4, XP_005668902.2	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1
OG0000351	XP_020944668.1	XP_012397227.2
OG0000354	XP_013838904.2	XP_003755230.2, XP_031812138.1, XP_031812137.1
OG0000355	XP_013837989.2, XP_020926479.1, XP_020926477.1, XP_020926478.1	XP_023356870.1, XP_023356871.1, XP_031815027.1
OG0000356	XP_003135300.1, XP_003135301.1, XP_005657914.1, XP_003135299.1	XP_023361320.1
OG0000359	NP_001116600.1, XP_020953619.1	XP_003768959.2, XP_031821016.1
OG0000359	NP_998931.1, NP_001116599.1	XP_031792644.1
OG0000360	XP_020942039.1	XP_031793208.1
OG0000360	XP_020942046.1, XP_020942045.1	XP_003761386.1, XP_012399429.1
OG0000362	XP_003127523.1, XP_020940282.1	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1
OG0000363	XP_003128009.5, XP_020952225.1, NP_001231562.1, XP_020952224.1, XP_020952223.1	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1
OG0000364	XP_020949670.1, XP_020949671.1, XP_020949672.1, XP_020949674.1, XP_020949675.1, XP_020949677.1, XP_020949673.1	XP_031806180.1
