Orthogroup	Sus_scrofa	Loxodonta_africana
OG0000069	XP_020936151.1	XP_010599078.1
OG0000069	XP_020955156.1	XP_010587034.1
OG0000069	XP_020955290.1	XP_023402289.1
OG0000070	XP_020918409.1	XP_010586192.1
OG0000071	NP_001188311.1	XP_010600554.1, XP_003423115.1, XP_010600557.1
OG0000072	XP_020929914.1, XP_013839085.1, XP_020929916.1, XP_020929915.1, XP_013839090.1, XP_020929920.1, XP_013839089.1, XP_013839092.1, XP_020929917.1, XP_013839087.1, XP_020929918.1, XP_013839091.1, XP_013839086.1, XP_013839088.1, XP_013839094.1	XP_023402648.1, XP_023402655.1, XP_023402641.1, XP_023402651.1, XP_003409261.1, XP_023402645.1, XP_023402644.1, XP_023402652.1, XP_023402654.1, XP_023402643.1, XP_023402647.1, XP_023402646.1, XP_023402653.1, XP_023402649.1, XP_023402640.1, XP_023402642.1, XP_023402650.1
OG0000073	XP_013842558.2, XP_020937803.1	XP_023397904.1, XP_010600495.2, XP_003423015.2, XP_003423011.2, XP_010600489.1, XP_003423326.1, XP_010600516.1, XP_003423006.1, XP_010600996.1, XP_003423007.1, XP_010600709.1, XP_010600517.1, XP_003423013.3, XP_003423008.1, XP_003423432.1, XP_023398259.1, XP_010601011.1, XP_023397903.1, XP_023397613.1, XP_003423010.2, XP_023411822.1, XP_003423012.2, XP_003423017.2, XP_010601075.2, XP_003423435.1, XP_003423016.2, XP_003416748.1, XP_023397888.1, XP_003422684.1, XP_003423063.2, XP_010600788.2, XP_010600252.1, XP_010601051.2, XP_023397896.1, XP_010600708.1, XP_003423396.2, XP_023398260.1, XP_003422681.2, XP_003423062.2, XP_003422770.1, XP_003422369.1, XP_010600258.1, XP_003422393.2, XP_023398367.1, XP_003423677.3, XP_003422687.1, XP_003423764.1
OG0000073	XP_003122353.2	XP_023398159.1, XP_023411831.1, XP_003423031.1, XP_023397899.1
OG0000073	XP_013843078.2, XP_020956458.1	XP_003422997.2, XP_003422682.2, XP_023398158.1
OG0000074	XP_013854644.1, NP_999476.1	XP_003420108.1
OG0000075	XP_013841926.1, XP_005673996.1	XP_023394872.1, XP_010598359.2
OG0000075	XP_020935538.1	XP_003421271.1
OG0000075	XP_020936228.1	XP_003420215.1
OG0000076	XP_020940586.1, XP_020940577.1	XP_010589665.2
OG0000076	XP_020940588.1, XP_020940576.1	XP_023405706.1
OG0000076	XP_013850711.2	XP_023405781.1
OG0000076	XP_020940578.1	XP_023405771.1
OG0000077	XP_003133549.1	XP_023398818.1
OG0000077	XP_005663911.1	XP_010595592.1, XP_023412867.1
OG0000078	XP_013853134.1, XP_003126385.1, XP_020947568.1, XP_020947570.1, XP_020947569.1, XP_013853132.1, XP_013853131.1, XP_013853133.1	XP_023414046.1, XP_023414012.1, XP_023414036.1, XP_023414040.1, XP_023414006.1, XP_023414017.1, XP_023414056.1, XP_023414091.1, XP_023414079.1, XP_023414002.1, XP_023414022.1, XP_023414008.1, XP_023414016.1, XP_023414004.1, XP_023414003.1, XP_023414051.1, XP_023414070.1, XP_023414028.1, XP_023414064.1, XP_023414010.1, XP_023414018.1, XP_003405220.1, XP_023414072.1, XP_023414085.1, XP_023414081.1
OG0000079	XP_005653026.1, NP_001072136.1	XP_010591405.1, XP_003404746.1, XP_023407941.1, XP_023407952.1
OG0000080	XP_005660933.1, XP_003353909.1, XP_013849754.1, XP_020938656.1	XP_003422818.1
OG0000080	XP_020940361.1	XP_023397707.1, XP_003422816.1, XP_023397706.1
OG0000081	XP_020928770.1, XP_003482015.1, XP_005665076.2, XP_020953255.1, XP_003356200.1, XP_003356201.1, XP_020953254.1, XP_003127664.2, XP_005665073.2, XP_020953253.1	XP_010591698.1, XP_023397292.1, XP_023398458.1
OG0000082	XP_003359052.2, XP_003359045.1, XP_020927175.1, XP_020927172.1, XP_003359044.1, XP_003359047.1, XP_003359049.1, XP_003359051.1, XP_020927174.1, XP_020927177.1, XP_020927178.1, XP_013838057.1	XP_023414920.1, XP_023414942.1, XP_003419087.1
OG0000083	XP_020953231.1, XP_005653378.1	XP_023399155.1
OG0000083	XP_013850745.1	XP_010584862.2
OG0000083	XP_013850606.2	XP_010584861.2
OG0000083	XP_020952917.1	XP_010584866.1
OG0000083	XP_013854174.2	XP_010584887.1, XP_010584888.1, XP_023399201.1, XP_023399158.1, XP_023399175.1, XP_010584876.1, XP_023399176.1, XP_010584882.1, XP_023399156.1, XP_023399208.1
OG0000083	XP_013850671.1	XP_023399163.1, XP_023399167.1, XP_023399166.1, XP_023399854.1
OG0000083	XP_020952923.1	XP_023399159.1
OG0000084	XP_020932675.1, XP_020932683.1, XP_020932676.1, XP_020932674.1, XP_020932684.1, XP_020932673.1, XP_020932677.1, XP_020932680.1, XP_020932671.1, XP_020932681.1, XP_020932672.1, XP_020932678.1, XP_020932682.1	XP_010586430.1, XP_010586431.1, XP_023401214.1, XP_023401216.1, XP_010586432.1, XP_023401215.1, XP_003408064.1, XP_023401213.1
OG0000085	XP_005652893.1	XP_003413458.2, XP_003422953.2
OG0000085	XP_003123299.1, XP_003123284.1, XP_003123282.1, XP_003123283.1, XP_020941171.1, XP_003123287.1, XP_020941174.1, XP_020941168.1, XP_003123298.3	XP_003413452.2, XP_003413157.1, XP_023407704.1, XP_003413158.2, XP_023407703.1, XP_003423725.2, XP_023398363.1, XP_023398230.1, XP_023398493.1, XP_023398327.1, XP_003423521.1, XP_023408239.1, XP_003413454.2, XP_003413455.1, XP_023407700.1
OG0000086	XP_003133037.1	XP_003419385.1
OG0000086	XP_020922951.1	XP_023409299.1
OG0000086	XP_020922950.1	XP_023409298.1
OG0000087	XP_005657196.2, XP_013845637.2, XP_003358961.3	XP_023403955.1, XP_010588626.1, XP_023403956.1, XP_023403982.1, XP_010588735.1, XP_010588627.2
OG0000088	XP_005670398.1, XP_020926640.1, XP_020926638.1, XP_020926641.1, XP_005670397.1, XP_005670396.1, XP_020926643.1, XP_020926642.1, XP_005670395.1, XP_013838042.1	XP_023414947.1
OG0000089	XP_020937102.1, XP_020937107.1, XP_020937786.1	XP_003423294.1, XP_003422403.1, XP_003423533.1, XP_003423709.1, XP_003423754.1, XP_003422671.1, XP_003422672.1, XP_003423690.1, XP_003423774.1, XP_023397300.1, XP_003423296.1, XP_010599937.1, XP_010600253.1, XP_003423691.2, XP_003423295.1, XP_003423756.3, XP_023397304.1, XP_003422391.1, XP_003423718.2, XP_003423599.2, XP_003412110.1, XP_003412111.1
OG0000090	NP_001229985.1, XP_020948987.1	XP_010594360.1, XP_010594361.1
OG0000091	XP_003481961.1, XP_003481962.1, XP_003127527.1, XP_005664925.2	XP_023399885.1
OG0000092	XP_020937104.1	XP_003423397.1, XP_003423699.1, XP_023397675.1, XP_003423398.1, XP_023397677.1, XP_023397680.1, XP_010600624.1, XP_023398535.1, XP_023398073.1, XP_023398349.1, XP_003423183.2, XP_003422775.1, XP_003423672.1, XP_003423700.1, XP_003423636.2, XP_003422773.1
OG0000093	XP_020941598.1	XP_010594545.1
OG0000095	NP_999221.1	XP_003416351.1
OG0000095	XP_003355856.1	XP_003416349.1, XP_003416348.1, XP_003416347.1
OG0000095	NP_001001266.1, XP_013843991.2	XP_003416350.1
OG0000096	XP_003353495.1	XP_003406307.2
OG0000099	XP_020932980.1, NP_001011508.1	XP_010589883.1
OG0000100	XP_020953154.1, XP_020953149.1	XP_010591477.1
OG0000100	XP_003481037.1	XP_003422537.1
OG0000101	XP_013842975.1	XP_010591456.1
OG0000101	XP_020935324.1	XP_010599683.1
OG0000102	XP_003129119.1	XP_023409136.1
OG0000102	NP_001231053.1, XP_013853463.2, XP_020957063.1, XP_003357000.2	XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1
OG0000103	NP_001038035.1, NP_001038034.1	XP_023404728.1, XP_023404730.1, XP_003410798.2, XP_003410652.1, XP_003410650.1
OG0000104	XP_020945969.1	XP_010589616.1, XP_010589617.2, XP_023405166.1, XP_003411151.1, XP_003411149.1
OG0000104	XP_005663763.3, XP_005663765.3	XP_023414212.1
OG0000105	XP_020918329.1, XP_020918323.1, XP_020918326.1, XP_020918310.1, XP_020918316.1, XP_020918321.1, XP_020918318.1, XP_020918325.1, XP_020918332.1, XP_020918335.1, XP_020918299.1, XP_020918313.1, XP_020918319.1, XP_020918336.1, XP_020918322.1, XP_020918308.1, XP_020918320.1, XP_020918324.1, XP_020918330.1, XP_020918301.1, XP_020918309.1, XP_020918333.1, XP_020918302.1, XP_020918312.1, XP_020918300.1, XP_020918327.1, XP_020918314.1, XP_020918304.1, XP_020918305.1, XP_020918331.1, XP_020918303.1, XP_020918311.1, XP_020918334.1, XP_020918307.1, XP_020918315.1	XP_010593685.2
OG0000106	XP_003134933.1	XP_023414383.1
OG0000106	XP_005661989.2	XP_023411596.1
OG0000107	XP_020938708.1, XP_020941127.1, XP_020938707.1, XP_003480749.2, XP_020937672.1, XP_020937673.1, XP_020937111.1, XP_020937110.1, XP_020940700.1, XP_020937676.1	XP_003421414.1, XP_003421421.1, XP_003421422.1
OG0000107	XP_020940701.1, XP_020940702.1	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1
OG0000108	XP_020930254.1, NP_001230722.1	XP_023396044.1
OG0000109	XP_003122039.1	XP_003407920.1
OG0000109	XP_003122044.1	XP_003407921.1
OG0000110	XP_005669254.1	XP_023411919.1
OG0000110	XP_013843394.1, NP_001231387.1	XP_023411883.1
OG0000110	XP_020921972.1	XP_023412142.1, XP_023412134.1
OG0000111	XP_020937408.1, XP_020937407.1, XP_003359505.2	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1
OG0000113	XP_020935603.1, XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1	XP_003422081.1, XP_003414877.1, XP_003414879.1
OG0000114	XP_001928677.1	XP_003406146.1, XP_003406145.1, XP_010600572.1
OG0000114	XP_020931295.1	XP_003406147.1
OG0000115	XP_020946634.1, NP_001153898.1	XP_010594619.1
OG0000115	NP_001138692.1, XP_020921704.1	XP_003414351.1
OG0000115	NP_001153899.1	XP_003421242.1
OG0000116	NP_001072141.1	XP_003404581.1
OG0000117	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1, XP_003404999.2, XP_023397055.1, XP_023397050.1, XP_003422203.1, XP_003404759.2, XP_003404998.1, XP_003422204.1, XP_003422186.1, XP_023397059.1
OG0000118	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1	XP_003407108.1
OG0000119	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1	XP_010587572.1, XP_003408964.1, XP_010587571.1
OG0000120	XP_003124331.1	XP_023411608.1
OG0000121	XP_020933838.1, XP_020933335.1	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1
OG0000122	XP_020952890.1	XP_023395590.1
OG0000122	XP_020946773.1, NP_001193288.1	XP_010588032.1, XP_010596574.1
OG0000123	XP_020923328.1, XP_020923329.1, XP_020923330.1	XP_003423694.1, XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1
OG0000124	XP_020936177.1, XP_020936616.1	XP_010598490.2
OG0000124	XP_020936608.1	XP_023397788.1
OG0000124	XP_020935144.1, NP_001231049.1	XP_023397791.1
OG0000124	XP_020936605.1, XP_020935838.1	XP_023397803.1
OG0000124	XP_020935449.1	XP_010600403.1
OG0000125	XP_003131481.2	XP_023409170.1
OG0000125	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2	XP_003414778.1, XP_003414508.1, XP_023409451.1
OG0000126	XP_020919596.1	XP_003423768.2, XP_023398553.1
OG0000126	XP_020918285.1	XP_010596533.1
OG0000126	XP_020919599.1	XP_023398546.1, XP_023398495.1
OG0000127	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1	XP_023404329.1, XP_010588794.1, XP_023404330.1
OG0000128	XP_020954076.1	XP_023411501.1
OG0000128	XP_020953970.1, NP_999509.1	XP_023411461.1
OG0000128	XP_020954079.1	XP_023411499.1
OG0000128	XP_020954067.1	XP_003416479.1, XP_003416519.3
OG0000129	XP_003128840.1, NP_999554.2	XP_003404183.1, XP_003404480.1
OG0000130	XP_003360678.2	XP_003421545.1, XP_003421542.1
OG0000130	XP_003129579.1, XP_020918036.1	XP_003421540.1, XP_003421607.1, XP_010599266.1, XP_003421605.1, XP_003421541.1
OG0000130	XP_020918025.1	XP_003421543.1, XP_010599267.1
OG0000131	XP_003357189.1	XP_003412093.2, XP_003412256.2
OG0000131	XP_020917979.1, XP_020958303.1, XP_020917980.1	XP_010590563.1, XP_003412097.1, XP_003412096.1
OG0000132	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1
OG0000133	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1
OG0000134	XP_020948074.1	XP_010589131.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_023394637.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_023394645.1
OG0000137	XP_020919261.1, XP_020958363.1, XP_020919260.1, XP_013833321.1	XP_023395285.1
OG0000138	XP_003129604.2	XP_003421480.2
OG0000138	XP_020918056.1	XP_023396340.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_023408283.1
OG0000141	XP_020939077.1	XP_003404987.1, XP_003404985.1
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1
OG0000143	NP_001230628.1, XP_020937831.1	XP_010589879.2
OG0000144	XP_005672777.1	XP_023405669.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_023402721.1
OG0000146	XP_013852064.1	XP_003408437.1, XP_010586701.1, XP_023401633.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	XP_003413755.1
OG0000148	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1
OG0000149	XP_020948935.1, NP_001165224.1	XP_023399780.1
OG0000149	NP_001165012.1	XP_003415228.1
OG0000149	NP_999414.1, XP_020944376.1	XP_010587900.1
OG0000151	XP_020923069.1	XP_023409145.1
OG0000151	XP_020923070.1	XP_010592885.2
OG0000152	XP_005663482.1	XP_023409696.1, XP_023409748.1, XP_023409745.1, XP_023409747.1, XP_023409749.1, XP_023409733.1, XP_023409697.1, XP_003415119.1
OG0000153	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1
OG0000153	XP_020947414.1, XP_020937460.1	XP_010599206.2
OG0000153	XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_003405557.1, XP_010595818.2
OG0000156	XP_020950146.1	XP_023398906.1, XP_010584719.1, XP_023398905.1, XP_010584721.1, XP_010584720.1
OG0000156	XP_020952928.1	XP_023399246.1, XP_010584904.1, XP_023399247.1
OG0000157	XP_020933437.1	XP_023396631.1
OG0000157	XP_003129826.2	XP_003415285.1, XP_003415685.1
OG0000157	NP_001090887.1	XP_010585007.1
OG0000158	XP_013848343.2	XP_010593061.2, XP_003408537.2
OG0000159	XP_020924542.1, XP_003132771.2	XP_003410393.1, XP_003410395.1, XP_003410392.1
OG0000160	XP_003122846.1	XP_003414826.1, XP_003409567.1
OG0000161	XP_003125054.1	XP_003413617.1, XP_003413619.1, XP_003413618.2
OG0000162	NP_999503.1, XP_020946832.1	XP_023410096.1
OG0000163	NP_999327.1	XP_023410474.1
OG0000164	XP_020944849.1, XP_001927356.3, XP_003355080.1	XP_003408273.1
OG0000165	XP_020919856.1	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_010587992.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1
OG0000168	XP_003358038.1	XP_010595285.1
OG0000168	XP_005668697.1	XP_003417326.1
OG0000170	NP_998907.1, XP_020940714.1, NP_998911.1, XP_005661168.1, NP_998912.1, XP_020935842.1, XP_020935894.1, NP_001095943.1	XP_023406587.1, XP_003412042.1
OG0000170	XP_005661167.1	XP_010590513.1
OG0000171	NP_999528.1	XP_010589537.1
OG0000172	XP_001927312.2	XP_003408365.1
OG0000172	XP_020942296.1	XP_003404078.2
OG0000172	XP_020933305.1	XP_023396624.1
OG0000173	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1	XP_003404331.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_023406470.1
OG0000176	XP_020938662.1, XP_013849756.2	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1
OG0000178	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1	XP_023407366.1
OG0000179	XP_020950070.1	XP_023395618.1
OG0000179	NP_999578.1, XP_020950071.1	XP_003420838.1, XP_023395617.1, XP_010598712.1
OG0000180	NP_001123444.1	XP_023396262.1
OG0000181	XP_005667531.1	XP_003422644.2
OG0000181	XP_013834976.2, XP_020958355.1	XP_003422113.1, XP_003422114.1, XP_023396971.1, XP_003422658.1, XP_003423717.1, XP_003422126.1, XP_003422125.1, XP_023396974.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1
OG0000183	XP_003122874.3	XP_023406429.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_010594281.1
OG0000187	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1	XP_003421199.1, XP_003421200.1, XP_023396089.1, XP_003421201.1, XP_003421202.1, XP_003421203.1, XP_003421204.1
OG0000188	XP_020918037.1, NP_001138313.1	NP_001267811.1
OG0000188	NP_999612.1	XP_003421604.1, XP_003421603.1
OG0000189	NP_001231025.1, XP_013841909.1	XP_010585159.2
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_023394432.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_003404326.1
OG0000192	NP_001243293.1	XP_023404872.1
OG0000192	XP_003126541.1	XP_003410862.1
OG0000193	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1
OG0000195	NP_001172084.1	XP_003421080.1
OG0000196	XP_020940703.1	XP_003421409.1, XP_003421405.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1	XP_010590992.1
OG0000197	XP_005667658.1	XP_010585568.1
OG0000198	XP_020952953.1	XP_010584940.2
OG0000198	XP_020952971.1	XP_023399892.1
OG0000198	XP_020952811.1	XP_010594394.1
OG0000198	XP_020952997.1	XP_023399400.1
OG0000199	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_003406899.1, XP_010584905.1
