Orthogroup	Sus_scrofa	Ursus_americanus
OG0000084	XP_020932675.1, XP_020932683.1, XP_020932676.1, XP_020932674.1, XP_020932684.1, XP_020932673.1, XP_020932677.1, XP_020932680.1, XP_020932671.1, XP_020932681.1, XP_020932672.1, XP_020932678.1, XP_020932682.1	XP_045643339.1, XP_045643338.1, XP_045643343.1, XP_045643336.1, XP_045643335.1, XP_045643341.1, XP_045643337.1, XP_045643344.1, XP_045643342.1, XP_045643345.1
OG0000085	XP_005652893.1	XP_045630357.1
OG0000085	XP_003123299.1, XP_003123284.1, XP_003123282.1, XP_003123283.1, XP_020941171.1, XP_003123287.1, XP_020941174.1, XP_020941168.1, XP_003123298.3	XP_045630221.1, XP_045630359.1
OG0000086	XP_003133037.1	XP_045658490.1
OG0000087	XP_005657196.2, XP_013845637.2, XP_003358961.3	XP_045641651.1, XP_045641650.1, XP_045641647.1, XP_045641646.1, XP_045641648.1
OG0000088	XP_005670398.1, XP_020926640.1, XP_020926638.1, XP_020926641.1, XP_005670397.1, XP_005670396.1, XP_020926643.1, XP_020926642.1, XP_005670395.1, XP_013838042.1	XP_045669495.1, XP_045669496.1, XP_045669497.1, XP_045669498.1, XP_045669494.1
OG0000089	XP_020937102.1	XP_045642921.1, XP_045642923.1
OG0000089	XP_020937107.1, XP_020937786.1	XP_045642922.1, XP_045642925.1
OG0000090	NP_001229985.1, XP_020948987.1	XP_045662824.1, XP_045662821.1, XP_045662822.1, XP_045662823.1, XP_045662825.1
OG0000092	XP_020937104.1	XP_045642909.1, XP_045642908.1, XP_045642912.1
OG0000093	XP_020941598.1	XP_045669385.1
OG0000095	XP_020949547.1	XP_045662670.1
OG0000095	NP_999221.1	XP_045662671.1
OG0000095	XP_003355856.1	XP_045662783.1
OG0000095	NP_001001266.1, XP_013843991.2	XP_045662784.1, XP_045662786.1
OG0000096	XP_003353495.1	XP_045646194.1
OG0000099	XP_020933181.1, XP_020933183.1	XP_045666676.1, XP_045663749.1, XP_045663763.1
OG0000099	XP_020932980.1, NP_001011508.1	XP_045663783.1, XP_045663791.1
OG0000100	XP_020953150.1, XP_020953153.1, XP_020953154.1, XP_020953149.1	XP_045659404.1
OG0000100	XP_020953152.1	XP_045659406.1
OG0000100	XP_020941908.1, XP_003481037.1	XP_045629752.1
OG0000101	XP_013842975.1	XP_045650931.1
OG0000101	XP_020935324.1	XP_045655963.1
OG0000102	NP_001231053.1, XP_013853463.2, XP_020957063.1, XP_003357000.2	XP_045627453.1
OG0000102	XP_020957065.1, XP_020957066.1	XP_045649362.1, XP_045633253.1, XP_045658778.1
OG0000103	NP_001033715.2, XP_020919727.1	XP_045668844.1
OG0000104	XP_005663763.3, XP_005663765.3	XP_045657785.1, XP_045657784.1
OG0000105	XP_020918329.1, XP_020918323.1, XP_020918326.1, XP_020918310.1, XP_020918316.1, XP_020918321.1, XP_020918318.1, XP_020918325.1, XP_020918332.1, XP_020918335.1, XP_020918299.1, XP_020918313.1, XP_020918319.1, XP_020918336.1, XP_020918322.1, XP_020918308.1, XP_020918320.1, XP_020918324.1, XP_020918330.1, XP_020918301.1, XP_020918309.1, XP_020918333.1, XP_020918302.1, XP_020918312.1, XP_020918300.1, XP_020918327.1, XP_020918314.1, XP_020918304.1, XP_020918305.1, XP_020918331.1, XP_020918303.1, XP_020918311.1, XP_020918334.1, XP_020918307.1, XP_020918315.1	XP_045646725.1, XP_045646724.1
OG0000106	XP_003134933.1	XP_045649626.1
OG0000106	NP_001006592.1	XP_045642224.1
OG0000106	XP_005670706.1, NP_998956.1	XP_045632846.1
OG0000107	XP_020938708.1, XP_020941127.1, XP_020938707.1, XP_003480749.2, XP_020937672.1, XP_020937673.1, XP_020937111.1, XP_020937110.1, XP_020940700.1, XP_020937676.1	XP_045642464.1, XP_045642995.1, XP_045642993.1, XP_045642996.1
OG0000107	XP_020940701.1, XP_020940702.1	XP_045642992.1
OG0000108	XP_020930254.1, NP_001230722.1	XP_045651824.1, XP_045651822.1, XP_045651823.1
OG0000109	XP_020921609.1	XP_045636546.1, XP_045636544.1, XP_045636542.1, XP_045636541.1, XP_045636540.1, XP_045636543.1
OG0000109	XP_003122039.1	XP_045636484.1
OG0000109	XP_003122044.1	XP_045636486.1
OG0000110	XP_005669254.1	XP_045653389.1
OG0000110	XP_013843394.1, NP_001231387.1	XP_045653379.1, XP_045653380.1
OG0000110	XP_020921972.1	XP_045653378.1
OG0000111	XP_020937408.1, XP_020937407.1, XP_003359505.2	XP_045666826.1
OG0000113	XP_020935603.1, XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1	XP_045660196.1, XP_045645435.1, XP_045635373.1
OG0000114	XP_001928677.1	XP_045662089.1
OG0000114	XP_020931001.1	XP_045662083.1
OG0000114	XP_001928787.2, XP_003133674.2	XP_045662092.1, XP_045662086.1
OG0000114	XP_020931295.1	XP_045662087.1
OG0000115	XP_020946634.1, NP_001153898.1	XP_045657100.1
OG0000115	NP_001138692.1	XP_045670231.1
OG0000115	NP_001153899.1	XP_045661127.1
OG0000116	XP_005661779.2	XP_045650512.1
OG0000117	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2	XP_045628270.1, XP_045651792.1
OG0000118	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1	XP_045648932.1, XP_045648931.1, XP_045648929.1
OG0000119	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1	XP_045665992.1, XP_045665990.1, XP_045665989.1, XP_045665988.1, XP_045665991.1, XP_045665994.1, XP_045665993.1
OG0000120	XP_003124331.1	XP_045669188.1
OG0000121	XP_020933838.1, XP_020933335.1	XP_045635128.1, XP_045635127.1
OG0000122	XP_020952890.1	XP_045655871.1
OG0000122	XP_020946773.1, NP_001193288.1	XP_045637057.1
OG0000123	XP_020923328.1, XP_020923329.1, XP_020923330.1	XP_045629592.1, XP_045629589.1, XP_045629412.1, XP_045629323.1
OG0000124	XP_020936177.1, XP_020936616.1	XP_045669594.1
OG0000124	XP_020935144.1, NP_001231049.1	XP_045669620.1
OG0000124	XP_020936605.1, XP_020935838.1	XP_045669599.1
OG0000124	XP_020935449.1	XP_045669583.1
OG0000125	XP_003131481.2	XP_045637612.1
OG0000125	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2	XP_045637560.1, XP_045637568.1, XP_045637562.1
OG0000126	XP_005667275.2, XP_020919598.1	XP_045646636.1, XP_045671486.1
OG0000126	XP_020918285.1	XP_045665510.1
OG0000126	XP_020919599.1	XP_045665509.1
OG0000127	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1
OG0000128	XP_020954076.1	XP_045656423.1
OG0000128	XP_020953970.1, NP_999509.1	XP_045656428.1, XP_045656425.1, XP_045656429.1, XP_045656426.1, XP_045656430.1, XP_045656427.1
OG0000128	XP_020954079.1	XP_045656303.1
OG0000128	XP_020954067.1	XP_045656434.1
OG0000129	XP_003128840.1, NP_999554.2	XP_045658332.1, XP_045658324.1
OG0000130	XP_003360678.2	XP_045671355.1
OG0000130	XP_013854501.1	XP_045671356.1
OG0000130	XP_003129579.1, XP_020918036.1	XP_045671357.1, XP_045671354.1
OG0000130	XP_020918025.1	XP_045671344.1
OG0000131	XP_020917979.1, XP_020958303.1, XP_020917980.1	XP_045639044.1
OG0000132	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1	XP_045666061.1
OG0000133	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1	XP_045657777.1, XP_045657776.1, XP_045657778.1
OG0000134	XP_020948074.1	XP_045637133.1
OG0000135	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1	XP_045645050.1
OG0000136	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1	XP_045645011.1, XP_045645014.1, XP_045645012.1
OG0000138	XP_003129604.2	XP_045638825.1
OG0000138	XP_020918056.1	XP_045638824.1
OG0000138	XP_020918054.1, XP_003482591.1	XP_045638839.1, XP_045638823.1
OG0000139	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1
OG0000140	XP_003132324.1	XP_045663420.1
OG0000142	XP_020949561.1, XP_020949564.1, XP_020949562.1	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1
OG0000143	NP_001230628.1, XP_020937831.1	XP_045651297.1
OG0000144	XP_005672777.1	XP_045665508.1
OG0000145	NP_001090907.1, XP_013838963.2	XP_045658338.1
OG0000146	XP_013852064.1	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1
OG0000147	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1	XP_045664759.1, XP_045664808.1
OG0000148	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3	XP_045645125.1, XP_045644504.1
OG0000149	XP_020948935.1, NP_001165224.1	XP_045662151.1
OG0000149	NP_001165012.1	XP_045640012.1
OG0000149	NP_999414.1, XP_020944376.1	XP_045657386.1
OG0000151	XP_020923069.1	XP_045629115.1
OG0000153	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1	XP_045652422.1, XP_045651788.1
OG0000153	XP_003355491.2, XP_020937459.1, XP_013843743.1	XP_045651787.1, XP_045652423.1, XP_045632506.1
OG0000156	XP_020950146.1	XP_045627116.1
OG0000156	XP_020952928.1	XP_045645380.1, XP_045645370.1, XP_045645371.1, XP_045645382.1, XP_045645377.1, XP_045645384.1, XP_045645375.1, XP_045645373.1, XP_045645385.1, XP_045645387.1, XP_045645386.1, XP_045645381.1, XP_045645379.1, XP_045645378.1, XP_045645376.1, XP_045645374.1
OG0000157	XP_020933437.1	XP_045650784.1
OG0000157	XP_003129826.2	XP_045638256.1
OG0000157	NP_001090887.1	XP_045659662.1
OG0000158	XP_003480386.1	XP_045642873.1
OG0000158	XP_003125783.1	XP_045640400.1
OG0000159	XP_020924542.1, XP_003132771.2	XP_045641613.1
OG0000160	XP_003122846.1	XP_045643407.1, XP_045656780.1, XP_045638978.1
OG0000161	XP_003125054.1	XP_045644242.1
OG0000162	NP_999503.1, XP_020946832.1	XP_045637184.1, XP_045637087.1
OG0000163	NP_999327.1	XP_045653622.1, XP_045653620.1
OG0000164	XP_001927356.3	XP_045666098.1
OG0000165	XP_020919856.1	XP_045642382.1
OG0000166	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1	XP_045664241.1, XP_045664242.1
OG0000167	XP_020942175.1, XP_005662147.1, XP_020942174.1	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1
OG0000168	XP_003358038.1	XP_045670344.1
OG0000168	XP_005668697.1	XP_045670345.1, XP_045670346.1, XP_045632294.1, XP_045631204.1, XP_045636096.1, XP_045668174.1
OG0000170	NP_998907.1, XP_020940714.1, NP_998911.1, XP_005661168.1, NP_998912.1, XP_020935842.1, XP_020935894.1	XP_045652436.1, XP_045652439.1, XP_045652440.1, XP_045652437.1, XP_045652441.1, XP_045652435.1
OG0000170	NP_001095943.1	XP_045652442.1
OG0000171	NP_999528.1	XP_045661480.1
OG0000172	XP_001927312.2	XP_045645045.1
OG0000172	XP_020942296.1	XP_045661341.1
OG0000172	XP_020933305.1	XP_045650115.1
OG0000173	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1	XP_045654366.1, XP_045654367.1, XP_045654365.1
OG0000174	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1	XP_045646628.1, XP_045646626.1, XP_045646627.1
OG0000175	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1	XP_045664641.1
OG0000176	XP_013849756.2	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1
OG0000177	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1
OG0000178	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1	XP_045667222.1
OG0000179	XP_020950070.1	XP_045642457.1
OG0000179	NP_999578.1, XP_020950071.1	XP_045638897.1
OG0000180	NP_001123444.1	XP_045630300.1
OG0000181	XP_005667531.1	XP_045653534.1
OG0000181	XP_013834976.2, XP_020958355.1	XP_045653532.1, XP_045653531.1
OG0000182	NP_001245337.1, XP_020956363.1	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1
OG0000183	XP_003122874.3	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1
OG0000184	NP_001182302.1, XP_005669952.1	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1
OG0000185	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1
OG0000187	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1	XP_045650158.1
OG0000188	XP_020918037.1, NP_001138313.1	XP_045671349.1, XP_045671359.1
OG0000188	NP_999612.1	XP_045671350.1, XP_045671351.1
OG0000189	XP_020936585.1	XP_045634958.1
OG0000190	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1
OG0000191	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1	XP_045654464.1, XP_045654463.1
OG0000192	NP_001243293.1	XP_045637313.1
OG0000192	XP_003126541.1	XP_045637240.1
OG0000193	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1
OG0000194	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1
OG0000195	NP_001172084.1	XP_045651441.1
OG0000196	XP_020940703.1	XP_045642461.1
OG0000196	XP_003122828.1, XP_020937798.1, XP_020940706.1	XP_045642983.1
OG0000196	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2	XP_045642982.1, XP_045642980.1, XP_045642981.1
OG0000197	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1	XP_045628962.1
OG0000197	XP_005667658.1	XP_045649214.1
OG0000198	XP_020952953.1	XP_045629517.1, XP_045629798.1
OG0000198	XP_020952998.1	XP_045629926.1
OG0000198	XP_020952971.1	XP_045629785.1
OG0000198	XP_020952811.1	XP_045652613.1
OG0000198	XP_020952997.1	XP_045629695.1
OG0000199	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1
OG0000200	XP_020944162.1, NP_001121945.1	XP_045657797.1
OG0000201	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1	XP_045670378.1
OG0000202	XP_013844751.1	XP_045654575.1, XP_045654576.1
OG0000202	XP_003129043.2, XP_020956184.1, XP_020956457.1, XP_020956187.1	XP_045654574.1
OG0000203	XP_020930495.1	XP_045638396.1
OG0000204	XP_013854732.1	XP_045638739.1
OG0000205	XP_003131019.2	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1
OG0000206	XP_005669368.1	XP_045630443.1
OG0000207	XP_020930244.1, NP_001177173.1	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1
OG0000208	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1	XP_045645179.1
OG0000210	XP_005661152.2, XP_013849956.1, NP_001038017.1	XP_045652571.1, XP_045664609.1
OG0000211	NP_001038037.3	XP_045637800.1
OG0000211	XP_003127889.1, XP_013854702.1, XP_020951792.1	XP_045637802.1
OG0000211	NP_001231401.1	XP_045660501.1, XP_045660500.1
OG0000212	XP_020940723.1	XP_045635025.1
OG0000212	XP_003123652.1	XP_045651735.1, XP_045634907.1
OG0000212	XP_020940720.1	XP_045634887.1, XP_045634889.1, XP_045634910.1, XP_045634888.1, XP_045656674.1, XP_045651771.1
OG0000212	XP_020940721.1	XP_045635026.1
OG0000213	NP_999518.1	XP_045667544.1, XP_045649519.1
OG0000214	XP_020939168.1	XP_045634603.1
OG0000214	XP_020952252.1	XP_045655434.1
OG0000214	XP_020940166.1	XP_045652310.1
OG0000215	XP_020922089.1	XP_045630954.1
OG0000216	XP_005662979.1, NP_001231394.1	XP_045661805.1
OG0000216	NP_001231395.1	XP_045661799.1
OG0000217	XP_003360450.1, XP_005657955.1, XP_003135315.1	XP_045635355.1, XP_045635356.1
OG0000218	XP_005673683.1	XP_045633915.1
OG0000219	NP_001123442.1	XP_045648961.1, XP_045648962.1
OG0000220	XP_003122737.2	XP_045642481.1
OG0000220	XP_003122736.2	XP_045643032.1
OG0000220	XP_003122735.2	XP_045643033.1
OG0000220	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2	XP_045642479.1
OG0000221	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1
OG0000222	NP_001231429.1, XP_020949042.1	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1
OG0000223	XP_003480734.2, XP_003122663.4, XP_003480736.2	XP_045649674.1
OG0000223	XP_020938564.1, XP_020938566.1	XP_045649675.1
OG0000224	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1	XP_045643555.1, XP_045643554.1
OG0000225	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1	XP_045669632.1
OG0000226	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1
OG0000227	NP_999536.1, XP_005673006.1	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1
OG0000228	XP_013840056.1, NP_001265679.1	XP_045650033.1, XP_045650031.1, XP_045650032.1
OG0000229	NP_999021.2, XP_020937780.1	XP_045669639.1
OG0000230	NP_001116598.1, XP_020941208.1	XP_045631978.1
OG0000230	NP_001116597.1	XP_045638485.1
OG0000231	XP_003482189.1, XP_020955452.1	XP_045656570.1
OG0000231	XP_020939046.1	XP_045635018.1
OG0000232	XP_020931403.1	XP_045653119.1
OG0000232	XP_020936292.1	XP_045651926.1, XP_045651927.1, XP_045651928.1
OG0000235	XP_020940339.1	XP_045651041.1
OG0000236	XP_020949090.1	XP_045646101.1
OG0000237	XP_005662419.1	XP_045627811.1
OG0000238	XP_020948781.1	XP_045645519.1
OG0000238	XP_020937338.1, XP_013853069.1	XP_045645918.1, XP_045645920.1
OG0000238	XP_020946891.1	XP_045652573.1, XP_045645518.1
OG0000239	XP_003124235.2	XP_045642425.1
OG0000239	XP_020937350.1, XP_003124234.2	XP_045642905.1, XP_045642898.1, XP_045642891.1, XP_045642893.1, XP_045642889.1, XP_045642432.1
OG0000240	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1
OG0000241	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1	XP_045642858.1, XP_045642864.1, XP_045642854.1
OG0000244	XP_020939836.1	XP_045656051.1, XP_045656052.1
OG0000244	NP_001072150.1, XP_020927869.1	XP_045628435.1
OG0000246	XP_020919855.1	XP_045642379.1
OG0000247	XP_020956774.1	XP_045672313.1
