Orthogroup	Ursus_americanus	Mesocricetus_auratus
OG0000142	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1	XP_005078668.1, XP_021087797.1, XP_012974904.1
OG0000143	XP_045663823.1	XP_040602219.1, XP_040600743.1
OG0000144	XP_045665508.1	XP_040602345.1
OG0000145	XP_045658338.1	XP_040601513.1, XP_040601471.1, XP_040601448.1, XP_040601475.1, XP_040601461.1, XP_040601506.1, XP_040601487.1, XP_040601429.1, XP_040601454.1, XP_040601443.1, XP_040601434.1, XP_040601477.1, XP_040601494.1, XP_040601500.1
OG0000146	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1	XP_012965929.1, XP_021080520.1, XP_005066248.1
OG0000147	XP_045664759.1, XP_045664808.1	NP_001268484.1, XP_040592907.1, XP_021087628.1, NP_001268508.1
OG0000148	XP_045644505.1, XP_045645126.1	XP_040591721.1, XP_040597273.1, XP_040597140.1, XP_005087543.2
OG0000149	XP_045662151.1	XP_040590635.1
OG0000149	XP_045640012.1	XP_040594233.1
OG0000149	XP_045657386.1	XP_005076578.1
OG0000149	XP_045640417.1	XP_040594544.1
OG0000150	XP_045670918.1	XP_005076240.1, XP_005078720.2, XP_012973285.2, XP_040592500.1, XP_040592499.1, XP_040592504.1, XP_040592552.1, XP_040592498.1, NP_001297488.1, XP_040596812.1, XP_040596798.1, XP_040592497.1, XP_005076235.1, XP_012981989.3, XP_040592495.1
OG0000151	XP_045629115.1	XP_005077129.1
OG0000151	XP_045629461.1	XP_005077002.1
OG0000153	XP_045652422.1, XP_045651788.1	XP_040610221.1
OG0000153	XP_045651787.1, XP_045652423.1, XP_045632506.1	XP_040610211.1, XP_040610584.1
OG0000157	XP_045650784.1	XP_005074597.1, XP_012972156.1, XP_012972155.1, XP_012972153.1
OG0000157	XP_045659837.1, XP_045659662.1	XP_005073762.1
OG0000158	XP_045642873.1	XP_040596009.1
OG0000158	XP_045640400.1	XP_040608279.1, XP_040612148.1, XP_040588033.1
OG0000159	XP_045641613.1	XP_005076801.1, XP_005076802.1
OG0000159	XP_045641574.1, XP_045641615.1, XP_045641614.1	XP_005076805.1, XP_012973642.1, XP_005076803.1, XP_005076804.2, XP_040606230.1, XP_005076807.3, XP_005076806.2, XP_040606233.1, XP_040606232.1
OG0000160	XP_045643407.1	XP_040586725.1
OG0000160	XP_045638978.1	XP_021091282.1
OG0000161	XP_045644242.1	XP_040593271.1, XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1, XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1, XP_040593268.1, XP_012969603.1, XP_005071276.1, XP_012969602.1
OG0000162	XP_045637184.1, XP_045637087.1	XP_040599624.1, XP_040599671.1, XP_021079285.1, XP_012970942.1, XP_040599672.1
OG0000163	XP_045653618.1	XP_040590656.1
OG0000163	XP_045653622.1, XP_045653620.1	XP_040590680.1
OG0000164	XP_045666097.1	XP_040597344.1
OG0000165	XP_045642382.1	XP_012979986.1
OG0000166	XP_045664241.1, XP_045664242.1	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1
OG0000167	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1
OG0000168	XP_045670344.1	XP_012968615.1
OG0000168	XP_045668174.1	XP_040585639.1
OG0000170	XP_045652442.1	XP_021086104.1
OG0000171	XP_045660192.1	XP_040599906.1
OG0000171	XP_045661479.1	XP_040611039.1, XP_040596701.1
OG0000171	XP_045661480.1	XP_005065871.1
OG0000172	XP_045645045.1	XP_021078569.1
OG0000172	XP_045661341.1	XP_040614120.1, XP_040614119.1
OG0000172	XP_045650115.1	XP_005074616.1
OG0000173	XP_045654366.1, XP_045654367.1, XP_045654365.1	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1
OG0000174	XP_045646628.1, XP_045646626.1, XP_045646627.1	XP_040607444.1, XP_005080318.2, XP_005080319.2, XP_040607443.1
OG0000175	XP_045664641.1	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1
OG0000176	XP_045642699.1, XP_045642700.1	XP_040602874.1
OG0000176	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1	XP_005063858.1
OG0000177	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1	XP_012972115.1, XP_005064346.1, XP_040608718.1
OG0000178	XP_045667222.1	XP_040606959.1
OG0000179	XP_045642457.1	XP_005086645.1
OG0000179	XP_045639015.1, XP_045638897.1	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1
OG0000180	XP_045630300.1	XP_040587400.1, XP_040587401.1
OG0000181	XP_045653534.1, XP_045653532.1, XP_045653531.1	XP_005069405.1, XP_005069403.2, XP_005069404.2, XP_005069406.2, XP_005069407.2, XP_012968331.1, XP_005069301.1, XP_040586179.1, XP_005069402.1, XP_012968336.1, XP_040586136.1
OG0000182	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1	XP_040594868.1, XP_040594863.1, XP_040594876.1
OG0000183	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1	XP_005064973.1
OG0000184	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1	XP_040596285.1
OG0000185	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1	XP_040600352.1, XP_040600353.1, XP_040600346.1, XP_040600350.1, XP_040600347.1, XP_040600351.1, XP_040600348.1, XP_040600349.1
OG0000186	XP_045645343.1	XP_040589776.1, XP_040589775.1, XP_040589774.1
OG0000187	XP_045650158.1	XP_040608707.1, XP_005082247.2, XP_005082246.2, XP_005082312.2
OG0000188	XP_045671349.1, XP_045671359.1	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1
OG0000188	XP_045671351.1	XP_005087317.1, NP_001268632.1
OG0000189	XP_045639072.1	XP_040589293.1
OG0000189	XP_045646367.1	XP_005084581.1, XP_021091239.2, XP_005084582.1
OG0000190	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1
OG0000191	XP_045654464.1, XP_045654463.1	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1
OG0000192	XP_045637240.1	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1
OG0000193	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1	XP_005072532.1
OG0000194	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1
OG0000196	XP_045642461.1	XP_005065122.1
OG0000196	XP_045642983.1	XP_005065121.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	XP_005065119.1
OG0000197	XP_045628962.1	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1
OG0000197	XP_045649214.1	XP_040584410.1
OG0000198	XP_045629926.1, XP_045641555.1, XP_045629785.1	XP_040591376.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	XP_040589745.1, XP_005084208.1, XP_012979099.1
OG0000200	XP_045657789.1	XP_012977307.1
OG0000201	XP_045670378.1	XP_040605792.1, XP_040603999.1, XP_040605708.1
OG0000202	XP_045654575.1	XP_005075271.1
OG0000202	XP_045654576.1	XP_005075272.3
OG0000203	XP_045638396.1	XP_040601237.1
OG0000204	XP_045638739.1	XP_005074094.1
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1
OG0000206	XP_045630443.1	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	XP_005070704.1
OG0000208	XP_045645179.1	XP_012977752.1, XP_021089992.1, XP_040600454.1
OG0000210	XP_045652571.1, XP_045664609.1	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2
OG0000211	XP_045637800.1	XP_040587833.1, XP_005082621.2
OG0000211	XP_045637802.1	XP_040608770.1
OG0000211	XP_045660501.1, XP_045660500.1	XP_021091337.1, XP_005084664.1
OG0000212	XP_045635025.1	XP_012967002.1
OG0000214	XP_045634603.1	XP_040598014.1
OG0000214	XP_045652310.1	XP_005065724.1
OG0000215	XP_045630954.1	XP_040590600.1, XP_040606117.1
OG0000216	XP_045661804.1, XP_045661805.1	XP_012970771.1
OG0000216	XP_045661799.1	XP_005072700.1
OG0000217	XP_045635355.1, XP_045635356.1	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2
OG0000218	XP_045633915.1	XP_040599908.1
OG0000219	XP_045662138.1	XP_040601564.1, XP_021088134.1, XP_040601565.1, XP_040601566.1
OG0000219	XP_045648961.1, XP_045648962.1	XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1
OG0000220	XP_045642481.1	XP_005063867.1
OG0000220	XP_045642480.1	XP_040588595.1, XP_040588604.1, XP_040588585.1, XP_005063312.1
OG0000220	XP_045643033.1	XP_005063314.1
OG0000220	XP_045642479.1	XP_005063865.1
OG0000221	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1	XP_005065051.1
OG0000222	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1
OG0000223	XP_045649675.1	XP_005063942.1, XP_005063943.1
OG0000224	XP_045643555.1, XP_045643554.1	XP_012971325.1
OG0000225	XP_045669632.1	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1
OG0000226	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1
OG0000227	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1
OG0000228	XP_045650033.1	XP_005082288.1
OG0000228	XP_045650031.1	XP_005082286.1
OG0000228	XP_045650032.1	XP_005082289.1, XP_040608999.1
OG0000229	XP_045669639.1	XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1
OG0000230	XP_045631978.1	XP_040586600.1, XP_005084993.1
OG0000230	XP_045638485.1	XP_012975719.1
OG0000231	XP_045635018.1	XP_012966964.2
OG0000232	XP_045653119.1	XP_040585290.1
OG0000232	XP_045651926.1, XP_045651927.1, XP_045651928.1	XP_012976797.1
OG0000233	XP_045667985.1	XP_040602155.1
OG0000235	XP_045641626.1	XP_005063914.1
OG0000236	XP_045646101.1	XP_040597569.1
OG0000237	XP_045627811.1	XP_040585169.1
OG0000238	XP_045645519.1	XP_005079745.2
OG0000238	XP_045652573.1, XP_045645518.1	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1
OG0000239	XP_045642906.1	XP_005065056.1
OG0000239	XP_045642425.1	XP_005065057.1
OG0000240	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1	XP_005069411.1, XP_005069415.1, XP_005069412.2, XP_005069418.1
OG0000241	XP_045642858.1, XP_045642864.1, XP_045642854.1	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1
OG0000243	XP_045628507.1	XP_012969716.1
OG0000244	XP_045656051.1, XP_045656052.1	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1
OG0000244	XP_045628435.1	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1
OG0000245	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1	XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1
OG0000246	XP_045642379.1	NP_001268549.1
OG0000247	XP_045672313.1	XP_005074432.1, XP_040603050.1
OG0000248	XP_045641425.1, XP_045641424.1	XP_005073918.1
OG0000249	XP_045648419.1	XP_021090361.2, XP_040596392.1, XP_005083144.1
OG0000249	XP_045649585.1, XP_045649584.1	XP_005083145.1
OG0000250	XP_045666825.1, XP_045645181.1	XP_040600140.1
OG0000251	XP_045644583.1, XP_045644582.1	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1
OG0000252	XP_045656277.1, XP_045656276.1, XP_045656278.1	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1
OG0000254	XP_045662770.1	XP_005079257.2, XP_040591232.1, XP_005079196.3, XP_040591285.1, XP_040591280.1, XP_040591237.1, XP_040591263.1, XP_040591239.1, XP_012975350.1, NP_001268598.1
OG0000256	XP_045631161.1, XP_045631127.1	XP_012979581.1
OG0000257	XP_045639040.1	XP_040589307.1, XP_005075790.2, XP_005075832.2
OG0000257	XP_045638989.1, XP_045639023.1	XP_005075783.1
OG0000257	XP_045639058.1	XP_005075789.1
OG0000258	XP_045665976.1	XP_005066133.1
OG0000259	XP_045642954.1	XP_012975999.1
OG0000260	XP_045642913.1	XP_005065066.1, XP_005065067.1, XP_005065068.3
OG0000261	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1	XP_012975232.1
OG0000262	XP_045638865.1, XP_045638838.1, XP_045638858.1, XP_045638857.1, XP_045638864.1, XP_045638841.1	XP_005074208.1, XP_005074157.1
OG0000263	XP_045667407.1	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1
OG0000264	XP_045671761.1	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1
OG0000265	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1	XP_005072399.1
OG0000266	XP_045668596.1, XP_045668587.1	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2
OG0000267	XP_045658399.1, XP_045664801.1, XP_045645172.1, XP_045654078.1	XP_040607062.1
OG0000267	XP_045658391.1	XP_005077630.1
OG0000268	XP_045641676.1	XP_040606291.1, XP_040607371.1, XP_040606214.1, XP_012971621.1
OG0000270	XP_045645146.1	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1
OG0000272	XP_045629547.1, XP_045629530.1, XP_045629293.1, XP_045629292.1	XP_005077022.1
OG0000274	XP_045629318.1	NP_001268267.1
OG0000274	XP_045629321.1	XP_005076991.1
OG0000275	XP_045644795.1	XP_040598976.1, XP_005081267.1, XP_005073001.1
OG0000276	XP_045634929.1, XP_045651793.1, XP_045628269.1, XP_045651794.1, XP_045634919.1, XP_045634925.1	XP_005077632.2, XP_040607378.1
OG0000277	XP_045642802.1	XP_005065022.1, XP_040600858.1, XP_005065021.2, XP_040600909.1
OG0000278	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1
OG0000279	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1	XP_012975872.1, XP_005080032.1
OG0000280	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1	XP_040604600.1, XP_040604602.1, XP_040604601.1
OG0000281	XP_045655744.1, XP_045655743.1, XP_045655742.1	XP_005083992.1
OG0000282	XP_045629380.1	XP_040605382.1, XP_005076060.2
OG0000282	XP_045647522.1	XP_021088003.1, XP_040598932.1
OG0000283	XP_045656318.1, XP_045656316.1, XP_045656317.1	XP_040611635.1, XP_012981141.3, XP_040611598.1, XP_005086746.1
OG0000284	XP_045659890.1	XP_021087018.2, XP_005077510.1, XP_012974046.2, XP_040589329.1
OG0000285	XP_045632303.1	XP_040588296.1, XP_040588294.1, XP_040588292.1, XP_012969300.2, XP_040588266.1, XP_040588494.1, XP_040588493.1, XP_040588495.1, XP_040588267.1
OG0000286	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1	XP_040589341.1, XP_005087519.1
OG0000287	XP_045636885.1, XP_045644533.1	XP_040596957.1
OG0000287	XP_045644516.1	XP_040591719.1, XP_040591718.1, XP_040591695.1
OG0000288	XP_045642907.1	XP_005065058.1
OG0000288	XP_045642435.1	XP_005064640.1
OG0000288	XP_045642434.1	XP_040601662.1
OG0000289	XP_045653483.1, XP_045653484.1	XP_021082445.1, XP_040586144.1
OG0000290	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1	XP_040596414.1
OG0000291	XP_045670011.1	XP_005070031.1
OG0000291	XP_045670168.1, XP_045670167.1, XP_045670166.1	XP_012968853.1
OG0000293	XP_045626706.1	XP_040607392.1, XP_040607393.1, XP_040607390.1, XP_040607394.1, XP_040607389.1
OG0000294	XP_045647615.1	XP_040603583.1
OG0000295	XP_045660621.1	XP_040588842.1
OG0000295	XP_045666125.1	XP_005066828.1
OG0000296	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1	XP_005077255.1, XP_005077254.1
OG0000297	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1	XP_021079303.1
OG0000298	XP_045663153.1	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1
OG0000299	XP_045647988.1	XP_040587335.1
OG0000300	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1	XP_012976328.1, XP_040600905.1, XP_005065069.1
OG0000301	XP_045638807.1	XP_005074143.1
OG0000301	XP_045638801.1	XP_021085137.1
OG0000301	XP_045638822.1, XP_045638812.1	XP_005074201.1
OG0000302	XP_045642927.1, XP_045642440.1	XP_040600830.1, XP_005064652.1, XP_005064651.1, XP_005065081.1, XP_005064655.2, XP_012975805.1, XP_012975876.1, XP_005065073.2
OG0000303	XP_045661297.1, XP_045661296.1, XP_045661298.1	XP_040584315.1, XP_040614218.1, XP_040614219.1
OG0000304	XP_045668813.1	XP_012965882.2
OG0000306	XP_045657593.1, XP_045657596.1, XP_045657594.1	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1
OG0000307	XP_045645998.1	XP_040600288.1
OG0000308	XP_045671842.1	XP_021089063.1, XP_040603097.1
OG0000308	XP_045657259.1, XP_045664330.1	XP_040600250.1
OG0000309	XP_045661129.1, XP_045661131.1	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1
OG0000310	XP_045649204.1, XP_045649203.1	XP_040597026.1, XP_040597137.1, XP_040584489.1
OG0000311	XP_045648810.1	XP_021083880.1
OG0000312	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1	XP_040604259.1, XP_040604256.1, XP_012970606.1
OG0000313	XP_045656753.1	XP_005067326.2, XP_040608724.1
OG0000313	XP_045656755.1	XP_040608726.1
OG0000314	XP_045644629.1	XP_040610560.1, XP_005086015.1, XP_040610559.1, XP_021078599.1
OG0000314	XP_045669552.1, XP_045669551.1	XP_012974503.1
OG0000315	XP_045646435.1	XP_040600477.1, XP_021090371.2, XP_040600479.1, XP_012978242.2, XP_040600476.1, XP_040600377.1, XP_040600378.1
OG0000316	XP_045644913.1	XP_005086676.1, XP_040599726.1, XP_040599859.1, XP_005088578.2
OG0000316	XP_045649663.1, XP_045657254.1	XP_005086961.2
OG0000318	XP_045653245.1	XP_040601963.1, XP_005067639.2
OG0000319	XP_045666425.1	XP_040598899.1
OG0000320	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1	XP_040584032.1, XP_040584031.1, XP_040584033.1
OG0000321	XP_045628053.1	XP_012979642.1, XP_005084819.1
OG0000321	XP_045660954.1	XP_040600390.1
OG0000322	XP_045643893.1, XP_045663596.1	XP_005086480.1
OG0000322	XP_045632272.1	XP_005077333.1, XP_005068467.1, XP_005071796.1
OG0000323	XP_045638198.1	XP_005079554.1
OG0000323	XP_045671598.1	XP_040585130.1, XP_040585127.1, XP_040585132.1, XP_040585129.1, XP_040585131.1, XP_040585133.1, XP_040589415.1
OG0000325	XP_045660842.1, XP_045660837.1, XP_045660844.1, XP_045660839.1, XP_045660845.1, XP_045660838.1, XP_045660841.1, XP_045660843.1, XP_045660840.1, XP_045660836.1	XP_005067507.1, XP_012967170.1
OG0000326	XP_045642054.1	XP_040587435.1, XP_040587434.1
OG0000327	XP_045637692.1	XP_040605588.1, XP_040605587.1, XP_012973145.1, XP_012973146.1
OG0000328	XP_045626965.1, XP_045626964.1, XP_045626962.1, XP_045626963.1	XP_005085541.1
OG0000329	XP_045645588.1	XP_005081556.1, XP_005081557.1
OG0000329	XP_045657462.1	XP_021086614.1
OG0000330	XP_045663037.1	XP_012976524.1, XP_012976522.1, XP_040596347.1, XP_005080890.1, XP_012976525.1
