Orthogroup	Ursus_americanus	Saimiri_boliviensis_boliviensis
OG0000165	XP_045642382.1	XP_039334862.1, XP_010347365.1, XP_010347361.1, XP_039334861.1, XP_010347362.1
OG0000166	XP_045664241.1, XP_045664242.1	XP_003920764.1, XP_003920763.1
OG0000167	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1	XP_039334403.1, XP_039334404.1, XP_039334405.1
OG0000168	XP_045670345.1, XP_045670346.1, XP_045632294.1, XP_045631204.1, XP_045636096.1, XP_045668174.1	XP_010340774.1
OG0000168	XP_045670343.1	XP_003922345.1
OG0000170	XP_045652442.1	XP_003919917.1, XP_039326960.1
OG0000171	XP_045660192.1	XP_039330067.1
OG0000171	XP_045661479.1	XP_003938796.2, XP_039318546.1, XP_039334323.1, XP_039321884.1
OG0000171	XP_045661480.1	XP_039323743.1
OG0000172	XP_045645045.1	XP_039320443.1
OG0000172	XP_045661341.1	XP_039323441.1
OG0000172	XP_045650115.1	XP_003932734.1, XP_039335289.1
OG0000173	XP_045654366.1, XP_045654367.1, XP_045654365.1	XP_010344788.1, XP_003936029.1, XP_010344789.1
OG0000174	XP_045646628.1, XP_045646626.1, XP_045646627.1	XP_039316009.1, XP_003941959.1, XP_010327976.1, XP_003941960.1, XP_010327980.1, XP_003941962.1, XP_003941961.1
OG0000175	XP_045664641.1	XP_010331846.1, XP_010331841.1
OG0000176	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1	XP_010333235.2, XP_003920207.2, XP_039327375.1
OG0000177	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1	XP_039321184.1, XP_003922168.1
OG0000178	XP_045667222.1	XP_010336016.1
OG0000179	XP_045642457.1	XP_003943230.1
OG0000179	XP_045639015.1, XP_045638897.1	XP_039323094.1
OG0000180	XP_045630300.1	XP_010347870.2, XP_039323049.1
OG0000182	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1
OG0000183	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1	XP_003920090.1
OG0000184	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1	XP_010328719.2
OG0000185	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1
OG0000186	XP_045645343.1	XP_039322703.1, XP_039322696.1, XP_039322695.1, XP_039322710.1, XP_039322711.1
OG0000188	XP_045671349.1, XP_045671359.1	XP_003923418.1, XP_003923419.2
OG0000188	XP_045671350.1	XP_003923417.1
OG0000188	XP_045671351.1	XP_039326451.1, XP_039326452.1
OG0000189	XP_045639072.1	XP_003920425.2
OG0000189	XP_045646367.1	XP_039319953.1
OG0000190	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1	XP_010341794.1
OG0000191	XP_045654464.1, XP_045654463.1	XP_003938697.1, XP_039320884.1
OG0000192	XP_045637313.1	XP_010343377.2
OG0000192	XP_045637240.1	XP_039328200.1, XP_010335696.2, XP_003926722.1
OG0000193	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1	XP_010330508.1
OG0000194	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1	XP_039319950.1, XP_039319949.1, XP_039319948.1
OG0000195	XP_045651441.1	XP_010332345.1
OG0000196	XP_045642983.1	XP_010332904.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	XP_003920149.2
OG0000197	XP_045628962.1	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1
OG0000197	XP_045649214.1	XP_039328941.1
OG0000198	XP_045629517.1, XP_045629798.1	XP_003944090.3
OG0000198	XP_045629926.1, XP_045641555.1, XP_045629785.1	XP_039333558.1
OG0000198	XP_045652613.1	XP_010346188.1
OG0000198	XP_045629695.1	XP_003944058.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	XP_039322282.1, XP_039322281.1
OG0000200	XP_045657789.1	XP_003943305.2
OG0000200	XP_045657797.1	XP_003943303.1, XP_039329878.1
OG0000201	XP_045670378.1	XP_039332191.1, XP_039332900.1
OG0000202	XP_045654575.1	XP_003944247.2
OG0000202	XP_045654576.1	XP_039323270.1, XP_039323300.1, XP_039323187.1
OG0000202	XP_045654574.1	XP_003944253.2
OG0000203	XP_045638396.1	XP_039325610.1
OG0000204	XP_045638739.1	XP_039324880.1
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	XP_010328386.1, XP_003942279.1
OG0000206	XP_045630443.1	XP_003936093.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	XP_003925667.1
OG0000208	XP_045645179.1	XP_003945281.1
OG0000210	XP_045652571.1, XP_045664609.1	XP_003919938.2, XP_039326785.1, XP_039326786.1
OG0000211	XP_045637800.1	XP_003924861.1
OG0000211	XP_045637802.1	XP_039319579.1
OG0000211	XP_045660501.1, XP_045660500.1	XP_003932060.1
OG0000213	XP_045667544.1, XP_045649519.1	XP_039319336.1
OG0000213	XP_045631560.1	XP_003929975.2
OG0000213	XP_045661431.1	XP_010330388.2, XP_010329075.1, XP_039327069.1, XP_010335864.2, XP_010329570.2, XP_039328810.1, XP_010336147.1, XP_039323291.1, XP_039323293.1
OG0000214	XP_045634603.1	XP_039321525.1
OG0000214	XP_045655434.1	XP_039330539.1
OG0000214	XP_045652310.1	XP_010339063.1
OG0000215	XP_045630954.1	XP_039332972.1
OG0000216	XP_045661805.1	XP_010349722.1, XP_003940728.1
OG0000216	XP_045661799.1	XP_039320422.1
OG0000217	XP_045635355.1, XP_045635356.1	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1
OG0000218	XP_045633915.1	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1
OG0000219	XP_045662138.1, XP_045648961.1, XP_045648962.1	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1
OG0000220	XP_045642481.1	XP_003920219.1
OG0000220	XP_045643032.1	XP_003920220.1
OG0000220	XP_045642480.1	XP_010333342.1
OG0000220	XP_045643033.1	XP_003920505.1
OG0000221	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1	XP_003920132.1
OG0000222	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1
OG0000223	XP_045649674.1	XP_010334189.1
OG0000223	XP_045649675.1	XP_003920311.3, XP_003920533.1
OG0000224	XP_045643555.1, XP_045643554.1	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1
OG0000225	XP_045669632.1	XP_003920342.1
OG0000226	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1
OG0000226	XP_045656241.1	XP_003940216.1
OG0000227	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1
OG0000228	XP_045650033.1	XP_010345515.1
OG0000228	XP_045650031.1	XP_039325748.1
OG0000229	XP_045669639.1	XP_039317375.1, XP_039317374.1, XP_003941423.1
OG0000230	XP_045631978.1	XP_039319649.1, XP_039319635.1, XP_039319644.1
OG0000230	XP_045638485.1	XP_003937598.1
OG0000231	XP_045656570.1	XP_010330999.1, XP_010331000.1
OG0000231	XP_045635018.1	XP_039320205.1, XP_039320204.1
OG0000232	XP_045653119.1	XP_010329040.2
OG0000232	XP_045651926.1, XP_045651927.1, XP_045651928.1	XP_039331405.1
OG0000235	XP_045641626.1	XP_039323946.1, XP_039324546.1
OG0000235	XP_045651041.1	XP_003920711.1
OG0000236	XP_045646101.1	XP_003926098.1
OG0000237	XP_045627811.1	XP_039323148.1
OG0000238	XP_045645918.1, XP_045645920.1	XP_003939336.2
OG0000241	XP_045642858.1, XP_045642864.1, XP_045642854.1	XP_010335794.2, XP_003920131.2
OG0000243	XP_045628507.1	XP_010344437.1
OG0000244	XP_045656051.1, XP_045656052.1	XP_039322131.1
OG0000244	XP_045628435.1	XP_039331048.1
OG0000245	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1	XP_010330417.1
OG0000246	XP_045642379.1	XP_039334581.1
OG0000247	XP_045672313.1	XP_003927577.1
OG0000248	XP_045641425.1, XP_045641424.1	XP_010343195.1, XP_010343196.1, XP_010343197.1
OG0000249	XP_045648419.1	XP_003929836.1
OG0000249	XP_045649585.1, XP_045649584.1	XP_003929837.1
OG0000250	XP_045666825.1	XP_039317012.1, XP_039317011.1
OG0000250	XP_045645181.1	XP_010330275.2
OG0000251	XP_045644583.1, XP_045644582.1	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1
OG0000252	XP_045656277.1, XP_045656276.1, XP_045656278.1	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1
OG0000254	XP_045662770.1	XP_039318676.1, XP_039336541.1
OG0000256	XP_045631161.1, XP_045631127.1	XP_003940456.1
OG0000257	XP_045639040.1	XP_003919835.2
OG0000257	XP_045638989.1, XP_045639023.1	XP_003919841.1
OG0000257	XP_045639058.1	XP_003919836.1
OG0000258	XP_045665976.1	XP_039333850.1
OG0000259	XP_045642954.1	XP_003920139.1
OG0000259	XP_045642939.1, XP_045642942.1, XP_045642947.1, XP_045642944.1	XP_003920144.1
OG0000260	XP_045642913.1	XP_003920134.2
OG0000261	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1	XP_003920129.2
OG0000262	XP_045638841.1	XP_003923877.1
OG0000263	XP_045667407.1	XP_010334377.1, XP_003925373.1
OG0000264	XP_045671761.1	XP_010337766.2, XP_010337765.2, XP_039324559.1
OG0000265	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1	XP_039321980.1
OG0000266	XP_045668596.1, XP_045668587.1	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1
OG0000267	XP_045664801.1	XP_039332897.1
OG0000267	XP_045658391.1	XP_039318282.1
OG0000268	XP_045641676.1	XP_039336479.1, XP_010336634.1
OG0000270	XP_045645146.1	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1
OG0000272	XP_045629547.1	XP_003933076.2
OG0000272	XP_045629530.1	XP_003933078.1
OG0000272	XP_045629293.1	XP_039332171.1
OG0000272	XP_045629292.1	XP_003933081.1
OG0000273	XP_045629774.1, XP_045629753.1, XP_045629862.1	XP_039316246.1, XP_010343155.2, XP_003934265.1
OG0000274	XP_045629318.1	XP_003929108.1
OG0000274	XP_045629321.1	XP_003929106.1
OG0000275	XP_045644795.1	XP_039331049.1, XP_039327276.1, XP_039331109.1, XP_003941964.1, XP_039331456.1
OG0000278	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1	XP_039324245.1, XP_003933960.1
OG0000279	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1	XP_039326310.1, XP_039326284.1
OG0000280	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1
OG0000281	XP_045655744.1, XP_045655743.1, XP_045655742.1	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2
OG0000282	XP_045629380.1	XP_039332499.1
OG0000282	XP_045647522.1	XP_039327539.1
OG0000285	XP_045632303.1	XP_003927603.2, XP_010336668.2, XP_039336382.1, XP_010336515.2, XP_003927607.2, XP_010336664.2, XP_003927604.3
OG0000286	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1	XP_003923395.2
OG0000287	XP_045636885.1, XP_045644533.1	XP_003935865.2
OG0000287	XP_045645134.1, XP_045644517.1	XP_003935829.2
OG0000287	XP_045644516.1	XP_003935830.2
OG0000289	XP_045653483.1, XP_045653484.1	XP_003923731.2
OG0000290	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1	XP_010333367.1
OG0000291	XP_045669918.1	XP_010340790.1, XP_003931837.1
OG0000291	XP_045670168.1, XP_045670167.1, XP_045670166.1	XP_003931838.1
OG0000292	XP_045671997.1	XP_039324035.1
OG0000293	XP_045626706.1	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1
OG0000294	XP_045647615.1	XP_039336151.1
OG0000295	XP_045660621.1	XP_039335727.1
OG0000295	XP_045666125.1	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1
OG0000296	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2
OG0000297	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1	XP_003934550.1, XP_010343392.1, XP_039317701.1
OG0000298	XP_045663153.1	XP_010340855.1, NP_001266929.1
OG0000299	XP_045652448.1, XP_045652449.1, XP_045652450.1	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1
OG0000299	XP_045647988.1	XP_003934799.1
OG0000300	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1	XP_003920135.2
OG0000301	XP_045638807.1	XP_003923423.1
OG0000304	XP_045668813.1	XP_039334875.1
OG0000305	XP_045629406.1	XP_039333116.1
OG0000306	XP_045657593.1, XP_045657596.1, XP_045657594.1	XP_039316748.1
OG0000307	XP_045645998.1	XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1
OG0000308	XP_045671842.1	XP_003933702.1
OG0000308	XP_045657259.1, XP_045664330.1	XP_039329871.1, XP_003936897.1
OG0000309	XP_045661129.1, XP_045661131.1	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2
OG0000310	XP_045649204.1, XP_045649203.1	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1
OG0000311	XP_045648810.1	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1
OG0000312	XP_045656660.1, XP_045656661.1	XP_003920315.2
OG0000312	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1	XP_010334255.1, XP_039327118.1
OG0000313	XP_045656750.1	XP_003939234.2
OG0000313	XP_045656752.1	XP_003939232.2
OG0000314	XP_045644629.1	XP_039336147.1
OG0000314	XP_045669552.1, XP_045669551.1	XP_010334539.1
OG0000315	XP_045646435.1	XP_010339995.1
OG0000315	XP_045635351.1	XP_003945283.2
OG0000316	XP_045649663.1, XP_045657254.1	XP_003943964.1
OG0000318	XP_045653245.1	XP_039330733.1, XP_039335565.1, XP_010344506.1, XP_039317572.1, XP_003945195.2, XP_039323698.1, XP_010342139.2, XP_039332746.1, XP_039316379.1, XP_003922825.2, XP_010344951.1, XP_039325403.1, XP_039325405.1
OG0000319	XP_045666425.1	XP_010339352.1
OG0000320	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1
OG0000321	XP_045628053.1	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1
OG0000321	XP_045660954.1	XP_039319977.1
OG0000322	XP_045663596.1	XP_003940320.1
OG0000322	XP_045632272.1	XP_003926790.1, XP_039324821.1, XP_010348000.1
OG0000323	XP_045638198.1	XP_039329992.1
OG0000323	XP_045671598.1	XP_003926406.1, XP_039325476.1
OG0000324	XP_045638551.1	XP_010344341.1
OG0000324	XP_045671758.1	XP_039325213.1
OG0000325	XP_045660842.1, XP_045660837.1, XP_045660844.1, XP_045660839.1, XP_045660845.1, XP_045660838.1, XP_045660841.1, XP_045660843.1, XP_045660840.1, XP_045660836.1	XP_003931402.1, XP_039332552.1, XP_003931401.1
OG0000326	XP_045642054.1	XP_039316283.1
OG0000327	XP_045637692.1	XP_039332783.1, XP_039332782.1, XP_039332784.1
OG0000328	XP_045626965.1, XP_045626964.1, XP_045626962.1, XP_045626963.1	XP_010349061.1, XP_003940074.1
OG0000329	XP_045645588.1	XP_039328473.1
OG0000329	XP_045657462.1	XP_003933510.1
OG0000330	XP_045663037.1	XP_010332103.1
OG0000331	XP_045655812.1, XP_045655810.1	XP_010345824.1
OG0000332	XP_045648355.1, XP_045648356.1	XP_039328671.1, XP_039328672.1
OG0000333	XP_045634726.1, XP_045634723.1, XP_045634721.1, XP_045634722.1, XP_045634725.1, XP_045634724.1	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1
OG0000334	XP_045630545.1, XP_045630544.1	XP_010327807.1
OG0000335	XP_045671065.1	XP_003942734.1
OG0000336	XP_045632628.1, XP_045632621.1, XP_045632624.1, XP_045632622.1, XP_045632627.1, XP_045632625.1, XP_045632626.1, XP_045632623.1	XP_010335917.1, XP_010335916.1
OG0000337	XP_045667626.1	XP_003927448.1
OG0000339	XP_045657455.1	XP_039316760.1, XP_039316761.1
OG0000339	XP_045634828.1	XP_039333039.1
OG0000340	XP_045655245.1	XP_039318835.1, XP_039318836.1
OG0000340	XP_045641262.1	XP_003943209.1
OG0000341	XP_045652837.1	XP_003927227.1
OG0000343	XP_045669834.1, XP_045669837.1, XP_045669836.1, XP_045669839.1, XP_045669830.1, XP_045669835.1, XP_045669838.1, XP_045669840.1, XP_045669832.1, XP_045669831.1	XP_010340785.2, XP_010340786.2, XP_039332938.1
OG0000344	XP_045647105.1	XP_010349695.1
OG0000344	XP_045647135.1	XP_010349708.2
OG0000344	XP_045647119.1, XP_045647142.1, XP_045647118.1	XP_003945095.2
OG0000345	XP_045669134.1	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1
OG0000346	XP_045657517.1, XP_045657518.1, XP_045657519.1, XP_045657520.1	XP_039316753.1, XP_039315863.1, XP_010342301.1, XP_003933465.1
OG0000347	XP_045643660.1, XP_045643658.1, XP_045643659.1	XP_010347152.2
OG0000348	XP_045637850.1, XP_045637852.1	XP_039319819.1
OG0000348	XP_045637851.1	XP_010333844.1
OG0000349	XP_045669847.1	XP_039332121.1, XP_010328576.1
OG0000349	XP_045634706.1	XP_003926325.1
OG0000350	XP_045637511.1, XP_045637633.1, XP_045637513.1	XP_010328950.2, XP_039332441.1, XP_003942852.1
OG0000351	XP_045661726.1	XP_039320496.1
OG0000353	XP_045668610.1	XP_039329231.1
OG0000353	XP_045668608.1	XP_010339720.1
OG0000354	XP_045665956.1, XP_045665957.1	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2
OG0000355	XP_045641402.1	XP_039336490.1, XP_039336491.1
OG0000356	XP_045656253.1, XP_045656251.1, XP_045656250.1, XP_045656252.1	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1
OG0000357	XP_045645451.1, XP_045645452.1, XP_045645446.1, XP_045645445.1, XP_045645444.1, XP_045645449.1, XP_045645447.1, XP_045645448.1	XP_039319899.1, XP_010330519.2
OG0000359	XP_045651588.1, XP_045651587.1	XP_003944378.1
OG0000359	XP_045651585.1, XP_045651586.1	XP_039323523.1, XP_010330550.1
OG0000360	XP_045642033.1	XP_003930084.1
OG0000360	XP_045642040.1	XP_039334104.1
OG0000360	XP_045642039.1	XP_039334092.1
OG0000361	XP_045642447.1	XP_003920138.2, XP_003920142.2
OG0000362	XP_045645401.1	XP_039321710.1, XP_039321709.1
OG0000362	XP_045654368.1	XP_039323844.1
OG0000363	XP_045658172.1	XP_003921542.2
OG0000364	XP_045670848.1, XP_045670844.1, XP_045670845.1, XP_045670843.1, XP_045670847.1, XP_045670846.1	XP_010345041.2
OG0000365	XP_045657682.1, XP_045657685.1, XP_045657686.1, XP_045657687.1, XP_045657683.1, XP_045657681.1	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1
OG0000366	XP_045658516.1	XP_010333283.1
OG0000366	XP_045658515.1	XP_003924294.2
OG0000367	XP_045630822.1, XP_045630821.1, XP_045630823.1, XP_045630824.1, XP_045630820.1	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1
OG0000368	XP_045647032.1	XP_003925240.1, XP_010334201.1
OG0000369	XP_045634933.1, XP_045634917.1	XP_003935345.2
OG0000370	XP_045632451.1	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1
OG0000371	XP_045649551.1, XP_045649550.1	XP_003930850.1, XP_010339689.1
OG0000372	XP_045630613.1	XP_039333193.1
OG0000373	XP_045632081.1, XP_045632082.1	XP_039317940.1, XP_039317941.1, XP_039316567.1
OG0000374	XP_045660504.1, XP_045660503.1, XP_045660505.1	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1
OG0000375	XP_045652696.1	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1
