Orthogroup	Ursus_americanus	Sarcophilus_harrisii
OG0000153	XP_045652422.1, XP_045651788.1, XP_045651787.1, XP_045652423.1, XP_045632506.1	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1
OG0000157	XP_045650784.1	XP_031807643.1, XP_031807644.1
OG0000157	XP_045659837.1, XP_045659662.1	XP_031820484.1, XP_003769255.1
OG0000158	XP_045631101.1	XP_023353662.1
OG0000158	XP_045640400.1	XP_003768068.1
OG0000159	XP_045641613.1, XP_045641574.1, XP_045641615.1, XP_045641614.1	XP_003766412.1, XP_003766858.1
OG0000160	XP_045643407.1, XP_045656780.1, XP_045638978.1	XP_023358024.1
OG0000161	XP_045644242.1	XP_003759113.1
OG0000163	XP_045653618.1	XP_012402413.1, XP_012402416.1
OG0000163	XP_045653622.1, XP_045653620.1	XP_003766617.1
OG0000164	XP_045666098.1	XP_031802108.1
OG0000164	XP_045666097.1	XP_003759749.1
OG0000165	XP_045642382.1	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1
OG0000166	XP_045664241.1, XP_045664242.1	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1
OG0000167	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1
OG0000168	XP_045670344.1	XP_012403993.1
OG0000168	XP_045670345.1, XP_045670346.1, XP_045632294.1, XP_045631204.1, XP_045636096.1, XP_045668174.1	XP_031821604.1
OG0000170	XP_045652436.1, XP_045652439.1, XP_045652440.1, XP_045652437.1, XP_045652441.1, XP_045652435.1, XP_045652442.1	XP_003773616.1
OG0000171	XP_045660192.1, XP_045661479.1, XP_045661480.1	XP_003769499.1
OG0000172	XP_045645045.1	XP_031802261.1
OG0000172	XP_045661341.1	XP_031793454.1
OG0000172	XP_045650115.1	XP_012409550.1, XP_023350190.1
OG0000174	XP_045646628.1, XP_045646626.1, XP_045646627.1	XP_012405557.1
OG0000175	XP_045664641.1	XP_003773749.1
OG0000176	XP_045642699.1, XP_045642700.1, XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1
OG0000177	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1
OG0000178	XP_045667222.1	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1
OG0000179	XP_045642457.1	XP_031817500.1
OG0000179	XP_045639015.1, XP_045638897.1	XP_023355787.2, XP_012401166.1
OG0000180	XP_045630300.1	XP_012397749.1
OG0000182	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1	XP_031792735.1
OG0000183	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1	XP_031798882.1
OG0000184	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1	XP_031813724.1, XP_031800734.1
OG0000188	XP_045671349.1, XP_045671359.1	XP_003764834.1
OG0000188	XP_045671351.1	XP_003766999.1
OG0000189	XP_045634958.1, XP_045639072.1, XP_045646367.1	XP_003774897.1, XP_031797813.1
OG0000190	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1	XP_031796825.1, XP_031796827.1, XP_031796826.1
OG0000191	XP_045654464.1, XP_045654463.1	XP_003769420.1, XP_023358945.1
OG0000192	XP_045637313.1, XP_045637240.1, XP_045637178.1	XP_031794046.1
OG0000194	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1	XP_031801027.1, XP_031801026.1, XP_031801025.1
OG0000195	XP_045651441.1	XP_031820905.1, XP_031820904.1
OG0000196	XP_045642461.1	XP_003773915.1
OG0000196	XP_045642983.1	XP_003773960.1, XP_003773966.2, XP_031798606.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1
OG0000197	XP_045628962.1, XP_045649214.1	XP_012406752.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	XP_031817627.1
OG0000200	XP_045657789.1, XP_045657797.1	XP_003767289.1, XP_023357403.1
OG0000201	XP_045670378.1	XP_031821831.1, XP_031821832.1
OG0000203	XP_045638396.1	XP_031815893.1
OG0000204	XP_045638739.1	XP_003764754.2
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	XP_031817807.1, XP_003764619.2
OG0000206	XP_045630443.1	XP_031796238.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	XP_023356432.1
OG0000210	XP_045652571.1, XP_045664609.1	XP_031797477.1, XP_003773620.1
OG0000211	XP_045637800.1	XP_031802452.1
OG0000211	XP_045637802.1	XP_031802454.1
OG0000211	XP_045660501.1, XP_045660500.1	XP_003757016.1, XP_031809824.1
OG0000213	XP_045667544.1, XP_045649519.1, XP_045631560.1, XP_045661431.1	XP_031807358.1
OG0000214	XP_045634603.1	XP_031804062.1
OG0000214	XP_045652310.1	XP_031822954.1
OG0000215	XP_045630954.1	XP_031821510.1
OG0000216	XP_045661804.1, XP_045661805.1	XP_023352194.1
OG0000216	XP_045661802.1, XP_045661801.1, XP_045661799.1, XP_045661800.1	XP_023352195.1
OG0000219	XP_045662138.1, XP_045648961.1, XP_045648962.1	XP_031796426.1
OG0000220	XP_045642481.1, XP_045643032.1, XP_045642480.1, XP_045643033.1, XP_045642479.1	XP_003774257.2, XP_003774496.2, XP_003774038.2
OG0000221	XP_045642860.1, XP_045642856.1, XP_045642866.1, XP_045642881.1, XP_045642882.1, XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1	XP_003774682.2
OG0000224	XP_045643555.1, XP_045643554.1	XP_031793038.1
OG0000225	XP_045669632.1	XP_031814870.1
OG0000227	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1
OG0000228	XP_045650033.1	XP_031824146.1, XP_031824138.1, XP_031824140.1
OG0000228	XP_045650031.1, XP_045650032.1	XP_031824141.1
OG0000229	XP_045669639.1	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2
OG0000230	XP_045631978.1	XP_003757917.1, XP_031807160.1
OG0000230	XP_045638485.1	XP_031818166.1, XP_003765484.1, XP_031818165.1
OG0000231	XP_045656570.1	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1
OG0000231	XP_045635018.1	XP_031824290.1, XP_003768735.1
OG0000232	XP_045653119.1	XP_031815699.1
OG0000232	XP_045651926.1, XP_045651927.1, XP_045651928.1	XP_031800528.1
OG0000233	XP_045667985.1	XP_031811050.1
OG0000235	XP_045641626.1, XP_045646431.1, XP_045646428.1, XP_045646429.1, XP_045646422.1, XP_045660437.1, XP_045644948.1, XP_045651041.1	XP_031797437.1
OG0000236	XP_045646101.1	XP_012396942.1
OG0000237	XP_045627811.1, XP_045631265.1	XP_003765707.1
OG0000238	XP_045645519.1, XP_045645918.1, XP_045645920.1, XP_045652573.1, XP_045645518.1	XP_003772216.1, XP_003772238.1
OG0000239	XP_045642427.1, XP_045642428.1, XP_045642426.1, XP_045642894.1, XP_045642900.1, XP_045642902.1, XP_045642890.1, XP_045642896.1, XP_045642906.1, XP_045642425.1, XP_045642905.1, XP_045642898.1, XP_045642891.1, XP_045642893.1, XP_045642889.1, XP_045642432.1	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2
OG0000240	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3
OG0000241	XP_045642858.1, XP_045642864.1, XP_045642854.1	XP_003773837.1, XP_003773829.1
OG0000242	XP_045645416.1	XP_031804881.1
OG0000243	XP_045628507.1	XP_031799527.1
OG0000244	XP_045656051.1, XP_045656052.1	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1
OG0000244	XP_045628435.1	XP_031824763.1, XP_003759540.1
OG0000245	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2
OG0000246	XP_045642379.1	XP_031795615.1
OG0000248	XP_045641425.1, XP_045641424.1	XP_012399824.1, XP_012399823.1
OG0000249	XP_045648419.1	XP_031795097.1
OG0000249	XP_045649585.1, XP_045649584.1	XP_003771728.1, XP_003771729.1, XP_003772482.1
OG0000251	XP_045644583.1, XP_045644582.1	XP_031813504.1
OG0000252	XP_045656277.1, XP_045656276.1, XP_045656278.1	XP_012400297.1
OG0000254	XP_045662770.1	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1
OG0000255	XP_045638103.1	XP_031818382.1
OG0000258	XP_045665976.1	XP_031812239.1
OG0000259	XP_045642954.1, XP_045642939.1, XP_045642942.1, XP_045642947.1, XP_045642944.1	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2
OG0000260	XP_045642913.1	XP_012408102.1, XP_003773866.1, XP_003773865.1
OG0000261	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1	XP_023362160.2, XP_003773824.2, XP_003773822.1
OG0000262	XP_045638865.1, XP_045638838.1, XP_045638858.1, XP_045638857.1, XP_045638864.1	XP_012400905.2, XP_023355540.2
OG0000262	XP_045638841.1	XP_003764882.2, XP_003764833.2
OG0000263	XP_045667407.1	XP_003767520.1
OG0000264	XP_045671761.1	XP_031809170.1
OG0000265	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1	XP_031820648.1
OG0000266	XP_045668596.1, XP_045668587.1	XP_031813628.1, XP_031813629.1, XP_023356514.1
OG0000267	XP_045658399.1, XP_045664801.1, XP_045645172.1, XP_045654078.1, XP_045658391.1	XP_031805016.1, XP_031805023.1
OG0000270	XP_045645146.1	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1
OG0000273	XP_045629774.1, XP_045629753.1, XP_045629862.1	XP_031796917.1
OG0000274	XP_045629318.1, XP_045629478.1, XP_045629321.1	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1
OG0000275	XP_045644795.1	XP_003761435.1, XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1
OG0000277	XP_045642808.1, XP_045642804.1, XP_045642802.1	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1
OG0000278	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1	XP_012406328.2
OG0000279	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1	XP_012398280.1, XP_003761585.1, XP_031797074.1
OG0000280	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1	XP_003763023.1, XP_012399541.1
OG0000281	XP_045655744.1, XP_045655743.1, XP_045655742.1	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1
OG0000282	XP_045629380.1	XP_031822329.1, XP_031822328.1
OG0000282	XP_045647522.1	XP_031804587.1, XP_031804586.1
OG0000286	XP_045638945.1	XP_003766926.1
OG0000286	XP_045638972.1, XP_045639038.1, XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1	XP_003764918.2, XP_003764919.2, XP_012402752.1
OG0000287	XP_045636885.1, XP_045644533.1, XP_045645134.1, XP_045644517.1, XP_045644516.1	XP_003759293.1, XP_012396393.1
OG0000288	XP_045642907.1, XP_045642436.1, XP_045642435.1, XP_045642434.1	XP_003773853.1, XP_003773857.1
OG0000289	XP_045653483.1, XP_045653484.1	XP_012400464.2
OG0000290	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1
OG0000291	XP_045669918.1, XP_045670011.1, XP_045670168.1, XP_045670167.1, XP_045670166.1	XP_031821563.1, XP_031821564.1, XP_012404003.2
OG0000292	XP_045671997.1	XP_031799730.1
OG0000293	XP_045626706.1	XP_031798424.1
OG0000294	XP_045647615.1	XP_031796205.1
OG0000295	XP_045660621.1	XP_012395237.1
OG0000295	XP_045666125.1	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1
OG0000296	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1
OG0000298	XP_045663153.1	XP_012409072.1
OG0000300	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1	XP_003773867.1, XP_012408103.1
OG0000301	XP_045638807.1, XP_045638801.1	XP_003766573.1, XP_012402369.1
OG0000301	XP_045638822.1, XP_045638812.1, XP_045638805.1	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1
OG0000304	XP_045668813.1	XP_031794741.1, XP_031794738.1, XP_031794744.1
OG0000305	XP_045629406.1	XP_003770077.1
OG0000306	XP_045657593.1, XP_045657596.1, XP_045657594.1	XP_031823035.1, XP_023359180.1, XP_012404995.1
OG0000307	XP_045645998.1	XP_012396612.1
OG0000308	XP_045671842.1, XP_045657259.1, XP_045664330.1	XP_003774938.1
OG0000309	XP_045661129.1, XP_045661131.1	XP_003762271.1
OG0000310	XP_045649204.1, XP_045649203.1	XP_003771993.1
OG0000311	XP_045648810.1	XP_031807590.1
OG0000312	XP_045656660.1, XP_045656661.1	XP_003774527.1
OG0000312	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1	XP_031797207.1
OG0000313	XP_045656753.1	XP_023361074.2, XP_003772269.2
OG0000314	XP_045644629.1	XP_031813545.1
OG0000314	XP_045669552.1, XP_045669551.1	XP_023356114.2
OG0000316	XP_045644913.1, XP_045649663.1, XP_045657254.1	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1
OG0000318	XP_045653245.1	XP_003756877.1, XP_012404194.1, XP_003768770.1
OG0000319	XP_045666425.1	XP_031808515.1
OG0000320	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1
OG0000321	XP_045628053.1, XP_045660954.1	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2
OG0000322	XP_045663596.1	XP_031792939.1
OG0000322	XP_045632272.1	XP_031806303.1, XP_031819760.1, XP_012406294.1
OG0000323	XP_045638198.1	XP_031818127.1, XP_031818128.1
OG0000323	XP_045671598.1	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1
OG0000324	XP_045638551.1, XP_045671758.1	XP_003765400.1
OG0000325	XP_045660842.1, XP_045660837.1, XP_045660844.1, XP_045660839.1, XP_045660845.1, XP_045660838.1, XP_045660841.1, XP_045660843.1, XP_045660840.1, XP_045660836.1	XP_031813199.1
OG0000326	XP_045642054.1	XP_023359440.1, XP_012405279.1
OG0000327	XP_045637692.1	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1
OG0000328	XP_045626965.1, XP_045626964.1, XP_045626962.1, XP_045626963.1	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1
OG0000329	XP_045645588.1	XP_031796604.1
OG0000329	XP_045657462.1	XP_023359234.2
OG0000330	XP_045663037.1	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1
OG0000331	XP_045655812.1, XP_045655810.1	XP_023356018.1, XP_031818176.1, XP_031818175.1
OG0000331	XP_045633961.1, XP_045633964.1, XP_045633963.1, XP_045633962.1	XP_031814811.1
OG0000332	XP_045648355.1, XP_045648356.1	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1
OG0000333	XP_045634726.1, XP_045634723.1, XP_045634721.1, XP_045634722.1, XP_045634725.1, XP_045634724.1	XP_031815319.1, XP_031815325.1
OG0000334	XP_045630545.1	XP_031803462.1
OG0000334	XP_045630546.1	XP_031803464.1, XP_031803461.1
OG0000335	XP_045671065.1	XP_031804858.1
OG0000336	XP_045632628.1, XP_045632621.1, XP_045632624.1, XP_045632622.1, XP_045632627.1, XP_045632625.1, XP_045632626.1, XP_045632623.1	XP_031813605.1, XP_031813604.1, XP_031813606.1
OG0000337	XP_045667626.1	XP_003762759.1
OG0000339	XP_045657455.1	XP_003769836.1, XP_031823172.1
OG0000339	XP_045634828.1	XP_031815082.1, XP_031815087.1, XP_031815089.1
OG0000340	XP_045655245.1, XP_045641262.1	XP_031808997.1, XP_031808998.1
OG0000342	XP_045650084.1	XP_031824624.1
OG0000343	XP_045669834.1, XP_045669837.1, XP_045669836.1, XP_045669839.1, XP_045669830.1, XP_045669835.1, XP_045669838.1, XP_045669840.1, XP_045669832.1, XP_045669831.1	XP_031821578.1, XP_031821576.1, XP_031821577.1
OG0000345	XP_045669134.1	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1
OG0000346	XP_045657517.1, XP_045657518.1, XP_045657519.1, XP_045657520.1	XP_003769788.1
OG0000347	XP_045659816.1	XP_003773619.2
OG0000347	XP_045643660.1, XP_045643658.1, XP_045643659.1	XP_031792977.1
OG0000348	XP_045637850.1, XP_045637852.1, XP_045637851.1, XP_045637849.1	XP_031802478.1, XP_031802477.1
OG0000349	XP_045669847.1	XP_012403901.1
OG0000349	XP_045634706.1	XP_031816401.1
OG0000350	XP_045637511.1, XP_045637633.1, XP_045637513.1, XP_045637512.1	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1
OG0000351	XP_045661726.1	XP_012397227.2
OG0000354	XP_045665956.1, XP_045665957.1	XP_003755230.2, XP_031812138.1, XP_031812137.1
OG0000355	XP_045641402.1	XP_023356870.1, XP_023356871.1, XP_031815027.1
OG0000356	XP_045656253.1, XP_045656251.1, XP_045656250.1, XP_045656252.1	XP_023361320.1
OG0000359	XP_045651588.1, XP_045651587.1	XP_003768959.2, XP_031821016.1
OG0000359	XP_045651585.1, XP_045651586.1	XP_031792644.1
OG0000360	XP_045642033.1	XP_031793208.1
OG0000360	XP_045642040.1, XP_045642039.1	XP_003761386.1, XP_012399429.1
OG0000362	XP_045645401.1, XP_045654368.1	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1
OG0000363	XP_045658172.1	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1
OG0000364	XP_045670848.1, XP_045670844.1, XP_045670845.1, XP_045670843.1, XP_045670847.1, XP_045670846.1	XP_031806180.1
OG0000365	XP_045657682.1, XP_045657685.1, XP_045657686.1, XP_045657687.1, XP_045657683.1, XP_045657681.1	XP_003769723.1
OG0000366	XP_045658516.1, XP_045658515.1	XP_031805369.1, XP_031808141.1, XP_031808142.1
OG0000368	XP_045647032.1	XP_012409113.1, XP_031805285.1, XP_023363146.1
OG0000369	XP_045634933.1, XP_045634917.1	XP_031813168.1, XP_003766914.2
OG0000370	XP_045632451.1	XP_031804477.1, XP_031815015.1
OG0000371	XP_045649551.1, XP_045649550.1	XP_031813087.1, XP_031813088.1, XP_031809401.1
OG0000372	XP_045630613.1	XP_031818941.1
OG0000373	XP_045632081.1, XP_045632082.1	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1
OG0000374	XP_045660504.1, XP_045660503.1, XP_045660505.1	XP_031809825.1
OG0000375	XP_045652696.1	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1
OG0000376	XP_045630149.1	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1
OG0000380	XP_045665883.1, XP_045632235.1, XP_045665917.1, XP_045632234.1, XP_045665882.1, XP_045665844.1, XP_045665932.1, XP_045665931.1, XP_045665881.1, XP_045665846.1, XP_045665848.1, XP_045665845.1	XP_003755005.2, XP_003755006.4, XP_031812532.1
OG0000381	XP_045664636.1	XP_031797228.1
OG0000381	XP_045664600.1	XP_003773575.4
OG0000382	XP_045637558.1, XP_045637557.1, XP_045637559.1	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1
OG0000384	XP_045638829.1, XP_045638831.1, XP_045644394.1, XP_045644396.1, XP_045638866.1, XP_045638826.1	XP_031813132.1, XP_003764906.2
OG0000386	XP_045664312.1	XP_031823802.1
OG0000387	XP_045635622.1, XP_045635623.1, XP_045635621.1	XP_031796005.1
OG0000388	XP_045653892.1	XP_031815958.1, XP_003764194.1, XP_031815956.1
OG0000388	XP_045653890.1, XP_045653891.1	XP_031815957.1
OG0000390	XP_045658013.1, XP_045658011.1, XP_045658012.1, XP_045658014.1, XP_045658009.1, XP_045658010.1, XP_045658015.1	XP_031824764.1
OG0000391	XP_045663706.1	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1
OG0000392	XP_045657404.1	XP_012404527.1
OG0000392	XP_045631360.1	XP_031809086.1
OG0000393	XP_045669675.1, XP_045669676.1	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1
OG0000394	XP_045635378.1	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1
OG0000395	XP_045649388.1	XP_031794581.1
OG0000396	XP_045664520.1	XP_003773711.1
OG0000397	XP_045628868.1	XP_031814582.1
