Orthogroup	Ursus_americanus	Ictidomys_tridecemlineatus
OG0000123	XP_045629592.1, XP_045629589.1, XP_045629412.1, XP_045629323.1	XP_005337464.2, XP_005337344.1, XP_005337442.1, XP_005337346.1
OG0000124	XP_045669594.1	XP_040142828.1
OG0000124	XP_045669620.1	XP_013218452.2
OG0000124	XP_045669583.1	XP_005335592.1
OG0000124	XP_045669619.1	XP_013218443.1
OG0000125	XP_045637612.1	XP_005321900.1
OG0000125	XP_045637560.1, XP_045637568.1, XP_045637562.1	XP_005321898.1
OG0000126	XP_045646636.1, XP_045671486.1	XP_040139693.1
OG0000126	XP_045665510.1	XP_040141015.1
OG0000127	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1	XP_040148941.1, XP_005340848.1
OG0000128	XP_045656303.1	XP_005337092.1
OG0000128	XP_045656434.1	XP_005337090.1
OG0000129	XP_045658332.1, XP_045658324.1	XP_005318618.1
OG0000130	XP_045671357.1	XP_005342577.1
OG0000130	XP_045671344.1	XP_005342584.1, XP_005342585.2
OG0000131	XP_045639044.1	XP_005342523.1, XP_005342525.1, XP_005342524.1
OG0000132	XP_045666061.1	XP_040139331.1, XP_040139338.1, XP_040139337.1, XP_040139335.1, XP_040139330.1, XP_040139329.1, XP_040139336.1, XP_021588609.1, XP_040139334.1, XP_021588610.1, XP_013218100.1, XP_040139332.1
OG0000133	XP_045657777.1, XP_045657776.1, XP_045657778.1	XP_013215191.1, XP_013215190.1, XP_040144905.1, XP_021583713.1
OG0000134	XP_045637133.1	XP_013219711.1
OG0000135	XP_045645050.1	XP_021586730.1
OG0000136	XP_045645011.1, XP_045645014.1, XP_045645012.1	XP_021580553.1, XP_040149975.1, XP_005322988.1, XP_040149974.1, XP_040149976.1
OG0000137	XP_045649566.1	XP_005326680.1
OG0000138	XP_045627915.1	XP_005323362.1
OG0000138	XP_045638839.1, XP_045638823.1	XP_005323163.1
OG0000138	XP_045638850.1, XP_045638804.1	XP_005323360.1
OG0000138	XP_045638820.1	XP_005323162.1
OG0000139	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1	XP_013217775.1
OG0000142	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1	XP_005318275.1
OG0000143	XP_045663823.1	XP_040128839.1
OG0000144	XP_045665508.1	XP_040130281.1
OG0000145	XP_045658338.1	XP_040129752.1, XP_021591552.1, XP_040129751.1, XP_040129750.1, XP_005339253.1, XP_013220153.1
OG0000146	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1	XP_040149796.1, XP_040149799.1, XP_021584342.1, XP_021584343.1, XP_040149797.1, XP_040149798.1, XP_013215551.1, XP_040149800.1
OG0000147	XP_045664759.1, XP_045664808.1	XP_040127126.1
OG0000148	XP_045644505.1, XP_045645126.1	XP_005341481.1, XP_005341482.1
OG0000148	XP_045645125.1, XP_045644504.1	XP_013221192.1
OG0000149	XP_045662151.1	XP_021590883.2
OG0000149	XP_045640012.1	XP_005339432.1
OG0000149	XP_045657386.1	XP_005334975.1
OG0000149	XP_045640417.1	XP_013220247.1
OG0000150	XP_045670918.1	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3
OG0000153	XP_045652422.1, XP_045651788.1	XP_005342499.1, XP_005342300.1, XP_005342302.2, XP_005342292.1, XP_005342500.1, XP_013221872.3
OG0000153	XP_045651787.1, XP_045652423.1, XP_045632506.1	XP_005342301.1, XP_013221603.1
OG0000156	XP_045627116.1	XP_021590844.1
OG0000156	XP_045645380.1, XP_045645370.1, XP_045645371.1, XP_045645382.1, XP_045645377.1, XP_045645384.1, XP_045645375.1, XP_045645373.1, XP_045645385.1, XP_045645387.1, XP_045645386.1, XP_045645381.1, XP_045645379.1, XP_045645378.1, XP_045645376.1, XP_045645374.1	XP_005342432.2, XP_021577096.1, XP_021577098.1, XP_040135846.1, XP_040135848.1, XP_021577099.1
OG0000157	XP_045650784.1	XP_021582078.1, XP_005325458.1
OG0000157	XP_045659837.1, XP_045659662.1	XP_005341320.1
OG0000158	XP_045642873.1	XP_021582934.1
OG0000159	XP_045641613.1	XP_013218996.1, XP_005336827.1, XP_005336828.1
OG0000159	XP_045641615.1, XP_045641614.1	XP_013218998.1
OG0000160	XP_045643407.1	XP_005316364.1
OG0000160	XP_045638978.1	XP_040148147.1, XP_040133880.1
OG0000161	XP_045644242.1	XP_040127058.1, XP_040127059.1, XP_013212610.2, XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2
OG0000162	XP_045637184.1, XP_045637087.1	XP_021577193.1
OG0000163	XP_045653622.1, XP_045653620.1	XP_021584638.2, XP_005329174.2
OG0000164	XP_045666098.1	XP_005335890.1
OG0000164	XP_045666097.1	XP_040146081.1
OG0000165	XP_045642382.1	XP_005334350.1
OG0000166	XP_045664241.1, XP_045664242.1	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1
OG0000167	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1
OG0000168	XP_045670344.1	XP_005336034.1
OG0000168	XP_045670345.1, XP_045670346.1, XP_045632294.1, XP_045631204.1, XP_045636096.1, XP_045668174.1, XP_045670343.1	XP_005336035.1
OG0000170	XP_045652442.1	XP_005326831.1
OG0000172	XP_045645045.1	XP_021580544.1
OG0000172	XP_045661341.1	XP_021579599.1
OG0000172	XP_045650115.1	XP_021582117.1
OG0000173	XP_045654366.1, XP_045654367.1, XP_045654365.1	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1
OG0000174	XP_045646628.1, XP_045646626.1, XP_045646627.1	XP_040143514.1, XP_005331299.1, XP_005331298.1
OG0000175	XP_045664641.1	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1
OG0000176	XP_045642699.1, XP_045642700.1	XP_005331614.2
OG0000176	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1	XP_021586296.1
OG0000177	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1	XP_005320807.1, XP_040128037.1
OG0000178	XP_045667222.1	XP_005331038.1
OG0000179	XP_045642457.1	XP_040135815.1
OG0000179	XP_045639015.1, XP_045638897.1	XP_013218874.2, XP_021589705.1, XP_005336557.1
OG0000180	XP_045630300.1	XP_005332179.1
OG0000181	XP_045653534.1, XP_045653532.1, XP_045653531.1	XP_005339568.1, XP_021575222.1, XP_005339569.1, XP_005339619.1, XP_005339571.1
OG0000182	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1	XP_040131343.1, XP_040142003.1
OG0000183	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1	XP_005330057.1
OG0000184	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1	XP_021583955.1
OG0000185	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1	XP_013220832.1
OG0000187	XP_045650158.1	XP_005339721.1, XP_040124079.1, XP_005339720.1, XP_021575331.1
OG0000188	XP_045671349.1, XP_045671359.1	XP_005342915.1
OG0000188	XP_045671351.1	XP_005342579.1
OG0000189	XP_045646367.1	XP_021581958.1, XP_021581959.1
OG0000190	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	XP_045654464.1, XP_045654463.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000192	XP_045637240.1	XP_040137795.1, XP_040136928.1, XP_005342362.1
OG0000193	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1	XP_021576154.1
OG0000194	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1	XP_013219821.1
OG0000195	XP_045651441.1	XP_005318853.1
OG0000196	XP_045642461.1	XP_005331659.1
OG0000196	XP_045642983.1	XP_005331660.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	XP_005331744.1, XP_013216745.1
OG0000197	XP_045628962.1	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1
OG0000197	XP_045649214.1	XP_005340595.1
OG0000198	XP_045629517.1, XP_045629798.1	XP_021576775.1, XP_021576763.1
OG0000198	XP_045652613.1	XP_021585719.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	XP_005342313.1, XP_005342312.1
OG0000200	XP_045657789.1	XP_040145130.1, XP_040144903.1
OG0000200	XP_045657797.1	XP_005339172.2
OG0000201	XP_045670378.1	XP_040124601.1
OG0000202	XP_045654575.1	XP_005329390.1
OG0000202	XP_045654576.1	XP_005329392.1
OG0000202	XP_045654574.1	XP_005329388.1, XP_013217385.1
OG0000203	XP_045638396.1	XP_005315882.1
OG0000204	XP_045638739.1	XP_005323205.1
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	XP_040137841.1
OG0000206	XP_045630443.1	XP_040145809.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000208	XP_045645179.1	XP_021580925.1
OG0000210	XP_045652571.1, XP_045664609.1	XP_013214768.1
OG0000211	XP_045637800.1	XP_005337173.1
OG0000211	XP_045637802.1	XP_005337172.1
OG0000211	XP_045660501.1, XP_045660500.1	XP_040131103.1, XP_005329926.1
OG0000212	XP_045635025.1	XP_005334199.1
OG0000212	XP_045651735.1, XP_045634907.1	XP_005339417.2
OG0000213	XP_045667544.1, XP_045649519.1, XP_045631560.1, XP_045661431.1	XP_005319306.1
OG0000214	XP_045634603.1	XP_013217241.1
OG0000214	XP_045655434.1	XP_013214412.1
OG0000214	XP_045652310.1	XP_021580443.1
OG0000215	XP_045630954.1	XP_021586868.1
OG0000216	XP_045661804.1, XP_045661805.1	XP_040149736.1
OG0000216	XP_045661799.1	XP_021580664.1
OG0000217	XP_045635355.1, XP_045635356.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
OG0000218	XP_045633915.1	XP_040136758.1, XP_040136747.1, XP_040136773.1, XP_040136762.1, XP_040136752.1, XP_040136766.1, XP_040136750.1
OG0000219	XP_045648961.1, XP_045648962.1	XP_040131217.1, XP_040135739.1, XP_040124266.1, XP_013214477.1, XP_040126409.1, XP_040124298.1
OG0000220	XP_045642480.1	XP_005331607.1
OG0000220	XP_045642479.1	XP_005331608.1
OG0000221	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1	XP_005341588.1, XP_005330005.1, XP_013216048.1
OG0000222	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1
OG0000223	XP_045649675.1	XP_005341504.1, XP_013216719.1
OG0000224	XP_045643555.1, XP_045643554.1	XP_021585519.1
OG0000225	XP_045669632.1	XP_005335582.1
OG0000226	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1	XP_013220831.1, XP_005340753.1
OG0000227	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1
OG0000228	XP_045650033.1	XP_040123974.1
OG0000228	XP_045650031.1	XP_005326463.1
OG0000228	XP_045650032.1	XP_040123976.1, XP_040123975.1
OG0000230	XP_045631978.1	XP_005327412.1, XP_021583451.1, XP_040127207.1
OG0000230	XP_045638485.1	XP_040144261.1
OG0000231	XP_045656570.1	XP_013220575.1
OG0000231	XP_045635018.1	XP_013217348.2, XP_005339411.1, XP_040128658.1, XP_040128655.1, XP_040128656.1, XP_040128657.1, XP_040128654.1
OG0000232	XP_045653119.1	XP_021577325.2
OG0000232	XP_045651926.1, XP_045651927.1, XP_045651928.1	XP_013218277.1
OG0000236	XP_045646101.1	XP_013213031.1
OG0000238	XP_045645519.1	XP_005342569.1
OG0000238	XP_045652573.1, XP_045645518.1	XP_005335647.1, XP_005342295.1, XP_013218498.2
OG0000239	XP_045642906.1	XP_005341602.1, XP_005341587.1
OG0000239	XP_045642425.1	XP_013221251.1, XP_013221258.1, XP_005341594.1
OG0000239	XP_045642905.1, XP_045642898.1, XP_045642891.1, XP_045642893.1, XP_045642889.1, XP_045642432.1	XP_005341593.1
OG0000240	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1	XP_005328466.1, XP_005339567.1, XP_005339614.1
OG0000241	XP_045642858.1, XP_045642864.1, XP_045642854.1	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_045645416.1	XP_021587104.1
OG0000244	XP_045656051.1, XP_045656052.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	XP_045628435.1	XP_021575817.1, XP_021575818.1
OG0000245	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1	XP_040135784.1, XP_005342378.1
OG0000246	XP_045642379.1	XP_005330864.1
OG0000247	XP_045672313.1	XP_005319984.1, XP_005319983.1
OG0000248	XP_045641425.1, XP_045641424.1	XP_013218356.1
OG0000249	XP_045648419.1	XP_005326657.1
OG0000249	XP_045649585.1, XP_045649584.1	XP_040147273.1, XP_005342214.1
OG0000251	XP_045644583.1, XP_045644582.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
OG0000252	XP_045656277.1, XP_045656276.1, XP_045656278.1	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1
OG0000254	XP_045662770.1	XP_005318249.1, XP_013220796.1, XP_040135265.1
OG0000256	XP_045631161.1, XP_045631127.1	XP_021576721.1
OG0000257	XP_045639040.1	XP_005342522.1
OG0000257	XP_045639058.1	XP_013221725.1
OG0000258	XP_045665976.1	XP_005334455.1
OG0000259	XP_045642954.1	XP_005331756.1, XP_005331754.1
OG0000260	XP_045642913.1	XP_005342235.1, XP_005342253.1
OG0000261	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1	XP_005330013.2
OG0000262	XP_045638841.1	XP_005342162.1, XP_005342163.1
OG0000263	XP_045667407.1	XP_005319809.1
OG0000264	XP_045671761.1	XP_040131956.1
OG0000265	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1	XP_021577547.1
OG0000266	XP_045668596.1, XP_045668587.1	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1
OG0000267	XP_045664801.1	XP_040126851.1
OG0000267	XP_045645172.1	XP_005342052.1, XP_040146849.1
OG0000267	XP_045658391.1	XP_040145212.1
OG0000268	XP_045641676.1	XP_005323602.1, XP_021581030.1, XP_021581029.1, XP_021580938.1
OG0000270	XP_045645146.1	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1
OG0000272	XP_045629547.1	XP_005327994.1
OG0000273	XP_045629774.1, XP_045629753.1, XP_045629862.1	XP_040133681.1, XP_005341260.1
OG0000274	XP_045629318.1	XP_005321560.2
OG0000274	XP_045629478.1	XP_013212440.1
OG0000274	XP_045629321.1	XP_005321561.1
OG0000275	XP_045644795.1	XP_013220486.1
OG0000276	XP_045634913.1, XP_045634912.1, XP_045634916.1, XP_045634927.1	XP_005342421.1
OG0000276	XP_045634929.1, XP_045651793.1, XP_045628269.1, XP_045651794.1, XP_045634919.1, XP_045634925.1	XP_005342422.1
OG0000277	XP_045642802.1	XP_005330137.1, XP_005330018.1, XP_005330132.1, XP_005342856.1, XP_005330133.2, XP_013216076.1
OG0000278	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1	XP_005327334.1, XP_040127977.1
OG0000279	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1	XP_040133037.1, XP_005340890.1, XP_021576252.1, XP_013220923.1
OG0000280	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1	XP_005335857.1
OG0000281	XP_045655744.1, XP_045655743.1, XP_045655742.1	XP_040144427.1, XP_005317960.1
OG0000282	XP_045629380.1	XP_005321649.1, XP_040124960.1, XP_040124962.1
OG0000282	XP_045647521.1	XP_005336864.1
OG0000282	XP_045647522.1	XP_005336865.1
OG0000283	XP_045656318.1, XP_045656316.1, XP_045656317.1	XP_005341422.1, XP_021590106.1, XP_005337137.1, XP_013219105.1, XP_040139581.1, XP_005341423.1, XP_005337135.2, XP_005337127.2, XP_013219086.2, XP_013219108.2, XP_013219123.1, XP_013219087.1, XP_021590103.1, XP_021590105.1
OG0000284	XP_045659890.1	XP_005342651.1, XP_005342649.1, XP_013221093.1, XP_005342650.1, XP_013221091.1, XP_013221775.1, XP_005341274.1, XP_005338910.1, XP_040139613.1
OG0000285	XP_045632303.1	XP_040143063.1, XP_040143057.1, XP_040143061.1
OG0000286	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1	XP_005341144.1, XP_013221667.1
OG0000287	XP_045636885.1, XP_045644533.1	XP_013221719.1, XP_005342506.1, XP_005342532.1
OG0000287	XP_045645134.1, XP_045644517.1	XP_005341450.1
OG0000287	XP_045644516.1	XP_005341451.1
OG0000288	XP_045642907.1	XP_005341607.1, XP_005341608.1
OG0000288	XP_045642435.1	XP_005330111.1, XP_013216049.1
OG0000288	XP_045642434.1	XP_005341595.1
OG0000289	XP_045653483.1, XP_045653484.1	XP_005342366.1, XP_040139706.1
OG0000290	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1
OG0000291	XP_045669918.1	XP_021584110.1
OG0000291	XP_045670011.1	XP_005328307.1
OG0000291	XP_045670168.1, XP_045670167.1, XP_045670166.1	XP_040124460.1
OG0000292	XP_045671997.1	XP_040148432.1
OG0000293	XP_045626706.1	XP_005341685.1, XP_013221305.1, XP_040139842.1, XP_005341684.1
OG0000294	XP_045647615.1	XP_005317319.1
OG0000295	XP_045660621.1	XP_005327261.1
OG0000295	XP_045666125.1	XP_040124031.1
OG0000296	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1	XP_005339687.1
OG0000297	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1	XP_005341859.1
OG0000298	XP_045663153.1	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1
OG0000299	XP_045652448.1, XP_045652449.1, XP_045652450.1	XP_040140681.1, XP_005326854.1, XP_021583036.1, XP_040140680.1
OG0000300	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1
OG0000301	XP_045638807.1	XP_005323158.1
OG0000301	XP_045638801.1	XP_005342142.1
OG0000301	XP_045638822.1, XP_045638812.1	XP_005323157.1, XP_005342853.1, XP_005323357.1
OG0000302	XP_045642927.1, XP_045642440.1	XP_005342238.1, XP_005342236.1, XP_005342245.2, XP_013221575.1, XP_005342246.2, XP_005342248.1, XP_005342247.1
OG0000303	XP_045661297.1, XP_045661296.1, XP_045661298.1	XP_040139649.1, XP_040139383.1, XP_040138003.1, XP_021579556.2, XP_040139382.1, XP_021579555.2
OG0000304	XP_045668813.1	XP_021588206.1
OG0000306	XP_045657593.1, XP_045657596.1, XP_045657594.1	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1
OG0000307	XP_045645998.1	XP_021580694.1, XP_013213065.1
OG0000308	XP_045671842.1	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1
OG0000308	XP_045657259.1, XP_045664330.1	XP_040125403.1, XP_040139489.1, XP_005337554.1
OG0000309	XP_045661129.1, XP_045661131.1	XP_021576505.1, XP_021576504.1
OG0000310	XP_045649204.1, XP_045649203.1	XP_005340592.1, XP_040147441.1
OG0000311	XP_045648810.1	XP_040147089.1
OG0000312	XP_045656660.1, XP_045656661.1	XP_013221210.1, XP_040142771.1
OG0000312	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1	XP_021587490.1
OG0000313	XP_045656753.1	XP_021581920.2, XP_040136547.1
OG0000314	XP_045644629.1	XP_005330344.1
OG0000314	XP_045669552.1, XP_045669551.1	XP_040142843.1
OG0000315	XP_045646435.1, XP_045635351.1	XP_040139715.1, XP_021578065.1, XP_040140667.1
OG0000316	XP_045644913.1	XP_040145038.1
OG0000316	XP_045649663.1, XP_045657254.1	XP_005340720.1
OG0000318	XP_045653245.1	XP_005332912.1, XP_005334175.1
OG0000319	XP_045666425.1	XP_013212966.1, XP_040137025.1, XP_013212967.1
OG0000320	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1	XP_040139197.1, XP_005335427.1, XP_005335428.1
OG0000321	XP_045628053.1	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1
OG0000321	XP_045660954.1	XP_005323437.2
OG0000322	XP_045663596.1	XP_005336620.1
OG0000322	XP_045632272.1	XP_005324546.1, XP_005320369.1
OG0000323	XP_045638198.1	XP_005317790.1
OG0000323	XP_045671598.1	XP_040141010.1
OG0000324	XP_045671758.1	XP_005339222.1
