Orthogroup	Ursus_americanus	Homo_sapiens
OG0000093	XP_045669385.1	NP_001165415.1, NP_001354564.1, NP_001354587.1, NP_001354619.1, NP_001354629.1, NP_001354604.1, NP_001354569.1, NP_001354571.1, NP_079430.3, NP_001354615.1, NP_001354605.1, NP_001354627.1, NP_001354570.1, NP_001354603.1, NP_001354606.1, NP_001354621.1, NP_001354597.1, NP_001354596.1, NP_001354574.1, NP_001354618.1, NP_001354624.1, NP_001354637.1, NP_001354568.1, NP_001354608.1, NP_001354578.1, NP_001354576.1, NP_001354580.1, NP_001354622.1, NP_001354572.1, NP_001354633.1, NP_001354631.1, NP_001354577.1, NP_001354567.1, NP_001354598.1, NP_001354582.1, NP_001354594.1, NP_001354601.1, NP_001354623.1, NP_001354563.1, NP_001354562.1, NP_001354617.1, NP_001354573.1, NP_001354630.1, NP_001354589.1, NP_001354609.1, NP_001354600.1, NP_001354599.1, NP_001354591.1, NP_001354612.1, NP_001124437.1, NP_001354593.1, NP_001354614.1, NP_001354625.1, NP_001354626.1, NP_001354634.1, NP_001354607.1, NP_001354565.1, NP_001354611.1, NP_001354635.1, NP_001354632.1, NP_001354628.1, NP_001354620.1, NP_001354575.1, NP_001354602.1, NP_001354610.1, NP_001354613.1, NP_001354584.1, NP_001354595.1, NP_001354616.1, NP_001165416.1, NP_001165417.1, NP_001354566.1
OG0000095	XP_045662670.1	NP_116324.2
OG0000095	XP_045662671.1	NP_005945.1
OG0000095	XP_045662783.1	NP_005937.2, NP_005938.1, NP_005942.1, NP_005940.1, NP_005944.1
OG0000095	XP_045662784.1, XP_045662786.1	NP_005943.1
OG0000096	XP_045646194.1	NP_002631.3, NP_001353127.1, NP_942130.1, NP_001335296.1, NP_001027018.1, NP_001335298.1, NP_001335297.1, NP_001263419.1, NP_001335299.1
OG0000096	XP_045667579.1	NP_001258754.1, NP_004559.4, NP_001361445.1, NP_001284629.1, NP_001284628.1, NP_001258753.1, NP_001361444.1, NP_001182220.2, XP_011512974.1, NP_001258752.1, NP_001258751.1, NP_001361446.1
OG0000099	XP_045666676.1, XP_045663749.1, XP_045663763.1	XP_011527588.1, NP_061026.2, NP_001129316.1, XP_005260698.1
OG0000099	XP_045666662.1	NP_001397731.1, XP_047295839.1
OG0000099	XP_045663783.1, XP_045663791.1	NP_001317657.1, XP_005260727.1
OG0000100	XP_045659408.1, XP_045659407.1, XP_045659404.1, XP_045659406.1	NP_001269468.1
OG0000100	XP_045629752.1	NP_005264.2
OG0000101	XP_045650931.1	NP_001382108.1, NP_001382109.1, NP_001351158.1, NP_001351154.1, NP_001351156.1, NP_001382110.1, NP_001382107.1, NP_001351169.1, NP_001351161.1, NP_001351159.1, NP_001382106.1, NP_001351155.1, NP_001351157.1, NP_001382119.1
OG0000101	XP_045655963.1	NP_062543.1, NP_001027565.1
OG0000102	XP_045627453.1	NP_001067.2, XP_054184520.1, NP_001068.1, NP_001065.2, NP_001066.1, XP_016864074.1, XP_016863792.1, NP_444267.1, XP_011529852.1, NP_001064.1, NP_066962.2
OG0000103	XP_045668844.1	NP_001382901.1, XP_047281112.1
OG0000104	XP_045657785.1, XP_045657784.1	NP_940862.2
OG0000105	XP_045646725.1, XP_045646724.1	NP_077021.1
OG0000106	XP_045649626.1	XP_011513765.1, NP_067046.1
OG0000106	XP_045630757.1	XP_047271680.1
OG0000106	XP_045642224.1	NP_001311387.1, NP_001311388.1, NP_037424.2
OG0000106	XP_045632846.1	NP_000423.2
OG0000106	XP_045629838.1	XP_016868282.1
OG0000107	XP_045642992.1	NP_001005323.1
OG0000108	XP_045651824.1, XP_045651822.1, XP_045651823.1	NP_001008492.1, NP_001307960.1, NP_001307964.1, NP_001307963.1, NP_001307959.1, NP_001307962.1, NP_001307961.1, NP_001336231.1, NP_001336218.1, NP_001008491.1, NP_001269902.1, NP_001336217.1, NP_006146.1, NP_004395.1, NP_001336219.1, NP_001336220.1, NP_001336216.1, XP_024308688.1, NP_001269901.1, NP_001307958.1, NP_001336235.1, NP_001336233.1, NP_001336234.1, NP_001336237.1, NP_001336243.1, NP_001336242.1, NP_001336240.1, NP_001336244.1, NP_001336239.1, NP_001336241.1, NP_001336238.1, NP_001336236.1
OG0000109	XP_045636546.1, XP_045636544.1, XP_045636542.1, XP_045636541.1, XP_045636540.1, XP_045636543.1	NP_063950.2
OG0000110	XP_045653389.1	XP_011522164.2, NP_001172.1, NP_550434.1, NP_001188281.1, NP_550435.1, NP_550436.1
OG0000110	XP_045653379.1, XP_045653380.1	XP_011522163.1, NP_001662.1, NP_001184145.1
OG0000110	XP_045653378.1	XP_011521915.1
OG0000111	XP_045666826.1	NP_001243791.1, NP_001243782.1, NP_001229255.1, NP_001229261.1, NP_001243796.1, NP_001229256.1, NP_001229260.1, NP_001229257.1, NP_001229259.1, NP_001229258.1, NP_001243790.1, NP_001243789.1, NP_001243792.1, NP_001243783.1, NP_001243788.1, NP_001243823.2, NP_001243786.1, NP_001243784.1, NP_001243781.1, NP_001243798.1, NP_001243801.1, NP_001243803.1, NP_001243800.1, NP_001243802.1, NP_958804.2
OG0000113	XP_045660196.1, XP_045645435.1, XP_045635373.1	NP_001012997.1, NP_001006934.1, NP_116315.1, NP_001354719.1
OG0000114	XP_045662089.1	NP_005201.2, XP_016858891.1
OG0000114	XP_045662083.1	NP_008822.2
OG0000114	XP_045662091.1	NP_055432.2
OG0000114	XP_045662087.1	NP_066269.1, XP_054188132.1
OG0000115	XP_045657100.1	NP_001399849.1, NP_001399844.1, NP_001399847.1
OG0000115	XP_045661128.1	NP_001019398.1
OG0000115	XP_045661127.1	NP_001019397.1, NP_001019399.1, NP_001649.1
OG0000116	XP_045650512.1	XP_047273646.1
OG0000117	XP_045628270.1, XP_045651792.1	NP_001001918.1
OG0000118	XP_045648932.1, XP_045648931.1, XP_045648929.1	NP_001371270.1, NP_001371264.1, NP_705895.1, NP_001371266.1, NP_001371272.1, NP_001371269.1, NP_001371274.1, NP_001371267.1, NP_001371268.1, NP_001371265.1, NP_001371271.1, NP_109377.1, NP_001371273.1, NP_001371275.1
OG0000119	XP_045665992.1, XP_045665990.1, XP_045665989.1, XP_045665988.1, XP_045665991.1, XP_045665994.1, XP_045665993.1	NP_001091678.1, NP_001091674.1, NP_001091676.1, NP_001091677.1, NP_001091675.1, NP_004957.1
OG0000120	XP_045669188.1	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1
OG0000121	XP_045635128.1, XP_045635127.1	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1
OG0000122	XP_045655871.1	NP_055179.1
OG0000123	XP_045629592.1, XP_045629589.1, XP_045629412.1, XP_045629323.1	NP_003545.1, NP_003544.2
OG0000124	XP_045669594.1	NP_001307679.1, XP_047298063.1
OG0000124	XP_045669620.1	NP_001269557.1, NP_001356008.1
OG0000124	XP_045669599.1	NP_001188468.1, NP_004033.2, NP_001188467.1, XP_011543824.1
OG0000124	XP_045669583.1	XP_005274571.1, NP_033667.2, NP_001660.2
OG0000124	XP_045669619.1	NP_001011719.1
OG0000125	XP_045637612.1	NP_002269.3
OG0000125	XP_045637560.1, XP_045637568.1, XP_045637562.1	NP_002268.2, NP_002270.1, NP_004129.2
OG0000125	XP_045637561.1	NP_001372943.1, XP_003403930.1
OG0000126	XP_045646636.1, XP_045671486.1	XP_011541257.1, NP_001129958.1, NP_001157869.1, NP_001193560.1
OG0000126	XP_045665510.1	NP_001139634.1
OG0000127	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1	NP_001129729.1
OG0000128	XP_045656423.1	NP_001091956.1, NP_006623.2
OG0000128	XP_045656428.1, XP_045656425.1, XP_045656429.1, XP_045656426.1, XP_045656430.1, XP_045656427.1	XP_016866688.2, NP_005065.2
OG0000128	XP_045656303.1	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1
OG0000128	XP_045656434.1	NP_005486.1, XP_024302062.1, NP_001273050.1
OG0000129	XP_045658332.1, XP_045658324.1	XP_054184397.1, NP_714543.1, XP_047274640.1, NP_000837.3, NP_000838.3
OG0000130	XP_045671355.1	NP_001005567.2, NP_001382181.1
OG0000130	XP_045671354.1	NP_149420.4
OG0000130	XP_045671344.1	NP_001004750.1
OG0000131	XP_045639044.1	NP_001004489.1, NP_001004490.1, NP_001372982.1
OG0000132	XP_045666061.1	XP_024302185.1, NP_006725.3
OG0000133	XP_045657777.1, XP_045657776.1, XP_045657778.1	NP_001127951.1, XP_011539991.1, NP_060573.2
OG0000134	XP_045637133.1	NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1
OG0000135	XP_045645050.1	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1
OG0000136	XP_045645011.1, XP_045645014.1, XP_045645012.1	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1
OG0000137	XP_045649571.1	NP_036497.1
OG0000137	XP_045649569.1	NP_001004135.1
OG0000137	XP_045649568.1	NP_001001659.1
OG0000137	XP_045649566.1	NP_001005480.2
OG0000138	XP_045638825.1	NP_001004749.1
OG0000138	XP_045638839.1, XP_045638823.1	NP_001005329.1, NP_001004748.1
OG0000139	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1	XP_005270393.1, NP_079112.1
OG0000140	XP_045663420.1	NP_001336428.1, NP_060241.2, NP_001336430.1, NP_001336423.1, NP_001336424.1, NP_001336426.1, NP_001336425.1, NP_001336431.1, NP_001276025.1, NP_001336429.1, NP_001336427.1, NP_001336418.1, NP_001336450.1, NP_001276028.1
OG0000142	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1
OG0000143	XP_045651297.1	NP_001365186.1, NP_001365185.1, NP_001387696.1
OG0000143	XP_045663823.1	NP_003082.1, NP_937859.1
OG0000144	XP_045665508.1	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2, NP_001374224.1, NP_001374225.1, NP_001269925.2
OG0000145	XP_045658338.1	NP_671512.1, XP_005269732.1
OG0000146	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1
OG0000147	XP_045664759.1, XP_045664808.1	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1
OG0000148	XP_045645125.1, XP_045644504.1	NP_001005503.2, NP_001372962.1
OG0000149	XP_045662151.1	NP_001243143.1
OG0000149	XP_045640012.1	NP_000693.1
OG0000149	XP_045657386.1	NP_001153706.1, NP_001153705.1, NP_000692.2
OG0000149	XP_045640417.1	NP_653300.2
OG0000150	XP_045670918.1	NP_001352334.1, NP_001352335.1
OG0000151	XP_045629115.1	XP_016880066.1, NP_001123292.1
OG0000151	XP_045629461.1	NP_659412.3
OG0000153	XP_045651787.1, XP_045652423.1, XP_045632506.1	NP_001005183.1
OG0000156	XP_045627116.1	NP_862828.1
OG0000156	XP_045645380.1, XP_045645370.1, XP_045645371.1, XP_045645382.1, XP_045645377.1, XP_045645384.1, XP_045645375.1, XP_045645373.1, XP_045645385.1, XP_045645387.1, XP_045645386.1, XP_045645381.1, XP_045645379.1, XP_045645378.1, XP_045645376.1, XP_045645374.1	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1
OG0000157	XP_045650784.1	NP_001949.1
OG0000157	XP_045659837.1, XP_045659662.1	NP_001393.1
OG0000158	XP_045642873.1	NP_057004.1
OG0000158	XP_045640400.1	NP_001021.1
OG0000160	XP_045643407.1, XP_045656780.1, XP_045638978.1	NP_000991.1
OG0000161	XP_045644242.1	NP_003951.3
OG0000163	XP_045653618.1	NP_001177945.2
OG0000163	XP_045653622.1, XP_045653620.1	NP_150637.1, NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1
OG0000164	XP_045666098.1	NP_001191787.1
OG0000164	XP_045666097.1	XP_011515883.1, NP_001191793.1, NP_001191792.1
OG0000165	XP_045642382.1	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1
OG0000166	XP_045664241.1, XP_045664242.1	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1
OG0000167	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1	NP_775746.1
OG0000168	XP_045670345.1, XP_045670346.1, XP_045632294.1, XP_045631204.1, XP_045636096.1, XP_045668174.1	NP_001030335.1
OG0000168	XP_045670343.1	NP_000990.1
OG0000170	XP_045652442.1	NP_000719.1, NP_001029125.1, NP_001365879.1
OG0000171	XP_045661480.1	NP_001007.2
OG0000172	XP_045645045.1	NP_001273602.1, NP_003693.2
OG0000172	XP_045661341.1	XP_047274590.1, NP_036551.3
OG0000172	XP_045650115.1	XP_011526786.1, NP_001034556.1, NP_005864.1
OG0000173	XP_045654366.1, XP_045654367.1, XP_045654365.1	XP_016866663.1, NP_001028736.1
OG0000174	XP_045646628.1, XP_045646626.1, XP_045646627.1	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1
OG0000175	XP_045664641.1	XP_011518540.1, NP_065980.1, NP_001245348.1
OG0000176	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1	XP_016872576.1, NP_964011.2
OG0000177	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1	NP_001257693.1
OG0000178	XP_045667222.1	XP_047304053.1
OG0000179	XP_045639015.1, XP_045638897.1	NP_000758.1
OG0000180	XP_045630300.1	NP_066978.1, NP_055072.3
OG0000182	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1	NP_001029344.4, NP_219480.1
OG0000183	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1
OG0000184	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1
OG0000185	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1	NP_001092880.1, NP_001092881.1, NP_001171656.1, NP_055525.3
OG0000186	XP_045645343.1	XP_054189423.1, XP_054189474.1, XP_054189432.1, XP_054189464.1, XP_054189407.1, XP_054188032.1, XP_016885763.1, XP_054188031.1, XP_054189484.1, XP_054189416.1, XP_054186145.1, NP_001077008.1, NP_001355183.1, NP_001309097.1, NP_703144.3, NP_001355180.1, NP_055033.2, XP_059933532.1, NP_055034.2, NP_056952.2, XP_054186141.1, NP_001278624.1, XP_054189458.1, XP_047299063.1, NP_001278630.1, XP_047299062.1, NP_036444.1, NP_036446.3, XP_054187211.1, NP_055327.1, XP_047299059.1, XP_011546300.1, NP_055328.2, XP_054188029.1, NP_036445.1, NP_001347100.1, NP_001278629.1, NP_001278625.1, XP_054189411.1, XP_054189399.1, NP_006728.2, XP_047299064.1, XP_047294751.1
OG0000188	XP_045671349.1, XP_045671359.1	NP_000509.1, NP_000510.1
OG0000188	XP_045671350.1	NP_005321.1
OG0000188	XP_045671351.1	NP_000550.2, NP_000175.1
OG0000189	XP_045639072.1	NP_055284.3
OG0000189	XP_045646367.1	NP_002130.2
OG0000190	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1	NP_443138.2
OG0000191	XP_045654464.1, XP_045654463.1	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1
OG0000192	XP_045637313.1	NP_005118.2
OG0000192	XP_045637240.1	NP_001004419.1
OG0000192	XP_045637178.1	NP_001124183.1
OG0000193	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1
OG0000194	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1
OG0000195	XP_045651441.1	NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	NP_001013376.2, NP_001005213.1
OG0000197	XP_045628962.1	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1
OG0000197	XP_045649214.1	NP_690002.2
OG0000198	XP_045629517.1, XP_045629798.1	NP_003408.1, XP_047295680.1
OG0000198	XP_045629926.1, XP_045641555.1, XP_045629785.1	NP_009067.2
OG0000198	XP_045652613.1	XP_047294210.1, NP_001007249.1
OG0000198	XP_045629695.1	NP_001264022.1, NP_001264019.1, NP_001384301.1, NP_001264020.1, XP_047294267.1, NP_001264021.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1
OG0000200	XP_045657789.1	NP_001127958.1
OG0000200	XP_045657797.1	NP_002044.2, NP_060754.2
OG0000201	XP_045670378.1	NP_001308279.1, NP_443120.2, NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1
OG0000202	XP_045654575.1	XP_011529985.1, NP_689833.1, NP_001244954.1
OG0000202	XP_045654576.1	NP_001401833.1
OG0000202	XP_045654574.1	NP_001382999.1
OG0000203	XP_045638396.1	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1
OG0000204	XP_045638739.1	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1
OG0000206	XP_045630443.1	NP_443185.1, NP_001304738.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1
OG0000208	XP_045645179.1	NP_001004308.2, NP_001382291.1
OG0000210	XP_045652571.1, XP_045664609.1	NP_001120852.1, NP_001372596.1, NP_001372601.1, NP_001372598.1, NP_001372599.1, NP_001372595.1, NP_110381.2, NP_001171477.2, NP_000322.3, NP_954630.2, NP_001372600.1
