Orthogroup	Ursus_americanus	Microcebus_murinus
OG0000126	XP_045646636.1, XP_045671486.1	XP_012593148.1, XP_020142439.1
OG0000127	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1	XP_012621712.1, XP_012621715.1, XP_012621713.1, XP_012621714.1
OG0000128	XP_045656423.1	XP_012596811.1
OG0000128	XP_045656428.1, XP_045656425.1, XP_045656429.1, XP_045656426.1, XP_045656430.1, XP_045656427.1	XP_012596813.1
OG0000128	XP_045656303.1	XP_012596845.1
OG0000128	XP_045656434.1	XP_012596812.1
OG0000129	XP_045658332.1, XP_045658324.1	XP_020142730.1, XP_012616311.1, XP_020142727.1, XP_012616307.1
OG0000130	XP_045671355.1	XP_012642082.1
OG0000130	XP_045671354.1	XP_012641922.1
OG0000130	XP_045671344.1	XP_012642080.1
OG0000131	XP_045639044.1	XP_012641906.1, XP_012599612.1, XP_012641907.1
OG0000132	XP_045666061.1	XP_012600827.1, XP_012600831.1, XP_012600808.1, XP_012600818.1, XP_012600835.1
OG0000133	XP_045657777.1, XP_045657776.1, XP_045657778.1	XP_012646316.1, XP_012646313.1, XP_012646318.1, XP_012646311.1, XP_012646312.1, XP_012646317.1, XP_012646315.1, XP_012646314.1
OG0000134	XP_045637133.1	XP_012615932.1
OG0000135	XP_045645050.1	XP_012645503.1
OG0000136	XP_045645011.1, XP_045645014.1, XP_045645012.1	XP_020144366.1, XP_020144368.1, XP_020144365.1, XP_020144367.1, XP_012645521.1, XP_012645522.1
OG0000137	XP_045649571.1	XP_012623584.2
OG0000137	XP_045649569.1	XP_012623585.1
OG0000137	XP_045649568.1	XP_020145274.1, XP_012623586.2, XP_012623587.1, XP_020145276.1
OG0000137	XP_045649566.1	XP_012623673.2, XP_020145272.1, XP_012623663.2
OG0000138	XP_045638825.1	XP_012641891.1
OG0000138	XP_045638824.1	XP_012641949.1
OG0000138	XP_045627915.1	XP_012641953.1
OG0000138	XP_045638839.1, XP_045638823.1	XP_012641943.1
OG0000138	XP_045638850.1, XP_045638804.1	XP_012641884.1, XP_012641886.2, XP_012641887.2
OG0000138	XP_045638820.1	XP_012641945.1, XP_020142471.1
OG0000139	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1	XP_020145820.1
OG0000140	XP_045663420.1	XP_012644809.1
OG0000142	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1	XP_012611226.1
OG0000143	XP_045663823.1	XP_012610469.1
OG0000144	XP_045665508.1	XP_020137476.1
OG0000145	XP_045658338.1	XP_012618337.1, XP_012618339.1, XP_012618329.1, XP_012618328.1, XP_012618338.1, XP_012618330.1, XP_012618332.1, XP_012618326.1, XP_012618336.1, XP_012618335.1, XP_012618334.1, XP_012618340.1, XP_012618331.1, XP_012618333.1
OG0000146	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1
OG0000147	XP_045664759.1, XP_045664808.1	XP_012590832.1, XP_012590833.1
OG0000148	XP_045645125.1, XP_045644504.1	XP_020141494.1, XP_020141495.1, XP_012608249.1, XP_012608030.1, XP_012608028.1, XP_012608047.1, XP_012608029.1, XP_012608027.2
OG0000149	XP_045662151.1	XP_012613923.1
OG0000149	XP_045640012.1	XP_012604635.1
OG0000149	XP_045657386.1	XP_012617266.1
OG0000149	XP_045640417.1	XP_012604632.1
OG0000150	XP_045670918.1	XP_012597786.2
OG0000151	XP_045629115.1	XP_012642741.1
OG0000151	XP_045629461.1	XP_012643866.1
OG0000153	XP_045652422.1, XP_045651788.1	XP_012609875.1
OG0000153	XP_045651787.1, XP_045652423.1, XP_045632506.1	XP_012609888.1
OG0000156	XP_045627116.1	XP_012616772.1
OG0000156	XP_045645380.1, XP_045645370.1, XP_045645371.1, XP_045645382.1, XP_045645377.1, XP_045645384.1, XP_045645375.1, XP_045645373.1, XP_045645385.1, XP_045645387.1, XP_045645386.1, XP_045645381.1, XP_045645379.1, XP_045645378.1, XP_045645376.1, XP_045645374.1	XP_012626310.1
OG0000157	XP_045650784.1	XP_012628418.1, XP_012628419.1, XP_012628416.1, XP_012628415.1
OG0000157	XP_045659837.1	XP_020142690.1
OG0000157	XP_045659662.1	XP_012634492.2
OG0000158	XP_045642873.1	XP_012614201.1
OG0000158	XP_045640400.1	XP_012646732.1
OG0000159	XP_045641613.1	XP_012598618.1
OG0000161	XP_045644242.1	XP_012644144.2, XP_012611772.1
OG0000162	XP_045637184.1, XP_045637087.1	NP_001296870.1, XP_012596940.2
OG0000163	XP_045653618.1	XP_012604214.1
OG0000163	XP_045653622.1, XP_045653620.1	XP_012604217.1
OG0000164	XP_045666097.1	XP_012590817.1
OG0000165	XP_045642382.1	XP_012644476.1
OG0000166	XP_045664241.1, XP_045664242.1	XP_012628563.1
OG0000167	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1
OG0000168	XP_045636096.1	XP_020142446.1
OG0000170	XP_045652442.1	XP_012636064.1, XP_012636063.1
OG0000171	XP_045661480.1	XP_012592098.1
OG0000172	XP_045645045.1	XP_012607233.1
OG0000172	XP_045661341.1	XP_012603597.1
OG0000172	XP_045650115.1	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1
OG0000173	XP_045654366.1, XP_045654367.1, XP_045654365.1	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1
OG0000174	XP_045646628.1, XP_045646626.1, XP_045646627.1	XP_012623108.1
OG0000175	XP_045664641.1	XP_020142093.1, XP_012646284.1
OG0000176	XP_045642699.1, XP_045642700.1	XP_012605383.1, XP_012605382.1
OG0000177	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1
OG0000178	XP_045667222.1	XP_020142269.1
OG0000179	XP_045642457.1	XP_012616212.1
OG0000179	XP_045639015.1, XP_045638897.1	XP_012616210.1, XP_020138867.1
OG0000180	XP_045630300.1	XP_012646220.2, XP_012646219.2, XP_012645814.1
OG0000181	XP_045653534.1, XP_045653532.1, XP_045653531.1	XP_012607921.1, XP_012607929.1, XP_012608010.1, XP_012607928.1
OG0000182	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1
OG0000183	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1	XP_012645131.1
OG0000184	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1
OG0000185	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1
OG0000187	XP_045650158.1	XP_020143632.1, XP_012611047.1
OG0000188	XP_045671349.1, XP_045671359.1	XP_012642085.1
OG0000188	XP_045671350.1	XP_012642083.1
OG0000188	XP_045671351.1	XP_012642084.1
OG0000189	XP_045639072.1	XP_020142173.1
OG0000189	XP_045646367.1	XP_012623680.2
OG0000190	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1
OG0000191	XP_045654464.1, XP_045654463.1	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1
OG0000192	XP_045637313.1	XP_012595410.1
OG0000192	XP_045637240.1	XP_012602522.1, XP_012595429.1
OG0000193	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1
OG0000194	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1
OG0000195	XP_045651441.1	XP_012602234.1
OG0000196	XP_045642461.1	XP_012602096.1
OG0000196	XP_045642983.1	XP_012602155.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	XP_012602138.2
OG0000197	XP_045628962.1	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1
OG0000197	XP_045649214.1	XP_012635092.1
OG0000198	XP_045629517.1, XP_045629798.1	XP_012643511.1
OG0000198	XP_045641555.1	XP_012642872.1
OG0000198	XP_045652613.1	XP_012630547.1
OG0000198	XP_045629695.1	XP_012606840.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1
OG0000200	XP_045657789.1	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1
OG0000200	XP_045657797.1	XP_012604690.1
OG0000201	XP_045670378.1	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2
OG0000202	XP_045654575.1	XP_012626029.1, XP_012626030.1
OG0000202	XP_045654576.1	XP_012593056.1, XP_012591028.1, XP_012591027.1
OG0000202	XP_045654574.1	XP_012626031.1
OG0000203	XP_045638396.1	XP_012600215.2
OG0000204	XP_045638739.1	XP_012600417.1
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	XP_012592757.1, XP_020145980.1, XP_012592755.1
OG0000206	XP_045630443.1	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1
OG0000208	XP_045645179.1	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1
OG0000210	XP_045652571.1, XP_045664609.1	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1
OG0000211	XP_045637800.1	XP_012601548.1
OG0000211	XP_045637802.1	XP_012601550.1, XP_012601552.1
OG0000211	XP_045660501.1, XP_045660500.1	XP_012610211.1
OG0000212	XP_045634878.1	XP_012638967.2
OG0000213	XP_045667544.1, XP_045649519.1, XP_045631560.1, XP_045661431.1	XP_012610372.1, XP_012618844.1
OG0000214	XP_045634603.1	XP_020139364.1
OG0000214	XP_045652310.1	XP_012639821.1
OG0000215	XP_045630954.1	XP_012644878.1
OG0000216	XP_045661805.1	XP_012617508.1, XP_020144549.1
OG0000216	XP_045661799.1	XP_020144551.1
OG0000217	XP_045635355.1, XP_045635356.1	XP_012643354.1, XP_012643356.1, XP_012643353.1
OG0000218	XP_045633915.1	XP_020140834.1
OG0000219	XP_045662138.1	XP_012641344.1, XP_012641345.1, XP_012641343.1
OG0000219	XP_045648961.1, XP_045648962.1	XP_012628786.1, XP_012629604.1
OG0000220	XP_045642481.1	XP_012615281.1
OG0000220	XP_045643032.1	XP_012615283.1
OG0000220	XP_045642479.1	XP_012615268.1
OG0000221	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1	XP_012643314.1
OG0000222	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1
OG0000224	XP_045643555.1, XP_045643554.1	XP_020139931.1
OG0000225	XP_045669632.1	XP_020140438.1, XP_012646815.1
OG0000226	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1	XP_012622879.1, XP_012622878.1, XP_012622880.1
OG0000227	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1
OG0000228	XP_045650033.1	XP_020143704.1
OG0000228	XP_045650031.1	XP_020143703.1
OG0000229	XP_045669639.1	XP_020145193.1
OG0000230	XP_045631978.1	XP_012634431.1
OG0000230	XP_045638485.1	XP_012620826.1
OG0000231	XP_045656570.1	XP_012597534.1
OG0000231	XP_045635018.1	XP_020140932.1, XP_020140933.1, XP_020140931.1
OG0000232	XP_045653119.1	XP_012607170.1
OG0000232	XP_045651926.1, XP_045651927.1, XP_045651928.1	XP_012594561.1
OG0000235	XP_045646431.1, XP_045646428.1, XP_045646429.1, XP_045646422.1, XP_045660437.1, XP_045644948.1	XP_012592115.1
OG0000235	XP_045651041.1	XP_012644008.1
OG0000236	XP_045646101.1	XP_012600890.1
OG0000238	XP_045645519.1	XP_012610428.1
OG0000238	XP_045645918.1, XP_045645920.1	XP_012610400.1
OG0000238	XP_045652573.1, XP_045645518.1	XP_012610438.1
OG0000240	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1
OG0000241	XP_045642858.1, XP_045642864.1, XP_045642854.1	XP_012643313.1, XP_012643316.1, XP_012643297.1
OG0000242	XP_045645416.1	XP_020140970.1, XP_012613899.2
OG0000244	XP_045656051.1, XP_045656052.1	XP_012624841.1
OG0000244	XP_045628435.1	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1
OG0000245	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1
OG0000246	XP_045642379.1	XP_012644463.1
OG0000247	XP_045672313.1	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1
OG0000248	XP_045641425.1, XP_045641424.1	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1
OG0000249	XP_045648419.1	XP_012623524.1
OG0000249	XP_045649585.1, XP_045649584.1	XP_012623655.1
OG0000250	XP_045666825.1	XP_020138391.1
OG0000251	XP_045644583.1, XP_045644582.1	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1
OG0000252	XP_045656277.1, XP_045656276.1, XP_045656278.1	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1
OG0000254	XP_045662770.1	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1
OG0000255	XP_045638103.1	XP_012638692.1, XP_012606045.1
OG0000256	XP_045631161.1, XP_045631127.1	XP_012609650.1
OG0000257	XP_045639040.1	XP_012599622.1
OG0000257	XP_045638989.1, XP_045639023.1	XP_012599602.2, XP_012599619.1
OG0000257	XP_045639058.1	XP_012599621.1
OG0000258	XP_045665976.1	XP_012634397.1
OG0000259	XP_045642954.1	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1
OG0000259	XP_045642939.1, XP_045642942.1, XP_045642947.1, XP_045642944.1	XP_012602166.1
OG0000260	XP_045642913.1	XP_012602134.1
OG0000261	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1	XP_012643293.1, XP_012643291.1
OG0000262	XP_045638865.1	XP_012641869.1
OG0000262	XP_045638841.1	XP_012641928.1, XP_012641930.1
OG0000263	XP_045667407.1	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1
OG0000264	XP_045671761.1	XP_020141699.1, XP_020141698.1
OG0000265	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1	XP_012628546.1
OG0000266	XP_045668596.1, XP_045668587.1	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1
OG0000267	XP_045658391.1	XP_020138751.1
OG0000268	XP_045641676.1	XP_012636319.1
OG0000269	XP_045646446.1, XP_045659795.1, XP_045644760.1, XP_045668751.1	XP_020140701.1, XP_012644252.1
OG0000270	XP_045645146.1	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1
OG0000272	XP_045629547.1	XP_012598546.1
OG0000272	XP_045629530.1	XP_012646323.1
OG0000272	XP_045629293.1	XP_012598451.1
OG0000272	XP_045629292.1	XP_012646437.1
OG0000273	XP_045629774.1, XP_045629753.1, XP_045629862.1	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1
OG0000274	XP_045629318.1	XP_012638783.1
OG0000274	XP_045629478.1	XP_020136793.1, XP_020136795.1, XP_012639779.1, XP_020136791.1, XP_020136790.1, XP_020136789.1, XP_020136794.1, XP_020136792.1
OG0000274	XP_045629321.1	XP_012639019.1
OG0000275	XP_045644795.1	XP_012629133.2, XP_012631180.1, XP_012643517.1, XP_012644734.1, XP_012597174.1, XP_012620171.1, XP_012644253.1, XP_012604247.1, XP_012594367.1, XP_012605170.1, XP_012639801.1, XP_020137900.1, XP_012636393.1, XP_012637937.1, XP_012625287.1, XP_012592881.1, XP_012600833.1, XP_020141142.1, XP_012603384.1, XP_012593983.1, XP_012635057.2, XP_020142937.1
OG0000276	XP_045634919.1, XP_045634925.1	XP_012613559.1
OG0000277	XP_045642802.1	XP_012594072.2
OG0000278	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1
OG0000279	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1
OG0000280	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1	XP_012617558.1, XP_012617559.1
OG0000281	XP_045655744.1, XP_045655743.1, XP_045655742.1	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1
OG0000282	XP_045647522.1	XP_020138645.1, XP_012628234.1
OG0000286	XP_045638945.1	XP_012641846.2, XP_012641849.1
OG0000286	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1	XP_012642041.1, XP_012641915.2
OG0000287	XP_045636885.1, XP_045644533.1	XP_012608042.2
OG0000287	XP_045645134.1, XP_045644517.1	XP_012608300.1
OG0000289	XP_045653483.1, XP_045653484.1	XP_012603474.1
OG0000290	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1	XP_012608173.1
OG0000291	XP_045669918.1	XP_012602865.1
OG0000291	XP_045670011.1	XP_012602864.1
OG0000291	XP_045670168.1, XP_045670167.1, XP_045670166.1	XP_012602861.1
OG0000292	XP_045671997.1	XP_020140949.1
OG0000293	XP_045626706.1	XP_012624965.1, XP_012624963.1, XP_012624964.1
OG0000294	XP_045647615.1	XP_012600777.1
OG0000295	XP_045660621.1	XP_012636412.1
OG0000295	XP_045666125.1	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1
OG0000296	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1	XP_012611066.1
OG0000297	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1
OG0000298	XP_045663153.1	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1
OG0000299	XP_045652448.1, XP_045652449.1, XP_045652450.1	XP_012611259.1, XP_012611258.1, XP_012611260.1
OG0000299	XP_045647988.1	XP_012641791.1
OG0000300	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1
OG0000301	XP_045638807.1	XP_012641939.2
OG0000301	XP_045638801.1	XP_012641936.1
OG0000301	XP_045638822.1, XP_045638812.1	XP_012641938.2
OG0000301	XP_045638805.1	XP_012641935.1
OG0000304	XP_045668813.1	XP_020139677.1
OG0000306	XP_045657593.1, XP_045657596.1, XP_045657594.1	XP_012606999.1
OG0000307	XP_045645998.1	XP_012625355.1
OG0000308	XP_045671842.1	XP_012598511.1, XP_012598508.1, XP_012598510.1
OG0000308	XP_045657259.1, XP_045664330.1	XP_020137097.1
OG0000309	XP_045661129.1, XP_045661131.1	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1
OG0000311	XP_045648810.1	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1
OG0000312	XP_045656660.1, XP_045656661.1	XP_012633806.1
OG0000312	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1	XP_020142004.1
OG0000313	XP_045656752.1	XP_020143028.1, XP_012618440.1
OG0000314	XP_045644629.1	XP_012608488.1
OG0000314	XP_045669552.1, XP_045669551.1	XP_020140641.1
OG0000315	XP_045646435.1	XP_012595136.1, XP_020140523.1
OG0000315	XP_045635351.1	XP_012642647.1, XP_012642648.1
OG0000316	XP_045644913.1	XP_012603267.1
