Orthogroup	Ursus_americanus	Echinops_telfairi
OG0000192	XP_045637240.1	XP_045146436.1
OG0000193	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1
OG0000195	XP_045651441.1	XP_012863924.2
OG0000196	XP_045642461.1	XP_004715008.1
OG0000196	XP_045642982.1, XP_045642980.1, XP_045642981.1	XP_004714956.2
OG0000197	XP_045649214.1	XP_004711661.1
OG0000198	XP_045629517.1, XP_045629798.1	XP_045148239.1
OG0000199	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1	XP_004715690.1
OG0000200	XP_045657797.1	XP_004699331.1
OG0000201	XP_045670378.1	XP_045155407.1
OG0000203	XP_045638396.1	XP_004703894.1
OG0000205	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1	XP_012863033.1
OG0000206	XP_045630443.1	XP_004704090.1
OG0000207	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1	XP_004701621.1
OG0000208	XP_045645179.1	XP_004710162.1
OG0000210	XP_045652571.1, XP_045664609.1	XP_004711639.1, XP_004711637.2, XP_004711638.1
OG0000211	XP_045637800.1, XP_045637802.1	XP_004702940.1
OG0000211	XP_045660501.1, XP_045660500.1	XP_004698023.1
OG0000212	XP_045635025.1	XP_012860591.1, XP_004697268.1
OG0000212	XP_045651735.1, XP_045634907.1	XP_004697252.1
OG0000212	XP_045634887.1, XP_045634889.1, XP_045634910.1, XP_045634888.1, XP_045656674.1, XP_045651771.1	XP_004697255.3, XP_004697259.3
OG0000212	XP_045634885.1	XP_004697256.1
OG0000212	XP_045634878.1	XP_045140889.1
OG0000212	XP_045635026.1	XP_004697260.1, XP_004697261.1
OG0000212	XP_045659987.1	XP_004697322.1
OG0000212	XP_045634890.1, XP_045651770.1	XP_012860534.1, XP_004697253.1
OG0000213	XP_045631560.1	XP_045152929.1
OG0000214	XP_045634603.1	XP_045155180.1
OG0000214	XP_045655434.1	XP_045147834.1
OG0000214	XP_045652310.1	XP_045141138.1
OG0000215	XP_045630954.1	XP_045155743.1
OG0000217	XP_045635355.1, XP_045635356.1	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1
OG0000219	XP_045662138.1	XP_004701509.1
OG0000221	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1
OG0000222	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1	XP_045148545.1, XP_004710388.1
OG0000223	XP_045649674.1	XP_045153282.1
OG0000223	XP_045649675.1	XP_012862931.2, XP_045153237.1
OG0000224	XP_045643555.1, XP_045643554.1	XP_004699881.1
OG0000226	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1, XP_045656241.1	XP_045146536.1, XP_004711258.1, XP_004711259.1
OG0000227	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1	XP_045151206.1, XP_045151207.1, XP_045151208.1
OG0000228	XP_045650033.1	XP_045150280.1
OG0000230	XP_045631978.1	XP_004696084.1
OG0000230	XP_045638485.1	XP_004705056.1
OG0000231	XP_045656570.1	XP_004717469.3
OG0000231	XP_045635018.1	XP_004697263.2
OG0000232	XP_045651926.1, XP_045651927.1, XP_045651928.1	XP_045153763.1
OG0000233	XP_045667985.1	XP_004709482.1
OG0000236	XP_045646101.1	XP_004703056.1
OG0000237	XP_045627811.1	XP_012860584.1
OG0000238	XP_045645519.1	XP_004700648.1
OG0000238	XP_045645918.1, XP_045645920.1	XP_004700642.1, XP_004700902.1
OG0000238	XP_045652573.1, XP_045645518.1	XP_004700900.1, XP_004700898.1, XP_004700901.1
OG0000239	XP_045642906.1	XP_004708542.1
OG0000239	XP_045642905.1, XP_045642898.1, XP_045642891.1, XP_045642893.1, XP_045642889.1, XP_045642432.1	XP_004708538.1, XP_045147038.1, XP_004708537.1
OG0000241	XP_045642858.1, XP_045642864.1, XP_045642854.1	XP_004708533.1, XP_030741665.1
OG0000243	XP_045628507.1	XP_045144551.1
OG0000244	XP_045656051.1, XP_045656052.1	XP_004714344.1
OG0000244	XP_045628435.1	XP_045141878.1, XP_045141871.1
OG0000245	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1	XP_004710517.1
OG0000246	XP_045642379.1	XP_004702333.2, XP_045145799.1
OG0000248	XP_045641425.1, XP_045641424.1	XP_004713142.1, XP_004712142.1
OG0000249	XP_045648419.1	XP_004714011.1
OG0000249	XP_045649585.1, XP_045649584.1	XP_004714013.1, XP_004714014.1
OG0000251	XP_045644583.1, XP_045644582.1	XP_004704148.1
OG0000252	XP_045656277.1, XP_045656276.1, XP_045656278.1	XP_004701760.1
OG0000254	XP_045662770.1	XP_012860652.1
OG0000256	XP_045631161.1, XP_045631127.1	XP_004710512.1
OG0000257	XP_045639040.1	XP_045146872.1, XP_004716465.1
OG0000257	XP_045638989.1, XP_045639023.1	XP_004716491.1
OG0000257	XP_045639058.1	XP_030741696.1
OG0000258	XP_045665976.1	XP_012863806.1
OG0000259	XP_045642954.1	XP_004717914.1
OG0000259	XP_045642939.1, XP_045642942.1, XP_045642947.1, XP_045642944.1	XP_004708577.1
OG0000260	XP_045642913.1	XP_004708441.1
OG0000261	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1	XP_004708430.1, XP_004708432.1
OG0000262	XP_045638838.1	XP_004717558.1
OG0000262	XP_045638841.1	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	XP_045667407.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	XP_045671761.1	XP_004698837.1
OG0000265	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1	XP_004710841.1
OG0000266	XP_045668596.1, XP_045668587.1	XP_012861602.1
OG0000267	XP_045658399.1, XP_045664801.1, XP_045645172.1, XP_045654078.1	XP_045145499.1
OG0000268	XP_045641676.1	XP_004713175.1, XP_004711378.1, XP_004713162.1
OG0000270	XP_045645146.1	XP_004713418.1
OG0000272	XP_045629547.1	XP_004707017.1, XP_004707401.1
OG0000273	XP_045629774.1, XP_045629753.1, XP_045629862.1	XP_045140312.1, XP_012860906.1
OG0000274	XP_045629318.1	XP_004707033.1
OG0000274	XP_045629321.1	XP_004707034.1
OG0000275	XP_045644795.1	XP_012863543.2, XP_012859316.2, XP_012860780.1, XP_012861120.1
OG0000276	XP_045634913.1, XP_045634912.1, XP_045634916.1, XP_045634927.1	XP_004696922.1
OG0000277	XP_045642808.1, XP_045642804.1	XP_004708506.1, XP_004708503.1, XP_004708507.1, XP_004708508.1, XP_004708505.3
OG0000277	XP_045642802.1	XP_045147049.1
OG0000278	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1	XP_004696714.1
OG0000279	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1	XP_004705599.1
OG0000280	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000281	XP_045655744.1, XP_045655743.1, XP_045655742.1	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1
OG0000282	XP_045647522.1	XP_045152787.1, XP_004706475.1
OG0000283	XP_045656318.1, XP_045656316.1, XP_045656317.1	XP_004712585.1
OG0000284	XP_045659890.1	XP_004717454.1, XP_004717455.1, XP_004717456.1
OG0000286	XP_045639038.1	XP_004717169.1
OG0000286	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1	XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	XP_045636885.1, XP_045644533.1	XP_004698901.1
OG0000287	XP_045644516.1	XP_012859205.1
OG0000288	XP_045642907.1	XP_004708544.2
OG0000288	XP_045642435.1	XP_004708543.2
OG0000288	XP_045642434.1	XP_004708529.1
OG0000289	XP_045653483.1, XP_045653484.1	XP_045139512.1
OG0000290	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_045669918.1	XP_045155422.1
OG0000291	XP_045670168.1, XP_045670167.1, XP_045670166.1	XP_045155421.1
OG0000293	XP_045626706.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	XP_045647615.1	XP_030743531.2
OG0000295	XP_045660621.1	XP_045151430.1
OG0000295	XP_045666125.1	XP_045141048.1
OG0000296	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1	XP_045153427.1
OG0000297	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1
OG0000298	XP_045663153.1	XP_045144106.1, XP_004697962.1
OG0000299	XP_045652448.1, XP_045652449.1, XP_045652450.1	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1
OG0000300	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	XP_045638807.1	XP_012864009.1, XP_012864010.1
OG0000301	XP_045638801.1	XP_004717526.1
OG0000301	XP_045638822.1, XP_045638812.1	XP_004717546.2, XP_012864013.2
OG0000302	XP_045642927.1, XP_045642440.1	XP_004708560.2
OG0000304	XP_045668813.1	XP_045145760.1
OG0000306	XP_045657593.1, XP_045657596.1, XP_045657594.1	XP_004699612.1
OG0000307	XP_045645998.1	XP_045154607.1, XP_045149778.1, XP_030743176.2
OG0000308	XP_045671842.1	XP_004706369.1
OG0000308	XP_045657259.1, XP_045664330.1	XP_004717692.1
OG0000309	XP_045661129.1, XP_045661131.1	XP_012859090.1
OG0000310	XP_045649204.1, XP_045649203.1	XP_004702866.1
OG0000311	XP_045648810.1	XP_004708212.1
OG0000312	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1	XP_045153123.1
OG0000313	XP_045656753.1	XP_004711516.1
OG0000313	XP_045656755.1	XP_012862389.2
OG0000314	XP_045644629.1	XP_045150916.1, XP_004708649.1
OG0000314	XP_045669552.1, XP_045669551.1	XP_045146715.1, XP_004717828.1
OG0000315	XP_045646435.1, XP_045635351.1	XP_012861971.2, XP_012864082.2
OG0000316	XP_045649663.1, XP_045657254.1	XP_004717647.2
OG0000318	XP_045653245.1	XP_045151004.1, XP_004706583.1, XP_004712992.1
OG0000319	XP_045666425.1	XP_004698673.1
OG0000320	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1	XP_045150579.1, XP_004702113.2
OG0000321	XP_045628053.1	XP_045148562.1
OG0000321	XP_045660954.1	XP_045154514.1
OG0000322	XP_045663596.1	XP_045148732.1, XP_004698816.3
OG0000322	XP_045632272.1	XP_004712675.1
OG0000323	XP_045638198.1	XP_004705077.1
OG0000323	XP_045671598.1	XP_004696385.1
OG0000324	XP_045638551.1	XP_004705385.1
OG0000324	XP_045671758.1	XP_045144063.1, XP_045144062.1
OG0000325	XP_045660842.1, XP_045660837.1, XP_045660844.1, XP_045660839.1, XP_045660845.1, XP_045660838.1, XP_045660841.1, XP_045660843.1, XP_045660840.1, XP_045660836.1	XP_004716238.1, XP_045149401.1
OG0000326	XP_045642054.1	XP_004705625.1, XP_045141816.1
OG0000327	XP_045637692.1	XP_004707505.1
OG0000328	XP_045626965.1, XP_045626964.1, XP_045626962.1, XP_045626963.1	XP_004713324.1, XP_045144518.1
OG0000329	XP_045645588.1	XP_045142641.1
OG0000329	XP_045657462.1	XP_004699239.1
OG0000330	XP_045663037.1	XP_045150572.1
OG0000331	XP_045655812.1, XP_045655810.1	XP_004704985.1, XP_045143332.1
OG0000331	XP_045633961.1, XP_045633964.1, XP_045633963.1, XP_045633962.1	XP_012861945.2
OG0000332	XP_045648355.1, XP_045648356.1	XP_045144623.1
OG0000333	XP_045634726.1, XP_045634723.1, XP_045634721.1, XP_045634722.1, XP_045634725.1, XP_045634724.1	XP_045153367.1
OG0000334	XP_045630545.1, XP_045630544.1	XP_004716840.1
OG0000334	XP_045630546.1	XP_045146284.1
OG0000335	XP_045671065.1	XP_004701257.1
OG0000336	XP_045632628.1, XP_045632621.1, XP_045632624.1, XP_045632622.1, XP_045632627.1, XP_045632625.1, XP_045632626.1, XP_045632623.1	XP_045150973.1, XP_004708679.1
OG0000337	XP_045667626.1	XP_004700030.1, XP_045153994.1
OG0000339	XP_045657455.1	XP_004699228.1
OG0000339	XP_045634828.1	XP_045153338.1, XP_045153339.1, XP_004715213.1
OG0000340	XP_045655245.1	XP_004698883.1
OG0000340	XP_045641262.1	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1
OG0000341	XP_045652837.1	XP_045143010.1
OG0000343	XP_045669834.1, XP_045669837.1, XP_045669836.1, XP_045669839.1, XP_045669830.1, XP_045669835.1, XP_045669838.1, XP_045669840.1, XP_045669832.1, XP_045669831.1	XP_045155630.1
OG0000344	XP_045647105.1	XP_004712667.1
OG0000344	XP_045647119.1, XP_045647142.1, XP_045647118.1	XP_004712655.3
OG0000345	XP_045669134.1	XP_045141257.1, XP_045141731.1
OG0000347	XP_045659816.1	XP_004716445.2
OG0000347	XP_045643660.1, XP_045643658.1, XP_045643659.1	XP_045154096.1, XP_045154095.1, XP_004699846.1
OG0000348	XP_045637850.1, XP_045637852.1, XP_045637851.1, XP_045637849.1	XP_045152137.1
OG0000349	XP_045669847.1	XP_004707315.1
OG0000349	XP_045634706.1	XP_004704213.2
OG0000350	XP_045637511.1, XP_045637633.1, XP_045637513.1	XP_030743956.1
OG0000351	XP_045661726.1	XP_004697732.1
OG0000353	XP_045668611.1, XP_045668610.1	XP_004712308.1
OG0000353	XP_045668608.1	XP_045143487.1
OG0000354	XP_045665956.1, XP_045665957.1	XP_045139633.1, XP_004716313.1
OG0000355	XP_045641402.1	XP_045140562.1
OG0000356	XP_045656253.1, XP_045656251.1, XP_045656250.1, XP_045656252.1	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1
OG0000357	XP_045645451.1, XP_045645452.1, XP_045645446.1, XP_045645445.1, XP_045645444.1, XP_045645449.1, XP_045645447.1, XP_045645448.1	XP_045146532.1
OG0000359	XP_045651588.1, XP_045651587.1	XP_045148754.1, XP_045148755.1, XP_004711769.1
OG0000359	XP_045651585.1, XP_045651586.1	XP_004711771.1
OG0000360	XP_045642033.1	XP_004706067.1
OG0000360	XP_045642040.1	XP_012860898.1
OG0000360	XP_045642039.1	XP_045140728.1
OG0000361	XP_045642447.1	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1
OG0000362	XP_045654368.1	XP_004698461.1, XP_045141295.1, XP_045141296.1
OG0000363	XP_045658172.1	XP_004699690.1, XP_004699691.1, XP_004699689.3
OG0000364	XP_045670848.1, XP_045670844.1, XP_045670845.1, XP_045670843.1, XP_045670847.1, XP_045670846.1	XP_045149720.1, XP_045149721.1, XP_004704908.1
OG0000365	XP_045657682.1, XP_045657685.1, XP_045657686.1, XP_045657687.1, XP_045657683.1, XP_045657681.1	XP_004699626.1
OG0000366	XP_045658516.1, XP_045658515.1	XP_004698982.1, XP_004698983.1
OG0000367	XP_045630822.1, XP_045630821.1, XP_045630823.1, XP_045630824.1, XP_045630820.1	XP_045155928.1, XP_004709270.1
OG0000368	XP_045647032.1	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1
OG0000369	XP_045634933.1, XP_045634917.1	XP_004697283.1
OG0000370	XP_045632451.1	XP_045152628.1
OG0000371	XP_045649551.1, XP_045649550.1	XP_045142300.1
OG0000372	XP_045630613.1	XP_045145855.1
OG0000373	XP_045632081.1, XP_045632082.1	XP_004708719.2
OG0000374	XP_045660504.1, XP_045660503.1, XP_045660505.1	XP_004698026.1
OG0000375	XP_045652696.1	XP_004714888.1, XP_045149970.1, XP_045149971.1
OG0000376	XP_045630149.1	XP_004696957.1
OG0000379	XP_045638876.1	XP_012863887.1
OG0000381	XP_045664636.1	XP_004711643.1
OG0000381	XP_045664600.1	XP_012863347.1, XP_012862278.1
OG0000382	XP_045637558.1, XP_045637557.1, XP_045637559.1	XP_012861252.1
OG0000383	XP_045651727.1, XP_045651749.1, XP_045651723.1, XP_045651728.1, XP_045651744.1, XP_045651785.1, XP_045651726.1, XP_045651748.1, XP_045651750.1, XP_045634918.1, XP_045634921.1, XP_045651729.1, XP_045651751.1, XP_045651725.1, XP_045651786.1	XP_004697285.1, XP_004696923.1, XP_004697284.1
OG0000384	XP_045638829.1	XP_012864001.1
OG0000384	XP_045638831.1, XP_045644394.1, XP_045644396.1, XP_045638866.1, XP_045638826.1	XP_004717561.1, XP_004717523.1
OG0000385	XP_045630206.1	XP_045148245.1
OG0000386	XP_045664312.1	XP_045141075.1
OG0000387	XP_045635622.1, XP_045635623.1, XP_045635621.1	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1
OG0000388	XP_045653890.1	XP_004712835.1, XP_045139530.1
OG0000390	XP_045658013.1, XP_045658011.1, XP_045658012.1, XP_045658014.1, XP_045658009.1, XP_045658010.1, XP_045658015.1	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1
OG0000391	XP_045663706.1	XP_004699106.1, XP_045143691.1
OG0000392	XP_045657404.1	XP_012861978.1, XP_004710853.1
OG0000392	XP_045631360.1	XP_004698853.1
OG0000393	XP_045669676.1	XP_045155285.1
OG0000394	XP_045635378.1	XP_004700440.1
OG0000395	XP_045649388.1	XP_045144881.1
OG0000396	XP_045664520.1	XP_045146974.1
OG0000397	XP_045628868.1	XP_004704363.2
OG0000398	XP_045636578.1	XP_045146779.1, XP_045146992.1, XP_045154118.1, XP_045140475.1
OG0000399	XP_045637359.1, XP_045637358.1, XP_045637357.1	XP_004713829.1
OG0000400	XP_045657048.1, XP_045657049.1	XP_004711455.1
OG0000401	XP_045637186.1	XP_012860439.1
OG0000402	XP_045636554.1	XP_045153955.1
OG0000402	XP_045636562.1	XP_045154872.1
OG0000402	XP_045636464.1	XP_004703823.1
OG0000405	XP_045644728.1	XP_004716727.1, XP_045152935.1
OG0000407	XP_045629028.1, XP_045629027.1	XP_004707097.1
OG0000407	XP_045629026.1, XP_045629025.1	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1
OG0000408	XP_045632502.1, XP_045632509.1, XP_045643382.1, XP_045632500.1, XP_045632511.1, XP_045652416.1, XP_045652412.1	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1
OG0000409	XP_045639043.1, XP_045639033.1	XP_004717173.1
OG0000410	XP_045629473.1	XP_004706920.2
OG0000410	XP_045629476.1	XP_004706922.1, XP_004707346.1, XP_030744043.1, XP_004706921.1
OG0000411	XP_045636316.1, XP_045636318.1	XP_004711112.1
OG0000411	XP_045636315.1	XP_004711109.1, XP_004711110.2, XP_004711111.2
OG0000412	XP_045636800.1	XP_004716026.1
OG0000413	XP_045642010.1, XP_045642011.1	XP_004705701.1
OG0000414	XP_045657819.1	XP_045148031.1
OG0000416	XP_045659627.1	XP_012863146.1
OG0000417	XP_045646448.1, XP_045670746.1	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1
OG0000418	XP_045670741.1	XP_004711007.2, XP_045152532.1, XP_045152531.1
OG0000419	XP_045649590.1	XP_012861393.1, XP_030741143.2, XP_045144867.1
OG0000420	XP_045633460.1, XP_045672052.1, XP_045633447.1, XP_045633450.1, XP_045651753.1, XP_045651752.1, XP_045651755.1	XP_004697289.1
OG0000421	XP_045663073.1, XP_045663075.1, XP_045663074.1, XP_045663072.1	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1
OG0000422	XP_045660077.1, XP_045660076.1	XP_004711934.1
OG0000423	XP_045660477.1	XP_045151155.1
OG0000424	XP_045658272.1	XP_045147235.1
OG0000425	XP_045665398.1	XP_045147494.1
OG0000427	XP_045644727.1, XP_045644725.1	XP_045146160.1, XP_045152921.1
OG0000428	XP_045635123.1	XP_004707626.1
OG0000431	XP_045641885.1, XP_045641884.1	XP_045141420.1
OG0000432	XP_045630989.1	XP_004709160.1
OG0000432	XP_045637385.1	XP_004713822.1
OG0000433	XP_045651517.1, XP_045651514.1	XP_045150825.1
OG0000434	XP_045667930.1	XP_045145631.1
OG0000434	XP_045667969.1, XP_045667920.1	XP_045145630.1
OG0000435	XP_045655577.1, XP_045655583.1	XP_004699507.1, XP_045147700.1, XP_004699508.2
OG0000437	XP_045667449.1	XP_045148798.1
OG0000438	XP_045647949.1, XP_045647950.1	XP_045140639.1
OG0000438	XP_045651265.1	XP_030744930.1
OG0000439	XP_045658296.1	XP_004709879.1, XP_045150196.1
OG0000440	XP_045666436.1	XP_045143961.1, XP_004699053.1
OG0000441	XP_045670375.1	XP_045155907.1
OG0000442	XP_045651693.1	XP_045148210.1
OG0000442	XP_045651524.1, XP_045651688.1, XP_045651520.1	XP_045148201.1, XP_045148200.1, XP_045148203.1
OG0000443	XP_045635671.1	XP_045149159.1
OG0000444	XP_045648320.1	XP_012862996.1
OG0000445	XP_045668480.1	XP_004716048.1, XP_004716049.1
OG0000446	XP_045632759.1	XP_004717006.1
OG0000446	XP_045659990.1	XP_045154525.1
OG0000447	XP_045629920.1, XP_045629913.1, XP_045629914.1, XP_045629918.1, XP_045629916.1, XP_045629917.1, XP_045629915.1, XP_045629919.1	XP_045142548.1, XP_045142547.1, XP_004707684.1
OG0000448	XP_045647224.1, XP_045647226.1, XP_045647223.1, XP_045647225.1, XP_045647227.1	XP_004715404.4
OG0000449	XP_045655149.1	XP_012860330.1
OG0000450	XP_045668616.1, XP_045668617.1, XP_045668613.1, XP_045668614.1, XP_045668615.1	XP_045143433.1, XP_045143437.1, XP_045143436.1, XP_004712305.1, XP_045143434.1
OG0000451	XP_045636155.1, XP_045636175.1, XP_045636158.1, XP_045636168.1, XP_045636154.1	XP_045154623.1, XP_045154618.1, XP_045154617.1, XP_004703816.1, XP_045154628.1
OG0000454	XP_045657499.1, XP_045657496.1, XP_045657498.1, XP_045657494.1, XP_045657495.1, XP_045657497.1	XP_045148050.1, XP_004699254.1
OG0000455	XP_045657344.1	XP_045139676.1, XP_004714931.1
