Orthogroup	Urocitellus_parryii	Mus_musculus
OG0000130	XP_026256705.1	NP_667333.2, NP_038644.2
OG0000131	XP_026236795.1, XP_026236791.1, XP_026236793.1	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2
OG0000132	XP_026253416.1, XP_026253412.1, XP_026253414.1, XP_026253415.1, XP_026253413.1, XP_026253410.1, XP_026253411.1	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2
OG0000133	XP_026265758.1, XP_026265757.1	NP_001116240.1, NP_848816.3, XP_006534956.1
OG0000134	XP_026259066.1	NP_001359349.1
OG0000135	XP_026250197.1	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1
OG0000136	XP_026264277.1, XP_026264276.1, XP_026264275.1	XP_006537959.1, NP_001342645.1, NP_775602.1
OG0000137	XP_026265173.1	NP_666385.1
OG0000137	XP_026265174.1	NP_666865.1, NP_666866.1, NP_666867.1
OG0000137	XP_026265175.1	NP_666408.1
OG0000138	XP_026256886.1	NP_667321.1
OG0000138	XP_026256859.1	NP_667322.1
OG0000139	XP_026236254.1, XP_026236259.1, XP_026236250.1, XP_026236256.1, XP_026236258.1, XP_026236255.1, XP_026236249.1, XP_026236251.1, XP_026236257.1, XP_026236253.1	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1
OG0000140	XP_026257802.1	NP_001347243.1, NP_840063.1, XP_006518038.1
OG0000141	XP_026268094.1	NP_666680.2, NP_997110.1, NP_997136.1, NP_997456.1, NP_001011790.1, NP_997457.1
OG0000141	XP_026237419.1, XP_026238596.1, XP_026237467.1, XP_026237468.1, XP_026237463.1, XP_026237466.1, XP_026237469.1, XP_026238377.1	NP_001011805.1, NP_001011741.1, NP_666681.1, NP_996558.1, NP_666682.1, XP_006533423.1, NP_666678.1, NP_666684.1, NP_667277.1, NP_666679.1, NP_667276.1
OG0000142	XP_026251487.1	NP_082497.2, XP_006530603.1, NP_001350385.1
OG0000145	XP_026264744.1, XP_026264745.1, XP_026264742.1, XP_026264743.1	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3
OG0000146	XP_026238756.1, XP_026238746.1, XP_026238765.1, XP_026238772.1	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1
OG0000147	XP_026251870.1	NP_033069.1, NP_033068.1
OG0000147	XP_026251867.1	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1
OG0000148	XP_026267821.1, XP_026267807.1	NP_666532.2, NP_666879.2, NP_997016.2, NP_666641.2, NP_001170979.1, NP_666878.2, XP_017171513.1, NP_001011738.1
OG0000149	XP_026259522.1	NP_001407721.1
OG0000149	XP_026263723.1	NP_848492.1
OG0000149	XP_026249891.1	NP_659149.1
OG0000149	XP_026263726.1	NP_038762.1
OG0000150	XP_026238430.1, XP_026237897.1, XP_026237898.1, XP_026237900.1, XP_026237899.1, XP_026237901.1, XP_026237903.1, XP_026238356.1, XP_026248438.1, XP_026269077.1, XP_026237896.1	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2
OG0000151	XP_026249932.1	NP_899024.3, XP_006533637.1
OG0000153	XP_026236692.1, XP_026236697.1, XP_026236693.1, XP_026238092.1, XP_026238091.1	NP_666767.2, NP_001011849.1
OG0000153	XP_026238093.1, XP_026237755.1	NP_666436.1, NP_997030.1
OG0000157	XP_026269250.1	NP_031932.1
OG0000157	XP_026249807.1	NP_034236.2
OG0000158	XP_026268724.1	NP_001177187.1, NP_081291.1
OG0000159	XP_026266848.1	NP_667205.2, NP_997433.2
OG0000159	XP_026266849.1, XP_026266846.1	NP_667206.1
OG0000159	XP_026266842.1	NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2
OG0000161	XP_026267513.1	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1
OG0000161	XP_026238663.1, XP_026267512.1	NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3
OG0000162	XP_026266683.1	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1
OG0000163	XP_026248253.1	NP_031635.2
OG0000163	XP_026248265.1	NP_033937.2
OG0000164	XP_026253092.1	XP_036011335.1, NP_001297399.1
OG0000165	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1	XP_011245218.1, NP_001347376.1, NP_848837.3
OG0000166	XP_026250823.1, XP_026250824.1	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1
OG0000167	XP_026258272.1, XP_026258273.1	NP_775584.1, NP_001157175.1, XP_006507744.1
OG0000170	XP_026254811.1	XP_006507275.1, NP_473425.2
OG0000170	XP_026254785.1	NP_001029126.1, NP_001276373.1
OG0000170	XP_026254784.1	NP_001292545.1, XP_030097891.1, NP_031613.2
OG0000172	XP_026250205.1	NP_001171266.1
OG0000172	XP_026255734.1	NP_001155294.1
OG0000172	XP_026269299.1	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1
OG0000173	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1	NP_001346369.1
OG0000174	XP_026235980.1, XP_026235982.1, XP_026235981.1	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1
OG0000175	XP_026260198.1	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1
OG0000176	XP_026262373.1	NP_083826.1
OG0000176	XP_026262355.1	NP_666047.1
OG0000177	XP_026240024.1, XP_026240023.1	NP_084211.2, XP_006508395.1, NP_001347697.1
OG0000178	XP_026245161.1	NP_001139424.1
OG0000179	XP_026236812.1	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1
OG0000180	XP_026267620.1	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1
OG0000180	XP_026270742.1	NP_573501.1, XP_017168078.1, NP_570973.1
OG0000180	XP_026270714.1	XP_011240341.1, NP_570974.1, NP_081248.4, XP_006508933.1, NP_001032889.3, NP_001274140.1, NP_570975.1
OG0000181	XP_026260337.1, XP_026260348.1, XP_026260332.1	NP_667086.2, XP_006510429.1, NP_667017.2, NP_667079.1, NP_667081.2, NP_667082.2, NP_997436.2, NP_666448.2, NP_997435.2, NP_666689.2
OG0000182	XP_026270826.1, XP_026270821.1	XP_006537898.1, NP_001009949.3
OG0000183	XP_026254865.1	NP_001342345.1
OG0000184	XP_026240862.1	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1
OG0000185	XP_026235921.1, XP_026235918.1, XP_026235917.1, XP_026235922.1, XP_026235920.1, XP_026235923.1, XP_026235919.1	NP_080357.4, NP_001005385.1, NP_001004359.1
OG0000187	XP_026237629.1, XP_026237630.1	NP_667248.1, NP_666701.1, NP_996779.1, NP_666702.1, NP_666389.1
OG0000188	XP_026256750.1, XP_026256706.1	NP_032246.2, NP_001188320.1
OG0000188	XP_026256763.1	NP_032245.1
OG0000189	XP_026270818.1	NP_083936.1
OG0000190	XP_026265954.1	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1
OG0000191	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1
OG0000192	XP_026266668.1	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1
OG0000193	XP_026235764.1	NP_937804.1, NP_001091692.1, XP_006528671.1
OG0000194	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1	NP_081063.1
OG0000195	XP_026239254.1	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1
OG0000196	XP_026262376.1	NP_666779.1
OG0000196	XP_026236211.1, XP_026236238.1	NP_001011758.2
OG0000197	XP_026268139.1, XP_026247348.1	NP_001035966.1
OG0000199	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1	NP_001171005.1, NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1
OG0000200	XP_026237293.1	NP_705792.2
OG0000202	XP_026251635.1	NP_694737.1
OG0000202	XP_026251591.1	NP_694750.3, NP_001171022.1
OG0000203	XP_026244830.1	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1
OG0000204	XP_026256807.1	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1
OG0000205	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3
OG0000206	XP_026262288.1, XP_026262268.1, XP_026262279.1	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1
OG0000207	XP_026250373.1, XP_026250374.1, XP_026250372.1	XP_006496044.1, NP_001343974.1, NP_666362.1
OG0000208	XP_026252554.1	NP_001028967.2, XP_011246164.1
OG0000209	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1
OG0000209	XP_026266257.1	NP_033312.2, XP_006540226.1, XP_006540331.1
OG0000210	XP_026254782.1	NP_035445.1
OG0000211	XP_026250307.1	NP_075891.1
OG0000211	XP_026239111.1, XP_026239110.1	NP_001344749.1, NP_742116.1, NP_001405859.1
OG0000214	XP_026245568.1	XP_006509847.1
OG0000214	XP_026237800.1	NP_076161.2
OG0000214	XP_026250337.1	XP_006517391.1
OG0000215	XP_026266594.1	NP_035698.1
OG0000216	XP_026240715.1	NP_001346772.1, NP_001346768.1
OG0000217	XP_026258660.1, XP_026258659.1	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1
OG0000218	XP_026263177.1	NP_001345968.1, NP_001158156.1, NP_001158155.1
OG0000219	XP_026247803.1	XP_011237575.1, NP_034119.1
OG0000219	XP_026256016.1	NP_031834.1
OG0000220	XP_026267411.1	NP_666890.1
OG0000221	XP_026235035.1, XP_026235400.1, XP_026235034.1	NP_667106.1, NP_667107.2, NP_001001810.2
OG0000222	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1
OG0000223	XP_026238212.1, XP_026238374.1	XP_017173677.1, NP_666344.1, NP_795976.1, NP_001013842.2, XP_006527242.1, XP_017173565.1, NP_766364.1, XP_006526877.1, NP_659034.1
OG0000224	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1	NP_001263696.1, NP_001344157.1, NP_653113.4
OG0000225	XP_026270364.1	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1
OG0000226	XP_026235766.1, XP_026235767.1	XP_011246047.1, NP_001007579.1
OG0000227	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1	NP_001034479.1
OG0000228	XP_026251805.1	NP_659545.2, NP_958812.3
OG0000228	XP_026251807.1	NP_964005.2, NP_038729.1
OG0000228	XP_026251806.1	NP_964007.2
OG0000229	XP_026251381.1	NP_001365209.1, XP_006497931.1, NP_705786.1, NP_034825.1
OG0000230	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1
OG0000232	XP_026244843.1	NP_001355702.1
OG0000232	XP_026268124.1	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1
OG0000234	XP_026270179.1, XP_026270138.1, XP_026238168.1, XP_026236792.1	XP_054875530.1, XP_054875529.1, NP_001264109.1, NP_001264108.1, NP_001264112.1, NP_001264111.1, XP_011240141.1, NP_001264110.1, XP_054875531.1, NP_083276.2, XP_017167845.1, NP_001034249.2, NP_001229969.1, NP_001229968.1
OG0000235	XP_026251992.1	NP_080562.2
OG0000236	XP_026265741.1	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1
OG0000237	XP_026235321.1	NP_001239148.1
OG0000238	XP_026254256.1	NP_001078946.1, NP_666430.2
OG0000239	XP_026235401.1	NP_667034.1, NP_001011816.1, NP_001011535.1
OG0000240	XP_026258466.1, XP_026236672.1, XP_026236670.1	XP_017168881.1, NP_667012.2, NP_667014.2, NP_667015.2
OG0000241	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2
OG0000242	XP_026238214.1	XP_036013672.1, XP_030103358.2
OG0000242	XP_026238643.1	XP_036018662.1
OG0000243	XP_026245000.1	NP_001349416.1, NP_001349428.1, NP_001349417.1, NP_001349418.1, NP_001349430.1, NP_001349432.1, NP_001349429.1, NP_001349420.1, NP_001349436.1, NP_001349427.1, NP_001349435.1, NP_001349433.1, NP_001349419.1, NP_001349431.1, NP_001349437.1, NP_001349434.1, NP_001349426.1, NP_001349425.1, XP_006527017.1, NP_001030320.1, NP_001030318.1, NP_001030317.1, NP_001030319.1, NP_001030316.1
OG0000244	XP_026270469.1	NP_660252.1, XP_006513501.1
OG0000244	XP_026238521.1	NP_001019645.1, XP_006517013.1
OG0000245	XP_026237822.1	NP_038549.1
OG0000245	XP_026238690.1	XP_030106054.1, NP_796290.2
OG0000246	XP_026258095.1	NP_035676.1
OG0000247	XP_026243042.1	NP_001363905.1, NP_001363904.1, NP_001363901.1, XP_036021351.1, NP_598458.1, NP_001363903.1, NP_001363906.1, NP_001363908.1, NP_001363902.1, NP_001363900.1, NP_001363907.1
OG0000248	XP_026267515.1	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1
OG0000249	XP_026268498.1	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1
OG0000249	XP_026268502.1, XP_026268501.1, XP_026268499.1	NP_075822.3
OG0000251	XP_026250757.1	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1
OG0000252	XP_026261410.1	NP_001276652.1, NP_001276651.1, XP_006499187.1, NP_694778.1
OG0000254	XP_026248072.1	XP_017168309.1
OG0000254	XP_026248078.1	NP_598421.1, NP_001074841.1, NP_031980.2, NP_444430.2
OG0000255	XP_026247812.1, XP_026247535.1, XP_026263850.1	NP_058653.1, XP_036013671.1
OG0000256	XP_026262141.1	NP_032482.1, NP_001307260.1, NP_034769.4, NP_001307261.1, NP_035045.2, NP_032483.1, XP_017177488.1, NP_032480.1, NP_034774.1, XP_006540738.1, NP_034244.1, XP_011249110.1, NP_034772.1, NP_064664.1, NP_034773.1, XP_006540737.1, NP_034770.1, NP_034775.1, NP_034246.1, NP_032719.1
OG0000257	XP_026236798.1, XP_026236799.1	NP_001011542.1, NP_001005570.2
OG0000257	XP_026236797.1	NP_666812.1
OG0000258	XP_026255332.1	NP_033076.2, NP_001074249.1
OG0000259	XP_026236218.1, XP_026236232.1, XP_026236217.1	NP_667228.2
OG0000259	XP_026237387.1	NP_997446.1, NP_667289.2
OG0000260	XP_026235376.1	NP_666854.1
OG0000260	XP_026235374.1, XP_026235371.1	NP_473431.1, NP_667059.2, NP_473432.2
OG0000261	XP_026235036.1, XP_026235017.1	XP_036018116.1, NP_667193.1, XP_017173918.1, NP_666673.1, NP_666674.2
OG0000261	XP_026235013.1	NP_667189.1, XP_017174104.1
OG0000262	XP_026256878.1, XP_026256879.1, XP_026256877.1	NP_667023.2, NP_001011865.2
OG0000263	XP_026244311.1	XP_017176771.1, NP_808506.1
OG0000264	XP_026267563.1	XP_011242304.1, NP_032484.1, NP_033279.2, NP_001396863.1, NP_035588.2, NP_001161177.1, NP_001094942.1, XP_006515920.1, NP_766612.1, XP_006515994.1, NP_033278.2, NP_001028507.2, NP_001161766.1, NP_001161767.1, NP_001340541.1, NP_001186869.1, XP_017170641.1
OG0000265	XP_026239453.1	XP_011244964.1, NP_083027.1, NP_001239402.1, NP_001239404.1, NP_001239403.1
OG0000266	XP_026263966.1	NP_001008497.1, NP_001274049.1, NP_001274050.1, NP_001274051.1, NP_573463.1, NP_001274048.1, NP_001274053.1, NP_001274052.1
OG0000267	XP_026257464.1	NP_001177254.1
OG0000268	XP_026236566.1	XP_011244472.1, NP_570946.2, NP_570940.1, NP_570927.1
OG0000268	XP_026236542.1, XP_026236545.1, XP_026236543.1	NP_579937.1
OG0000270	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1	NP_001154903.1, NP_942563.2, XP_006528077.1
OG0000272	XP_026267678.1, XP_026267677.1	NP_035460.1, NP_038682.1
OG0000272	XP_026267680.1	NP_067418.1
OG0000272	XP_026267676.1	NP_035461.2
OG0000273	XP_026259915.1	NP_031845.1, XP_030109981.1
OG0000274	XP_026236048.1	NP_035467.1
OG0000274	XP_026236050.1	NP_038680.1
OG0000275	XP_026269811.1, XP_026267118.1	NP_001412922.1
OG0000276	XP_026236929.1	XP_017172473.1, NP_666677.1, NP_666662.1
OG0000277	XP_026235020.1, XP_026235028.1	XP_011237652.1, NP_035110.1
OG0000277	XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1	NP_667195.1, NP_667004.1, NP_667191.1, NP_667196.1
OG0000278	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1	NP_001344387.1, NP_598448.1, NP_001344388.1, XP_006526239.1
OG0000279	XP_026261464.1, XP_026261463.1	NP_067503.3, NP_001412644.1
OG0000280	XP_026255947.1, XP_026255945.1	NP_848741.1, XP_006534383.1
OG0000281	XP_026253602.1	NP_079848.1, NP_001406007.1
OG0000282	XP_026263126.1	NP_001161944.1, NP_001161943.1
OG0000282	XP_026263128.1, XP_026259186.1	NP_062656.3
OG0000283	XP_026270369.1, XP_026270401.1, XP_026270398.1, XP_026270372.1, XP_026270405.1, XP_026270371.1, XP_026270397.1, XP_026270396.1	NP_598984.2, NP_665848.1, XP_017170892.1, NP_599002.1, NP_598977.1, NP_001013809.1, NP_001160181.1, NP_665843.1, NP_001161014.1, NP_598973.1, NP_598979.1, NP_598978.1, NP_598996.1, NP_598997.1, NP_598974.1, NP_598975.1, NP_598976.1, NP_598972.2, NP_599000.1, NP_598998.1, NP_598999.1, NP_599001.1, NP_665849.1, NP_001161013.1, NP_599004.1, NP_599005.1
OG0000284	XP_026269168.1	NP_667043.1, NP_667042.1, NP_666444.1
OG0000286	XP_026238043.1, XP_026238039.1	NP_997440.2, NP_667255.1
OG0000287	XP_026236414.1	NP_666705.1
OG0000287	XP_026267817.1	NP_666874.2, NP_666876.1
OG0000288	XP_026235367.1	NP_001011868.1
OG0000288	XP_026238558.1	NP_667128.2
OG0000288	XP_026237106.1	NP_667129.2
OG0000289	XP_026238044.1, XP_026248356.1	XP_036010876.1, NP_766509.2
OG0000290	XP_026261807.1, XP_026261809.1, XP_026261808.1	XP_030103562.1, NP_001366426.1, NP_001240608.1, NP_001366427.1, NP_001240609.1, NP_035535.2, NP_001411520.1, NP_001366428.1
OG0000291	XP_026237268.1	NP_001412409.1
OG0000291	XP_026237266.1	NP_671753.2, XP_017169975.1
OG0000291	XP_026237265.1, XP_026237264.1	NP_671751.2
OG0000292	XP_026242936.1	NP_001388345.1
OG0000293	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1	XP_030098808.1, NP_080922.1, NP_001171047.1, NP_001347652.1
OG0000294	XP_026261937.1	XP_017171445.1
OG0000294	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1	NP_001408108.1, NP_001408109.1, NP_001343324.1, NP_033480.1, NP_001408110.1, NP_001408107.1, NP_001408111.1
OG0000295	XP_026239036.1	NP_001192005.1, NP_067541.1, XP_006500035.1
OG0000295	XP_026238639.1	XP_011236698.1, NP_065629.1
OG0000296	XP_026270551.1, XP_026270549.1, XP_026270550.1	NP_598569.1, NP_001288293.1, NP_001344485.1, XP_006529138.1
OG0000297	XP_026266666.1	NP_067353.1, XP_006506493.1, XP_017176908.1, NP_001129540.1
OG0000298	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1	NP_001403827.1, NP_001341982.1, NP_001403828.1, NP_001403826.1, NP_001276646.1, NP_001276645.1, NP_001403825.1, NP_033873.3, NP_001276668.1
OG0000299	XP_026251140.1	NP_898911.2
OG0000300	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1	XP_017174033.1, NP_667060.2, NP_667028.2
OG0000301	XP_026256795.1	NP_667263.1
OG0000301	XP_026256789.1	NP_997026.1
OG0000302	XP_026235395.1, XP_026235394.1, XP_026235396.1, XP_026235398.1, XP_026238627.1, XP_026235399.1, XP_026235397.1	NP_001011836.2, NP_667049.2, NP_667048.2, NP_667240.1, NP_666460.2, NP_001011519.1, NP_666432.2
OG0000303	XP_026248154.1	XP_006512555.1, NP_084251.1, NP_001029149.1
OG0000304	XP_026255330.1	NP_001074581.1, XP_006506085.1
OG0000305	XP_026244728.1, XP_026261393.1	NP_997406.1
OG0000305	XP_026255180.1	XP_036012032.1, XP_036012031.1, XP_036012028.1, XP_036012030.1, XP_036012029.1
OG0000307	XP_026235476.1, XP_026249575.1	XP_036014170.1, XP_036017233.1, XP_036018025.1
OG0000308	XP_026240944.1, XP_026245638.1	NP_084328.1
OG0000308	XP_026261379.1	NP_079655.1, XP_036019394.1
OG0000309	XP_026235736.1, XP_026235737.1	NP_001289265.1, NP_001289263.1
OG0000310	XP_026247361.1, XP_026247362.1	XP_006505089.1, NP_034286.2
OG0000311	XP_026243427.1	NP_783619.2, XP_006516755.1
OG0000311	XP_026243383.1	XP_006516766.1, NP_861419.3
OG0000312	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1	NP_001412813.1, NP_644675.2, NP_001349354.1
OG0000313	XP_026254547.1	NP_001188252.1, NP_001159629.1
OG0000313	XP_026254552.1	NP_001003668.2
OG0000314	XP_026238541.1	XP_006535642.1, NP_109657.2
