Orthogroup	Urocitellus_parryii	Saimiri_boliviensis_boliviensis
OG0000207	XP_026250373.1, XP_026250374.1, XP_026250372.1	XP_003925667.1
OG0000208	XP_026252554.1	XP_003945281.1
OG0000209	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1	XP_003940350.1, XP_039322135.1
OG0000211	XP_026250304.1	XP_003924861.1
OG0000211	XP_026250307.1	XP_039319579.1
OG0000211	XP_026239111.1, XP_026239110.1	XP_003932060.1
OG0000213	XP_026255250.1	XP_039319336.1, XP_003923963.1, XP_039325386.1, XP_010348847.2, XP_039317982.1, XP_003929975.2, XP_010330388.2, XP_010329075.1, XP_039327069.1, XP_010335864.2, XP_010329570.2, XP_039328810.1, XP_010336147.1, XP_039323291.1, XP_039323293.1
OG0000214	XP_026245568.1	XP_039321525.1
OG0000214	XP_026237800.1	XP_039330539.1
OG0000214	XP_026250337.1	XP_010339063.1
OG0000215	XP_026266594.1	XP_039332972.1
OG0000216	XP_026240715.1	XP_039320422.1
OG0000217	XP_026258660.1, XP_026258659.1	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1
OG0000218	XP_026263177.1	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1
OG0000219	XP_026247803.1, XP_026256016.1	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1
OG0000220	XP_026267412.1	XP_003920220.1
OG0000220	XP_026267413.1	XP_003920505.1
OG0000221	XP_026235035.1, XP_026235400.1, XP_026235034.1	XP_003920132.1
OG0000222	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1
OG0000223	XP_026238212.1, XP_026238374.1, XP_026238017.1	XP_003920311.3, XP_003920533.1
OG0000224	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1
OG0000225	XP_026270364.1	XP_003920342.1
OG0000226	XP_026235766.1, XP_026235767.1	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1
OG0000226	XP_026235761.1	XP_003940216.1
OG0000227	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1
OG0000228	XP_026251805.1	XP_010345515.1
OG0000228	XP_026251807.1	XP_039325747.1
OG0000228	XP_026251806.1	XP_039325748.1
OG0000229	XP_026251381.1	XP_039317155.1
OG0000230	XP_026250847.1	XP_039319635.1
OG0000230	XP_026262630.1	XP_003937598.1
OG0000231	XP_026270331.1	XP_010330999.1, XP_010331000.1
OG0000231	XP_026254007.1, XP_026254006.1	XP_039320205.1, XP_039320204.1
OG0000232	XP_026244843.1	XP_010329040.2
OG0000232	XP_026268124.1	XP_039331405.1
OG0000236	XP_026265741.1	XP_003926098.1
OG0000237	XP_026235321.1	XP_039323148.1
OG0000238	XP_026254268.1, XP_026254239.1	XP_003939336.2
OG0000241	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1	XP_010335794.2, XP_003920131.2
OG0000243	XP_026245000.1	XP_010344437.1
OG0000244	XP_026270469.1	XP_039322131.1
OG0000244	XP_026238521.1	XP_039331048.1
OG0000245	XP_026237822.1	XP_003944277.1
OG0000245	XP_026238690.1	XP_010330417.1
OG0000246	XP_026258095.1	XP_039334581.1
OG0000247	XP_026243042.1	XP_003927577.1
OG0000248	XP_026267515.1	XP_010343195.1, XP_010343196.1, XP_010343197.1
OG0000249	XP_026268498.1	XP_003929836.1
OG0000249	XP_026268502.1, XP_026268501.1, XP_026268499.1	XP_003929837.1
OG0000251	XP_026250757.1	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1
OG0000252	XP_026261410.1	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1
OG0000254	XP_026248072.1	XP_039318676.1, XP_039336541.1
OG0000256	XP_026262141.1	XP_003940456.1
OG0000256	XP_026262107.1	XP_003940458.1
OG0000257	XP_026236798.1, XP_026236799.1	XP_003919835.2
OG0000257	XP_026236797.1	XP_003919836.1
OG0000258	XP_026255332.1	XP_039333850.1
OG0000259	XP_026236218.1, XP_026236232.1, XP_026236217.1	XP_003920139.1
OG0000260	XP_026235376.1	XP_010335805.2
OG0000260	XP_026235374.1, XP_026235371.1	XP_003920134.2
OG0000261	XP_026235036.1, XP_026235017.1, XP_026235013.1	XP_003920129.2
OG0000262	XP_026256878.1, XP_026256879.1, XP_026256877.1	XP_003923877.1
OG0000263	XP_026244311.1	XP_010334377.1, XP_003925373.1
OG0000264	XP_026267563.1	XP_010337766.2, XP_010337765.2, XP_039324559.1
OG0000265	XP_026239453.1	XP_039321980.1
OG0000266	XP_026263966.1	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1
OG0000267	XP_026257464.1	XP_039318282.1
OG0000268	XP_026236544.1, XP_026236539.1, XP_026236563.1, XP_026236566.1, XP_026236542.1, XP_026236545.1, XP_026236543.1	XP_039336479.1, XP_010336634.1
OG0000270	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1
OG0000272	XP_026267678.1, XP_026267677.1	XP_003933080.1
OG0000272	XP_026267676.1	XP_003933076.2
OG0000273	XP_026238202.1	XP_039316246.1, XP_010343155.2, XP_003934265.1
OG0000274	XP_026236048.1	XP_003929108.1
OG0000274	XP_026236050.1	XP_003929106.1
OG0000275	XP_026269811.1	XP_039331456.1
OG0000278	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1	XP_039324245.1, XP_003933960.1
OG0000279	XP_026261464.1, XP_026261463.1	XP_039326310.1, XP_039326284.1
OG0000280	XP_026255947.1, XP_026255945.1	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1
OG0000281	XP_026253602.1	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2
OG0000282	XP_026263126.1, XP_026263127.1	XP_039332499.1
OG0000282	XP_026259186.1	XP_039334752.1, XP_039327539.1
OG0000286	XP_026238043.1, XP_026238039.1	XP_003923395.2
OG0000287	XP_026236414.1	XP_003935865.2
OG0000287	XP_026267816.1	XP_003935829.2
OG0000287	XP_026267817.1	XP_003935830.2
OG0000289	XP_026238044.1, XP_026248356.1	XP_003923731.2
OG0000289	XP_026248355.1, XP_026248346.1, XP_026248354.1, XP_026248379.1, XP_026252121.1, XP_026252179.1	XP_010332826.1
OG0000290	XP_026261807.1, XP_026261809.1, XP_026261808.1	XP_010333367.1
OG0000291	XP_026237268.1	XP_010340790.1, XP_003931837.1
OG0000291	XP_026237265.1, XP_026237264.1	XP_003931838.1
OG0000292	XP_026242936.1	XP_039324035.1
OG0000293	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1
OG0000294	XP_026261937.1	XP_039336151.1
OG0000294	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1	XP_039325922.1, XP_010349843.1
OG0000295	XP_026239036.1	XP_039335727.1
OG0000295	XP_026238639.1	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1
OG0000296	XP_026270551.1, XP_026270549.1, XP_026270550.1	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2
OG0000297	XP_026266666.1	XP_003934550.1, XP_010343392.1, XP_039317701.1
OG0000298	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1	XP_010340855.1, NP_001266929.1
OG0000299	XP_026251698.1, XP_026251695.1, XP_026251697.1	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1
OG0000299	XP_026251140.1	XP_003934799.1
OG0000300	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1	XP_003920135.2
OG0000301	XP_026256795.1	XP_003923423.1
OG0000303	XP_026248154.1	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1
OG0000304	XP_026255330.1	XP_039334875.1
OG0000304	XP_026266731.1	XP_003919795.1
OG0000305	XP_026244728.1, XP_026261393.1	XP_039335863.1, XP_039323451.1
OG0000307	XP_026235476.1, XP_026249575.1	XP_039329021.1, XP_039319784.1, XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1
OG0000308	XP_026240944.1, XP_026245638.1	XP_003933702.1
OG0000308	XP_026261379.1	XP_003936897.1
OG0000309	XP_026235736.1, XP_026235737.1	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2
OG0000310	XP_026247361.1, XP_026247362.1	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1
OG0000311	XP_026243383.1	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1
OG0000312	XP_026237850.1	XP_010336231.2
OG0000312	XP_026270255.1, XP_026237851.1, XP_026238563.1	XP_003920315.2
OG0000312	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1	XP_010334255.1, XP_039327118.1
OG0000314	XP_026238541.1	XP_039336147.1
OG0000314	XP_026270361.1, XP_026270359.1, XP_026270360.1	XP_010334539.1
OG0000315	XP_026258652.1, XP_026264866.1	XP_010339995.1, XP_003945283.2
OG0000316	XP_026236867.1	XP_003943964.1
OG0000318	XP_026246456.1	XP_039330733.1
OG0000318	XP_026246457.1	XP_039317572.1
OG0000318	XP_026257110.1	XP_010344951.1
OG0000319	XP_026239885.1, XP_026239887.1, XP_026239886.1	XP_010339352.1
OG0000320	XP_026236330.1, XP_026236337.1, XP_026236344.1	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1
OG0000321	XP_026262034.1, XP_026262033.1	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1
OG0000321	XP_026258443.1	XP_039319977.1
OG0000322	XP_026241507.1	XP_003940320.1
OG0000322	XP_026247594.1	XP_010348000.1
OG0000323	XP_026247500.1	XP_039329992.1
OG0000323	XP_026257312.1	XP_003926406.1, XP_039325476.1
OG0000324	XP_026250022.1, XP_026250057.1	XP_039325213.1
OG0000325	XP_026249739.1, XP_026249735.1, XP_026249737.1, XP_026249738.1, XP_026249736.1	XP_003931402.1, XP_039332552.1, XP_003931401.1
OG0000326	XP_026256176.1	XP_039316283.1
OG0000327	XP_026242837.1, XP_026242835.1, XP_026242836.1	XP_039332783.1, XP_039332782.1, XP_039332784.1
OG0000328	XP_026242020.1, XP_026242022.1, XP_026242021.1, XP_026242018.1, XP_026242019.1	XP_010349061.1, XP_003940074.1
OG0000329	XP_026242453.1, XP_026242450.1, XP_026242451.1	XP_039328473.1
OG0000329	XP_026249916.1, XP_026249915.1, XP_026249914.1, XP_026249913.1	XP_003933510.1
OG0000330	XP_026266999.1	XP_010332103.1
OG0000331	XP_026268680.1	XP_010345824.1
OG0000332	XP_026266952.1, XP_026266949.1, XP_026266951.1, XP_026266950.1	XP_039328671.1, XP_039328672.1
OG0000333	XP_026239640.1, XP_026239641.1, XP_026239642.1	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1
OG0000334	XP_026255510.1, XP_026255512.1, XP_026255509.1	XP_010327807.1
OG0000335	XP_026257521.1, XP_026257522.1, XP_026257523.1	XP_003942734.1
OG0000336	XP_026238734.1	XP_010335917.1, XP_010335916.1
OG0000337	XP_026254711.1, XP_026254710.1	XP_003927448.1
OG0000339	XP_026249919.1, XP_026249918.1	XP_039316760.1, XP_039316761.1
OG0000339	XP_026239576.1, XP_026239577.1	XP_039333039.1
OG0000340	XP_026261305.1	XP_039318835.1, XP_039318836.1
OG0000340	XP_026267316.1, XP_026267312.1, XP_026267315.1, XP_026267313.1, XP_026267314.1	XP_003943209.1
OG0000341	XP_026237635.1	XP_003927227.1
OG0000342	XP_026252032.1	XP_039331607.1
OG0000342	XP_026237529.1, XP_026236599.1	XP_003923715.2
OG0000343	XP_026257140.1	XP_010340785.2, XP_010340786.2, XP_039332938.1
OG0000344	XP_026242322.1	XP_010349695.1
OG0000345	XP_026256311.1	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1
OG0000346	XP_026258536.1	XP_039316753.1
OG0000346	XP_026258541.1, XP_026258543.1	XP_003933465.1
OG0000347	XP_026265346.1	XP_003919869.1
OG0000347	XP_026252963.1	XP_010347152.2
OG0000348	XP_026250326.1	XP_039319820.1, XP_039319819.1, XP_010333844.1
OG0000349	XP_026264042.1, XP_026264041.1, XP_026264038.1, XP_026264039.1, XP_026264037.1, XP_026264040.1	XP_039332121.1, XP_010328576.1
OG0000349	XP_026245726.1	XP_003926325.1
OG0000350	XP_026242856.1, XP_026242857.1, XP_026242855.1, XP_026242854.1	XP_010328950.2, XP_039332441.1, XP_003942852.1
OG0000351	XP_026240312.1	XP_039320496.1
OG0000352	XP_026251915.1	XP_039326951.1
OG0000354	XP_026266623.1, XP_026266619.1, XP_026266608.1, XP_026266614.1, XP_026266609.1, XP_026266616.1, XP_026266612.1, XP_026266624.1, XP_026266621.1, XP_026266611.1, XP_026266622.1, XP_026266618.1, XP_026266617.1, XP_026266615.1, XP_026266620.1, XP_026266610.1	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2
OG0000355	XP_026267543.1, XP_026267555.1, XP_026267551.1, XP_026267535.1	XP_039336490.1, XP_039336491.1
OG0000356	XP_026235765.1	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1
OG0000357	XP_026238567.1	XP_039319899.1, XP_010330519.2
OG0000359	XP_026271117.1, XP_026271116.1	XP_003944378.1
OG0000359	XP_026237234.1	XP_003943447.2
OG0000360	XP_026256168.1	XP_003930084.1
OG0000360	XP_026256161.1	XP_039334104.1
OG0000360	XP_026256167.1	XP_039334092.1
OG0000361	XP_026238481.1	XP_003920138.2, XP_003920142.2
OG0000362	XP_026236975.1	XP_039321710.1, XP_039321709.1
OG0000362	XP_026250833.1	XP_039323844.1
OG0000363	XP_026238491.1, XP_026263010.1	XP_003921542.2
OG0000364	XP_026248427.1, XP_026248428.1	XP_010345041.2
OG0000365	XP_026265410.1, XP_026265409.1	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1
OG0000366	XP_026269902.1, XP_026269892.1	XP_010333283.1, XP_003924294.2
OG0000367	XP_026266520.1, XP_026266519.1, XP_026266521.1	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1
OG0000368	XP_026249119.1, XP_026249115.1, XP_026249116.1, XP_026249118.1	XP_003925240.1, XP_010334201.1
OG0000369	XP_026236933.1, XP_026236924.1, XP_026236927.1, XP_026236934.1, XP_026236931.1, XP_026236935.1, XP_026236926.1, XP_026236936.1, XP_026236937.1	XP_003935345.2
OG0000370	XP_026267855.1, XP_026267854.1, XP_026267853.1, XP_026267852.1	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1
OG0000371	XP_026257257.1	XP_003922004.1
OG0000371	XP_026267399.1, XP_026267398.1, XP_026267400.1	XP_003930850.1, XP_010339689.1
OG0000372	XP_026253620.1	XP_039333193.1
OG0000373	XP_026263874.1, XP_026263873.1, XP_026263871.1, XP_026263872.1	XP_039317940.1, XP_039317941.1, XP_039316567.1
OG0000374	XP_026239122.1	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1
OG0000375	XP_026250732.1	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1
OG0000376	XP_026265897.1, XP_026265895.1, XP_026265898.1	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1
OG0000379	XP_026238618.1	XP_039326923.1
OG0000381	XP_026270272.1	XP_003919941.2
OG0000381	XP_026270271.1	XP_039327445.1, XP_039335065.1
OG0000382	XP_026242552.1, XP_026242551.1, XP_026242550.1, XP_026242554.1, XP_026242553.1	XP_010328928.1, XP_010328930.1, XP_010328929.1, XP_039332339.1, XP_010328932.1, XP_010328931.1, XP_039332340.1, XP_039332338.1
OG0000384	XP_026256709.1, XP_026256718.1, XP_026256716.1	XP_039327253.1
OG0000386	XP_026241651.1	XP_010338540.1
OG0000387	XP_026253219.1, XP_026253228.1	XP_039324584.1, XP_039328311.1, XP_039328312.1, XP_003943464.1
OG0000388	XP_026252106.1, XP_026252107.1, XP_026252108.1	XP_003923672.1, XP_010332763.1, XP_010332764.1
OG0000389	XP_026268988.1	XP_039316319.1, XP_039316321.1
OG0000390	XP_026265569.1	XP_039329902.1, XP_003921483.1
OG0000391	XP_026256576.1, XP_026256591.1, XP_026256582.1, XP_026256601.1	XP_003924636.1, XP_010333619.1
OG0000392	XP_026250264.1	XP_039323108.1
OG0000393	XP_026242776.1	XP_039331959.1, XP_003931303.1
OG0000394	XP_026253461.1, XP_026253471.1	XP_003929632.2
OG0000396	XP_026259897.1	XP_010330896.1, XP_039327115.1, XP_010330946.1, XP_010330992.1, XP_010330861.1
OG0000397	XP_026237509.1	XP_039329126.1
OG0000398	XP_026242435.1	XP_039333392.1, XP_039330011.1
OG0000399	XP_026247720.1	XP_010343425.1, XP_010343424.1, XP_010343423.1
OG0000400	XP_026262845.1, XP_026262843.1, XP_026262844.1	XP_010348103.1
OG0000401	XP_026248877.1, XP_026248878.1	XP_010328155.2
OG0000402	XP_026266884.1	XP_003921968.2
OG0000402	XP_026266896.1	XP_010327774.1
OG0000402	XP_026266875.1	XP_010350772.2
OG0000405	XP_026268406.1, XP_026268407.1, XP_026268408.1	XP_039331605.1, XP_003943139.1, XP_003943141.1
OG0000406	XP_026237371.1	XP_010344606.2
OG0000407	XP_026242540.1	XP_010340227.1
OG0000407	XP_026242542.1	XP_010340228.1
OG0000409	XP_026270167.1	XP_003923396.1, XP_010332522.1
OG0000411	XP_026235477.1, XP_026235523.1, XP_026235563.1, XP_026235537.1	XP_010334461.2
OG0000412	XP_026266402.1	XP_003941177.1
OG0000413	XP_026256249.1, XP_026256247.1, XP_026256251.1, XP_026256250.1, XP_026256248.1	XP_003930100.1, XP_039334097.1, XP_003930098.1, XP_003930099.1
OG0000414	XP_026261938.1	XP_010345156.1
OG0000415	XP_026246860.1	XP_039335126.1
OG0000415	XP_026262688.1	XP_039334709.1, XP_003940833.1, XP_039317743.1
OG0000416	XP_026270981.1	XP_039317378.1
OG0000417	XP_026246937.1	XP_003925289.1
OG0000418	XP_026246923.1, XP_026246922.1, XP_026246921.1	XP_010334267.1, XP_010334268.1, XP_039331020.1, XP_003925282.1, XP_039331021.1
OG0000419	XP_026244486.1	XP_003921078.2, XP_010341787.1, XP_010341784.1, XP_010341791.1
OG0000421	XP_026269399.1	XP_003935272.1
OG0000422	XP_026264663.1	XP_010340472.1, XP_010340471.1
OG0000423	XP_026239028.1	XP_039335300.1
OG0000425	XP_026266069.1	XP_010329942.1
OG0000426	XP_026250378.1	XP_039326148.1
OG0000427	XP_026236105.1, XP_026237760.1, XP_026268373.1	XP_039323220.1, XP_039323221.1, XP_039331292.1, XP_039331600.1, XP_003944512.2
OG0000428	XP_026251625.1, XP_026251616.1	XP_039317008.1, XP_003935622.1, XP_003935618.1, XP_010344408.1, XP_010344407.1, XP_003935620.1, XP_003935619.1, XP_003935624.1
OG0000431	XP_026236717.1, XP_026236715.1, XP_026236716.1, XP_026247938.1, XP_026247937.1, XP_026247871.1	XP_010339016.1, XP_039333934.1, XP_039333937.1
OG0000432	XP_026266600.1	XP_010340610.1
OG0000432	XP_026269961.1	XP_003934615.2
OG0000433	XP_026237360.1	XP_003926447.2, XP_039323592.1, XP_039323593.1
OG0000434	XP_026255638.1	XP_010350769.1
OG0000435	XP_026253453.1, XP_026253455.1	XP_003936922.1
OG0000436	XP_026266300.1	XP_010349157.1
OG0000436	XP_026246828.1	XP_010335240.1, XP_039325019.1, XP_039319404.1, XP_003944270.1
OG0000437	XP_026259566.1, XP_026259568.1, XP_026259567.1, XP_026259569.1, XP_026259570.1	XP_010336153.2, XP_010349249.1, XP_039323057.1, XP_039323059.1, XP_039323058.1
OG0000438	XP_026244106.1	XP_010343642.1
OG0000438	XP_026256264.1	XP_039336042.1
OG0000439	XP_026268794.1, XP_026268788.1	XP_010344180.1, XP_039320264.1
OG0000440	XP_026240927.1, XP_026240928.1	XP_010333447.1, XP_010333446.1
OG0000441	XP_026263991.1, XP_026263992.1, XP_026263993.1	XP_003943652.2
OG0000443	XP_026254126.1	XP_010338471.1
OG0000444	XP_026266981.1, XP_026266980.1	XP_039328533.1, XP_039328536.1, XP_039328534.1, XP_039328537.1, XP_039328535.1, XP_039328532.1, XP_039328538.1, XP_039328530.1, XP_039328531.1
OG0000445	XP_026263974.1	XP_003925073.2
OG0000445	XP_026263973.1	XP_010334068.2
OG0000446	XP_026248832.1	XP_010329077.1
OG0000446	XP_026252571.1	XP_010344663.1
OG0000447	XP_026254625.1, XP_026254628.1, XP_026254624.1, XP_026254627.1, XP_026254623.1, XP_026254629.1	XP_039317038.1, XP_039317036.1, XP_039317037.1
OG0000448	XP_026269140.1	XP_039318354.1, XP_003938524.1, XP_039318356.1, XP_039318355.1, XP_010347478.1
OG0000449	XP_026258985.1	XP_039327192.1, XP_039324539.1
OG0000450	XP_026249825.1	XP_003941718.1, XP_010350741.1
OG0000451	XP_026245304.1, XP_026245305.1, XP_026245303.1	XP_010350610.1, XP_010350613.1
OG0000452	XP_026236357.1, XP_026236354.1, XP_026236356.1, XP_026236358.1	XP_039336583.1, XP_003938020.1
OG0000454	XP_026258600.1	XP_010342316.1, XP_010342315.1, XP_003933487.1
OG0000455	XP_026269496.1, XP_026269488.1, XP_026269495.1	XP_039316805.1, XP_010331248.2, XP_003933587.2
OG0000456	XP_026266304.1	XP_010332130.1
OG0000457	XP_026255273.1	XP_010339669.2
OG0000458	XP_026239678.1	XP_003925115.1
OG0000458	XP_026245817.1	XP_003926316.1
OG0000459	XP_026269979.1, XP_026269978.1, XP_026269981.1, XP_026269980.1	XP_003924434.1, XP_010333423.1
