Orthogroup	Urocitellus_parryii	Ursus_americanus
OG0000153	XP_026238093.1, XP_026237755.1	XP_045651787.1, XP_045652423.1, XP_045632506.1
OG0000156	XP_026259518.1	XP_045627116.1
OG0000156	XP_026238050.1	XP_045645380.1, XP_045645370.1, XP_045645371.1, XP_045645382.1, XP_045645377.1, XP_045645384.1, XP_045645375.1, XP_045645373.1, XP_045645385.1, XP_045645387.1, XP_045645386.1, XP_045645381.1, XP_045645379.1, XP_045645378.1, XP_045645376.1, XP_045645374.1
OG0000157	XP_026269250.1	XP_045650784.1
OG0000157	XP_026249807.1	XP_045659837.1
OG0000158	XP_026240664.1	XP_045642873.1
OG0000158	XP_026268724.1	XP_045640400.1
OG0000159	XP_026266848.1, XP_026266849.1, XP_026266846.1	XP_045641613.1
OG0000159	XP_026266842.1	XP_045641615.1, XP_045641614.1
OG0000161	XP_026267513.1, XP_026238663.1, XP_026267512.1	XP_045644242.1
OG0000162	XP_026266683.1	XP_045637184.1, XP_045637087.1
OG0000163	XP_026248265.1, XP_026248287.1	XP_045653622.1, XP_045653620.1
OG0000164	XP_026253089.1	XP_045666098.1
OG0000164	XP_026253092.1	XP_045666097.1
OG0000165	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1	XP_045642382.1
OG0000166	XP_026250823.1, XP_026250824.1	XP_045664241.1, XP_045664242.1
OG0000167	XP_026258272.1, XP_026258273.1	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1
OG0000168	XP_026267488.1	XP_045670343.1
OG0000170	XP_026254811.1	XP_045652442.1
OG0000171	XP_026249924.1	XP_045661479.1
OG0000172	XP_026250205.1	XP_045645045.1
OG0000172	XP_026255734.1	XP_045661341.1
OG0000172	XP_026269299.1	XP_045650115.1
OG0000173	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1	XP_045654366.1, XP_045654367.1, XP_045654365.1
OG0000174	XP_026235980.1, XP_026235982.1, XP_026235981.1	XP_045646628.1, XP_045646626.1, XP_045646627.1
OG0000175	XP_026260198.1	XP_045664641.1
OG0000176	XP_026262355.1	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1
OG0000177	XP_026240024.1, XP_026240023.1	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1
OG0000178	XP_026245161.1	XP_045667222.1
OG0000179	XP_026236812.1	XP_045639015.1, XP_045638897.1
OG0000180	XP_026267620.1	XP_045630300.1
OG0000181	XP_026260337.1, XP_026260348.1, XP_026260332.1	XP_045653534.1, XP_045653532.1, XP_045653531.1
OG0000182	XP_026270826.1, XP_026270821.1	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1
OG0000183	XP_026254865.1	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1
OG0000184	XP_026240862.1	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1
OG0000185	XP_026235921.1, XP_026235918.1, XP_026235917.1, XP_026235922.1, XP_026235920.1, XP_026235923.1, XP_026235919.1	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1
OG0000187	XP_026237629.1, XP_026237630.1	XP_045650158.1
OG0000188	XP_026256750.1, XP_026256706.1	XP_045671349.1, XP_045671359.1
OG0000188	XP_026256763.1	XP_045671351.1
OG0000189	XP_026236650.1	XP_045634958.1
OG0000189	XP_026270818.1	XP_045639072.1
OG0000190	XP_026265954.1	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1
OG0000191	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1	XP_045654464.1, XP_045654463.1
OG0000192	XP_026266668.1	XP_045637240.1
OG0000193	XP_026235764.1	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1
OG0000194	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1
OG0000195	XP_026239254.1	XP_045651441.1
OG0000196	XP_026262375.1	XP_045642461.1
OG0000196	XP_026262376.1	XP_045642983.1
OG0000196	XP_026236211.1, XP_026236238.1	XP_045642982.1, XP_045642980.1, XP_045642981.1
OG0000197	XP_026268139.1	XP_045628962.1
OG0000197	XP_026247348.1	XP_045649214.1
OG0000198	XP_026237449.1, XP_026237448.1	XP_045629517.1, XP_045629798.1
OG0000198	XP_026237461.1	XP_045629926.1, XP_045641555.1, XP_045629785.1
OG0000198	XP_026247067.1	XP_045652613.1
OG0000199	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1
OG0000200	XP_026237293.1	XP_045657789.1
OG0000200	XP_026259116.1	XP_045657797.1
OG0000201	XP_026264052.1	XP_045670378.1
OG0000202	XP_026251635.1	XP_045654575.1
OG0000202	XP_026251591.1	XP_045654576.1
OG0000202	XP_026251589.1, XP_026258353.1	XP_045654574.1
OG0000203	XP_026244830.1	XP_045638396.1
OG0000204	XP_026256807.1	XP_045638739.1
OG0000205	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1
OG0000206	XP_026262288.1	XP_045630443.1
OG0000207	XP_026250373.1, XP_026250374.1, XP_026250372.1	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1
OG0000208	XP_026252554.1	XP_045645179.1
OG0000210	XP_026254782.1	XP_045652571.1, XP_045664609.1
OG0000211	XP_026250304.1	XP_045637800.1
OG0000211	XP_026250307.1	XP_045637802.1
OG0000211	XP_026239111.1, XP_026239110.1	XP_045660501.1, XP_045660500.1
OG0000212	XP_026253926.1	XP_045651735.1, XP_045634907.1
OG0000213	XP_026255250.1	XP_045667544.1, XP_045649519.1, XP_045631560.1, XP_045661431.1
OG0000214	XP_026245568.1	XP_045634603.1
OG0000214	XP_026250337.1	XP_045652310.1
OG0000215	XP_026266594.1	XP_045630954.1
OG0000216	XP_026240715.1	XP_045661799.1
OG0000217	XP_026258660.1, XP_026258659.1	XP_045635355.1, XP_045635356.1
OG0000218	XP_026263177.1	XP_045633915.1
OG0000219	XP_026247803.1	XP_045662138.1
OG0000219	XP_026256016.1	XP_045648961.1, XP_045648962.1
OG0000220	XP_026267412.1	XP_045643032.1
OG0000220	XP_026267413.1	XP_045643033.1
OG0000220	XP_026267411.1	XP_045642479.1
OG0000221	XP_026235035.1, XP_026235400.1, XP_026235034.1	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1
OG0000222	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1
OG0000223	XP_026238212.1, XP_026238374.1, XP_026238017.1	XP_045649675.1
OG0000224	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1	XP_045643555.1, XP_045643554.1
OG0000225	XP_026270364.1	XP_045669632.1
OG0000226	XP_026235766.1, XP_026235767.1	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1
OG0000226	XP_026235761.1	XP_045656241.1
OG0000227	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1
OG0000228	XP_026251805.1	XP_045650033.1
OG0000228	XP_026251806.1	XP_045650031.1
OG0000230	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1	XP_045631978.1
OG0000230	XP_026262630.1	XP_045638485.1
OG0000231	XP_026270331.1	XP_045656570.1
OG0000231	XP_026254007.1, XP_026254006.1	XP_045635018.1
OG0000232	XP_026244843.1	XP_045653119.1
OG0000232	XP_026268124.1	XP_045651926.1, XP_045651927.1, XP_045651928.1
OG0000233	XP_026246449.1	XP_045667985.1
OG0000236	XP_026265741.1	XP_045646101.1
OG0000237	XP_026235321.1	XP_045627811.1
OG0000238	XP_026254256.1	XP_045645519.1
OG0000238	XP_026254268.1, XP_026254239.1	XP_045645918.1, XP_045645920.1
OG0000238	XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1	XP_045652573.1, XP_045645518.1
OG0000239	XP_026235401.1	XP_045642906.1
OG0000239	XP_026237105.1	XP_045642425.1
OG0000239	XP_026237114.1	XP_045642905.1, XP_045642898.1, XP_045642891.1, XP_045642893.1, XP_045642889.1, XP_045642432.1
OG0000240	XP_026258466.1, XP_026236672.1, XP_026236670.1	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1
OG0000241	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1	XP_045642858.1, XP_045642864.1, XP_045642854.1
OG0000243	XP_026245000.1	XP_045628507.1
OG0000244	XP_026270469.1	XP_045656051.1, XP_045656052.1
OG0000244	XP_026238521.1	XP_045628435.1
OG0000245	XP_026238690.1	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1
OG0000246	XP_026258095.1	XP_045642379.1
OG0000247	XP_026243042.1	XP_045672313.1
OG0000248	XP_026267515.1	XP_045641425.1, XP_045641424.1
OG0000249	XP_026268498.1	XP_045648419.1
OG0000249	XP_026268502.1, XP_026268501.1, XP_026268499.1	XP_045649585.1, XP_045649584.1
OG0000251	XP_026250757.1	XP_045644583.1, XP_045644582.1
OG0000252	XP_026261410.1	XP_045656277.1, XP_045656276.1, XP_045656278.1
OG0000254	XP_026248072.1, XP_026248078.1	XP_045662770.1
OG0000256	XP_026262141.1	XP_045631161.1, XP_045631127.1
OG0000257	XP_026236798.1, XP_026236799.1	XP_045639040.1
OG0000257	XP_026236797.1	XP_045639058.1
OG0000258	XP_026255332.1	XP_045665976.1
OG0000259	XP_026236218.1, XP_026236232.1, XP_026236217.1	XP_045642954.1
OG0000260	XP_026235374.1, XP_026235371.1	XP_045642913.1
OG0000261	XP_026235013.1	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1
OG0000262	XP_026256878.1, XP_026256879.1, XP_026256877.1	XP_045638841.1
OG0000263	XP_026244311.1	XP_045667407.1
OG0000264	XP_026267563.1	XP_045671761.1
OG0000265	XP_026239453.1	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1
OG0000266	XP_026263966.1	XP_045668596.1, XP_045668587.1
OG0000267	XP_026257464.1	XP_045658391.1
OG0000268	XP_026236542.1, XP_026236545.1, XP_026236543.1	XP_045641676.1
OG0000270	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1	XP_045645146.1
OG0000272	XP_026267676.1	XP_045629547.1
OG0000273	XP_026238202.1	XP_045629774.1, XP_045629753.1, XP_045629862.1
OG0000274	XP_026236048.1	XP_045629318.1
OG0000274	XP_026236047.1	XP_045629478.1
OG0000274	XP_026236050.1	XP_045629321.1
OG0000275	XP_026269811.1, XP_026267118.1	XP_045644795.1
OG0000276	XP_026236930.1	XP_045634913.1, XP_045634912.1, XP_045634916.1, XP_045634927.1
OG0000276	XP_026236929.1	XP_045634929.1, XP_045651793.1, XP_045628269.1, XP_045651794.1, XP_045634919.1, XP_045634925.1
OG0000277	XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1	XP_045642802.1
OG0000278	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1
OG0000279	XP_026261464.1, XP_026261463.1	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1
OG0000280	XP_026255947.1, XP_026255945.1	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1
OG0000281	XP_026253602.1	XP_045655744.1, XP_045655743.1, XP_045655742.1
OG0000282	XP_026263126.1, XP_026263127.1	XP_045629380.1
OG0000282	XP_026259186.1	XP_045647521.1, XP_045647522.1
OG0000283	XP_026270369.1, XP_026270401.1, XP_026270398.1, XP_026270372.1, XP_026270405.1, XP_026270371.1, XP_026270397.1, XP_026270396.1	XP_045656318.1, XP_045656316.1, XP_045656317.1
OG0000284	XP_026236877.1, XP_026236882.1, XP_026236881.1, XP_026269171.1, XP_026236880.1, XP_026269168.1	XP_045659890.1
OG0000286	XP_026238043.1, XP_026238039.1	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1
OG0000287	XP_026236414.1	XP_045636885.1, XP_045644533.1
OG0000287	XP_026267816.1	XP_045645134.1, XP_045644517.1
OG0000287	XP_026267817.1	XP_045644516.1
OG0000288	XP_026235367.1	XP_045642907.1
OG0000288	XP_026238558.1	XP_045642435.1
OG0000288	XP_026237106.1	XP_045642434.1
OG0000289	XP_026238044.1, XP_026248356.1	XP_045653483.1, XP_045653484.1
OG0000290	XP_026261807.1, XP_026261809.1, XP_026261808.1	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1
OG0000291	XP_026237268.1	XP_045669918.1
OG0000291	XP_026237266.1	XP_045670011.1
OG0000291	XP_026237265.1, XP_026237264.1	XP_045670168.1, XP_045670167.1, XP_045670166.1
OG0000292	XP_026242936.1	XP_045671997.1
OG0000293	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1	XP_045626706.1
OG0000294	XP_026261937.1	XP_045647615.1
OG0000295	XP_026239036.1	XP_045660621.1
OG0000295	XP_026238639.1	XP_045666125.1
OG0000296	XP_026270551.1, XP_026270549.1, XP_026270550.1	XP_045651820.1, XP_045651819.1, XP_045651817.1, XP_045651816.1, XP_045651818.1, XP_045651821.1
OG0000297	XP_026266666.1	XP_045637181.1, XP_045637179.1, XP_045637180.1, XP_045637182.1
OG0000298	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1	XP_045663153.1
OG0000299	XP_026251698.1, XP_026251695.1, XP_026251697.1	XP_045652448.1, XP_045652449.1, XP_045652450.1
OG0000299	XP_026251140.1	XP_045647988.1
OG0000300	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1	XP_045642916.1, XP_045642917.1, XP_045642439.1, XP_045642914.1, XP_045642915.1
OG0000301	XP_026256795.1	XP_045638807.1
OG0000301	XP_026256789.1	XP_045638801.1
OG0000301	XP_026256798.1	XP_045638822.1, XP_045638812.1
OG0000302	XP_026235395.1, XP_026235394.1, XP_026235396.1, XP_026235398.1, XP_026238627.1, XP_026235399.1, XP_026235397.1	XP_045642927.1, XP_045642440.1
OG0000303	XP_026248154.1	XP_045661297.1, XP_045661296.1, XP_045661298.1
OG0000304	XP_026255330.1	XP_045668813.1
OG0000307	XP_026235476.1, XP_026249575.1	XP_045645998.1
OG0000308	XP_026240944.1, XP_026245638.1	XP_045671842.1
OG0000308	XP_026261379.1	XP_045657259.1, XP_045664330.1
OG0000309	XP_026235736.1, XP_026235737.1	XP_045661129.1, XP_045661131.1
OG0000310	XP_026247361.1, XP_026247362.1	XP_045649204.1, XP_045649203.1
OG0000311	XP_026243383.1	XP_045648810.1
OG0000312	XP_026270255.1, XP_026237851.1, XP_026238563.1	XP_045656660.1, XP_045656661.1
OG0000312	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1	XP_045631700.1, XP_045631701.1, XP_045631698.1, XP_045631699.1
OG0000313	XP_026254547.1	XP_045656753.1
OG0000313	XP_026254552.1	XP_045656755.1
OG0000314	XP_026238541.1	XP_045644629.1
OG0000314	XP_026270361.1, XP_026270359.1, XP_026270360.1	XP_045669552.1, XP_045669551.1
OG0000315	XP_026258652.1, XP_026264866.1	XP_045646435.1, XP_045635351.1
OG0000316	XP_026236867.1	XP_045649663.1, XP_045657254.1
OG0000318	XP_026246456.1, XP_026246457.1, XP_026257110.1	XP_045653245.1
OG0000319	XP_026239885.1, XP_026239887.1, XP_026239886.1	XP_045666425.1
OG0000320	XP_026236330.1, XP_026236337.1, XP_026236344.1	XP_045661546.1, XP_045661543.1, XP_045661547.1, XP_045661545.1, XP_045661544.1
OG0000321	XP_026262034.1, XP_026262033.1	XP_045628053.1
OG0000321	XP_026258443.1	XP_045660954.1
OG0000322	XP_026241507.1	XP_045663596.1
OG0000322	XP_026249989.1, XP_026247594.1	XP_045632272.1
OG0000323	XP_026247500.1	XP_045638198.1
OG0000323	XP_026257312.1	XP_045671598.1
OG0000324	XP_026250022.1	XP_045671758.1
OG0000325	XP_026249739.1, XP_026249735.1, XP_026249737.1, XP_026249738.1, XP_026249736.1	XP_045660842.1, XP_045660837.1, XP_045660844.1, XP_045660839.1, XP_045660845.1, XP_045660838.1, XP_045660841.1, XP_045660843.1, XP_045660840.1, XP_045660836.1
OG0000326	XP_026256176.1	XP_045642054.1
OG0000327	XP_026242837.1, XP_026242835.1, XP_026242836.1	XP_045637692.1
OG0000328	XP_026242020.1, XP_026242022.1, XP_026242021.1, XP_026242018.1, XP_026242019.1	XP_045626965.1, XP_045626964.1, XP_045626962.1, XP_045626963.1
OG0000329	XP_026242453.1, XP_026242450.1, XP_026242451.1	XP_045645588.1
OG0000329	XP_026249916.1, XP_026249915.1, XP_026249914.1, XP_026249913.1	XP_045657462.1
OG0000330	XP_026266999.1	XP_045663037.1
OG0000331	XP_026268680.1	XP_045655812.1, XP_045655810.1
OG0000331	XP_026252503.1	XP_045633961.1, XP_045633964.1, XP_045633963.1, XP_045633962.1
OG0000332	XP_026266952.1, XP_026266949.1, XP_026266951.1, XP_026266950.1	XP_045648355.1, XP_045648356.1
OG0000333	XP_026239640.1, XP_026239641.1, XP_026239642.1	XP_045634726.1, XP_045634723.1, XP_045634721.1, XP_045634722.1, XP_045634725.1, XP_045634724.1
OG0000334	XP_026255512.1	XP_045630545.1
OG0000334	XP_026255509.1	XP_045630544.1
OG0000334	XP_026255511.1	XP_045630546.1
OG0000335	XP_026257521.1, XP_026257522.1, XP_026257523.1	XP_045671065.1
OG0000336	XP_026238734.1	XP_045632628.1, XP_045632621.1, XP_045632624.1, XP_045632622.1, XP_045632627.1, XP_045632625.1, XP_045632626.1, XP_045632623.1
OG0000337	XP_026254711.1, XP_026254710.1	XP_045667626.1
OG0000339	XP_026249919.1, XP_026249918.1	XP_045657455.1
OG0000339	XP_026239576.1, XP_026239577.1	XP_045634828.1
OG0000340	XP_026261305.1	XP_045655245.1
OG0000340	XP_026267316.1, XP_026267312.1, XP_026267315.1, XP_026267313.1, XP_026267314.1	XP_045641262.1
OG0000341	XP_026237635.1	XP_045652837.1
OG0000342	XP_026252032.1	XP_045650084.1
OG0000343	XP_026257140.1	XP_045669834.1, XP_045669837.1, XP_045669836.1, XP_045669839.1, XP_045669830.1, XP_045669835.1, XP_045669838.1, XP_045669840.1, XP_045669832.1, XP_045669831.1
OG0000344	XP_026242322.1	XP_045647105.1
OG0000345	XP_026256311.1	XP_045669134.1
OG0000346	XP_026258536.1, XP_026258541.1, XP_026258543.1	XP_045657517.1, XP_045657518.1, XP_045657519.1, XP_045657520.1
OG0000347	XP_026252963.1	XP_045643660.1, XP_045643658.1, XP_045643659.1
OG0000348	XP_026250326.1	XP_045637850.1, XP_045637852.1, XP_045637851.1, XP_045637849.1
OG0000349	XP_026264042.1, XP_026264041.1, XP_026264038.1, XP_026264039.1, XP_026264037.1, XP_026264040.1	XP_045669847.1
OG0000349	XP_026245726.1	XP_045634706.1
OG0000350	XP_026242856.1, XP_026242857.1, XP_026242855.1, XP_026242854.1	XP_045637511.1, XP_045637633.1, XP_045637513.1
OG0000350	XP_026242908.1	XP_045637512.1
OG0000351	XP_026240312.1	XP_045661726.1
OG0000354	XP_026266623.1, XP_026266619.1, XP_026266608.1, XP_026266614.1, XP_026266609.1, XP_026266616.1, XP_026266612.1, XP_026266624.1, XP_026266621.1, XP_026266611.1, XP_026266622.1, XP_026266618.1, XP_026266617.1, XP_026266615.1, XP_026266620.1, XP_026266610.1	XP_045665956.1, XP_045665957.1
OG0000355	XP_026267543.1, XP_026267555.1, XP_026267551.1, XP_026267535.1	XP_045641402.1
OG0000356	XP_026235765.1	XP_045656253.1, XP_045656251.1, XP_045656250.1, XP_045656252.1
OG0000357	XP_026238567.1	XP_045645451.1, XP_045645452.1, XP_045645446.1, XP_045645445.1, XP_045645444.1, XP_045645449.1, XP_045645447.1, XP_045645448.1
OG0000359	XP_026271117.1, XP_026271116.1	XP_045651588.1, XP_045651587.1
OG0000360	XP_026256168.1	XP_045642033.1
OG0000360	XP_026256161.1	XP_045642040.1
OG0000360	XP_026256167.1	XP_045642039.1
OG0000361	XP_026238481.1	XP_045642447.1
OG0000362	XP_026236975.1	XP_045645401.1
OG0000362	XP_026250833.1	XP_045654368.1
OG0000363	XP_026238491.1, XP_026263010.1	XP_045658172.1
OG0000364	XP_026248427.1, XP_026248428.1	XP_045670848.1, XP_045670844.1, XP_045670845.1, XP_045670843.1, XP_045670847.1, XP_045670846.1
OG0000365	XP_026265410.1, XP_026265409.1	XP_045657682.1, XP_045657685.1, XP_045657686.1, XP_045657687.1, XP_045657683.1, XP_045657681.1
OG0000366	XP_026269902.1, XP_026269892.1	XP_045658516.1, XP_045658515.1
OG0000367	XP_026266520.1, XP_026266519.1, XP_026266521.1	XP_045630822.1, XP_045630821.1, XP_045630823.1, XP_045630824.1, XP_045630820.1
OG0000368	XP_026249119.1, XP_026249115.1, XP_026249116.1, XP_026249118.1	XP_045647032.1
OG0000369	XP_026236933.1, XP_026236924.1, XP_026236927.1, XP_026236934.1, XP_026236931.1, XP_026236935.1, XP_026236926.1, XP_026236936.1, XP_026236937.1	XP_045634933.1, XP_045634917.1
OG0000370	XP_026267855.1, XP_026267854.1, XP_026267853.1, XP_026267852.1	XP_045632451.1
OG0000371	XP_026267399.1, XP_026267398.1, XP_026267400.1	XP_045649551.1, XP_045649550.1
