Orthogroup	Urocitellus_parryii	Echinops_telfairi
OG0000227	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1	XP_045151206.1, XP_045151207.1, XP_045151208.1
OG0000228	XP_026251805.1	XP_045150280.1
OG0000230	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1	XP_004696084.1
OG0000230	XP_026262630.1	XP_004705056.1
OG0000231	XP_026270331.1	XP_004717469.3
OG0000231	XP_026254007.1, XP_026254006.1	XP_004697263.2
OG0000232	XP_026268124.1	XP_045153763.1
OG0000233	XP_026246449.1	XP_004709482.1
OG0000234	XP_026270137.1, XP_026270179.1, XP_026270138.1, XP_026238168.1, XP_026236792.1	XP_004717186.3, XP_004717187.3
OG0000235	XP_026257720.1, XP_026263430.1	XP_045152978.1
OG0000236	XP_026265741.1	XP_004703056.1
OG0000237	XP_026235321.1	XP_012860584.1
OG0000238	XP_026254256.1	XP_004700648.1
OG0000238	XP_026254268.1, XP_026254239.1	XP_004700642.1, XP_004700902.1
OG0000238	XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1	XP_004700900.1, XP_004700898.1, XP_004700901.1
OG0000239	XP_026235401.1	XP_004708542.1
OG0000239	XP_026237114.1	XP_004708538.1, XP_045147038.1, XP_004708537.1
OG0000241	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1	XP_004708533.1, XP_030741665.1
OG0000243	XP_026245000.1	XP_045144551.1
OG0000244	XP_026270469.1	XP_004714344.1
OG0000244	XP_026238521.1	XP_045141878.1, XP_045141871.1
OG0000245	XP_026237822.1	XP_004718110.1
OG0000245	XP_026238690.1	XP_004710517.1
OG0000246	XP_026258095.1	XP_004702333.2, XP_045145799.1
OG0000247	XP_026243040.1	XP_045140115.1
OG0000248	XP_026267515.1	XP_004713142.1, XP_004712142.1
OG0000249	XP_026268498.1	XP_004714011.1
OG0000249	XP_026268502.1, XP_026268501.1, XP_026268499.1	XP_004714013.1, XP_004714014.1
OG0000251	XP_026250757.1	XP_004704148.1
OG0000252	XP_026261410.1	XP_004701760.1
OG0000254	XP_026248072.1, XP_026248078.1	XP_012860652.1
OG0000255	XP_026247812.1, XP_026247535.1	XP_045142012.1
OG0000256	XP_026262141.1, XP_026262107.1	XP_004710512.1
OG0000257	XP_026236798.1, XP_026236799.1	XP_045146872.1, XP_004716465.1
OG0000257	XP_026236797.1	XP_030741696.1
OG0000258	XP_026255332.1	XP_012863806.1
OG0000259	XP_026236218.1, XP_026236232.1, XP_026236217.1, XP_026237387.1	XP_004717914.1
OG0000260	XP_026235374.1, XP_026235371.1	XP_004708441.1
OG0000261	XP_026235013.1	XP_004708430.1, XP_004708432.1
OG0000262	XP_026256878.1, XP_026256879.1, XP_026256877.1	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	XP_026244311.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	XP_026267563.1	XP_004698837.1
OG0000265	XP_026239453.1	XP_004710841.1
OG0000266	XP_026263966.1	XP_012861602.1
OG0000267	XP_026237595.1	XP_045145499.1
OG0000268	XP_026236544.1, XP_026236539.1, XP_026236563.1, XP_026236566.1, XP_026236542.1, XP_026236545.1, XP_026236543.1	XP_004713175.1, XP_004711378.1, XP_004713162.1
OG0000270	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1	XP_004713418.1
OG0000272	XP_026267678.1, XP_026267677.1	XP_030743938.1, XP_030743939.1
OG0000272	XP_026267676.1	XP_004707017.1, XP_004707401.1
OG0000273	XP_026238202.1, XP_026259915.1	XP_045140312.1, XP_012860906.1
OG0000274	XP_026236048.1	XP_004707033.1
OG0000274	XP_026236050.1	XP_004707034.1
OG0000275	XP_026267118.1	XP_012861120.1
OG0000276	XP_026236930.1	XP_004696922.1
OG0000276	XP_026236929.1	XP_004696921.2
OG0000277	XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1	XP_045147049.1
OG0000278	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1	XP_004696714.1
OG0000279	XP_026261464.1, XP_026261463.1	XP_004705599.1
OG0000280	XP_026255947.1, XP_026255945.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000281	XP_026253602.1	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1
OG0000282	XP_026259186.1	XP_012860079.2, XP_045152787.1, XP_004706475.1
OG0000283	XP_026270369.1, XP_026270401.1, XP_026270398.1, XP_026270372.1, XP_026270405.1, XP_026270371.1, XP_026270397.1, XP_026270396.1	XP_004712585.1
OG0000284	XP_026236877.1, XP_026236882.1, XP_026236881.1, XP_026269171.1, XP_026236880.1, XP_026269168.1	XP_004717454.1, XP_004717455.1, XP_004717456.1
OG0000286	XP_026238043.1, XP_026238039.1	XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	XP_026236414.1	XP_004698901.1
OG0000287	XP_026267817.1	XP_012859205.1
OG0000288	XP_026235367.1	XP_004708544.2
OG0000288	XP_026238558.1	XP_004708543.2
OG0000288	XP_026237106.1	XP_004708529.1
OG0000289	XP_026238044.1, XP_026248356.1	XP_045139512.1
OG0000289	XP_026248355.1, XP_026248346.1, XP_026248354.1, XP_026248379.1, XP_026252121.1, XP_026252179.1	XP_012862752.1
OG0000290	XP_026261807.1, XP_026261809.1, XP_026261808.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_026237268.1	XP_045155422.1
OG0000291	XP_026237265.1, XP_026237264.1	XP_045155421.1
OG0000292	XP_026242936.1	XP_045139939.1
OG0000293	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	XP_026261937.1	XP_030743531.2
OG0000294	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1	XP_004701525.1
OG0000295	XP_026239036.1	XP_045151430.1
OG0000295	XP_026238639.1	XP_045141048.1
OG0000296	XP_026270551.1, XP_026270549.1, XP_026270550.1	XP_045153427.1
OG0000297	XP_026266666.1	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1
OG0000298	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1	XP_045144106.1, XP_004697962.1
OG0000299	XP_026251698.1, XP_026251695.1, XP_026251697.1	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1
OG0000300	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	XP_026256795.1	XP_012864009.1, XP_012864010.1
OG0000301	XP_026256789.1	XP_004717526.1
OG0000301	XP_026256798.1	XP_004717546.2, XP_012864013.2
OG0000302	XP_026235395.1, XP_026235394.1, XP_026235396.1, XP_026235398.1, XP_026238627.1, XP_026235399.1, XP_026235397.1	XP_004708560.2
OG0000304	XP_026255330.1	XP_045145760.1
OG0000307	XP_026235476.1, XP_026249575.1	XP_045154607.1, XP_045149778.1, XP_030743176.2
OG0000308	XP_026240944.1, XP_026245638.1	XP_004706369.1
OG0000308	XP_026261379.1	XP_004717692.1
OG0000309	XP_026235736.1, XP_026235737.1	XP_012859090.1
OG0000310	XP_026247361.1, XP_026247362.1	XP_004702866.1
OG0000311	XP_026243427.1	XP_030740322.2
OG0000311	XP_026243383.1	XP_004708212.1
OG0000312	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1	XP_045153123.1
OG0000313	XP_026254547.1	XP_004711516.1
OG0000313	XP_026254552.1	XP_012862389.2
OG0000314	XP_026238541.1	XP_045150916.1, XP_004708649.1
OG0000314	XP_026270361.1, XP_026270359.1, XP_026270360.1	XP_045146715.1, XP_004717828.1
OG0000315	XP_026258652.1, XP_026264866.1	XP_012861971.2, XP_012864082.2
OG0000316	XP_026236867.1	XP_004717647.2
OG0000319	XP_026239885.1, XP_026239887.1, XP_026239886.1	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1
OG0000320	XP_026236330.1, XP_026236337.1, XP_026236344.1	XP_045150579.1, XP_004702113.2
OG0000321	XP_026262034.1, XP_026262033.1	XP_045148562.1
OG0000321	XP_026258443.1	XP_045154514.1
OG0000322	XP_026241507.1	XP_045148732.1, XP_004698816.3
OG0000322	XP_026247594.1	XP_004712675.1
OG0000323	XP_026247500.1	XP_004705077.1
OG0000323	XP_026257312.1	XP_004696385.1
OG0000324	XP_026250022.1	XP_045144063.1, XP_045144062.1
OG0000325	XP_026249739.1, XP_026249735.1, XP_026249737.1, XP_026249738.1, XP_026249736.1	XP_004716238.1, XP_045149401.1
OG0000326	XP_026256176.1	XP_004705625.1, XP_045141816.1
OG0000327	XP_026242837.1, XP_026242835.1, XP_026242836.1	XP_004707505.1
OG0000328	XP_026242020.1, XP_026242022.1, XP_026242021.1, XP_026242018.1, XP_026242019.1	XP_004713324.1, XP_045144518.1
OG0000329	XP_026242453.1, XP_026242450.1, XP_026242451.1	XP_045142641.1
OG0000329	XP_026249916.1, XP_026249915.1, XP_026249914.1, XP_026249913.1	XP_004699239.1
OG0000330	XP_026266999.1	XP_045150572.1
OG0000331	XP_026268680.1	XP_045143332.1
OG0000331	XP_026252503.1	XP_012861945.2
OG0000332	XP_026266952.1, XP_026266949.1, XP_026266951.1, XP_026266950.1	XP_045144623.1
OG0000333	XP_026239640.1, XP_026239641.1, XP_026239642.1	XP_045153367.1
OG0000334	XP_026255510.1, XP_026255512.1, XP_026255509.1	XP_004716840.1
OG0000334	XP_026255511.1	XP_045146284.1
OG0000335	XP_026257521.1, XP_026257522.1, XP_026257523.1	XP_004701257.1
OG0000336	XP_026238734.1	XP_045150973.1, XP_004708679.1
OG0000337	XP_026254711.1, XP_026254710.1	XP_004700030.1, XP_045153994.1
OG0000339	XP_026249919.1, XP_026249918.1	XP_004699228.1
OG0000339	XP_026239576.1, XP_026239577.1	XP_004715213.1
OG0000340	XP_026261305.1	XP_004698883.1
OG0000340	XP_026267316.1, XP_026267312.1, XP_026267315.1, XP_026267313.1, XP_026267314.1	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1
OG0000341	XP_026237635.1	XP_045143010.1
OG0000342	XP_026237529.1, XP_026236599.1	XP_004709838.1
OG0000343	XP_026257140.1	XP_045155630.1
OG0000344	XP_026242322.1	XP_004712667.1
OG0000345	XP_026256311.1	XP_045141257.1, XP_045141731.1
OG0000347	XP_026265346.1	XP_004716445.2
OG0000347	XP_026252963.1	XP_045154096.1, XP_045154095.1, XP_004699846.1
OG0000348	XP_026250326.1	XP_045152137.1
OG0000349	XP_026264042.1, XP_026264041.1, XP_026264038.1, XP_026264039.1, XP_026264037.1, XP_026264040.1	XP_004707315.1
OG0000349	XP_026245726.1	XP_004704213.2
OG0000350	XP_026242856.1, XP_026242857.1, XP_026242855.1, XP_026242854.1	XP_030743956.1
OG0000351	XP_026240312.1	XP_004697732.1
OG0000352	XP_026251914.1	XP_004709132.2
OG0000353	XP_026250491.1, XP_026250498.1	XP_045143303.1
OG0000354	XP_026266623.1, XP_026266619.1, XP_026266608.1, XP_026266614.1, XP_026266609.1, XP_026266616.1, XP_026266612.1, XP_026266624.1, XP_026266621.1, XP_026266611.1, XP_026266622.1, XP_026266618.1, XP_026266617.1, XP_026266615.1, XP_026266620.1, XP_026266610.1	XP_045139633.1, XP_004716313.1
OG0000355	XP_026267543.1, XP_026267555.1, XP_026267551.1, XP_026267535.1	XP_045140562.1
OG0000356	XP_026235765.1	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1
OG0000357	XP_026238567.1	XP_045146532.1
OG0000359	XP_026271117.1, XP_026271116.1	XP_045148754.1, XP_045148755.1, XP_004711769.1
OG0000360	XP_026256168.1	XP_004706067.1
OG0000360	XP_026256161.1	XP_012860898.1
OG0000360	XP_026256167.1	XP_045140728.1
OG0000361	XP_026238481.1	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1
OG0000362	XP_026250833.1	XP_004698461.1, XP_045141295.1, XP_045141296.1
OG0000363	XP_026238491.1, XP_026263010.1	XP_004699690.1, XP_004699691.1, XP_004699689.3
OG0000364	XP_026248427.1, XP_026248428.1	XP_045149720.1, XP_045149721.1, XP_004704908.1
OG0000365	XP_026265410.1, XP_026265409.1	XP_004699626.1
OG0000366	XP_026269902.1, XP_026269892.1	XP_004698982.1, XP_004698983.1
OG0000367	XP_026266520.1, XP_026266519.1, XP_026266521.1	XP_045155928.1, XP_004709270.1
OG0000368	XP_026249119.1, XP_026249115.1, XP_026249116.1, XP_026249118.1	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1
OG0000369	XP_026236933.1, XP_026236924.1, XP_026236927.1, XP_026236934.1, XP_026236931.1, XP_026236935.1, XP_026236926.1, XP_026236936.1, XP_026236937.1	XP_004697283.1
OG0000370	XP_026267855.1, XP_026267854.1, XP_026267853.1, XP_026267852.1	XP_045152628.1
OG0000371	XP_026257257.1	XP_004703983.2
OG0000371	XP_026267399.1, XP_026267398.1, XP_026267400.1	XP_045142300.1
OG0000372	XP_026253620.1	XP_045145855.1
OG0000373	XP_026263874.1, XP_026263873.1, XP_026263871.1, XP_026263872.1	XP_004708719.2
OG0000374	XP_026239122.1	XP_004698026.1
OG0000375	XP_026250732.1	XP_004714888.1, XP_045149970.1, XP_045149971.1
OG0000376	XP_026265897.1, XP_026265895.1, XP_026265898.1	XP_004696957.1
OG0000379	XP_026238618.1	XP_012863887.1
OG0000381	XP_026270272.1	XP_004711643.1
OG0000381	XP_026270271.1	XP_012863347.1, XP_012862278.1
OG0000382	XP_026242552.1, XP_026242551.1, XP_026242550.1, XP_026242554.1, XP_026242553.1	XP_012861252.1
OG0000384	XP_026256709.1, XP_026256718.1, XP_026256716.1	XP_004717561.1, XP_004717523.1
OG0000386	XP_026241651.1	XP_045141075.1
OG0000387	XP_026253219.1, XP_026253228.1	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1
OG0000390	XP_026265569.1	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1
OG0000391	XP_026256576.1, XP_026256591.1, XP_026256582.1, XP_026256601.1	XP_004699106.1, XP_045143691.1
OG0000392	XP_026250264.1	XP_012861978.1, XP_004710853.1
OG0000393	XP_026242776.1	XP_045155285.1
OG0000394	XP_026253461.1, XP_026253471.1	XP_004700440.1
OG0000395	XP_026251534.1	XP_045144881.1
OG0000396	XP_026259897.1	XP_045146974.1
OG0000398	XP_026242435.1	XP_045145417.1, XP_045142204.1, XP_045151680.1, XP_045155313.1, XP_030742015.2
OG0000399	XP_026247720.1	XP_004713829.1
OG0000400	XP_026262845.1, XP_026262843.1, XP_026262844.1	XP_004711455.1
OG0000401	XP_026248877.1, XP_026248878.1	XP_012860439.1
OG0000402	XP_026266884.1	XP_045153955.1
OG0000402	XP_026266896.1	XP_045154872.1
OG0000402	XP_026266875.1	XP_004703823.1
OG0000405	XP_026268406.1, XP_026268407.1, XP_026268408.1	XP_004716727.1, XP_045152935.1
OG0000407	XP_026242540.1	XP_004707097.1
OG0000407	XP_026242542.1	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1
OG0000408	XP_026236691.1, XP_026254164.1, XP_026236694.1	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1
OG0000409	XP_026270166.1	XP_004717173.1
OG0000411	XP_026235477.1, XP_026235523.1, XP_026235563.1, XP_026235537.1	XP_004711112.1, XP_004711109.1, XP_004711110.2, XP_004711111.2
OG0000412	XP_026266402.1	XP_004716026.1
OG0000413	XP_026256249.1, XP_026256247.1, XP_026256251.1, XP_026256250.1, XP_026256248.1	XP_004705701.1
OG0000414	XP_026261938.1	XP_045148031.1
OG0000415	XP_026246860.1	XP_045149320.1, XP_045143060.1, XP_030740192.1, XP_045149901.1
OG0000416	XP_026270981.1	XP_012863146.1
OG0000417	XP_026246887.1	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1
OG0000418	XP_026246923.1, XP_026246922.1, XP_026246921.1	XP_004711007.2, XP_045152532.1, XP_045152531.1
OG0000419	XP_026244486.1	XP_012861393.1, XP_030741143.2, XP_045144867.1
OG0000421	XP_026269399.1	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1
OG0000422	XP_026264663.1	XP_004711934.1
OG0000423	XP_026239028.1	XP_045151155.1
OG0000425	XP_026266069.1	XP_045147494.1
OG0000427	XP_026236105.1, XP_026237760.1, XP_026268373.1	XP_045146160.1, XP_045152921.1
OG0000428	XP_026251625.1, XP_026251616.1	XP_004707626.1
OG0000431	XP_026236717.1, XP_026236715.1, XP_026236716.1, XP_026247938.1, XP_026247937.1, XP_026247871.1	XP_045141420.1
OG0000432	XP_026266600.1	XP_004709160.1
OG0000432	XP_026269961.1	XP_004713822.1
OG0000433	XP_026237360.1	XP_045150825.1
OG0000434	XP_026255638.1	XP_045145631.1
OG0000435	XP_026253453.1, XP_026253455.1	XP_004699507.1, XP_045147700.1, XP_004699508.2
OG0000436	XP_026266300.1	XP_004711262.1, XP_012859201.1
OG0000436	XP_026235486.1	XP_012859970.1
OG0000437	XP_026259566.1, XP_026259568.1, XP_026259567.1, XP_026259569.1, XP_026259570.1	XP_045148798.1
OG0000438	XP_026244106.1	XP_045140639.1
OG0000438	XP_026256264.1	XP_030744930.1
OG0000439	XP_026268794.1, XP_026268788.1	XP_004709879.1, XP_045150196.1
OG0000440	XP_026240927.1, XP_026240928.1	XP_045143961.1, XP_004699053.1
OG0000441	XP_026263991.1, XP_026263992.1, XP_026263993.1	XP_045155907.1
OG0000442	XP_026271179.1, XP_026235716.1, XP_026235715.1, XP_026235717.1, XP_026238428.1, XP_026237288.1, XP_026235719.1	XP_045148201.1, XP_045148200.1, XP_045148203.1
OG0000443	XP_026254126.1	XP_045149159.1
OG0000444	XP_026266981.1, XP_026266980.1	XP_012862996.1
OG0000445	XP_026263973.1	XP_004716048.1
OG0000446	XP_026248832.1	XP_004717006.1
OG0000446	XP_026252571.1	XP_045154525.1
OG0000447	XP_026254625.1, XP_026254628.1, XP_026254624.1, XP_026254627.1, XP_026254623.1, XP_026254629.1	XP_045142548.1, XP_045142547.1, XP_004707684.1
OG0000448	XP_026269140.1	XP_004715404.4
OG0000449	XP_026258985.1	XP_045140113.1, XP_012860330.1
OG0000450	XP_026249825.1	XP_045143433.1, XP_045143437.1, XP_045143436.1, XP_004712305.1, XP_045143434.1
OG0000451	XP_026245304.1, XP_026245305.1, XP_026245303.1	XP_045154623.1, XP_045154618.1, XP_045154617.1, XP_004703816.1, XP_045154628.1
OG0000452	XP_026236357.1, XP_026236354.1, XP_026236356.1, XP_026236358.1	XP_004716583.1
OG0000454	XP_026258600.1	XP_045148050.1, XP_004699254.1
OG0000455	XP_026269496.1, XP_026269488.1, XP_026269495.1	XP_045139676.1, XP_004714931.1
OG0000456	XP_026266304.1	XP_045150610.1
OG0000457	XP_026255273.1	XP_004708236.2
OG0000458	XP_026239678.1	XP_045153751.1
OG0000458	XP_026239709.1	XP_045153737.1
OG0000458	XP_026245817.1	XP_030743526.1
OG0000459	XP_026269979.1, XP_026269978.1, XP_026269981.1, XP_026269980.1	XP_045143677.1
OG0000460	XP_026261215.1	XP_045144843.1, XP_004714077.1, XP_004714076.1
OG0000460	XP_026268494.1	XP_004714060.2
OG0000461	XP_026262316.1, XP_026262360.1	XP_004715033.2
OG0000462	XP_026237366.1, XP_026237361.1, XP_026237353.1	XP_004698896.2, XP_004698895.2, XP_004698898.1, XP_004698899.1
OG0000464	XP_026235534.1, XP_026235532.1, XP_026235533.1, XP_026235536.1, XP_026235535.1, XP_026235539.1, XP_026235538.1	XP_045148268.1, XP_004715809.1
OG0000465	XP_026247000.1, XP_026247001.1, XP_026247002.1, XP_026246999.1	XP_045149614.1
OG0000467	XP_026260382.1, XP_026260381.1	XP_004714211.1
OG0000468	XP_026241315.1, XP_026241316.1	XP_004705907.1
OG0000469	XP_026242602.1, XP_026242603.1, XP_026242927.1, XP_026242926.1	XP_004707205.1
OG0000470	XP_026253813.1, XP_026253814.1	XP_004707037.1
OG0000471	XP_026270735.1	XP_045152529.1
OG0000472	XP_026238843.1	XP_045154508.1, XP_045143329.1, XP_004697514.1
OG0000472	XP_026264085.1	XP_045151429.1
OG0000473	XP_026262897.1, XP_026262912.1, XP_026262894.1, XP_026262904.1	XP_004697439.1
OG0000475	XP_026249174.1, XP_026249172.1	XP_030743808.1
OG0000476	XP_026254884.1	XP_004708404.1
OG0000477	XP_026252474.1	XP_004713621.1
OG0000477	XP_026252477.1, XP_026252476.1, XP_026252478.1	XP_004713626.1
OG0000479	XP_026269194.1	XP_012863522.1
OG0000482	XP_026258573.1	XP_045147945.1
OG0000482	XP_026263441.1	XP_012863268.3
OG0000483	XP_026264068.1	XP_004707284.1, XP_045155675.1
OG0000485	XP_026248576.1	XP_004707878.1
OG0000485	XP_026235703.1	XP_045154435.1, XP_004707880.1, XP_045144135.1, XP_004707879.1
OG0000487	XP_026263147.1	XP_004707441.1
OG0000487	XP_026263137.1	XP_004707442.1
OG0000488	XP_026260413.1	XP_045152114.1, XP_004703081.1
OG0000489	XP_026266337.1	XP_045144870.1
OG0000490	XP_026247445.1, XP_026247444.1	XP_045154852.1
OG0000491	XP_026250275.1	XP_004710858.1
OG0000491	XP_026249363.1	XP_004697005.1
OG0000492	XP_026245905.1	XP_004709575.1
OG0000492	XP_026244034.1	XP_045142233.1
OG0000493	XP_026246416.1, XP_026246415.1	XP_004712942.1
OG0000494	XP_026248786.1, XP_026248787.1	XP_004704584.1
OG0000495	XP_026268934.1, XP_026268933.1, XP_026268932.1	XP_004705642.1
OG0000496	XP_026263002.1, XP_026259914.1, XP_026262979.1	XP_004705961.2
OG0000497	XP_026243218.1	XP_004699940.1
OG0000498	XP_026268728.1, XP_026268727.1	XP_045154372.1, XP_045154373.1, XP_045154374.1, XP_004714791.1
OG0000499	XP_026239911.1, XP_026239910.1	XP_045143852.1, XP_045143854.1, XP_004699036.1, XP_045143853.1
OG0000500	XP_026250058.1	XP_004698817.1
OG0000501	XP_026264076.1, XP_026264075.1, XP_026264081.1, XP_026264077.1, XP_026264080.1, XP_026264082.1, XP_026264078.1	XP_004707571.1
OG0000502	XP_026254122.1	XP_004700618.1
OG0000503	XP_026240197.1	XP_045143675.1
OG0000506	XP_026263330.1, XP_026263329.1, XP_026263331.1	XP_045152970.1
OG0000507	XP_026235480.1	XP_045143353.1
OG0000508	XP_026265541.1	XP_004698247.1
OG0000510	XP_026255171.1	XP_004696978.1
OG0000511	XP_026255199.1	XP_004697382.1, XP_004697381.1, XP_004697383.1
OG0000512	XP_026257253.1, XP_026257254.1	XP_045154069.1
OG0000513	XP_026235763.1	XP_045146525.1, XP_004711234.1
OG0000514	XP_026266124.1, XP_026266125.1	XP_012862682.2
OG0000515	XP_026258713.1	XP_045152800.1
OG0000517	XP_026238516.1	XP_004700350.1, XP_045146952.1
OG0000519	XP_026237868.1	XP_045148333.1
OG0000520	XP_026267362.1	XP_004710370.1
OG0000521	XP_026253761.1, XP_026253762.1	XP_004705477.1
