Orthogroup	Saimiri_boliviensis_boliviensis	Canis_lupus_familiaris
OG0000168	XP_010340774.1	XP_038414635.1, XP_038437167.1, XP_038427261.1
OG0000168	XP_003922345.1	XP_038402638.1
OG0000170	XP_003919917.1, XP_039326960.1	NP_001300719.1
OG0000171	XP_039323743.1	XP_038381974.1
OG0000172	XP_039320443.1	XP_038435243.1
OG0000172	XP_039323441.1	XP_038382293.1
OG0000172	XP_003932734.1, XP_039335289.1	XP_038428877.1
OG0000173	XP_010344788.1, XP_003936029.1, XP_010344789.1	XP_038410914.1, XP_038410922.1, XP_038410915.1, XP_038410917.1, XP_038410925.1, XP_038410916.1, XP_038410919.1, XP_038410920.1, XP_038410921.1, XP_038410918.1, XP_038410924.1, XP_038410923.1
OG0000174	XP_010327976.1	XP_038416551.1
OG0000175	XP_010331846.1, XP_010331841.1	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1
OG0000176	XP_010333235.2, XP_003920207.2, XP_039327375.1	XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1
OG0000177	XP_039321184.1, XP_003922168.1	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1
OG0000179	XP_003943230.1	XP_038381597.1
OG0000179	XP_039323094.1	NP_001006653.1
OG0000180	XP_010347870.2, XP_039323049.1	NP_001124304.1
OG0000182	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1
OG0000183	XP_003920090.1	XP_038419339.1
OG0000185	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1	XP_038443856.1, XP_038443865.1, XP_038443855.1, XP_038443864.1, XP_038443862.1, XP_038443857.1, XP_038443866.1, XP_038443863.1, XP_038443853.1, XP_038443858.1, XP_038443860.1, XP_038443854.1, XP_038443861.1
OG0000188	XP_003923418.1, XP_003923419.2	XP_038424774.1, NP_001257813.1, NP_001257812.1
OG0000188	XP_003923417.1	XP_038424777.1, XP_038424776.1
OG0000188	XP_039326451.1, XP_039326452.1	XP_038424775.1
OG0000189	XP_003920425.2	XP_038424858.1
OG0000189	XP_039319953.1	XP_038444357.1, XP_038401086.1
OG0000190	XP_010341794.1	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1
OG0000191	XP_003938697.1, XP_039320884.1	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1
OG0000192	XP_010343377.2	XP_038432684.1
OG0000192	XP_039328200.1, XP_010335696.2, XP_003926722.1	XP_038432680.1
OG0000193	XP_010330508.1	XP_038443868.1, XP_038443869.1
OG0000194	XP_039319950.1, XP_039319949.1, XP_039319948.1	XP_038444455.1
OG0000195	XP_010332345.1	NP_001003387.1
OG0000196	XP_010332904.1	NP_001375534.1
OG0000196	XP_003920149.2	NP_001375535.1, XP_038418391.1
OG0000197	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1	XP_038443760.1, XP_038443759.1
OG0000197	XP_039328941.1	XP_038382078.1, XP_038412748.1
OG0000198	XP_039333558.1	XP_038383513.1
OG0000198	XP_010346188.1	XP_038385313.1
OG0000198	XP_003944058.1	XP_038383512.1
OG0000199	XP_039322282.1, XP_039322281.1	XP_038383776.1, XP_038383775.1
OG0000200	XP_003943305.2	XP_038397378.1
OG0000200	XP_003943303.1, XP_039329878.1	XP_038397377.1
OG0000201	XP_039332191.1, XP_039332900.1	XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000202	XP_003944247.2	XP_038415073.1
OG0000202	XP_039323270.1, XP_039323300.1, XP_039323187.1	XP_038415072.1
OG0000203	XP_039325610.1	XP_038421044.1
OG0000204	XP_039324880.1	XP_038424728.1
OG0000205	XP_010328386.1, XP_003942279.1	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	XP_003936093.1	XP_038426112.1
OG0000207	XP_003925667.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000208	XP_003945281.1	XP_038442518.1
OG0000210	XP_003919938.2, XP_039326785.1, XP_039326786.1	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	XP_003924861.1	XP_038399653.1
OG0000211	XP_039319579.1	XP_038399656.1, XP_038399655.1
OG0000211	XP_003932060.1	NP_001239095.1
OG0000213	XP_010349071.2	XP_038387999.1
OG0000213	XP_039319336.1	XP_038415468.1
OG0000214	XP_039321525.1	XP_038422738.1
OG0000214	XP_039330539.1	XP_038393379.1
OG0000214	XP_010339063.1	XP_038388357.1
OG0000215	XP_039332972.1	XP_038402225.1
OG0000216	XP_039320422.1, XP_039320424.1	XP_038411153.1
OG0000217	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1	XP_038443897.1, XP_038443898.1
OG0000218	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1	XP_038445419.1, XP_038445414.1, XP_038445022.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	NP_001183974.1
OG0000220	XP_003920219.1	NP_001375506.1
OG0000220	XP_003920220.1	NP_001375505.1
OG0000220	XP_010333342.1	NP_001375507.1
OG0000220	XP_003920505.1	NP_001375802.1
OG0000221	XP_003920132.1	XP_038418398.1, NP_001375959.1
OG0000222	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1
OG0000223	XP_010334189.1	XP_038420130.1
OG0000223	XP_003920311.3, XP_003920533.1	XP_038420126.1
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	XP_038441884.1
OG0000225	XP_003920342.1	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1
OG0000226	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1
OG0000226	XP_003940216.1	XP_038444745.1
OG0000228	XP_010345515.1	NP_001003078.1
OG0000229	XP_039317375.1, XP_039317374.1, XP_003941423.1	NP_001003190.1
OG0000230	XP_039319649.1, XP_039319635.1, XP_039319644.1	XP_038416695.1
OG0000230	XP_003937598.1	XP_038387109.1
OG0000231	XP_010330999.1, XP_010331000.1	XP_038439910.1
OG0000231	XP_039320205.1, XP_039320204.1	XP_038415431.1
OG0000232	XP_010329040.2	XP_038420725.1
OG0000232	XP_039331405.1	XP_038443475.1
OG0000233	XP_003928910.1	XP_038436324.1
OG0000235	XP_039332178.1	XP_038426195.1
OG0000235	XP_039323946.1, XP_039324546.1	NP_001003080.1, NP_001180585.1
OG0000235	XP_003920711.1	XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1
OG0000236	XP_003926098.1	NP_001003268.1
OG0000237	XP_003938099.1, XP_003931017.2	XP_038420950.1
OG0000237	XP_039315751.1	XP_038397714.1
OG0000237	XP_039327043.1	XP_038386505.1
OG0000238	XP_003939336.2	NP_001300815.1, NP_001375450.1
OG0000241	XP_010335794.2, XP_003920131.2	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000243	XP_010344437.1	XP_038383021.1
OG0000244	XP_039322131.1	XP_038423813.1, XP_038423814.1
OG0000244	XP_039331048.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000245	XP_010330417.1	XP_038383908.1
OG0000246	XP_039334581.1	XP_038385817.1
OG0000247	XP_003927577.1	XP_038389379.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	XP_003929836.1	XP_038415282.1
OG0000249	XP_003929837.1	XP_038415283.1
OG0000250	XP_039317012.1, XP_039317011.1	XP_038445059.1, XP_038425277.1, XP_038444985.1, XP_038445203.1, XP_038445010.1, XP_038425278.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	XP_038439794.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	XP_039318676.1, XP_039336541.1	NP_001003085.1
OG0000255	XP_039328401.1	XP_038397690.1
OG0000255	XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1	XP_038441028.1
OG0000255	XP_039320682.1, XP_039324624.1	XP_038395584.1
OG0000256	XP_003940456.1	NP_001003262.1, XP_038383983.1, XP_038383984.1
OG0000256	XP_003940458.1	NP_001003284.1
OG0000257	XP_003919835.2	NP_001375666.1
OG0000257	XP_003919841.1	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1
OG0000257	XP_003919836.1	NP_001376029.1
OG0000258	XP_039333850.1	NP_001184028.1
OG0000259	XP_003920139.1	NP_001375915.1
OG0000259	XP_003920144.1	NP_001375818.1, NP_001375444.1, NP_001375447.1
OG0000260	XP_003920134.2	NP_001375547.1
OG0000261	XP_003920129.2	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1
OG0000262	XP_003923877.1	NP_001375762.1
OG0000262	XP_003923420.2	NP_001376052.1
OG0000263	XP_010334377.1, XP_003925373.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_038401566.1
OG0000265	XP_039321980.1	XP_038410084.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_039318282.1	XP_038431764.1
OG0000268	XP_039336479.1, XP_010336634.1	XP_038437056.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	XP_038444399.1
OG0000272	XP_003933076.2	NP_001003297.1
OG0000272	XP_003933078.1	NP_001010960.1
OG0000272	XP_039332171.1	NP_001003966.1
OG0000272	XP_003933081.1	NP_001005255.1
OG0000273	XP_039316246.1, XP_010343155.2, XP_003934265.1	XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1
OG0000274	XP_003929108.1	NP_001005251.2
OG0000274	XP_003929106.1	NP_001005250.1
OG0000275	XP_039331456.1	NP_001238971.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1
OG0000279	XP_039326310.1, XP_039326284.1	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1
OG0000282	XP_039327539.1	XP_038431256.1
OG0000286	XP_003923395.2	NP_001375652.1, NP_001375653.1
OG0000287	XP_003935865.2	NP_001375697.1
OG0000287	XP_003935829.2	NP_001375480.1, XP_038445523.1
OG0000287	XP_003935830.2	NP_001375481.1
OG0000289	XP_003923731.2	XP_038392012.1
OG0000290	XP_010333367.1	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1
OG0000291	XP_010340790.1, XP_003931837.1	XP_038402692.1
OG0000291	XP_003931838.1	XP_038402681.1
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_038418902.1
OG0000294	XP_039336151.1	XP_038426642.1
OG0000294	XP_010349843.1	XP_038440945.1
OG0000295	XP_039335727.1	XP_038428298.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_038435485.1
OG0000296	XP_010337968.2	XP_038430362.1
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1
OG0000298	XP_010340855.1, NP_001266929.1	NP_001003072.1
OG0000299	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1	NP_001091451.1
OG0000299	XP_003934799.1	XP_038390795.1, XP_038390794.1
OG0000300	XP_003920135.2	XP_038420408.1, NP_001375546.1, NP_001243388.1
OG0000301	XP_003923423.1	NP_001376050.1, NP_001375960.1
OG0000303	XP_039323784.1	XP_038381411.1
OG0000304	XP_039334875.1	XP_038385854.1
OG0000304	XP_003924934.1, XP_003919795.1	XP_038445081.1
OG0000305	XP_039323191.1	XP_038391194.1
OG0000306	XP_039316748.1	XP_038397108.1
OG0000307	XP_039329021.1	XP_038426948.1
OG0000307	XP_039319784.1	XP_038414993.1
OG0000307	XP_039325487.1	XP_038411021.1
OG0000307	XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_038399910.1, XP_038406429.1
OG0000308	XP_003933702.1	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1
OG0000308	XP_039329871.1, XP_003936897.1	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	XP_038412373.1, XP_038412371.1, XP_038412372.1
OG0000310	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1	XP_038412756.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1
OG0000312	XP_003920315.2	XP_038420123.1
OG0000312	XP_010334255.1, XP_039327118.1	XP_038418440.1, XP_038420114.1
OG0000313	XP_003939234.2	XP_038433664.1
OG0000313	XP_003939232.2, XP_039327756.1	XP_038432096.1
OG0000314	XP_039336147.1	XP_038439867.1
OG0000314	XP_010334539.1	XP_038442711.1, XP_038442713.1, XP_038442710.1
OG0000315	XP_010339995.1	XP_038442524.1
OG0000315	XP_003945283.2	XP_038444752.1
OG0000316	XP_003943964.1	XP_038445254.1, XP_038442592.1
OG0000318	XP_010344951.1	XP_038427291.1
OG0000318	XP_039325403.1, XP_039325405.1	NP_001376157.1
OG0000319	XP_010339352.1	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_038382664.1
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1
OG0000321	XP_039319977.1	XP_038443931.1
OG0000322	XP_003940320.1	XP_038401476.1
OG0000322	XP_039324821.1, XP_010348000.1	XP_038407157.1
OG0000323	XP_039329992.1	XP_038387193.1, XP_038387195.1
OG0000323	XP_003926406.1, XP_039325476.1	XP_038432898.1
OG0000324	XP_010344341.1	XP_038387325.1
OG0000324	XP_039325213.1	XP_038401548.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1
OG0000326	XP_039316283.1	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_038405037.1, XP_038405036.1, XP_038405039.1, XP_038405038.1
OG0000329	XP_039328473.1	XP_038405893.1, XP_038405894.1
OG0000329	XP_003933510.1	XP_038418304.1
OG0000330	XP_010332103.1	XP_038410630.1
OG0000331	XP_010345824.1	XP_038413651.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_038415197.1, XP_038415200.1, XP_038415199.1, XP_038415198.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_038422426.1, XP_038422425.1, XP_038422424.1
OG0000335	XP_003942734.1	XP_038431804.1, XP_038431806.1, XP_038431805.1
OG0000336	XP_010335917.1, XP_010335916.1	XP_038439428.1, XP_038439424.1, XP_038439422.1, XP_038439425.1, XP_038439423.1, XP_038439419.1, XP_038439429.1, XP_038439426.1, XP_038439427.1, XP_038439420.1, XP_038439421.1
OG0000337	XP_003927448.1	XP_038439948.1, XP_038439947.1, XP_038439949.1
OG0000339	XP_039316760.1, XP_039316761.1	XP_038418292.1
OG0000339	XP_039333039.1	NP_001003273.2
OG0000340	XP_039318835.1, XP_039318836.1	XP_038401838.1, XP_038401839.1
OG0000340	XP_003943209.1	NP_001012340.1
OG0000341	XP_003927227.1	NP_001020438.1
OG0000342	XP_039331607.1	NP_001239127.1
OG0000342	XP_010339462.2	XP_038397697.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	NP_001300799.1
OG0000344	XP_003945095.2	XP_038402107.1, NP_001376011.1, XP_038401995.1
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	XP_038388935.1
OG0000346	XP_039316753.1, XP_039315863.1, XP_010342301.1, XP_003933465.1	XP_038396989.1, XP_038421197.1
OG0000347	XP_003919869.1	XP_038424930.1
OG0000347	XP_010347152.2	XP_038397846.1, XP_038397847.1, XP_038397845.1
OG0000348	XP_039319820.1, XP_039319819.1, XP_010333844.1	XP_038399725.1, XP_038399716.1, XP_038399724.1, XP_038399722.1, XP_038399719.1, XP_038399717.1, XP_038399723.1, XP_038399721.1, XP_038399720.1, XP_038399718.1
OG0000349	XP_039332121.1, XP_010328576.1	XP_038402949.1
OG0000349	XP_003926325.1	XP_038422569.1
OG0000350	XP_010328950.2, XP_039332441.1, XP_003942852.1	XP_038403291.1, XP_038403292.1, XP_038403293.1
OG0000351	XP_039320496.1	XP_038411279.1
OG0000353	XP_039329839.1	XP_038427274.1
OG0000353	XP_039329231.1	XP_038439021.1
OG0000354	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2	XP_038433976.1, XP_038433974.1, XP_038433977.1, XP_038433975.1
OG0000355	XP_039336490.1, XP_039336491.1	XP_038437168.1
OG0000356	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1	XP_038443813.1, XP_038443812.1, XP_038443811.1, XP_038443814.1
OG0000357	XP_039319899.1, XP_010330519.2	XP_038443867.1
OG0000359	XP_003944378.1	XP_038409498.1
OG0000359	XP_039323523.1, XP_010330550.1	NP_001003067.2
OG0000360	XP_003930084.1	XP_038395662.1
OG0000360	XP_039334104.1	XP_038395658.1, NP_001104272.1
OG0000360	XP_039334092.1	XP_038395661.1
OG0000361	XP_003920138.2, XP_003920142.2	NP_001375928.1
OG0000362	XP_039321710.1, XP_039321709.1	XP_038381557.1, XP_038381558.1
OG0000362	XP_039323844.1	XP_038409292.1
OG0000363	XP_003921542.2	XP_038393297.1
OG0000364	XP_010345041.2	XP_038394672.1, XP_038394675.1, XP_038394674.1, XP_038394673.1
OG0000365	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1	XP_038397194.1, XP_038397186.1, XP_038397189.1, XP_038397187.1, XP_038397190.1, XP_038397185.1, XP_038397188.1, XP_038397191.1, XP_038397193.1, XP_038397192.1
OG0000366	XP_010333283.1	XP_038400283.1
OG0000366	XP_003924294.2	XP_038400285.1
OG0000367	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1	XP_038402171.1, XP_038402166.1, XP_038402167.1, XP_038402165.1, XP_038402169.1, XP_038402170.1, XP_038402168.1
OG0000368	XP_003925240.1, XP_010334201.1	XP_038409162.1, XP_038409161.1, XP_038409158.1, XP_038409160.1, XP_038409159.1
OG0000369	XP_003935345.2	XP_038413460.1
OG0000370	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1	XP_038424430.1, XP_038431071.1, XP_038437090.1
OG0000371	XP_003930850.1, XP_010339689.1	XP_038418476.1
OG0000372	XP_039333193.1	XP_038421843.1
OG0000373	XP_039317940.1, XP_039317941.1, XP_039316567.1	XP_038426526.1, XP_038444836.1, XP_038426527.1, XP_038444833.1, XP_038426530.1, XP_038426529.1, XP_038444835.1, XP_038444832.1, XP_038426528.1, XP_038444834.1, XP_038424061.1
OG0000374	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1	XP_038428131.1, XP_038428137.1, XP_038428136.1, XP_038428135.1, XP_038428134.1, XP_038428130.1, XP_038428133.1, XP_038428132.1
OG0000375	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1	XP_038429444.1, XP_038429447.1, XP_038429445.1, XP_038429446.1
OG0000376	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1	XP_038437533.1
OG0000379	XP_039326923.1	NP_001192120.1
