Orthogroup	Saimiri_boliviensis_boliviensis	Rattus_norvegicus
OG0000164	XP_039322625.1	NP_001257492.1, XP_006237786.1, XP_063132019.1, XP_063132020.1, NP_072115.1
OG0000164	XP_039328692.1, XP_039323908.1	XP_038945796.1
OG0000164	XP_010349730.1	NP_001257491.1
OG0000165	XP_039334862.1, XP_010347365.1, XP_010347361.1, XP_039334861.1, XP_010347362.1	XP_017456046.1, NP_001100828.1
OG0000166	XP_003920764.1, XP_003920763.1	XP_017452097.1, NP_001102556.1
OG0000167	XP_039334403.1, XP_039334404.1, XP_039334405.1	NP_001020057.1, XP_008757972.1
OG0000168	XP_010340775.1	NP_001071060.1
OG0000168	XP_010340774.1	XP_038962002.1, XP_038962626.1, XP_038962709.1, XP_038953298.1, XP_038956429.1
OG0000170	XP_003919917.1, XP_039326960.1	NP_612522.2, XP_063133615.1
OG0000170	XP_003919916.1	NP_001029128.1, NP_001029127.1
OG0000170	XP_039326958.1	XP_008757898.1, NP_059034.1
OG0000171	XP_039319831.1	XP_038948801.1, NP_001388998.1, NP_001389000.1
OG0000171	XP_039330067.1	NP_001395896.1, XP_038967446.1
OG0000171	XP_039318546.1	XP_038964874.2
OG0000171	XP_039334323.1, XP_039321884.1	XP_038952596.1, XP_063141172.1
OG0000171	XP_039323743.1	NP_113897.2, NP_001395785.1, XP_038956745.1
OG0000171	XP_039322473.1, XP_039318120.1	XP_038952166.1
OG0000172	XP_039320443.1	NP_001388944.1
OG0000172	XP_039323441.1	XP_006227916.1, NP_001100929.1
OG0000172	XP_003932734.1, XP_039335289.1	XP_006235863.3, NP_067693.1
OG0000173	XP_010344788.1, XP_003936029.1, XP_010344789.1	XP_038954280.1, NP_001128167.1
OG0000174	XP_003941960.1, XP_010327980.1, XP_003941962.1, XP_003941961.1	NP_001395768.1, NP_001389524.1, NP_001388820.1, XP_063138842.1, NP_001388815.1, NP_001389513.1, XP_038959262.1
OG0000175	XP_010331846.1, XP_010331841.1	NP_001101223.1, XP_017447211.1
OG0000176	XP_010333235.2, XP_003920207.2, XP_039327375.1	NP_001009648.1, XP_063143048.1, NP_001399482.1
OG0000177	XP_039321184.1, XP_003922168.1	NP_775432.3, XP_006230492.1
OG0000178	XP_010336016.1	NP_001013886.1, XP_038944025.1
OG0000179	XP_003943230.1	NP_036919.1, XP_038957457.1
OG0000179	XP_039323094.1	NP_775416.1, XP_038958625.1, NP_001128316.1, XP_038950984.1, NP_001185605.1, XP_038937751.1, XP_008757502.1, NP_942028.1, XP_008757425.1, NP_001129140.1, NP_058852.2
OG0000180	XP_010347870.2, XP_039323049.1	XP_001068161.4, XP_038945816.1, NP_001099374.1, XP_006248854.1, NP_001102319.1, NP_001163868.1, XP_038945074.1, XP_038946013.1, XP_038945815.1, XP_006248864.2, XP_221808.5, XP_038945830.1, XP_038946012.2, XP_038945829.1, NP_001178934.1
OG0000182	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1	NP_001019956.1, NP_001381226.1, XP_006238127.1, XP_003751409.1, XP_223434.4
OG0000183	XP_003920090.1	NP_001258141.1
OG0000184	XP_010328719.2	NP_001012489.2, XP_063121645.1
OG0000185	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1	NP_599213.2, XP_063135839.1
OG0000186	XP_039322611.1, XP_010330288.2, XP_039322703.1, XP_039322696.1, XP_039322695.1, XP_039322710.1, XP_039322711.1	XP_063121918.1, NP_852144.1
OG0000188	XP_003923418.1, XP_003923419.2	NP_150237.1, NP_001104739.1, NP_001396284.1, NP_001106694.1, NP_942071.2
OG0000188	XP_039326451.1, XP_039326452.1	NP_001019976.1, NP_742090.1
OG0000189	XP_003920425.2	NP_001389495.1
OG0000189	XP_039319953.1	NP_001020834.1, XP_006257742.1, NP_001100890.1, XP_038953657.1, XP_063142750.1, NP_001395775.1
OG0000190	XP_010341794.1	XP_038936204.1, XP_063120520.1, XP_038936206.1, XP_038936205.1, XP_006242103.2
OG0000191	XP_003938697.1, XP_039320884.1	NP_001099862.1, XP_017457112.1
OG0000192	XP_039328200.1, XP_010335696.2	NP_001171160.2, XP_063143054.1, XP_063143053.1, NP_001041540.1, XP_038963830.1, NP_001389504.1, XP_017448539.1, XP_038964310.1, NP_001094489.2, XP_038964312.1, NP_001135776.1, XP_038962827.1, NP_569086.1, NP_001078871.1, XP_038964141.1, NP_001019508.1, XP_008761555.1, NP_001078873.1
OG0000193	XP_010330508.1	NP_997494.1
OG0000194	XP_039319950.1, XP_039319949.1, XP_039319948.1	XP_006243287.1, NP_001099682.1
OG0000195	XP_010332345.1	NP_001399088.1, NP_647543.2
OG0000196	XP_010332904.1	NP_001000291.1
OG0000196	XP_003920149.2	NP_001000293.1
OG0000197	XP_039328941.1	XP_063136504.1, NP_001019970.1, XP_063142302.1
OG0000199	XP_003926867.1	XP_008769458.1
OG0000199	XP_039322282.1, XP_039322281.1	XP_006228097.1, NP_899161.1
OG0000200	XP_010329421.2	NP_598308.1
OG0000200	XP_003943305.2	NP_001102039.2
OG0000201	XP_039332900.1	XP_017453271.1, XP_038943704.1
OG0000202	XP_003944247.2	XP_008769420.1
OG0000203	XP_039325610.1	XP_063140150.1
OG0000204	XP_039324880.1	XP_006229922.1
OG0000205	XP_010328386.1, XP_003942279.1	NP_001011917.1, XP_006252160.1
OG0000206	XP_003936093.1, XP_010344853.1	NP_001386424.1, XP_006251781.1
OG0000207	XP_003925667.1	NP_037093.2, XP_038938964.1
OG0000208	XP_003945281.1	XP_063136570.1, XP_063136551.1, XP_063136548.1, XP_063136561.1, XP_063136554.1, XP_063136568.1, XP_063136547.1, XP_063136552.1, XP_063136557.1, XP_063136564.1, XP_063136543.1, XP_063136569.1, XP_063136562.1, XP_063136558.1, XP_063136571.1, XP_063136546.1, XP_063136545.1, XP_063136555.1, XP_063136572.1, XP_063136553.1, XP_017457853.1, XP_063136567.1, XP_063136549.1, XP_063136563.1, XP_063136556.1, XP_038956251.1, XP_038956249.1, XP_063136565.1, XP_063136544.1, XP_063136560.1, XP_063136559.1, XP_038956252.1, XP_063136566.1
OG0000209	XP_003940350.1, XP_039322135.1	XP_063136984.1, NP_571978.1, NP_036827.3, XP_063137123.1, NP_001020302.1, XP_038956741.1
OG0000210	XP_003919938.2, XP_039326785.1, XP_039326786.1	XP_038956899.1
OG0000211	XP_039319579.1	XP_038940065.1, NP_059039.2
OG0000211	XP_003932060.1	NP_001094355.2, XP_006235464.1
OG0000213	XP_010349071.2	XP_038964534.1, XP_006250863.1, NP_058797.1
OG0000214	XP_039321525.1	NP_001014258.2, XP_038950641.1
OG0000214	XP_039330539.1	NP_445810.2, XP_006238594.1
OG0000215	XP_039332972.1	NP_001381323.1
OG0000216	XP_039320422.1, XP_039320424.1	XP_008763678.1
OG0000217	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1	XP_006257357.1, NP_001007715.1
OG0000218	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1	NP_001395820.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	NP_036972.1, XP_038957062.1, XP_038949983.1, XP_063136879.1, XP_038943755.1, NP_036971.1
OG0000220	XP_003920219.1	NP_001000244.1
OG0000220	XP_010333342.1	NP_001000762.1, NP_001000245.1
OG0000221	XP_003920132.1	NP_001000635.1
OG0000222	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1	NP_001012167.1, XP_006228640.1
OG0000223	XP_003920311.3, XP_003920533.1	XP_038949065.1, NP_620263.1, XP_038945500.1, NP_599207.2, XP_038945205.1, NP_599206.2, NP_775424.1
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	XP_038946819.1, NP_001041367.1, XP_063138976.1
OG0000225	XP_003920342.1	NP_001102885.1, NP_001395800.1, XP_001056075.1, XP_006257019.1, XP_002730287.1, NP_001102872.1, XP_008771454.1, XP_038956352.1, NP_001395845.1, XP_063136332.1, NP_001102836.1
OG0000226	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1	XP_063136629.1, NP_001406621.1, NP_001007758.1, XP_063136221.1
OG0000227	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1	NP_001388722.1, NP_001388726.1, NP_001388725.1, NP_001388724.1, NP_703199.1, NP_001388723.1
OG0000228	XP_010345515.1	NP_476446.2, NP_001034780.1
OG0000228	XP_039325747.1	NP_958827.1, NP_001034638.1, NP_958826.1
OG0000228	XP_039325748.1	NP_036815.1
OG0000229	XP_039317156.1	XP_063140884.1
OG0000229	XP_039317375.1, XP_039317374.1, XP_003941423.1	XP_038961745.1, NP_446026.1, NP_075234.1, XP_038961931.1
OG0000229	XP_039317155.1	XP_063140883.1, XP_063140893.1, XP_063140882.1, NP_775171.2, XP_063140892.1, XP_063139252.1, NP_001121611.1, XP_063140612.1, XP_038961981.2, XP_063140906.1, XP_006233969.2, XP_063140896.1
OG0000230	XP_039319649.1, XP_039319635.1, XP_039319644.1	NP_001380982.1, XP_038968701.1, NP_001380981.1, NP_059052.1
OG0000230	XP_003937598.1	XP_006238982.1, NP_058818.1
OG0000231	XP_010330999.1, XP_010331000.1	XP_038952349.1
OG0000232	XP_010329040.2	NP_001414571.1, XP_017452276.1
OG0000232	XP_039331405.1	XP_038955963.1
OG0000235	XP_039332178.1, XP_039323946.1, XP_039324546.1	NP_036980.1
OG0000236	XP_003926098.1	NP_445821.2, XP_038953085.1
OG0000237	XP_003938099.1, XP_003931017.2	NP_071951.1
OG0000237	XP_039315751.1	XP_038953248.1
OG0000237	XP_039336254.1, XP_039329805.1	XP_038940502.1
OG0000237	XP_039327043.1	XP_038947130.1, XP_038964531.1, XP_038964530.1, XP_063142892.1, XP_038967475.1, XP_038966993.1, XP_038953342.2
OG0000241	XP_010335794.2, XP_003920131.2	NP_001000343.1, NP_001000639.1, NP_001000341.1, NP_001001060.1
OG0000243	XP_010344437.1	NP_001341109.1, NP_001178491.1
OG0000244	XP_039322131.1	NP_001102457.1
OG0000244	XP_039331048.1	NP_001163049.1, XP_006253733.1
OG0000245	XP_003944277.1	NP_001099686.1, XP_006228050.1
OG0000245	XP_010330417.1	NP_001395712.1, NP_001395645.1, NP_001395719.1, NP_001162611.1, XP_001073753.1
OG0000246	XP_039334581.1	XP_038951330.1, NP_001295194.1
OG0000247	XP_003927577.1	XP_006251023.1, NP_001032881.1, XP_063130818.1, XP_063130803.1, XP_063130989.1, XP_063130988.1, XP_063130993.1, XP_063131008.1, XP_063131005.1, XP_063131010.1, XP_063130982.1, XP_063131002.1, XP_063131007.1, XP_063130984.1, XP_063131004.1, XP_063131013.1, XP_063130983.1, XP_063130986.1, XP_063131014.1, XP_063131009.1, XP_063131011.1, XP_063131001.1, XP_063131012.1, XP_063130991.1, XP_063130985.1, XP_063131006.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	NP_446054.1, XP_017453575.2
OG0000249	XP_003929836.1	NP_036861.1, XP_017448472.2, XP_003749780.1, NP_001004097.1, NP_001102096.1, XP_063143011.1, NP_036767.1
OG0000249	XP_003929837.1	NP_775150.1
OG0000250	XP_039317012.1, XP_039317011.1, XP_010330275.2	XP_038956061.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	NP_001020318.1, XP_008759157.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	NP_476540.2, XP_038960063.1
OG0000254	XP_039318676.1, XP_039336541.1	NP_001177304.1, XP_038953905.1
OG0000255	XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1	XP_038936518.1
OG0000256	XP_003940456.1	NP_001005382.2, XP_017444409.1, XP_038942515.1, NP_001382054.1, XP_038956841.1, NP_001128645.1, NP_036809.1, NP_786935.1, NP_001258244.1, NP_036725.2, NP_001013085.2, NP_113711.1
OG0000256	XP_003940458.1	XP_063136770.1, XP_063136769.1
OG0000257	XP_003919835.2	NP_001000200.1, NP_001000552.2, NP_001001372.1
OG0000257	XP_003919841.1	NP_001000204.1, NP_001000208.1
OG0000257	XP_003919836.1	NP_001000201.1
OG0000258	XP_039333850.1	NP_001103569.1, NP_036775.2, XP_063141631.1
OG0000259	XP_003920139.1	NP_001000306.1
OG0000260	XP_003920134.2	NP_001396394.1, XP_006234555.1, NP_001000656.1
OG0000261	XP_003920129.2	NP_001000572.2, NP_001000345.1, NP_001000637.1, NP_001000342.1, XP_038962001.1
OG0000262	XP_003923877.1, XP_003923420.2	NP_001000151.1, NP_001000951.1, NP_001000154.1
OG0000263	XP_010334377.1, XP_003925373.1	NP_001102542.1, XP_008767890.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	NP_036789.2, XP_006240520.1, NP_001376144.2, XP_063117839.1, XP_006240528.1, NP_001257911.1, XP_008763124.2, NP_113719.3, XP_006240581.2
OG0000265	XP_039321980.1	XP_006244591.1, NP_001101673.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	NP_598261.2, XP_017446088.1
OG0000267	XP_039332897.1	XP_002729496.3, XP_056841458.1, XP_056841459.1
OG0000267	XP_039318282.1	XP_006248711.1, XP_006248718.1, NP_001177270.1
OG0000268	XP_039336479.1, XP_010336634.1	XP_006248152.1, XP_038944659.1, NP_001102894.1, XP_038944548.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	NP_001101057.1, XP_006257688.1
OG0000272	XP_003933080.1	NP_062078.1, NP_001007613.1
OG0000272	XP_003933076.2, XP_003933078.1, XP_039332171.1, XP_003933081.1	NP_001099292.1
OG0000273	XP_039316246.1, XP_010343155.2, XP_003934265.1	XP_063127926.1
OG0000274	XP_003929108.1	NP_037157.2
OG0000274	XP_003929106.1	NP_446310.2
OG0000275	XP_039331456.1	NP_001007601.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_017456389.1, NP_001007629.1
OG0000279	XP_039326310.1, XP_039326284.1	NP_001032864.1, XP_006248997.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	NP_001119561.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	NP_001102144.1, NP_001406419.1
OG0000282	XP_039332499.1	NP_542428.1, XP_006247139.1
OG0000282	XP_039334752.1, XP_039327539.1	XP_063127676.1
OG0000285	XP_003927603.2, XP_010336668.2, XP_039336382.1, XP_010336515.2, XP_003927607.2, XP_010336664.2, XP_003927604.3	XP_063135689.1, XP_038955106.1, NP_001102399.1, XP_063135600.1, XP_063135676.1, XP_038955113.1, XP_038955110.1, XP_038955107.1, NP_001103060.1, XP_038955121.1, NP_001103056.1, NP_001103025.1, NP_001389069.1
OG0000286	XP_003923395.2	NP_001000185.1
OG0000287	XP_003935865.2	NP_001000089.1
OG0000287	XP_003935830.2	NP_001395666.1, NP_001000094.1
OG0000289	XP_003923731.2	NP_001020226.1, XP_038937875.1
OG0000289	XP_003923729.1	XP_002729947.2
OG0000289	XP_010332826.1	XP_006243080.1, NP_001128107.1
OG0000290	XP_010333367.1	NP_112631.1, XP_006252082.1
OG0000291	XP_010340790.1, XP_003931837.1	XP_038943365.1
OG0000291	XP_003931838.1	XP_006247716.1
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_063120038.1
OG0000294	XP_039336151.1	NP_001386588.1
OG0000294	XP_039325922.1	NP_001041322.2
OG0000295	XP_039335727.1	NP_001033063.1, XP_006235588.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	NP_001100100.1, XP_006237781.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2	XP_006245610.1, NP_742036.2
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	NP_001025079.1, NP_062134.1, NP_001032518.1
OG0000298	XP_010340855.1, NP_001266929.1	NP_001028844.1
OG0000299	XP_003934799.1	XP_063127236.1, NP_001099394.1
OG0000300	XP_003920135.2	XP_006234554.1, NP_001000333.1, XP_063139725.1, NP_001000512.1
OG0000301	XP_003923423.1	NP_001001270.1
OG0000304	XP_039334875.1	XP_232319.5
OG0000305	XP_039335863.1, XP_039323451.1	XP_063130937.1
OG0000305	XP_003945210.3	XP_038934120.1
OG0000305	XP_039330693.1	XP_063125448.1
OG0000305	XP_039333116.1	XP_038959426.1
OG0000305	XP_039316787.1	XP_063128812.1
OG0000306	XP_039316748.1	NP_001010970.1, XP_038959278.1, XP_038959277.1, NP_113690.2, NP_001389002.1
OG0000307	XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_038959220.1
OG0000308	XP_003933702.1	NP_001386501.1, XP_063128864.1
OG0000308	XP_039329871.1, XP_003936897.1	NP_877971.2
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	NP_001099252.1, XP_006246508.1
OG0000310	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1	XP_038964514.1, NP_001406829.1, XP_063142886.1, XP_063142887.1, XP_038964512.2, XP_063142889.1, XP_063142888.1, XP_063142890.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	NP_001397233.1
OG0000312	XP_010334255.1, XP_039327118.1	XP_006230749.1, NP_058756.2
OG0000313	XP_039327756.1	NP_001008810.2, XP_038935641.1
OG0000314	XP_039336147.1	NP_001102411.1, XP_006232252.1
OG0000314	XP_010334539.1	XP_038955593.1, NP_001100434.1
OG0000315	XP_010339995.1	XP_006257510.1, NP_001014087.1, NP_001389164.1, NP_001389163.1, NP_001389165.1, XP_038956571.1
OG0000316	XP_003943964.1	XP_063139978.1, NP_001099815.1
OG0000318	XP_039325403.1, XP_039325405.1	NP_001291463.1
OG0000319	XP_010339352.1	NP_598288.1, XP_038967671.1, NP_001263359.1, NP_001263358.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_006227806.1, NP_001012060.2
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	XP_006229212.1, NP_075586.1
OG0000321	XP_039319977.1	NP_001414534.1, XP_006234316.1
OG0000322	XP_003940320.1	NP_059022.1, NP_114175.1, NP_036650.1
OG0000322	XP_010348000.1	XP_006254270.1, NP_001012054.1
OG0000323	XP_039329992.1	NP_445927.2
OG0000323	XP_003926406.1	NP_113767.1
OG0000324	XP_039325213.1	NP_996728.1, XP_063117564.1, NP_981955.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	NP_001381978.1, NP_001381979.1, NP_001381976.1, NP_001381977.1
OG0000326	XP_039316283.1	NP_001009679.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	XP_006247415.1, NP_001178754.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_017447329.1, NP_001019953.1
OG0000329	XP_039328473.1	XP_038934285.1, NP_001399529.1, NP_599173.2
OG0000329	XP_003933510.1	NP_001005765.1, XP_063137718.1
OG0000330	XP_010332103.1	XP_006238046.1, NP_036916.1
OG0000331	XP_010345824.1	XP_063143816.1, NP_001128345.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_006236473.1, NP_001102097.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_006243806.1
OG0000334	XP_010327807.1	NP_001119570.1
OG0000335	XP_003942734.1	NP_001101793.1, XP_038944430.1
OG0000336	XP_010335917.1, XP_010335916.1	NP_446384.1
OG0000337	XP_003927448.1	XP_038952280.1, NP_001026812.1
OG0000339	XP_039316760.1, XP_039316761.1	NP_001099931.1
OG0000339	XP_039333039.1	XP_006243761.1, NP_476473.1
OG0000340	XP_039318835.1, XP_039318836.1	NP_150233.1, XP_038967701.1
OG0000340	XP_003943209.1	NP_058789.1, XP_008757330.1
OG0000341	XP_003927227.1	XP_017455480.1, NP_036643.2
OG0000342	XP_039331607.1	NP_068508.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	NP_445766.2, XP_006247632.1
OG0000344	XP_003945095.2	NP_001000825.1
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	NP_001007631.1, XP_006229561.1
OG0000346	XP_039316753.1	NP_001019475.1, XP_038958863.1
OG0000346	XP_039315863.1, XP_010342301.1	NP_112416.1, XP_063138704.1
OG0000346	XP_003933465.1	NP_001099934.1, XP_038958007.1, XP_017446116.1, NP_803175.1, NP_058710.2, NP_065415.2
OG0000347	XP_003919869.1	NP_001385672.1
OG0000347	XP_010347152.2	NP_001099423.2, NP_001264192.1, XP_063128160.1
OG0000348	XP_039319820.1, XP_039319819.1, XP_010333844.1	NP_758828.2
OG0000349	XP_039332121.1, XP_010328576.1	NP_001102965.1, XP_038942769.1
OG0000349	XP_003926325.1	XP_006243979.3, NP_036738.1
OG0000350	XP_010328950.2, XP_039332441.1, XP_003942852.1	NP_001020306.1, XP_003750973.1
OG0000351	XP_039320496.1	NP_001414594.1, XP_063120185.1
OG0000352	XP_039326951.1	NP_001395732.1, XP_063122028.1
OG0000354	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2	NP_001406585.1, XP_006252819.1
OG0000355	XP_039336490.1, XP_039336491.1	NP_001094030.1, XP_038944374.1
OG0000356	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1	NP_001014295.1
OG0000357	XP_039319899.1, XP_010330519.2	NP_001388086.1, NP_001388087.1, NP_001388088.1
OG0000359	XP_003944378.1	NP_997711.1
OG0000359	XP_039323523.1, XP_010330550.1	NP_001316825.1, NP_114177.2
OG0000360	XP_003930084.1	XP_006230276.1, NP_036843.2
OG0000360	XP_039334104.1	NP_113879.2, XP_038945477.1
OG0000360	XP_039334092.1	XP_038957158.1, NP_001406686.1
OG0000361	XP_003920138.2, XP_003920142.2	NP_001000672.1, NP_001000562.1, NP_001000319.1, XP_063140343.1, NP_001000563.1, NP_001001376.1, NP_001001375.1, NP_001000675.1, NP_001000674.1
OG0000362	XP_039321710.1, XP_039321709.1	NP_001099692.1
OG0000362	XP_039323844.1	XP_063135758.1
OG0000363	XP_003921542.2	XP_008762180.2, XP_038965829.1, NP_786942.1, NP_075414.2, XP_038966661.1, XP_063117380.1, NP_001128452.2, XP_038965827.1
OG0000364	XP_010345041.2	XP_006255110.1, NP_659559.2
OG0000365	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1	XP_006233306.1, NP_001129351.1
OG0000366	XP_003924294.2	NP_612526.2, NP_001316809.2, XP_038949997.1, XP_063130998.1
