Orthogroup	Saimiri_boliviensis_boliviensis	Echinops_telfairi
OG0000257	XP_003919836.1	XP_030741696.1
OG0000258	XP_039333850.1	XP_012863806.1
OG0000259	XP_003920139.1	XP_004717914.1
OG0000259	XP_003920144.1	XP_004708577.1
OG0000260	XP_003920134.2	XP_004708441.1
OG0000261	XP_003920129.2	XP_004708430.1, XP_004708432.1
OG0000262	XP_003923877.1	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	XP_010334377.1, XP_003925373.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_004698837.1
OG0000265	XP_039321980.1	XP_004710841.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	XP_012861602.1
OG0000267	XP_039318418.1, XP_039318421.1, XP_039332897.1	XP_045145499.1
OG0000268	XP_039336479.1, XP_010336634.1	XP_004713175.1, XP_004711378.1, XP_004713162.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	XP_004713418.1
OG0000272	XP_003933080.1	XP_030743938.1, XP_030743939.1
OG0000272	XP_003933076.2	XP_004707017.1, XP_004707401.1
OG0000273	XP_039316246.1, XP_010343155.2, XP_003934265.1	XP_045140312.1, XP_012860906.1
OG0000274	XP_003929108.1	XP_004707033.1
OG0000274	XP_003929106.1	XP_004707034.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_004696714.1
OG0000279	XP_039326310.1, XP_039326284.1	XP_004705599.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1
OG0000282	XP_039334752.1	XP_012860079.2
OG0000282	XP_039327539.1	XP_045152787.1, XP_004706475.1
OG0000286	XP_003923395.2	XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	XP_003935865.2	XP_004698901.1
OG0000287	XP_003935830.2	XP_012859205.1
OG0000289	XP_003923731.2	XP_045139512.1
OG0000289	XP_003923729.1, XP_010332826.1	XP_012862752.1
OG0000290	XP_010333367.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_010340790.1, XP_003931837.1	XP_045155422.1
OG0000291	XP_003931838.1	XP_045155421.1
OG0000291	XP_039332193.1	XP_030743984.2
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	XP_039336151.1	XP_030743531.2
OG0000294	XP_010349843.1	XP_004701525.1
OG0000295	XP_039335727.1	XP_045151430.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_045141048.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2	XP_045153427.1
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1
OG0000298	XP_010340855.1, NP_001266929.1	XP_045144106.1, XP_004697962.1
OG0000299	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1
OG0000300	XP_003920135.2	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	XP_003923423.1	XP_012864009.1, XP_012864010.1
OG0000303	XP_039323784.1	XP_045150440.1, XP_045150438.1
OG0000304	XP_039334875.1	XP_045145760.1
OG0000305	XP_003945210.3	XP_045142484.1
OG0000305	XP_039329086.1	XP_012862965.1
OG0000306	XP_039316748.1	XP_004699612.1
OG0000307	XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_045154607.1, XP_045149778.1, XP_030743176.2
OG0000308	XP_003933702.1	XP_004706369.1
OG0000308	XP_039329871.1, XP_003936897.1	XP_004717692.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	XP_012859090.1
OG0000310	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1	XP_004702866.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_004708212.1
OG0000312	XP_010334255.1, XP_039327118.1	XP_045153123.1
OG0000314	XP_039336147.1	XP_045150916.1, XP_004708649.1
OG0000314	XP_010334539.1	XP_045146715.1, XP_004717828.1
OG0000315	XP_010339995.1, XP_003945283.2	XP_012861971.2, XP_012864082.2
OG0000316	XP_003943964.1	XP_004717647.2
OG0000318	XP_039325403.1, XP_039325405.1	XP_004706583.1, XP_004712992.1
OG0000319	XP_010339352.1	XP_004698673.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_045150579.1, XP_004702113.2
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	XP_045148562.1
OG0000321	XP_039319977.1	XP_045154514.1
OG0000322	XP_003940320.1	XP_045148732.1, XP_004698816.3
OG0000322	XP_010348000.1	XP_004712675.1
OG0000323	XP_039329992.1	XP_004705077.1
OG0000323	XP_003926406.1, XP_039325476.1	XP_004696385.1
OG0000324	XP_010344341.1	XP_004705385.1
OG0000324	XP_039325213.1	XP_045144063.1, XP_045144062.1, XP_004700256.1, XP_045144074.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	XP_004716238.1, XP_045149401.1
OG0000326	XP_039316283.1	XP_004705625.1, XP_045141816.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	XP_004707505.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_004713324.1, XP_045144518.1
OG0000329	XP_039328473.1	XP_045142641.1
OG0000329	XP_003933510.1	XP_004699239.1
OG0000330	XP_010332103.1	XP_045150572.1
OG0000331	XP_010345824.1	XP_045143332.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_045144623.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_045153367.1
OG0000334	XP_010327807.1	XP_004716840.1
OG0000335	XP_003942734.1	XP_004701257.1
OG0000336	XP_010335917.1, XP_010335916.1	XP_045150973.1, XP_004708679.1
OG0000337	XP_003927448.1	XP_004700030.1, XP_045153994.1
OG0000339	XP_039316760.1, XP_039316761.1	XP_004699228.1
OG0000339	XP_039333039.1	XP_004715213.1
OG0000340	XP_039318835.1, XP_039318836.1	XP_004698883.1
OG0000340	XP_003943209.1	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1
OG0000341	XP_003927227.1	XP_045143010.1
OG0000342	XP_003923715.2	XP_004709838.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	XP_045155630.1
OG0000344	XP_010349695.1	XP_004712667.1
OG0000344	XP_003945095.2	XP_004712655.3
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	XP_045141257.1, XP_045141731.1
OG0000347	XP_003919869.1	XP_004716445.2
OG0000347	XP_010347152.2	XP_045154096.1, XP_045154095.1, XP_004699846.1
OG0000348	XP_039319820.1, XP_039319819.1, XP_010333844.1	XP_045152137.1
OG0000349	XP_039332121.1, XP_010328576.1	XP_004707315.1
OG0000349	XP_003926325.1	XP_004704213.2
OG0000350	XP_010328950.2, XP_039332441.1, XP_003942852.1	XP_030743956.1
OG0000350	XP_039332440.1	XP_012861246.1
OG0000351	XP_039320496.1	XP_004697732.1
OG0000353	XP_039329839.1	XP_045139944.1, XP_045148072.1
OG0000353	XP_039329231.1	XP_004712308.1
OG0000353	XP_010339720.1	XP_045143487.1
OG0000354	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2	XP_045139633.1, XP_004716313.1
OG0000355	XP_039336490.1, XP_039336491.1	XP_045140562.1
OG0000356	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1
OG0000357	XP_039319899.1, XP_010330519.2	XP_045146532.1
OG0000359	XP_003944378.1	XP_045148754.1, XP_045148755.1, XP_004711769.1
OG0000359	XP_039323523.1, XP_010330550.1	XP_004711771.1
OG0000360	XP_003930084.1	XP_004706067.1
OG0000360	XP_039334104.1	XP_012860898.1
OG0000360	XP_039334092.1	XP_045140728.1
OG0000361	XP_003920138.2, XP_003920142.2	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1
OG0000362	XP_039323844.1	XP_004698461.1, XP_045141295.1, XP_045141296.1
OG0000363	XP_003921542.2	XP_004699690.1, XP_004699691.1, XP_004699689.3
OG0000364	XP_010345041.2	XP_045149720.1, XP_045149721.1, XP_004704908.1
OG0000365	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1	XP_004699626.1
OG0000366	XP_010333283.1, XP_003924294.2	XP_004698982.1, XP_004698983.1
OG0000367	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1	XP_045155928.1, XP_004709270.1
OG0000368	XP_003925240.1, XP_010334201.1	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1
OG0000369	XP_003935345.2	XP_004697283.1
OG0000370	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1	XP_045152628.1
OG0000371	XP_003922004.1	XP_004703983.2
OG0000371	XP_003930850.1, XP_010339689.1	XP_045142300.1
OG0000372	XP_039333193.1	XP_045145855.1
OG0000373	XP_039317940.1, XP_039317941.1, XP_039316567.1	XP_004708719.2
OG0000374	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1	XP_004698026.1
OG0000375	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1	XP_004714888.1, XP_045149970.1, XP_045149971.1
OG0000376	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1	XP_004696957.1
OG0000379	XP_039326923.1	XP_012863887.1
OG0000381	XP_003919941.2	XP_004711643.1
OG0000381	XP_039327445.1, XP_039335065.1	XP_012863347.1, XP_012862278.1
OG0000382	XP_010328928.1, XP_010328930.1, XP_010328929.1, XP_039332339.1, XP_010328932.1, XP_010328931.1, XP_039332340.1, XP_039332338.1	XP_012861252.1
OG0000384	XP_003923876.1	XP_012864001.1
OG0000384	XP_039327253.1	XP_004717561.1, XP_004717523.1
OG0000385	XP_003944094.2, XP_039321713.1, XP_003944083.2, XP_010330229.2, XP_003924191.1	XP_045148245.1
OG0000386	XP_010338540.1	XP_045141075.1
OG0000387	XP_039324584.1, XP_039328311.1, XP_039328312.1, XP_003943464.1	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1
OG0000388	XP_039327045.1, XP_010332765.1	XP_004712835.1, XP_045139530.1
OG0000390	XP_039329902.1, XP_003921483.1	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1
OG0000391	XP_003924636.1, XP_010333619.1	XP_004699106.1, XP_045143691.1
OG0000392	XP_039323108.1, XP_039323194.1, XP_010343280.2	XP_012861978.1, XP_004710853.1
OG0000392	XP_010331234.2, XP_039318775.1	XP_004698853.1
OG0000393	XP_003931303.1	XP_045155285.1
OG0000394	XP_003929632.2	XP_004700440.1
OG0000395	XP_039328988.1	XP_045144881.1
OG0000396	XP_010330896.1, XP_039327115.1, XP_010330946.1, XP_010330992.1, XP_010330861.1	XP_045146974.1
OG0000397	XP_039329126.1	XP_004704363.2
OG0000398	XP_039333392.1	XP_045145417.1
OG0000398	XP_039330011.1	XP_045142204.1, XP_045151680.1
OG0000398	XP_039321419.1, XP_039334143.1, XP_039333539.1, XP_039324504.1	XP_045146779.1, XP_045146992.1, XP_045154118.1, XP_045140475.1
OG0000399	XP_010343425.1, XP_010343424.1, XP_010343423.1	XP_004713829.1
OG0000400	XP_010348103.1	XP_004711455.1
OG0000401	XP_010328155.2	XP_012860439.1
OG0000402	XP_003921968.2	XP_045153955.1
OG0000402	XP_010327774.1	XP_045154872.1
OG0000402	XP_010350772.2	XP_004703823.1
OG0000405	XP_039331605.1, XP_003943139.1, XP_003943141.1	XP_004716727.1, XP_045152935.1
OG0000407	XP_010340227.1	XP_004707097.1
OG0000407	XP_010340228.1	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1
OG0000409	XP_010332521.1	XP_004717173.1
OG0000410	XP_003933126.2	XP_004706920.2
OG0000411	XP_010334461.2	XP_004711112.1, XP_004711109.1, XP_004711110.2, XP_004711111.2
OG0000412	XP_003941177.1	XP_004716026.1
OG0000413	XP_003930100.1, XP_039334097.1, XP_003930098.1, XP_003930099.1	XP_004705701.1
OG0000414	XP_010345156.1	XP_045148031.1
OG0000415	XP_039333345.1, XP_039316096.1	XP_045154662.1
OG0000415	XP_039335126.1	XP_045149320.1, XP_045143060.1, XP_030740192.1, XP_045149901.1
OG0000416	XP_039317378.1	XP_012863146.1
OG0000417	XP_039321296.1, XP_003925290.1	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1
OG0000418	XP_010334267.1, XP_010334268.1, XP_039331020.1, XP_003925282.1, XP_039331021.1	XP_004711007.2, XP_045152532.1, XP_045152531.1
OG0000419	XP_003921078.2, XP_010341787.1, XP_010341784.1, XP_010341791.1	XP_012861393.1, XP_030741143.2, XP_045144867.1
OG0000421	XP_003935272.1	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1
OG0000422	XP_010340472.1, XP_010340471.1	XP_004711934.1
OG0000423	XP_039335300.1	XP_045151155.1
OG0000425	XP_010329942.1	XP_045147494.1
OG0000426	XP_039326148.1	XP_004701599.1
OG0000427	XP_039323220.1, XP_039323221.1, XP_039331292.1, XP_039331600.1, XP_003944512.2	XP_045146160.1, XP_045152921.1
OG0000428	XP_039317008.1, XP_003935622.1, XP_003935618.1, XP_010344408.1, XP_010344407.1, XP_003935620.1, XP_003935619.1, XP_003935624.1	XP_004707626.1
OG0000431	XP_010339016.1, XP_039333934.1, XP_039333937.1	XP_045141420.1
OG0000432	XP_010340610.1	XP_004709160.1
OG0000432	XP_003934615.2	XP_004713822.1
OG0000433	XP_003926447.2, XP_039323592.1, XP_039323593.1	XP_045150825.1
OG0000434	XP_010350769.1	XP_045145631.1
OG0000435	XP_003936922.1	XP_004699507.1, XP_045147700.1, XP_004699508.2
OG0000436	XP_010349157.1	XP_004711262.1, XP_012859201.1
OG0000436	XP_039327824.1, XP_039328285.1, XP_039332195.1	XP_012860332.1
OG0000437	XP_010336153.2, XP_010349249.1, XP_039323057.1, XP_039323059.1, XP_039323058.1	XP_045148798.1
OG0000438	XP_010343642.1	XP_045140639.1
OG0000438	XP_039336042.1	XP_030744930.1
OG0000439	XP_010344180.1, XP_039320264.1	XP_004709879.1, XP_045150196.1
OG0000440	XP_010333447.1, XP_010333446.1	XP_045143961.1, XP_004699053.1
OG0000441	XP_003943652.2	XP_045155907.1
OG0000443	XP_010338471.1	XP_045149159.1
OG0000444	XP_039328533.1, XP_039328536.1, XP_039328534.1, XP_039328537.1, XP_039328535.1, XP_039328532.1, XP_039328538.1, XP_039328530.1, XP_039328531.1	XP_012862996.1
OG0000445	XP_010334068.2	XP_004716048.1
OG0000445	XP_003925074.2	XP_004716049.1
OG0000446	XP_010329077.1	XP_004717006.1
OG0000446	XP_010344663.1	XP_045154525.1
OG0000447	XP_039317038.1, XP_039317036.1, XP_039317037.1	XP_045142548.1, XP_045142547.1, XP_004707684.1
OG0000448	XP_039318354.1, XP_003938524.1, XP_039318356.1, XP_039318355.1, XP_010347478.1	XP_004715404.4
OG0000449	XP_039333366.1	XP_045142630.1, XP_045149765.1, XP_045142595.1
OG0000449	XP_039324539.1	XP_012860330.1
OG0000449	XP_003921530.2	XP_045144803.1
OG0000450	XP_003941718.1, XP_010350741.1	XP_045143433.1, XP_045143437.1, XP_045143436.1, XP_004712305.1, XP_045143434.1
OG0000451	XP_010350610.1, XP_010350613.1	XP_045154623.1, XP_045154618.1, XP_045154617.1, XP_004703816.1, XP_045154628.1
OG0000452	XP_039336583.1, XP_003938020.1	XP_004716583.1
OG0000454	XP_010342316.1, XP_010342315.1	XP_045148050.1, XP_004699254.1
OG0000455	XP_039316805.1, XP_010331248.2, XP_003933587.2	XP_045139676.1, XP_004714931.1
OG0000456	XP_010332130.1	XP_045150610.1
OG0000457	XP_010339669.2	XP_004708236.2
OG0000457	XP_003926497.2	XP_004703234.1
OG0000457	XP_039319920.1	XP_012859552.2
OG0000458	XP_003925115.1	XP_045153751.1
OG0000458	XP_003926316.1	XP_030743526.1
OG0000459	XP_003924434.1, XP_010333423.1	XP_045143677.1
OG0000460	XP_010338704.1	XP_045144843.1, XP_004714077.1, XP_004714076.1
OG0000460	XP_010338709.2	XP_004714060.2
OG0000461	XP_003920500.2	XP_004715033.2
OG0000463	XP_010347126.2, XP_039330613.1, XP_003941194.2, XP_010350180.2, XP_039331075.1	XP_012863783.1, XP_045150672.1
OG0000464	XP_010330675.1	XP_045148268.1, XP_004715809.1
OG0000465	XP_003937376.1	XP_045149614.1
OG0000467	XP_039326983.1, XP_039326987.1, XP_010332701.1, XP_039326986.1, XP_039326985.1, XP_039326991.1, XP_003923600.1, XP_039326989.1, XP_003923599.1, XP_039326984.1, XP_039326993.1, XP_039326988.1, XP_003923595.1, XP_003923598.1, XP_039326990.1, XP_010332700.1, XP_039326994.1	XP_004714211.1
OG0000468	XP_039334055.1	XP_004705907.1
OG0000469	XP_039332442.1, XP_039332443.1, XP_003945125.1	XP_004707205.1
OG0000470	XP_039332116.1	XP_004707037.1
OG0000471	XP_010349130.1, XP_010349131.1, XP_003940150.1	XP_045152529.1
OG0000472	XP_039320466.1	XP_045154508.1, XP_045143329.1, XP_004697514.1
OG0000472	XP_039335546.1	XP_045151429.1
OG0000473	XP_010342525.1, XP_010342524.1	XP_004697439.1
OG0000475	XP_003937061.1	XP_030743808.1
OG0000476	XP_039326329.1, XP_039326328.1	XP_004708404.1
OG0000477	XP_003941270.1	XP_004713621.1
OG0000477	XP_010350291.1, XP_010350290.1, XP_003941271.1, XP_010350289.1	XP_004713626.1
OG0000479	XP_010346282.1, XP_010346280.1, XP_003937448.1, XP_010346277.1, XP_010346279.1, XP_010346278.1	XP_012863522.1
OG0000482	XP_003933485.1	XP_045147945.1
OG0000482	XP_003920243.2	XP_012863268.3
OG0000483	XP_039332928.1, XP_003943661.1	XP_004707284.1, XP_045155675.1
OG0000484	XP_039322931.1, XP_039335726.1, XP_039321620.1, XP_039318412.1, XP_039322600.1	XP_045149635.1
OG0000485	XP_003921028.1, XP_039336437.1	XP_004707878.1
OG0000485	XP_039328959.1	XP_045154435.1, XP_004707880.1, XP_045144135.1, XP_004707879.1
OG0000486	XP_003933187.2	XP_004707349.1, XP_004706923.1
OG0000488	XP_039319684.1, XP_039319687.1, XP_039319686.1, XP_039319685.1	XP_045152114.1, XP_004703081.1
OG0000489	XP_010342110.2	XP_045144870.1
OG0000490	XP_039330243.1, XP_039330244.1, XP_003921324.1, XP_010344332.1	XP_045154852.1
OG0000491	XP_003923119.1	XP_004710858.1
OG0000491	XP_010336594.2	XP_004697005.1
OG0000492	XP_003928955.1	XP_004709575.1
OG0000492	XP_010348354.2	XP_045142233.1
OG0000493	XP_003929205.1	XP_004712942.1
OG0000494	XP_010346951.1	XP_004704584.1
OG0000495	XP_010343041.1, XP_010343040.1	XP_004705642.1
OG0000496	XP_039316483.1, XP_039332269.1, XP_039332268.1	XP_004705961.2
OG0000497	XP_003930408.1	XP_004699940.1
OG0000498	XP_010327952.1	XP_045154372.1, XP_045154373.1, XP_045154374.1, XP_004714791.1
OG0000499	XP_039325048.1, XP_010339370.2, XP_010339371.2	XP_045143852.1, XP_045143854.1, XP_004699036.1, XP_045143853.1
OG0000500	XP_003939909.1, XP_010348872.1	XP_004698817.1
OG0000501	XP_010329764.1	XP_004707571.1
OG0000502	XP_003939361.1, XP_010348258.1	XP_004700618.1
OG0000503	XP_039320711.1	XP_045143675.1
OG0000504	XP_003938710.1	XP_004702747.1, XP_045144742.1
OG0000505	XP_003921120.1, XP_039328985.1, XP_039328984.1, XP_039328986.1	XP_045144730.1, XP_045144728.1, XP_045144731.1
OG0000506	XP_039326701.1	XP_045152970.1
OG0000507	XP_010340449.1, XP_039335801.1, XP_039335800.1, XP_039335799.1	XP_045143353.1
OG0000508	XP_039335513.1, XP_010350068.1, XP_010350070.1, XP_010350069.1, XP_003941088.1, XP_010350067.1	XP_004698247.1
OG0000510	XP_003927649.1	XP_004696978.1
OG0000511	XP_010336558.1, XP_039336455.1	XP_004697382.1, XP_004697381.1, XP_004697383.1
OG0000512	XP_039325948.1, XP_039325946.1, XP_039325949.1, XP_003922005.1, XP_010328365.1, XP_039325947.1, XP_039325951.1, XP_039325950.1, XP_010328368.1	XP_045154069.1
OG0000513	XP_010349166.1, XP_010349168.1, XP_010349167.1	XP_045146525.1, XP_004711234.1
OG0000515	XP_039327682.1	XP_045152800.1
OG0000515	XP_039327685.1	XP_045152798.1, XP_045152799.1
OG0000517	XP_039319242.1, XP_003932853.2	XP_004700350.1, XP_045146952.1
OG0000519	XP_039322964.1	XP_045148333.1
OG0000519	XP_039322965.1, XP_010330249.1	XP_045148332.1
OG0000520	XP_039322404.1	XP_004710370.1
OG0000521	XP_003936059.2	XP_004705477.1
OG0000521	XP_003936058.1	XP_004705476.1
OG0000522	XP_010343870.1	XP_045155035.1
OG0000523	XP_010349558.2	XP_004699794.1
OG0000524	XP_039328663.1	XP_045144592.1
OG0000524	XP_039332256.1	XP_030744001.2
OG0000524	XP_039332279.1	XP_045149226.1
OG0000525	XP_039332299.1	XP_004709182.1
OG0000525	XP_039332383.1, XP_039332384.1, XP_039332385.1	XP_004713023.1
OG0000526	XP_003921552.2	XP_004699693.1
OG0000527	XP_003942639.1	XP_004712135.1
OG0000528	XP_010348923.1, XP_003939961.1, XP_039332698.1, XP_010348924.1	XP_004704601.1, XP_045149774.1
OG0000529	XP_039316554.1	XP_045140452.1
OG0000530	XP_010336579.1, XP_010336584.1, XP_010336578.1, XP_010336580.1, XP_010336583.1, XP_010336581.1, XP_010336582.1	XP_045152242.1, XP_045140687.1, XP_004696995.1
OG0000531	XP_039316006.1	XP_004706766.1
OG0000532	XP_003924669.2	XP_045143937.1, XP_045143936.1
OG0000533	XP_010350668.1, XP_010350669.1, XP_010350670.1, XP_003941659.1	XP_045143894.1, XP_004698857.1
