Orthogroup	Saimiri_boliviensis_boliviensis	Sus_scrofa
OG0000136	XP_010344340.1, XP_039320743.1, XP_039320742.1, XP_003935559.1, XP_039320740.1, XP_003935560.1, XP_010344338.1, XP_039320741.1	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1
OG0000138	XP_003923429.1	XP_003129604.2
OG0000138	XP_003923885.1	XP_020918056.1
OG0000138	XP_003923883.2	XP_020918054.1, XP_003482591.1
OG0000139	XP_010344126.2	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1
OG0000142	XP_039317843.1	XP_020949561.1, XP_020949564.1, XP_020949562.1
OG0000143	XP_039324472.1	NP_001230628.1, XP_020937831.1
OG0000144	XP_010342032.2	XP_005672777.1
OG0000145	XP_003922490.1	NP_001090907.1, XP_013838963.2
OG0000146	XP_003938814.1, XP_010347708.1, XP_010347707.1	XP_013852064.1
OG0000147	XP_039316002.1, XP_003922597.1	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1
OG0000148	XP_039318700.1	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3
OG0000149	XP_039322050.1	XP_020948935.1, NP_001165224.1
OG0000149	XP_003937990.1	NP_001165012.1
OG0000149	XP_039316778.1	NP_999414.1, XP_020944376.1
OG0000151	XP_003929394.1	XP_020923069.1
OG0000151	XP_010337959.2	XP_020923070.1
OG0000156	XP_003944578.2	XP_020950146.1
OG0000156	XP_010330273.1, XP_010330274.1, XP_039322863.1	XP_020952928.1
OG0000157	XP_039335445.1	XP_020933437.1
OG0000157	XP_039326433.1, XP_039328448.1	NP_001090887.1
OG0000158	XP_039324854.1	XP_003480386.1
OG0000158	XP_039334913.1, XP_039334978.1	XP_013848343.2
OG0000160	XP_039319976.1, XP_039323747.1, XP_039326908.1, XP_039319179.1, XP_039326032.1, XP_039327742.1, XP_039334578.1, XP_039323768.1, XP_039317641.1, XP_039336179.1, XP_039335247.1, XP_010336005.1, XP_039326130.1, XP_039316915.1	XP_003122846.1
OG0000160	XP_039335786.1	XP_005673920.1
OG0000160	XP_039317010.1	XP_005662165.1
OG0000161	XP_003922654.1	XP_003125054.1
OG0000163	XP_039327086.1, XP_010332914.2	XP_003129860.4
OG0000163	XP_010332913.2	NP_999327.1
OG0000164	XP_039322625.1	XP_020944849.1, XP_001927356.3, XP_003355080.1
OG0000165	XP_039334862.1, XP_010347365.1, XP_010347361.1, XP_039334861.1, XP_010347362.1	XP_020919856.1
OG0000166	XP_003920764.1, XP_003920763.1	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1
OG0000167	XP_039334403.1, XP_039334404.1, XP_039334405.1	XP_020942175.1, XP_005662147.1, XP_020942174.1
OG0000168	XP_010340775.1	XP_020922347.1
OG0000168	XP_010340774.1	XP_005668697.1
OG0000170	XP_003919917.1, XP_039326960.1	NP_001095943.1
OG0000170	XP_039326958.1	XP_005661167.1
OG0000171	XP_039323743.1	NP_999528.1
OG0000172	XP_039320443.1	XP_001927312.2
OG0000172	XP_003932734.1, XP_039335289.1	XP_020933305.1
OG0000173	XP_010344788.1, XP_003936029.1, XP_010344789.1	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1
OG0000174	XP_039316009.1, XP_003941959.1, XP_010327976.1, XP_003941960.1, XP_010327980.1, XP_003941962.1, XP_003941961.1	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1
OG0000175	XP_010331846.1, XP_010331841.1	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1
OG0000176	XP_010333235.2, XP_003920207.2, XP_039327375.1	XP_013849756.2
OG0000177	XP_039321184.1, XP_003922168.1	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1
OG0000178	XP_010336016.1	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1
OG0000179	XP_003943230.1	XP_020950070.1
OG0000179	XP_039323094.1	NP_999578.1, XP_020950071.1
OG0000180	XP_010347870.2, XP_039323049.1	NP_001123444.1
OG0000182	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1	NP_001245337.1, XP_020956363.1
OG0000183	XP_003920090.1	XP_003122874.3
OG0000184	XP_010328719.2	NP_001182302.1, XP_005669952.1
OG0000185	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1
OG0000188	XP_003923418.1, XP_003923419.2	XP_020918037.1, NP_001138313.1
OG0000188	XP_003923417.1, XP_039326451.1, XP_039326452.1	NP_999612.1
OG0000189	XP_039319953.1	NP_001231025.1, XP_013841909.1
OG0000190	XP_010341794.1	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1
OG0000191	XP_003938697.1, XP_039320884.1	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1
OG0000192	XP_010343377.2	NP_001243293.1
OG0000192	XP_039328200.1, XP_010335696.2	XP_003126541.1
OG0000193	XP_010330508.1	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1
OG0000194	XP_039319950.1, XP_039319949.1, XP_039319948.1	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1
OG0000195	XP_010332345.1	NP_001172084.1
OG0000196	XP_010332904.1	XP_003122828.1, XP_020937798.1, XP_020940706.1
OG0000196	XP_003920149.2	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2
OG0000197	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1
OG0000197	XP_039328941.1	XP_005667658.1
OG0000198	XP_003944090.3	XP_020952953.1
OG0000198	XP_039333558.1	XP_020952998.1, XP_020952971.1
OG0000198	XP_010346188.1	XP_020952811.1
OG0000198	XP_003944058.1	XP_020952997.1
OG0000199	XP_003926867.1	XP_020954615.1, XP_020954613.1, XP_003128519.1, XP_020954612.1, XP_020955707.1, XP_003356709.1, XP_020955706.1, XP_020954614.1, XP_013852515.2
OG0000199	XP_039322282.1, XP_039322281.1	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1
OG0000200	XP_010329421.2	NP_001121946.1, XP_020945972.1
OG0000200	XP_003943303.1, XP_039329878.1	XP_020944162.1, NP_001121945.1
OG0000201	XP_039332191.1, XP_039332900.1	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1
OG0000202	XP_003944247.2, XP_039323270.1, XP_039323300.1, XP_039323187.1	XP_013844751.1
OG0000202	XP_003944253.2	XP_003129043.2, XP_020956184.1, XP_020956457.1, XP_020956187.1
OG0000203	XP_039325610.1	XP_020930495.1
OG0000204	XP_039324880.1	XP_013854732.1
OG0000205	XP_010328386.1, XP_003942279.1	XP_003131019.2
OG0000206	XP_003936093.1	XP_005669368.1, XP_005669367.1
OG0000206	XP_010344853.1	XP_003132124.1
OG0000207	XP_003925667.1	XP_020930244.1, NP_001177173.1
OG0000208	XP_003945281.1	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1
OG0000209	XP_003940350.1, XP_039322135.1	XP_005664701.1, NP_001032227.1
OG0000210	XP_003919938.2, XP_039326785.1, XP_039326786.1	XP_005661152.2, XP_013849956.1, NP_001038017.1
OG0000211	XP_003924861.1	NP_001038037.3
OG0000211	XP_039319579.1	XP_013854702.1
OG0000211	XP_003932060.1	NP_001231401.1
OG0000213	XP_010349071.2	XP_020951645.1, XP_020951644.1
OG0000213	XP_039319336.1	NP_999518.1
OG0000214	XP_039321525.1	XP_020939168.1
OG0000214	XP_039330539.1	XP_020952252.1
OG0000214	XP_010339063.1	XP_020940166.1
OG0000215	XP_039332972.1	XP_020922089.1
OG0000216	XP_003940728.1	XP_005662979.1, NP_001231394.1
OG0000216	XP_039320422.1	NP_001231395.1
OG0000217	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1	XP_003360450.1, XP_005657955.1, XP_003135315.1
OG0000218	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1	XP_005673683.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	XP_013841086.1, NP_001123442.1
OG0000220	XP_003920219.1	XP_003122737.2
OG0000220	XP_003920220.1	XP_003122736.2
OG0000220	XP_003920505.1	XP_003122735.2
OG0000221	XP_003920132.1	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2
OG0000222	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1	NP_001231429.1, XP_020949042.1
OG0000223	XP_010334189.1	XP_003480734.2, XP_003122663.4, XP_003480736.2
OG0000223	XP_003920311.3, XP_003920533.1	XP_020938564.1, XP_020938566.1
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1
OG0000225	XP_003920342.1	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1
OG0000226	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1
OG0000227	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1	NP_999536.1, XP_005673006.1
OG0000228	XP_010345515.1, XP_039325747.1, XP_039325748.1	XP_013840056.1, NP_001265679.1
OG0000229	XP_039317375.1, XP_039317374.1, XP_003941423.1	NP_999021.2, XP_020937780.1
OG0000230	XP_039319635.1	NP_001116598.1
OG0000230	XP_039319644.1	XP_020941208.1
OG0000230	XP_003937598.1	NP_001116597.1
OG0000231	XP_010330999.1, XP_010331000.1	XP_003482189.1, XP_020955452.1
OG0000231	XP_039320205.1, XP_039320204.1	XP_020939046.1
OG0000232	XP_010329040.2	XP_020931403.1
OG0000232	XP_039331405.1	XP_020936292.1
OG0000233	XP_003928910.1	XP_013848461.2
OG0000235	XP_003920711.1	XP_020940339.1
OG0000236	XP_003926098.1	XP_020949090.1
OG0000237	XP_039323148.1	XP_005662419.1
OG0000238	XP_003939336.2	XP_020937338.1, XP_013853069.1
OG0000241	XP_010335794.2, XP_003920131.2	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1
OG0000243	XP_010344437.1	XP_020930076.1
OG0000244	XP_039322131.1	XP_020939836.1
OG0000244	XP_039331048.1	NP_001072150.1, XP_020927869.1
OG0000246	XP_039334581.1	XP_020919855.1
OG0000247	XP_003927577.1	XP_020956774.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1
OG0000249	XP_003929836.1	NP_001193367.1
OG0000249	XP_003929837.1	NP_001156363.1, XP_020934119.1
OG0000250	XP_039317012.1, XP_039317011.1	XP_020936679.1
OG0000250	XP_010330275.2	XP_020952940.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1
OG0000254	XP_039318676.1, XP_039336541.1	NP_001302695.1, XP_020949216.1, NP_999411.2
OG0000255	XP_039325642.1, XP_039321147.1, XP_039322347.1, XP_039328401.1, XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1, XP_039320682.1, XP_039324624.1, XP_039336253.1, XP_039329597.1, XP_039331907.1, XP_039323555.1, XP_039331596.1	NP_001231043.1
OG0000256	XP_003940456.1	NP_001001911.1
OG0000257	XP_003919841.1	XP_013834554.2, XP_003482562.1
OG0000257	XP_003919836.1	XP_020917972.1
OG0000258	XP_039333850.1	XP_020928491.1
OG0000259	XP_003920139.1	XP_001926303.3
OG0000260	XP_003920134.2	XP_020937348.1
OG0000261	XP_003920129.2	XP_020938029.1, XP_020940708.1, XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2
OG0000262	XP_003923877.1	XP_003129569.2, XP_020918034.1
OG0000262	XP_003923420.2	XP_005653697.1
OG0000263	XP_010334377.1, XP_003925373.1	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1
OG0000265	XP_039321980.1	XP_020954418.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1
OG0000267	XP_039318282.1	XP_005670968.2
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	XP_013841932.1, XP_020935398.1, XP_013841931.1, XP_020935399.1
OG0000272	XP_003933080.1	NP_001243703.1
OG0000272	XP_003933076.2	NP_999379.1
OG0000272	XP_003933081.1	NP_001157987.1
OG0000273	XP_039316246.1, XP_010343155.2, XP_003934265.1	XP_020941822.1, XP_020941821.1, XP_020941206.1, NP_001182438.1, NP_001128296.1, NP_999588.1
OG0000274	XP_003929108.1	NP_001009579.1
OG0000274	XP_003929106.1	NP_998944.1
OG0000275	XP_039331049.1, XP_039327276.1, XP_039331109.1, XP_003941964.1, XP_039331456.1	NP_001191212.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_020940531.1
OG0000279	XP_039326310.1, XP_039326284.1	XP_020941651.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	XP_005661684.1, XP_005661683.1, XP_013850546.1, XP_005661681.1, XP_005661682.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	XP_020952549.1
OG0000282	XP_039332499.1	XP_003131683.1
OG0000282	XP_039327539.1	NP_001182043.1
OG0000286	XP_003923395.2	XP_003129483.2, XP_020958316.1, XP_003129484.1, XP_020958315.1, XP_003129485.1, XP_020958314.1
OG0000287	XP_003935865.2	XP_020955720.1
OG0000287	XP_003935829.2	XP_001928091.2, XP_003128813.2, XP_001928657.2
OG0000287	XP_003935830.2	XP_013853110.2
OG0000289	XP_010332826.1	XP_020919609.1
OG0000290	XP_010333367.1	NP_001103891.1, XP_005666321.1
OG0000291	XP_010340790.1, XP_003931837.1	XP_020923748.1
OG0000291	XP_003931838.1	XP_020923739.1
OG0000292	XP_039324035.1	XP_020956816.1
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_005652838.1, XP_005652835.1, XP_005652837.1, XP_003122446.2, XP_005652836.1
OG0000294	XP_039336151.1	NP_001072140.1, XP_020924293.1
OG0000294	XP_039325922.1	XP_020931690.1, XP_020931692.1
OG0000294	XP_010349843.1	XP_020931691.1
OG0000295	XP_039335727.1	XP_020933179.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_020944847.1, XP_020944848.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2	XP_020930924.1, XP_020930925.1, XP_020930918.1, XP_020930917.1, XP_020930921.1, XP_020930919.1, XP_020930915.1, XP_020930916.1, XP_020930920.1, XP_020930922.1, XP_020930923.1
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	XP_020948016.1
OG0000298	XP_010340855.1, NP_001266929.1	NP_999450.1, XP_020932951.1
OG0000299	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1	XP_005661185.1, XP_020938981.1, XP_003353996.1, XP_020938980.1, XP_020938982.1, XP_003123052.2, XP_020938979.1
OG0000300	XP_003920135.2	XP_020937103.1, XP_020940392.1
OG0000301	XP_003923423.1	XP_020918049.1, XP_020918047.1
OG0000303	XP_039323784.1	XP_013847945.1, XP_020942512.1, XP_020942505.1
OG0000303	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1	NP_001004035.1
OG0000304	XP_039334875.1	XP_020920528.1
OG0000304	XP_003924934.1, XP_003919795.1	XP_020933861.1, XP_020933334.1, XP_020933908.1, XP_020933855.1, XP_020937744.1, XP_020933206.1
OG0000305	XP_039335863.1, XP_039323451.1	XP_003131820.1
OG0000306	XP_039316748.1	XP_020936678.1, XP_005663685.2, XP_020945782.1, XP_003125929.2, XP_005663682.2, XP_020945783.1, NP_999360.1, XP_005663678.2, XP_020945781.1
OG0000307	XP_039329021.1, XP_039319784.1	XP_020933514.1
OG0000307	XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	NP_001231487.1
OG0000308	XP_003933702.1	XP_020956827.1, XP_020956826.1
OG0000308	XP_039329871.1, XP_003936897.1	XP_003135249.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	XP_005661205.1, NP_001231893.1, NP_001231894.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_005673299.1
OG0000312	XP_010334255.1, XP_039327118.1	NP_001231443.1, XP_005660822.2
OG0000313	XP_003939234.2	XP_020947341.1, XP_020947344.1, XP_020947342.1, XP_020947343.1
OG0000314	XP_039336147.1	XP_003132590.3
OG0000314	XP_010334539.1	XP_020935926.1
OG0000315	XP_010339995.1	XP_003135397.2
OG0000315	XP_003945283.2	XP_005673841.2, XP_013841769.1
OG0000316	XP_003943964.1	XP_003360562.2
OG0000318	XP_039330733.1	XP_020921824.1
OG0000318	XP_039335565.1, XP_010344506.1	NP_001230387.1
OG0000318	XP_010344951.1	NP_001135462.1
OG0000319	XP_010339352.1	XP_020958330.1, XP_020958325.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_020944157.1
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	XP_020950428.1
OG0000321	XP_039319977.1	XP_013839187.1
OG0000322	XP_003940320.1	XP_003125211.1
OG0000322	XP_003926790.1, XP_039324821.1, XP_010348000.1	NP_001231138.1
OG0000323	XP_039329992.1	XP_020949048.1
OG0000323	XP_039325476.1	XP_005659297.1, XP_003121294.1
OG0000324	XP_010344341.1	XP_020951318.1, XP_020951317.1, XP_020951319.1
OG0000324	XP_039325213.1	XP_020955313.1, NP_001185850.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	XP_020923386.1, XP_020923385.1, XP_020923384.1
OG0000326	XP_039316283.1	XP_005662058.1, NP_001230150.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	NP_001231241.1, XP_005653963.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_005660556.1, XP_013849367.1, XP_001928885.1, XP_005660555.1
OG0000329	XP_039328473.1	XP_013853164.1, XP_005664026.1
OG0000329	XP_003933510.1	XP_001928684.1
OG0000330	XP_010332103.1	XP_013848130.1, XP_013848126.1, XP_013848127.1, XP_020945573.1, XP_005659345.1, XP_013848129.1
OG0000331	XP_010345824.1	XP_005656256.1, XP_020952627.1, XP_013844381.1, XP_003128153.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_020919242.1, XP_020919245.1, XP_020919243.1, XP_020919241.1, XP_020919244.1, XP_020919247.1, XP_020919246.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_020926308.1, XP_020926305.1, XP_020926309.1, XP_020926306.1, XP_020926307.1, XP_005669589.1
OG0000334	XP_010327807.1	XP_013842830.1, XP_013842831.1, XP_013842829.1
OG0000335	XP_003942734.1	XP_020928444.1
OG0000336	XP_010335917.1, XP_010335916.1	XP_005670075.1, NP_999492.1
OG0000337	XP_003927448.1	XP_003482167.1
OG0000339	XP_039316760.1, XP_039316761.1	XP_020946420.1
OG0000339	XP_039333039.1	XP_020924180.1
OG0000340	XP_039318835.1, XP_039318836.1	NP_001153248.1, XP_020937158.1
OG0000340	XP_003943209.1	XP_020948864.1, NP_001243708.1
OG0000341	XP_003927227.1	XP_020920945.1
OG0000342	XP_039331607.1	NP_001153558.1
OG0000342	XP_010339462.2	XP_020930232.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	XP_020922370.1, XP_005674131.2, XP_020922372.1, XP_005674132.2, XP_020922371.1
OG0000344	XP_010349695.1	XP_020937905.1, XP_020937923.1
OG0000344	XP_003945095.2	XP_005654592.2, XP_003122194.2, XP_003353694.2
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	XP_013844450.1
OG0000346	XP_039316753.1, XP_039315863.1, XP_010342301.1, XP_003933465.1	XP_020945720.1, NP_001072152.1, XP_020944414.1
OG0000347	XP_010347152.2	XP_020920165.1
