Orthogroup	Saimiri_boliviensis_boliviensis	Sarcophilus_harrisii
OG0000213	XP_010349071.2, XP_039319336.1, XP_003923963.1, XP_039325386.1, XP_010348847.2, XP_039317982.1, XP_003929975.2, XP_010330388.2, XP_010329075.1, XP_039327069.1, XP_010335864.2, XP_010329570.2, XP_039328810.1, XP_010336147.1, XP_039323291.1, XP_039323293.1	XP_031807358.1
OG0000214	XP_039321525.1	XP_031804062.1
OG0000214	XP_010339063.1	XP_031822954.1
OG0000215	XP_039332972.1	XP_031821510.1
OG0000216	XP_010349722.1, XP_003940728.1	XP_023352194.1
OG0000216	XP_039320423.1, XP_039320422.1, XP_039320424.1	XP_023352195.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	XP_031796426.1
OG0000220	XP_003920219.1, XP_003920220.1, XP_010333342.1, XP_003920505.1	XP_003774257.2, XP_003774496.2, XP_003774038.2
OG0000221	XP_003920132.1	XP_003774682.2
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	XP_031793038.1
OG0000225	XP_003920342.1	XP_031814870.1
OG0000227	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1
OG0000228	XP_010345515.1	XP_031824146.1, XP_031824138.1, XP_031824140.1
OG0000228	XP_039325747.1, XP_039325748.1	XP_031824141.1
OG0000229	XP_039317156.1, XP_039317375.1, XP_039317374.1, XP_003941423.1, XP_039317155.1	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2
OG0000230	XP_039319649.1, XP_039319635.1, XP_039319644.1	XP_003757917.1, XP_031807160.1
OG0000230	XP_003937598.1	XP_031818166.1, XP_003765484.1, XP_031818165.1
OG0000231	XP_010330999.1, XP_010331000.1	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1
OG0000231	XP_039320205.1, XP_039320204.1	XP_031824290.1, XP_003768735.1
OG0000232	XP_010329040.2	XP_031815699.1
OG0000232	XP_039331405.1	XP_031800528.1
OG0000233	XP_003928910.1	XP_031811050.1
OG0000235	XP_010331524.2, XP_039321240.1, XP_039322590.1, XP_039327028.1, XP_039319409.1, XP_039332178.1, XP_039323946.1, XP_039324546.1, XP_003920711.1	XP_031797437.1
OG0000236	XP_003926098.1	XP_012396942.1
OG0000237	XP_003938099.1, XP_003931017.2, XP_039323148.1, XP_039315751.1, XP_039336254.1, XP_039329805.1, XP_039327043.1	XP_003765707.1
OG0000238	XP_003939336.2	XP_003772216.1, XP_003772238.1
OG0000241	XP_010335794.2, XP_003920131.2	XP_003773837.1, XP_003773829.1
OG0000243	XP_010344437.1	XP_031799527.1
OG0000244	XP_039322131.1	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1
OG0000244	XP_039331048.1	XP_031824763.1, XP_003759540.1
OG0000245	XP_003944277.1, XP_010330417.1	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2
OG0000246	XP_039334581.1	XP_031795615.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	XP_012399824.1, XP_012399823.1
OG0000249	XP_003929836.1	XP_031795097.1
OG0000249	XP_003929837.1	XP_003771728.1, XP_003771729.1, XP_003772482.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	XP_031813504.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	XP_012400297.1
OG0000254	XP_039318676.1, XP_039336541.1	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1
OG0000255	XP_039325642.1, XP_039321147.1, XP_039322347.1, XP_039328401.1, XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1, XP_039320682.1, XP_039324624.1, XP_039336253.1, XP_039329597.1, XP_039331907.1, XP_039323555.1, XP_039331596.1	XP_031818382.1
OG0000258	XP_039333850.1	XP_031812239.1
OG0000259	XP_003920139.1, XP_003920144.1	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2
OG0000260	XP_010335805.2, XP_003920134.2	XP_012408102.1, XP_003773866.1, XP_003773865.1
OG0000261	XP_003920129.2	XP_023362160.2, XP_003773824.2, XP_003773822.1
OG0000262	XP_003923877.1, XP_003923420.2	XP_003764882.2, XP_003764833.2
OG0000263	XP_010334377.1, XP_003925373.1	XP_003767520.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_031809170.1
OG0000265	XP_039321980.1	XP_031820648.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	XP_031813628.1, XP_031813629.1, XP_023356514.1
OG0000267	XP_039318418.1, XP_039318421.1, XP_039332897.1, XP_039318282.1	XP_031805016.1, XP_031805023.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1
OG0000273	XP_039316246.1, XP_010343155.2, XP_003934265.1	XP_031796917.1
OG0000274	XP_003929108.1, XP_003929106.1	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_012406328.2
OG0000279	XP_039326310.1, XP_039326284.1	XP_012398280.1, XP_003761585.1, XP_031797074.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	XP_003763023.1, XP_012399541.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1
OG0000282	XP_039332499.1	XP_031822329.1, XP_031822328.1
OG0000282	XP_039327539.1	XP_031804587.1, XP_031804586.1
OG0000286	XP_003923395.2	XP_003764918.2, XP_003764919.2, XP_012402752.1
OG0000287	XP_003935865.2, XP_003935829.2, XP_003935830.2	XP_003759293.1, XP_012396393.1
OG0000289	XP_003923731.2	XP_012400464.2
OG0000289	XP_003923729.1, XP_010332826.1	XP_023355223.1
OG0000290	XP_010333367.1	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1
OG0000291	XP_010340790.1, XP_003931837.1, XP_003931838.1, XP_039332193.1	XP_031821563.1, XP_031821564.1, XP_012404003.2
OG0000292	XP_039324035.1	XP_031799730.1
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_031798424.1
OG0000294	XP_039336151.1	XP_031796205.1
OG0000294	XP_039325922.1	XP_031816238.1, XP_031816235.1, XP_031816237.1, XP_031816236.1
OG0000295	XP_039335727.1	XP_012395237.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1
OG0000298	XP_010340855.1, NP_001266929.1	XP_012409072.1
OG0000300	XP_003920135.2	XP_003773867.1, XP_012408103.1
OG0000301	XP_003923423.1	XP_003766573.1, XP_012402369.1
OG0000304	XP_039334875.1	XP_031794741.1, XP_031794738.1, XP_031794744.1
OG0000304	XP_003919795.1	XP_031794172.1
OG0000305	XP_039315739.1, XP_039322896.1, XP_039333554.1, XP_039322779.1, XP_039328138.1, XP_010345149.2, XP_039335863.1, XP_039323451.1, XP_003945210.3, XP_039330693.1, XP_039323543.1, XP_039323604.1, XP_039323191.1, XP_039323854.1, XP_039333116.1, XP_039316787.1, XP_039330039.1, XP_039325883.1, XP_039329086.1	XP_003770077.1
OG0000306	XP_039316748.1	XP_031823035.1, XP_023359180.1, XP_012404995.1
OG0000307	XP_039336296.1, XP_039329021.1, XP_039319784.1, XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_012396612.1
OG0000308	XP_003933702.1, XP_039329871.1, XP_003936897.1	XP_003774938.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	XP_003762271.1
OG0000310	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1	XP_003771993.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_031807590.1
OG0000312	XP_003920315.2	XP_003774527.1
OG0000312	XP_010334255.1, XP_039327118.1	XP_031797207.1
OG0000314	XP_039336147.1	XP_031813545.1
OG0000314	XP_010334539.1	XP_023356114.2
OG0000316	XP_003943964.1	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1
OG0000318	XP_039330733.1	XP_003756877.1
OG0000318	XP_039335565.1, XP_010344506.1	XP_012404194.1
OG0000318	XP_039317572.1	XP_003768770.1
OG0000319	XP_010339352.1	XP_031808515.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1, XP_039319977.1	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2
OG0000322	XP_003940320.1	XP_031792939.1
OG0000322	XP_010348000.1	XP_012406294.1
OG0000323	XP_039329992.1	XP_031818127.1, XP_031818128.1
OG0000323	XP_003926406.1, XP_039325476.1	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1
OG0000324	XP_010344341.1, XP_039324947.1, XP_039325213.1	XP_003765400.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	XP_031813199.1
OG0000326	XP_039316283.1	XP_023359440.1, XP_012405279.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1
OG0000329	XP_039328473.1	XP_031796604.1
OG0000329	XP_003933510.1	XP_023359234.2
OG0000330	XP_010332103.1	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1
OG0000331	XP_010345824.1	XP_023356018.1, XP_031818176.1, XP_031818175.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_031815319.1, XP_031815325.1
OG0000334	XP_010327807.1	XP_031803463.1, XP_031803462.1
OG0000335	XP_003942734.1	XP_031804858.1
OG0000336	XP_010335917.1, XP_010335916.1	XP_031813605.1, XP_031813604.1, XP_031813606.1
OG0000337	XP_003927448.1	XP_003762759.1
OG0000339	XP_039316760.1, XP_039316761.1	XP_003769836.1, XP_031823172.1
OG0000339	XP_039333039.1	XP_031815087.1
OG0000340	XP_039318835.1, XP_039318836.1, XP_003943209.1	XP_031808997.1, XP_031808998.1
OG0000342	XP_039331607.1, XP_003923715.2, XP_010339462.2, XP_039324935.1, XP_003922085.2	XP_031824624.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	XP_031821578.1, XP_031821576.1, XP_031821577.1
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1
OG0000346	XP_039316753.1, XP_039315863.1, XP_010342301.1, XP_003933465.1	XP_003769788.1
OG0000347	XP_003919869.1	XP_003773619.2
OG0000347	XP_010347152.2	XP_031792977.1
OG0000348	XP_039319820.1, XP_039319819.1, XP_010333844.1	XP_031802478.1, XP_031802477.1
OG0000349	XP_039332121.1, XP_010328576.1	XP_012403901.1
OG0000349	XP_003926325.1	XP_031816401.1
OG0000350	XP_010328950.2, XP_039332441.1, XP_003942852.1, XP_039332440.1	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1
OG0000351	XP_039320496.1	XP_012397227.2
OG0000354	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2	XP_003755230.2, XP_031812138.1, XP_031812137.1
OG0000355	XP_039336490.1, XP_039336491.1	XP_023356870.1, XP_023356871.1, XP_031815027.1
OG0000356	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1	XP_023361320.1
OG0000359	XP_003944378.1	XP_003768959.2, XP_031821016.1
OG0000359	XP_039323523.1, XP_010330550.1, XP_003943447.2	XP_031792644.1
OG0000360	XP_003930084.1	XP_031793208.1
OG0000360	XP_039334104.1, XP_039334092.1	XP_003761386.1, XP_012399429.1
OG0000362	XP_039321710.1, XP_039321709.1, XP_003932410.2, XP_039323844.1	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1
OG0000363	XP_003921542.2	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1
OG0000364	XP_010345041.2	XP_031806180.1
OG0000365	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1	XP_003769723.1
OG0000366	XP_010333283.1, XP_003924294.2	XP_031805369.1, XP_031808141.1, XP_031808142.1
OG0000368	XP_003925240.1, XP_010334201.1	XP_012409113.1, XP_031805285.1, XP_023363146.1
OG0000369	XP_003935345.2	XP_031813168.1, XP_003766914.2
OG0000370	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1	XP_031804477.1, XP_031815015.1
OG0000371	XP_003922004.1	XP_012400179.1
OG0000371	XP_003930850.1, XP_010339689.1	XP_031813087.1, XP_031813088.1, XP_031809401.1
OG0000372	XP_039333193.1	XP_031818941.1
OG0000373	XP_039317940.1, XP_039317941.1, XP_039316567.1	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1
OG0000374	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1	XP_031809825.1
OG0000375	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1
OG0000376	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1
OG0000381	XP_003919941.2	XP_031797228.1
OG0000381	XP_039327445.1, XP_039335065.1	XP_003773575.4
OG0000382	XP_010328928.1, XP_010328930.1, XP_010328929.1, XP_039332339.1, XP_010328932.1, XP_010328931.1, XP_039332340.1, XP_039332338.1	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1
OG0000384	XP_003923876.1, XP_039327253.1	XP_031813132.1, XP_003764906.2
OG0000386	XP_010338540.1	XP_031823802.1
OG0000387	XP_039324584.1, XP_039328311.1, XP_039328312.1, XP_003943464.1	XP_031796005.1
OG0000388	XP_010332763.1, XP_010332764.1	XP_031815956.1
OG0000388	XP_039327045.1, XP_010332765.1	XP_031815957.1
OG0000390	XP_039329902.1, XP_003921483.1	XP_031824764.1
OG0000391	XP_003924636.1, XP_010333619.1	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1
OG0000392	XP_039323108.1, XP_039323194.1, XP_010343280.2	XP_012404527.1
OG0000392	XP_010331234.2, XP_039318775.1	XP_031809086.1
OG0000393	XP_039331960.1, XP_039331959.1, XP_003931303.1, XP_039331961.1	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1
OG0000394	XP_003929632.2	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1
OG0000395	XP_039328988.1	XP_031794581.1
OG0000396	XP_010330896.1, XP_039327115.1, XP_010330946.1, XP_010330992.1, XP_010330861.1	XP_003773711.1
OG0000397	XP_039329126.1	XP_031814582.1
OG0000399	XP_010343425.1, XP_010343424.1, XP_010343423.1	XP_031794222.1
OG0000400	XP_010348103.1	XP_023360045.1, XP_031793785.1, XP_031793784.1
OG0000401	XP_010328155.2	XP_012400210.1
OG0000402	XP_003921968.2	XP_003763960.2
OG0000402	XP_010327774.1	XP_031816414.1
OG0000402	XP_010350772.2	XP_031816398.1
OG0000405	XP_039331605.1, XP_003943139.1, XP_003943141.1	XP_012408830.2, XP_031800387.1, XP_031800386.1, XP_012408831.2, XP_012408832.2
OG0000406	XP_010344606.2, XP_010344607.1	XP_012396289.1, XP_023351408.1
OG0000407	XP_010340227.1	XP_031822276.1
OG0000407	XP_010340228.1	XP_031822275.1, XP_031822274.1
OG0000409	XP_010332521.1	XP_031813148.1
OG0000409	XP_003923396.1, XP_010332522.1	XP_031813147.1, XP_003764850.2, XP_003766831.2
OG0000410	XP_003933126.2	XP_031800380.1
OG0000411	XP_010334461.2	XP_031805385.1, XP_012399713.1, XP_003761877.1, XP_031805389.1, XP_023353473.2, XP_031801422.1, XP_003762820.1, XP_031801563.1, XP_003763190.1, XP_031805434.1, XP_003763155.2, XP_003762819.2, XP_012399375.2, XP_003761907.1, XP_003761909.1, XP_031801423.1, XP_012398571.1, XP_031805520.1, XP_031805513.1, XP_003762843.2
OG0000412	XP_003941177.1	XP_031801316.1
OG0000413	XP_003930100.1, XP_039334097.1, XP_003930098.1, XP_003930099.1	XP_023353308.2
OG0000414	XP_010345156.1	XP_031825251.1
OG0000415	XP_039333345.1, XP_039316096.1, XP_039321572.1, XP_039321312.1, XP_039325421.1, XP_039335126.1, XP_039334709.1, XP_003940833.1, XP_039317743.1, XP_039334715.1	XP_003756431.1
OG0000416	XP_039317378.1	XP_003757627.2
OG0000417	XP_003925289.1	XP_031799941.1
OG0000417	XP_039321296.1, XP_003925290.1	XP_003761713.3
OG0000418	XP_010334267.1, XP_010334268.1, XP_039331020.1, XP_003925282.1, XP_039331021.1	XP_003761717.1
OG0000419	XP_003921078.2, XP_010341787.1, XP_010341784.1, XP_010341791.1	XP_012406466.1
OG0000421	XP_003935272.1	XP_012396403.2
OG0000422	XP_010340472.1, XP_010340471.1	XP_031815803.1, XP_023354933.1, XP_012400129.1, XP_012400132.1, XP_023354932.1, XP_012400130.1, XP_012400128.1, XP_012400127.1, XP_003763840.1
OG0000423	XP_039335300.1	XP_031809794.1
OG0000424	XP_039321104.1	XP_031812826.1
OG0000425	XP_010329942.1	XP_031812909.1
OG0000426	XP_039326148.1	XP_031814113.1
OG0000427	XP_039323220.1, XP_039323221.1, XP_039331292.1, XP_039331600.1, XP_003944512.2	XP_031800385.1
OG0000428	XP_039317008.1, XP_003935622.1, XP_003935618.1, XP_010344408.1, XP_010344407.1, XP_003935620.1, XP_003935619.1, XP_003935624.1	XP_003757899.1
OG0000431	XP_010339016.1, XP_039333934.1, XP_039333937.1	XP_003762142.2
OG0000432	XP_010340610.1	XP_003768661.1
OG0000432	XP_003934615.2	XP_031794199.1
OG0000433	XP_003926447.2, XP_039323592.1, XP_039323593.1	XP_031820710.1, XP_031820714.1
OG0000434	XP_010350769.1	XP_031803649.1
OG0000435	XP_003936922.1	XP_031824415.1, XP_031825031.1, XP_003770498.1
OG0000436	XP_010349157.1, XP_039327824.1, XP_039328285.1, XP_039332195.1, XP_039318159.1, XP_010335240.1, XP_039325019.1, XP_039319404.1, XP_003944270.1	XP_031815695.1, XP_012400083.1, XP_031815694.1
OG0000437	XP_010336153.2, XP_010349249.1, XP_039323057.1, XP_039323059.1, XP_039323058.1	XP_031819090.1, XP_031819089.1
OG0000438	XP_010343642.1	XP_031809459.1
OG0000438	XP_039336042.1	XP_003765670.1, XP_031814945.1
OG0000439	XP_010344180.1, XP_039320264.1	XP_031822809.1, XP_003767841.1
OG0000440	XP_010333447.1, XP_010333446.1	XP_003759022.1, XP_023351287.1, XP_031808559.1
OG0000441	XP_003943652.2	XP_031821850.1
OG0000443	XP_010338471.1	XP_012406025.1
OG0000444	XP_039328533.1, XP_039328536.1, XP_039328534.1, XP_039328537.1, XP_039328535.1, XP_039328532.1, XP_039328538.1, XP_039328530.1, XP_039328531.1	XP_031795245.1, XP_031795244.1, XP_023360749.1
OG0000445	XP_003925073.2	XP_031813393.1
OG0000445	XP_010334068.2, XP_003925074.2	XP_003766126.1, XP_012401931.1, XP_003766127.1
OG0000446	XP_010329077.1, XP_010344663.1	XP_012398652.1, XP_031801541.1, XP_031800283.1, XP_031800360.1
OG0000447	XP_039317038.1, XP_039317036.1, XP_039317037.1	XP_003758124.1, XP_023350568.1, XP_031806788.1, XP_023350569.1
OG0000448	XP_039318354.1, XP_003938524.1, XP_039318356.1, XP_039318355.1, XP_010347478.1	XP_031804713.1
OG0000449	XP_039333366.1, XP_039327192.1, XP_039324539.1, XP_010338387.2, XP_003921530.2, XP_039334134.1	XP_003774355.1, XP_003772960.1
OG0000451	XP_010350610.1, XP_010350613.1	XP_003763978.1, XP_023355044.1, XP_012400254.1
OG0000452	XP_039336583.1, XP_003938020.1	XP_031793282.1, XP_031793280.1, XP_031793286.1, XP_031793285.1, XP_031793281.1, XP_031793283.1
OG0000454	XP_010342316.1, XP_010342315.1, XP_003933487.1	XP_031823119.1
OG0000455	XP_039316805.1, XP_010331248.2, XP_003933587.2	XP_031823243.1
OG0000456	XP_010332130.1	XP_031820425.1
OG0000457	XP_010339669.2	XP_031813247.1
OG0000457	XP_039319920.1	XP_031797006.1
OG0000458	XP_003925115.1	XP_031815618.1
OG0000458	XP_003926316.1	XP_031815616.1
OG0000459	XP_003924434.1, XP_010333423.1	XP_031807864.1, XP_023351122.1, XP_031807863.1, XP_023351120.1, XP_023351121.1
OG0000460	XP_003929830.1, XP_010338704.1, XP_010338709.2	XP_031796090.1, XP_023361379.1
OG0000461	XP_003920500.2	XP_003774543.1, XP_012408177.1, XP_012408532.1
OG0000464	XP_010330675.1	XP_023357046.2, XP_031819421.1
OG0000465	XP_003937376.1	XP_031810228.1
OG0000467	XP_039326983.1, XP_039326987.1, XP_010332701.1, XP_039326986.1, XP_039326985.1, XP_039326991.1, XP_003923600.1, XP_039326989.1, XP_003923599.1, XP_039326984.1, XP_039326993.1, XP_039326988.1, XP_003923595.1, XP_003923598.1, XP_039326990.1, XP_010332700.1, XP_039326994.1	XP_003764399.1
OG0000468	XP_039334055.1	XP_031800678.1, XP_012398427.1, XP_031800707.1, XP_031800691.1, XP_031800684.1, XP_031800672.1, XP_031800668.1, XP_031800717.1, XP_003761765.1, XP_012398428.1, XP_031800702.1
