Orthogroup	Saimiri_boliviensis_boliviensis	Microcebus_murinus
OG0000146	XP_003938814.1, XP_010347708.1, XP_010347707.1	XP_012628326.1, XP_012628327.1, XP_012628324.1, XP_012628322.1, XP_020144507.1, XP_012628328.1
OG0000147	XP_003922600.1, XP_003922604.1, XP_003922602.1	XP_012590831.1, XP_012590838.1
OG0000147	XP_039316002.1, XP_003922597.1	XP_012590832.1, XP_012590833.1
OG0000148	XP_039318700.1	XP_020141494.1, XP_020141495.1, XP_012608249.1, XP_012608030.1, XP_012608028.1, XP_012608047.1, XP_012608029.1, XP_012608027.2
OG0000149	XP_039322050.1	XP_012613923.1
OG0000149	XP_003937990.1	XP_012604635.1
OG0000149	XP_039316778.1	XP_012617266.1
OG0000149	XP_039316042.1	XP_012604632.1
OG0000150	XP_003936326.2	XP_012597786.2
OG0000151	XP_003929394.1	XP_012642741.1
OG0000151	XP_039332402.1	XP_012643866.1
OG0000151	XP_010337959.2	XP_020136691.1, XP_012642867.1, XP_012642950.1, XP_012643169.1, XP_012643242.1
OG0000156	XP_003944578.2	XP_012616772.1
OG0000156	XP_010330273.1, XP_010330274.1, XP_039322863.1	XP_012626310.1
OG0000157	XP_039335444.1	XP_012628416.1
OG0000157	XP_039335445.1	XP_012628415.1
OG0000157	XP_010345028.2	XP_020142690.1
OG0000157	XP_010347515.2, XP_039334905.1	XP_012634492.2
OG0000158	XP_039324854.1	XP_012614201.1
OG0000158	XP_010344317.2	XP_012646732.1
OG0000160	XP_039335786.1, XP_039317010.1	XP_012594595.1
OG0000161	XP_003922654.1	XP_012644144.2, XP_012611772.1
OG0000163	XP_010332913.2	XP_012604217.1
OG0000164	XP_039328692.1, XP_039323908.1	XP_012590817.1
OG0000165	XP_039334862.1, XP_010347365.1, XP_010347361.1, XP_039334861.1, XP_010347362.1	XP_012644476.1
OG0000166	XP_003920764.1, XP_003920763.1	XP_012628563.1
OG0000167	XP_039334403.1, XP_039334404.1, XP_039334405.1	XP_012645611.1, XP_012645609.1, XP_012645612.1, XP_012645610.1
OG0000168	XP_010340774.1	XP_020142446.1
OG0000170	XP_003919917.1, XP_039326960.1	XP_012636064.1, XP_012636063.1
OG0000170	XP_039326958.1	XP_020142466.1
OG0000171	XP_039323743.1	XP_012592098.1
OG0000172	XP_039320443.1	XP_012607233.1
OG0000172	XP_003932734.1, XP_039335289.1	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1
OG0000173	XP_010344788.1, XP_003936029.1, XP_010344789.1	XP_020144346.1, XP_012608595.1, XP_020142743.1, XP_012608598.1, XP_012608597.1, XP_012608596.1, XP_020142744.1, XP_012608594.1
OG0000174	XP_003941960.1	XP_012623108.1
OG0000175	XP_010331846.1, XP_010331841.1	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1
OG0000177	XP_039321184.1, XP_003922168.1	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1
OG0000178	XP_010336016.1	XP_020142269.1
OG0000179	XP_003943230.1	XP_012616212.1
OG0000179	XP_039323094.1	XP_012616210.1, XP_020138867.1
OG0000180	XP_010347870.2, XP_039323049.1	XP_012646220.2, XP_012646219.2, XP_012645814.1
OG0000182	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1
OG0000183	XP_003920090.1	XP_012645131.1
OG0000184	XP_010328719.2	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1
OG0000185	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1	XP_020140511.1, XP_020140512.1, XP_020140510.1, XP_012614250.1, XP_012614251.1, XP_012614249.1
OG0000186	XP_039322611.1, XP_010330288.2	NP_001296879.1, XP_012630958.1
OG0000188	XP_003923418.1, XP_003923419.2	XP_012642085.1
OG0000188	XP_003923417.1	XP_012642083.1
OG0000188	XP_039326451.1, XP_039326452.1	XP_012642084.1
OG0000189	XP_003920425.2	XP_020142173.1
OG0000189	XP_039319953.1	XP_012623680.2
OG0000190	XP_010341794.1	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1
OG0000191	XP_003938697.1, XP_039320884.1	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1
OG0000192	XP_010343377.2	XP_012595410.1
OG0000192	XP_039328200.1, XP_010335696.2	XP_012602522.1, XP_012595429.1
OG0000193	XP_010330508.1	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1
OG0000194	XP_039319950.1, XP_039319949.1, XP_039319948.1	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1
OG0000195	XP_010332345.1	XP_012602234.1
OG0000196	XP_010332904.1	XP_012602155.1
OG0000196	XP_003920149.2	XP_012602138.2
OG0000197	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1
OG0000197	XP_039328941.1	XP_012635092.1
OG0000198	XP_003944090.3	XP_012643511.1
OG0000198	XP_003944070.1	XP_012606855.2
OG0000198	XP_003944067.2	XP_012606853.1
OG0000198	XP_039333558.1	XP_020138855.1, XP_012642872.1
OG0000198	XP_010346188.1	XP_012630547.1
OG0000198	XP_003944058.1	XP_012606840.1
OG0000199	XP_039322282.1, XP_039322281.1	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1
OG0000200	XP_010329421.2	XP_012604691.1
OG0000200	XP_003943305.2	XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1
OG0000200	XP_003943303.1, XP_039329878.1	XP_012604690.1
OG0000201	XP_039332191.1, XP_039332900.1	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2
OG0000202	XP_003944247.2	XP_012626029.1, XP_012626030.1
OG0000202	XP_039323270.1, XP_039323300.1, XP_039323187.1	XP_012593056.1, XP_012591028.1, XP_012591027.1
OG0000202	XP_003944253.2	XP_012626031.1
OG0000203	XP_039325610.1	XP_012600215.2
OG0000204	XP_039324880.1	XP_012600417.1
OG0000205	XP_010328386.1, XP_003942279.1	XP_012592757.1, XP_020145980.1, XP_012592755.1
OG0000206	XP_003936093.1	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1
OG0000207	XP_003925667.1	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1
OG0000208	XP_003945281.1	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1
OG0000209	XP_003940350.1, XP_039322135.1	XP_012617021.1
OG0000210	XP_003919938.2, XP_039326785.1, XP_039326786.1	XP_012636091.1, XP_020142143.1
OG0000211	XP_003924861.1	XP_012601548.1
OG0000211	XP_039319579.1	XP_012601550.1, XP_012601552.1
OG0000211	XP_003932060.1	XP_012610211.1
OG0000213	XP_010349071.2, XP_039319336.1, XP_003923963.1, XP_039325386.1, XP_010348847.2, XP_039317982.1, XP_003929975.2, XP_010330388.2, XP_010329075.1, XP_039327069.1, XP_010335864.2, XP_010329570.2, XP_039328810.1, XP_010336147.1, XP_039323291.1, XP_039323293.1	XP_012610372.1, XP_012618844.1
OG0000214	XP_039321525.1	XP_020139364.1
OG0000214	XP_039330539.1	XP_012605096.1
OG0000214	XP_010339063.1	XP_012639821.1
OG0000215	XP_039332972.1	XP_012644878.1
OG0000216	XP_003940728.1	XP_020144549.1
OG0000216	XP_039320422.1	XP_020144551.1
OG0000216	XP_039320424.1	XP_012617511.1
OG0000217	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1	XP_012643354.1, XP_012643356.1, XP_012643353.1
OG0000218	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1	XP_020140834.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	XP_012641344.1, XP_012641345.1, XP_012641343.1, XP_012628786.1, XP_012629604.1
OG0000220	XP_003920219.1	XP_012615281.1
OG0000220	XP_003920220.1	XP_012615283.1
OG0000221	XP_003920132.1	XP_012643314.1
OG0000222	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	XP_020139931.1
OG0000225	XP_003920342.1	XP_020140438.1, XP_012646815.1
OG0000226	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1	XP_012622879.1, XP_012622878.1, XP_012622880.1
OG0000227	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1
OG0000228	XP_010345515.1	XP_020143704.1
OG0000228	XP_039325748.1	XP_020143703.1
OG0000229	XP_039317156.1	XP_012599514.1
OG0000229	XP_039317375.1, XP_039317374.1, XP_003941423.1	XP_020145193.1
OG0000229	XP_039317155.1	XP_012599516.1
OG0000230	XP_039319635.1	XP_012634431.1
OG0000230	XP_003937598.1	XP_012620823.1, XP_012620826.1
OG0000231	XP_010330999.1, XP_010331000.1	XP_012597534.1
OG0000231	XP_039320205.1, XP_039320204.1	XP_020140932.1, XP_020140933.1, XP_020140931.1
OG0000232	XP_010329040.2	XP_012607170.1
OG0000232	XP_039331405.1	XP_012594561.1
OG0000233	XP_003928910.1	XP_012618946.1
OG0000235	XP_003920711.1	XP_012644008.1
OG0000236	XP_003926098.1	XP_012600890.1
OG0000237	XP_039315751.1	XP_012595918.1
OG0000238	XP_003939336.2	XP_012610400.1
OG0000241	XP_010335794.2, XP_003920131.2	XP_012643313.1, XP_012643316.1, XP_012643297.1
OG0000243	XP_010344437.1	XP_020144894.1
OG0000244	XP_039322131.1	XP_012624841.1
OG0000244	XP_039331048.1	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1
OG0000245	XP_003944277.1	XP_012641009.1
OG0000245	XP_010330417.1	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1
OG0000246	XP_039334581.1	XP_012644463.1
OG0000247	XP_003927577.1	XP_012609379.1, XP_012609383.1, XP_012609380.1, XP_012609382.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1
OG0000249	XP_003929836.1	XP_012623524.1
OG0000249	XP_003929837.1	XP_012623655.1
OG0000250	XP_039317012.1, XP_039317011.1	XP_020138391.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1
OG0000254	XP_039318676.1, XP_039336541.1	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1
OG0000255	XP_039325642.1, XP_039321147.1, XP_039322347.1, XP_039328401.1, XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1, XP_039320682.1, XP_039324624.1, XP_039336253.1, XP_039329597.1, XP_039331907.1, XP_039323555.1, XP_039331596.1	XP_012638692.1, XP_012606045.1
OG0000256	XP_003940456.1	XP_012609650.1
OG0000256	XP_003940458.1	XP_012609644.1, XP_012609690.1
OG0000257	XP_003919835.2	XP_012599622.1
OG0000257	XP_003919841.1	XP_012599602.2, XP_012599619.1
OG0000257	XP_003919836.1	XP_012599621.1
OG0000258	XP_039333850.1	XP_012634397.1
OG0000259	XP_003920139.1	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1
OG0000259	XP_003920144.1	XP_012602166.1
OG0000260	XP_010335805.2	XP_012602136.1, XP_012602137.1
OG0000260	XP_003920134.2	XP_012602134.1
OG0000261	XP_003920129.2	XP_012643293.1, XP_012643291.1
OG0000262	XP_003923877.1	XP_012641928.1, XP_012641930.1
OG0000262	XP_003923420.2	XP_012641864.1
OG0000263	XP_010334377.1, XP_003925373.1	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_020141699.1, XP_020141698.1
OG0000265	XP_039321980.1	XP_012628546.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1
OG0000267	XP_039318282.1	XP_020138751.1
OG0000268	XP_039336479.1, XP_010336634.1	XP_012636319.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1
OG0000272	XP_003933080.1	XP_012646534.2
OG0000272	XP_003933076.2	XP_012598546.1
OG0000272	XP_003933078.1	XP_012646323.1
OG0000272	XP_039332171.1	XP_012598451.1
OG0000272	XP_003933081.1	XP_012646437.1
OG0000273	XP_039316246.1, XP_010343155.2, XP_003934265.1	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1
OG0000274	XP_003929108.1	XP_012638783.1
OG0000274	XP_003929106.1	XP_012639019.1
OG0000275	XP_039331049.1	XP_012629133.2
OG0000275	XP_039327276.1	XP_012631180.1, XP_012643517.1
OG0000275	XP_039331109.1	XP_012644734.1, XP_012597174.1, XP_012620171.1
OG0000275	XP_003941964.1	XP_012604247.1
OG0000275	XP_039331456.1	XP_012605170.1, XP_012639801.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1
OG0000279	XP_039326310.1, XP_039326284.1	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	XP_012617558.1, XP_012617559.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1
OG0000282	XP_039327539.1	XP_020138645.1, XP_012628234.1
OG0000286	XP_003923395.2	XP_012642041.1, XP_012641915.2
OG0000287	XP_003935865.2	XP_012608042.2
OG0000287	XP_003935829.2	XP_012608300.1
OG0000289	XP_003923731.2	XP_012603474.1
OG0000289	XP_010332826.1	XP_012603480.1, XP_012603482.1, XP_012603477.1, XP_012603479.1, XP_012603478.1, XP_012603481.1
OG0000290	XP_010333367.1	XP_012608173.1
OG0000291	XP_010340790.1, XP_003931837.1	XP_012602865.1
OG0000291	XP_003931838.1	XP_012602861.1
OG0000291	XP_039332193.1	XP_012602856.1
OG0000292	XP_039324035.1	XP_020140949.1
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_012624965.1, XP_012624963.1, XP_012624964.1
OG0000294	XP_039336151.1	XP_012600777.1, XP_012600776.1
OG0000294	XP_010349843.1	XP_012641271.2
OG0000295	XP_039335727.1	XP_012636412.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1	XP_012611066.1
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1
OG0000298	XP_010340855.1, NP_001266929.1	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1
OG0000299	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1	XP_012611259.1, XP_012611258.1, XP_012611260.1
OG0000299	XP_003934799.1	XP_012641791.1
OG0000300	XP_003920135.2	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1
OG0000301	XP_003923423.1	XP_012641939.2
OG0000303	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1	XP_020142967.1, XP_012615168.1
OG0000304	XP_039334875.1	XP_020139677.1
OG0000304	XP_003924934.1	XP_020135693.1, XP_020137632.1
OG0000304	XP_003919795.1	XP_020137479.1, XP_020137483.1, XP_012612227.1, XP_012612221.1, XP_020137482.1, XP_020137480.1, XP_012612226.1, XP_020137481.1, XP_012612228.1, XP_012612229.1
OG0000305	XP_003945210.3, XP_039330693.1, XP_039323543.1, XP_039323604.1	XP_012596067.1
OG0000306	XP_039316748.1	XP_012606999.1
OG0000307	XP_039336296.1, XP_039329021.1, XP_039319784.1, XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_012625355.1
OG0000308	XP_003933702.1	XP_012598511.1, XP_012598508.1, XP_012598510.1
OG0000308	XP_039329871.1, XP_003936897.1	XP_020137097.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1
OG0000312	XP_010336231.2	XP_012633300.1
OG0000312	XP_003920315.2	XP_012633806.1
OG0000312	XP_010334255.1, XP_039327118.1	XP_020142004.1
OG0000313	XP_003939232.2	XP_020143028.1, XP_012618440.1
OG0000314	XP_039336147.1	XP_012608488.1
OG0000314	XP_010334539.1	XP_020140641.1
OG0000315	XP_010339995.1	XP_012595136.1, XP_020140523.1
OG0000315	XP_003945283.2	XP_012642647.1, XP_012642648.1
OG0000316	XP_003943964.1	XP_012613613.1
OG0000318	XP_039325403.1, XP_039325405.1	XP_012636124.2, XP_012630788.2
OG0000319	XP_010339352.1	XP_012641090.1, XP_012641089.1, XP_012641091.1, XP_012641088.1, XP_012641092.1, XP_012608514.1, XP_012597729.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_012632927.1
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	XP_012609781.1
OG0000321	XP_039319977.1	XP_012606327.1
OG0000322	XP_003940320.1	XP_012629406.2
OG0000322	XP_010348000.1	XP_012596666.1
OG0000323	XP_039329992.1	XP_012620891.1
OG0000323	XP_003926406.1	XP_012629319.1, XP_012629318.1, XP_020142720.1
OG0000324	XP_010344341.1	XP_012606319.1
OG0000324	XP_039325213.1	XP_012594074.1, XP_012594075.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	XP_012634801.1, XP_012634802.1, XP_012634800.1
OG0000326	XP_039316283.1	XP_012619564.1, XP_012619560.1, XP_012619562.1, XP_012619563.1, XP_012619561.1, XP_012619565.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	XP_012621311.1, XP_012621309.1, XP_012621312.1, XP_012621308.1, XP_012621302.1, XP_012621304.1, XP_012621310.1, XP_012621306.1, XP_012621307.1, XP_012621305.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_012627619.1, XP_012627618.1, XP_012627620.1
OG0000329	XP_039328473.1	XP_012637879.1, XP_012637878.1
OG0000329	XP_003933510.1	XP_012633968.1
OG0000330	XP_010332103.1	XP_012606419.1, XP_012606421.1, XP_012606418.1, XP_012606420.1
OG0000331	XP_010345824.1	XP_012591284.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_020145268.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_020135910.1, XP_020135912.1, XP_020135911.1, XP_020135913.1
OG0000334	XP_010327807.1	XP_012646017.1, XP_012646016.1, XP_012646019.1, XP_012646015.1, XP_012646018.1
OG0000335	XP_003942734.1	XP_012632007.1
OG0000336	XP_010335917.1, XP_010335916.1	XP_020142057.1, XP_020142058.1, XP_012592410.1, XP_012592411.1
OG0000337	XP_003927448.1	XP_012623906.1
OG0000339	XP_039316760.1, XP_039316761.1	XP_012633954.1, XP_012633953.1
OG0000339	XP_039333039.1	XP_012626726.1
OG0000340	XP_039318835.1, XP_039318836.1	XP_012601844.1
OG0000340	XP_003943209.1	XP_012630040.1
OG0000341	XP_003927227.1	XP_012638108.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	XP_012602903.1, XP_012602907.1, XP_012602904.1, XP_012602905.1, XP_012602906.1
OG0000344	XP_010349695.1	XP_012627719.1, XP_012627700.1, XP_020145189.1, XP_012627717.1, XP_012627721.1
OG0000344	XP_003945095.2	XP_012627253.1, XP_012627252.1, XP_020145055.1, XP_012627251.1, XP_012627255.1, XP_020145053.1, XP_012627254.1, XP_020145054.1, XP_012627256.1
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	XP_012607550.1
OG0000346	XP_003933465.1	XP_020139246.1, XP_012607054.1
OG0000347	XP_003919869.1	XP_012639451.1
OG0000347	XP_010347152.2	XP_012599904.1
OG0000348	XP_039319820.1, XP_039319819.1, XP_010333844.1	XP_012601669.1, XP_012601670.1, XP_012601671.1
OG0000349	XP_039332121.1, XP_010328576.1	XP_012606495.1
