Orthogroup	Saimiri_boliviensis_boliviensis	Mesocricetus_auratus
OG0000172	XP_039323441.1	XP_040614120.1, XP_040614119.1
OG0000172	XP_003932734.1, XP_039335289.1	XP_005074616.1
OG0000173	XP_010344788.1, XP_003936029.1, XP_010344789.1	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1
OG0000174	XP_003941960.1, XP_010327980.1, XP_003941962.1, XP_003941961.1	XP_040607444.1, XP_005080318.2, XP_005080319.2, XP_040607443.1
OG0000175	XP_010331846.1, XP_010331841.1	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1
OG0000176	XP_010333235.2, XP_003920207.2, XP_039327375.1	XP_005063858.1
OG0000177	XP_039321184.1, XP_003922168.1	XP_012972115.1, XP_005064346.1, XP_040608718.1
OG0000178	XP_010336016.1	XP_040606959.1
OG0000179	XP_003943230.1	XP_005086645.1
OG0000179	XP_039323094.1	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1
OG0000180	XP_010347870.2, XP_039323049.1	XP_040587400.1, XP_040587401.1, XP_005085336.1, XP_040587472.1, XP_012980083.1, XP_040587523.1, XP_021091754.1, XP_021091755.1, XP_040587402.1, XP_012980084.1
OG0000182	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1	XP_040594868.1, XP_040594863.1, XP_040594876.1
OG0000183	XP_003920090.1	XP_005064973.1
OG0000184	XP_010328719.2	XP_040596285.1
OG0000185	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1	XP_040600352.1, XP_040600353.1, XP_040600346.1, XP_040600350.1, XP_040600347.1, XP_040600351.1, XP_040600348.1, XP_040600349.1
OG0000186	XP_039322611.1, XP_010330288.2, XP_039322703.1, XP_039322696.1, XP_039322695.1, XP_039322710.1, XP_039322711.1	XP_040589776.1, XP_040589775.1, XP_040589774.1
OG0000188	XP_003923418.1, XP_003923419.2	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1
OG0000188	XP_039326451.1, XP_039326452.1	XP_005087317.1, NP_001268632.1
OG0000189	XP_003920425.2	XP_040589293.1
OG0000189	XP_039319953.1	XP_005084581.1, XP_021091239.2, XP_005084582.1, XP_005077794.1, XP_012974315.1, XP_005077795.1
OG0000190	XP_010341794.1	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1
OG0000191	XP_003938697.1, XP_039320884.1	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1
OG0000192	XP_039328200.1, XP_010335696.2	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1
OG0000193	XP_010330508.1	XP_005072532.1
OG0000194	XP_039319950.1, XP_039319949.1, XP_039319948.1	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1
OG0000196	XP_010332904.1	XP_005065121.1
OG0000196	XP_003920149.2	XP_005065119.1
OG0000197	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1
OG0000197	XP_039328941.1	XP_040584410.1
OG0000198	XP_039333558.1	XP_040591376.1
OG0000199	XP_003926867.1	XP_012972615.1
OG0000199	XP_039322282.1, XP_039322281.1	XP_040589745.1, XP_005084208.1, XP_012979099.1
OG0000200	XP_010329421.2	XP_005081978.1, XP_040607618.1, XP_040607622.1, XP_040607624.1, XP_040607620.1, XP_040607623.1, XP_040607619.1, XP_040607621.1
OG0000200	XP_003943305.2	XP_012977307.1
OG0000201	XP_039332900.1	XP_040605792.1, XP_040603999.1, XP_040605708.1
OG0000202	XP_003944247.2	XP_005075271.1
OG0000202	XP_039323270.1, XP_039323300.1, XP_039323187.1	XP_005075272.3
OG0000203	XP_039325610.1	XP_040601237.1
OG0000205	XP_010328386.1, XP_003942279.1	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1
OG0000206	XP_003936093.1, XP_010344853.1	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1
OG0000207	XP_003925667.1	XP_005070704.1
OG0000208	XP_003945281.1	XP_012977752.1, XP_021089992.1, XP_040600454.1
OG0000209	XP_003940350.1, XP_039322135.1	XP_005086807.1, XP_040590168.1
OG0000210	XP_003919938.2, XP_039326785.1, XP_039326786.1	XP_040589304.1, XP_040589305.1, XP_005085211.2
OG0000211	XP_003924861.1	XP_040587833.1, XP_005082621.2
OG0000211	XP_039319579.1	XP_040608770.1
OG0000211	XP_003932060.1	XP_021091337.1, XP_005084664.1
OG0000213	XP_010349071.2	XP_012968153.1
OG0000214	XP_039321525.1	XP_040598014.1
OG0000214	XP_039330539.1	XP_012970417.1
OG0000214	XP_010339063.1	XP_005065724.1
OG0000215	XP_039332972.1	XP_040590600.1, XP_040606117.1
OG0000216	XP_010349722.1, XP_003940728.1	XP_012970771.1
OG0000216	XP_039320422.1	XP_005072700.1
OG0000216	XP_039320424.1	XP_040586534.1
OG0000217	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2
OG0000218	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1	XP_040599908.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	XP_040601564.1, XP_021088134.1, XP_040601565.1, XP_040601566.1, XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1
OG0000220	XP_003920219.1	XP_005063867.1
OG0000220	XP_010333342.1	XP_040588595.1, XP_040588604.1, XP_040588585.1, XP_005063312.1
OG0000220	XP_003920505.1	XP_005063314.1
OG0000221	XP_003920132.1	XP_005065051.1
OG0000222	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1
OG0000223	XP_003920311.3, XP_003920533.1	XP_005063942.1, XP_005063943.1
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	XP_012971325.1
OG0000225	XP_003920342.1	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1
OG0000226	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1
OG0000227	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1
OG0000228	XP_010345515.1	XP_005082288.1
OG0000228	XP_039325747.1	XP_012977578.1
OG0000228	XP_039325748.1	XP_005082286.1
OG0000229	XP_039317156.1	XP_005083820.1
OG0000229	XP_039317375.1, XP_039317374.1, XP_003941423.1	XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1
OG0000229	XP_039317155.1	XP_012978715.1, XP_012978723.1, XP_012978724.1, XP_012978711.2, XP_040600800.1
OG0000230	XP_039319649.1, XP_039319635.1, XP_039319644.1	XP_040586600.1, XP_005084993.1
OG0000230	XP_003937598.1	XP_005079537.1, XP_012975719.1
OG0000232	XP_010329040.2	XP_040585290.1
OG0000232	XP_039331405.1	XP_012976797.1
OG0000233	XP_003928910.1	XP_040602155.1
OG0000235	XP_039332178.1, XP_039323946.1, XP_039324546.1	XP_005063914.1
OG0000236	XP_003926098.1	XP_040597569.1
OG0000237	XP_003938099.1, XP_003931017.2	XP_040609262.1
OG0000237	XP_039323148.1	XP_040585169.1
OG0000237	XP_039315751.1	XP_040608731.1, XP_012973051.1, XP_040607450.1
OG0000241	XP_010335794.2, XP_003920131.2	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1
OG0000243	XP_010344437.1	XP_012969716.1
OG0000244	XP_039322131.1	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1
OG0000244	XP_039331048.1	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1
OG0000245	XP_003944277.1	XP_012981112.1, XP_040589848.1
OG0000245	XP_010330417.1	XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1
OG0000246	XP_039334581.1	NP_001268549.1
OG0000247	XP_003927577.1	XP_005074432.1, XP_040603050.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	XP_005073918.1
OG0000249	XP_003929836.1	XP_021090361.2, XP_040596392.1, XP_005083144.1
OG0000249	XP_003929837.1	XP_005083145.1
OG0000250	XP_039317012.1, XP_039317011.1, XP_010330275.2	XP_040600140.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1
OG0000254	XP_039318676.1, XP_039336541.1	XP_005079257.2, XP_040591232.1, XP_005079196.3
OG0000256	XP_003940456.1	XP_012979581.1
OG0000257	XP_003919835.2	XP_040589307.1, XP_005075790.2, XP_005075832.2
OG0000257	XP_003919841.1	XP_005075783.1
OG0000257	XP_003919836.1	XP_005075789.1
OG0000258	XP_039333850.1	XP_005066133.1
OG0000259	XP_003920139.1	XP_012975999.1
OG0000260	XP_010335805.2	XP_005065070.1
OG0000260	XP_003920134.2	XP_005065066.1, XP_005065067.1, XP_005065068.3
OG0000261	XP_003920129.2	XP_012975331.1, XP_005065053.2, XP_012976143.2, XP_005065052.1, XP_005065054.3, XP_012975232.1
OG0000262	XP_003923877.1, XP_003923420.2	XP_005074208.1, XP_005074157.1
OG0000263	XP_010334377.1, XP_003925373.1	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1
OG0000265	XP_039321980.1	XP_005072399.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2
OG0000267	XP_039318418.1, XP_039318421.1, XP_039332897.1	XP_040607062.1
OG0000267	XP_039318282.1	XP_005077630.1
OG0000268	XP_039336479.1, XP_010336634.1	XP_040606212.1, XP_005073890.1, XP_040606217.1, XP_040606291.1, XP_040607371.1, XP_040606214.1, XP_012971621.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1
OG0000272	XP_003933080.1	XP_005077023.1, XP_005077025.1
OG0000272	XP_003933076.2, XP_003933078.1, XP_039332171.1, XP_003933081.1	XP_005077022.1
OG0000274	XP_003929108.1	NP_001268267.1
OG0000274	XP_003929106.1	XP_005076991.1
OG0000275	XP_039331049.1, XP_039327276.1, XP_039331109.1, XP_003941964.1	XP_040598976.1
OG0000275	XP_039331456.1	XP_005081267.1
OG0000278	XP_039324245.1, XP_003933960.1	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1
OG0000279	XP_039326310.1, XP_039326284.1	XP_012975872.1, XP_005080032.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	XP_040604600.1, XP_040604602.1, XP_040604601.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	XP_005083992.1
OG0000282	XP_039332499.1	XP_040605382.1, XP_005076060.2
OG0000282	XP_039334752.1	XP_040594351.1
OG0000282	XP_039327539.1	XP_040598932.1
OG0000285	XP_003927603.2, XP_010336668.2, XP_039336382.1, XP_010336515.2, XP_003927607.2, XP_010336664.2, XP_003927604.3	XP_040588296.1, XP_040588294.1, XP_040588292.1, XP_012969300.2, XP_040588266.1, XP_040588494.1, XP_040588493.1, XP_040588495.1, XP_040588267.1
OG0000286	XP_003923395.2	XP_040589341.1, XP_005087519.1
OG0000287	XP_003935865.2	XP_040596957.1
OG0000287	XP_003935830.2	XP_040591719.1, XP_040591718.1, XP_040591695.1
OG0000289	XP_003923731.2	XP_021082445.1, XP_040586144.1
OG0000289	XP_003923729.1	XP_005069340.2
OG0000289	XP_010332826.1	XP_040586138.1
OG0000290	XP_010333367.1	XP_040596414.1
OG0000291	XP_003931838.1	XP_012968853.1
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_040607392.1, XP_040607393.1, XP_040607390.1, XP_040607394.1, XP_040607389.1
OG0000294	XP_039336151.1	XP_040603583.1
OG0000294	XP_039325922.1	XP_040603157.1, XP_005065177.1
OG0000295	XP_039335727.1	XP_040588842.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_005066828.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2	XP_005077255.1, XP_005077254.1
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	XP_021079303.1
OG0000298	XP_010340855.1, NP_001266929.1	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1
OG0000299	XP_003934799.1	XP_040587335.1
OG0000300	XP_003920135.2	XP_012976328.1, XP_040600905.1, XP_005065069.1
OG0000301	XP_003923423.1	XP_005074143.1
OG0000303	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1	XP_040584315.1, XP_040614218.1, XP_040614219.1
OG0000304	XP_039334875.1	XP_012965882.2
OG0000305	XP_039328138.1	XP_040602135.1
OG0000305	XP_039335863.1, XP_039323451.1	XP_005077085.2
OG0000306	XP_039316748.1	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1
OG0000307	XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_040600288.1
OG0000308	XP_003933702.1	XP_021089063.1, XP_040603097.1
OG0000308	XP_039329871.1, XP_003936897.1	XP_040600250.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1
OG0000310	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1	XP_040597026.1, XP_040597137.1, XP_040584489.1
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_021083880.1
OG0000312	XP_010334255.1, XP_039327118.1	XP_040604259.1, XP_040604256.1, XP_012970606.1
OG0000313	XP_039327756.1	XP_040608723.1
OG0000314	XP_039336147.1	XP_040610560.1, XP_005086015.1, XP_040610559.1, XP_021078599.1
OG0000314	XP_010334539.1	XP_012974503.1
OG0000315	XP_010339995.1	XP_040600477.1, XP_021090371.2, XP_040600479.1, XP_012978242.2, XP_040600476.1, XP_040600377.1, XP_040600378.1
OG0000316	XP_003943964.1	XP_005086961.2
OG0000318	XP_039330733.1	XP_040601963.1
OG0000318	XP_010344951.1	XP_005067639.2
OG0000319	XP_010339352.1	XP_040598899.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	XP_040584032.1, XP_040584031.1, XP_040584033.1
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	XP_012979642.1, XP_005084819.1
OG0000321	XP_039319977.1	XP_040600390.1
OG0000322	XP_003940320.1	XP_005086480.1
OG0000322	XP_010348000.1	XP_005071796.1
OG0000323	XP_039329992.1	XP_005079554.1
OG0000323	XP_003926406.1	XP_040585130.1, XP_040585127.1, XP_040585132.1, XP_040585129.1, XP_040585131.1, XP_040585133.1
OG0000323	XP_039325476.1	XP_040589415.1
OG0000324	XP_039325213.1	XP_021081837.1, XP_012967620.1, XP_021081834.1, XP_040599340.1, XP_012967621.1, XP_040598506.1, XP_040598505.1, XP_040598512.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	XP_005067507.1, XP_012967170.1
OG0000326	XP_039316283.1	XP_040587435.1, XP_040587434.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	XP_040605588.1, XP_040605587.1, XP_012973145.1, XP_012973146.1
OG0000328	XP_010349061.1, XP_003940074.1	XP_005085541.1
OG0000329	XP_039328473.1	XP_005081557.1
OG0000329	XP_003933510.1	XP_021086614.1
OG0000330	XP_010332103.1	XP_012976524.1, XP_012976522.1, XP_040596347.1, XP_005080890.1, XP_012976525.1
OG0000331	XP_010345824.1	XP_012978889.1
OG0000332	XP_039328671.1, XP_039328672.1	XP_012981734.1, XP_005087558.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	XP_040596239.1, XP_040596238.1, XP_040596237.1, XP_040596236.1
OG0000334	XP_010327807.1	XP_005078574.1, XP_040585657.1
OG0000335	XP_003942734.1	XP_005077575.1
OG0000336	XP_010335917.1, XP_010335916.1	XP_005077635.2
OG0000337	XP_003927448.1	XP_005066467.1
OG0000339	XP_039316760.1, XP_039316761.1	XP_005076620.1
OG0000339	XP_039333039.1	XP_040595445.1
OG0000340	XP_039318835.1, XP_039318836.1	XP_012967645.1, XP_040598301.1
OG0000340	XP_003943209.1	XP_005086612.1
OG0000341	XP_003927227.1	XP_012981857.2
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	XP_040605945.1, XP_012968926.1, XP_012968927.1
OG0000344	XP_003945095.2	XP_005082205.1
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	XP_012974402.1
OG0000346	XP_039316753.1	XP_005076681.1
OG0000346	XP_039315863.1, XP_010342301.1	XP_005076672.1
OG0000346	XP_003933465.1	NP_001268559.1, XP_005076679.1, XP_021086634.2, XP_005076670.1
OG0000347	XP_003919869.1	XP_005075748.1
OG0000347	XP_010347152.2	XP_012971345.1
OG0000348	XP_039319820.1, XP_039319819.1, XP_010333844.1	XP_040608796.1, XP_040608793.1, XP_040608794.1, XP_005082615.1, XP_040608797.1
OG0000349	XP_039332121.1, XP_010328576.1	XP_040605828.1, XP_040605827.1
OG0000349	XP_003926325.1	XP_040596107.1
OG0000350	XP_010328950.2, XP_039332441.1, XP_003942852.1	XP_040603956.1, XP_040603988.1, XP_040603987.1
OG0000351	XP_039320496.1	XP_040586391.1
OG0000352	XP_039326951.1	XP_012981977.3, XP_040591171.1, XP_040591177.1
OG0000353	XP_039329839.1	XP_005073455.1
OG0000354	XP_010338894.2, XP_010338897.2, XP_010338895.2, XP_010338900.2, XP_010338898.2, XP_010338896.2, XP_010338899.2	XP_021087227.1
OG0000355	XP_039336490.1, XP_039336491.1	XP_012967487.1, XP_021081743.1, XP_040606505.1, XP_012967489.1, XP_040606504.1, XP_012967488.1
OG0000356	XP_003940193.1, XP_010349164.1, XP_003940192.1, XP_003940195.1, XP_003940194.1	XP_012970700.1, XP_021084297.1, XP_021084296.1, XP_012970697.1
OG0000357	XP_039319899.1, XP_010330519.2	XP_040600357.1, XP_040600358.1, XP_040600355.1, XP_040600354.1, XP_040600356.1
OG0000359	XP_003944378.1	XP_040588022.1
OG0000359	XP_039323523.1, XP_010330550.1	XP_040588023.1, XP_040588021.1
OG0000360	XP_003930084.1	XP_005064379.1
OG0000360	XP_039334104.1	XP_040609452.1
OG0000360	XP_039334092.1	XP_040609472.1
OG0000361	XP_003920138.2, XP_003920142.2	XP_005064660.1, XP_012976231.1, XP_005065086.1, XP_005064663.1, XP_005064662.1, XP_012974675.1, XP_012974685.1
OG0000362	XP_039321710.1, XP_039321709.1	XP_040590107.1
OG0000362	XP_039323844.1	XP_040584293.1
OG0000363	XP_003921542.2	XP_005074368.2, XP_040613075.1, XP_005074367.1
OG0000364	XP_010345041.2	XP_012974960.1, XP_021087798.1
OG0000365	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1	XP_040607899.1, XP_040607897.1, XP_040607894.1, XP_040607896.1, XP_040607895.1, XP_040607898.1
OG0000366	XP_003924294.2	XP_040596630.1, XP_040596628.1, XP_040596633.1
OG0000367	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1	XP_005069842.1
OG0000368	XP_003925240.1, XP_010334201.1	XP_040613267.1, XP_040613266.1, XP_005075163.1
OG0000369	XP_003935345.2	XP_040606264.1, XP_040606263.1, XP_012974134.2, XP_040606265.1
OG0000370	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1	XP_040587269.1, XP_040611180.1, XP_040606260.1
OG0000371	XP_003922004.1	XP_040601309.1
OG0000371	XP_003930850.1, XP_010339689.1	XP_040602602.1, XP_021090275.1, XP_005083009.1, XP_040602604.1, XP_040602603.1
OG0000372	XP_039333193.1	XP_040593482.1
OG0000373	XP_039317940.1, XP_039317941.1, XP_039316567.1	XP_012977690.1, XP_005082365.3
OG0000374	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1	XP_040589001.1, XP_005084660.1, XP_040589002.1
OG0000375	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1	XP_021085858.1, NP_001268509.1
OG0000376	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1	XP_040588239.1, XP_040588238.1, XP_040588241.1, XP_040588240.1, XP_021083156.1
