Orthogroup	Saimiri_boliviensis_boliviensis	Mus_musculus
OG0000161	XP_003922654.1	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3
OG0000163	XP_039327086.1, XP_010332914.2	NP_031635.2
OG0000163	XP_010332913.2	NP_033937.2
OG0000164	XP_039328692.1, XP_039323908.1	XP_036011335.1
OG0000165	XP_039334862.1, XP_010347365.1, XP_010347361.1, XP_039334861.1, XP_010347362.1	XP_011245218.1, NP_001347376.1, NP_848837.3
OG0000166	XP_003920764.1, XP_003920763.1	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1
OG0000167	XP_039334403.1, XP_039334404.1, XP_039334405.1	NP_775584.1, NP_001157175.1, XP_006507744.1
OG0000168	XP_010340774.1	XP_036018075.1, NP_001041523.1, NP_001349847.1, XP_017170209.1, NP_001041522.1, NP_075861.1
OG0000170	XP_003919917.1, XP_039326960.1	XP_006507275.1, NP_473425.2
OG0000170	XP_003919916.1	NP_001029126.1, NP_001276373.1
OG0000170	XP_039326958.1	NP_001292545.1, XP_030097891.1, NP_031613.2
OG0000171	XP_039319831.1	XP_036010305.1
OG0000171	XP_039330067.1	XP_036018065.1, XP_036018064.1, XP_036018062.1, XP_036018068.1, XP_036018067.1, XP_036018063.1, XP_036018069.1, XP_036018066.1
OG0000171	XP_039318546.1	NP_001394372.1
OG0000171	XP_039323743.1	NP_035425.2, NP_001394371.1
OG0000171	XP_039322467.1	XP_036018677.1
OG0000171	XP_039322473.1, XP_039318120.1	NP_001394373.1
OG0000172	XP_039320443.1	NP_001171266.1
OG0000172	XP_039323441.1	NP_001155294.1
OG0000172	XP_003932734.1, XP_039335289.1	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1
OG0000173	XP_010344788.1, XP_003936029.1, XP_010344789.1	NP_001346369.1
OG0000174	XP_003941960.1, XP_010327980.1, XP_003941962.1, XP_003941961.1	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1
OG0000175	XP_010331846.1, XP_010331841.1	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1
OG0000176	XP_010333235.2, XP_003920207.2, XP_039327375.1	NP_666047.1
OG0000177	XP_039321184.1, XP_003922168.1	NP_084211.2, XP_006508395.1, NP_001347697.1
OG0000178	XP_010336016.1	NP_001139424.1
OG0000179	XP_003943230.1	NP_038837.1
OG0000179	XP_039323094.1	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1
OG0000180	XP_010347870.2, XP_039323049.1	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1, NP_573501.1, XP_017168078.1, NP_570973.1, XP_011240341.1, NP_570974.1, NP_081248.4, XP_006508933.1, NP_001032889.3, NP_001274140.1, NP_570975.1
OG0000182	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1	XP_006537898.1, NP_001009949.3
OG0000183	XP_003920090.1	NP_001342345.1
OG0000184	XP_010328719.2	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1
OG0000185	XP_039319894.1, XP_003944333.2, XP_039319898.1, XP_039319896.1, XP_039319895.1	NP_080357.4, NP_001005385.1, NP_001004359.1
OG0000186	XP_039322611.1, XP_010330288.2, XP_039322703.1, XP_039322696.1, XP_039322695.1, XP_039322710.1, XP_039322711.1	NP_808417.2, NP_808416.1, XP_006528601.1
OG0000188	XP_003923418.1, XP_003923419.2	NP_032246.2, NP_001188320.1
OG0000188	XP_039326451.1, XP_039326452.1	NP_032245.1
OG0000189	XP_003920425.2	NP_083936.1
OG0000189	XP_039319953.1	NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1, NP_001345904.1, NP_033059.2, NP_001345903.1, NP_001239018.1
OG0000190	XP_010341794.1	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1
OG0000191	XP_003938697.1, XP_039320884.1	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1
OG0000192	XP_039328200.1, XP_010335696.2	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1
OG0000193	XP_010330508.1	NP_937804.1, NP_001091692.1, XP_006528671.1
OG0000194	XP_039319950.1, XP_039319949.1, XP_039319948.1	NP_081063.1
OG0000195	XP_010332345.1	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1
OG0000196	XP_010332904.1	NP_666779.1
OG0000196	XP_003920149.2	NP_001011758.2
OG0000197	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1, XP_039328941.1	NP_001035966.1
OG0000199	XP_003926867.1	NP_001171005.1
OG0000199	XP_039322282.1, XP_039322281.1	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1
OG0000200	XP_010329421.2	NP_034390.1, NP_034389.2, XP_030108281.1
OG0000200	XP_003943305.2	NP_705792.2
OG0000201	XP_039332900.1	NP_001028606.2, XP_011247678.1
OG0000202	XP_003944247.2	NP_694737.1
OG0000202	XP_039323270.1, XP_039323300.1, XP_039323187.1	NP_694750.3, NP_001171022.1
OG0000203	XP_039325610.1	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1
OG0000204	XP_039324880.1	XP_006508342.1
OG0000204	XP_010332579.1	NP_001278278.1
OG0000205	XP_010328386.1, XP_003942279.1	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3
OG0000206	XP_003936093.1, XP_010344853.1	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1
OG0000207	XP_003925667.1	XP_006496044.1, NP_001343974.1, NP_666362.1
OG0000208	XP_003945281.1	NP_001028967.2, XP_011246164.1
OG0000209	XP_003940350.1, XP_039322135.1	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1
OG0000210	XP_003919938.2, XP_039326785.1, XP_039326786.1	NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1
OG0000211	XP_039319579.1	NP_075891.1
OG0000211	XP_003932060.1	NP_742116.1, NP_001405859.1
OG0000213	XP_010349071.2	NP_032933.1, XP_036009546.1
OG0000214	XP_039321525.1	XP_006509847.1
OG0000214	XP_039330539.1	NP_001342461.1, NP_940840.1, XP_006503474.1, NP_076161.2
OG0000214	XP_010339063.1	XP_006517391.1
OG0000215	XP_039332972.1	NP_035698.1
OG0000216	XP_003940728.1	NP_001346769.1
OG0000216	XP_039320422.1	NP_001346768.1
OG0000216	XP_039320424.1	NP_001164339.1
OG0000217	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1
OG0000218	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1	NP_001345968.1, NP_001158156.1, NP_001158155.1
OG0000219	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1	XP_011237575.1, NP_034119.1, NP_031834.1
OG0000220	XP_003920219.1	NP_666891.1
OG0000220	XP_010333342.1	NP_001011853.1, NP_667020.1
OG0000221	XP_003920132.1	NP_667106.1, NP_667107.2, NP_001001810.2
OG0000222	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1
OG0000223	XP_003920311.3, XP_003920533.1	XP_017173677.1, NP_666344.1, NP_795976.1, NP_001013842.2, XP_006527242.1, XP_017173565.1, NP_766364.1, XP_006526877.1, NP_659034.1
OG0000224	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1	NP_001263696.1, NP_001344157.1, NP_653113.4
OG0000225	XP_003920342.1	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1
OG0000226	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1	XP_011246047.1, NP_001007579.1
OG0000227	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1	NP_001034479.1
OG0000228	XP_010345515.1	NP_659545.2, NP_958812.3
OG0000228	XP_039325747.1	NP_964005.2, NP_038729.1
OG0000228	XP_039325748.1	NP_964007.2
OG0000229	XP_039317156.1	NP_034824.2
OG0000229	XP_039317155.1	NP_001365209.1, XP_006497931.1, NP_705786.1, NP_034825.1
OG0000230	XP_039319649.1, XP_039319635.1, XP_039319644.1	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1
OG0000232	XP_010329040.2	NP_001355702.1
OG0000232	XP_039331405.1	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1
OG0000235	XP_039332178.1, XP_039323946.1, XP_039324546.1	NP_034369.1
OG0000236	XP_003926098.1	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1
OG0000237	XP_003938099.1, XP_003931017.2, XP_039323148.1	NP_001239148.1
OG0000241	XP_010335794.2, XP_003920131.2	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2
OG0000243	XP_010344437.1	NP_001349416.1, NP_001349428.1, NP_001349417.1, NP_001349418.1, NP_001349430.1, NP_001349432.1, NP_001349429.1, NP_001349420.1, NP_001349436.1, NP_001349427.1, NP_001349435.1, NP_001349433.1, NP_001349419.1, NP_001349431.1, NP_001349437.1, NP_001349434.1, NP_001349426.1, NP_001349425.1, XP_006527017.1, NP_001030320.1, NP_001030318.1, NP_001030317.1, NP_001030319.1, NP_001030316.1
OG0000244	XP_039322131.1	NP_660252.1, XP_006513501.1
OG0000244	XP_039331048.1	NP_001019645.1, XP_006517013.1
OG0000245	XP_003944277.1	NP_038549.1
OG0000245	XP_010330417.1	NP_032068.2, NP_032065.1, NP_032067.2, NP_032066.2, XP_030106054.1, NP_796290.2
OG0000246	XP_039334581.1	NP_035676.1
OG0000247	XP_003927577.1	NP_001363905.1, NP_001363904.1, NP_001363901.1, XP_036021351.1, NP_598458.1, NP_001363903.1, NP_001363906.1, NP_001363908.1, NP_001363902.1, NP_001363900.1, NP_001363907.1
OG0000248	XP_010343195.1, XP_010343196.1, XP_010343197.1	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1
OG0000249	XP_003929836.1	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1
OG0000249	XP_003929837.1	NP_075822.3
OG0000250	XP_039317012.1, XP_039317011.1, XP_010330275.2	XP_030107324.1
OG0000251	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1
OG0000252	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1	NP_001276652.1, NP_001276651.1, XP_006499187.1, NP_694778.1
OG0000254	XP_039318676.1, XP_039336541.1	NP_001013786.2, XP_017168309.1, NP_067431.2
OG0000255	XP_039325642.1, XP_039321147.1, XP_039322347.1, XP_039328401.1, XP_039324616.1, XP_039324926.1, XP_003924890.1, XP_039318703.1, XP_039332929.1, XP_039336361.1, XP_039328973.1, XP_039333912.1, XP_039320682.1, XP_039324624.1, XP_039336253.1, XP_039329597.1, XP_039331907.1, XP_039323555.1, XP_039331596.1	NP_058653.1, XP_036013671.1
OG0000256	XP_003940456.1	NP_032482.1, NP_001307260.1, NP_034769.4, NP_001307261.1, NP_035045.2, NP_032483.1, XP_017177488.1, NP_032480.1, NP_034774.1, XP_006540738.1, NP_034244.1, XP_011249110.1, NP_034772.1, NP_064664.1, NP_034773.1, XP_006540737.1, NP_034770.1, NP_034775.1, NP_034246.1, NP_032719.1
OG0000257	XP_003919835.2	NP_001011542.1, NP_001005570.2
OG0000257	XP_003919841.1	NP_666815.1
OG0000257	XP_003919836.1	NP_666812.1
OG0000258	XP_039333850.1	NP_033076.2, NP_001074249.1
OG0000259	XP_003920139.1	NP_667228.2
OG0000260	XP_010335805.2	NP_666854.1
OG0000260	XP_003920134.2	NP_473431.1, NP_667059.2, NP_473432.2
OG0000261	XP_003920129.2	XP_036018116.1, NP_667193.1, XP_017173918.1, NP_666673.1, NP_666674.2, NP_667189.1, XP_017174104.1
OG0000262	XP_003923877.1, XP_003923420.2	NP_667023.2, NP_001011865.2
OG0000263	XP_010334377.1, XP_003925373.1	XP_017176771.1, NP_808506.1
OG0000264	XP_010337766.2, XP_010337765.2, XP_039324559.1	XP_011242304.1, NP_032484.1, NP_033279.2, NP_001396863.1, NP_035588.2, NP_001161177.1, NP_001094942.1, XP_006515920.1, NP_766612.1, XP_006515994.1, NP_033278.2, NP_001028507.2, NP_001161766.1, NP_001161767.1, NP_001340541.1, NP_001186869.1, XP_017170641.1
OG0000265	XP_039321980.1	XP_011244964.1, NP_083027.1, NP_001239402.1, NP_001239404.1, NP_001239403.1
OG0000266	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1	NP_001008497.1, NP_001274049.1, NP_001274050.1, NP_001274051.1, NP_573463.1, NP_001274048.1, NP_001274053.1, NP_001274052.1
OG0000267	XP_039318282.1	NP_001177254.1
OG0000268	XP_039336479.1, XP_010336634.1	XP_011244472.1, NP_570946.2, NP_570940.1, NP_570927.1, NP_579937.1, NP_034806.2, NP_899119.1, XP_036015699.1, NP_570943.1
OG0000270	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1	NP_001154903.1, NP_942563.2, XP_006528077.1
OG0000272	XP_003933080.1	NP_035460.1, NP_038682.1
OG0000272	XP_003933076.2, XP_003933078.1, XP_039332171.1, XP_003933081.1	NP_035461.2
OG0000274	XP_003929108.1	NP_035467.1
OG0000274	XP_003929106.1	NP_038680.1
OG0000275	XP_039331049.1, XP_039327276.1, XP_039331109.1, XP_003941964.1, XP_039331456.1	NP_001412922.1
OG0000278	XP_039324245.1, XP_003933960.1	NP_001344387.1, NP_598448.1, NP_001344388.1, XP_006526239.1
OG0000279	XP_039326310.1, XP_039326284.1	NP_067503.3, NP_001412644.1
OG0000280	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1	NP_848741.1
OG0000281	XP_010345790.2, XP_010345786.2, XP_010345782.2, XP_010345785.2, XP_010345783.2, XP_010345789.2, XP_010345784.2, XP_003937010.2, XP_003937009.2	NP_079848.1, NP_001406007.1
OG0000282	XP_039332499.1	NP_001161944.1, NP_001161943.1, XP_030102117.1
OG0000282	XP_039330955.1, XP_039334752.1, XP_039327539.1	NP_062656.3
OG0000285	XP_003927603.2, XP_010336668.2, XP_039336382.1, XP_010336515.2, XP_003927607.2, XP_010336664.2, XP_003927604.3	NP_001357746.1, NP_001357753.1, NP_001357737.1, NP_001129463.1, XP_006514415.1, NP_001357762.1, NP_001095100.1, NP_001357760.1, NP_001191938.1, NP_001156416.1, NP_001357745.1, NP_001095101.1, NP_001357764.1, NP_001019880.2, XP_001477836.1
OG0000286	XP_003923395.2	NP_997440.2, NP_667255.1
OG0000287	XP_003935865.2	NP_666705.1
OG0000287	XP_003935830.2	NP_666874.2, NP_666876.1
OG0000289	XP_003923731.2	XP_036010876.1, NP_766509.2
OG0000289	XP_003923729.1	NP_084345.2, XP_017169184.1
OG0000290	XP_010333367.1	XP_030103562.1, NP_001366426.1, NP_001240608.1, NP_001366427.1, NP_001240609.1, NP_035535.2, NP_001411520.1, NP_001366428.1
OG0000291	XP_010340790.1, XP_003931837.1	NP_001412409.1
OG0000291	XP_003931838.1	NP_671751.2
OG0000293	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1	XP_030098808.1, NP_080922.1, NP_001171047.1, NP_001347652.1
OG0000294	XP_039336151.1	XP_017171445.1
OG0000294	XP_039325922.1	NP_001343324.1, NP_033480.1, NP_001408110.1, NP_001408107.1
OG0000294	XP_010349843.1	NP_001408111.1
OG0000295	XP_039335727.1	NP_001192005.1, NP_067541.1, XP_006500035.1
OG0000295	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1	XP_011236698.1, NP_065629.1
OG0000296	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2	NP_598569.1, NP_001288293.1, NP_001344485.1, XP_006529138.1
OG0000297	XP_003934550.1, XP_010343392.1, XP_039317701.1	NP_067353.1, XP_006506493.1, XP_017176908.1, NP_001129540.1
OG0000298	XP_010340855.1, NP_001266929.1	NP_001403827.1, NP_001341982.1, NP_001403828.1, NP_001403826.1, NP_001276646.1, NP_001276645.1, NP_001403825.1, NP_033873.3, NP_001276668.1
OG0000299	XP_003934799.1	NP_898911.2
OG0000300	XP_003920135.2	XP_017174033.1, NP_667060.2, NP_667028.2
OG0000301	XP_003923423.1	NP_667263.1
OG0000303	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1	XP_006512555.1, NP_084251.1, NP_001029149.1
OG0000304	XP_039334875.1	NP_001074581.1, XP_006506085.1
OG0000305	XP_039335863.1, XP_039323451.1	NP_997406.1
OG0000305	XP_039323854.1, XP_039333116.1, XP_039316787.1, XP_039330039.1, XP_039325883.1	XP_036014835.1
OG0000306	XP_039316748.1	NP_031472.2, NP_001103975.1, NP_001153623.1, NP_001153622.1, NP_001153624.1, NP_001036176.1, NP_001398423.1, NP_001177332.1
OG0000307	XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1	XP_036014170.1
OG0000308	XP_003933702.1	NP_084328.1
OG0000308	XP_039329871.1, XP_003936897.1	NP_079655.1, XP_036019394.1
OG0000309	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2	NP_001289265.1, NP_001289263.1
OG0000310	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1	XP_006505089.1, NP_034286.2
OG0000311	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1	XP_006516766.1, NP_861419.3
OG0000312	XP_010334255.1, XP_039327118.1	NP_001412813.1, NP_644675.2, NP_001349354.1
OG0000313	XP_039327756.1	NP_034797.1
OG0000314	XP_039336147.1	XP_006535642.1, NP_109657.2
OG0000314	XP_010334539.1	NP_001412942.1, NP_001412946.1, NP_065626.1, NP_001412944.1, NP_001412945.1, NP_001412943.1
OG0000315	XP_010339995.1	XP_006541462.1, NP_001345407.1, NP_082601.1, NP_001345409.1, NP_001345405.1, NP_001345406.1, NP_001345408.1, NP_001345366.1, NP_080169.2, XP_030107344.1, NP_001345369.1, NP_001030586.1, NP_001030587.1, NP_001345368.1, NP_001345370.1
OG0000316	XP_003943964.1	NP_079686.1
OG0000318	XP_003945195.2, XP_039323698.1, XP_010342139.2, XP_039332746.1, XP_039316379.1, XP_003922825.2	NP_033106.1
OG0000319	XP_010339352.1	NP_038924.1, XP_011242424.1, NP_001020024.1, NP_001273132.1, NP_001020025.1
OG0000320	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1	NP_001103668.1, NP_001271208.1, NP_001103666.1, NP_080794.2, NP_001103667.1
OG0000321	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1	NP_444304.1
OG0000321	XP_039319977.1	XP_006528624.2, NP_001075137.1
OG0000322	XP_003940320.1	NP_031616.1
OG0000322	XP_010348000.1	NP_081692.1
OG0000323	XP_039329992.1	NP_001158217.1
OG0000323	XP_003926406.1	NP_001407715.1
OG0000324	XP_039325213.1	NP_084079.1, XP_036013550.1, XP_006515821.1, NP_663424.1, NP_001351102.1
OG0000325	XP_003931402.1, XP_039332552.1, XP_003931401.1	NP_080269.1, XP_006534031.1
OG0000326	XP_039316283.1	XP_006504337.1, NP_598661.1
OG0000327	XP_039332783.1, XP_039332782.1, XP_039332784.1	NP_922922.1
OG0000328	XP_010349061.1, XP_003940074.1	NP_808393.1
OG0000329	XP_039328473.1	NP_077777.1
OG0000329	XP_003933510.1	NP_663516.1, XP_006500970.1
OG0000330	XP_010332103.1	XP_006537654.1, NP_001341950.1, NP_001352810.1, NP_001341949.1, NP_031752.1
OG0000331	XP_010345824.1	NP_058028.2, NP_001342420.1
OG0000332	XP_039328671.1, XP_039328672.1	NP_001397530.1, NP_036172.1, NP_001342480.1, NP_001342479.1, NP_001397529.1, NP_001397531.1, NP_001397528.1
OG0000333	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1	NP_001107591.1, NP_780352.2, XP_006511871.1
OG0000334	XP_010327807.1	NP_001344239.1, NP_001344238.1, NP_001344242.1, NP_001344241.1, NP_001344243.1, NP_001344240.1
OG0000335	XP_003942734.1	NP_001346037.1
OG0000336	XP_010335917.1, XP_010335916.1	NP_001152880.1, XP_006521769.1, NP_001152879.1, NP_473393.2
OG0000337	XP_003927448.1	NP_766640.1, XP_006516747.1, XP_006516787.1, NP_079705.2
OG0000339	XP_039316760.1, XP_039316761.1	NP_031510.2, NP_001278788.1
OG0000339	XP_039333039.1	NP_001300890.1, NP_001300891.1, NP_058082.2
OG0000340	XP_039318835.1, XP_039318836.1	NP_001159366.1
OG0000340	XP_003943209.1	XP_006539544.1, NP_001318037.1, NP_031460.1, NP_001318038.1, NP_001103678.1
OG0000341	XP_003927227.1	NP_001390638.1
OG0000342	XP_039331607.1	XP_036021543.1
OG0000343	XP_010340785.2, XP_010340786.2, XP_039332938.1	NP_001239137.1, NP_001239138.1, XP_036012243.1, NP_034734.3, NP_001239139.1, NP_001239136.1
OG0000344	XP_003945095.2	NP_666836.1
OG0000345	XP_039335797.1, XP_003921734.1, XP_039335796.1, XP_003921735.1	NP_001347509.1, NP_001347510.1, NP_001347508.1, XP_030098726.1, NP_001347507.1, NP_075361.2, NP_001347506.1, NP_001347511.1
OG0000346	XP_039316753.1	NP_081040.1
OG0000346	XP_039315863.1, XP_010342301.1	XP_006502034.1
