Orthogroup	Loxodonta_africana	Mesocricetus_auratus
OG0000095	XP_003416349.1, XP_003416348.1, XP_003416347.1	XP_005079186.1
OG0000095	XP_003416350.1	NP_001268811.1
OG0000096	XP_003406307.2	XP_005081499.1, XP_012976978.1, XP_012976979.1
OG0000096	XP_003417893.1	XP_012966033.2, XP_040611717.1, XP_040611727.1, XP_040611719.1, XP_040611718.1
OG0000097	XP_023396732.1, XP_010599164.1, XP_023408262.1, XP_023398536.1, XP_023408225.1, XP_023410812.1, XP_010593968.2, XP_023396292.1, XP_010591809.2, XP_010598514.1, XP_010598515.1, XP_023395482.1, XP_023402385.1, XP_023395158.1, XP_023395159.1, XP_010598958.2, XP_023396002.1, XP_023397094.1, XP_023395163.1, XP_023402988.1, XP_023396228.1, XP_023408139.1, XP_023408160.1, XP_010591605.1, XP_023398381.1, XP_023398406.1, XP_023398447.1, XP_010600963.1, XP_023408142.1, XP_010591607.2, XP_010587799.1, XP_023415632.1, XP_010591433.1, XP_010600210.1, XP_010600611.2, XP_023408083.1, XP_010599763.1, XP_010599759.1, XP_023408137.1, XP_010591604.2, XP_023408138.1, XP_023396289.1, XP_023396288.1, XP_023395436.1, XP_023408143.1, XP_023408145.1, XP_023408144.1, XP_023395434.1, XP_010601040.2, XP_023398058.1, XP_023398509.1, XP_023398068.1, XP_023395429.1, XP_023395430.1, XP_023398067.1, XP_023395431.1, XP_023395435.1, XP_023395441.1, XP_010600616.1, XP_023397046.1, XP_010600790.1	XP_040585087.1
OG0000099	XP_010589883.1	XP_012967795.1
OG0000100	XP_010591477.1	XP_040590986.1
OG0000100	XP_003422537.1	XP_005080471.1
OG0000101	XP_010591456.1	XP_012970239.1
OG0000101	XP_010599683.1	XP_005088403.1, XP_005088404.1
OG0000102	XP_023409136.1, XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1	XP_005068243.3, XP_005068245.2, XP_040603229.1, XP_040602523.1
OG0000103	XP_023404728.1, XP_023404730.1, XP_003410798.2, XP_003410652.1, XP_003410650.1	XP_040611494.1, NP_001297498.1, XP_021083830.2, NP_001297485.1, XP_005071802.1, XP_040611493.1, NP_001268527.1, XP_005071810.1, XP_040611499.1
OG0000104	XP_010589616.1, XP_010589617.2, XP_023405166.1, XP_003411151.1, XP_003411149.1	XP_012977305.1
OG0000104	XP_023414212.1	XP_040603486.1, XP_040589366.1, XP_040589367.1, XP_040589479.1
OG0000105	XP_010593685.2	XP_040591166.1
OG0000106	XP_023414383.1	XP_040602671.1
OG0000106	XP_023411596.1	XP_040587404.1
OG0000107	XP_003421414.1, XP_003421421.1, XP_003421422.1	XP_005065130.1, XP_005065131.1
OG0000107	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1	XP_040600824.1, XP_005065129.1
OG0000108	XP_023396044.1	XP_040608920.1, XP_040608919.1, XP_040608921.1
OG0000109	XP_003407918.2	XP_005078947.2, XP_005078834.2
OG0000109	XP_003407916.1	XP_005078833.2
OG0000109	XP_003407920.1, XP_003407921.1	XP_040597897.1
OG0000110	XP_023411919.1	XP_040604934.1
OG0000110	XP_023411883.1	XP_040604931.1, XP_005067566.1
OG0000110	XP_023412142.1, XP_023412134.1	XP_040604935.1, XP_040604937.1, XP_040604936.1
OG0000111	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1	XP_012982372.1, XP_005088276.2, XP_040587443.1
OG0000113	XP_003422081.1, XP_003414877.1, XP_003414879.1	XP_040600343.1, XP_040600344.1, XP_040600374.1, XP_040600373.1, XP_005076782.1
OG0000114	XP_003406146.1, XP_003406145.1, XP_010600572.1	XP_040609380.1
OG0000114	XP_003406147.1	XP_021082995.1
OG0000115	XP_010594619.1	XP_005067252.1
OG0000115	XP_003414351.1	XP_005070111.1
OG0000115	XP_003421242.1	XP_005067757.1
OG0000116	XP_010588779.1	XP_040589641.1
OG0000116	XP_003404581.1	XP_040614037.1
OG0000116	XP_023407173.1, XP_003412748.1	XP_040600279.1
OG0000117	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1, XP_003404999.2, XP_023397055.1, XP_023397050.1, XP_003422203.1, XP_003404759.2, XP_003404998.1, XP_003422204.1, XP_003422186.1, XP_023397059.1	XP_005085440.1, XP_012980151.1
OG0000118	XP_003407108.1	XP_040592964.1
OG0000119	XP_010587572.1, XP_003408964.1, XP_010587571.1	XP_005066137.1, XP_005066138.1, XP_012965891.1, XP_012965892.1
OG0000120	XP_023411608.1	XP_040607247.1
OG0000121	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1	XP_040598139.1, XP_005075252.1, XP_040598140.1, XP_021085845.1, XP_012972648.1, XP_012972650.1, XP_012972652.1, XP_012972649.1
OG0000122	XP_023395590.1	XP_012977225.2
OG0000122	XP_010588032.1, XP_010596574.1	XP_040604850.1, XP_040595192.1, XP_040586848.1, XP_040586853.1
OG0000122	XP_010589125.1	XP_040587071.1
OG0000123	XP_003423694.1	XP_005067471.1
OG0000124	XP_010598490.2	XP_040592747.1
OG0000124	XP_023397788.1, XP_023397791.1	XP_012974027.1
OG0000124	XP_023397803.1, XP_010600403.1, XP_023397802.1	XP_040589326.1
OG0000125	XP_023409170.1	XP_005087419.3
OG0000125	XP_003414778.1, XP_003414508.1, XP_023409451.1	XP_040603962.1, XP_040603963.1, XP_040605621.1
OG0000125	XP_003414509.1	XP_021079408.2
OG0000127	XP_023404329.1, XP_010588794.1, XP_023404330.1	XP_012978066.1
OG0000128	XP_023411501.1	XP_021080724.1
OG0000128	XP_023411461.1	XP_012966127.1
OG0000128	XP_023411499.1	XP_012966093.1
OG0000128	XP_003416479.1, XP_003416519.3	XP_012966126.1
OG0000129	XP_003404183.1, XP_003404480.1	XP_040596085.1, XP_040595678.1, XP_040595676.1, XP_040585144.1, XP_040585440.1, XP_040585215.1, XP_040585216.1, NP_001268566.1
OG0000130	XP_003421540.1	XP_012981582.1
OG0000130	XP_003421607.1, XP_010599266.1, XP_003421605.1	XP_005087320.2
OG0000130	XP_003421543.1, XP_010599267.1	XP_005074159.2, XP_012981599.1, XP_040587531.1
OG0000131	XP_010590563.1, XP_003412097.1, XP_003412096.1	XP_005075791.1, XP_005075797.1, XP_005075792.1, XP_005075796.2, XP_005075793.1, XP_005075795.1, XP_005075835.1, XP_005075794.1
OG0000132	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1	XP_040584133.1, XP_012965653.1, XP_005065914.1, XP_040584136.1, XP_040584135.1, XP_012965654.1, XP_040584134.1
OG0000133	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1	XP_012974105.1, XP_040589323.1, XP_040589322.1, XP_040589324.1
OG0000134	XP_010589131.1	XP_040594363.1
OG0000135	XP_023394637.1	XP_040597461.1
OG0000136	XP_023394645.1	XP_040597418.1, XP_040597423.1, XP_040597422.1, XP_040597412.1, XP_040597417.1, XP_040597415.1, XP_040597425.1, XP_040597421.1, XP_040597420.1, XP_040597419.1, XP_040597424.1, XP_040597416.1, XP_040597414.1, XP_040597413.1
OG0000137	XP_003420629.2	XP_005083118.2
OG0000137	XP_003420614.1, XP_003420615.1, XP_003420616.1	XP_012978225.3, XP_005083117.2
OG0000137	XP_003420626.1	XP_005083116.2
OG0000138	XP_003421476.1	XP_012971726.1
OG0000138	XP_003421586.1	XP_040589663.1, XP_005074200.1
OG0000139	XP_023408283.1	XP_012966997.1, XP_040604645.1, XP_021081513.1, XP_021081512.1, XP_012966996.1, XP_012966991.1, XP_012966995.1, XP_012966994.1, XP_012966990.1
OG0000141	XP_003404987.1, XP_003404985.1	XP_040603916.1, XP_005071934.2, XP_040603914.1, XP_040596859.1, XP_040603913.1, XP_040603915.1, XP_040603912.1, XP_005071936.2, XP_005071941.1, XP_005071937.2, XP_005071938.1, XP_005071940.1, XP_005071939.1
OG0000142	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1	XP_005078668.1, XP_021087797.1, XP_012974904.1
OG0000143	XP_010598478.1	XP_012981119.1
OG0000144	XP_023405669.1	XP_040602345.1
OG0000145	XP_023402721.1	XP_040601513.1, XP_040601471.1, XP_040601448.1, XP_040601475.1, XP_040601461.1, XP_040601506.1, XP_040601487.1, XP_040601429.1, XP_040601454.1, XP_040601443.1, XP_040601434.1, XP_040601477.1, XP_040601494.1, XP_040601500.1
OG0000146	XP_003408437.1, XP_010586701.1, XP_023401633.1	XP_012965929.1, XP_021080520.1, XP_005066248.1
OG0000147	XP_023408306.1, XP_023408301.1	XP_040592908.1, NP_001268492.1
OG0000147	XP_003413753.1, XP_003413755.1	NP_001268484.1, XP_040592907.1, XP_021087628.1, NP_001268508.1
OG0000148	XP_010599317.1	XP_040591721.1, XP_040597273.1, XP_040597140.1, XP_005087543.2
OG0000149	XP_023399780.1	XP_040590635.1
OG0000149	XP_003415228.1	XP_040594233.1
OG0000149	XP_010587900.1	XP_005076578.1
OG0000149	XP_010593170.2	XP_040594544.1
OG0000150	XP_010595014.2	XP_005076240.1, XP_005078720.2, XP_012973285.2, XP_040592500.1, XP_040592499.1, XP_040592504.1, XP_040592552.1, XP_040592498.1, NP_001297488.1, XP_040596812.1, XP_040596798.1, XP_040592497.1, XP_005076235.1, XP_012981989.3, XP_040592495.1
OG0000151	XP_023409145.1	XP_005077129.1
OG0000151	XP_010592885.2	XP_040605238.1
OG0000153	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1	XP_040610221.1
OG0000153	XP_010599206.2	XP_005079733.2
OG0000153	XP_003405557.1, XP_010595818.2	XP_040610211.1, XP_040610584.1
OG0000157	XP_023396631.1	XP_005074597.1, XP_012972156.1, XP_012972155.1, XP_012972153.1
OG0000157	XP_010588753.1, XP_010585007.1	XP_005073762.1
OG0000158	XP_010593061.2, XP_003408537.2	XP_040587749.1, XP_040605485.1
OG0000159	XP_003410393.1, XP_003410395.1, XP_003410392.1	XP_005076801.1, XP_005076802.1
OG0000159	XP_010588696.1, XP_010588746.2, XP_003410396.1, XP_003410391.1, XP_003410394.1	XP_005076805.1, XP_012973642.1, XP_005076803.1, XP_005076804.2, XP_040606230.1, XP_005076807.3, XP_005076806.2, XP_040606233.1, XP_040606232.1
OG0000160	XP_003409567.1	XP_040586725.1
OG0000161	XP_003413617.1, XP_003413619.1, XP_003413618.2	XP_040593271.1, XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1, XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1, XP_040593268.1, XP_012969603.1, XP_005071276.1, XP_012969602.1
OG0000162	XP_023410096.1	XP_040599624.1, XP_040599671.1, XP_021079285.1, XP_012970942.1, XP_040599672.1
OG0000163	XP_023410511.1, XP_023410516.1	XP_040590656.1
OG0000163	XP_023410474.1	XP_040590680.1
OG0000164	XP_023401577.1	XP_040597344.1
OG0000165	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1	XP_012979986.1
OG0000166	XP_010587992.1	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1
OG0000167	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1
OG0000168	XP_010595285.1	XP_012968615.1
OG0000168	XP_003417326.1	XP_005070019.1, XP_005068761.1, XP_040585639.1, XP_040610240.1, XP_040593032.1, XP_040599309.1
OG0000170	XP_023406587.1, XP_003412042.1	XP_021086104.1, XP_040612001.1
OG0000170	XP_010590513.1	XP_021086107.1
OG0000171	XP_010589537.1	XP_040599906.1, XP_040611039.1, XP_040596701.1, XP_005065871.1
OG0000172	XP_003408365.1	XP_021078569.1
OG0000172	XP_003404078.2	XP_040614120.1, XP_040614119.1
OG0000172	XP_023396624.1	XP_005074616.1
OG0000173	XP_003404331.1	XP_040584149.1, XP_040584151.1, XP_040584150.1, XP_040584143.1, XP_040584142.1, XP_040584145.1, XP_040584146.1, XP_040584148.1, XP_040584144.1, XP_040584152.1, XP_040584147.1, XP_040584141.1, XP_012971228.1
OG0000175	XP_023406470.1	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1
OG0000176	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1	XP_012971132.1, XP_040602874.1, XP_005063858.1
OG0000177	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1	XP_012972115.1, XP_005064346.1, XP_040608718.1
OG0000178	XP_023407366.1	XP_040606959.1
OG0000179	XP_023395618.1	XP_005086645.1
OG0000179	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1
OG0000180	XP_023396262.1	XP_040587400.1, XP_040587401.1
OG0000180	XP_023396298.1	XP_005085336.1, XP_040587472.1, XP_012980083.1, XP_040587523.1, XP_021091754.1, XP_021091755.1, XP_040587402.1, XP_012980084.1
OG0000181	XP_003422644.2, XP_003422113.1, XP_003422114.1, XP_023396971.1, XP_003422658.1, XP_003423717.1, XP_003422126.1, XP_003422125.1, XP_023396974.1	XP_005069405.1, XP_005069403.2, XP_005069404.2, XP_005069406.2, XP_005069407.2, XP_012968331.1, XP_005069301.1, XP_040586179.1, XP_005069402.1, XP_012968336.1, XP_040586136.1
OG0000182	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1	XP_040594868.1, XP_040594863.1, XP_040594876.1
OG0000183	XP_023406429.1	XP_005064973.1
OG0000184	XP_010594281.1	XP_040596285.1
OG0000186	XP_023399326.1, XP_023399324.1, XP_023399868.1, XP_023399872.1	XP_040589776.1, XP_040589775.1, XP_040589774.1
OG0000187	XP_003421199.1, XP_003421200.1, XP_023396089.1, XP_003421201.1, XP_003421202.1, XP_003421203.1, XP_003421204.1	XP_040608707.1, XP_005082247.2, XP_005082246.2, XP_005082312.2
OG0000188	NP_001267811.1	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1
OG0000188	XP_003421603.1	XP_005087317.1, NP_001268632.1
OG0000189	XP_003412091.1	XP_040589293.1
OG0000189	XP_023395230.1	XP_005084581.1, XP_021091239.2, XP_005084582.1
OG0000189	XP_010585159.2	XP_005077794.1, XP_012974315.1, XP_005077795.1
OG0000190	XP_023394432.1	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1
OG0000191	XP_003404326.1	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1
OG0000192	XP_003410862.1	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1
OG0000193	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1	XP_005072532.1
OG0000194	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1
OG0000196	XP_003421409.1, XP_003421405.1	XP_005065122.1
OG0000196	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1	XP_005065119.1
OG0000197	XP_010590992.1	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1
OG0000197	XP_010585568.1	XP_040584410.1
OG0000198	XP_023399389.1, XP_023399892.1	XP_040591376.1
OG0000199	XP_003406899.1, XP_010584905.1	XP_040589745.1, XP_005084208.1, XP_012979099.1
OG0000200	XP_003411152.1	XP_005081978.1, XP_040607618.1, XP_040607622.1, XP_040607624.1, XP_040607620.1, XP_040607623.1, XP_040607619.1, XP_040607621.1
OG0000200	XP_023405160.1	XP_012977307.1
OG0000201	XP_023411941.1	XP_040605792.1, XP_040603999.1, XP_040605708.1
OG0000202	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1	XP_005075270.1, XP_005075271.1, XP_005075272.3
OG0000203	XP_003405899.2	XP_040601237.1
OG0000204	XP_010597911.2	XP_005074094.1
OG0000205	XP_010590932.1	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1
OG0000206	XP_003415771.1, XP_023410667.1	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1
OG0000207	XP_023397844.1	XP_005070704.1
OG0000208	XP_003414904.1	XP_012977752.1, XP_021089992.1, XP_040600454.1
OG0000209	XP_003406683.1, XP_010585347.1	XP_005086807.1, XP_040590168.1
OG0000209	XP_023399393.1, XP_010585348.2	XP_040590169.1
OG0000210	XP_003412031.2, XP_023406571.1	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2
OG0000211	XP_003406420.1	XP_040587833.1, XP_005082621.2
OG0000211	XP_003406418.1	XP_040608770.1
OG0000211	XP_010589962.1, XP_003411740.1	XP_021091337.1, XP_005084664.1
OG0000212	XP_010592897.1	XP_012967002.1
OG0000213	XP_023410336.1	XP_012968153.1
OG0000214	XP_010591756.1	XP_040598014.1
OG0000214	XP_023401426.1	XP_005065724.1
OG0000215	XP_023412475.1	XP_040596764.1, XP_040597051.1, XP_040597064.1, XP_040597065.1, XP_040597052.1, XP_040597018.1, XP_040597024.1, XP_040597063.1, XP_040596973.1, XP_040596972.1, XP_040596763.1, XP_040597028.1, XP_040589729.1, XP_040597267.1, XP_040591743.1, XP_040589728.1, XP_040592735.1, XP_040597151.1, XP_040592766.1, XP_040592762.1, XP_040592760.1, XP_040596976.1, XP_040592761.1, XP_040589730.1, XP_040592763.1, XP_040592764.1, XP_040592737.1, XP_040596842.1, XP_040590600.1, XP_040606117.1
OG0000216	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1	XP_005072700.1
OG0000217	XP_003414875.1, XP_010593009.1	XP_040600376.1, XP_005076775.2, XP_005076773.2, XP_005076774.2
OG0000218	XP_023395102.1	XP_040599908.1
OG0000219	XP_003406247.1	XP_040601564.1, XP_021088134.1, XP_040601565.1, XP_040601566.1
OG0000219	XP_003407118.1	XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1
OG0000220	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1	XP_005063867.1, XP_040588595.1, XP_040588604.1, XP_040588585.1, XP_005063312.1, XP_005063314.1, XP_005063865.1
OG0000221	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1	XP_005065051.1
OG0000222	XP_010598641.1	XP_040590409.1, XP_040590410.1, XP_040590408.1, XP_040590407.1
OG0000224	XP_023404045.1	XP_012971325.1
OG0000226	XP_003422085.1	XP_040600337.1, XP_040600338.1, XP_040600334.1, XP_040600336.1, XP_040600335.1, XP_021084298.1
OG0000227	XP_023406037.1	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1
OG0000228	XP_023413502.1	XP_005082288.1
OG0000229	XP_023398512.1	XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1
OG0000229	XP_023409000.1, XP_023408989.1	XP_012978715.1, XP_012978723.1, XP_012978724.1, XP_012978711.2, XP_040600800.1
OG0000230	XP_023406192.1, XP_003411932.1	XP_040586600.1, XP_005084993.1
OG0000231	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1	XP_012966964.2
OG0000232	XP_023411868.1	XP_040585290.1
OG0000232	XP_023407228.1	XP_012976797.1
OG0000233	XP_003420206.1	XP_040602155.1
OG0000234	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1	XP_040612862.1, XP_040596815.1, XP_040597109.1, XP_040612816.1, XP_040612805.1, XP_040612793.1, XP_040612857.1, XP_040612778.1
OG0000235	XP_023414857.1	XP_005063914.1
OG0000236	XP_010585019.1	XP_040597569.1
OG0000237	XP_010591857.1	XP_040585169.1
OG0000238	XP_010595997.1	XP_005079745.2
OG0000238	XP_010596075.1, XP_003405594.1, XP_023395287.1	XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1
OG0000240	XP_003422115.1, XP_023396973.1, XP_003422124.1, XP_003422147.1, XP_003422645.1, XP_003422145.1	XP_005069411.1, XP_005069415.1, XP_005069412.2, XP_005069418.1
OG0000241	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1
OG0000242	XP_023395164.1	XP_040589749.1
OG0000242	XP_023395470.1	XP_040589760.1
OG0000243	XP_023400519.1	XP_012969716.1
OG0000244	XP_003422150.1	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1
OG0000244	XP_023395166.1	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1
OG0000245	XP_003406611.1	XP_012981112.1, XP_040589848.1
OG0000246	XP_010588928.1, XP_023404533.1	NP_001268549.1
OG0000247	XP_003411354.1	XP_005074432.1, XP_040603050.1
OG0000248	XP_010588646.1, XP_010588647.1, XP_003410374.1	XP_005073918.1
OG0000249	XP_023394926.1	XP_021090361.2, XP_040596392.1, XP_005083144.1
OG0000249	XP_003420296.2, XP_010598060.1, XP_003420253.1	XP_005083145.1
OG0000250	XP_010600969.1, XP_010601032.1, XP_010600821.1, XP_010596166.1, XP_023413773.1, XP_010596165.1, XP_023398484.1, XP_023398292.1, XP_023413913.1, XP_023398471.1, XP_010600822.1, XP_010601052.1, XP_010600823.1, XP_010600819.1	XP_040600140.1
