Orthogroup	Loxodonta_africana	Mus_musculus
OG0000088	XP_023414947.1	NP_001258622.1, NP_001258624.1, NP_001258620.1, NP_062638.1, NP_001034145.1, NP_001258618.1, XP_006523005.1, NP_001258619.1, NP_001034146.1, NP_001258623.1, NP_001258621.1, NP_001258616.1
OG0000089	XP_003423294.1, XP_003422403.1, XP_003423533.1, XP_003423709.1, XP_003423754.1, XP_003422671.1, XP_003422672.1, XP_003423690.1, XP_003423774.1, XP_023397300.1, XP_003423296.1, XP_010599937.1, XP_010600253.1, XP_003423691.2, XP_003423295.1, XP_003423756.3, XP_023397304.1, XP_003422391.1, XP_003423718.2, XP_003423599.2, XP_003412110.1, XP_003412111.1	NP_001011834.1, NP_666851.2, NP_666850.1, NP_666848.1, NP_666871.2, NP_667047.1, NP_666849.1, NP_666869.2, NP_996559.1, NP_666405.1
OG0000090	XP_010594360.1, XP_010594361.1	NP_001390709.1, NP_001390712.1, NP_001390707.1, NP_001390715.1, NP_001390708.1, NP_001390710.1, NP_001390711.1, NP_001390714.1, NP_001390694.1, NP_001390699.1, NP_001390696.1, NP_001390693.1, NP_001390698.1, NP_001390695.1, NP_001390697.1, NP_001390701.1, NP_001390700.1, NP_001390705.1, NP_061370.2, NP_001390716.1, NP_001390719.1, NP_001390718.1, NP_001390713.1, NP_001185823.1, NP_001390717.1, XP_017168066.1
OG0000091	XP_023399885.1	NP_987074.1, NP_996752.2, NP_996751.1, NP_997428.1, NP_001160309.1, NP_001160636.1, NP_001160637.1, NP_001160310.1, NP_001160632.1, NP_001160633.1, NP_001160213.1, NP_997430.2, NP_001161045.1, NP_001160223.1, NP_001160187.1, NP_001160185.1, NP_001160638.1, NP_001160620.1, NP_001160621.1, NP_001160313.1, NP_001160308.1, NP_001160312.1, NP_001160618.1, NP_001160619.1, NP_001160624.1, NP_001160625.1, NP_001160215.1, NP_001160228.1, NP_001160183.1, NP_001160197.1, NP_001160188.1, NP_001160180.1, NP_001160631.1, NP_001160630.1, NP_001160230.1, NP_001160186.1, NP_001160209.1, NP_001160184.1, NP_001160198.1, NP_001160639.1, NP_001160195.1, NP_001160221.1, NP_001160217.1, NP_001160212.1, NP_001160222.1, NP_001160225.1, NP_001160321.1, NP_001160316.1, NP_109661.1, NP_001160226.1, NP_001160319.1, NP_001116154.1, NP_001160220.1, NP_001160208.1, NP_001160229.1, NP_001160179.1, NP_001160196.1, NP_001160219.1, NP_001160227.1, NP_001160211.1, NP_001160210.1, NP_001160224.1, NP_001160322.1, NP_001160231.1, NP_001160320.1, NP_001161010.1, NP_001160216.1, NP_001160622.1, NP_001160635.1, NP_001160634.1, NP_001160214.1, NP_001160623.1, NP_001160218.1, NP_001160640.1, NP_001160311.1, NP_001160626.1, NP_001160641.1, NP_997429.2, NP_997502.2
OG0000092	XP_003423397.1, XP_003423699.1, XP_023397675.1	NP_666861.2, NP_666406.2, NP_666743.1, NP_997449.1, NP_666742.2
OG0000093	XP_010594545.1	XP_017176645.1
OG0000095	XP_003416351.1	NP_038631.1
OG0000095	XP_003416349.1, XP_003416348.1, XP_003416347.1	NP_038630.1, XP_006530815.1
OG0000095	XP_003416350.1	XP_036019391.1
OG0000096	XP_003406307.2	NP_035589.1
OG0000096	XP_003417893.1	NP_683744.2, NP_001369781.1, XP_036014126.1, NP_035584.1, XP_006516684.1, NP_001157590.1, NP_033280.1, NP_001230121.1, XP_011242601.1, NP_001157589.1
OG0000099	XP_023405867.1, XP_023405864.1, XP_023405866.1, XP_023405863.1	XP_006535548.1, NP_001075156.1, XP_006530155.1, NP_001070147.1
OG0000099	XP_010589883.1	NP_001277948.1, XP_036015585.1
OG0000100	XP_010591477.1	NP_001407900.1, NP_001153489.1, NP_032168.1, NP_001153488.1
OG0000100	XP_003422537.1	NP_034442.1, XP_006504616.1
OG0000101	XP_010591456.1	NP_001334416.1
OG0000101	XP_010599683.1	NP_063921.1, NP_001300646.1, NP_001300645.1
OG0000102	XP_023409136.1, XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1	NP_690024.1, NP_705826.1
OG0000103	XP_023404728.1, XP_023404730.1, XP_003410798.2, XP_003410652.1, XP_003410650.1	NP_001013807.2, NP_038805.2, NP_081858.2, NP_598827.1, XP_030102973.1, NP_598833.1, XP_006516528.1, NP_001298061.1, NP_085114.1, NP_084177.2
OG0000104	XP_010589616.1, XP_010589617.2, XP_023405166.1, XP_003411151.1, XP_003411149.1	NP_001276422.1, NP_001276421.1, NP_061204.3, NP_001342332.1, XP_006501782.1, NP_663520.2, NP_001076781.1
OG0000104	XP_023414212.1	XP_036021572.1, NP_001411600.1, NP_083785.3, XP_011247895.1, NP_001034735.2, NP_919317.2, XP_011247687.1
OG0000105	XP_010593685.2	XP_036011259.1
OG0000106	XP_023414383.1	NP_075017.2
OG0000106	XP_023411596.1	XP_017176539.1
OG0000107	XP_003421414.1, XP_003421421.1, XP_003421422.1	NP_667076.1, NP_001011785.1, NP_001011534.1
OG0000107	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1	NP_666646.1, NP_666645.1, XP_006499612.1, NP_666644.1
OG0000108	XP_023396044.1	NP_001408428.1, NP_001408427.1, NP_001153191.1, NP_035021.1, NP_001408425.1, NP_001408424.1, NP_001408426.1, NP_001408423.1, NP_001153189.1, NP_001153190.1, NP_001408431.1, NP_001408429.1, NP_001408430.1
OG0000109	XP_003407918.2	NP_062348.1, XP_006537567.1, NP_062347.2
OG0000109	XP_003407916.1	NP_062346.1
OG0000110	XP_023411919.1	NP_001300856.1, NP_031519.1, NP_001300854.1, NP_001300855.1
OG0000110	XP_023411883.1	NP_033844.1, XP_017169720.1, NP_001278060.1, NP_001278061.1
OG0000110	XP_023412142.1, XP_023412134.1	XP_006532975.1, NP_660119.1, NP_001191181.1
OG0000111	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1	NP_001243902.1, XP_017177923.1, NP_034219.3, NP_001001559.2, NP_031913.1, NP_958811.2
OG0000113	XP_003422081.1, XP_003414877.1, XP_003414879.1	XP_006528649.1, NP_001346208.1, NP_001346206.1, NP_001025149.2, NP_001346207.1, NP_079631.2, NP_001352047.1, NP_001352046.1, NP_808587.1
OG0000114	XP_003406146.1, XP_003406145.1, XP_010600572.1	NP_658906.1
OG0000114	XP_003406147.1	NP_001076042.1
OG0000115	XP_010594619.1	NP_031504.1, NP_001342439.1
OG0000115	XP_003414351.1	NP_001291503.1, NP_031503.1
OG0000115	XP_003421242.1	NP_001123880.1
OG0000116	XP_003404581.1	NP_064296.1
OG0000116	XP_023407173.1, XP_003412748.1	NP_001075130.1, NP_001263325.1
OG0000117	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1, XP_003404999.2, XP_023397055.1, XP_023397050.1, XP_003422203.1, XP_003404759.2, XP_003404998.1, XP_003422204.1, XP_003422186.1, XP_023397059.1	NP_001011767.1, NP_001011752.1, NP_001011520.2, NP_997601.1, NP_666829.2, NP_666831.2, NP_667062.2
OG0000118	XP_003407108.1	NP_034582.1, XP_011239527.1
OG0000119	XP_010587572.1, XP_003408964.1, XP_010587571.1	NP_001159900.1, NP_001159903.1, NP_001159899.1, XP_006506892.1, NP_001159901.1, NP_001159904.1, NP_598595.1, NP_001159902.1
OG0000120	XP_023411608.1	NP_032912.2
OG0000121	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1	NP_001351185.1, NP_766341.4, XP_006509689.1, NP_001239552.1
OG0000122	XP_023395590.1	NP_001277560.1
OG0000122	XP_010588032.1, XP_010596574.1	NP_001276655.1
OG0000123	XP_003423694.1	NP_666458.1
OG0000124	XP_010598490.2	NP_033319.1
OG0000125	XP_023409170.1	NP_001152846.2
OG0000125	XP_003414778.1, XP_003414508.1, XP_023409451.1	NP_082259.2, NP_038598.1, NP_034789.2
OG0000125	XP_003414509.1	NP_081839.1
OG0000126	XP_003423768.2, XP_023398553.1	NP_001171329.1, XP_006511421.1, NP_001164355.1, NP_001344616.1
OG0000127	XP_023404329.1, XP_010588794.1, XP_023404330.1	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1
OG0000128	XP_023411501.1	NP_598830.2
OG0000128	XP_023411461.1	XP_006516679.1, NP_001164109.1, NP_033224.3
OG0000128	XP_023411499.1	XP_006516709.1
OG0000128	XP_003416479.1, XP_003416519.3	NP_795990.2, XP_006516756.1
OG0000129	XP_003404183.1, XP_003404480.1	NP_032207.3, NP_001230021.1, NP_032208.2, XP_006510877.1, NP_001116132.1, NP_001407122.1, NP_001407123.1, NP_001275546.1, NP_001407124.1, NP_001407119.1, NP_001407120.1, NP_034486.2, NP_001407121.1, NP_001070821.1
OG0000130	XP_003421540.1	NP_038646.2
OG0000130	XP_003421607.1, XP_010599266.1, XP_003421605.1	NP_038645.2
OG0000130	XP_003421543.1, XP_010599267.1	NP_667333.2, NP_038644.2
OG0000131	XP_010590563.1, XP_003412097.1, XP_003412096.1	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2
OG0000132	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2
OG0000133	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1	NP_001116240.1, NP_848816.3, XP_006534956.1
OG0000134	XP_010589131.1	NP_001359349.1
OG0000135	XP_023394637.1	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1
OG0000136	XP_023394645.1	XP_006537959.1, NP_001342645.1, NP_775602.1
OG0000137	XP_003420629.2	NP_666385.1
OG0000137	XP_010598421.1	NP_666407.1
OG0000137	XP_003420614.1, XP_003420615.1, XP_003420616.1	NP_666865.1, NP_666866.1, NP_666867.1
OG0000137	XP_003420626.1	NP_666408.1
OG0000138	XP_003421480.2	NP_001001805.2
OG0000138	XP_023396340.1	NP_667325.1
OG0000138	XP_003421476.1	NP_667321.1
OG0000138	XP_003421586.1	NP_667322.1
OG0000139	XP_023408283.1	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1
OG0000140	XP_010588009.2	NP_663433.2
OG0000141	XP_003404987.1, XP_003404985.1	NP_666680.2, NP_997110.1, NP_997136.1, NP_997456.1, NP_001011790.1, NP_997457.1, NP_001011805.1, NP_001011741.1, NP_666681.1, NP_996558.1, NP_666682.1, XP_006533423.1, NP_666678.1, NP_666684.1, NP_667277.1, NP_666679.1, NP_667276.1
OG0000142	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1	NP_082497.2, XP_006530603.1, NP_001350385.1
OG0000143	XP_010598478.1	NP_038698.1
OG0000145	XP_023402721.1	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3
OG0000146	XP_003408437.1, XP_010586701.1, XP_023401633.1	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1
OG0000147	XP_023408306.1, XP_023408301.1	NP_033069.1, NP_033068.1
OG0000147	XP_003413753.1, XP_003413755.1	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1
OG0000148	XP_010599317.1	NP_666532.2, NP_666879.2, NP_997016.2, NP_666641.2, NP_001170979.1, NP_666878.2, XP_017171513.1, NP_001011738.1
OG0000149	XP_023399780.1	NP_001407721.1
OG0000149	XP_003415228.1	NP_848492.1
OG0000149	XP_010587900.1	NP_659149.1
OG0000149	XP_010593170.2	NP_038762.1
OG0000150	XP_010595014.2	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2
OG0000151	XP_023409145.1	NP_001159500.1, XP_006533299.1
OG0000151	XP_010592885.2	NP_766384.2, XP_006533298.1, NP_853523.2
OG0000152	XP_023409696.1, XP_023409748.1, XP_023409745.1, XP_023409747.1, XP_023409749.1, XP_023409733.1, XP_023409697.1, XP_003415119.1	NP_001158259.1, NP_035598.2, NP_001296311.1
OG0000153	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1	NP_666767.2, NP_001011849.1
OG0000153	XP_010599206.2	NP_667139.1
OG0000153	XP_003405557.1, XP_010595818.2	NP_666436.1, NP_997030.1
OG0000157	XP_023396631.1	NP_031932.1
OG0000157	XP_010588753.1, XP_010585007.1	NP_034236.2
OG0000159	XP_003410393.1, XP_003410395.1, XP_003410392.1	NP_001011808.1, NP_667205.2, NP_997433.2, NP_667206.1
OG0000159	XP_010588696.1, XP_010588746.2, XP_003410396.1, XP_003410391.1, XP_003410394.1	NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2
OG0000161	XP_003413617.1, XP_003413619.1, XP_003413618.2	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3
OG0000162	XP_023410096.1	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1
OG0000163	XP_023410511.1, XP_023410516.1	XP_036010474.1, NP_033938.3
OG0000163	XP_023410474.1	NP_033937.2
OG0000164	XP_023401577.1	XP_036011335.1, NP_001297399.1
OG0000165	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1	XP_011245218.1, NP_001347376.1, NP_848837.3
OG0000166	XP_010587992.1	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1
OG0000167	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1	NP_775584.1, NP_001157175.1, XP_006507744.1
OG0000168	XP_003417326.1	XP_036018075.1, NP_001041523.1, NP_001349847.1, XP_017170209.1, NP_001041522.1, NP_075861.1
OG0000170	XP_023406587.1, XP_003412042.1	XP_006507275.1, NP_473425.2, NP_001029126.1, NP_001276373.1
OG0000170	XP_010590513.1	NP_001292545.1, XP_030097891.1, NP_031613.2
OG0000171	XP_010589537.1	XP_036018065.1, XP_036018064.1, XP_036018062.1, XP_036018068.1, XP_036018067.1, XP_036018063.1, XP_036018069.1, XP_036018066.1, NP_001032243.1, NP_001394372.1, NP_035425.2, NP_001394371.1, XP_036018677.1
OG0000172	XP_003408365.1	NP_001171266.1
OG0000172	XP_003404078.2	NP_001155294.1
OG0000172	XP_023396624.1	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1
OG0000173	XP_003404331.1	NP_001346369.1
OG0000175	XP_023406470.1	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1
OG0000176	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1	NP_083826.1, NP_001013784.2, NP_001161379.1, NP_666047.1
OG0000177	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1	NP_084211.2, XP_006508395.1, NP_001347697.1
OG0000178	XP_023407366.1	NP_001139424.1
OG0000179	XP_023395618.1	NP_038837.1
OG0000179	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1
OG0000180	XP_023396262.1	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1
OG0000180	XP_023396298.1	NP_573501.1, XP_017168078.1, NP_570973.1, XP_011240341.1, NP_570974.1, NP_081248.4, XP_006508933.1, NP_001032889.3, NP_001274140.1, NP_570975.1
OG0000181	XP_003422644.2, XP_003422113.1, XP_003422114.1, XP_023396971.1, XP_003422658.1, XP_003423717.1, XP_003422126.1, XP_003422125.1, XP_023396974.1	NP_667086.2, XP_006510429.1, NP_667017.2, NP_667079.1, NP_667081.2, NP_667082.2, NP_997436.2, NP_666448.2, NP_997435.2, NP_666689.2
OG0000182	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1	XP_006537898.1, NP_001009949.3
OG0000183	XP_023406429.1	NP_001342345.1
OG0000184	XP_010594281.1	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1
OG0000186	XP_023399326.1, XP_023399324.1, XP_023399868.1, XP_023399872.1	NP_808417.2, NP_808416.1, XP_006528601.1
OG0000187	XP_003421199.1, XP_003421200.1, XP_023396089.1, XP_003421201.1, XP_003421202.1, XP_003421203.1, XP_003421204.1	NP_667248.1, NP_666701.1, NP_996779.1, NP_666702.1, NP_666389.1
OG0000188	NP_001267811.1	NP_032246.2, NP_001188320.1
OG0000188	XP_003421603.1	NP_032245.1
OG0000189	XP_003412091.1	NP_083936.1
OG0000189	XP_023395230.1	NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1
OG0000189	XP_010585159.2	NP_001345904.1, NP_033059.2, NP_001345903.1, NP_001239018.1
OG0000190	XP_023394432.1	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1
OG0000191	XP_003404326.1	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1
OG0000192	XP_003410862.1	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1
OG0000193	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1	NP_937804.1, NP_001091692.1, XP_006528671.1
OG0000194	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1	NP_081063.1
OG0000195	XP_003421080.1	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1
OG0000196	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1	NP_001011758.2
OG0000197	XP_010590992.1, XP_010585568.1	NP_001035966.1
OG0000199	XP_003406899.1, XP_010584905.1	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1
OG0000200	XP_003411152.1	NP_034390.1, NP_034389.2, XP_030108281.1
OG0000200	XP_023405160.1	NP_705792.2
OG0000201	XP_023411941.1	NP_001028606.2, XP_011247678.1
OG0000202	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1	NP_001028601.1, NP_694737.1, NP_694750.3, NP_001171022.1
OG0000203	XP_003405899.2	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1
OG0000204	XP_010597911.2	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1
OG0000205	XP_010590932.1	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3
OG0000206	XP_003415771.1, XP_023410667.1	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1
OG0000207	XP_023397844.1	XP_006496044.1, NP_001343974.1, NP_666362.1
OG0000208	XP_003414904.1	NP_001028967.2, XP_011246164.1
OG0000209	XP_003406683.1, XP_010585347.1	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1
OG0000209	XP_023399393.1, XP_010585348.2	NP_033312.2, XP_006540226.1, XP_006540331.1
OG0000210	XP_003412031.2, XP_023406571.1	NP_035445.1, NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1
OG0000211	XP_003406418.1	NP_075891.1
OG0000211	XP_010589962.1, XP_003411740.1	NP_742116.1, NP_001405859.1
OG0000212	XP_010592897.1	NP_001011770.2
OG0000213	XP_023410336.1	NP_032933.1, XP_036009546.1
OG0000214	XP_010591756.1	XP_006509847.1
OG0000214	XP_010589545.1	NP_001342461.1
OG0000214	XP_023401426.1	XP_006517391.1
OG0000215	XP_023412475.1	NP_001257573.1, NP_001257571.1, NP_001257829.1, NP_001257827.1, NP_001257830.1, NP_001257828.1, NP_001171006.1, XP_017169235.1, NP_001160108.1, NP_001160109.1, NP_001160111.1, NP_001160113.1, NP_001160110.1, NP_001160106.1, NP_062357.3, NP_035698.1
OG0000216	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1	NP_001346768.1
OG0000217	XP_003414875.1, XP_010593009.1	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1
OG0000218	XP_023395102.1	NP_001345968.1, NP_001158156.1, NP_001158155.1
OG0000219	XP_003406247.1	XP_011237575.1, NP_034119.1
OG0000219	XP_003407118.1	NP_031834.1
OG0000220	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1	NP_666891.1, NP_001011853.1, NP_667020.1, NP_666890.1
OG0000221	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1	NP_667106.1, NP_667107.2, NP_001001810.2
OG0000222	XP_010598641.1	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1
OG0000224	XP_023404045.1	NP_001263696.1, NP_001344157.1, NP_653113.4
OG0000226	XP_003422085.1	XP_011246047.1, NP_001007579.1
OG0000227	XP_023406037.1	NP_001034479.1
OG0000228	XP_023413502.1	NP_659545.2, NP_958812.3
OG0000229	XP_023409000.1, XP_023408989.1	NP_001365209.1, XP_006497931.1, NP_705786.1, NP_034825.1
OG0000230	XP_023406192.1, XP_003411932.1	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1
OG0000232	XP_023411868.1	NP_001355702.1
OG0000232	XP_023407228.1	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1
OG0000234	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1	XP_054875530.1, XP_054875529.1, NP_001264109.1, NP_001264108.1, NP_001264112.1, NP_001264111.1, XP_011240141.1, NP_001264110.1, XP_054875531.1, NP_083276.2, XP_017167845.1, NP_001034249.2, NP_001229969.1, NP_001229968.1
