Orthogroup	Loxodonta_africana	Homo_sapiens
OG0000090	XP_010594360.1, XP_010594361.1	NP_001277071.1, NP_005673.3, NP_001357361.1, NP_001139243.1, NP_001357358.1, NP_001357357.1, NP_001357360.1, NP_001357359.1, NP_001357363.1, XP_005256294.1, NP_001357362.1, NP_001139245.1, NP_001357370.1, NP_958932.1, NP_958933.1, NP_001357369.1, NP_001357368.1, NP_001139242.1, NP_001357364.1, NP_001139244.1, NP_001357365.1, NP_001357383.1, NP_001357380.1, NP_001277072.1, NP_001357382.1, NP_001277073.1, NP_001357371.1, NP_001357367.1, NP_001357366.1, NP_001139246.1
OG0000092	XP_023397680.1, XP_010600624.1, XP_023398535.1, XP_023398073.1	NP_001382988.1
OG0000092	XP_003423700.1, XP_003423636.2, XP_003422773.1	NP_001001967.1
OG0000093	XP_010594545.1	NP_001165415.1, NP_001354564.1, NP_001354587.1, NP_001354619.1, NP_001354629.1, NP_001354604.1, NP_001354569.1, NP_001354571.1, NP_079430.3, NP_001354615.1, NP_001354605.1, NP_001354627.1, NP_001354570.1, NP_001354603.1, NP_001354606.1, NP_001354621.1, NP_001354597.1, NP_001354596.1, NP_001354574.1, NP_001354618.1, NP_001354624.1, NP_001354637.1, NP_001354568.1, NP_001354608.1, NP_001354578.1, NP_001354576.1, NP_001354580.1, NP_001354622.1, NP_001354572.1, NP_001354633.1, NP_001354631.1, NP_001354577.1, NP_001354567.1, NP_001354598.1, NP_001354582.1, NP_001354594.1, NP_001354601.1, NP_001354623.1, NP_001354563.1, NP_001354562.1, NP_001354617.1, NP_001354573.1, NP_001354630.1, NP_001354589.1, NP_001354609.1, NP_001354600.1, NP_001354599.1, NP_001354591.1, NP_001354612.1, NP_001124437.1, NP_001354593.1, NP_001354614.1, NP_001354625.1, NP_001354626.1, NP_001354634.1, NP_001354607.1, NP_001354565.1, NP_001354611.1, NP_001354635.1, NP_001354632.1, NP_001354628.1, NP_001354620.1, NP_001354575.1, NP_001354602.1, NP_001354610.1, NP_001354613.1, NP_001354584.1, NP_001354595.1, NP_001354616.1, NP_001165416.1, NP_001165417.1, NP_001354566.1
OG0000095	XP_003416351.1	NP_005945.1
OG0000095	XP_003416349.1	NP_005940.1
OG0000095	XP_003416348.1, XP_003416347.1	NP_005944.1
OG0000095	XP_003416350.1	NP_005943.1
OG0000096	XP_003406307.2	NP_002631.3, NP_001353127.1, NP_942130.1, NP_001335296.1, NP_001027018.1, NP_001335298.1, NP_001335297.1, NP_001263419.1, NP_001335299.1
OG0000096	XP_003417893.1	NP_001258754.1, NP_004559.4, NP_001361445.1, NP_001284629.1, NP_001284628.1, NP_001258753.1, NP_001361444.1, NP_001182220.2, XP_011512974.1, NP_001258752.1, NP_001258751.1, NP_001361446.1
OG0000099	XP_023405867.1, XP_023405864.1, XP_023405866.1, XP_023405863.1	NP_001397731.1, XP_047295839.1
OG0000099	XP_010589883.1	NP_001317657.1, XP_005260727.1
OG0000100	XP_003413557.1, XP_010591477.1	NP_001269468.1
OG0000100	XP_003422537.1	NP_005264.2
OG0000101	XP_010591456.1	NP_001382119.1
OG0000101	XP_010599683.1	NP_062543.1, NP_001027565.1
OG0000102	XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1	NP_001067.2, XP_054184520.1, NP_001068.1, NP_001065.2, NP_001066.1, XP_016864074.1, XP_016863792.1, NP_444267.1, XP_011529852.1, NP_001064.1, NP_066962.2
OG0000103	XP_023404728.1, XP_023404730.1, XP_003410798.2, XP_003410652.1, XP_003410650.1	NP_001240837.1, NP_001345.1, NP_001344.2, NP_001809.4
OG0000104	XP_010589616.1, XP_010589617.2, XP_023405166.1, XP_003411151.1, XP_003411149.1	NP_443173.2, NP_997281.2
OG0000104	XP_023414212.1	NP_940862.2
OG0000105	XP_010593685.2	NP_077021.1
OG0000106	XP_023414383.1	XP_011513765.1, NP_067046.1
OG0000106	XP_023405554.1	XP_047271680.1
OG0000106	XP_023411596.1	NP_612412.2, XP_016868282.1
OG0000107	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1	NP_001005323.1
OG0000108	XP_023396044.1	NP_001008492.1, NP_001307960.1, NP_001307964.1, NP_001307963.1, NP_001307959.1, NP_001307962.1, NP_001307961.1, NP_001336231.1, NP_001336218.1, NP_001008491.1, NP_001269902.1, NP_001336217.1, NP_006146.1, NP_004395.1, NP_001336219.1, NP_001336220.1, NP_001336216.1, XP_024308688.1, NP_001269901.1, NP_001307958.1, NP_001336235.1, NP_001336233.1, NP_001336234.1, NP_001336237.1, NP_001336243.1, NP_001336242.1, NP_001336240.1, NP_001336244.1, NP_001336239.1, NP_001336241.1, NP_001336238.1, NP_001336236.1
OG0000110	XP_023411919.1	XP_011522164.2, NP_001172.1, NP_550434.1, NP_001188281.1, NP_550435.1, NP_550436.1
OG0000110	XP_023411883.1	XP_011522163.1, NP_001662.1, NP_001184145.1
OG0000110	XP_023412142.1, XP_023412134.1	XP_011521915.1
OG0000111	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1	NP_001243791.1, NP_001243782.1, NP_001229255.1, NP_001229261.1, NP_001243796.1, NP_001229256.1, NP_001229260.1, NP_001229257.1, NP_001229259.1, NP_001229258.1, NP_001243790.1, NP_001243789.1, NP_001243792.1, NP_001243783.1, NP_001243788.1, NP_001243823.2, NP_001243786.1, NP_001243784.1, NP_001243781.1, NP_001243798.1, NP_001243801.1, NP_001243803.1, NP_001243800.1, NP_001243802.1, NP_958804.2
OG0000113	XP_003422081.1, XP_003414877.1, XP_003414879.1	NP_001012997.1, NP_001006934.1, NP_116315.1, NP_001354719.1
OG0000114	XP_003406146.1, XP_003406145.1, XP_010600572.1	NP_005201.2, XP_016858891.1
OG0000114	XP_003406147.1	NP_066269.1, XP_054188132.1
OG0000115	XP_010594619.1	NP_001399855.1, NP_001399857.1, NP_001399860.1, NP_001650.1, NP_001399859.1, NP_001399843.1, NP_001399845.1, XP_024304740.1, NP_001399849.1, NP_001399844.1, NP_001399847.1
OG0000115	XP_003421242.1	NP_001019399.1, NP_001649.1
OG0000117	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1, XP_003404999.2, XP_023397055.1, XP_023397050.1, XP_003422203.1, XP_003404759.2, XP_003404998.1, XP_003422204.1, XP_003422186.1, XP_023397059.1	NP_001001918.1
OG0000118	XP_003407108.1	NP_001371270.1, NP_001371264.1, NP_705895.1, NP_001371266.1, NP_001371272.1, NP_001371269.1, NP_001371274.1, NP_001371267.1, NP_001371268.1, NP_001371265.1, NP_001371271.1, NP_109377.1, NP_001371273.1, NP_001371275.1
OG0000119	XP_010587572.1, XP_003408964.1, XP_010587571.1	NP_001091678.1, NP_001091674.1, NP_001091676.1, NP_001091677.1, NP_001091675.1, NP_004957.1
OG0000120	XP_023411608.1	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1
OG0000121	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1
OG0000122	XP_023395590.1	NP_055179.1
OG0000122	XP_010589125.1	NP_001276674.1
OG0000123	XP_003423694.1, XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1	NP_003545.1, NP_003544.2
OG0000124	XP_010598490.2	NP_001307679.1, XP_047298063.1
OG0000124	XP_023397791.1	NP_001269557.1, NP_001356008.1
OG0000124	XP_023397803.1	NP_001188468.1, NP_004033.2, NP_001188467.1, XP_011543824.1
OG0000124	XP_010600403.1	XP_005274571.1, NP_033667.2, NP_001660.2
OG0000124	XP_023397802.1	NP_001011719.1
OG0000125	XP_023409170.1	NP_002269.3
OG0000125	XP_003414778.1, XP_003414508.1, XP_023409451.1	NP_002268.2, NP_002270.1, NP_004129.2
OG0000125	XP_003414509.1	NP_001372943.1, XP_003403930.1
OG0000126	XP_003423768.2, XP_023398553.1	NP_077019.2
OG0000126	XP_010596533.1	NP_001139634.1
OG0000127	XP_023404329.1, XP_010588794.1, XP_023404330.1	NP_001129729.1
OG0000128	XP_023411501.1	NP_001091956.1, NP_006623.2
OG0000128	XP_023411461.1	XP_016866688.2, NP_005065.2
OG0000128	XP_023411499.1	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1
OG0000128	XP_003416479.1, XP_003416519.3	NP_005486.1, XP_024302062.1, NP_001273050.1
OG0000129	XP_003404183.1, XP_003404480.1	XP_054184397.1, NP_714543.1, XP_047274640.1, NP_000837.3, NP_000838.3
OG0000130	XP_003421545.1, XP_003421542.1	NP_001005567.2, NP_001382181.1
OG0000130	XP_003421540.1	NP_149419.2
OG0000130	XP_003421541.1	NP_149420.4
OG0000130	XP_003421543.1, XP_010599267.1	NP_001004750.1
OG0000131	XP_010590563.1, XP_003412097.1, XP_003412096.1	NP_001004489.1, NP_001004490.1, NP_001372982.1
OG0000132	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1	XP_024302185.1, NP_006725.3
OG0000133	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1	NP_001127951.1, XP_011539991.1, NP_060573.2
OG0000134	XP_010589131.1	NP_001372689.1, NP_001372690.1, NP_001372687.1, NP_001372688.1, NP_001372677.1, NP_001372678.1, NP_001372691.1, NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1
OG0000135	XP_023394637.1	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1
OG0000136	XP_023394645.1	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1
OG0000137	XP_003420629.2	NP_036497.1
OG0000137	XP_010598421.1	NP_001004135.1
OG0000137	XP_003420614.1, XP_003420615.1, XP_003420616.1	NP_001001659.1
OG0000137	XP_003420626.1	NP_001005480.2
OG0000138	XP_003421480.2	NP_001004749.1
OG0000139	XP_023408283.1	XP_005270393.1, NP_079112.1
OG0000140	XP_010588009.2	NP_001336469.1, NP_001336468.1, NP_001336465.1, NP_001336464.1, NP_001336462.1, NP_001336463.1, NP_001336467.1, NP_001336466.1, NP_001336458.1, NP_001336459.1, NP_001336460.1, NP_001336457.1
OG0000141	XP_003404987.1, XP_003404985.1	NP_001001657.1
OG0000142	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1
OG0000143	XP_010589879.2	NP_001365186.1, NP_001365185.1, NP_001387696.1
OG0000143	XP_010598478.1	NP_001387566.1, NP_001387575.1, NP_001387576.1
OG0000144	XP_023405669.1	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2, NP_001374224.1, NP_001374225.1, NP_001269925.2
OG0000145	XP_023402721.1	NP_671512.1, XP_005269732.1
OG0000146	XP_003408437.1, XP_010586701.1, XP_023401633.1	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1
OG0000147	XP_023408306.1, XP_023408301.1	NP_002900.2, NP_006498.1
OG0000147	XP_003413755.1	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1
OG0000148	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1	NP_001005503.2, NP_001372962.1
OG0000149	XP_023399780.1	NP_001243143.1
OG0000149	XP_003415228.1	NP_000693.1
OG0000149	XP_010587900.1	NP_001153706.1, NP_001153705.1, NP_000692.2
OG0000149	XP_010593170.2	NP_653300.2
OG0000150	XP_010595014.2	NP_001352334.1, NP_001352335.1
OG0000151	XP_023409145.1	XP_016880066.1, NP_001123292.1
OG0000151	XP_010592885.2	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1
OG0000153	XP_010599206.2	NP_001005518.1
OG0000153	XP_003405557.1, XP_010595818.2	NP_001005183.1
OG0000156	XP_023398906.1, XP_010584719.1, XP_023398905.1, XP_010584721.1, XP_010584720.1	NP_862828.1
OG0000156	XP_023399246.1, XP_010584904.1, XP_023399247.1	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1
OG0000157	XP_023396631.1	NP_001949.1
OG0000157	XP_010588753.1, XP_010585007.1	NP_001393.1
OG0000159	XP_010588696.1, XP_010588746.2, XP_003410396.1	NP_473447.1
OG0000160	XP_003414826.1, XP_003409567.1	NP_000991.1
OG0000161	XP_003413617.1, XP_003413619.1, XP_003413618.2	NP_003951.3
OG0000163	XP_023410511.1, XP_023410516.1	NP_001177945.2
OG0000163	XP_023410474.1	NP_150637.1, NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1
OG0000164	XP_003408273.1	NP_001191790.1, NP_001191791.1, NP_001191786.1, NP_001191787.1, NP_005639.1, NP_001191789.1
OG0000164	XP_023401577.1	XP_011515883.1, NP_001191793.1, NP_001191792.1
OG0000165	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1
OG0000166	XP_010587992.1	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1
OG0000167	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1	NP_775746.1
OG0000168	XP_003417326.1	NP_001030335.1, NP_000990.1
OG0000170	XP_023406587.1, XP_003412042.1	NP_000719.1, NP_001029125.1, NP_001365879.1
OG0000170	XP_010590513.1	NP_001029124.1
OG0000171	XP_010589537.1	NP_001007.2
OG0000172	XP_003408365.1	NP_001273602.1, NP_003693.2
OG0000172	XP_003404078.2	XP_047274590.1, NP_036551.3
OG0000172	XP_023396624.1	XP_011526786.1, NP_001034556.1, NP_005864.1
OG0000173	XP_003404331.1	XP_016866663.1, NP_001028736.1
OG0000174	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1
OG0000175	XP_023406470.1	XP_011518540.1, NP_065980.1, NP_001245348.1
OG0000176	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1	XP_016872576.1, NP_964011.2
OG0000177	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1	NP_001257693.1
OG0000178	XP_023407366.1	XP_047304053.1
OG0000179	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1	NP_000758.1
OG0000180	XP_023396262.1, XP_023396298.1	NP_066978.1, NP_055072.3
OG0000182	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1	NP_001029344.4, NP_219480.1
OG0000183	XP_023406429.1	NP_001333285.1, NP_001333284.1, NP_001333269.1, NP_001333267.1, NP_001333283.1, NP_001333282.1, NP_001333271.1, NP_001333277.1, NP_001333278.1, NP_001192050.1, NP_001333279.1, NP_001333273.1, NP_001333275.1, NP_001333281.1, NP_055556.2, NP_001333280.1, NP_001136145.1, NP_001333249.1, NP_001333248.1, NP_001333252.1, NP_001333253.1, NP_001333250.1, NP_001333251.1, NP_001333263.1, NP_001333266.1, NP_001333264.1, NP_001333265.1, NP_001333262.1, NP_001333254.1, NP_001333256.1, NP_001333258.1, NP_001333261.1, NP_001333260.1, NP_001333255.1, NP_001333257.1, NP_001333259.1, NP_001192049.1, NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1
OG0000184	XP_010594281.1	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1
OG0000186	XP_023399872.1	XP_054189423.1, XP_054189474.1, XP_054189432.1, XP_054189464.1, XP_054189407.1, XP_054188032.1, XP_016885763.1, XP_054188031.1, XP_054189484.1, XP_054189416.1, XP_054186145.1, NP_001077008.1, NP_001355183.1, NP_001309097.1, NP_703144.3, NP_001355180.1, NP_055033.2, XP_059933532.1, NP_055034.2, NP_056952.2, XP_054186141.1, NP_001278624.1, XP_054189458.1, XP_047299063.1, NP_001278630.1, XP_047299062.1, NP_036444.1, NP_036446.3, XP_054187211.1, NP_055327.1, XP_047299059.1, XP_011546300.1, NP_055328.2, XP_054188029.1, NP_036445.1, NP_001347100.1, NP_001278629.1, NP_001278625.1, XP_054189411.1, XP_054189399.1, NP_006728.2, XP_047299064.1, XP_047294751.1
OG0000188	NP_001267811.1	NP_000509.1, NP_000510.1
OG0000188	XP_003421604.1	NP_005321.1
OG0000188	XP_003421603.1	NP_000550.2, NP_000175.1
OG0000189	XP_003412091.1	NP_055284.3
OG0000189	XP_023395230.1	NP_002130.2
OG0000190	XP_023394432.1	NP_443138.2
OG0000191	XP_003404326.1	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1
OG0000192	XP_023404872.1	NP_005118.2
OG0000192	XP_003410862.1	NP_001004419.1
OG0000193	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1
OG0000194	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1
OG0000195	XP_003421080.1	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1
OG0000196	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1	NP_001013376.2, NP_001005213.1
OG0000197	XP_010590992.1	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1
OG0000197	XP_010585568.1	NP_690002.2
