Orthogroup	Loxodonta_africana	Urocitellus_parryii
OG0000107	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1	XP_026262379.1, XP_026262378.1
OG0000108	XP_023396044.1	XP_026270539.1
OG0000109	XP_003407595.1	XP_026235300.1
OG0000109	XP_003407918.2	XP_026235087.1, XP_026235073.1
OG0000109	XP_003407920.1, XP_003407921.1	XP_026235041.1, XP_026235048.1
OG0000110	XP_023411919.1	XP_026246377.1, XP_026246378.1
OG0000110	XP_023411883.1	XP_026246357.1, XP_026246356.1, XP_026246355.1
OG0000110	XP_023412142.1, XP_023412134.1	XP_026246390.1
OG0000111	XP_010598278.1, XP_023395165.1, XP_003420482.1, XP_003420485.1, XP_003420483.1, XP_003420484.1, XP_010598279.1	XP_026238416.1
OG0000113	XP_003422081.1, XP_003414877.1, XP_003414879.1	XP_026236598.1, XP_026258677.1
OG0000115	XP_010594619.1	XP_026262880.1
OG0000115	XP_003414351.1	XP_026264012.1
OG0000116	XP_003404581.1	XP_026257026.1
OG0000117	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1, XP_003404999.2, XP_023397055.1, XP_023397050.1, XP_003422203.1, XP_003404759.2, XP_003404998.1, XP_003422204.1, XP_003422186.1, XP_023397059.1	XP_026238628.1, XP_026238035.1, XP_026238034.1, XP_026238036.1, XP_026238209.1, XP_026236575.1
OG0000118	XP_003407108.1	XP_026256027.1, XP_026256028.1, XP_026256029.1
OG0000119	XP_010587572.1, XP_003408964.1, XP_010587571.1	XP_026255323.1, XP_026255327.1, XP_026255324.1, XP_026255326.1, XP_026255325.1
OG0000120	XP_023411608.1	XP_026259957.1
OG0000121	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1	XP_026251634.1
OG0000122	XP_023395590.1	XP_026247074.1
OG0000122	XP_010588032.1, XP_010596574.1	XP_026259024.1
OG0000123	XP_003423694.1, XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1	XP_026249709.1, XP_026249706.1
OG0000124	XP_010598490.2	XP_026266929.1
OG0000124	XP_023397791.1	XP_026237609.1
OG0000124	XP_010600403.1	XP_026237284.1
OG0000124	XP_023397802.1	XP_026235843.1
OG0000125	XP_023409170.1	XP_026242669.1
OG0000125	XP_003414778.1, XP_003414508.1, XP_023409451.1	XP_026242724.1, XP_026242670.1, XP_026242718.1
OG0000125	XP_003414509.1	XP_026242611.1
OG0000126	XP_023398262.1, XP_023398544.1, XP_023415100.1, XP_023398264.1, XP_023410465.1, XP_023414317.1, XP_023414314.1, XP_023414315.1, XP_023398263.1	XP_026238542.1
OG0000126	XP_010596533.1	XP_026238454.1
OG0000127	XP_023404329.1, XP_010588794.1, XP_023404330.1	XP_026258986.1
OG0000128	XP_023411499.1	XP_026263488.1
OG0000128	XP_003416479.1, XP_003416519.3	XP_026263508.1
OG0000129	XP_003404183.1, XP_003404480.1	XP_026256666.1, XP_026256662.1, XP_026256684.1
OG0000130	XP_003421540.1	XP_026256846.1
OG0000130	XP_003421607.1, XP_010599266.1, XP_003421605.1	XP_026256845.1
OG0000130	XP_003421543.1, XP_010599267.1	XP_026256705.1
OG0000131	XP_010590563.1, XP_003412097.1, XP_003412096.1	XP_026236795.1, XP_026236791.1, XP_026236793.1
OG0000132	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1	XP_026253416.1, XP_026253412.1, XP_026253414.1, XP_026253415.1, XP_026253413.1, XP_026253410.1, XP_026253411.1
OG0000133	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1	XP_026265758.1, XP_026265757.1
OG0000134	XP_010589131.1	XP_026259066.1
OG0000135	XP_023394637.1	XP_026250197.1
OG0000136	XP_023394645.1	XP_026264277.1, XP_026264276.1, XP_026264275.1
OG0000137	XP_003420629.2	XP_026265173.1
OG0000137	XP_003420614.1, XP_003420615.1, XP_003420616.1	XP_026265174.1
OG0000137	XP_003420626.1	XP_026265175.1
OG0000138	XP_003421476.1	XP_026256886.1
OG0000138	XP_003421587.1, XP_003421588.1	XP_026256881.1
OG0000138	XP_003421586.1	XP_026256859.1
OG0000139	XP_023408283.1	XP_026236254.1, XP_026236259.1, XP_026236250.1, XP_026236256.1, XP_026236258.1, XP_026236255.1, XP_026236249.1, XP_026236251.1, XP_026236257.1, XP_026236253.1
OG0000141	XP_003404987.1, XP_003404985.1	XP_026268094.1, XP_026237419.1, XP_026238596.1, XP_026237467.1, XP_026237468.1, XP_026237463.1, XP_026237466.1, XP_026237469.1, XP_026238377.1, XP_026237464.1
OG0000142	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1	XP_026251487.1
OG0000144	XP_023405669.1	XP_026256477.1
OG0000145	XP_023402721.1	XP_026264744.1, XP_026264745.1, XP_026264742.1, XP_026264743.1
OG0000146	XP_003408437.1, XP_010586701.1, XP_023401633.1	XP_026238756.1, XP_026238746.1, XP_026238765.1, XP_026238772.1
OG0000147	XP_023408306.1, XP_023408301.1	XP_026251870.1
OG0000147	XP_003413755.1	XP_026251867.1
OG0000148	XP_010599317.1	XP_026267821.1, XP_026267807.1
OG0000148	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1	XP_026267806.1
OG0000149	XP_023399780.1	XP_026259522.1
OG0000149	XP_003415228.1	XP_026263723.1
OG0000149	XP_010587900.1	XP_026249891.1
OG0000149	XP_010593170.2	XP_026263726.1
OG0000150	XP_010595014.2	XP_026238430.1, XP_026237897.1, XP_026237898.1, XP_026237900.1, XP_026237899.1, XP_026237901.1, XP_026237903.1, XP_026238356.1, XP_026248438.1, XP_026269077.1, XP_026237896.1
OG0000153	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1	XP_026236692.1, XP_026236697.1, XP_026236693.1, XP_026238092.1, XP_026238091.1
OG0000153	XP_003405557.1, XP_010595818.2	XP_026238093.1, XP_026237755.1
OG0000156	XP_023398906.1, XP_010584719.1, XP_023398905.1, XP_010584721.1, XP_010584720.1	XP_026259518.1
OG0000156	XP_023399246.1, XP_010584904.1, XP_023399247.1	XP_026238050.1
OG0000157	XP_023396631.1	XP_026269250.1
OG0000157	XP_010588753.1	XP_026249807.1
OG0000158	XP_010593061.2, XP_003408537.2	XP_026264336.1
OG0000159	XP_003410393.1, XP_003410395.1, XP_003410392.1	XP_026266848.1, XP_026266849.1, XP_026266846.1
OG0000159	XP_003410391.1, XP_003410394.1	XP_026266842.1
OG0000161	XP_003413617.1, XP_003413619.1, XP_003413618.2	XP_026267513.1, XP_026238663.1, XP_026267512.1
OG0000162	XP_023410096.1	XP_026266683.1
OG0000163	XP_023410474.1	XP_026248265.1, XP_026248287.1
OG0000164	XP_003408273.1	XP_026253089.1, XP_026253091.1
OG0000164	XP_023401577.1, XP_010586657.1	XP_026253092.1
OG0000165	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1
OG0000166	XP_010587992.1	XP_026250823.1, XP_026250824.1
OG0000167	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1	XP_026258272.1, XP_026258273.1
OG0000168	XP_003417326.1	XP_026267488.1
OG0000170	XP_023406587.1, XP_003412042.1	XP_026254811.1, XP_026254785.1
OG0000170	XP_010590513.1	XP_026254784.1
OG0000171	XP_010589537.1	XP_026249924.1
OG0000172	XP_003408365.1	XP_026250205.1
OG0000172	XP_003404078.2	XP_026255734.1
OG0000172	XP_023396624.1	XP_026269299.1
OG0000173	XP_003404331.1	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1
OG0000174	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1	XP_026235980.1, XP_026235982.1, XP_026235981.1
OG0000175	XP_023406470.1	XP_026260198.1
OG0000176	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1	XP_026262373.1, XP_026262355.1
OG0000177	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1	XP_026240024.1, XP_026240023.1
OG0000178	XP_023407366.1	XP_026245161.1
OG0000179	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1	XP_026236812.1
OG0000180	XP_023396262.1	XP_026267620.1
OG0000180	XP_023396298.1	XP_026270742.1, XP_026270714.1
OG0000181	XP_003422644.2, XP_003422113.1, XP_003422114.1, XP_023396971.1, XP_003422658.1, XP_003423717.1, XP_003422126.1, XP_003422125.1, XP_023396974.1	XP_026260337.1, XP_026260348.1, XP_026260332.1
OG0000182	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1	XP_026270826.1, XP_026270821.1
OG0000183	XP_023406429.1	XP_026254865.1
OG0000184	XP_010594281.1	XP_026240862.1
OG0000187	XP_003421199.1, XP_003421200.1, XP_023396089.1, XP_003421201.1, XP_003421202.1, XP_003421203.1, XP_003421204.1	XP_026237629.1, XP_026237630.1
OG0000188	NP_001267811.1	XP_026256750.1, XP_026256706.1
OG0000188	XP_003421603.1	XP_026256763.1
OG0000189	XP_003412091.1	XP_026270818.1
OG0000190	XP_023394432.1	XP_026265954.1
OG0000191	XP_003404326.1	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1
OG0000192	XP_003410862.1	XP_026266668.1
OG0000193	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1	XP_026235764.1
OG0000194	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1
OG0000195	XP_003421080.1	XP_026239254.1
OG0000196	XP_003421409.1, XP_003421405.1	XP_026262375.1
OG0000196	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1	XP_026236211.1, XP_026236238.1
OG0000197	XP_010590992.1	XP_026268139.1
OG0000197	XP_010585568.1	XP_026247348.1
OG0000198	XP_010584940.2	XP_026237449.1, XP_026237448.1
OG0000198	XP_023399371.1, XP_023399391.1, XP_023399389.1, XP_023399892.1	XP_026237461.1
OG0000198	XP_010594394.1	XP_026247067.1
OG0000199	XP_003406899.1, XP_010584905.1	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1
OG0000200	XP_023405160.1	XP_026237293.1
OG0000200	XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1	XP_026259116.1
OG0000201	XP_023409142.1, XP_023398472.1	XP_026264052.1
OG0000202	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1	XP_026251635.1, XP_026251591.1, XP_026251589.1, XP_026258353.1
OG0000203	XP_003405899.2	XP_026244830.1
OG0000204	XP_010597911.2	XP_026256807.1
OG0000205	XP_010590932.1	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1
OG0000206	XP_003415771.1, XP_023410667.1	XP_026262288.1
OG0000207	XP_023397844.1	XP_026250373.1, XP_026250374.1, XP_026250372.1
OG0000208	XP_003414904.1	XP_026252554.1
OG0000209	XP_003406683.1, XP_010585347.1	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1
OG0000209	XP_023399393.1, XP_010585348.2	XP_026266257.1
OG0000210	XP_003412031.2, XP_023406571.1	XP_026254782.1
OG0000211	XP_003406420.1	XP_026250304.1
OG0000211	XP_003406418.1	XP_026250307.1
OG0000211	XP_010589962.1, XP_003411740.1	XP_026239111.1, XP_026239110.1
OG0000212	XP_003404989.1, XP_010592836.2	XP_026253926.1
OG0000213	XP_003418659.1	XP_026255250.1
OG0000214	XP_010591756.1	XP_026245568.1
OG0000214	XP_023401426.1	XP_026250337.1
OG0000215	XP_023412475.1	XP_026266594.1
OG0000216	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1	XP_026240715.1
OG0000217	XP_003414875.1, XP_010593009.1	XP_026258660.1, XP_026258659.1
OG0000218	XP_023395102.1	XP_026263177.1
OG0000219	XP_003406247.1	XP_026247803.1
OG0000219	XP_003407118.1	XP_026256016.1
OG0000220	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1	XP_026267412.1, XP_026267413.1, XP_026267411.1
OG0000221	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1	XP_026235035.1, XP_026235400.1, XP_026235034.1
OG0000222	XP_010598641.1	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1
OG0000223	XP_003419683.1, XP_003419682.1, XP_023415437.1	XP_026238017.1
OG0000224	XP_023404045.1	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1
OG0000226	XP_003422085.1	XP_026235766.1, XP_026235767.1
OG0000226	XP_003422105.1	XP_026235761.1
OG0000227	XP_023406037.1	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1
OG0000228	XP_023413502.1	XP_026251805.1
OG0000229	XP_023409000.1, XP_023408989.1	XP_026251381.1
OG0000230	XP_003411932.1	XP_026250988.1, XP_026250847.1
OG0000231	XP_003421181.1	XP_026270331.1
OG0000231	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1	XP_026254007.1, XP_026254006.1
OG0000232	XP_023411868.1	XP_026244843.1
OG0000232	XP_023407228.1	XP_026268124.1
OG0000234	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1	XP_026270137.1, XP_026270179.1, XP_026270138.1, XP_026238168.1, XP_026236792.1
OG0000236	XP_010585019.1	XP_026265741.1
OG0000237	XP_010591857.1	XP_026235321.1
OG0000238	XP_010595997.1	XP_026254256.1
OG0000238	XP_003405591.1, XP_010599445.1, XP_003405147.1	XP_026254268.1, XP_026254239.1
OG0000238	XP_010596075.1, XP_003405594.1, XP_023395287.1	XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1
OG0000239	XP_023398071.1, XP_003422764.1, XP_003423395.1, XP_003422763.1, XP_023398070.1, XP_003422765.1, XP_003423475.2	XP_026237114.1
OG0000240	XP_003422115.1, XP_023396973.1, XP_003422124.1, XP_003422147.1, XP_003422645.1, XP_003422145.1	XP_026258466.1, XP_026236672.1, XP_026236670.1
OG0000241	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1
OG0000242	XP_023398365.1	XP_026238214.1
OG0000242	XP_023395164.1	XP_026238579.1, XP_026235614.1, XP_026237959.1, XP_026238235.1
OG0000242	XP_023395470.1	XP_026238643.1
OG0000243	XP_023400519.1	XP_026245000.1
OG0000244	XP_003422150.1	XP_026270469.1
OG0000244	XP_023395166.1	XP_026238521.1
OG0000245	XP_003406611.1	XP_026237822.1
OG0000246	XP_010588928.1, XP_023404533.1	XP_026258095.1
OG0000247	XP_003411354.1	XP_026243042.1
OG0000248	XP_010588646.1, XP_010588647.1, XP_003410374.1	XP_026267515.1
OG0000249	XP_023394926.1	XP_026268498.1
OG0000249	XP_003420296.2, XP_010598060.1, XP_003420253.1	XP_026268502.1, XP_026268501.1, XP_026268499.1
OG0000251	XP_023411285.1, XP_023411286.1, XP_023411282.1, XP_003416293.1, XP_023411284.1, XP_023411283.1, XP_023411287.1, XP_023411281.1	XP_026250757.1
OG0000252	XP_003406262.1	XP_026261410.1
OG0000254	XP_023411353.1, XP_010594382.1, XP_023411352.1, XP_023411354.1, XP_023411313.1	XP_026248072.1, XP_026248078.1
OG0000255	XP_023396691.1	XP_026247812.1, XP_026247535.1
OG0000256	XP_023399845.1	XP_026262141.1, XP_026262107.1
OG0000257	XP_023406395.1	XP_026236798.1, XP_026236799.1
OG0000257	XP_023406393.1, XP_023406669.1, XP_003412094.1	XP_026236797.1
OG0000258	XP_023414319.1	XP_026255332.1
OG0000259	XP_003422929.1, XP_023397813.1, XP_023397995.1, XP_003423163.1, XP_023397811.1	XP_026236218.1, XP_026236232.1, XP_026236217.1
OG0000260	XP_003423534.1, XP_003423554.1, XP_003422697.1, XP_003422387.1, XP_003423503.1, XP_023398423.1, XP_003422759.1, XP_003423303.1, XP_003422402.1, XP_003423177.1, XP_003423293.1, XP_023398348.1, XP_003423713.1, XP_003422385.1, XP_003423532.1, XP_003423394.1, XP_003422673.1, XP_003423553.1, XP_023398129.1, XP_003422386.2, XP_003422776.1, XP_003423391.1, XP_003423504.1, XP_010600975.1	XP_026235374.1, XP_026235371.1
OG0000261	XP_003412123.1, XP_003412278.1	XP_026235013.1
OG0000262	XP_003421524.1	XP_026256878.1, XP_026256879.1, XP_026256877.1
OG0000263	XP_023404897.1	XP_026244311.1
OG0000264	XP_023402304.1	XP_026267563.1
OG0000265	XP_023401252.1	XP_026239453.1
OG0000266	XP_023411177.1	XP_026263966.1
OG0000268	XP_003410213.1	XP_026236544.1, XP_026236539.1, XP_026236563.1, XP_026236566.1
OG0000270	XP_023394876.1, XP_010598008.1	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1
OG0000272	XP_003414588.1	XP_026267678.1, XP_026267677.1
OG0000272	XP_010592529.1	XP_026267676.1
OG0000273	XP_023411700.1, XP_003416552.1, XP_023411703.1	XP_026238202.1, XP_026259915.1
OG0000274	XP_003414406.1	XP_026236048.1
OG0000274	XP_003414405.1	XP_026236047.1
OG0000274	XP_003414608.1, XP_003414607.1, XP_003414606.1	XP_026236050.1
OG0000276	XP_003405006.1, XP_003423159.1	XP_026236930.1
OG0000276	XP_003404761.2, XP_003422185.2, XP_003423429.2, XP_003423156.3, XP_003405005.1, XP_003423154.3, XP_003423427.2, XP_003423155.2	XP_026236929.1
OG0000277	XP_003412139.2, XP_003412140.3, XP_023406379.1, XP_003412141.1	XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1
OG0000278	XP_003404582.1	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1
OG0000279	XP_010594563.1, XP_003416545.1	XP_026261464.1, XP_026261463.1
OG0000280	XP_003404509.1, XP_023404272.1, XP_010588476.1, XP_010588485.1, XP_023404273.1, XP_010588480.1	XP_026255947.1, XP_026255945.1
OG0000282	XP_003414646.1	XP_026263126.1
OG0000284	XP_010599808.1, XP_023398457.1, XP_003422222.1, XP_003422239.1, XP_003423744.1, XP_023397068.1, XP_003423743.2	XP_026236877.1, XP_026236882.1, XP_026236881.1, XP_026269171.1, XP_026236880.1, XP_026269168.1
OG0000286	XP_010600431.1, XP_003422941.1, XP_003422940.1	XP_026238043.1, XP_026238039.1
OG0000287	XP_023414549.1	XP_026236414.1
OG0000287	XP_003423380.1, XP_003423790.1, XP_023398220.1, XP_010599308.1, XP_023396391.1	XP_026267817.1
OG0000288	XP_003422769.1, XP_010599940.1	XP_026235367.1
OG0000288	XP_003423219.3, XP_003423220.3, XP_003422766.1, XP_003422371.1, XP_003422767.2, XP_003423221.3, XP_003422768.1, XP_010600756.1	XP_026238558.1
OG0000288	XP_003422762.1	XP_026237106.1
OG0000289	XP_023414000.1	XP_026238044.1, XP_026248356.1
OG0000289	XP_023413926.1	XP_026248355.1, XP_026248346.1, XP_026248354.1, XP_026248379.1, XP_026252121.1, XP_026252179.1
OG0000290	XP_023395836.1, XP_023395834.1, XP_023395830.1, XP_023395831.1, XP_023395833.1, XP_023395835.1, XP_003420980.1, XP_023395832.1	XP_026261807.1, XP_026261809.1, XP_026261808.1
OG0000291	XP_010595298.1	XP_026237268.1
OG0000291	XP_003417336.1	XP_026237266.1
OG0000291	XP_023412717.1	XP_026237265.1, XP_026237264.1
OG0000292	XP_010589732.2	XP_026242936.1
OG0000293	XP_003423275.1	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1
OG0000294	XP_010593858.1	XP_026261937.1
OG0000294	XP_010601095.1	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1
OG0000295	XP_023406033.1	XP_026239036.1
OG0000295	XP_023401816.1	XP_026238639.1
OG0000296	XP_010599007.1, XP_003421213.1, XP_010599006.1, XP_023396047.1, XP_023396048.1	XP_026270551.1, XP_026270549.1, XP_026270550.1
OG0000297	XP_023398542.1, XP_010600737.2, XP_023398196.1, XP_023398545.1, XP_023397928.1, XP_023397930.1, XP_023410040.1, XP_023409825.1, XP_023410062.1	XP_026266666.1
OG0000298	XP_003411683.1	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1
OG0000299	XP_003412050.1, XP_010590537.1, XP_023406613.1	XP_026251698.1, XP_026251695.1, XP_026251697.1
OG0000299	XP_003404681.1	XP_026251140.1
OG0000300	XP_003422693.1, XP_003423668.1, XP_023398225.1, XP_003422388.1, XP_003423298.1, XP_003422695.2, XP_010600681.1, XP_010600889.1, XP_003422696.1	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1
OG0000301	XP_003421591.2	XP_026256795.1
OG0000301	XP_003421592.1	XP_026256789.1
OG0000301	XP_003421507.1, XP_003421597.2, XP_003421501.2	XP_026256798.1
OG0000302	XP_003423598.2, XP_003422691.1, XP_003412109.3, XP_003422392.1, XP_003422690.2, XP_003423434.1, XP_003423561.2, XP_010600929.1, XP_023398368.1, XP_003423676.2, XP_003422688.2, XP_003423433.1	XP_026235395.1, XP_026235394.1, XP_026235396.1, XP_026235398.1, XP_026238627.1, XP_026235399.1, XP_026235397.1
OG0000303	XP_010601129.1	XP_026248154.1
OG0000304	XP_023404599.1	XP_026255330.1
OG0000305	XP_003417000.2	XP_026244728.1, XP_026261393.1, XP_026255180.1
OG0000307	XP_003406349.1	XP_026235476.1, XP_026249575.1
