Orthogroup	Loxodonta_africana	Echinops_telfairi
OG0000097	XP_023395434.1, XP_010601040.2, XP_023398058.1, XP_023398509.1, XP_023398068.1, XP_023395429.1, XP_023395430.1, XP_023398067.1, XP_023395431.1, XP_023395435.1, XP_023395441.1, XP_010600616.1, XP_023397046.1	XP_045155952.1, XP_045141358.1, XP_045141357.1, XP_045147092.1
OG0000099	XP_010589883.1	XP_045151127.1
OG0000099	XP_023405873.1, XP_023405680.1, XP_023405681.1, XP_023405871.1	XP_004698251.1, XP_045151464.1
OG0000100	XP_003413557.1, XP_010591477.1	XP_004705273.1
OG0000100	XP_003422537.1	XP_004705657.1
OG0000101	XP_010599683.1	XP_045146523.1, XP_045146524.1
OG0000102	XP_003414225.1, XP_003414221.2, XP_023410885.1, XP_003415961.1, XP_003415958.1	XP_004703229.1
OG0000103	XP_023404728.1, XP_023404730.1, XP_003410798.2, XP_003410652.1, XP_003410650.1	XP_045151822.1, XP_004710333.1
OG0000104	XP_010589616.1, XP_010589617.2, XP_023405166.1, XP_003411151.1, XP_003411149.1	XP_045147911.1, XP_004699643.1
OG0000105	XP_010593685.2	XP_004709020.1, XP_045149114.1, XP_045149115.1, XP_045149116.1
OG0000106	XP_023414383.1	XP_004708127.2
OG0000106	XP_023405554.1	XP_045145413.1
OG0000106	XP_023411596.1	XP_004706026.2
OG0000107	XP_003421414.1, XP_003421421.1, XP_003421422.1	XP_004715014.1
OG0000107	XP_010599187.1, XP_010599189.1, XP_010599188.1, XP_010599214.1, XP_010599185.1, XP_010599190.1, XP_010599195.1, XP_010599191.1, XP_010599192.1, XP_010599193.1, XP_010599194.1	XP_004715013.1, XP_004715012.1
OG0000108	XP_023396044.1	XP_045150492.1, XP_004701946.2
OG0000109	XP_003407595.1	XP_004711113.1
OG0000109	XP_003407918.2	XP_004712520.1, XP_004712519.1
OG0000109	XP_003407920.1	XP_004712518.1
OG0000110	XP_023411919.1	XP_004713048.1
OG0000110	XP_023412142.1, XP_023412134.1	XP_045149353.1
OG0000113	XP_003422081.1, XP_003414877.1, XP_003414879.1	XP_045146732.1, XP_004717858.1, XP_004717775.1, XP_045146581.1, XP_004717711.1, XP_045146543.1, XP_045146544.1
OG0000114	XP_003406146.1, XP_003406145.1, XP_010600572.1	XP_004701631.1
OG0000114	XP_003406147.1	XP_004701630.1
OG0000115	XP_010594619.1	XP_004711472.1
OG0000115	XP_003421242.1	XP_004696937.1
OG0000116	XP_010588779.1	XP_030744473.1
OG0000117	XP_003423158.2, XP_003423428.2, XP_010591669.1, XP_010600547.2, XP_023397941.1, XP_023398258.1, XP_010592974.2, XP_003422195.1	XP_012861772.1
OG0000117	XP_003404999.2, XP_023397055.1, XP_023397050.1, XP_003422203.1, XP_003404759.2, XP_003404998.1, XP_003422204.1, XP_003422186.1, XP_023397059.1	XP_004697272.1, XP_012860596.1, XP_004718001.2, XP_004697269.2, XP_030744594.1, XP_004697270.1, XP_004697271.3
OG0000118	XP_003407108.1	XP_030741158.1
OG0000119	XP_010587572.1, XP_003408964.1, XP_010587571.1	XP_004717708.1, XP_004715360.1
OG0000120	XP_023411608.1	XP_004705610.1
OG0000121	XP_023406825.1, XP_023406828.1, XP_010590715.1, XP_023406823.1, XP_023406822.1, XP_010590713.1, XP_023406826.1, XP_023406824.1, XP_010590712.1, XP_010590714.1, XP_023406827.1	XP_045142786.1
OG0000122	XP_023395590.1	XP_004715846.1
OG0000122	XP_010588032.1, XP_010596574.1	XP_012859939.1, XP_045152129.1, XP_012861706.1, XP_012861418.1, XP_012859846.1, XP_012859260.1, XP_012860136.1
OG0000122	XP_010589125.1	XP_012861820.1, XP_030742881.1, XP_045151936.1
OG0000123	XP_003423694.1	XP_030742389.1
OG0000123	XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1	XP_004716225.1, XP_004716224.1, XP_004716261.1
OG0000124	XP_010598490.2	XP_012863991.1
OG0000124	XP_023397788.1	XP_045141379.1
OG0000124	XP_023397791.1	XP_045141380.1
OG0000125	XP_023409170.1	XP_004707210.1
OG0000125	XP_003414778.1, XP_003414508.1, XP_023409451.1	XP_045155274.1
OG0000125	XP_003414509.1	XP_045155324.1
OG0000127	XP_023404329.1, XP_010588794.1, XP_023404330.1	XP_004703356.1, XP_045140128.1
OG0000128	XP_023411501.1	XP_045151658.1
OG0000128	XP_023411499.1	XP_004712541.3
OG0000128	XP_003416479.1	XP_045151722.1
OG0000128	XP_003416519.3	XP_004712576.1
OG0000129	XP_003404183.1, XP_003404480.1	XP_004696412.1
OG0000130	XP_003421545.1, XP_003421542.1	XP_004717132.1
OG0000130	XP_003421541.1	XP_004717131.1, XP_004717133.1
OG0000130	XP_003421543.1, XP_010599267.1	XP_004717091.1
OG0000131	XP_003412093.2, XP_003412256.2	XP_004716498.1
OG0000131	XP_010590563.1, XP_003412097.1, XP_003412096.1	XP_004716464.1, XP_004716462.1, XP_012863714.1
OG0000132	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1	XP_004702027.1, XP_045150370.1, XP_045150369.1
OG0000133	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1	XP_045148079.1, XP_004699328.1
OG0000134	XP_010589131.1	XP_045151946.1
OG0000135	XP_023394637.1	XP_045147971.1
OG0000136	XP_023394645.1	XP_045142065.1, XP_045142064.1, XP_004697625.1
OG0000137	XP_003420629.2	XP_004714005.3
OG0000137	XP_010598421.1	XP_004714003.1, XP_004714004.1
OG0000137	XP_003420614.1, XP_003420615.1, XP_003420616.1	XP_004714001.1, XP_012863025.1, XP_004713999.1
OG0000137	XP_023395285.1	XP_030741088.1, XP_004714040.1, XP_004713998.1, XP_004714000.1
OG0000137	XP_003420626.1	XP_004714041.1
OG0000138	XP_003421480.2	XP_004717532.1
OG0000138	XP_023396340.1	XP_004717576.1
OG0000138	XP_003421587.1, XP_003421588.1	XP_004717527.1, XP_004717571.2
OG0000138	XP_003421586.1	XP_004717528.1
OG0000139	XP_023408283.1	XP_045140394.1, XP_004697266.1, XP_045140393.1, XP_045140391.1, XP_045140390.1
OG0000141	XP_003404987.1, XP_003404985.1	XP_004697229.2, XP_045140736.1, XP_004696895.1
OG0000142	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1	XP_045149687.1, XP_004704707.1, XP_045149686.1
OG0000144	XP_023405669.1	XP_045151259.1
OG0000145	XP_023402721.1	XP_045147525.1, XP_004701145.1, XP_045147526.1
OG0000146	XP_003408437.1, XP_010586701.1, XP_023401633.1	XP_045142054.1, XP_045142060.1, XP_004697533.1
OG0000147	XP_023408306.1, XP_023408301.1	XP_004713906.1, XP_004713922.1, XP_004713902.1
OG0000147	XP_003413753.1	XP_004713899.1, XP_004713905.1
OG0000147	XP_003413755.1	XP_004713907.1, XP_004713908.1
OG0000148	XP_010600376.2, XP_003422875.1, XP_010599317.1, XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1	XP_004698922.1, XP_004698923.1
OG0000149	XP_023399780.1	XP_045148631.1
OG0000149	XP_003415228.1	XP_004716558.1
OG0000149	XP_010587900.1	XP_004714919.1
OG0000149	XP_010593170.2	XP_045154307.1
OG0000150	XP_010595014.2	XP_012860629.3
OG0000151	XP_023409145.1	XP_004707023.1
OG0000151	XP_010592885.2	XP_004707410.1
OG0000152	XP_023409696.1, XP_023409748.1, XP_023409745.1, XP_023409747.1, XP_023409749.1, XP_023409733.1, XP_023409697.1, XP_003415119.1	XP_004717756.1
OG0000153	XP_003405563.1	XP_012864129.2
OG0000153	XP_003405574.1, XP_003405556.1, XP_003405562.1	XP_030743188.1
OG0000153	XP_010599206.2	XP_004717894.2
OG0000153	XP_003405557.1, XP_010595818.2	XP_012864119.1
OG0000156	XP_023399246.1, XP_010584904.1, XP_023399247.1	XP_045148508.1
OG0000157	XP_023396631.1	XP_004716095.1
OG0000157	XP_010585007.1	XP_045150192.1
OG0000158	XP_003418390.1	XP_045150894.1
OG0000158	XP_010593061.2, XP_003408537.2	XP_012860252.2
OG0000159	XP_003410393.1, XP_003410395.1, XP_003410392.1	XP_004706567.1, XP_004706504.1
OG0000159	XP_003410391.1, XP_003410394.1	XP_004706503.2
OG0000160	XP_003414826.1	XP_045142155.1
OG0000161	XP_003413617.1, XP_003413619.1, XP_003413618.2	XP_045142585.1
OG0000162	XP_023410096.1	XP_012864056.1
OG0000163	XP_023410511.1, XP_023410516.1	XP_045153684.1
OG0000163	XP_023410474.1	XP_045153718.1, XP_045153719.1
OG0000164	XP_003408273.1	XP_004706358.1, XP_045144983.1
OG0000165	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1	XP_045146037.1, XP_045146036.1
OG0000166	XP_010587992.1	XP_045141312.1, XP_045141315.1, XP_045141314.1
OG0000167	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1	XP_045140340.1, XP_004705793.1
OG0000168	XP_003417326.1	XP_045140898.1, XP_045143942.1, XP_045149167.1, XP_045145032.1, XP_045141604.1, XP_045147501.1, XP_045155495.1, XP_045155494.1, XP_045144189.1
OG0000170	XP_023406587.1, XP_003412042.1	XP_045146994.1, XP_045146995.1, XP_004711621.2, XP_004711675.1
OG0000171	XP_010589537.1	XP_045142062.1, XP_045143960.1, XP_045144663.1, XP_045150621.1, XP_030742688.1
OG0000172	XP_003408365.1	XP_045142243.1
OG0000172	XP_003404078.2	XP_004701997.1
OG0000172	XP_023396624.1	XP_004716083.1
OG0000173	XP_003404331.1	XP_004702250.1
OG0000174	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1, XP_003409493.1, XP_003409494.1, XP_023403302.1, XP_003409495.2	XP_030743023.1
OG0000175	XP_023406470.1	XP_045147084.1, XP_045147082.1, XP_045147085.1, XP_004708362.1, XP_045147083.1
OG0000176	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1	XP_004715052.3, XP_045152993.1, XP_045152994.1, XP_045141949.1, XP_045152988.1
OG0000177	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1	XP_004701304.1
OG0000178	XP_023407366.1	XP_045152345.1
OG0000179	XP_023395618.1	XP_004710567.1
OG0000179	XP_003420838.1, XP_023395617.1, XP_010598712.1	XP_004710401.1, XP_004710400.1
OG0000180	XP_023396262.1	XP_045146325.1, XP_045146327.1
OG0000182	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1	XP_045152535.1, XP_045152534.1
OG0000183	XP_023406429.1	XP_004708395.1, XP_004714362.1
OG0000184	XP_010594281.1	XP_004712167.1, XP_045143405.1
OG0000188	NP_001267811.1	XP_004717519.1
OG0000188	XP_003421604.1	XP_004717090.1
OG0000188	XP_003421603.1	XP_004717089.1
OG0000189	XP_003412091.1	XP_004716487.1
OG0000189	XP_010585159.2	XP_004713449.2, XP_012862326.2
OG0000190	XP_023394432.1	XP_004700763.1
OG0000191	XP_003404326.1	XP_004702068.1
OG0000192	XP_003410862.1	XP_045146436.1
OG0000193	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1
OG0000195	XP_003421080.1	XP_012863924.2
OG0000196	XP_003421409.1, XP_003421405.1	XP_004715008.1
OG0000196	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1	XP_004714956.2
OG0000197	XP_010585568.1	XP_004711661.1
OG0000198	XP_010584940.2	XP_045148239.1
OG0000198	XP_023399371.1	XP_045148248.1
OG0000198	XP_023399389.1	XP_045148276.1
OG0000199	XP_003406899.1, XP_010584905.1	XP_004715690.1
OG0000200	XP_003411152.1	XP_004699644.1
OG0000200	XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1	XP_004699331.1
OG0000201	XP_023409539.1, XP_023411889.1, XP_023411940.1, XP_023411884.1, XP_023411888.1, XP_023395358.1, XP_023411938.1, XP_023395361.1, XP_023411885.1, XP_023395359.1, XP_023409142.1, XP_023398472.1, XP_023411941.1	XP_045155407.1
OG0000203	XP_003405899.2	XP_004703894.1
OG0000205	XP_010590932.1	XP_012863033.1
OG0000206	XP_003415771.1, XP_023410667.1	XP_004704090.1
OG0000207	XP_023397844.1	XP_004701621.1
OG0000208	XP_003414904.1	XP_004710162.1
OG0000209	XP_003406683.1, XP_010585347.1	XP_012863468.1, XP_012863470.1
OG0000210	XP_003412031.2, XP_023406571.1	XP_004711639.1, XP_004711637.2, XP_004711638.1
OG0000211	XP_003406420.1, XP_003406418.1	XP_004702940.1
OG0000211	XP_010589962.1, XP_003411740.1	XP_004698023.1
OG0000212	XP_010592897.1	XP_012860591.1, XP_004697268.1
OG0000212	XP_003404989.1, XP_010592836.2	XP_004697252.1
OG0000212	XP_010592856.1	XP_004697255.3, XP_004697259.3
OG0000212	XP_003404992.1	XP_045140889.1
OG0000212	XP_003421253.1	XP_004697322.1
OG0000212	XP_023409295.1	XP_012860534.1, XP_004697253.1
OG0000213	XP_023410336.1	XP_004715363.2
OG0000213	XP_003418659.1	XP_045152929.1
OG0000214	XP_010591756.1	XP_045155180.1
OG0000214	XP_010589545.1	XP_045147834.1
OG0000214	XP_023401426.1	XP_045141138.1
OG0000215	XP_023412475.1	XP_045155743.1
OG0000217	XP_003414875.1, XP_010593009.1	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1
OG0000219	XP_003406247.1	XP_004701509.1
OG0000221	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1
OG0000222	XP_010598641.1	XP_045148545.1, XP_004710388.1
OG0000223	XP_023415438.1	XP_045153282.1
OG0000223	XP_003419683.1, XP_003419682.1, XP_023415437.1	XP_012862931.2, XP_045153237.1
OG0000224	XP_023404045.1	XP_004699881.1
OG0000226	XP_003422085.1, XP_003422105.1	XP_045146536.1, XP_004711258.1, XP_004711259.1
OG0000227	XP_023406037.1	XP_045151206.1, XP_045151207.1, XP_045151208.1
OG0000228	XP_023413502.1	XP_045150280.1
OG0000230	XP_023406192.1, XP_003411932.1	XP_004696084.1
OG0000231	XP_003421181.1	XP_004717469.3
OG0000231	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1	XP_004697263.2
OG0000232	XP_023407228.1	XP_045153763.1
OG0000233	XP_003420206.1	XP_004709482.1
OG0000234	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1	XP_004717186.3, XP_004717187.3
OG0000235	XP_023414857.1	XP_045139695.1, XP_030743238.1, XP_045143465.1
OG0000236	XP_010585019.1	XP_004703056.1
OG0000237	XP_010591857.1	XP_012860584.1
OG0000238	XP_010595997.1	XP_004700648.1
OG0000238	XP_003405591.1, XP_010599445.1, XP_003405147.1	XP_004700642.1, XP_004700902.1
OG0000238	XP_023395279.1, XP_003405146.1	XP_004700899.1
OG0000238	XP_010596075.1, XP_003405594.1, XP_023395287.1	XP_004700900.1, XP_004700898.1, XP_004700901.1
OG0000239	XP_023398071.1, XP_003422764.1, XP_003423395.1, XP_003422763.1	XP_004708538.1
OG0000239	XP_023398070.1, XP_003422765.1, XP_003423475.2	XP_045147038.1, XP_004708537.1
OG0000241	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1	XP_004708533.1
OG0000241	XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2	XP_030741665.1
OG0000243	XP_023400519.1	XP_045144551.1
OG0000244	XP_003422150.1	XP_004714344.1
OG0000244	XP_023395166.1	XP_045141878.1, XP_045141871.1
OG0000245	XP_003406611.1	XP_004718110.1
OG0000246	XP_010588928.1, XP_023404533.1	XP_004702333.2, XP_045145799.1
OG0000248	XP_010588646.1, XP_010588647.1, XP_003410374.1	XP_004713142.1, XP_004712142.1
OG0000249	XP_023394926.1	XP_004714011.1
OG0000249	XP_003420296.2, XP_010598060.1, XP_003420253.1	XP_004714013.1, XP_004714014.1
OG0000251	XP_023411285.1, XP_023411286.1, XP_023411282.1, XP_003416293.1, XP_023411284.1, XP_023411283.1, XP_023411287.1, XP_023411281.1	XP_004704148.1
OG0000252	XP_003406262.1	XP_004701760.1
OG0000254	XP_023411353.1, XP_010594382.1, XP_023411352.1, XP_023411354.1, XP_023411313.1	XP_012860652.1
OG0000255	XP_023396691.1	XP_045142012.1
OG0000256	XP_023399845.1	XP_004710512.1
OG0000257	XP_023406395.1	XP_045146872.1, XP_004716465.1
OG0000257	XP_010590626.1, XP_023406394.1	XP_004716503.1, XP_004716499.1
OG0000257	XP_023406666.1	XP_004716491.1
OG0000257	XP_023406393.1, XP_023406669.1, XP_003412094.1	XP_030741696.1
OG0000258	XP_023414319.1	XP_012863806.1
OG0000259	XP_003422929.1, XP_023397813.1, XP_023397995.1, XP_003423163.1, XP_023397811.1	XP_004717914.1
OG0000259	XP_003422713.1, XP_023398297.1, XP_003423032.1, XP_003422669.1, XP_003422716.1, XP_023397906.1, XP_003422715.1, XP_003422714.1	XP_004708577.1
OG0000260	XP_003423534.1, XP_003423554.1, XP_003422697.1, XP_003422387.1, XP_003423503.1, XP_023398423.1, XP_003422759.1, XP_003423303.1, XP_003422402.1, XP_003423177.1, XP_003423293.1, XP_023398348.1, XP_003423713.1, XP_003422385.1, XP_003423532.1, XP_003423394.1, XP_003422673.1, XP_003423553.1, XP_023398129.1, XP_003422386.2, XP_003422776.1, XP_003423391.1, XP_003423504.1, XP_010600975.1	XP_004708441.1
OG0000261	XP_003412123.1	XP_004708430.1
OG0000261	XP_003412278.1	XP_004708432.1
OG0000262	XP_003421530.1	XP_004717558.1
OG0000262	XP_003421524.1	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	XP_023404897.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	XP_023402304.1	XP_004698837.1
OG0000265	XP_023401252.1	XP_004710841.1
OG0000266	XP_023411177.1	XP_012861602.1
OG0000267	XP_023414952.1, XP_023398488.1, XP_023415087.1, XP_023415088.1	XP_045145499.1
OG0000268	XP_003410213.1, XP_023403951.1, XP_023403952.1, XP_023403953.1	XP_004713175.1, XP_004711378.1, XP_004713162.1
OG0000270	XP_023394876.1, XP_010598008.1	XP_004713418.1
OG0000272	XP_003414588.1	XP_030743938.1, XP_030743939.1
OG0000272	XP_010592529.1	XP_004707017.1, XP_004707401.1
OG0000273	XP_023411700.1, XP_003416552.1, XP_023411703.1	XP_045140312.1, XP_012860906.1
OG0000274	XP_003414406.1	XP_004707033.1
OG0000274	XP_003414608.1, XP_003414607.1, XP_003414606.1	XP_004707034.1
OG0000275	XP_010591019.1	XP_012863543.2
OG0000276	XP_003405006.1, XP_003423159.1	XP_004696922.1
OG0000276	XP_003405005.1, XP_003423154.3, XP_003423427.2, XP_003423155.2	XP_004696921.2
OG0000277	XP_003412137.2	XP_004708506.1, XP_004708503.1, XP_004708507.1, XP_004708508.1, XP_004708505.3
OG0000277	XP_003412139.2, XP_003412140.3, XP_023406379.1, XP_003412141.1	XP_045147049.1
OG0000278	XP_003404582.1	XP_004696714.1
OG0000279	XP_010594563.1, XP_003416545.1	XP_004705599.1
OG0000280	XP_003404509.1, XP_023404272.1, XP_010588476.1, XP_010588485.1, XP_023404273.1, XP_010588480.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000284	XP_010599808.1, XP_023398457.1, XP_003422222.1, XP_003422239.1, XP_003423744.1, XP_023397068.1, XP_003423743.2	XP_004717454.1, XP_004717455.1, XP_004717456.1
OG0000286	XP_023397823.1	XP_004717169.1
OG0000286	XP_010600431.1, XP_003422941.1, XP_003422940.1	XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	XP_023414549.1	XP_004698901.1
OG0000287	XP_003423380.1, XP_003423790.1, XP_023398220.1, XP_010599308.1, XP_023396391.1	XP_012859205.1
OG0000288	XP_003422769.1, XP_010599940.1	XP_004708544.2
OG0000288	XP_003423219.3, XP_003423220.3, XP_003422766.1, XP_003422371.1, XP_003422767.2, XP_003423221.3, XP_003422768.1, XP_010600756.1	XP_004708543.2
OG0000288	XP_003423474.1	XP_004708541.1
OG0000288	XP_003422762.1	XP_004708529.1
OG0000289	XP_023414000.1	XP_045139512.1
OG0000289	XP_023413926.1	XP_012862752.1
OG0000290	XP_023395836.1, XP_023395834.1, XP_023395830.1, XP_023395831.1, XP_023395833.1, XP_023395835.1, XP_003420980.1, XP_023395832.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_010595298.1	XP_045155422.1
OG0000291	XP_023412717.1	XP_045155421.1
OG0000293	XP_003423275.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	XP_010593858.1	XP_030743531.2
OG0000295	XP_023406033.1	XP_045151430.1
OG0000295	XP_023401816.1	XP_045141048.1
OG0000296	XP_010599007.1, XP_003421213.1, XP_010599006.1, XP_023396047.1, XP_023396048.1	XP_045153427.1
OG0000297	XP_023398542.1, XP_010600737.2, XP_023398196.1, XP_023398545.1, XP_023397928.1, XP_023397930.1, XP_023410040.1, XP_023409825.1, XP_023410062.1	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1
OG0000298	XP_003411683.1	XP_045144106.1, XP_004697962.1
OG0000299	XP_003412050.1, XP_010590537.1, XP_023406613.1	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1
OG0000300	XP_003422693.1, XP_003423668.1, XP_023398225.1, XP_003422388.1, XP_003423298.1, XP_003422695.2, XP_010600681.1, XP_010600889.1, XP_003422696.1	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	XP_003421591.2	XP_012864009.1, XP_012864010.1
OG0000301	XP_003421592.1	XP_004717526.1
OG0000301	XP_003421507.1, XP_003421597.2, XP_003421501.2	XP_004717546.2, XP_012864013.2
OG0000302	XP_003423598.2, XP_003422691.1, XP_003412109.3, XP_003422392.1, XP_003422690.2, XP_003423434.1, XP_003423561.2, XP_010600929.1, XP_023398368.1, XP_003423676.2, XP_003422688.2, XP_003423433.1	XP_004708560.2
OG0000303	XP_023402366.1, XP_010586510.1	XP_012859889.2, XP_045150500.1
OG0000303	XP_023402401.1	XP_045150440.1, XP_045150438.1
OG0000304	XP_023404599.1	XP_045145760.1
OG0000305	XP_003417000.2	XP_045142484.1, XP_012862965.1, XP_045154848.1, XP_045148943.1
