Orthogroup	Loxodonta_africana	Saimiri_boliviensis_boliviensis
OG0000131	XP_010590563.1, XP_003412097.1, XP_003412096.1	XP_003919834.1, XP_003919833.1
OG0000132	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1	XP_010335850.1, XP_010335851.1, XP_010335852.1
OG0000133	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1	XP_039316876.1, XP_010342172.1, XP_010342173.1, XP_010342174.1, XP_039316875.1
OG0000134	XP_010589131.1	XP_039317575.1
OG0000135	XP_023394637.1	XP_003940906.1
OG0000136	XP_023394645.1	XP_010344340.1, XP_039320743.1, XP_039320742.1, XP_003935559.1, XP_039320740.1, XP_003935560.1, XP_010344338.1, XP_039320741.1
OG0000137	XP_003420629.2	XP_010338728.2
OG0000137	XP_003420626.1	XP_003929870.1
OG0000138	XP_003421480.2	XP_003923429.1
OG0000138	XP_023396340.1	XP_003923885.1
OG0000138	XP_003421586.1	XP_010332537.1
OG0000139	XP_023408283.1	XP_010344126.2
OG0000140	XP_010588009.2	XP_039333181.1
OG0000142	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1	XP_039317843.1
OG0000143	XP_010589879.2	XP_039324472.1
OG0000143	XP_010598478.1	XP_010331145.1
OG0000144	XP_023405669.1	XP_010342032.2
OG0000145	XP_023402721.1	XP_003922490.1
OG0000146	XP_003408437.1, XP_010586701.1, XP_023401633.1	XP_003938814.1, XP_010347708.1, XP_010347707.1
OG0000147	XP_023408306.1, XP_023408301.1	XP_003922600.1, XP_003922604.1, XP_003922602.1
OG0000147	XP_003413755.1	XP_039316002.1, XP_003922597.1
OG0000148	XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1	XP_039318700.1
OG0000149	XP_023399780.1	XP_039322050.1
OG0000149	XP_003415228.1	XP_003937990.1
OG0000149	XP_010587900.1	XP_039316778.1
OG0000149	XP_010593170.2	XP_039316042.1
OG0000150	XP_010595014.2	XP_003936326.2
OG0000151	XP_023409145.1	XP_003929394.1
OG0000151	XP_010592885.2	XP_010337959.2
OG0000156	XP_023398906.1, XP_010584719.1, XP_023398905.1, XP_010584721.1, XP_010584720.1	XP_003944578.2
OG0000156	XP_023399246.1, XP_010584904.1, XP_023399247.1	XP_010330273.1, XP_010330274.1, XP_039322863.1
OG0000157	XP_023396631.1	XP_039335444.1, XP_039335445.1
OG0000157	XP_010588753.1	XP_010345028.2
OG0000157	XP_010585007.1	XP_003926376.2, XP_010347515.2, XP_039334905.1, XP_039326433.1, XP_039328448.1, XP_039324106.1, XP_039329265.1, XP_039327213.1, XP_039327413.1
OG0000158	XP_003418390.1	XP_039324854.1
OG0000158	XP_010593061.2, XP_003408537.2	XP_039334913.1, XP_039334978.1
OG0000160	XP_003414826.1	XP_039319976.1
OG0000160	XP_003409567.1	XP_039323747.1
OG0000161	XP_003413617.1, XP_003413619.1, XP_003413618.2	XP_003922654.1
OG0000163	XP_023410474.1	XP_010332913.2
OG0000164	XP_003408273.1	XP_039322625.1
OG0000164	XP_023401577.1	XP_039328692.1, XP_039323908.1
OG0000165	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1	XP_039334862.1, XP_010347365.1, XP_010347361.1, XP_039334861.1, XP_010347362.1
OG0000166	XP_010587992.1	XP_003920764.1, XP_003920763.1
OG0000167	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1	XP_039334403.1, XP_039334404.1, XP_039334405.1
OG0000168	XP_003417326.1	XP_010340774.1, XP_003922345.1
OG0000170	XP_023406587.1, XP_003412042.1	XP_003919917.1, XP_039326960.1, XP_003919916.1
OG0000170	XP_010590513.1	XP_039326958.1
OG0000171	XP_010589537.1	XP_039330067.1, XP_003938796.2, XP_039318546.1, XP_039334323.1, XP_039321884.1, XP_039323743.1, XP_039322467.1
OG0000172	XP_003408365.1	XP_039320443.1
OG0000172	XP_003404078.2	XP_039323441.1
OG0000172	XP_023396624.1	XP_003932734.1, XP_039335289.1
OG0000173	XP_003404331.1	XP_010344788.1, XP_003936029.1, XP_010344789.1
OG0000174	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1	XP_039316009.1, XP_003941959.1
OG0000175	XP_023406470.1	XP_010331846.1, XP_010331841.1
OG0000176	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1	XP_010333235.2, XP_003920207.2, XP_039327375.1
OG0000177	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1	XP_039321184.1, XP_003922168.1
OG0000178	XP_023407366.1	XP_010336016.1
OG0000179	XP_023395618.1	XP_003943230.1
OG0000179	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1	XP_039323094.1
OG0000180	XP_023396262.1, XP_023396298.1	XP_010347870.2, XP_039323049.1
OG0000182	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1	XP_003919934.1, XP_003940112.1, XP_010349097.1, XP_039330628.1
OG0000183	XP_023406429.1	XP_003920090.1
OG0000184	XP_010594281.1	XP_010328719.2
OG0000186	XP_023399326.1, XP_023399324.1, XP_023399868.1	XP_039322611.1, XP_010330288.2
OG0000186	XP_023399872.1	XP_039322703.1, XP_039322696.1, XP_039322695.1, XP_039322710.1, XP_039322711.1
OG0000188	NP_001267811.1	XP_003923418.1, XP_003923419.2
OG0000188	XP_003421604.1	XP_003923417.1
OG0000188	XP_003421603.1	XP_039326451.1, XP_039326452.1
OG0000189	XP_003412091.1	XP_003920425.2
OG0000189	XP_023395230.1, XP_010585159.2	XP_039319953.1
OG0000190	XP_023394432.1	XP_010341794.1
OG0000191	XP_003404326.1	XP_003938697.1, XP_039320884.1
OG0000192	XP_023404872.1	XP_010343377.2
OG0000192	XP_003410862.1	XP_039328200.1, XP_010335696.2, XP_003926722.1
OG0000193	XP_023396957.1, XP_023396960.1, XP_023396958.1, XP_023396959.1, XP_023396961.1, XP_023396962.1, XP_023396939.1, XP_023396916.1, XP_023396915.1, XP_023396940.1, XP_023396927.1, XP_023396937.1	XP_010330508.1
OG0000194	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1	XP_039319950.1, XP_039319949.1, XP_039319948.1
OG0000195	XP_003421080.1	XP_010332345.1
OG0000196	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1	XP_003920149.2
OG0000197	XP_010590992.1	XP_003938745.1, XP_003938743.1, XP_003938742.1, XP_003938744.1
OG0000197	XP_010585568.1	XP_039328941.1
OG0000198	XP_010584940.2	XP_003944090.3, XP_003944070.1
OG0000198	XP_023399391.1	XP_003944068.1
OG0000198	XP_023399389.1, XP_023399892.1	XP_039333558.1
OG0000198	XP_010594394.1	XP_010346188.1
OG0000198	XP_023399400.1	XP_003944058.1
OG0000199	XP_003406899.1, XP_010584905.1	XP_039322282.1, XP_039322281.1
OG0000200	XP_003411152.1	XP_010329421.2
OG0000200	XP_023405160.1	XP_003943305.2
OG0000200	XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1	XP_003943303.1, XP_039329878.1
OG0000201	XP_023409142.1, XP_023398472.1	XP_039332191.1
OG0000201	XP_023411941.1	XP_039332900.1
OG0000202	XP_003423629.1, XP_003415883.1, XP_003423438.1, XP_003415882.1, XP_003415885.1, XP_003423547.1, XP_003423723.1, XP_003423628.1, XP_003423545.1, XP_003415886.1, XP_003423544.1	XP_003944247.2, XP_039323270.1, XP_039323300.1, XP_039323187.1, XP_003944253.2
OG0000203	XP_003405899.2	XP_039325610.1
OG0000204	XP_010597911.2	XP_039324880.1
OG0000205	XP_010590932.1	XP_010328386.1, XP_003942279.1
OG0000206	XP_003415771.1, XP_023410667.1	XP_003936093.1
OG0000207	XP_023397844.1	XP_003925667.1
OG0000208	XP_003414904.1	XP_003945281.1
OG0000209	XP_003406683.1, XP_010585347.1	XP_003940350.1, XP_039322135.1
OG0000210	XP_003412031.2, XP_023406571.1	XP_003919938.2, XP_039326785.1, XP_039326786.1
OG0000211	XP_003406420.1	XP_003924861.1
OG0000211	XP_003406418.1	XP_039319579.1
OG0000211	XP_010589962.1, XP_003411740.1	XP_003932060.1
OG0000213	XP_023410336.1	XP_010349071.2
OG0000213	XP_003418659.1	XP_039319336.1, XP_003923963.1, XP_039325386.1, XP_010348847.2, XP_039317982.1, XP_003929975.2, XP_010330388.2, XP_010329075.1, XP_039327069.1, XP_010335864.2, XP_010329570.2, XP_039328810.1, XP_010336147.1, XP_039323291.1, XP_039323293.1
OG0000214	XP_010589545.1	XP_039330539.1
OG0000214	XP_023401426.1	XP_010339063.1
OG0000215	XP_023412475.1	XP_039332972.1
OG0000216	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1	XP_039320422.1
OG0000217	XP_003414875.1, XP_010593009.1	XP_010330468.1, XP_010330466.1, XP_010330465.1, XP_010330467.1, XP_010330469.1
OG0000218	XP_023395102.1	XP_039331416.1, XP_039331483.1, XP_039331414.1, XP_039331410.1, XP_039331481.1, XP_039331482.1, XP_039331418.1, XP_039331415.1, XP_039331409.1, XP_039331479.1, XP_039331417.1, XP_039331419.1, XP_039331478.1, XP_039331413.1, XP_039331412.1, XP_039331480.1
OG0000219	XP_003406247.1, XP_003407118.1	XP_039322211.1, XP_039322212.1, XP_039322213.1, XP_039334433.1, XP_039335091.1, XP_003944766.1, XP_039324885.1, XP_039335566.1, XP_039329590.1, XP_039320118.1, XP_003927765.2, XP_039326698.1, XP_039328952.1
OG0000220	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1	XP_003920219.1, XP_003920220.1, XP_010333342.1, XP_003920505.1
OG0000221	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1	XP_003920132.1
OG0000222	XP_010598641.1	XP_010329320.1, XP_010329318.1, XP_010329314.1, XP_010329322.1, XP_039322533.1, XP_010329315.1, XP_010329316.1, XP_010329317.1, XP_010329319.1, XP_010329313.1, XP_010329312.1
OG0000223	XP_023415438.1	XP_010334189.1
OG0000223	XP_003419683.1, XP_003419682.1, XP_023415437.1	XP_003920311.3, XP_003920533.1
OG0000224	XP_023404045.1	XP_039321631.1, XP_039321633.1, XP_039321630.1, XP_039321635.1, XP_039321632.1, XP_039321634.1
OG0000226	XP_003422085.1	XP_010349161.1, XP_010349162.1, XP_010349160.1, XP_010349163.1, XP_039319850.1
OG0000226	XP_003422105.1	XP_003940216.1
OG0000227	XP_023406037.1	XP_010345204.1, XP_010345205.1, XP_010345202.1, XP_010345203.1
OG0000228	XP_023413502.1	XP_010345515.1
OG0000229	XP_023398512.1	XP_039317375.1, XP_039317374.1, XP_003941423.1
OG0000229	XP_023409000.1, XP_023408989.1	XP_039317155.1
OG0000230	XP_003411932.1	XP_039319635.1
OG0000231	XP_003421181.1	XP_010330999.1, XP_010331000.1
OG0000231	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1	XP_039320205.1, XP_039320204.1
OG0000232	XP_023411868.1	XP_010329040.2
OG0000232	XP_023407228.1	XP_039331405.1
OG0000233	XP_003420206.1	XP_003928910.1
OG0000235	XP_023414857.1	XP_039332178.1
OG0000235	XP_003404527.1	XP_003920711.1
OG0000236	XP_010585019.1	XP_003926098.1
OG0000237	XP_010591857.1	XP_039323148.1
OG0000238	XP_003405591.1, XP_010599445.1, XP_003405147.1	XP_003939336.2
OG0000241	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2	XP_010335794.2, XP_003920131.2
OG0000243	XP_023400519.1	XP_010344437.1
OG0000244	XP_003422150.1	XP_039322131.1
OG0000244	XP_023395166.1	XP_039331048.1
OG0000245	XP_003406611.1	XP_003944277.1
OG0000246	XP_010588928.1, XP_023404533.1	XP_039334581.1
OG0000247	XP_003411354.1	XP_003927577.1
OG0000248	XP_010588646.1, XP_010588647.1, XP_003410374.1	XP_010343195.1, XP_010343196.1, XP_010343197.1
OG0000249	XP_023394926.1	XP_003929836.1
OG0000249	XP_003420296.2, XP_010598060.1, XP_003420253.1	XP_003929837.1
OG0000250	XP_010600969.1, XP_010601032.1, XP_010600821.1, XP_010596166.1, XP_023413773.1, XP_010596165.1, XP_023398484.1, XP_023398292.1, XP_023413913.1, XP_023398471.1, XP_010600822.1, XP_010601052.1, XP_010600823.1, XP_010600819.1	XP_039317012.1, XP_039317011.1, XP_010330275.2
OG0000251	XP_023411285.1, XP_023411286.1, XP_023411282.1, XP_003416293.1, XP_023411284.1, XP_023411283.1, XP_023411287.1, XP_023411281.1	XP_010333982.1, XP_039336207.1, XP_039336209.1, XP_010333981.1
OG0000252	XP_003406262.1	XP_010350188.1, XP_039325880.1, XP_010350185.1, XP_010350192.1, XP_003921899.1
OG0000254	XP_023411353.1, XP_010594382.1, XP_023411352.1, XP_023411354.1, XP_023411313.1	XP_039318676.1, XP_039336541.1
OG0000255	XP_023411469.1, XP_010594467.1, XP_010594466.1, XP_023411472.1, XP_023411470.1, XP_023411471.1	XP_039328401.1
OG0000256	XP_023399845.1	XP_003940456.1, XP_003940458.1
OG0000257	XP_023406395.1	XP_003919835.2
OG0000257	XP_023406666.1	XP_003919841.1
OG0000257	XP_023406393.1, XP_023406669.1, XP_003412094.1	XP_003919836.1
OG0000258	XP_023414319.1	XP_039333850.1
OG0000259	XP_003422929.1, XP_023397813.1, XP_023397995.1, XP_003423163.1, XP_023397811.1	XP_003920139.1
OG0000259	XP_003422713.1, XP_023398297.1, XP_003423032.1, XP_003422669.1, XP_003422716.1, XP_023397906.1, XP_003422715.1, XP_003422714.1	XP_003920144.1
OG0000260	XP_003423534.1, XP_003423554.1, XP_003422697.1, XP_003422387.1, XP_003423503.1, XP_023398423.1, XP_003422759.1, XP_003423303.1, XP_003422402.1, XP_003423177.1, XP_003423293.1, XP_023398348.1, XP_003423713.1, XP_003422385.1, XP_003423532.1, XP_003423394.1, XP_003422673.1, XP_003423553.1, XP_023398129.1, XP_003422386.2, XP_003422776.1, XP_003423391.1, XP_003423504.1, XP_010600975.1	XP_003920134.2
OG0000261	XP_003412123.1, XP_003412278.1	XP_003920129.2
OG0000262	XP_003421524.1	XP_003923877.1
OG0000262	XP_003421537.1	XP_003923420.2
OG0000263	XP_023404897.1	XP_010334377.1, XP_003925373.1
OG0000264	XP_023402304.1	XP_010337766.2, XP_010337765.2, XP_039324559.1
OG0000265	XP_023401252.1	XP_039321980.1
OG0000266	XP_023411177.1	XP_010334075.1, XP_003925081.1, XP_039336134.1, XP_010334072.1, XP_039336136.1, XP_003925082.1, XP_010334070.1, XP_039336135.1, XP_010334073.1
OG0000267	XP_023398488.1	XP_039332897.1
OG0000268	XP_003410213.1, XP_023403951.1, XP_023403952.1, XP_023403953.1	XP_039336479.1, XP_010336634.1
OG0000270	XP_023394876.1, XP_010598008.1	XP_039320109.1, XP_039320107.1, XP_010348049.1, XP_039320111.1, XP_039320105.1, XP_039320108.1, XP_039320106.1, XP_039320110.1
OG0000272	XP_003414588.1	XP_003933080.1
OG0000272	XP_010592529.1	XP_003933076.2
OG0000272	XP_003414589.2, XP_003414395.1	XP_003933081.1
OG0000273	XP_023411700.1, XP_003416552.1, XP_023411703.1	XP_039316246.1, XP_010343155.2, XP_003934265.1
OG0000274	XP_003414406.1	XP_003929108.1
OG0000274	XP_003414608.1, XP_003414607.1, XP_003414606.1	XP_003929106.1
OG0000275	XP_010596939.2	XP_003941964.1
OG0000278	XP_003404582.1	XP_039324245.1, XP_003933960.1
OG0000279	XP_010594563.1, XP_003416545.1	XP_039326310.1, XP_039326284.1
OG0000280	XP_003404509.1, XP_023404272.1, XP_010588476.1, XP_010588485.1, XP_023404273.1, XP_010588480.1	XP_039324273.1, XP_039324225.1, XP_039324183.1, XP_039324293.1, XP_039324160.1
OG0000282	XP_003414646.1	XP_039332499.1
OG0000286	XP_010600431.1, XP_003422941.1, XP_003422940.1	XP_003923395.2
OG0000287	XP_023414549.1	XP_003935865.2
OG0000287	XP_003423380.1, XP_003423790.1, XP_023398220.1, XP_010599308.1, XP_023396391.1	XP_003935830.2
OG0000289	XP_023414000.1	XP_003923731.2
OG0000289	XP_023413926.1	XP_010332826.1
OG0000290	XP_023395836.1, XP_023395834.1, XP_023395830.1, XP_023395831.1, XP_023395833.1, XP_023395835.1, XP_003420980.1, XP_023395832.1	XP_010333367.1
OG0000291	XP_010595298.1	XP_010340790.1, XP_003931837.1
OG0000291	XP_023412717.1	XP_003931838.1
OG0000292	XP_010589732.2	XP_039324035.1
OG0000293	XP_003423275.1	XP_039327106.1, XP_039327098.1, XP_039327105.1, XP_039327102.1, XP_039327099.1, XP_039327104.1, XP_039327097.1, XP_039327101.1, XP_039327103.1, XP_039327100.1
OG0000294	XP_010593858.1	XP_039336151.1
OG0000294	XP_010601095.1	XP_039325922.1
OG0000295	XP_023406033.1	XP_039335727.1
OG0000295	XP_023401816.1	XP_039320693.1, XP_010349738.1, XP_010349736.1, XP_010349739.1, XP_010349735.1, XP_010349737.1, XP_003940742.1
OG0000296	XP_010599007.1, XP_003421213.1, XP_010599006.1, XP_023396047.1, XP_023396048.1	XP_039325576.1, XP_039325574.1, XP_039325578.1, XP_039325577.1, XP_010345592.1, XP_039325575.1, XP_010337968.2
OG0000297	XP_023398542.1, XP_010600737.2, XP_023398196.1, XP_023398545.1, XP_023397928.1, XP_023397930.1, XP_023410040.1, XP_023409825.1, XP_023410062.1	XP_003934550.1, XP_010343392.1, XP_039317701.1
OG0000298	XP_003411683.1	XP_010340855.1, NP_001266929.1
OG0000299	XP_003412050.1, XP_010590537.1, XP_023406613.1	XP_039327461.1, XP_039327460.1, XP_039327459.1, XP_003919886.1, XP_003919887.1
OG0000299	XP_003404681.1	XP_003934799.1
OG0000300	XP_003422693.1, XP_003423668.1, XP_023398225.1, XP_003422388.1, XP_003423298.1, XP_003422695.2, XP_010600681.1, XP_010600889.1, XP_003422696.1	XP_003920135.2
OG0000301	XP_003421591.2	XP_003923423.1
OG0000303	XP_023402401.1	XP_039323784.1
OG0000303	XP_010601129.1	XP_039323327.1, XP_039323326.1, XP_039323899.1, XP_039323783.1
OG0000304	XP_023404599.1	XP_039334875.1
OG0000305	XP_003417000.2	XP_039315739.1, XP_039322896.1, XP_039333554.1, XP_039322779.1, XP_039328138.1, XP_010345149.2, XP_039335863.1, XP_039323451.1, XP_003945210.3, XP_039330693.1, XP_039323543.1, XP_039323604.1, XP_039323191.1, XP_039323854.1, XP_039333116.1, XP_039316787.1, XP_039330039.1, XP_039325883.1, XP_039329086.1
OG0000306	XP_003409577.1, XP_003409576.2	XP_039316748.1
OG0000307	XP_003406349.1	XP_039326428.1, XP_039325487.1, XP_010335141.1, XP_010335140.1, XP_039335296.1, XP_010335142.1
OG0000308	XP_003415967.2	XP_003933702.1
OG0000308	XP_003412760.1	XP_039329871.1, XP_003936897.1
OG0000309	XP_003421243.2	XP_010344142.2, XP_010344139.2, XP_039320192.1, XP_039320194.1, XP_010344138.2, XP_010344140.2, XP_039320193.1, XP_010344141.2
OG0000310	XP_023400184.1	XP_010343634.2, XP_010343641.2, XP_010343659.2, XP_010343644.2, XP_039328981.1, XP_010343651.2, XP_010343637.2, XP_039328982.1
OG0000311	XP_023400053.1, XP_023400047.1, XP_023400049.1, XP_023400043.1, XP_023400044.1, XP_023400052.1, XP_023400034.1, XP_023400037.1, XP_023400048.1, XP_023400042.1, XP_023400036.1, XP_023400038.1, XP_023400039.1, XP_023400046.1, XP_023400035.1, XP_023400045.1, XP_023400041.1, XP_023400050.1	XP_003930800.1, XP_010339618.1, XP_010339620.1, XP_010339617.1
OG0000312	XP_010597482.2	XP_010336231.2, XP_003920315.2
OG0000312	XP_003419505.2	XP_010334255.1, XP_039327118.1
OG0000313	XP_003405077.1	XP_003939234.2
OG0000314	XP_010594320.1, XP_023411261.1	XP_039336147.1
OG0000314	XP_010598493.1, XP_023395450.1	XP_010334539.1
OG0000315	XP_010593041.2	XP_010339995.1, XP_003945283.2
OG0000316	XP_003421759.2	XP_003943964.1
OG0000318	XP_003417778.1, XP_010595627.1, XP_023412207.1	XP_039325403.1, XP_039325405.1
OG0000319	XP_010586962.1, XP_010586963.1, XP_010586965.1, XP_003408725.1	XP_010339352.1
OG0000320	XP_010592477.1, XP_010592509.1, XP_003404280.1	XP_003925657.2, XP_039323775.1, XP_003932446.2, XP_039323773.1
OG0000321	XP_003406825.1	XP_003940425.1, XP_039321562.1, XP_010349408.1, XP_039321561.1, XP_010349407.1, XP_010349409.1
OG0000321	XP_010593037.1	XP_039319977.1
OG0000322	XP_010595577.1	XP_003940320.1
OG0000322	XP_023404726.1	XP_010348000.1
OG0000323	XP_003415503.1, XP_023410240.1	XP_039329992.1
OG0000323	XP_023400398.1, XP_010585150.1, XP_003404456.1	XP_003926406.1, XP_039325476.1
OG0000324	XP_003415313.1, XP_010593424.2, XP_003415314.2	XP_010344341.1
OG0000324	XP_010587224.1, XP_023402298.1	XP_039325213.1
OG0000325	XP_010594826.1	XP_003931402.1, XP_039332552.1, XP_003931401.1
OG0000326	XP_023411745.1	XP_039316283.1
OG0000327	XP_023409438.1, XP_010592724.1, XP_010592725.1, XP_023409439.1	XP_039332783.1, XP_039332782.1, XP_039332784.1
OG0000328	XP_023400621.1, XP_003407710.1, XP_023400622.1	XP_010349061.1, XP_003940074.1
OG0000329	XP_003405241.1	XP_039328473.1
OG0000329	XP_023403240.1, XP_010587874.1, XP_023403239.1	XP_003933510.1
OG0000330	XP_010584612.1	XP_010332103.1
OG0000331	XP_023410355.1	XP_010345824.1
OG0000332	XP_023395331.1, XP_003420624.1, XP_023395330.1, XP_023395328.1	XP_039328671.1, XP_039328672.1
OG0000333	XP_003409717.1, XP_010588121.1	XP_039333632.1, XP_039333635.1, XP_039333637.1, XP_039333633.1, XP_039333636.1
OG0000334	XP_010591624.1	XP_010327807.1
OG0000335	XP_023415076.1	XP_003942734.1
OG0000336	XP_023407280.1, XP_023407278.1, XP_010591108.1, XP_023407276.1, XP_023407279.1, XP_010591107.1	XP_010335917.1, XP_010335916.1
OG0000337	XP_010595839.1, XP_010595840.1, XP_003417886.1	XP_003927448.1
OG0000339	XP_003409708.1	XP_039333039.1
OG0000340	XP_003420826.1	XP_003943209.1
OG0000341	XP_023406999.1	XP_003927227.1
OG0000343	XP_003417333.1	XP_010340785.2, XP_010340786.2, XP_039332938.1
OG0000344	XP_003407805.1, XP_003407804.1	XP_010349695.1
OG0000344	XP_003407508.3	XP_010349708.2
