Orthogroup	Mus_musculus	Homo_sapiens
OG0000099	NP_001277948.1, XP_036015585.1	NP_001317657.1, XP_005260727.1
OG0000100	XP_017175466.1, NP_001407896.1, NP_001407897.1, NP_001407899.1, NP_001407898.1, NP_001407900.1, NP_001153489.1, NP_032168.1, NP_001153488.1	NP_001269468.1
OG0000100	NP_034442.1, XP_006504616.1	NP_005264.2
OG0000101	NP_001334416.1	NP_001382108.1, NP_001382109.1, NP_001351158.1, NP_001351154.1, NP_001351156.1, NP_001382110.1, NP_001382107.1, NP_001351169.1, NP_001351161.1, NP_001351159.1, NP_001382106.1, NP_001351155.1, NP_001351157.1, NP_001382119.1
OG0000101	NP_063921.1, NP_001300646.1, NP_001300645.1	NP_062543.1, NP_001027565.1
OG0000102	NP_690024.1, NP_705826.1	NP_001067.2, XP_054184520.1, NP_001068.1, NP_001065.2, NP_001066.1, XP_016864074.1, XP_016863792.1, NP_444267.1, XP_011529852.1, NP_001064.1, NP_066962.2
OG0000103	NP_001013807.2, NP_038805.2, NP_081858.2, NP_598827.1, XP_030102973.1, NP_598833.1, XP_006516528.1, NP_001298061.1, NP_085114.1, NP_084177.2	NP_001240837.1, NP_001345.1, NP_001344.2, NP_001809.4
OG0000104	NP_001276422.1, NP_001276421.1, NP_061204.3, NP_001342332.1, XP_006501782.1, NP_663520.2, NP_001076781.1	NP_443173.2, NP_997281.2
OG0000104	XP_036021572.1, NP_001411600.1, NP_083785.3, XP_011247895.1, NP_001034735.2, NP_919317.2, XP_011247687.1	NP_940862.2
OG0000105	XP_036011259.1	NP_077021.1
OG0000106	NP_075017.2	XP_011513765.1, NP_067046.1
OG0000106	NP_058034.1	NP_001311387.1, NP_001311388.1, NP_037424.2
OG0000106	NP_001371255.1	NP_000423.2
OG0000106	XP_017176539.1	NP_612412.2, XP_016868282.1
OG0000107	NP_666646.1, NP_666645.1, XP_006499612.1, NP_666644.1	NP_001005323.1
OG0000108	NP_001153190.1, NP_001408431.1	NP_001336235.1, NP_001336233.1, NP_001336234.1
OG0000108	NP_001408429.1, NP_001408430.1	NP_001336237.1, NP_001336243.1, NP_001336242.1, NP_001336240.1, NP_001336244.1, NP_001336239.1, NP_001336241.1, NP_001336238.1, NP_001336236.1
OG0000110	NP_001300856.1, NP_031519.1, NP_001300854.1, NP_001300855.1	XP_011522164.2, NP_001172.1, NP_550434.1, NP_001188281.1, NP_550435.1, NP_550436.1
OG0000110	NP_033844.1, XP_017169720.1, NP_001278060.1, NP_001278061.1	XP_011522163.1, NP_001662.1, NP_001184145.1
OG0000110	XP_006532975.1, NP_660119.1, NP_001191181.1	XP_011521915.1
OG0000111	NP_001243902.1, XP_017177923.1, NP_034219.3, NP_001001559.2, NP_031913.1, NP_958811.2	NP_001243791.1, NP_001243782.1, NP_001229255.1, NP_001229261.1, NP_001243796.1, NP_001229256.1, NP_001229260.1, NP_001229257.1, NP_001229259.1, NP_001229258.1, NP_001243790.1, NP_001243789.1, NP_001243792.1, NP_001243783.1, NP_001243788.1, NP_001243823.2, NP_001243786.1, NP_001243784.1, NP_001243781.1, NP_001243798.1, NP_001243801.1, NP_001243803.1, NP_001243800.1, NP_001243802.1, NP_958804.2
OG0000113	XP_006528649.1, NP_001346208.1, NP_001346206.1, NP_001025149.2, NP_001346207.1, NP_079631.2, NP_001352047.1, NP_001352046.1, NP_808587.1	NP_001012997.1, NP_001006934.1, NP_116315.1, NP_001354719.1
OG0000114	NP_658906.1	NP_005201.2, XP_016858891.1
OG0000114	NP_031802.2	NP_008822.2
OG0000114	NP_031800.1	NP_055432.2
OG0000114	NP_001076042.1	NP_066269.1, XP_054188132.1
OG0000115	NP_001342439.1	NP_001399849.1, NP_001399844.1, NP_001399847.1
OG0000115	NP_001123880.1	NP_001019399.1, NP_001649.1
OG0000116	XP_006526183.1	NP_871622.1, XP_047273646.1
OG0000117	NP_001011767.1, NP_001011752.1, NP_001011520.2, NP_997601.1, NP_666829.2, NP_666831.2, NP_667062.2	NP_001001918.1
OG0000118	NP_034582.1, XP_011239527.1	NP_001371270.1, NP_001371264.1, NP_705895.1, NP_001371266.1, NP_001371272.1, NP_001371269.1, NP_001371274.1, NP_001371267.1, NP_001371268.1, NP_001371265.1, NP_001371271.1, NP_109377.1, NP_001371273.1, NP_001371275.1
OG0000119	NP_001159900.1, NP_001159903.1, NP_001159899.1, XP_006506892.1, NP_001159901.1, NP_001159904.1, NP_598595.1, NP_001159902.1	NP_001091678.1, NP_001091674.1, NP_001091676.1, NP_001091677.1, NP_001091675.1, NP_004957.1
OG0000120	NP_032912.2	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1
OG0000121	NP_001351185.1, NP_766341.4, XP_006509689.1, NP_001239552.1	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1
OG0000122	NP_001277560.1	NP_055179.1
OG0000123	NP_666458.1	NP_003545.1, NP_003544.2
OG0000124	NP_033319.1	NP_001307679.1, XP_047298063.1
OG0000125	NP_001152846.2	NP_002269.3
OG0000125	NP_082259.2, NP_038598.1, NP_034789.2	NP_002268.2, NP_002270.1, NP_004129.2
OG0000125	NP_081839.1	NP_001372943.1, XP_003403930.1
OG0000126	NP_001171329.1, XP_006511421.1, NP_001164355.1, NP_001344616.1	NP_077019.2
OG0000127	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1	NP_001129729.1
OG0000128	NP_598830.2	NP_001091956.1, NP_006623.2
OG0000128	XP_006516679.1, NP_001164109.1, NP_033224.3	XP_016866688.2, NP_005065.2
OG0000128	XP_006516709.1	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1
OG0000128	NP_795990.2, XP_006516756.1	NP_005486.1, XP_024302062.1, NP_001273050.1
OG0000129	NP_032207.3, NP_001230021.1, NP_032208.2, XP_006510877.1, NP_001116132.1	XP_054184397.1, NP_714543.1, XP_047274640.1, NP_000837.3, NP_000838.3
OG0000130	NP_038646.2	NP_149419.2
OG0000130	NP_667333.2, NP_038644.2	NP_001004750.1
OG0000131	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2	NP_001004489.1, NP_001004490.1, NP_001372982.1
OG0000132	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2	XP_024302185.1, NP_006725.3
OG0000133	NP_001116240.1, NP_848816.3, XP_006534956.1	NP_001127951.1, XP_011539991.1, NP_060573.2
OG0000134	NP_001359349.1	NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1
OG0000135	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1
OG0000136	XP_006537959.1, NP_001342645.1, NP_775602.1	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1
OG0000137	NP_666385.1	NP_036497.1
OG0000137	NP_666407.1	NP_001004135.1
OG0000137	NP_666865.1, NP_666866.1, NP_666867.1	NP_001001659.1
OG0000137	NP_666408.1	NP_001005480.2
OG0000138	NP_001001805.2	NP_001004749.1
OG0000139	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1	XP_005270393.1, NP_079112.1
OG0000140	NP_001347243.1, NP_840063.1, XP_006518038.1	NP_001336438.1, NP_001336437.1, NP_001276027.1, NP_001336417.1, NP_001336419.1, NP_001336451.1, NP_001336453.1, NP_001276029.1, NP_001336446.1, NP_001336447.1, NP_001336444.1, NP_001336443.1, NP_001336439.1, NP_001336441.1, NP_001336445.1, NP_001336440.1, NP_001336433.1, NP_001336435.1, NP_001336436.1, NP_001336432.1, NP_001336456.1, NP_001336449.1, NP_001336448.1, NP_001336454.1, NP_001336442.1, NP_001276024.1, NP_001336422.1, NP_001336421.1
OG0000140	NP_663433.2	NP_001336469.1, NP_001336468.1, NP_001336465.1, NP_001336464.1, NP_001336462.1, NP_001336463.1, NP_001336467.1, NP_001336466.1, NP_001336458.1, NP_001336459.1, NP_001336460.1, NP_001336457.1, NP_001336428.1, NP_060241.2, NP_001336430.1, NP_001336423.1, NP_001336424.1, NP_001336426.1, NP_001336425.1, NP_001336431.1, NP_001276025.1, NP_001336429.1, NP_001336427.1, NP_001336418.1, NP_001336450.1, NP_001276028.1
OG0000141	NP_666680.2, NP_997110.1, NP_997136.1, NP_997456.1, NP_001011790.1, NP_997457.1, NP_001011805.1, NP_001011741.1, NP_666681.1, NP_996558.1, NP_666682.1, XP_006533423.1, NP_666678.1, NP_666684.1, NP_667277.1, NP_666679.1, NP_667276.1	NP_001001657.1
OG0000142	NP_082497.2, XP_006530603.1, NP_001350385.1	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1
OG0000143	NP_038698.1	NP_001387566.1, NP_001387575.1, NP_001387576.1
OG0000143	NP_001336622.1	NP_001387573.1
OG0000143	NP_001336624.1	NP_001336383.1
OG0000143	NP_001336623.1	NP_001336387.1, NP_001336385.1, NP_001387568.1, NP_001336390.1, NP_001336394.1, NP_001387572.1
OG0000145	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3	NP_671512.1, XP_005269732.1
OG0000146	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1
OG0000147	NP_033069.1, NP_033068.1	NP_002900.2, NP_006498.1
OG0000147	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1
OG0000149	NP_001407721.1	NP_001243143.1
OG0000149	NP_848492.1	NP_000693.1
OG0000149	NP_659149.1	NP_001153705.1, NP_000692.2
OG0000149	NP_038762.1	NP_653300.2
OG0000150	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2	NP_001352334.1, NP_001352335.1
OG0000151	NP_001159500.1, XP_006533299.1	XP_016880066.1, NP_001123292.1
OG0000151	NP_899024.3, XP_006533637.1	NP_659412.3
OG0000151	NP_766384.2, XP_006533298.1, NP_853523.2	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1
OG0000152	NP_035605.1, NP_035600.1, NP_035601.1	NP_001014450.1, NP_001369184.1, NP_001019380.2, NP_005979.1, NP_001017418.1, XP_047284822.1, NP_001375127.1, XP_016857666.1, NP_001014313.1, NP_008876.3, NP_001369177.1
OG0000153	NP_667139.1	NP_001005518.1
OG0000153	NP_666436.1, NP_997030.1	NP_001005183.1
OG0000157	NP_031932.1	NP_001949.1
OG0000157	NP_034236.2	NP_001393.1
OG0000158	NP_001177187.1	NP_001021.1
OG0000159	NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2	NP_473447.1
OG0000160	XP_036018061.1, XP_006522569.1, NP_080870.1, NP_080331.1	NP_000991.1
OG0000161	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3	NP_003951.3
OG0000163	XP_036010474.1, NP_033938.3	NP_001177945.2
OG0000163	NP_031635.2	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1
OG0000163	NP_033937.2	NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1
OG0000164	XP_036011335.1	NP_001191793.1, NP_001191792.1
OG0000165	XP_011245218.1, NP_001347376.1, NP_848837.3	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1
OG0000166	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1
OG0000167	NP_775584.1, NP_001157175.1, XP_006507744.1	NP_775746.1
OG0000168	XP_036018075.1, NP_001041523.1, NP_001349847.1, XP_017170209.1, NP_001041522.1, NP_075861.1	NP_001030335.1
OG0000170	XP_006507275.1, NP_473425.2, NP_001029126.1, NP_001276373.1	NP_000719.1, NP_001029125.1, NP_001365879.1
OG0000170	NP_001292545.1, XP_030097891.1, NP_031613.2	NP_001029124.1
OG0000171	NP_035425.2, NP_001394371.1	NP_001007.2
OG0000172	NP_001171266.1	NP_001273602.1, NP_003693.2, NP_733466.1
OG0000172	NP_001155294.1	XP_047274590.1, NP_036551.3
OG0000172	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1	XP_011526786.1, NP_001034556.1, NP_005864.1
OG0000173	NP_001346369.1	XP_016866663.1, NP_001028736.1
OG0000174	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1	NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1
OG0000175	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1	XP_011518540.1, NP_065980.1, NP_001245348.1
OG0000176	NP_666047.1	XP_016872576.1, NP_964011.2
OG0000177	NP_084211.2, XP_006508395.1, NP_001347697.1	NP_001257693.1
OG0000178	NP_001139424.1	XP_047304053.1, NP_001362392.1, NP_001374596.1, NP_001362386.1, NP_001362391.1, NP_001362389.1, NP_001374593.1, NP_001362385.1, NP_001374594.1, NP_001362384.1, NP_001374600.1, NP_001374601.1, NP_001374598.1, NP_001374602.1, NP_005569.1, NP_001374603.1, NP_001374599.1, NP_001362387.1, NP_001161143.1, NP_001362394.1, NP_001362388.1, NP_001362393.1, NP_001374592.1, NP_001362390.1, NP_001374595.1, NP_001374597.1, NP_001374608.1, NP_001374611.1, NP_001374609.1, NP_001374612.1, NP_001374607.1, NP_001374606.1, NP_001374610.1, NP_001161144.1
OG0000179	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1	NP_000758.1
OG0000180	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1, NP_573501.1, XP_017168078.1, NP_570973.1, XP_011240341.1, NP_570974.1, NP_081248.4, XP_006508933.1, NP_001032889.3, NP_001274140.1, NP_570975.1	NP_066978.1, NP_055072.3
OG0000182	XP_006537898.1, NP_001009949.3	NP_001029344.4, NP_219480.1
OG0000183	NP_001342345.1	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1
OG0000184	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1
OG0000185	NP_080357.4, NP_001005385.1, NP_001004359.1	NP_001092880.1, NP_001092881.1, NP_001171656.1, NP_055525.3
OG0000186	NP_808417.2, NP_808416.1, XP_006528601.1	XP_054189423.1, XP_054189474.1, XP_054189432.1, XP_054189464.1, XP_054189407.1, XP_054188032.1, XP_016885763.1, XP_054188031.1, XP_054189484.1, XP_054189416.1, XP_054186145.1, NP_001077008.1, NP_001355183.1, NP_001309097.1, NP_703144.3, NP_001355180.1, NP_055033.2, XP_059933532.1, NP_055034.2, NP_056952.2, XP_054186141.1, NP_001278624.1, XP_054189458.1, XP_047299063.1, NP_001278630.1, XP_047299062.1, NP_036444.1, NP_036446.3, XP_054187211.1, NP_055327.1, XP_047299059.1, XP_011546300.1, NP_055328.2, XP_054188029.1, NP_036445.1, NP_001347100.1, NP_001278629.1, NP_001278625.1, XP_054189411.1, XP_054189399.1, NP_006728.2, XP_047299064.1, XP_047294751.1
OG0000188	NP_032246.2, NP_001188320.1	NP_000509.1, NP_000510.1
OG0000188	NP_032245.1	NP_000550.2, NP_000175.1
OG0000189	NP_083936.1	NP_055284.3
OG0000189	NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1	NP_002130.2
OG0000190	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1	NP_443138.2
OG0000191	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1
OG0000193	NP_937804.1, NP_001091692.1, XP_006528671.1	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1
OG0000194	NP_081063.1	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1
OG0000195	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1
OG0000195	NP_001160011.1, NP_001160012.1, NP_001399878.1, NP_001399712.1, NP_001160014.1, NP_001399647.1, NP_001399879.1, NP_001160013.1, NP_001160009.1	NP_002122.1
OG0000196	NP_001011758.2	NP_001013376.2, NP_001005213.1
OG0000197	NP_001035966.1	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1, NP_690002.2
OG0000199	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1
OG0000200	NP_034390.1, NP_034389.2, XP_030108281.1	NP_004111.2
OG0000200	NP_705792.2	NP_001127958.1
OG0000201	NP_001028606.2, XP_011247678.1	NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1
OG0000202	NP_694737.1	XP_011529985.1, NP_689833.1, NP_001244954.1
OG0000202	NP_694750.3, NP_001171022.1	NP_001401833.1
OG0000203	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1
OG0000204	NP_001278277.1	NP_001265423.1
OG0000204	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1
OG0000204	NP_001278278.1	NP_001265416.1
OG0000205	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1
OG0000206	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1	NP_001382576.1, NP_001382575.1, NP_443185.1, NP_001304738.1, XP_011531634.1, NP_001304740.1, NP_001304739.1, NP_001304737.1, NP_001382574.1
