Orthogroup	Mus_musculus	Ursus_americanus
OG0000114	NP_031803.3, NP_081286.1	XP_045662092.1, XP_045662086.1
OG0000114	NP_031800.1	XP_045662091.1
OG0000114	NP_001076042.1	XP_045662087.1
OG0000115	NP_001342439.1	XP_045657100.1
OG0000115	NP_001291503.1	XP_045670231.1
OG0000115	NP_001123880.1	XP_045661127.1
OG0000116	XP_006526183.1	XP_045650512.1
OG0000116	XP_036019109.1	XP_045648587.1
OG0000117	NP_001011767.1, NP_001011752.1, NP_001011520.2, NP_997601.1, NP_666829.2, NP_666831.2, NP_667062.2	XP_045628270.1, XP_045651792.1
OG0000118	NP_034582.1, XP_011239527.1	XP_045648932.1, XP_045648931.1, XP_045648929.1
OG0000119	NP_001159900.1, NP_001159903.1, NP_001159899.1, XP_006506892.1, NP_001159901.1, NP_001159904.1, NP_598595.1, NP_001159902.1	XP_045665992.1, XP_045665990.1, XP_045665989.1, XP_045665988.1, XP_045665991.1, XP_045665994.1, XP_045665993.1
OG0000120	NP_032912.2	XP_045669188.1
OG0000121	NP_001351185.1, NP_766341.4, XP_006509689.1, NP_001239552.1	XP_045635128.1, XP_045635127.1
OG0000122	NP_001277560.1	XP_045655871.1
OG0000122	NP_001276655.1	XP_045637057.1
OG0000123	NP_666458.1	XP_045629592.1
OG0000124	NP_033319.1	XP_045669594.1
OG0000125	NP_001152846.2	XP_045637612.1
OG0000125	NP_082259.2, NP_038598.1, NP_034789.2	XP_045637560.1, XP_045637568.1, XP_045637562.1
OG0000125	NP_081839.1	XP_045637561.1
OG0000127	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1	XP_045655163.1, XP_045655162.1, XP_045655161.1, XP_045655166.1, XP_045655165.1, XP_045655164.1, XP_045655159.1
OG0000128	NP_598830.2	XP_045656423.1
OG0000128	XP_006516679.1, NP_001164109.1, NP_033224.3	XP_045656428.1, XP_045656425.1, XP_045656429.1, XP_045656426.1, XP_045656430.1, XP_045656427.1
OG0000128	XP_006516709.1	XP_045656303.1
OG0000128	NP_795990.2, XP_006516756.1	XP_045656434.1
OG0000129	NP_032207.3, NP_001230021.1, NP_032208.2, XP_006510877.1, NP_001116132.1	XP_045658332.1, XP_045658324.1
OG0000130	NP_038645.2	XP_045671357.1
OG0000130	NP_667333.2, NP_038644.2	XP_045671344.1
OG0000131	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2	XP_045639044.1
OG0000132	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2	XP_045666061.1
OG0000133	NP_001116240.1, NP_848816.3, XP_006534956.1	XP_045657777.1, XP_045657776.1, XP_045657778.1
OG0000134	NP_001359349.1	XP_045637133.1
OG0000135	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1	XP_045645050.1
OG0000136	XP_006537959.1, NP_001342645.1, NP_775602.1	XP_045645011.1, XP_045645014.1, XP_045645012.1
OG0000137	NP_666385.1	XP_045649571.1
OG0000137	NP_666407.1	XP_045649569.1
OG0000137	NP_666865.1, NP_666866.1, NP_666867.1	XP_045649568.1
OG0000137	NP_666408.1	XP_045649566.1
OG0000138	NP_001001805.2	XP_045638825.1
OG0000138	NP_667325.1	XP_045638824.1
OG0000138	NP_667321.1	XP_045627915.1
OG0000138	NP_667322.1	XP_045638820.1
OG0000139	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1	XP_045634983.1, XP_045634985.1, XP_045634984.1, XP_045634986.1
OG0000140	NP_663433.2	XP_045663420.1
OG0000142	NP_082497.2, XP_006530603.1, NP_001350385.1	XP_045662802.1, XP_045662805.1, XP_045662806.1, XP_045662804.1, XP_045662803.1, XP_045662801.1, XP_045662800.1
OG0000145	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3	XP_045658338.1
OG0000146	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1	XP_045661919.1, XP_045661916.1, XP_045661913.1, XP_045661918.1, XP_045661914.1, XP_045661917.1, XP_045661920.1
OG0000147	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1	XP_045664759.1, XP_045664808.1
OG0000148	NP_666532.2, NP_666879.2, NP_997016.2, NP_666641.2, NP_001170979.1, NP_666878.2, XP_017171513.1, NP_001011738.1	XP_045644505.1, XP_045645126.1
OG0000149	NP_001407721.1	XP_045662151.1
OG0000149	NP_848492.1	XP_045640012.1
OG0000149	NP_659149.1	XP_045657386.1
OG0000149	NP_038762.1	XP_045640417.1
OG0000150	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2	XP_045670918.1
OG0000151	NP_001159500.1, XP_006533299.1	XP_045629115.1
OG0000151	NP_899024.3, XP_006533637.1	XP_045629461.1
OG0000153	NP_666767.2, NP_001011849.1	XP_045652422.1, XP_045651788.1
OG0000153	NP_666436.1, NP_997030.1	XP_045651787.1, XP_045652423.1, XP_045632506.1
OG0000157	NP_031932.1	XP_045650784.1
OG0000157	NP_034236.2	XP_045659837.1, XP_045659662.1
OG0000158	NP_001177187.1, NP_081291.1	XP_045640400.1
OG0000159	NP_001011808.1, NP_667205.2, NP_997433.2, NP_667206.1	XP_045641613.1
OG0000159	NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2	XP_045641574.1, XP_045641615.1, XP_045641614.1
OG0000160	XP_006522569.1, NP_080870.1	XP_045638978.1
OG0000161	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3	XP_045644242.1
OG0000162	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1	XP_045637184.1, XP_045637087.1
OG0000163	XP_036010474.1, NP_033938.3	XP_045653618.1
OG0000163	NP_033937.2	XP_045653622.1, XP_045653620.1
OG0000164	XP_036011335.1, NP_001297399.1	XP_045666097.1
OG0000165	XP_011245218.1, NP_001347376.1, NP_848837.3	XP_045642382.1
OG0000166	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1	XP_045664241.1, XP_045664242.1
OG0000167	NP_775584.1, NP_001157175.1, XP_006507744.1	XP_045632342.1, XP_045632346.1, XP_045632345.1, XP_045632343.1, XP_045632344.1, XP_045632347.1
OG0000168	XP_036018075.1	XP_045632294.1, XP_045631204.1
OG0000170	XP_006507275.1, NP_473425.2	XP_045652442.1
OG0000171	XP_036018065.1, XP_036018064.1, XP_036018062.1, XP_036018068.1, XP_036018067.1, XP_036018063.1, XP_036018069.1, XP_036018066.1	XP_045660192.1
OG0000171	NP_001032243.1, NP_001394372.1	XP_045661479.1
OG0000171	NP_035425.2, NP_001394371.1	XP_045661480.1
OG0000172	NP_001171266.1	XP_045645045.1
OG0000172	NP_001155294.1	XP_045661341.1
OG0000172	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1	XP_045650115.1
OG0000173	NP_001346369.1	XP_045654366.1, XP_045654367.1, XP_045654365.1
OG0000174	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1	XP_045646628.1, XP_045646626.1, XP_045646627.1
OG0000175	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1	XP_045664641.1
OG0000176	NP_001013784.2, NP_001161379.1	XP_045642699.1, XP_045642700.1
OG0000176	NP_666047.1	XP_045642694.1, XP_045642695.1, XP_045642697.1, XP_045642696.1, XP_045642698.1
OG0000177	NP_084211.2, XP_006508395.1, NP_001347697.1	XP_045665292.1, XP_045665294.1, XP_045665295.1, XP_045665296.1, XP_045665291.1
OG0000178	NP_001139424.1	XP_045667222.1
OG0000179	NP_038837.1	XP_045642457.1
OG0000179	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1	XP_045639015.1, XP_045638897.1
OG0000180	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1	XP_045630300.1
OG0000181	NP_667086.2, XP_006510429.1, NP_667017.2, NP_667079.1, NP_667081.2, NP_667082.2, NP_997436.2, NP_666448.2, NP_997435.2, NP_666689.2	XP_045653534.1, XP_045653532.1, XP_045653531.1
OG0000182	XP_006537898.1, NP_001009949.3	XP_045636278.1, XP_045636268.1, XP_045636274.1, XP_045636275.1, XP_045636279.1, XP_045636271.1, XP_045636267.1, XP_045636280.1, XP_045636269.1, XP_045636272.1, XP_045636276.1, XP_045636277.1, XP_045636270.1, XP_045636283.1, XP_045636282.1, XP_045636273.1
OG0000183	NP_001342345.1	XP_045664648.1, XP_045664647.1, XP_045664649.1, XP_045664646.1, XP_045642495.1
OG0000184	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1	XP_045647847.1, XP_045647844.1, XP_045647846.1, XP_045647845.1, XP_045647848.1, XP_045647849.1
OG0000185	NP_080357.4, NP_001005385.1, NP_001004359.1	XP_045645441.1, XP_045645443.1, XP_045645442.1, XP_045645440.1
OG0000186	NP_808417.2, NP_808416.1, XP_006528601.1	XP_045645343.1
OG0000187	NP_667248.1, NP_666701.1, NP_996779.1, NP_666702.1, NP_666389.1	XP_045650158.1
OG0000188	NP_032246.2, NP_001188320.1	XP_045671349.1, XP_045671359.1
OG0000188	NP_032245.1	XP_045671351.1
OG0000189	NP_083936.1	XP_045639072.1
OG0000189	NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1	XP_045646367.1
OG0000190	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1	XP_045636136.1, XP_045636133.1, XP_045636134.1, XP_045636138.1, XP_045636135.1, XP_045636137.1, XP_045636140.1, XP_045636139.1
OG0000191	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1	XP_045654464.1, XP_045654463.1
OG0000192	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1	XP_045637240.1
OG0000193	NP_937804.1, NP_001091692.1, XP_006528671.1	XP_045645456.1, XP_045645458.1, XP_045645457.1, XP_045645455.1, XP_045645454.1
OG0000194	NP_081063.1	XP_045668757.1, XP_045644752.1, XP_045668759.1, XP_045668756.1, XP_045644747.1, XP_045668752.1, XP_045644738.1, XP_045668758.1, XP_045668755.1, XP_045668754.1, XP_045668753.1
OG0000195	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1	XP_045651441.1
OG0000196	NP_666779.1	XP_045642983.1
OG0000196	NP_001011758.2	XP_045642982.1, XP_045642980.1, XP_045642981.1
OG0000197	NP_001035966.1	XP_045628962.1, XP_045649214.1
OG0000199	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1	XP_045645366.1, XP_045645367.1, XP_045645364.1, XP_045645365.1, XP_045645363.1
OG0000200	NP_705792.2	XP_045657789.1
OG0000201	NP_001028606.2, XP_011247678.1	XP_045670378.1
OG0000202	NP_694737.1	XP_045654575.1
OG0000202	NP_694750.3, NP_001171022.1	XP_045654576.1
OG0000203	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1	XP_045638396.1
OG0000204	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1	XP_045638739.1
OG0000205	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3	XP_045652802.1, XP_045652799.1, XP_045652801.1, XP_045652804.1, XP_045652808.1, XP_045652800.1, XP_045652810.1, XP_045652807.1, XP_045652805.1, XP_045652811.1, XP_045652806.1, XP_045652803.1
OG0000206	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1	XP_045630443.1
OG0000207	XP_006496044.1, NP_001343974.1, NP_666362.1	XP_045662530.1, XP_045662531.1, XP_045662535.1, XP_045662534.1, XP_045662536.1, XP_045662533.1
OG0000208	NP_001028967.2, XP_011246164.1	XP_045645179.1
OG0000210	NP_035445.1, NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1	XP_045652571.1, XP_045664609.1
OG0000211	NP_075891.1	XP_045637802.1
OG0000211	NP_742116.1, NP_001405859.1	XP_045660501.1, XP_045660500.1
OG0000212	NP_001011770.2	XP_045635025.1
OG0000214	XP_006509847.1	XP_045634603.1
OG0000214	NP_001342461.1	XP_045655434.1
OG0000214	XP_006517391.1	XP_045652310.1
OG0000215	NP_035698.1	XP_045630954.1
OG0000216	NP_001346769.1	XP_045661805.1
OG0000216	NP_001346772.1, NP_001346768.1	XP_045661799.1
OG0000216	NP_001346770.1	XP_045661800.1
OG0000217	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1	XP_045635355.1, XP_045635356.1
OG0000218	NP_001345968.1, NP_001158156.1, NP_001158155.1	XP_045633915.1
OG0000219	XP_011237575.1, NP_034119.1	XP_045662138.1
OG0000219	NP_031834.1	XP_045648961.1, XP_045648962.1
OG0000220	NP_666891.1	XP_045642481.1
OG0000220	NP_001011853.1, NP_667020.1	XP_045642480.1
OG0000220	NP_666890.1	XP_045642479.1
OG0000221	NP_667106.1, NP_667107.2, NP_001001810.2	XP_045642870.1, XP_045642872.1, XP_045642871.1, XP_045642875.1, XP_045642874.1, XP_045642424.1, XP_045642884.1, XP_045642867.1, XP_045642876.1, XP_045642877.1, XP_045642878.1, XP_045642879.1
OG0000222	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1	XP_045641162.1, XP_045641125.1, XP_045641144.1, XP_045641154.1, XP_045641135.1
OG0000223	XP_017173677.1, NP_666344.1, NP_795976.1, NP_001013842.2, XP_006527242.1, XP_017173565.1, NP_766364.1, XP_006526877.1, NP_659034.1	XP_045649675.1
OG0000224	NP_001263696.1, NP_001344157.1, NP_653113.4	XP_045643555.1, XP_045643554.1
OG0000225	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1	XP_045669632.1
OG0000226	XP_011246047.1, NP_001007579.1	XP_045656255.1, XP_045656257.1, XP_045656256.1, XP_045656259.1, XP_045656254.1, XP_045656258.1, XP_045656260.1
OG0000227	NP_001034479.1	XP_045660657.1, XP_045660655.1, XP_045660653.1, XP_045660654.1, XP_045660652.1
OG0000228	NP_659545.2, NP_958812.3	XP_045650033.1
OG0000228	NP_964007.2	XP_045650031.1
OG0000228	NP_001365304.1, NP_964006.2, NP_964003.2, NP_964004.1	XP_045650032.1
OG0000230	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1	XP_045631978.1
OG0000232	NP_001355702.1	XP_045653119.1
OG0000232	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1	XP_045651926.1, XP_045651927.1, XP_045651928.1
OG0000235	NP_034369.1	XP_045641626.1
OG0000236	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1	XP_045646101.1
OG0000237	NP_001239148.1	XP_045627811.1
OG0000237	NP_444487.1	XP_045631265.1
OG0000238	NP_001078946.1, NP_666430.2	XP_045645519.1
OG0000239	NP_667034.1, NP_001011816.1, NP_001011535.1	XP_045642906.1
OG0000240	XP_017168881.1, NP_667012.2, NP_667014.2, NP_667015.2	XP_045653527.1, XP_045653529.1, XP_045653516.1, XP_045653525.1, XP_045653523.1, XP_045653526.1, XP_045653524.1, XP_045653521.1, XP_045653520.1, XP_045653517.1, XP_045653519.1, XP_045653518.1, XP_045653530.1
OG0000241	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2	XP_045642858.1, XP_045642864.1, XP_045642854.1
OG0000243	NP_001349437.1, NP_001349434.1, NP_001349426.1	XP_045628507.1
OG0000244	NP_660252.1, XP_006513501.1	XP_045656051.1, XP_045656052.1
OG0000244	NP_001019645.1, XP_006517013.1	XP_045628435.1
OG0000245	NP_032068.2, NP_032065.1, NP_032067.2, NP_032066.2, XP_030106054.1, NP_796290.2	XP_045631153.1, XP_045631155.1, XP_045631154.1, XP_045631156.1
OG0000246	NP_035676.1	XP_045642379.1
OG0000247	NP_001363905.1, NP_001363904.1, NP_001363901.1, XP_036021351.1, NP_598458.1, NP_001363903.1, NP_001363906.1, NP_001363908.1, NP_001363902.1, NP_001363900.1, NP_001363907.1	XP_045672313.1
OG0000248	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1	XP_045641425.1, XP_045641424.1
OG0000249	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1	XP_045648419.1
OG0000249	NP_075822.3	XP_045649585.1, XP_045649584.1
OG0000250	XP_030107324.1	XP_045666825.1, XP_045645181.1
OG0000251	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1	XP_045644583.1, XP_045644582.1
OG0000252	NP_001276652.1, NP_001276651.1, XP_006499187.1, NP_694778.1	XP_045656277.1, XP_045656276.1, XP_045656278.1
OG0000254	NP_001013786.2, XP_017168309.1, NP_067431.2, NP_598421.1, NP_001074841.1, NP_031980.2, NP_444430.2	XP_045662770.1
OG0000255	NP_058653.1, XP_036013671.1	XP_045638103.1
OG0000256	NP_032482.1, NP_001307260.1, NP_034769.4, NP_001307261.1, NP_035045.2, NP_032483.1, XP_017177488.1, NP_032480.1, NP_034774.1, XP_006540738.1, NP_034244.1, XP_011249110.1, NP_034772.1, NP_064664.1, NP_034773.1, XP_006540737.1, NP_034770.1, NP_034775.1, NP_034246.1, NP_032719.1	XP_045631161.1, XP_045631127.1
OG0000257	NP_001011542.1, NP_001005570.2	XP_045639040.1
OG0000257	NP_666815.1	XP_045638989.1, XP_045639023.1
OG0000257	NP_666812.1	XP_045639058.1
OG0000258	NP_033076.2, NP_001074249.1	XP_045665976.1
OG0000259	NP_667228.2	XP_045642954.1
OG0000260	NP_473431.1, NP_667059.2, NP_473432.2	XP_045642913.1
OG0000261	NP_667189.1, XP_017174104.1	XP_045642826.1, XP_045642886.1, XP_045642885.1, XP_045642868.1, XP_045642899.1, XP_045642892.1, XP_045642897.1, XP_045642901.1, XP_045642904.1
OG0000262	NP_667023.2, NP_001011865.2	XP_045638865.1, XP_045638838.1, XP_045638858.1, XP_045638857.1, XP_045638864.1, XP_045638841.1
OG0000263	XP_017176771.1, NP_808506.1	XP_045667407.1
OG0000264	XP_011242304.1, NP_032484.1, NP_033279.2, NP_001396863.1, NP_035588.2, NP_001161177.1, NP_001094942.1, XP_006515920.1, NP_766612.1, XP_006515994.1, NP_033278.2, NP_001028507.2, NP_001161766.1, NP_001161767.1, NP_001340541.1, NP_001186869.1, XP_017170641.1	XP_045671761.1
OG0000265	XP_011244964.1, NP_083027.1, NP_001239402.1, NP_001239404.1, NP_001239403.1	XP_045657142.1, XP_045657090.1, XP_045657114.1, XP_045657163.1, XP_045657073.1, XP_045657186.1, XP_045657176.1, XP_045657133.1, XP_045657167.1, XP_045657104.1, XP_045657157.1, XP_045657081.1, XP_045657098.1, XP_045657124.1, XP_045657147.1
OG0000266	NP_001008497.1, NP_001274049.1, NP_001274050.1, NP_001274051.1, NP_573463.1, NP_001274048.1, NP_001274053.1, NP_001274052.1	XP_045668596.1, XP_045668587.1
OG0000267	NP_001177254.1	XP_045658391.1
OG0000268	NP_579937.1, NP_034806.2, NP_899119.1, XP_036015699.1, NP_570943.1	XP_045641676.1
OG0000270	NP_001154903.1, NP_942563.2, XP_006528077.1	XP_045645146.1
OG0000272	NP_035461.2	XP_045629547.1, XP_045629530.1, XP_045629293.1, XP_045629292.1
OG0000274	NP_035467.1	XP_045629318.1
OG0000274	NP_038680.1	XP_045629321.1
OG0000275	NP_001412922.1	XP_045644795.1
OG0000276	XP_017172473.1, NP_666677.1, NP_666662.1	XP_045634929.1, XP_045651793.1, XP_045628269.1, XP_045651794.1, XP_045634919.1, XP_045634925.1
OG0000277	NP_667195.1, NP_667004.1, NP_667191.1, NP_667196.1	XP_045642802.1
OG0000278	NP_001344387.1, NP_598448.1, NP_001344388.1, XP_006526239.1	XP_045650493.1, XP_045650498.1, XP_045650496.1, XP_045650495.1, XP_045650497.1, XP_045650494.1
OG0000279	NP_067503.3, NP_001412644.1	XP_045669273.1, XP_045669272.1, XP_045669275.1, XP_045669276.1, XP_045669274.1
OG0000280	NP_848741.1, XP_006534383.1	XP_045650744.1, XP_045650740.1, XP_045650743.1, XP_045650745.1, XP_045650746.1, XP_045650739.1, XP_045650736.1, XP_045650741.1, XP_045650737.1, XP_045650738.1, XP_045650742.1
OG0000281	NP_079848.1, NP_001406007.1	XP_045655744.1, XP_045655743.1, XP_045655742.1
OG0000282	NP_001161944.1, NP_001161943.1, XP_030102117.1	XP_045629380.1
OG0000282	NP_062656.3	XP_045647521.1, XP_045647522.1
OG0000283	NP_598984.2, NP_665848.1, XP_017170892.1, NP_599002.1, NP_598977.1, NP_001013809.1, NP_001160181.1, NP_665843.1, NP_001161014.1, NP_598973.1, NP_598979.1, NP_598978.1, NP_598996.1, NP_598997.1, NP_598974.1, NP_598975.1, NP_598976.1, NP_598972.2, NP_599000.1, NP_598998.1, NP_598999.1, NP_599001.1, NP_665849.1, NP_001161013.1, NP_599004.1, NP_599005.1	XP_045656318.1, XP_045656316.1, XP_045656317.1
OG0000284	NP_667018.1, NP_570938.1, NP_667043.1, NP_667042.1, NP_666444.1	XP_045659890.1
OG0000285	NP_001357746.1, NP_001357753.1, NP_001357737.1, NP_001129463.1, XP_006514415.1, NP_001357762.1, NP_001095100.1, NP_001357760.1, NP_001191938.1, NP_001156416.1, NP_001357745.1, NP_001095101.1, NP_001357764.1, NP_001019880.2, XP_001477836.1	XP_045632303.1
OG0000286	NP_997440.2, NP_667255.1	XP_045646383.1, XP_045638947.1, XP_045646381.1, XP_045638946.1, XP_045639041.1, XP_045639037.1
OG0000287	NP_666705.1	XP_045636885.1, XP_045644533.1
OG0000287	NP_666874.2, NP_666876.1	XP_045644516.1
OG0000288	NP_001011868.1	XP_045642907.1
OG0000288	NP_667128.2	XP_045642435.1
OG0000288	NP_667129.2	XP_045642434.1
OG0000289	XP_036010876.1, NP_766509.2	XP_045653483.1, XP_045653484.1
OG0000290	XP_030103562.1, NP_001366426.1, NP_001240608.1, NP_001366427.1, NP_001240609.1, NP_035535.2, NP_001411520.1, NP_001366428.1	XP_045658763.1, XP_045658756.1, XP_045658761.1, XP_045658759.1, XP_045658762.1, XP_045658760.1, XP_045658757.1
